"","date","TIF"
"1","2007-01-03",39.400002
"2","2007-01-04",39.07
"3","2007-01-05",38.509998
"4","2007-01-08",38.700001
"5","2007-01-09",39.619999
"6","2007-01-10",38.799999
"7","2007-01-11",40.139999
"8","2007-01-12",39.700001
"9","2007-01-16",39.759998
"10","2007-01-17",39.970001
"11","2007-01-18",40.150002
"12","2007-01-19",40.040001
"13","2007-01-22",39.889999
"14","2007-01-23",39.5
"15","2007-01-24",39.799999
"16","2007-01-25",38.759998
"17","2007-01-26",38.549999
"18","2007-01-29",38.759998
"19","2007-01-30",38.84
"20","2007-01-31",39.259998
"21","2007-02-01",39.52
"22","2007-02-02",39.75
"23","2007-02-05",39.57
"24","2007-02-06",40.099998
"25","2007-02-07",40.380001
"26","2007-02-08",41.59
"27","2007-02-09",41.419998
"28","2007-02-12",41.369999
"29","2007-02-13",41.75
"30","2007-02-14",42.07
"31","2007-02-15",42.43
"32","2007-02-16",42.610001
"33","2007-02-20",42.939999
"34","2007-02-21",42.68
"35","2007-02-22",42.810001
"36","2007-02-23",42.860001
"37","2007-02-26",45.060001
"38","2007-02-27",42.52
"39","2007-02-28",43.529999
"40","2007-03-01",43.450001
"41","2007-03-02",42.919998
"42","2007-03-05",41.709999
"43","2007-03-06",42.439999
"44","2007-03-07",43.450001
"45","2007-03-08",43.099998
"46","2007-03-09",43.700001
"47","2007-03-12",43.880001
"48","2007-03-13",42.400002
"49","2007-03-14",42.369999
"50","2007-03-15",42.950001
"51","2007-03-16",42.709999
"52","2007-03-19",42.939999
"53","2007-03-20",43.599998
"54","2007-03-21",45.5
"55","2007-03-22",45.48
"56","2007-03-23",45.5
"57","2007-03-26",45.630001
"58","2007-03-27",45.580002
"59","2007-03-28",45.919998
"60","2007-03-29",45.57
"61","2007-03-30",45.48
"62","2007-04-02",46.080002
"63","2007-04-03",47.490002
"64","2007-04-04",47.310001
"65","2007-04-05",47.189999
"66","2007-04-09",48.77
"67","2007-04-10",48.73
"68","2007-04-11",48.389999
"69","2007-04-12",49.41
"70","2007-04-13",48.75
"71","2007-04-16",48.630001
"72","2007-04-17",48.049999
"73","2007-04-18",48.630001
"74","2007-04-19",48.630001
"75","2007-04-20",48.599998
"76","2007-04-23",48.389999
"77","2007-04-24",48.099998
"78","2007-04-25",48.57
"79","2007-04-26",48.98
"80","2007-04-27",48.450001
"81","2007-04-30",47.689999
"82","2007-05-01",47.59
"83","2007-05-02",47.82
"84","2007-05-03",48.5
"85","2007-05-04",49.279999
"86","2007-05-07",49.389999
"87","2007-05-08",49.91
"88","2007-05-09",50.32
"89","2007-05-10",49.990002
"90","2007-05-11",50.040001
"91","2007-05-14",49.849998
"92","2007-05-15",49.779999
"93","2007-05-16",49.740002
"94","2007-05-17",49.810001
"95","2007-05-18",51.27
"96","2007-05-21",52.029999
"97","2007-05-22",52.450001
"98","2007-05-23",52.419998
"99","2007-05-24",52.610001
"100","2007-05-25",52.080002
"101","2007-05-29",51.689999
"102","2007-05-30",52.459999
"103","2007-05-31",52.57
"104","2007-06-01",51.93
"105","2007-06-04",52.189999
"106","2007-06-05",51.77
"107","2007-06-06",50.889999
"108","2007-06-07",49.259998
"109","2007-06-08",49.75
"110","2007-06-11",49.91
"111","2007-06-12",48.610001
"112","2007-06-13",49.43
"113","2007-06-14",49.27
"114","2007-06-15",49.299999
"115","2007-06-18",48.900002
"116","2007-06-19",49.82
"117","2007-06-20",50.040001
"118","2007-06-21",50.450001
"119","2007-06-22",49.98
"120","2007-06-25",51.91
"121","2007-06-26",52.080002
"122","2007-06-27",53.080002
"123","2007-06-28",52.549999
"124","2007-06-29",53.060001
"125","2007-07-02",54.130001
"126","2007-07-03",53.599998
"127","2007-07-05",55.150002
"128","2007-07-06",55.759998
"129","2007-07-09",54.889999
"130","2007-07-10",53.32
"131","2007-07-11",53.380001
"132","2007-07-12",56.209999
"133","2007-07-13",56.060001
"134","2007-07-16",56.220001
"135","2007-07-17",55.759998
"136","2007-07-18",55.07
"137","2007-07-19",55.830002
"138","2007-07-20",54.16
"139","2007-07-23",53.880001
"140","2007-07-24",52.169998
"141","2007-07-25",51.16
"142","2007-07-26",49.209999
"143","2007-07-27",47.959999
"144","2007-07-30",48.830002
"145","2007-07-31",48.25
"146","2007-08-01",48.689999
"147","2007-08-02",49.889999
"148","2007-08-03",48.52
"149","2007-08-06",45.82
"150","2007-08-07",44.48
"151","2007-08-08",45.759998
"152","2007-08-09",43.73
"153","2007-08-10",44.68
"154","2007-08-13",44.57
"155","2007-08-14",43.23
"156","2007-08-15",42.52
"157","2007-08-16",41.59
"158","2007-08-17",42.400002
"159","2007-08-20",43.349998
"160","2007-08-21",43.990002
"161","2007-08-22",45.529999
"162","2007-08-23",45.610001
"163","2007-08-24",45.220001
"164","2007-08-27",47.419998
"165","2007-08-28",46.080002
"166","2007-08-29",48.119999
"167","2007-08-30",49.400002
"168","2007-08-31",51.330002
"169","2007-09-04",51.790001
"170","2007-09-05",50.470001
"171","2007-09-06",50.59
"172","2007-09-07",49.290001
"173","2007-09-10",49.130001
"174","2007-09-11",49.75
"175","2007-09-12",49.939999
"176","2007-09-13",51.07
"177","2007-09-14",52.169998
"178","2007-09-17",52.009998
"179","2007-09-18",53.950001
"180","2007-09-19",52.889999
"181","2007-09-20",51.439999
"182","2007-09-21",51.900002
"183","2007-09-24",52.439999
"184","2007-09-25",52.560001
"185","2007-09-26",52.310001
"186","2007-09-27",52.799999
"187","2007-09-28",52.349998
"188","2007-10-01",54.400002
"189","2007-10-02",54.52
"190","2007-10-03",55.099998
"191","2007-10-04",54.77
"192","2007-10-05",56.099998
"193","2007-10-08",56.48
"194","2007-10-09",56
"195","2007-10-10",56.240002
"196","2007-10-11",55.16
"197","2007-10-12",54.240002
"198","2007-10-15",54.939999
"199","2007-10-16",54.349998
"200","2007-10-17",54.810001
"201","2007-10-18",56.830002
"202","2007-10-19",55.349998
"203","2007-10-22",55.790001
"204","2007-10-23",53.599998
"205","2007-10-24",52.77
"206","2007-10-25",53.380001
"207","2007-10-26",54.349998
"208","2007-10-29",53.650002
"209","2007-10-30",52.630001
"210","2007-10-31",54.18
"211","2007-11-01",51.330002
"212","2007-11-02",49.700001
"213","2007-11-05",49.43
"214","2007-11-06",49.619999
"215","2007-11-07",47.720001
"216","2007-11-08",46.73
"217","2007-11-09",43.919998
"218","2007-11-12",45.360001
"219","2007-11-13",48.779999
"220","2007-11-14",47.470001
"221","2007-11-15",47.34
"222","2007-11-16",47.119999
"223","2007-11-19",44.639999
"224","2007-11-20",46.240002
"225","2007-11-21",46.349998
"226","2007-11-23",47.990002
"227","2007-11-26",46.23
"228","2007-11-27",47.91
"229","2007-11-28",50.23
"230","2007-11-29",48.75
"231","2007-11-30",46.43
"232","2007-12-03",47.610001
"233","2007-12-04",47.650002
"234","2007-12-05",47.689999
"235","2007-12-06",47.66
"236","2007-12-07",47.299999
"237","2007-12-10",46.290001
"238","2007-12-11",45.77
"239","2007-12-12",45.93
"240","2007-12-13",45.82
"241","2007-12-14",44.93
"242","2007-12-17",45.349998
"243","2007-12-18",46.869999
"244","2007-12-19",45.939999
"245","2007-12-20",45.139999
"246","2007-12-21",46.310001
"247","2007-12-24",46.48
"248","2007-12-26",46.290001
"249","2007-12-27",46.169998
"250","2007-12-28",46.119999
"251","2007-12-31",46.029999
"252","2008-01-02",43.950001
"253","2008-01-03",42.240002
"254","2008-01-04",41.380001
"255","2008-01-07",41.849998
"256","2008-01-08",40.830002
"257","2008-01-09",40.619999
"258","2008-01-10",40.32
"259","2008-01-11",35.799999
"260","2008-01-14",34.040001
"261","2008-01-15",35.66
"262","2008-01-16",36.990002
"263","2008-01-17",37.18
"264","2008-01-18",37.490002
"265","2008-01-22",37.939999
"266","2008-01-23",39.130001
"267","2008-01-24",38.669998
"268","2008-01-25",37.259998
"269","2008-01-28",38.700001
"270","2008-01-29",39.200001
"271","2008-01-30",37.349998
"272","2008-01-31",39.790001
"273","2008-02-01",40.860001
"274","2008-02-04",38.790001
"275","2008-02-05",37.630001
"276","2008-02-06",36.73
"277","2008-02-07",38.18
"278","2008-02-08",39.860001
"279","2008-02-11",39.700001
"280","2008-02-12",40.259998
"281","2008-02-13",39.889999
"282","2008-02-14",39.150002
"283","2008-02-15",38.52
"284","2008-02-19",37.5
"285","2008-02-20",37.860001
"286","2008-02-21",36.91
"287","2008-02-22",37.32
"288","2008-02-25",40.459999
