"","date","NKLA"
"194","2019-03-19",9.99
"195","2019-03-20",10.03
"196","2019-03-21",9.99
"197","2019-03-22",10.03
"198","2019-03-25",10
"199","2019-03-26",9.99
"200","2019-03-27",9.99
"201","2019-03-28",9.99
"202","2019-03-29",9.99
"203","2019-04-01",9.99
"204","2019-04-02",10.01
"205","2019-04-03",10.02
"206","2019-04-04",10.02
"207","2019-04-05",10.02
"208","2019-04-08",10.01
"209","2019-04-09",10.03
"210","2019-04-10",10.03
"211","2019-04-11",10.03
"212","2019-04-12",10.03
"213","2019-04-15",10.05
"214","2019-04-16",10.02
"215","2019-04-17",10.02
"216","2019-04-18",10.02
"217","2019-04-22",10.04
"218","2019-04-23",10.04
"219","2019-04-24",10.04
"220","2019-04-25",10.04
"221","2019-04-26",10.04
"222","2019-04-29",10.04
"223","2019-04-30",10.05
"224","2019-05-01",10.02
"225","2019-05-02",10.04
"226","2019-05-03",10.04
"227","2019-05-06",10.04
"228","2019-05-07",10.04
"229","2019-05-08",10.05
"230","2019-05-09",10.05
"231","2019-05-10",10.05
"232","2019-05-13",10.02
"233","2019-05-14",10.06
"234","2019-05-15",10.05
"235","2019-05-16",10.05
"236","2019-05-17",10.09
"237","2019-05-20",10.09
"238","2019-05-21",10.05
"239","2019-05-22",10.05
"240","2019-05-23",10.06
"241","2019-05-24",10.06
"242","2019-05-28",10.06
"243","2019-05-29",10.06
"244","2019-05-30",10.06
"245","2019-05-31",10.13
"246","2019-06-03",10.1
"247","2019-06-04",10.1
"248","2019-06-05",10.1
"249","2019-06-06",10.1
"250","2019-06-07",10.12
"251","2019-06-10",10.12
"252","2019-06-11",10.12
"253","2019-06-12",10.12
"254","2019-06-13",10.12
"255","2019-06-14",10.12
"256","2019-06-17",10.12
"257","2019-06-18",10.15
"258","2019-06-19",10.15
"259","2019-06-20",10.15
"260","2019-06-21",10.15
"261","2019-06-24",10.13
"262","2019-06-25",10.11
"263","2019-06-26",10.12
"264","2019-06-27",10.12
"265","2019-06-28",10.13
"266","2019-07-01",10.13
"267","2019-07-02",10.13
"268","2019-07-03",10.13
"269","2019-07-05",10.13
"270","2019-07-08",10.13
"271","2019-07-09",10.14
"272","2019-07-10",10.13
"273","2019-07-11",10.13
"274","2019-07-12",10.13
"275","2019-07-15",10.13
"276","2019-07-16",10.13
"277","2019-07-17",10.139
"278","2019-07-18",10.13
"279","2019-07-19",10.16
"280","2019-07-22",10.17
"281","2019-07-23",10.17
"282","2019-07-24",10.16
"283","2019-07-25",10.16
"284","2019-07-26",10.2
"285","2019-07-29",10.2
"286","2019-07-30",10.2
"287","2019-07-31",10.2
"288","2019-08-01",10.2
"289","2019-08-02",10.17
"290","2019-08-05",10.179
"291","2019-08-06",10.187
"292","2019-08-07",10.17
"293","2019-08-08",10.17
"294","2019-08-09",10.17
"295","2019-08-12",10.17
"296","2019-08-13",10.18
"297","2019-08-14",10.18
"298","2019-08-15",10.18
"299","2019-08-16",10.2
"300","2019-08-19",10.2
"301","2019-08-20",10.18
"302","2019-08-21",10.187
"303","2019-08-22",10.2
"304","2019-08-23",10.16
"305","2019-08-26",10.16
"306","2019-08-27",10.16
"307","2019-08-28",10.19
"308","2019-08-29",10.19
"309","2019-08-30",10.19
"310","2019-09-03",10.19
"311","2019-09-04",10.17
"312","2019-09-05",10.2
"313","2019-09-06",10.2
"314","2019-09-09",10.2
"315","2019-09-10",10.2
"316","2019-09-11",10.21
"317","2019-09-12",10.23
"318","2019-09-13",10.23
"319","2019-09-16",10.2
"320","2019-09-17",10.2
"321","2019-09-18",10.2
"322","2019-09-19",10.2
"323","2019-09-20",10.2
"324","2019-09-23",10.2
"325","2019-09-24",10.22
"326","2019-09-25",10.22
"327","2019-09-26",10.22
"328","2019-09-27",10.21
"329","2019-09-30",10.21
"330","2019-10-01",10.21
"331","2019-10-02",10.21
"332","2019-10-03",10.21
"333","2019-10-04",10.23
"334","2019-10-07",10.22
"335","2019-10-08",10.25
"336","2019-10-09",10.25
"337","2019-10-10",10.25
"338","2019-10-11",10.25
"339","2019-10-14",10.25
"340","2019-10-15",10.26
"341","2019-10-16",10.26
"342","2019-10-17",10.26
"343","2019-10-18",10.26
"344","2019-10-21",10.23
"345","2019-10-22",10.33
"346","2019-10-23",10.28
"347","2019-10-24",10.235
"348","2019-10-25",10.235
"349","2019-10-28",10.26
"350","2019-10-29",10.26
"351","2019-10-30",10.26
"352","2019-10-31",10.26
"353","2019-11-01",10.26
"354","2019-11-04",10.3
"355","2019-11-05",10.259
"356","2019-11-06",10.25
"357","2019-11-07",10.25
"358","2019-11-08",10.25
"359","2019-11-11",10.25
"360","2019-11-12",10.25
"361","2019-11-13",10.25
"362","2019-11-14",10.24
"363","2019-11-15",10.24
"364","2019-11-18",10.24
"365","2019-11-19",10.244
"366","2019-11-20",10.25
"367","2019-11-21",10.25
"368","2019-11-22",10.27
"369","2019-11-25",10.23
"370","2019-11-26",10.23
"371","2019-11-27",10.22
"372","2019-11-29",10.27
"373","2019-12-02",10.27
"374","2019-12-03",10.3
"375","2019-12-04",10.3
"376","2019-12-05",10.3
"377","2019-12-06",10.3
"378","2019-12-09",10.3
"379","2019-12-10",10.3
"380","2019-12-11",10.27
"381","2019-12-12",10.3
"382","2019-12-13",10.3
"383","2019-12-16",10.29
"384","2019-12-17",10.3
"385","2019-12-18",10.3
"386","2019-12-19",10.3
"387","2019-12-20",10.32
"388","2019-12-23",10.32
"389","2019-12-24",10.32
"390","2019-12-26",10.32
"391","2019-12-27",10.32
"392","2019-12-30",10.3
"393","2019-12-31",10.32
"394","2020-01-02",10.32
"395","2020-01-03",10.3
"396","2020-01-06",10.32
"397","2020-01-07",10.33
"398","2020-01-08",10.342
"399","2020-01-09",10.35
"400","2020-01-10",10.33
"401","2020-01-13",10.34
"402","2020-01-14",10.35
"403","2020-01-15",10.35
"404","2020-01-16",10.35
"405","2020-01-17",10.34
"406","2020-01-21",10.35
"407","2020-01-22",10.35
"408","2020-01-23",10.35
"409","2020-01-24",10.34
"410","2020-01-27",10.34
"411","2020-01-28",10.345
"412","2020-01-29",10.35
"413","2020-01-30",10.348
"414","2020-01-31",10.34
"415","2020-02-03",10.35
"416","2020-02-04",10.36
"417","2020-02-05",10.36
"418","2020-02-06",10.36
"419","2020-02-07",10.38
"420","2020-02-10",10.4
"421","2020-02-11",10.38
"422","2020-02-12",10.38
"423","2020-02-13",10.37
"424","2020-02-14",10.36
"425","2020-02-18",10.37
"426","2020-02-19",10.34
"427","2020-02-20",10.38
"428","2020-02-21",10.49
"429","2020-02-24",10.45
"430","2020-02-25",10.4
"431","2020-02-26",10.39
"432","2020-02-27",10.397
"433","2020-02-28",10.37
"434","2020-03-02",10.35
"435","2020-03-03",11.5
"436","2020-03-04",14.7
"437","2020-03-05",14.7
"438","2020-03-06",13.74
"439","2020-03-09",11.76
"440","2020-03-10",12
"441","2020-03-11",11.35
"442","2020-03-12",11.02
"443","2020-03-13",11.24
"444","2020-03-16",10.94
"445","2020-03-17",10.76
"446","2020-03-18",10.5
"447","2020-03-19",10.7
"448","2020-03-20",10.65
"449","2020-03-23",10.7
"450","2020-03-24",10.81
"451","2020-03-25",10.95
"452","2020-03-26",11.05
"453","2020-03-27",10.88
"454","2020-03-30",10.975
"455","2020-03-31",10.64
"456","2020-04-01",10.59
"457","2020-04-02",10.8
"458","2020-04-03",10.8
"459","2020-04-06",11
"460","2020-04-07",10.94
"461","2020-04-08",11.01
"462","2020-04-09",11.12
"463","2020-04-13",11.75
"464","2020-04-14",12.14
"465","2020-04-15",11.8
"466","2020-04-16",11.7
"467","2020-04-17",11.74
"468","2020-04-20",12.11
"469","2020-04-21",11.64
"470","2020-04-22",12.05
"471","2020-04-23",12.33
"472","2020-04-24",12.7
"473","2020-04-27",14.35
"474","2020-04-28",13.9
"475","2020-04-29",13.94
"476","2020-04-30",13.25
"477","2020-05-01",13
"478","2020-05-04",13.09
"479","2020-05-05",13.23
"480","2020-05-06",13.18
"481","2020-05-07",14.85
"482","2020-05-08",16.51
"483","2020-05-11",20.379999
"484","2020-05-12",27.1
"485","2020-05-13",30.299999
"486","2020-05-14",25.790001
"487","2020-05-15",22.620001
"488","2020-05-18",21.83
"489","2020-05-19",25.18
"490","2020-05-20",22.85
"491","2020-05-21",24.08
"492","2020-05-22",25.66
"493","2020-05-26",28.5
"494","2020-05-27",28.629999
"495","2020-05-28",27.5
"496","2020-05-29",28.700001
"497","2020-06-01",33.990002
"498","2020-06-02",31.370001
"499","2020-06-03",33.970001
"500","2020-06-04",33.75
"501","2020-06-05",35.970001
"502","2020-06-08",73.269997
"503","2020-06-09",79.730003
"504","2020-06-10",65.010002
"505","2020-06-11",60.5
"506","2020-06-12",64
"507","2020-06-15",68.129997
"508","2020-06-16",62.93
"509","2020-06-17",64.059998
"510","2020-06-18",67.730003
"511","2020-06-19",65.900002
"512","2020-06-22",70
"513","2020-06-23",75.059998
"514","2020-06-24",74.190002
"515","2020-06-25",71.099998
"516","2020-06-26",63.549999
"517","2020-06-29",67.57
"518","2020-06-30",67.529999
"519","2020-07-01",65.900002
"520","2020-07-02",57.189999
"521","2020-07-06",48.919998
"522","2020-07-07",40.23
"523","2020-07-08",54.029999
"524","2020-07-09",56.723999
"525","2020-07-10",54.240002
"526","2020-07-13",53.950001
"527","2020-07-14",53.139999
"528","2020-07-15",54.580002
"529","2020-07-16",52.529999
"530","2020-07-17",48.84
"531","2020-07-20",38.450001
"532","2020-07-21",39.75
"533","2020-07-22",36.57
"534","2020-07-23",33.939999
"535","2020-07-24",29.92
"536","2020-07-27",33.200001
"537","2020-07-28",32.75
"538","2020-07-29",31.23
"539","2020-07-30",29.059999
"540","2020-07-31",30
"541","2020-08-03",36.490002
"542","2020-08-04",38.84
"543","2020-08-05",35.029999
"544","2020-08-06",36.299999
"545","2020-08-07",36.720001
"546","2020-08-10",44.810001
"547","2020-08-11",41.099998
"548","2020-08-12",42.810001
"549","2020-08-13",45.970001
"550","2020-08-14",45.959999
"551","2020-08-17",43.57
"552","2020-08-18",41.759998
"553","2020-08-19",42.529999
"554","2020-08-20",40.939999
"555","2020-08-21",39.369999
"556","2020-08-24",38.689999
"557","2020-08-25",39.18
"558","2020-08-26",38.82
"559","2020-08-27",39.310001
"560","2020-08-28",41.349998
"561","2020-08-31",40.810001
"562","2020-09-01",41
"563","2020-09-02",39.419998
"564","2020-09-03",36.130001
"565","2020-09-04",35.549999
"566","2020-09-08",50.049999
"567","2020-09-09",42.369999
"568","2020-09-10",37.57
"569","2020-09-11",32.130001
"570","2020-09-14",35.790001
"571","2020-09-15",32.830002
"572","2020-09-16",33.279999
"573","2020-09-17",33.830002
"574","2020-09-18",34.189999
"575","2020-09-21",27.58
"576","2020-09-22",28.51
"577","2020-09-23",21.15
"578","2020-09-24",19.1
"579","2020-09-25",19.459999
"580","2020-09-28",19.299999
"581","2020-09-29",17.879999
"582","2020-09-30",20.48
"583","2020-10-01",24.110001
"584","2020-10-02",24.25
"585","2020-10-05",23.780001
"586","2020-10-06",23.57
"587","2020-10-07",25.719999
"588","2020-10-08",25
"589","2020-10-09",24.66
"590","2020-10-12",24.15
"591","2020-10-13",24.23
"592","2020-10-14",24.110001
"593","2020-10-15",23.299999
"594","2020-10-16",19.545
"595","2020-10-19",20.459999
"596","2020-10-20",20.719999
"597","2020-10-21",22.24
"598","2020-10-22",22.719999
"599","2020-10-23",22.540001
"600","2020-10-26",20.91
"601","2020-10-27",21.389999
"602","2020-10-28",19.67
"603","2020-10-29",19.790001
"604","2020-10-30",18.309999
"605","2020-11-02",18.58
"606","2020-11-03",18.84
"607","2020-11-04",18.459999
"608","2020-11-05",19.950001
"609","2020-11-06",19.58
"610","2020-11-09",18.629999
"611","2020-11-10",18.030001
"612","2020-11-11",20.18
"613","2020-11-12",19.57
"614","2020-11-13",21.18
"615","2020-11-16",21.9
"616","2020-11-17",22.030001
"617","2020-11-18",25.42
"618","2020-11-19",26.23
"619","2020-11-20",26.379999
"620","2020-11-23",29.41
"621","2020-11-24",34.5
"622","2020-11-25",30.24
"623","2020-11-27",27.93
