"","date","NGVT"
"1","2016-05-03",25.67
"2","2016-05-04",25.5
"3","2016-05-05",28.16
"4","2016-05-06",26.5
"5","2016-05-09",26.75
"6","2016-05-10",27
"7","2016-05-11",26.5
"8","2016-05-12",26.85
"9","2016-05-13",25.030001
"10","2016-05-16",26.860001
"11","2016-05-17",26.780001
"12","2016-05-18",26.780001
"13","2016-05-19",25.450001
"14","2016-05-20",24.93
"15","2016-05-23",27.190001
"16","2016-05-24",26
"17","2016-05-25",26.360001
"18","2016-05-26",26.84
"19","2016-05-27",27.9
"20","2016-05-31",29.139999
"21","2016-06-01",31.07
"22","2016-06-02",31.74
"23","2016-06-03",31.74
"24","2016-06-06",31.870001
"25","2016-06-07",31.540001
"26","2016-06-08",32.419998
"27","2016-06-09",32.330002
"28","2016-06-10",33.93
"29","2016-06-13",34.110001
"30","2016-06-14",34.060001
"31","2016-06-15",33.93
"32","2016-06-16",34.810001
"33","2016-06-17",34.73
"34","2016-06-20",34.18
"35","2016-06-21",34.5
"36","2016-06-22",34.470001
"37","2016-06-23",34.740002
"38","2016-06-24",34.189999
"39","2016-06-27",34.380001
"40","2016-06-28",33.41
"41","2016-06-29",34.029999
"42","2016-06-30",34.040001
"43","2016-07-01",34.400002
"44","2016-07-05",34.700001
"45","2016-07-06",34.950001
"46","2016-07-07",36
"47","2016-07-08",36.439999
"48","2016-07-11",38.049999
"49","2016-07-12",39
"50","2016-07-13",38.950001
"51","2016-07-14",38.619999
"52","2016-07-15",38.310001
"53","2016-07-18",37.66
"54","2016-07-19",38.130001
"55","2016-07-20",38.68
"56","2016-07-21",39.119999
"57","2016-07-22",39.959999
"58","2016-07-25",39.990002
"59","2016-07-26",39.939999
"60","2016-07-27",40.849998
"61","2016-07-28",38.360001
"62","2016-07-29",38.27
"63","2016-08-01",38.73
"64","2016-08-02",37.549999
"65","2016-08-03",37.939999
"66","2016-08-04",43.5
"67","2016-08-05",43.360001
"68","2016-08-08",43.490002
"69","2016-08-09",43.549999
"70","2016-08-10",43.799999
"71","2016-08-11",44.66
"72","2016-08-12",44.360001
"73","2016-08-15",44.299999
"74","2016-08-16",44.07
"75","2016-08-17",43.77
"76","2016-08-18",43.110001
"77","2016-08-19",41.950001
"78","2016-08-22",42
"79","2016-08-23",41.950001
"80","2016-08-24",43.34
"81","2016-08-25",43.150002
"82","2016-08-26",43.400002
"83","2016-08-29",44.66
"84","2016-08-30",44.32
"85","2016-08-31",44.380001
"86","2016-09-01",44.5
"87","2016-09-02",44.450001
"88","2016-09-06",45.310001
"89","2016-09-07",44.490002
"90","2016-09-08",44.209999
"91","2016-09-09",43.360001
"92","2016-09-12",43.150002
"93","2016-09-13",42.34
"94","2016-09-14",43.759998
"95","2016-09-15",46.209999
"96","2016-09-16",46.009998
"97","2016-09-19",45.759998
"98","2016-09-20",46.279999
"99","2016-09-21",46.790001
"100","2016-09-22",47.689999
"101","2016-09-23",47.77
"102","2016-09-26",47.200001
"103","2016-09-27",46.919998
"104","2016-09-28",47.459999
"105","2016-09-29",46.98
"106","2016-09-30",46.099998
"107","2016-10-03",44.32
"108","2016-10-04",43.41
"109","2016-10-05",43.049999
"110","2016-10-06",43.360001
"111","2016-10-07",43
"112","2016-10-10",43.43
"113","2016-10-11",42.919998
"114","2016-10-12",42.720001
"115","2016-10-13",42.5
"116","2016-10-14",42.639999
"117","2016-10-17",42.43
"118","2016-10-18",42.610001
"119","2016-10-19",42.34
"120","2016-10-20",42.23
"121","2016-10-21",42.360001
"122","2016-10-24",43.700001
"123","2016-10-25",43.060001
"124","2016-10-26",42.580002
"125","2016-10-27",41.619999
"126","2016-10-28",41.130001
"127","2016-10-31",41.400002
"128","2016-11-01",41.18
"129","2016-11-02",40.630001
"130","2016-11-03",44.150002
"131","2016-11-04",45.09
"132","2016-11-07",44.580002
"133","2016-11-08",45
"134","2016-11-09",46.560001
"135","2016-11-10",47.169998
"136","2016-11-11",48.790001
"137","2016-11-14",49.130001
"138","2016-11-15",48.98
"139","2016-11-16",49.470001
"140","2016-11-17",50.5
"141","2016-11-18",50.5
"142","2016-11-21",50.98
"143","2016-11-22",51.73
"144","2016-11-23",52.630001
"145","2016-11-25",53.57
"146","2016-11-28",52.119999
"147","2016-11-29",51.290001
"148","2016-11-30",52.369999
"149","2016-12-01",50.209999
"150","2016-12-02",49.849998
"151","2016-12-05",49.959999
"152","2016-12-06",50.029999
"153","2016-12-07",51.169998
"154","2016-12-08",51.450001
"155","2016-12-09",50.369999
"156","2016-12-12",52.27
"157","2016-12-13",52.82
"158","2016-12-14",53.029999
"159","2016-12-15",53.990002
"160","2016-12-16",54.02
"161","2016-12-19",54.990002
"162","2016-12-20",54.830002
"163","2016-12-21",53.5
"164","2016-12-22",53.110001
"165","2016-12-23",53.889999
"166","2016-12-27",54.709999
"167","2016-12-28",54.310001
"168","2016-12-29",54.619999
"169","2016-12-30",54.860001
"170","2017-01-03",53.18
"171","2017-01-04",54.139999
"172","2017-01-05",54.84
"173","2017-01-06",54.849998
"174","2017-01-09",52.799999
"175","2017-01-10",53.209999
"176","2017-01-11",53.25
"177","2017-01-12",52.490002
"178","2017-01-13",53
"179","2017-01-17",52.900002
"180","2017-01-18",52.990002
"181","2017-01-19",52.290001
"182","2017-01-20",52.490002
"183","2017-01-23",54.040001
"184","2017-01-24",54.330002
"185","2017-01-25",55.049999
"186","2017-01-26",55.07
"187","2017-01-27",55.259998
"188","2017-01-30",54
"189","2017-01-31",55.59
"190","2017-02-01",55.880001
"191","2017-02-02",55.119999
"192","2017-02-03",56.299999
"193","2017-02-06",55.709999
"194","2017-02-07",55.880001
"195","2017-02-08",56.240002
"196","2017-02-09",55.939999
"197","2017-02-10",55.299999
"198","2017-02-13",55.490002
"199","2017-02-14",55.779999
"200","2017-02-15",56.540001
"201","2017-02-16",57.389999
"202","2017-02-17",55.48
"203","2017-02-21",57
"204","2017-02-22",56.41
"205","2017-02-23",54.349998
"206","2017-02-24",53.470001
"207","2017-02-27",53.110001
"208","2017-02-28",53.970001
"209","2017-03-01",57.02
"210","2017-03-02",56.66
"211","2017-03-03",59.48
"212","2017-03-06",58.150002
"213","2017-03-07",58.43
"214","2017-03-08",58.25
"215","2017-03-09",58.650002
"216","2017-03-10",59.099998
"217","2017-03-13",59.5
"218","2017-03-14",59.66
"219","2017-03-15",60.130001
"220","2017-03-16",60.110001
"221","2017-03-17",60.720001
"222","2017-03-20",61.09
"223","2017-03-21",60.490002
"224","2017-03-22",60.450001
"225","2017-03-23",60.669998
"226","2017-03-24",61
"227","2017-03-27",61.130001
"228","2017-03-28",61.16
"229","2017-03-29",61.810001
"230","2017-03-30",61.43
"231","2017-03-31",60.849998
"232","2017-04-03",57.98
"233","2017-04-04",57.560001
"234","2017-04-05",56.959999
"235","2017-04-06",57.959999
"236","2017-04-07",57.27
"237","2017-04-10",57.450001
"238","2017-04-11",59.259998
"239","2017-04-12",59.240002
"240","2017-04-13",59.450001
"241","2017-04-17",59.610001
"242","2017-04-18",59.400002
"243","2017-04-19",59.419998
"244","2017-04-20",60.110001
"245","2017-04-21",62
"246","2017-04-24",63.169998
"247","2017-04-25",64.099998
"248","2017-04-26",64.400002
"249","2017-04-27",64.839996
"250","2017-04-28",63.23
"251","2017-05-01",63.639999
"252","2017-05-02",62.630001
"253","2017-05-03",61.599998
"254","2017-05-04",58.59
"255","2017-05-05",58.59
"256","2017-05-08",58.130001
"257","2017-05-09",58.490002
"258","2017-05-10",60.389999
"259","2017-05-11",60.049999
"260","2017-05-12",59.130001
"261","2017-05-15",58.200001
"262","2017-05-16",58.459999
"263","2017-05-17",56.990002
"264","2017-05-18",56.759998
"265","2017-05-19",58
"266","2017-05-22",58.970001
"267","2017-05-23",59.099998
"268","2017-05-24",59.450001
"269","2017-05-25",59.16
"270","2017-05-26",59.509998
"271","2017-05-30",59.509998
"272","2017-05-31",59.07
"273","2017-06-01",58.57
"274","2017-06-02",59.259998
"275","2017-06-05",57.830002
"276","2017-06-06",57.77
"277","2017-06-07",57.619999
"278","2017-06-08",59.34
"279","2017-06-09",59.98
"280","2017-06-12",59.029999
