"","date","MGM"
"1","2007-01-03",57.57
"2","2007-01-04",57.099998
"3","2007-01-05",56.900002
"4","2007-01-08",59.799999
"5","2007-01-09",61.040001
"6","2007-01-10",63.610001
"7","2007-01-11",68.550003
"8","2007-01-12",67.75
"9","2007-01-16",69.129997
"10","2007-01-17",68.190002
"11","2007-01-18",67.900002
"12","2007-01-19",67.260002
"13","2007-01-22",67.860001
"14","2007-01-23",70.150002
"15","2007-01-24",72.099998
"16","2007-01-25",69.949997
"17","2007-01-26",70.269997
"18","2007-01-29",69.07
"19","2007-01-30",67.5
"20","2007-01-31",69.970001
"21","2007-02-01",72.480003
"22","2007-02-02",71.540001
"23","2007-02-05",72.589996
"24","2007-02-06",72.080002
"25","2007-02-07",73.360001
"26","2007-02-08",74.400002
"27","2007-02-09",71.300003
"28","2007-02-12",69.400002
"29","2007-02-13",70.239998
"30","2007-02-14",70.379997
"31","2007-02-15",70.779999
"32","2007-02-16",68.970001
"33","2007-02-20",70
"34","2007-02-21",69.75
"35","2007-02-22",72.260002
"36","2007-02-23",72.589996
"37","2007-02-26",72.620003
"38","2007-02-27",68.690002
"39","2007-02-28",71.059998
"40","2007-03-01",71.68
"41","2007-03-02",69.160004
"42","2007-03-05",65.129997
"43","2007-03-06",66.790001
"44","2007-03-07",65.220001
"45","2007-03-08",67.330002
"46","2007-03-09",67.370003
"47","2007-03-12",67.809998
"48","2007-03-13",67.150002
"49","2007-03-14",66.980003
"50","2007-03-15",67.599998
"51","2007-03-16",66.760002
"52","2007-03-19",67.800003
"53","2007-03-20",70.639999
"54","2007-03-21",71.25
"55","2007-03-22",72.150002
"56","2007-03-23",71.269997
"57","2007-03-26",71.599998
"58","2007-03-27",70.300003
"59","2007-03-28",69.300003
"60","2007-03-29",69.889999
"61","2007-03-30",69.519997
"62","2007-04-02",71.580002
"63","2007-04-03",72.580002
"64","2007-04-04",73.029999
"65","2007-04-05",72.07
"66","2007-04-09",72.57
"67","2007-04-10",71.769997
"68","2007-04-11",71.07
"69","2007-04-12",71.889999
"70","2007-04-13",72.540001
"71","2007-04-16",72.050003
"72","2007-04-17",72.040001
"73","2007-04-18",72.449997
"74","2007-04-19",71.32
"75","2007-04-20",71.160004
"76","2007-04-23",70.459999
"77","2007-04-24",69.809998
"78","2007-04-25",69.620003
"79","2007-04-26",70.529999
"80","2007-04-27",68.970001
"81","2007-04-30",67.25
"82","2007-05-01",66.82
"83","2007-05-02",68.32
"84","2007-05-03",65.379997
"85","2007-05-04",64.660004
"86","2007-05-07",63.709999
"87","2007-05-08",64.300003
"88","2007-05-09",64.529999
"89","2007-05-10",62.970001
"90","2007-05-11",63.110001
"91","2007-05-14",62.18
"92","2007-05-15",61.259998
"93","2007-05-16",62.369999
"94","2007-05-17",63.68
"95","2007-05-18",62.799999
"96","2007-05-21",62.950001
"97","2007-05-22",79.980003
"98","2007-05-23",78.400002
"99","2007-05-24",76.760002
"100","2007-05-25",76.760002
"101","2007-05-29",79.610001
"102","2007-05-30",79.220001
"103","2007-05-31",79.529999
"104","2007-06-01",79.120003
"105","2007-06-04",79.82
"106","2007-06-05",83.589996
"107","2007-06-06",82.300003
"108","2007-06-07",81.050003
"109","2007-06-08",82.470001
"110","2007-06-11",82.459999
"111","2007-06-12",81.809998
"112","2007-06-13",82.029999
"113","2007-06-14",82.220001
"114","2007-06-15",85.699997
"115","2007-06-18",86.699997
"116","2007-06-19",86.5
"117","2007-06-20",80.599998
"118","2007-06-21",81.300003
"119","2007-06-22",81.230003
"120","2007-06-25",82.400002
"121","2007-06-26",83.720001
"122","2007-06-27",83.199997
"123","2007-06-28",82.150002
"124","2007-06-29",82.480003
"125","2007-07-02",82.290001
"126","2007-07-03",82.889999
"127","2007-07-05",87.650002
"128","2007-07-06",88.32
"129","2007-07-09",87.949997
"130","2007-07-10",85.400002
"131","2007-07-11",84.480003
"132","2007-07-12",85.760002
"133","2007-07-13",85.489998
"134","2007-07-16",85.529999
"135","2007-07-17",85.339996
"136","2007-07-18",83.82
"137","2007-07-19",83.389999
"138","2007-07-20",81.440002
"139","2007-07-23",80.849998
"140","2007-07-24",78.419998
"141","2007-07-25",75.879997
"142","2007-07-26",71.93
"143","2007-07-27",71.400002
"144","2007-07-30",72.949997
"145","2007-07-31",73.110001
"146","2007-08-01",72.300003
"147","2007-08-02",74.889999
"148","2007-08-03",75.809998
"149","2007-08-06",74.5
"150","2007-08-07",77.800003
"151","2007-08-08",76.32
"152","2007-08-09",75.43
"153","2007-08-10",74.849998
"154","2007-08-13",73.949997
"155","2007-08-14",72.739998
"156","2007-08-15",71.169998
"157","2007-08-16",68.610001
"158","2007-08-17",70.089996
"159","2007-08-20",72.150002
"160","2007-08-21",74.32
"161","2007-08-22",80.940002
"162","2007-08-23",82.800003
"163","2007-08-24",83.480003
"164","2007-08-27",82.769997
"165","2007-08-28",82.400002
"166","2007-08-29",82.900002
"167","2007-08-30",83.099998
"168","2007-08-31",83.970001
"169","2007-09-04",84
"170","2007-09-05",83.190002
"171","2007-09-06",84.050003
"172","2007-09-07",82.900002
"173","2007-09-10",82.599998
"174","2007-09-11",83.919998
"175","2007-09-12",83.949997
"176","2007-09-13",83.449997
"177","2007-09-14",83.25
"178","2007-09-17",83.5
"179","2007-09-18",85.75
"180","2007-09-19",85.199997
"181","2007-09-20",85.410004
"182","2007-09-21",85.760002
"183","2007-09-24",85.360001
"184","2007-09-25",86.720001
"185","2007-09-26",90.330002
"186","2007-09-27",89.919998
"187","2007-09-28",89.440002
"188","2007-10-01",92.849998
"189","2007-10-02",94.900002
"190","2007-10-03",91.699997
"191","2007-10-04",92.349998
"192","2007-10-05",92.980003
"193","2007-10-08",98.290001
"194","2007-10-09",99.75
"195","2007-10-10",98.75
"196","2007-10-11",97.5
"197","2007-10-12",96.400002
"198","2007-10-15",94.239998
"199","2007-10-16",94.5
"200","2007-10-17",94.949997
"201","2007-10-18",94.699997
"202","2007-10-19",91.949997
"203","2007-10-22",91.919998
"204","2007-10-23",92.43
"205","2007-10-24",91.730003
"206","2007-10-25",91.709999
"207","2007-10-26",92.669998
"208","2007-10-29",92.919998
"209","2007-10-30",91.290001
"210","2007-10-31",91.610001
"211","2007-11-01",89.5
"212","2007-11-02",91.5
"213","2007-11-05",89.790001
"214","2007-11-06",92.099998
"215","2007-11-07",90.440002
"216","2007-11-08",89.620003
"217","2007-11-09",88.32
"218","2007-11-12",86.849998
"219","2007-11-13",88.599998
"220","2007-11-14",88
"221","2007-11-15",87.599998
"222","2007-11-16",88.620003
"223","2007-11-19",87.239998
"224","2007-11-20",87.529999
"225","2007-11-21",87.25
"226","2007-11-23",87.459999
"227","2007-11-26",85.959999
"228","2007-11-27",84.889999
"229","2007-11-28",86.620003
"230","2007-11-29",86
"231","2007-11-30",86.5
"232","2007-12-03",84.540001
"233","2007-12-04",85.519997
"234","2007-12-05",87.860001
"235","2007-12-06",90.919998
"236","2007-12-07",92.690002
"237","2007-12-10",92.290001
"238","2007-12-11",90.010002
"239","2007-12-12",90
"240","2007-12-13",89.800003
"241","2007-12-14",87.370003
"242","2007-12-17",83.489998
"243","2007-12-18",82.080002
"244","2007-12-19",84.25
"245","2007-12-20",83.470001
"246","2007-12-21",83
"247","2007-12-24",83.559998
"248","2007-12-26",85.650002
"249","2007-12-27",84.25
"250","2007-12-28",85.059998
"251","2007-12-31",84.019997
"252","2008-01-02",81.599998
"253","2008-01-03",78
"254","2008-01-04",73
"255","2008-01-07",71.949997
"256","2008-01-08",69.980003
"257","2008-01-09",73.790001
"258","2008-01-10",74.169998
"259","2008-01-11",72.940002
"260","2008-01-14",69.639999
"261","2008-01-15",66.470001
"262","2008-01-16",70.57
"263","2008-01-17",67.809998
"264","2008-01-18",67.989998
"265","2008-01-22",69.900002
"266","2008-01-23",70.989998
"267","2008-01-24",73.050003
"268","2008-01-25",70.800003
"269","2008-01-28",72.080002
"270","2008-01-29",73.25
"271","2008-01-30",71.040001
"272","2008-01-31",72.720001
"273","2008-02-01",73.849998
"274","2008-02-04",72.209999
"275","2008-02-05",70.419998
"276","2008-02-06",69.690002
"277","2008-02-07",71.809998
"278","2008-02-08",67.93
"279","2008-02-11",68
"280","2008-02-12",70.349998
"281","2008-02-13",70.449997
"282","2008-02-14",70.370003
"283","2008-02-15",66.139999
"284","2008-02-19",66.190002
"285","2008-02-20",64.589996
"286","2008-02-21",64.339996
"287","2008-02-22",64.400002
"288","2008-02-25",66.029999
"289","2008-02-26",67.339996
"290","2008-02-27",65.949997
"291","2008-02-28",62.150002
"292","2008-02-29",61.59
"293","2008-03-03",60.25
"294","2008-03-04",59.849998
"295","2008-03-05",62.52
"296","2008-03-06",61.360001
"297","2008-03-07",59.529999
"298","2008-03-10",59
"299","2008-03-11",61.07
"300","2008-03-12",63.5
"301","2008-03-13",63.849998
"302","2008-03-14",62.34
"303","2008-03-17",58.389999
"304","2008-03-18",60.23
"305","2008-03-19",58.470001
"306","2008-03-20",61.810001
"307","2008-03-24",63.200001
"308","2008-03-25",64.730003
"309","2008-03-26",63.330002
"310","2008-03-27",60.900002
"311","2008-03-28",58.740002
"312","2008-03-31",58.77
"313","2008-04-01",61.490002
"314","2008-04-02",61.990002
"315","2008-04-03",62.130001
"316","2008-04-04",61.200001
"317","2008-04-07",57.880001
"318","2008-04-08",57.799999
"319","2008-04-09",54.48
"320","2008-04-10",53
"321","2008-04-11",51.57
"322","2008-04-14",51.82
"323","2008-04-15",49.580002
"324","2008-04-16",49.389999
"325","2008-04-17",49.52
"326","2008-04-18",50.650002
"327","2008-04-21",49.060001
"328","2008-04-22",50.73
"329","2008-04-23",50.099998
"330","2008-04-24",51.080002
"331","2008-04-25",51.59
"332","2008-04-28",51.349998
"333","2008-04-29",50.759998
"334","2008-04-30",51.150002
"335","2008-05-01",49.119999
"336","2008-05-02",49.580002
"337","2008-05-05",48.619999
"338","2008-05-06",51.849998
"339","2008-05-07",49.139999
"340","2008-05-08",49.02
"341","2008-05-09",51.25
"342","2008-05-12",50.900002
"343","2008-05-13",50.450001
"344","2008-05-14",51.459999
"345","2008-05-15",53.169998
"346","2008-05-16",52.029999
"347","2008-05-19",51.98
"348","2008-05-20",50.900002
"349","2008-05-21",49.25
"350","2008-05-22",48.52
"351","2008-05-23",47.169998
"352","2008-05-27",47.150002
"353","2008-05-28",47.66
"354","2008-05-29",49
"355","2008-05-30",49.209999
"356","2008-06-02",47.91
"357","2008-06-03",47.049999
"358","2008-06-04",47.439999
"359","2008-06-05",47.830002
"360","2008-06-06",45.919998
"361","2008-06-09",45.07
"362","2008-06-10",44.689999
"363","2008-06-11",42.32
"364","2008-06-12",41.41
"365","2008-06-13",42.119999
"366","2008-06-16",43.02
"367","2008-06-17",42.630001
"368","2008-06-18",41.119999
"369","2008-06-19",41.25
"370","2008-06-20",38.799999
"371","2008-06-23",37.470001
"372","2008-06-24",38.310001
"373","2008-06-25",38.900002
"374","2008-06-26",36.599998
"375","2008-06-27",34.580002
"376","2008-06-30",33.889999
"377","2008-07-01",32.619999
"378","2008-07-02",31.290001
"379","2008-07-03",28.6
"380","2008-07-07",30.76
"381","2008-07-08",31.43
"382","2008-07-09",29.58
"383","2008-07-10",23.139999
"384","2008-07-11",24.549999
"385","2008-07-14",23.68
"386","2008-07-15",23.67
"387","2008-07-16",25.35
"388","2008-07-17",26.1
"389","2008-07-18",26
"390","2008-07-21",27.5
"391","2008-07-22",30.75
"392","2008-07-23",32.099998
"393","2008-07-24",28.84
"394","2008-07-25",28.040001
"395","2008-07-28",27.719999
"396","2008-07-29",29.82
"397","2008-07-30",29.27
"398","2008-07-31",29.02
"399","2008-08-01",29.780001
"400","2008-08-04",31
"401","2008-08-05",35.849998
"402","2008-08-06",35
"403","2008-08-07",32.599998
"404","2008-08-08",33.439999
"405","2008-08-11",36.52
"406","2008-08-12",34
"407","2008-08-13",32.049999
"408","2008-08-14",34.439999
"409","2008-08-15",34.040001
"410","2008-08-18",31.299999
"411","2008-08-19",28.360001
"412","2008-08-20",28.200001
"413","2008-08-21",27.73
"414","2008-08-22",33.25
"415","2008-08-25",30.23
"416","2008-08-26",30.059999
"417","2008-08-27",31.24
"418","2008-08-28",33.48
"419","2008-08-29",35.189999
"420","2008-09-02",34.48
"421","2008-09-03",34.5
"422","2008-09-04",32.439999
"423","2008-09-05",32.619999
"424","2008-09-08",33.59
"425","2008-09-09",32.580002
"426","2008-09-10",32.450001
"427","2008-09-11",32.150002
"428","2008-09-12",31.719999
"429","2008-09-15",29.83
"430","2008-09-16",29
"431","2008-09-17",26.969999
"432","2008-09-18",32.5
"433","2008-09-19",34.98
"434","2008-09-22",30.299999
"435","2008-09-23",29.75
"436","2008-09-24",30
"437","2008-09-25",29.93
"438","2008-09-26",30.01
"439","2008-09-29",25.99
"440","2008-09-30",28.5
"441","2008-10-01",26.790001
"442","2008-10-02",23.559999
"443","2008-10-03",21
"444","2008-10-06",19
"445","2008-10-07",17
"446","2008-10-08",17.75
"447","2008-10-09",16.26
"448","2008-10-10",16.799999
"449","2008-10-13",18.9
"450","2008-10-14",17.4
"451","2008-10-15",14.98
"452","2008-10-16",14.4
"453","2008-10-17",15
"454","2008-10-20",13.83
"455","2008-10-21",14.41
"456","2008-10-22",12.44
"457","2008-10-23",10.85
"458","2008-10-24",11.2
"459","2008-10-27",10.05
"460","2008-10-28",10.33
"461","2008-10-29",13.75
"462","2008-10-30",15.37
"463","2008-10-31",16.459999
"464","2008-11-03",15.44
"465","2008-11-04",14.81
"466","2008-11-05",15.99
"467","2008-11-06",13.31
"468","2008-11-07",12.32
"469","2008-11-10",12.66
"470","2008-11-11",11.36
"471","2008-11-12",10
"472","2008-11-13",10.77
"473","2008-11-14",10.45
"474","2008-11-17",10.58
"475","2008-11-18",10.65
"476","2008-11-19",10.2
"477","2008-11-20",8.79
"478","2008-11-21",9.36
"479","2008-11-24",11.08
"480","2008-11-25",11.44
"481","2008-11-26",11.79
"482","2008-11-28",11.98
"483","2008-12-01",10.59
"484","2008-12-02",11
"485","2008-12-03",11.03
"486","2008-12-04",10.18
"487","2008-12-05",10.68
"488","2008-12-08",11.3
"489","2008-12-09",11.08
"490","2008-12-10",11.05
"491","2008-12-11",10.33
"492","2008-12-12",10.69
"493","2008-12-15",11.5
"494","2008-12-16",13.48
"495","2008-12-17",13.85
"496","2008-12-18",13.54
"497","2008-12-19",13.5
"498","2008-12-22",12.86
"499","2008-12-23",12.75
"500","2008-12-24",12.85
"501","2008-12-26",13
"502","2008-12-29",12.74
"503","2008-12-30",12.76
"504","2008-12-31",13.76
"505","2009-01-02",15.44
"506","2009-01-05",16.1
"507","2009-01-06",15.96
"508","2009-01-07",14.52
"509","2009-01-08",14.3
"510","2009-01-09",13.39
"511","2009-01-12",12.4
"512","2009-01-13",12.79
"513","2009-01-14",10.53
"514","2009-01-15",9.9
"515","2009-01-16",9.93
