"","date","MUX"
"234","2007-12-05",3.01
"235","2007-12-06",3.35
"236","2007-12-07",3.21
"237","2007-12-10",3.32
"238","2007-12-11",3.25
"239","2007-12-12",3.2
"240","2007-12-13",3.26
"241","2007-12-14",3.02
"242","2007-12-17",2.91
"243","2007-12-18",3.04
"244","2007-12-19",2.98
"245","2007-12-20",3.19
"246","2007-12-21",3.29
"247","2007-12-24",3.33
"248","2007-12-26",3.38
"249","2007-12-27",3.47
"250","2007-12-28",3.32
"251","2007-12-31",2.96
"252","2008-01-02",3.27
"253","2008-01-03",3.51
"254","2008-01-04",3.33
"255","2008-01-07",3.21
"256","2008-01-08",3.27
"257","2008-01-09",3.31
"258","2008-01-10",3.34
"259","2008-01-11",3.33
"260","2008-01-14",3.44
"261","2008-01-15",3.24
"262","2008-01-16",3.24
"263","2008-01-17",3.3
"264","2008-01-18",3.33
"265","2008-01-22",3.28
"266","2008-01-23",3.36
"267","2008-01-24",3.3
"268","2008-01-25",3.25
"269","2008-01-28",3.91
"270","2008-01-29",3.82
"271","2008-01-30",3.86
"272","2008-01-31",3.82
"273","2008-02-01",3.67
"274","2008-02-04",3.64
"275","2008-02-05",3.47
"276","2008-02-06",3.48
"277","2008-02-07",3.49
"278","2008-02-08",3.45
"279","2008-02-11",3.48
"280","2008-02-12",3.39
"281","2008-02-13",3.5
"282","2008-02-14",3.35
"283","2008-02-15",3.26
"284","2008-02-19",3.39
"285","2008-02-20",3.45
"286","2008-02-21",3.37
"287","2008-02-22",3.36
"288","2008-02-25",3.39
"289","2008-02-26",3.53
"290","2008-02-27",3.58
"291","2008-02-28",3.6
"292","2008-02-29",3.51
"293","2008-03-03",3.57
"294","2008-03-04",3.39
"295","2008-03-05",3.41
"296","2008-03-06",3.3
"297","2008-03-07",3.23
"298","2008-03-10",3.28
"299","2008-03-11",3.29
"300","2008-03-12",3.27
"301","2008-03-13",3.39
"302","2008-03-14",3.1
"303","2008-03-17",3.03
"304","2008-03-18",2.87
"305","2008-03-19",2.51
"306","2008-03-20",2.43
"307","2008-03-24",2.47
"308","2008-03-25",2.66
"309","2008-03-26",2.65
"310","2008-03-27",2.54
"311","2008-03-28",2.54
"312","2008-03-31",2.54
"313","2008-04-01",2.4
"314","2008-04-02",2.49
"315","2008-04-03",2.47
"316","2008-04-04",2.61
"317","2008-04-07",2.53
"318","2008-04-08",2.5
"319","2008-04-09",2.51
"320","2008-04-10",2.5
"321","2008-04-11",2.42
"322","2008-04-14",2.48
"323","2008-04-15",2.51
"324","2008-04-16",2.6
"325","2008-04-17",2.51
"326","2008-04-18",2.49
"327","2008-04-21",2.56
"328","2008-04-22",2.5
"329","2008-04-23",2.42
"330","2008-04-24",2.37
"331","2008-04-25",2.32
"332","2008-04-28",2.18
"333","2008-04-29",2.01
"334","2008-04-30",2.05
"335","2008-05-01",1.96
"336","2008-05-02",1.98
"337","2008-05-05",2
"338","2008-05-06",2.26
"339","2008-05-07",2.02
"340","2008-05-08",2.11
"341","2008-05-09",2.17
"342","2008-05-12",2.13
"343","2008-05-13",2.14
"344","2008-05-14",2.06
"345","2008-05-15",2.08
"346","2008-05-16",2.09
"347","2008-05-19",2.15
"348","2008-05-20",2.34
"349","2008-05-21",2.49
"350","2008-05-22",2.47
"351","2008-05-23",2.38
"352","2008-05-27",2.22
"353","2008-05-28",2.26
"354","2008-05-29",2.17
"355","2008-05-30",2.16
"356","2008-06-02",2.09
"357","2008-06-03",2.04
"358","2008-06-04",2.03
"359","2008-06-05",2.11
"360","2008-06-06",2.07
"361","2008-06-09",2.01
"362","2008-06-10",1.98
"363","2008-06-11",1.92
"364","2008-06-12",1.93
"365","2008-06-13",1.9
"366","2008-06-16",1.93
"367","2008-06-17",2.04
"368","2008-06-18",2.07
"369","2008-06-19",1.95
"370","2008-06-20",1.94
"371","2008-06-23",1.94
"372","2008-06-24",1.9
"373","2008-06-25",1.93
"374","2008-06-26",2.11
"375","2008-06-27",2.27
"376","2008-06-30",2.32
"377","2008-07-01",2.33
"378","2008-07-02",2.09
"379","2008-07-03",2.18
"380","2008-07-07",2.06
"381","2008-07-08",2.02
"382","2008-07-09",2
"383","2008-07-10",2.07
"384","2008-07-11",2
"385","2008-07-14",1.97
"386","2008-07-15",1.93
"387","2008-07-16",1.85
"388","2008-07-17",1.93
"389","2008-07-18",1.79
"390","2008-07-21",1.74
"391","2008-07-22",1.8
"392","2008-07-23",1.61
"393","2008-07-24",1.59
"394","2008-07-25",1.5
"395","2008-07-28",1.51
"396","2008-07-29",1.45
"397","2008-07-30",1.45
"398","2008-07-31",1.41
"399","2008-08-01",1.32
"400","2008-08-04",1.28
"401","2008-08-05",1.28
"402","2008-08-06",1.35
"403","2008-08-07",1.33
"404","2008-08-08",1.2
"405","2008-08-11",1.12
"406","2008-08-12",1.11
"407","2008-08-13",1.04
"408","2008-08-14",1.12
"409","2008-08-15",1.08
"410","2008-08-18",1.1
"411","2008-08-19",1.18
"412","2008-08-20",1.23
"413","2008-08-21",1.25
"414","2008-08-22",1.25
"415","2008-08-25",1.28
"416","2008-08-26",1.31
"417","2008-08-27",1.19
"418","2008-08-28",1.31
"419","2008-08-29",1.26
"420","2008-09-02",1.27
"421","2008-09-03",1.28
"422","2008-09-04",1.21
"423","2008-09-05",1.23
"424","2008-09-08",1.06
"425","2008-09-09",1.02
"426","2008-09-10",1
"427","2008-09-11",0.98
"428","2008-09-12",0.98
"429","2008-09-15",0.93
"430","2008-09-16",0.93
"431","2008-09-17",1.08
"432","2008-09-18",1.15
"433","2008-09-19",1.6
"434","2008-09-22",1.37
"435","2008-09-23",1.31
"436","2008-09-24",1.21
"437","2008-09-25",1.25
"438","2008-09-26",1.29
"439","2008-09-29",1.42
"440","2008-09-30",1.32
"441","2008-10-01",1.22
"442","2008-10-02",1
"443","2008-10-03",1
"444","2008-10-06",0.91
"445","2008-10-07",0.85
"446","2008-10-08",0.87
"447","2008-10-09",0.85
"448","2008-10-10",0.75
"449","2008-10-13",0.79
"450","2008-10-14",0.87
"451","2008-10-15",0.665
"452","2008-10-16",0.64
"453","2008-10-17",0.64
"454","2008-10-20",0.64
"455","2008-10-21",0.63
"456","2008-10-22",0.52
"457","2008-10-23",0.44
"458","2008-10-24",0.5
"459","2008-10-27",0.5
"460","2008-10-28",0.5
"461","2008-10-29",0.58
"462","2008-10-30",0.69
"463","2008-10-31",0.7
"464","2008-11-03",0.73
"465","2008-11-04",0.82
"466","2008-11-05",0.8
"467","2008-11-06",1
"468","2008-11-07",0.89
"469","2008-11-10",0.91
"470","2008-11-11",0.92
"471","2008-11-12",0.81
"472","2008-11-13",0.85
"473","2008-11-14",0.843
"474","2008-11-17",0.83
"475","2008-11-18",0.77
"476","2008-11-19",0.8
"477","2008-11-20",0.8
"478","2008-11-21",0.82
"479","2008-11-24",0.89
"480","2008-11-25",0.88
"481","2008-11-26",0.95
"482","2008-11-28",0.95
"483","2008-12-01",0.92
"484","2008-12-02",0.87
"485","2008-12-03",0.83
"486","2008-12-04",0.78
"487","2008-12-05",0.76
"488","2008-12-08",0.79
"489","2008-12-09",0.77
"490","2008-12-10",0.79
"491","2008-12-11",0.81
"492","2008-12-12",0.77
"493","2008-12-15",0.79
"494","2008-12-16",0.86
"495","2008-12-17",1.02
"496","2008-12-18",0.92
"497","2008-12-19",0.85
"498","2008-12-22",0.89
"499","2008-12-23",0.851
"500","2008-12-24",0.87
"501","2008-12-26",0.91
"502","2008-12-29",0.95
"503","2008-12-30",0.97
"504","2008-12-31",0.91
"505","2009-01-02",0.92
"506","2009-01-05",0.92
"507","2009-01-06",0.969
"508","2009-01-07",0.91
"509","2009-01-08",0.95
"510","2009-01-09",1.03
"511","2009-01-12",0.99
"512","2009-01-13",0.97
"513","2009-01-14",0.93
"514","2009-01-15",0.98
"515","2009-01-16",1.13
"516","2009-01-20",1.13
"517","2009-01-21",1.07
"518","2009-01-22",1.14
"519","2009-01-23",1.25
"520","2009-01-26",1.46
"521","2009-01-27",1.51
"522","2009-01-28",1.551
"523","2009-01-29",1.84
"524","2009-01-30",1.98
"525","2009-02-02",1.78
"526","2009-02-03",1.79
"527","2009-02-04",1.84
"528","2009-02-05",1.878
"529","2009-02-06",1.89
"530","2009-02-09",1.8
"531","2009-02-10",1.82
"532","2009-02-11",2.01
"533","2009-02-12",1.95
"534","2009-02-13",2.16
"535","2009-02-17",2.46
"536","2009-02-18",2.72
"537","2009-02-19",2.38
"538","2009-02-20",2.4
"539","2009-02-23",2.3
"540","2009-02-24",1.89
"541","2009-02-25",1.99
"542","2009-02-26",2.06
"543","2009-02-27",2.13
"544","2009-03-02",2.01
"545","2009-03-03",1.96
"546","2009-03-04",1.9
"547","2009-03-05",2.05
"548","2009-03-06",2.03
"549","2009-03-09",1.91
"550","2009-03-10",1.73
"551","2009-03-11",1.89
"552","2009-03-12",1.97
"553","2009-03-13",1.87
"554","2009-03-16",1.76
"555","2009-03-17",1.74
"556","2009-03-18",2
"557","2009-03-19",2.3
"558","2009-03-20",2.34
"559","2009-03-23",2.25
"560","2009-03-24",2.14
"561","2009-03-25",2.27
"562","2009-03-26",2.35
"563","2009-03-27",2.28
"564","2009-03-30",2.08
"565","2009-03-31",2.04
"566","2009-04-01",2.261
"567","2009-04-02",2.14
"568","2009-04-03",2.01
"569","2009-04-06",1.99
"570","2009-04-07",2
"571","2009-04-08",2.01
"572","2009-04-09",2.09
"573","2009-04-13",2.1
"574","2009-04-14",2.03
"575","2009-04-15",2.1
"576","2009-04-16",2.05
"577","2009-04-17",1.95
"578","2009-04-20",1.96
"579","2009-04-21",1.93
"580","2009-04-22",1.98
"581","2009-04-23",2.01
"582","2009-04-24",2.15
"583","2009-04-27",2.11
"584","2009-04-28",2.09
"585","2009-04-29",2.02
"586","2009-04-30",1.99
"587","2009-05-01",2
"588","2009-05-04",2.06
"589","2009-05-05",2.08
"590","2009-05-06",2.09
"591","2009-05-07",2.24
"592","2009-05-08",2.19
"593","2009-05-11",2.09
"594","2009-05-12",2.17
"595","2009-05-13",1.94
"596","2009-05-14",2
"597","2009-05-15",1.98
"598","2009-05-18",1.99
"599","2009-05-19",2
"600","2009-05-20",2.2
"601","2009-05-21",2.17
"602","2009-05-22",2.12
"603","2009-05-26",2.1
"604","2009-05-27",2.06
"605","2009-05-28",2.2
"606","2009-05-29",2.26
"607","2009-06-01",2.42
"608","2009-06-02",2.68
"609","2009-06-03",2.48
"610","2009-06-04",2.65
"611","2009-06-05",2.44
"612","2009-06-08",2.46
"613","2009-06-09",2.48
"614","2009-06-10",2.51
"615","2009-06-11",2.67
"616","2009-06-12",2.59
"617","2009-06-15",2.36
"618","2009-06-16",2.34
"619","2009-06-17",2.32
"620","2009-06-18",2.19
"621","2009-06-19",2.39
"622","2009-06-22",2.16
"623","2009-06-23",2.14
"624","2009-06-24",2.26
"625","2009-06-25",2.37
"626","2009-06-26",2.62
"627","2009-06-29",2.47
"628","2009-06-30",2.64
"629","2009-07-01",2.77
"630","2009-07-02",2.62
"631","2009-07-06",2.64
"632","2009-07-07",2.74
"633","2009-07-08",2.49
"634","2009-07-09",2.47
"635","2009-07-10",2.49
"636","2009-07-13",2.6
"637","2009-07-14",2.64
"638","2009-07-15",2.72
"639","2009-07-16",2.73
"640","2009-07-17",2.74
"641","2009-07-20",3.04
"642","2009-07-21",3.01
"643","2009-07-22",3.08
"644","2009-07-23",3.1
"645","2009-07-24",3
"646","2009-07-27",2.97
"647","2009-07-28",2.89
"648","2009-07-29",2.82
"649","2009-07-30",2.82
"650","2009-07-31",2.96
"651","2009-08-03",3.04
"652","2009-08-04",3.06
"653","2009-08-05",3.15
"654","2009-08-06",3.01
"655","2009-08-07",2.93
"656","2009-08-10",2.95
"657","2009-08-11",2.85
"658","2009-08-12",2.94
"659","2009-08-13",2.99
"660","2009-08-14",2.89
"661","2009-08-17",2.69
"662","2009-08-18",2.78
"663","2009-08-19",2.89
"664","2009-08-20",2.86
"665","2009-08-21",2.92
"666","2009-08-24",2.8
"667","2009-08-25",2.85
"668","2009-08-26",2.85
"669","2009-08-27",2.98
"670","2009-08-28",2.9
"671","2009-08-31",2.79
"672","2009-09-01",2.64
"673","2009-09-02",2.95
"674","2009-09-03",3.07
"675","2009-09-04",3.29
"676","2009-09-08",3.27
"677","2009-09-09",3.18
"678","2009-09-10",3.25
"679","2009-09-11",3.26
"680","2009-09-14",3.28
"681","2009-09-15",3.37
"682","2009-09-16",3.34
"683","2009-09-17",3.2
"684","2009-09-18",3.23
"685","2009-09-21",3.04
"686","2009-09-22",3.09
"687","2009-09-23",2.91
"688","2009-09-24",2.82
"689","2009-09-25",2.79
"690","2009-09-28",2.76
"691","2009-09-29",2.84
"692","2009-09-30",2.89
"693","2009-10-01",2.75
"694","2009-10-02",2.66
"695","2009-10-05",2.73
"696","2009-10-06",2.89
"697","2009-10-07",2.95
"698","2009-10-08",3.02
"699","2009-10-09",3.17
"700","2009-10-12",3.14
"701","2009-10-13",3.47
"702","2009-10-14",3.44
"703","2009-10-15",3.32
"704","2009-10-16",3.27
"705","2009-10-19",3.37
"706","2009-10-20",3.09
"707","2009-10-21",3.05
"708","2009-10-22",3
"709","2009-10-23",2.9
"710","2009-10-26",2.69
"711","2009-10-27",2.71
"712","2009-10-28",2.56
"713","2009-10-29",2.82
"714","2009-10-30",2.7
"715","2009-11-02",2.67
"716","2009-11-03",2.97
"717","2009-11-04",2.88
"718","2009-11-05",2.97
"719","2009-11-06",2.93
"720","2009-11-09",2.85
"721","2009-11-10",2.77
"722","2009-11-11",2.78
"723","2009-11-12",2.71
"724","2009-11-13",2.78
"725","2009-11-16",2.92
"726","2009-11-17",2.93
"727","2009-11-18",2.97
"728","2009-11-19",2.9
"729","2009-11-20",2.89
"730","2009-11-23",2.89
"731","2009-11-24",2.87
"732","2009-11-25",2.98
"733","2009-11-27",2.81
"734","2009-11-30",2.84
"735","2009-12-01",2.9
"736","2009-12-02",3.09
"737","2009-12-03",2.95
"738","2009-12-04",2.81
"739","2009-12-07",2.7
"740","2009-12-08",2.63
"741","2009-12-09",2.75
"742","2009-12-10",2.66
"743","2009-12-11",2.58
"744","2009-12-14",2.51
"745","2009-12-15",2.44
"746","2009-12-16",2.46
"747","2009-12-17",2.25
"748","2009-12-18",2.31
"749","2009-12-21",2.26
"750","2009-12-22",2.3
"751","2009-12-23",2.56
"752","2009-12-24",2.57
"753","2009-12-28",2.49
"754","2009-12-29",2.41
"755","2009-12-30",2.41
"756","2009-12-31",2.48
"757","2010-01-04",2.59
"758","2010-01-05",2.55
"759","2010-01-06",2.57
"760","2010-01-07",2.55
"761","2010-01-08",2.63
"762","2010-01-11",2.66
"763","2010-01-12",2.57
"764","2010-01-13",2.59
"765","2010-01-14",2.63
"766","2010-01-15",2.55
"767","2010-01-19",2.59
"768","2010-01-20",2.48
"769","2010-01-21",2.35
"770","2010-01-22",2.37
"771","2010-01-25",2.37
"772","2010-01-26",2.33
"773","2010-01-27",2.3
"774","2010-01-28",2.32
"775","2010-01-29",2.23
"776","2010-02-01",2.41
"777","2010-02-02",2.35
"778","2010-02-03",2.28
"779","2010-02-04",2.13
"780","2010-02-05",2.21
"781","2010-02-08",2.17
"782","2010-02-09",2.27
"783","2010-02-10",2.29
"784","2010-02-11",2.45
"785","2010-02-12",2.48
"786","2010-02-16",2.57
"787","2010-02-17",2.51
"788","2010-02-18",2.62
"789","2010-02-19",2.66
"790","2010-02-22",2.66
"791","2010-02-23",2.61
"792","2010-02-24",2.58
"793","2010-02-25",2.73
"794","2010-02-26",2.69
"795","2010-03-01",2.76
"796","2010-03-02",2.81
"797","2010-03-03",2.81
"798","2010-03-04",2.75
"799","2010-03-05",2.76
"800","2010-03-08",2.89
"801","2010-03-09",2.94
"802","2010-03-10",2.86
"803","2010-03-11",2.91
"804","2010-03-12",2.88
"805","2010-03-15",2.86
"806","2010-03-16",2.89
"807","2010-03-17",2.88
"808","2010-03-18",2.83
"809","2010-03-19",2.73
"810","2010-03-22",2.78
"811","2010-03-23",2.76
"812","2010-03-24",2.72
"813","2010-03-25",2.59
"814","2010-03-26",2.67
"815","2010-03-29",2.74
"816","2010-03-30",2.72
"817","2010-03-31",2.7
"818","2010-04-01",2.83
"819","2010-04-05",2.9
"820","2010-04-06",2.96
"821","2010-04-07",3.12
"822","2010-04-08",3.12
"823","2010-04-09",3.14
"824","2010-04-12",3.08
"825","2010-04-13",3.11
"826","2010-04-14",3.25
"827","2010-04-15",3.21
"828","2010-04-16",3.08
"829","2010-04-19",3.02
"830","2010-04-20",3.07
"831","2010-04-21",3.11
"832","2010-04-22",3.12
"833","2010-04-23",3.2
"834","2010-04-26",3.19
"835","2010-04-27",3.18
"836","2010-04-28",3.28
"837","2010-04-29",3.37
"838","2010-04-30",3.41
"839","2010-05-03",3.63
"840","2010-05-04",3.47
"841","2010-05-05",3.53
"842","2010-05-06",3.51
"843","2010-05-07",3.27
"844","2010-05-10",3.65
"845","2010-05-11",3.97
"846","2010-05-12",4.17
"847","2010-05-13",3.97
"848","2010-05-14",4.12
"849","2010-05-17",4.05
"850","2010-05-18",3.98
"851","2010-05-19",3.74
"852","2010-05-20",3.54
"853","2010-05-21",3.5
"854","2010-05-24",3.62
"855","2010-05-25",3.87
"856","2010-05-26",3.96
"857","2010-05-27",3.98
"858","2010-05-28",3.95
"859","2010-06-01",3.86
"860","2010-06-02",4.03
"861","2010-06-03",3.99
"862","2010-06-04",3.76
"863","2010-06-07",3.91
"864","2010-06-08",4.03
"865","2010-06-09",3.87
"866","2010-06-10",4.01
"867","2010-06-11",4.21
"868","2010-06-14",4.25
"869","2010-06-15",4.47
"870","2010-06-16",4.41
"871","2010-06-17",4.69
"872","2010-06-18",4.82
"873","2010-06-21",4.53
"874","2010-06-22",4.67
"875","2010-06-23",4.85
"876","2010-06-24",5.09
"877","2010-06-25",5.28
"878","2010-06-28",5.19
"879","2010-06-29",4.96
"880","2010-06-30",5.01
"881","2010-07-01",4.8
"882","2010-07-02",4.63
"883","2010-07-06",4.48
"884","2010-07-07",4.76
"885","2010-07-08",4.79
"886","2010-07-09",4.9
"887","2010-07-12",4.65
"888","2010-07-13",4.77
"889","2010-07-14",4.74
"890","2010-07-15",4.79
"891","2010-07-16",4.55
"892","2010-07-19",4.35
"893","2010-07-20",4.59
"894","2010-07-21",4.45
"895","2010-07-22",4.66
"896","2010-07-23",4.8
"897","2010-07-26",4.76
"898","2010-07-27",4.59
"899","2010-07-28",4.6
"900","2010-07-29",4.73
"901","2010-07-30",4.95
"902","2010-08-02",4.88
"903","2010-08-03",5.04
"904","2010-08-04",5.09
"905","2010-08-05",4.99
"906","2010-08-06",4.93
"907","2010-08-09",4.9
"908","2010-08-10",4.87
"909","2010-08-11",4.66
"910","2010-08-12",4.78
"911","2010-08-13",4.66
"912","2010-08-16",4.82
"913","2010-08-17",4.96
"914","2010-08-18",5.12
"915","2010-08-19",4.99
"916","2010-08-20",4.91
"917","2010-08-23",4.83
"918","2010-08-24",4.75
"919","2010-08-25",4.86
"920","2010-08-26",4.86
"921","2010-08-27",5.1
"922","2010-08-30",4.94
"923","2010-08-31",5.17
"924","2010-09-01",5.27
"925","2010-09-02",5.2
"926","2010-09-03",5.08
"927","2010-09-07",5.17
"928","2010-09-08",5
"929","2010-09-09",4.89
"930","2010-09-10",5.09
"931","2010-09-13",5.08
"932","2010-09-14",5.26
"933","2010-09-15",5.17
"934","2010-09-16",5.39
"935","2010-09-17",5.25
"936","2010-09-20",5.39
"937","2010-09-21",5.27
"938","2010-09-22",5.19
"939","2010-09-23",4.98
"940","2010-09-24",4.99
"941","2010-09-27",4.94
"942","2010-09-28",5.1
"943","2010-09-29",5.13
"944","2010-09-30",4.97
"945","2010-10-01",4.98
"946","2010-10-04",4.93
"947","2010-10-05",5.17
"948","2010-10-06",5.22
"949","2010-10-07",5.05
"950","2010-10-08",5.12
"951","2010-10-11",5.2
"952","2010-10-12",5.18
"953","2010-10-13",5.35
"954","2010-10-14",5.36
"955","2010-10-15",5.45
"956","2010-10-18",5.35
"957","2010-10-19",4.95
"958","2010-10-20",5.01
"959","2010-10-21",4.8
"960","2010-10-22",4.93
"961","2010-10-25",5.02
"962","2010-10-26",5.05
"963","2010-10-27",5.03
"964","2010-10-28",5.22
"965","2010-10-29",5.23
"966","2010-11-01",5.26
"967","2010-11-02",5.35
"968","2010-11-03",5.26
"969","2010-11-04",5.77
"970","2010-11-05",5.99
"971","2010-11-08",6.32
"972","2010-11-09",5.65
"973","2010-11-10",5.85
"974","2010-11-11",5.96
"975","2010-11-12",5.62
"976","2010-11-15",5.59
"977","2010-11-16",5.35
"978","2010-11-17",5.43
"979","2010-11-18",5.6
"980","2010-11-19",5.62
"981","2010-11-22",5.69
"982","2010-11-23",5.73
"983","2010-11-24",5.83
"984","2010-11-26",5.66
"985","2010-11-29",5.99
"986","2010-11-30",6.56
"987","2010-12-01",6.96
"988","2010-12-02",6.82
"989","2010-12-03",7.16
"990","2010-12-06",7.54
"991","2010-12-07",7.33
"992","2010-12-08",7.22
"993","2010-12-09",7.56
"994","2010-12-10",7.51
"995","2010-12-13",7.42
"996","2010-12-14",7.3
"997","2010-12-15",7.18
"998","2010-12-16",7.15
"999","2010-12-17",7.27
"1000","2010-12-20",7.37
"1001","2010-12-21",7.58
