"","date","CNCE"
"294","2015-04-15",14.81
"295","2015-04-16",15.15
"296","2015-04-17",15
"297","2015-04-20",14.82
"298","2015-04-21",14.57
"299","2015-04-22",14.83
"300","2015-04-23",14.94
"301","2015-04-24",14.68
"302","2015-04-27",14.32
"303","2015-04-28",14.51
"304","2015-04-29",14.52
"305","2015-04-30",14.51
"306","2015-05-01",14.83
"307","2015-05-04",14.9
"308","2015-05-05",14.54
"309","2015-05-06",14.76
"310","2015-05-07",14.76
"311","2015-05-08",13.79
"312","2015-05-11",14.01
"313","2015-05-12",14.33
"314","2015-05-13",14.1
"315","2015-05-14",14.18
"316","2015-05-15",14.13
"317","2015-05-18",14.2
"318","2015-05-19",13.93
"319","2015-05-20",14.2
"320","2015-05-21",14.29
"321","2015-05-22",14.3
"322","2015-05-26",14.3
"323","2015-05-27",16.01
"324","2015-05-28",15.77
"325","2015-05-29",15.99
"326","2015-06-01",16.25
"327","2015-06-02",16.91
"328","2015-06-03",17.639999
"329","2015-06-04",16.6
"330","2015-06-05",16.860001
"331","2015-06-08",16.309999
"332","2015-06-09",15.98
"333","2015-06-10",16.16
"334","2015-06-11",16.42
"335","2015-06-12",16.120001
"336","2015-06-15",17.290001
"337","2015-06-16",16.110001
"338","2015-06-17",16.08
"339","2015-06-18",15.78
"340","2015-06-19",16.09
"341","2015-06-22",16.07
"342","2015-06-23",15.52
"343","2015-06-24",16.23
"344","2015-06-25",16.219999
"345","2015-06-26",15.35
"346","2015-06-29",14.28
"347","2015-06-30",14.89
"348","2015-07-01",14.98
"349","2015-07-02",14.87
"350","2015-07-06",15.52
"351","2015-07-07",15.57
"352","2015-07-08",15.09
"353","2015-07-09",15.44
"354","2015-07-10",15.71
"355","2015-07-13",16.43
"356","2015-07-14",17.450001
"357","2015-07-15",17.08
"358","2015-07-16",17.42
"359","2015-07-17",17.59
"360","2015-07-20",17.110001
"361","2015-07-21",17.23
"362","2015-07-22",17.110001
"363","2015-07-23",16.91
"364","2015-07-24",16.379999
"365","2015-07-27",16.33
"366","2015-07-28",17.049999
"367","2015-07-29",16.43
"368","2015-07-30",16.33
"369","2015-07-31",16.389999
"370","2015-08-03",16.459999
"371","2015-08-04",16.4
"372","2015-08-05",17.25
"373","2015-08-06",17
"374","2015-08-07",16.83
"375","2015-08-10",16.889999
"376","2015-08-11",17.049999
"377","2015-08-12",17.24
"378","2015-08-13",16.889999
"379","2015-08-14",16.51
"380","2015-08-17",17.23
"381","2015-08-18",16.27
"382","2015-08-19",16.18
"383","2015-08-20",15.12
"384","2015-08-21",15.39
"385","2015-08-24",14.85
"386","2015-08-25",14.99
"387","2015-08-26",15.74
"388","2015-08-27",15.59
"389","2015-08-28",15.95
"390","2015-08-31",15.58
"391","2015-09-01",15.73
"392","2015-09-02",16.459999
"393","2015-09-03",15.66
"394","2015-09-04",15.89
"395","2015-09-08",16.59
"396","2015-09-09",17.959999
"397","2015-09-10",18.59
"398","2015-09-11",19.27
"399","2015-09-14",19.299999
"400","2015-09-15",19.33
"401","2015-09-16",18.48
"402","2015-09-17",19.16
"403","2015-09-18",20.02
"404","2015-09-21",18.75
"405","2015-09-22",18.24
"406","2015-09-23",22.459999
"407","2015-09-24",20.93
"408","2015-09-25",19.059999
"409","2015-09-28",17.42
"410","2015-09-29",17.809999
"411","2015-09-30",18.77
"412","2015-10-01",19.34
"413","2015-10-02",20.549999
"414","2015-10-05",19.99
"415","2015-10-06",19.110001
"416","2015-10-07",20.110001
"417","2015-10-08",20.25
"418","2015-10-09",20.870001
"419","2015-10-12",21.5
"420","2015-10-13",21.129999
"421","2015-10-14",22.540001
"422","2015-10-15",24.129999
"423","2015-10-16",23.139999
"424","2015-10-19",24.129999
"425","2015-10-20",23.610001
"426","2015-10-21",22.870001
"427","2015-10-22",22.84
"428","2015-10-23",22.23
"429","2015-10-26",21.93
"430","2015-10-27",22.540001
"431","2015-10-28",23.6
"432","2015-10-29",23.07
"433","2015-10-30",22.709999
"434","2015-11-02",24.709999
"435","2015-11-03",24.360001
"436","2015-11-04",24.43
"437","2015-11-05",20.42
"438","2015-11-06",21.950001
"439","2015-11-09",22.969999
"440","2015-11-10",22.780001
"441","2015-11-11",22.58
"442","2015-11-12",22.719999
"443","2015-11-13",22.450001
"444","2015-11-16",22.68
"445","2015-11-17",22.42
"446","2015-11-18",22.700001
"447","2015-11-19",22.5
"448","2015-11-20",22.950001
"449","2015-11-23",22.780001
"450","2015-11-24",22.98
"451","2015-11-25",23.129999
"452","2015-11-27",23.59
"453","2015-11-30",22.93
"454","2015-12-01",22.73
"455","2015-12-02",23.379999
"456","2015-12-03",21.709999
"457","2015-12-04",21.85
"458","2015-12-07",20.65
"459","2015-12-08",21.57
"460","2015-12-09",20.25
"461","2015-12-10",20.530001
"462","2015-12-11",20.09
"463","2015-12-14",19.809999
"464","2015-12-15",19.98
"465","2015-12-16",20.18
"466","2015-12-17",19.92
"467","2015-12-18",20.49
"468","2015-12-21",20.26
"469","2015-12-22",20.15
"470","2015-12-23",20.02
"471","2015-12-24",19.860001
"472","2015-12-28",19.379999
"473","2015-12-29",20.030001
"474","2015-12-30",18.790001
"475","2015-12-31",18.969999
"476","2016-01-04",18.309999
"477","2016-01-05",18.799999
"478","2016-01-06",18.360001
"479","2016-01-07",16.85
"480","2016-01-08",16.02
"481","2016-01-11",16.57
"482","2016-01-12",16.77
"483","2016-01-13",16.780001
"484","2016-01-14",16.59
"485","2016-01-15",16.26
"486","2016-01-19",14.94
"487","2016-01-20",15.66
"488","2016-01-21",15.2
"489","2016-01-22",16.07
"490","2016-01-25",16.09
"491","2016-01-26",16.1
"492","2016-01-27",15.84
"493","2016-01-28",15.4
"494","2016-01-29",15.27
"495","2016-02-01",15.12
"496","2016-02-02",14.84
"497","2016-02-03",14.49
"498","2016-02-04",14.68
"499","2016-02-05",14.2
"500","2016-02-08",13.31
"501","2016-02-09",13.29
"502","2016-02-10",13.18
"503","2016-02-11",13.09
"504","2016-02-12",13.51
"505","2016-02-16",14.02
"506","2016-02-17",14.06
"507","2016-02-18",13.5
"508","2016-02-19",13.28
"509","2016-02-22",13.62
"510","2016-02-23",13.18
"511","2016-02-24",13.02
"512","2016-02-25",13.3
"513","2016-02-26",13.13
"514","2016-02-29",12.86
"515","2016-03-01",14.21
"516","2016-03-02",14.59
"517","2016-03-03",14.25
"518","2016-03-04",13.41
"519","2016-03-07",13.95
"520","2016-03-08",12.87
"521","2016-03-09",12.75
"522","2016-03-10",12.8
"523","2016-03-11",13.05
"524","2016-03-14",13.11
"525","2016-03-15",12.41
"526","2016-03-16",12.91
"527","2016-03-17",12.99
"528","2016-03-18",13.04
"529","2016-03-21",13.49
"530","2016-03-22",13.68
"531","2016-03-23",12.92
"532","2016-03-24",12.95
"533","2016-03-28",12.77
"534","2016-03-29",13.45
"535","2016-03-30",13.18
"536","2016-03-31",13.66
"537","2016-04-01",13.82
"538","2016-04-04",14.19
"539","2016-04-05",13.92
"540","2016-04-06",14.22
"541","2016-04-07",14.16
"542","2016-04-08",13.9
"543","2016-04-11",13.4
"544","2016-04-12",13.09
"545","2016-04-13",13.54
"546","2016-04-14",13.72
"547","2016-04-15",13.57
"548","2016-04-18",13.64
"549","2016-04-19",13.78
"550","2016-04-20",13.84
"551","2016-04-21",13.86
"552","2016-04-22",14.63
"553","2016-04-25",15.19
"554","2016-04-26",14.48
"555","2016-04-27",14.09
"556","2016-04-28",14.31
"557","2016-04-29",13.94
"558","2016-05-02",14.35
"559","2016-05-03",13.63
"560","2016-05-04",13.62
"561","2016-05-05",12.01
"562","2016-05-06",10.85
"563","2016-05-09",10.75
"564","2016-05-10",10.67
"565","2016-05-11",10.55
"566","2016-05-12",10.13
"567","2016-05-13",11.13
"568","2016-05-16",11.63
"569","2016-05-17",12.26
"570","2016-05-18",12.6
"571","2016-05-19",12.19
"572","2016-05-20",12.76
"573","2016-05-23",12.84
"574","2016-05-24",13.28
"575","2016-05-25",13.35
"576","2016-05-26",13.27
"577","2016-05-27",13.42
"578","2016-05-31",13.31
"579","2016-06-01",13.59
"580","2016-06-02",13.4
"581","2016-06-03",13.42
"582","2016-06-06",13.58
"583","2016-06-07",13.46
"584","2016-06-08",13.3
"585","2016-06-09",12.96
"586","2016-06-10",12.46
"587","2016-06-13",12.09
"588","2016-06-14",11.8
"589","2016-06-15",11.77
"590","2016-06-16",11.54
"591","2016-06-17",11.37
"592","2016-06-20",10.4
"593","2016-06-21",10.79
"594","2016-06-22",10.99
"595","2016-06-23",11.32
"596","2016-06-24",10.69
"597","2016-06-27",10.58
"598","2016-06-28",11.01
"599","2016-06-29",11.29
"600","2016-06-30",11.23
"601","2016-07-01",11.2
"602","2016-07-05",11.46
"603","2016-07-06",11.67
"604","2016-07-07",11.79
"605","2016-07-08",11.8
"606","2016-07-11",11.96
"607","2016-07-12",11.9
"608","2016-07-13",11.73
"609","2016-07-14",11.2
"610","2016-07-15",11.62
"611","2016-07-18",11.89
"612","2016-07-19",11.53
"613","2016-07-20",11.94
"614","2016-07-21",11.88
"615","2016-07-22",11.86
"616","2016-07-25",11.7
"617","2016-07-26",11.7
"618","2016-07-27",11.93
"619","2016-07-28",11.77
"620","2016-07-29",11.49
"621","2016-08-01",11.82
"622","2016-08-02",11.71
"623","2016-08-03",12.01
"624","2016-08-04",11.67
"625","2016-08-05",12
"626","2016-08-08",11.65
"627","2016-08-09",11.62
"628","2016-08-10",10.91
"629","2016-08-11",11.01
"630","2016-08-12",10.99
"631","2016-08-15",11.27
"632","2016-08-16",11.01
"633","2016-08-17",10.99
"634","2016-08-18",11
"635","2016-08-19",10.96
"636","2016-08-22",10.81
"637","2016-08-23",10.94
"638","2016-08-24",10.64
"639","2016-08-25",10.63
"640","2016-08-26",10.14
"641","2016-08-29",9.66
"642","2016-08-30",10.47
"643","2016-08-31",9.72
"644","2016-09-01",9.71
"645","2016-09-02",9.68
"646","2016-09-06",9.87
"647","2016-09-07",9.98
"648","2016-09-08",10.03
"649","2016-09-09",9.83
"650","2016-09-12",10.06
"651","2016-09-13",9.85
"652","2016-09-14",9.99
"653","2016-09-15",10.01
"654","2016-09-16",10.33
"655","2016-09-19",10.36
"656","2016-09-20",10.53
"657","2016-09-21",10.42
"658","2016-09-22",10.46
"659","2016-09-23",10.15
"660","2016-09-26",10.31
"661","2016-09-27",10.22
"662","2016-09-28",9.92
"663","2016-09-29",9.73
"664","2016-09-30",10.11
"665","2016-10-03",10.14
"666","2016-10-04",10.13
"667","2016-10-05",10
"668","2016-10-06",9.98
"669","2016-10-07",9.85
"670","2016-10-10",10
"671","2016-10-11",9.76
"672","2016-10-12",9.41
"673","2016-10-13",9.25
"674","2016-10-14",8.9
"675","2016-10-17",8.86
"676","2016-10-18",8.97
"677","2016-10-19",9
"678","2016-10-20",9.37
"679","2016-10-21",9.5
"680","2016-10-24",8.94
"681","2016-10-25",8.61
"682","2016-10-26",8.46
"683","2016-10-27",8.32
"684","2016-10-28",8.19
"685","2016-10-31",7.72
"686","2016-11-01",7.86
"687","2016-11-02",7.75
"688","2016-11-03",7.51
"689","2016-11-04",7.89
"690","2016-11-07",8.11
"691","2016-11-08",8.2
"692","2016-11-09",9.58
"693","2016-11-10",9.92
"694","2016-11-11",9.67
"695","2016-11-14",9.83
"696","2016-11-15",9.72
"697","2016-11-16",9.92
"698","2016-11-17",10.21
"699","2016-11-18",9.86
"700","2016-11-21",10.03
"701","2016-11-22",9.44
"702","2016-11-23",9.43
"703","2016-11-25",9.57
"704","2016-11-28",9.31
"705","2016-11-29",9.35
"706","2016-11-30",9.04
"707","2016-12-01",8.68
"708","2016-12-02",8.75
"709","2016-12-05",8.94
"710","2016-12-06",8.81
"711","2016-12-07",8.79
"712","2016-12-08",8.91
"713","2016-12-09",8.92
"714","2016-12-12",8.1
"715","2016-12-13",7.98
"716","2016-12-14",7.97
"717","2016-12-15",8.01
"718","2016-12-16",8.52
"719","2016-12-19",8.93
"720","2016-12-20",9.09
"721","2016-12-21",9.37
"722","2016-12-22",9.54
"723","2016-12-23",10.1
"724","2016-12-27",10.1
"725","2016-12-28",10.12
"726","2016-12-29",10.3
"727","2016-12-30",10.29
"728","2017-01-03",10.74
"729","2017-01-04",10.97
"730","2017-01-05",11.03
"731","2017-01-06",10.92
"732","2017-01-09",10.75
"733","2017-01-10",10.78
"734","2017-01-11",10.56
"735","2017-01-12",10.41
"736","2017-01-13",10.47
"737","2017-01-17",9.01
"738","2017-01-18",9.03
"739","2017-01-19",8.85
"740","2017-01-20",9.37
"741","2017-01-23",9.25
"742","2017-01-24",9.39
"743","2017-01-25",9.12
"744","2017-01-26",9.02
"745","2017-01-27",9.21
"746","2017-01-30",8.93
"747","2017-01-31",8.85
"748","2017-02-01",8.98
"749","2017-02-02",9.11
"750","2017-02-03",9.18
"751","2017-02-06",9.12
"752","2017-02-07",8.95
"753","2017-02-08",8.85
"754","2017-02-09",9.19
"755","2017-02-10",9.32
"756","2017-02-13",9.45
"757","2017-02-14",9.63
"758","2017-02-15",9.65
"759","2017-02-16",10.02
"760","2017-02-17",10.02
"761","2017-02-21",9.67
"762","2017-02-22",9.33
"763","2017-02-23",9.19
"764","2017-02-24",9.27
"765","2017-02-27",9.5
"766","2017-02-28",9.3
"767","2017-03-01",9.51
"768","2017-03-02",9.6
"769","2017-03-03",9.65
"770","2017-03-06",15.64
"771","2017-03-07",16.040001
"772","2017-03-08",16.860001
"773","2017-03-09",17
"774","2017-03-10",16.33
"775","2017-03-13",17.99
"776","2017-03-14",17.15
"777","2017-03-15",16.969999
"778","2017-03-16",16.190001
"779","2017-03-17",16.639999
"780","2017-03-20",17.5
"781","2017-03-21",17
"782","2017-03-22",18.43
"783","2017-03-23",17.879999
"784","2017-03-24",17.395
"785","2017-03-27",17.389999
"786","2017-03-28",17.209999
"787","2017-03-29",17.370001
"788","2017-03-30",16.370001
"789","2017-03-31",17.059999
"790","2017-04-03",16.950001
"791","2017-04-04",16.790001
"792","2017-04-05",16.1
"793","2017-04-06",16.440001
"794","2017-04-07",16.42
"795","2017-04-10",16.49
"796","2017-04-11",16.139999
"797","2017-04-12",15.86
"798","2017-04-13",15.61
"799","2017-04-17",16.52
"800","2017-04-18",16
"801","2017-04-19",16.16
"802","2017-04-20",16.200001
"803","2017-04-21",15.7
"804","2017-04-24",16.08
"805","2017-04-25",16.08
"806","2017-04-26",15.99
"807","2017-04-27",15.99
"808","2017-04-28",15.87
"809","2017-05-01",15.6
"810","2017-05-02",15.74
"811","2017-05-03",15.27
"812","2017-05-04",15.46
"813","2017-05-05",15.43
"814","2017-05-08",14.97
"815","2017-05-09",14.88
"816","2017-05-10",15.14
"817","2017-05-11",14.86
"818","2017-05-12",15.54
"819","2017-05-15",15.65
"820","2017-05-16",16.049999
"821","2017-05-17",14.85
"822","2017-05-18",15.05
"823","2017-05-19",14.47
"824","2017-05-22",14.04
"825","2017-05-23",14.04
"826","2017-05-24",14.24
"827","2017-05-25",14.16
"828","2017-05-26",13.18
"829","2017-05-30",12.01
"830","2017-05-31",12.56
"831","2017-06-01",12.67
"832","2017-06-02",12.79
"833","2017-06-05",12.64
"834","2017-06-06",12.91
"835","2017-06-07",13.18
"836","2017-06-08",13.54
"837","2017-06-09",13.27
"838","2017-06-12",13.28
"839","2017-06-13",13.47
"840","2017-06-14",13.38
"841","2017-06-15",13.29
"842","2017-06-16",13.28
"843","2017-06-19",13.61
"844","2017-06-20",13.13
"845","2017-06-21",13.81
"846","2017-06-22",14.63
"847","2017-06-23",14.53
"848","2017-06-26",14.66
"849","2017-06-27",13.83
"850","2017-06-28",14.22
"851","2017-06-29",13.89
"852","2017-06-30",13.95
"853","2017-07-03",14.2
"854","2017-07-05",14.25
"855","2017-07-06",13.87
"856","2017-07-07",14.14
"857","2017-07-10",13.64
"858","2017-07-11",13.28
"859","2017-07-12",13.39
"860","2017-07-13",13.6
"861","2017-07-14",13.69
"862","2017-07-17",14.08
"863","2017-07-18",14.01
"864","2017-07-19",14.27
"865","2017-07-20",14.26
"866","2017-07-21",14.03
"867","2017-07-24",16.1
"868","2017-07-25",15.89
"869","2017-07-26",15.5
"870","2017-07-27",15.06
"871","2017-07-28",15.11
"872","2017-07-31",14.43
"873","2017-08-01",14.36
"874","2017-08-02",14.21
"875","2017-08-03",14.2
"876","2017-08-04",14.11
"877","2017-08-07",14.41
"878","2017-08-08",14.22
"879","2017-08-09",14.27
"880","2017-08-10",13.91
"881","2017-08-11",14.01
"882","2017-08-14",14.57
"883","2017-08-15",14.55
"884","2017-08-16",14.49
"885","2017-08-17",14.17
"886","2017-08-18",14.26
"887","2017-08-21",14.15
"888","2017-08-22",14.23
"889","2017-08-23",14.21
"890","2017-08-24",14.74
"891","2017-08-25",14.78
"892","2017-08-28",14.96
"893","2017-08-29",14.75
"894","2017-08-30",14.99
"895","2017-08-31",15.22
"896","2017-09-01",15.12
"897","2017-09-05",15.19
"898","2017-09-06",15.16
"899","2017-09-07",15.31
"900","2017-09-08",15.28
"901","2017-09-11",14.67
"902","2017-09-12",14.95
"903","2017-09-13",14.9
"904","2017-09-14",14.73
"905","2017-09-15",14.58
"906","2017-09-18",14.88
"907","2017-09-19",14.99
"908","2017-09-20",14.5
"909","2017-09-21",14.43
"910","2017-09-22",14.04
"911","2017-09-25",14.18
"912","2017-09-26",14.24
"913","2017-09-27",15
"914","2017-09-28",14.78
"915","2017-09-29",14.75
"916","2017-10-02",15.06
"917","2017-10-03",15.08
"918","2017-10-04",15.35
"919","2017-10-05",14.99
"920","2017-10-06",15.31
"921","2017-10-09",16.139999
"922","2017-10-10",15.19
"923","2017-10-11",14.97
"924","2017-10-12",14.91
"925","2017-10-13",14.5
"926","2017-10-16",14.52
"927","2017-10-17",14.58
"928","2017-10-18",13.96
"929","2017-10-19",16.5
"930","2017-10-20",16.09
"931","2017-10-23",15.75
"932","2017-10-24",17.41
"933","2017-10-25",16.42
"934","2017-10-26",16.24
"935","2017-10-27",16.65
"936","2017-10-30",17.1
"937","2017-10-31",17.049999
"938","2017-11-01",16.93
"939","2017-11-02",17.049999
"940","2017-11-03",17.23
"941","2017-11-06",16.59
"942","2017-11-07",16.35
"943","2017-11-08",16.15
"944","2017-11-09",16.459999
"945","2017-11-10",17.530001
"946","2017-11-13",18.57
"947","2017-11-14",18.66
"948","2017-11-15",19.9
"949","2017-11-16",20.91
"950","2017-11-17",20.67
"951","2017-11-20",21.25
"952","2017-11-21",22.16
"953","2017-11-22",22.219999
"954","2017-11-24",22.93
"955","2017-11-27",22.41
"956","2017-11-28",22.309999
"957","2017-11-29",22.540001
"958","2017-11-30",22.559999
"959","2017-12-01",23.85
"960","2017-12-04",23.73
"961","2017-12-05",23.469999
"962","2017-12-06",23.67
"963","2017-12-07",24.860001
"964","2017-12-08",24.9
"965","2017-12-11",25.209999
"966","2017-12-12",26
"967","2017-12-13",26.58
"968","2017-12-14",26.26
"969","2017-12-15",26.620001
"970","2017-12-18",27.549999
"971","2017-12-19",29.049999
"972","2017-12-20",27.34
"973","2017-12-21",25.700001
"974","2017-12-22",25.6
"975","2017-12-26",25.77
"976","2017-12-27",25.459999
"977","2017-12-28",25.860001
"978","2017-12-29",25.870001
"979","2018-01-02",27.23
"980","2018-01-03",27.879999
"981","2018-01-04",27.59
"982","2018-01-05",27.540001
"983","2018-01-08",27.1
"984","2018-01-09",27.610001
"985","2018-01-10",28.030001
"986","2018-01-11",27.68
"987","2018-01-12",20.15
"988","2018-01-16",19.24
"989","2018-01-17",19.940001
"990","2018-01-18",19.709999
"991","2018-01-19",19.610001
"992","2018-01-22",19.709999
"993","2018-01-23",19.719999
