"","date","SWN"
"1","2007-01-03",16.434999
"2","2007-01-04",16.57
"3","2007-01-05",16.775
"4","2007-01-08",17.120001
"5","2007-01-09",17.08
"6","2007-01-10",17.094999
"7","2007-01-11",16.775
"8","2007-01-12",17.514999
"9","2007-01-16",17.245001
"10","2007-01-17",17.200001
"11","2007-01-18",17.025
"12","2007-01-19",18.23
"13","2007-01-22",18.205
"14","2007-01-23",18.870001
"15","2007-01-24",19.15
"16","2007-01-25",18.360001
"17","2007-01-26",18.615
"18","2007-01-29",18.495001
"19","2007-01-30",19.15
"20","2007-01-31",19.23
"21","2007-02-01",19.5
"22","2007-02-02",19.41
"23","2007-02-05",19.5
"24","2007-02-06",19.195
"25","2007-02-07",18.889999
"26","2007-02-08",19.139999
"27","2007-02-09",19.075001
"28","2007-02-12",18.715
"29","2007-02-13",18.934999
"30","2007-02-14",19.035
"31","2007-02-15",18.735001
"32","2007-02-16",18.995001
"33","2007-02-20",18.98
"34","2007-02-21",19.325001
"35","2007-02-22",19.764999
"36","2007-02-23",20.184999
"37","2007-02-26",20.18
"38","2007-02-27",19.215
"39","2007-02-28",19.559999
"40","2007-03-01",18.955
"41","2007-03-02",18.674999
"42","2007-03-05",18.004999
"43","2007-03-06",18.785
"44","2007-03-07",19.174999
"45","2007-03-08",19.395
"46","2007-03-09",19.200001
"47","2007-03-12",19.129999
"48","2007-03-13",18.934999
"49","2007-03-14",19.305
"50","2007-03-15",19.23
"51","2007-03-16",18.93
"52","2007-03-19",19.545
"53","2007-03-20",19.985001
"54","2007-03-21",20.344999
"55","2007-03-22",20.639999
"56","2007-03-23",20.299999
"57","2007-03-26",20.375
"58","2007-03-27",20.434999
"59","2007-03-28",20.325001
"60","2007-03-29",20.58
"61","2007-03-30",20.49
"62","2007-04-02",20.690001
"63","2007-04-03",20.795
"64","2007-04-04",20.940001
"65","2007-04-05",20.85
"66","2007-04-09",21.065001
"67","2007-04-10",21.965
"68","2007-04-11",21.75
"69","2007-04-12",22.174999
"70","2007-04-13",22.495001
"71","2007-04-16",21.975
"72","2007-04-17",21.485001
"73","2007-04-18",21.275
"74","2007-04-19",20.934999
"75","2007-04-20",21.24
"76","2007-04-23",21.254999
"77","2007-04-24",21.405001
"78","2007-04-25",22.035
"79","2007-04-26",21.65
"80","2007-04-27",21.545
"81","2007-04-30",21
"82","2007-05-01",20.875
"83","2007-05-02",21.59
"84","2007-05-03",21.584999
"85","2007-05-04",21.725
"86","2007-05-07",21.559999
"87","2007-05-08",21.75
"88","2007-05-09",21.535
"89","2007-05-10",21.105
"90","2007-05-11",21.635
"91","2007-05-14",21.855
"92","2007-05-15",21.445
"93","2007-05-16",21.51
"94","2007-05-17",22.545
"95","2007-05-18",22.950001
"96","2007-05-21",23.295
"97","2007-05-22",23.379999
"98","2007-05-23",23.209999
"99","2007-05-24",22.594999
"100","2007-05-25",23.120001
"101","2007-05-29",23.110001
"102","2007-05-30",23.965
"103","2007-05-31",23.799999
"104","2007-06-01",23.795
"105","2007-06-04",24.66
"106","2007-06-05",24.504999
"107","2007-06-06",23.725
"108","2007-06-07",22.75
"109","2007-06-08",23.030001
"110","2007-06-11",23.459999
"111","2007-06-12",23.355
"112","2007-06-13",24.370001
"113","2007-06-14",24.85
"114","2007-06-15",24.785
"115","2007-06-18",25.084999
"116","2007-06-19",25.065001
"117","2007-06-20",24.584999
"118","2007-06-21",25.09
"119","2007-06-22",24.219999
"120","2007-06-25",23.74
"121","2007-06-26",22.84
"122","2007-06-27",23.15
"123","2007-06-28",22.389999
"124","2007-06-29",22.25
"125","2007-07-02",22.434999
"126","2007-07-03",22.85
"127","2007-07-05",22.735001
"128","2007-07-06",22.51
"129","2007-07-09",22.690001
"130","2007-07-10",22.485001
"131","2007-07-11",22.475
"132","2007-07-12",22.1
"133","2007-07-13",22.475
"134","2007-07-16",21.715
"135","2007-07-17",21.719999
"136","2007-07-18",22.264999
"137","2007-07-19",22.635
"138","2007-07-20",21.93
"139","2007-07-23",21.1
"140","2007-07-24",20.040001
"141","2007-07-25",19.625
"142","2007-07-26",19.42
"143","2007-07-27",19.635
"144","2007-07-30",20.334999
"145","2007-07-31",20.315001
"146","2007-08-01",20.434999
"147","2007-08-02",20.360001
"148","2007-08-03",19.985001
"149","2007-08-06",19.575001
"150","2007-08-07",19.865
"151","2007-08-08",20.99
"152","2007-08-09",20.49
"153","2007-08-10",20.465
"154","2007-08-13",20.434999
"155","2007-08-14",19.870001
"156","2007-08-15",19.120001
"157","2007-08-16",18.965
"158","2007-08-17",19.68
"159","2007-08-20",19.059999
"160","2007-08-21",18.450001
"161","2007-08-22",18.57
"162","2007-08-23",18.74
"163","2007-08-24",19.18
"164","2007-08-27",18.754999
"165","2007-08-28",17.995001
"166","2007-08-29",18.059999
"167","2007-08-30",18.01
"168","2007-08-31",18.594999
"169","2007-09-04",19.5
"170","2007-09-05",19.924999
"171","2007-09-06",19.959999
"172","2007-09-07",19.465
"173","2007-09-10",19.379999
"174","2007-09-11",19.895
"175","2007-09-12",20.799999
"176","2007-09-13",20.584999
"177","2007-09-14",21.245001
"178","2007-09-17",21.26
"179","2007-09-18",21.895
"180","2007-09-19",21.725
"181","2007-09-20",21.52
"182","2007-09-21",21.915001
"183","2007-09-24",21.485001
"184","2007-09-25",21.014999
"185","2007-09-26",21.17
"186","2007-09-27",21.219999
"187","2007-09-28",20.924999
"188","2007-10-01",21.254999
"189","2007-10-02",21.735001
"190","2007-10-03",21.745001
"191","2007-10-04",22.215
"192","2007-10-05",22.450001
"193","2007-10-08",21.934999
"194","2007-10-09",22.35
"195","2007-10-10",22.57
"196","2007-10-11",22.65
"197","2007-10-12",22.75
"198","2007-10-15",23.105
"199","2007-10-16",23.34
"200","2007-10-17",22.875
"201","2007-10-18",23.945
"202","2007-10-19",23.295
"203","2007-10-22",23.025
"204","2007-10-23",23.059999
"205","2007-10-24",23.785
"206","2007-10-25",24.389999
"207","2007-10-26",25.43
"208","2007-10-29",25.165001
"209","2007-10-30",25.200001
"210","2007-10-31",25.865
"211","2007-11-01",27.065001
"212","2007-11-02",27.74
"213","2007-11-05",26.745001
"214","2007-11-06",27.18
"215","2007-11-07",27.225
"216","2007-11-08",27.084999
"217","2007-11-09",26.24
"218","2007-11-12",24.584999
"219","2007-11-13",25.389999
"220","2007-11-14",26.129999
"221","2007-11-15",25.67
"222","2007-11-16",25.985001
"223","2007-11-19",25.309999
"224","2007-11-20",24.9
"225","2007-11-21",24.620001
"226","2007-11-23",24.844999
"227","2007-11-26",24.9
"228","2007-11-27",24.795
"229","2007-11-28",25.355
"230","2007-11-29",25.415001
"231","2007-11-30",24.885
"232","2007-12-03",24.959999
"233","2007-12-04",25.49
"234","2007-12-05",26.375
"235","2007-12-06",26.99
"236","2007-12-07",27.190001
"237","2007-12-10",26.834999
"238","2007-12-11",26.475
"239","2007-12-12",27.18
"240","2007-12-13",26.674999
"241","2007-12-14",26.139999
"242","2007-12-17",25.405001
"243","2007-12-18",25.790001
"244","2007-12-19",26.844999
"245","2007-12-20",27.575001
"246","2007-12-21",28.264999
"247","2007-12-24",28.025
"248","2007-12-26",28.23
"249","2007-12-27",27.795
"250","2007-12-28",27.754999
"251","2007-12-31",27.860001
"252","2008-01-02",29.305
"253","2008-01-03",29.565001
"254","2008-01-04",28.309999
"255","2008-01-07",27.955
