"","date","HTHT"
"102","2010-08-19",5.4
"103","2010-08-20",5.4725
"104","2010-08-23",5.35
"105","2010-08-24",5.325
"106","2010-08-25",5.2775
"107","2010-08-26",5.275
"108","2010-08-27",5.2175
"109","2010-08-30",5.035
"110","2010-08-31",5.25
"111","2010-09-01",5.41
"112","2010-09-02",5.77
"113","2010-09-03",5.95
"114","2010-09-07",6.19
"115","2010-09-08",5.97
"116","2010-09-09",5.97
"117","2010-09-10",5.96
"118","2010-09-13",5.9225
"119","2010-09-14",6.0775
"120","2010-09-15",6.2325
"121","2010-09-16",6.055
"122","2010-09-17",5.81
"123","2010-09-20",5.99
"124","2010-09-21",5.9375
"125","2010-09-22",5.6125
"126","2010-09-23",5.6225
"127","2010-09-24",5.685
"128","2010-09-27",5.5725
"129","2010-09-28",5.76
"130","2010-09-29",6.025
"131","2010-09-30",5.8675
"132","2010-10-01",5.875
"133","2010-10-04",5.875
"134","2010-10-05",5.75
"135","2010-10-06",5.6375
"136","2010-10-07",5.625
"137","2010-10-08",5.7525
"138","2010-10-11",5.8525
"139","2010-10-12",6.1175
"140","2010-10-13",6.6
"141","2010-10-14",6.7675
"142","2010-10-15",6.5325
"143","2010-10-18",6.5725
"144","2010-10-19",6.525
"145","2010-10-20",6.4025
"146","2010-10-21",6.195
"147","2010-10-22",6.3625
"148","2010-10-25",6.4625
"149","2010-10-26",6.4875
"150","2010-10-27",6.3325
"151","2010-10-28",6.1125
"152","2010-10-29",6.0775
"153","2010-11-01",6.015
"154","2010-11-02",5.705
"155","2010-11-03",5.725
"156","2010-11-04",5.45
"157","2010-11-05",5.45
"158","2010-11-08",5.7625
"159","2010-11-09",5.7
"160","2010-11-10",5.535
"161","2010-11-11",6.1325
"162","2010-11-12",5.475
"163","2010-11-15",5.7375
"164","2010-11-16",5.6
"165","2010-11-17",5.86
"166","2010-11-18",6.0425
"167","2010-11-19",6.0375
"168","2010-11-22",5.9575
"169","2010-11-23",5.9725
"170","2010-11-24",5.99
"171","2010-11-26",6
"172","2010-11-29",5.9525
"173","2010-11-30",5.9475
"174","2010-12-01",5.9775
"175","2010-12-02",5.7125
"176","2010-12-03",5.6025
"177","2010-12-06",5.4475
"178","2010-12-07",5.3875
"179","2010-12-08",5.3
"180","2010-12-09",5.275
"181","2010-12-10",5.235
"182","2010-12-13",5.06
"183","2010-12-14",4.925
"184","2010-12-15",5.0525
"185","2010-12-16",5.1375
"186","2010-12-17",5.1675
"187","2010-12-20",5.24
"188","2010-12-21",5.255
"189","2010-12-22",5.4725
"190","2010-12-23",5.425
"191","2010-12-27",5.42
"192","2010-12-28",5.3525
"193","2010-12-29",5.4075
"194","2010-12-30",5.47
"195","2010-12-31",5.445
"196","2011-01-03",5.655
"197","2011-01-04",5.6125
"198","2011-01-05",5.7025
"199","2011-01-06",5.9525
"200","2011-01-07",6.0875
"201","2011-01-10",6.025
"202","2011-01-11",5.9875
"203","2011-01-12",5.91
"204","2011-01-13",5.94
"205","2011-01-14",5.865
"206","2011-01-18",5.7875
"207","2011-01-19",5.58
"208","2011-01-20",5.4675
"209","2011-01-21",5.3225
"210","2011-01-24",5.34
"211","2011-01-25",5.25
"212","2011-01-26",5.2975
"213","2011-01-27",5.4
"214","2011-01-28",5.245
"215","2011-01-31",5.0075
"216","2011-02-01",4.96
"217","2011-02-02",4.9025
"218","2011-02-03",4.7225
"219","2011-02-04",4.75
"220","2011-02-07",4.7575
"221","2011-02-08",4.675
"222","2011-02-09",4.5225
"223","2011-02-10",4.3225
"224","2011-02-11",4.4675
"225","2011-02-14",4.4975
"226","2011-02-15",4.4925
"227","2011-02-16",4.465
"228","2011-02-17",4.51
"229","2011-02-18",4.285
"230","2011-02-22",4.2575
"231","2011-02-23",4.215
"232","2011-02-24",4.0625
"233","2011-02-25",4.1075
"234","2011-02-28",4.1275
"235","2011-03-01",4.1225
"236","2011-03-02",4.165
"237","2011-03-03",4.75
"238","2011-03-04",4.53
"239","2011-03-07",4.3275
"240","2011-03-08",4.375
"241","2011-03-09",4.4875
"242","2011-03-10",4.8625
"243","2011-03-11",4.6425
"244","2011-03-14",4.6025
"245","2011-03-15",4.3775
"246","2011-03-16",4.2425
"247","2011-03-17",4.5425
"248","2011-03-18",4.43
"249","2011-03-21",4.72
"250","2011-03-22",4.2425
"251","2011-03-23",4.2525
"252","2011-03-24",4.27
"253","2011-03-25",4.2425
"254","2011-03-28",4.255
"255","2011-03-29",4.2375
"256","2011-03-30",4.265
"257","2011-03-31",4.36
"258","2011-04-01",4.73
"259","2011-04-04",4.7575
"260","2011-04-05",4.765
"261","2011-04-06",4.8
"262","2011-04-07",4.8725
"263","2011-04-08",4.965
"264","2011-04-11",5.175
"265","2011-04-12",5.225
"266","2011-04-13",5.3075
"267","2011-04-14",5.28
"268","2011-04-15",5.35
"269","2011-04-18",5.365
"270","2011-04-19",5.43
"271","2011-04-20",5.385
"272","2011-04-21",5.46
"273","2011-04-25",5.4675
"274","2011-04-26",5.4625
"275","2011-04-27",5.5
"276","2011-04-28",5.485
"277","2011-04-29",5.4725
"278","2011-05-02",5.5275
"279","2011-05-03",5.4375
"280","2011-05-04",5.39
"281","2011-05-05",5.42
"282","2011-05-06",5.525
"283","2011-05-09",5.57
"284","2011-05-10",5.575
"285","2011-05-11",5.26
"286","2011-05-12",5.2025
"287","2011-05-13",5.1525
"288","2011-05-16",4.9175
"289","2011-05-17",4.8725
"290","2011-05-18",4.875
"291","2011-05-19",4.8025
"292","2011-05-20",4.815
"293","2011-05-23",4.7975
"294","2011-05-24",4.7725
"295","2011-05-25",4.7775
"296","2011-05-26",4.73
"297","2011-05-27",4.78
"298","2011-05-31",4.73
"299","2011-06-01",4.6825
"300","2011-06-02",4.6725
"301","2011-06-03",4.5875
"302","2011-06-06",4.3075
"303","2011-06-07",4.3125
"304","2011-06-08",4.2775
"305","2011-06-09",4.3225
"306","2011-06-10",4.2125
"307","2011-06-13",4.1425
"308","2011-06-14",4.255
"309","2011-06-15",4.205
"310","2011-06-16",4.195
"311","2011-06-17",4.2125
"312","2011-06-20",4.205
"313","2011-06-21",4.31
"314","2011-06-22",4.275
"315","2011-06-23",4.06
"316","2011-06-24",4.155
"317","2011-06-27",4.195
"318","2011-06-28",4.455
"319","2011-06-29",4.4375
"320","2011-06-30",4.45
"321","2011-07-01",4.57
"322","2011-07-05",4.5725
"323","2011-07-06",4.5475
"324","2011-07-07",4.5775
"325","2011-07-08",4.57
"326","2011-07-11",4.485
"327","2011-07-12",4.535
"328","2011-07-13",4.7025
"329","2011-07-14",4.4925
"330","2011-07-15",4.57
"331","2011-07-18",4.45
"332","2011-07-19",4.455
"333","2011-07-20",4.4425
"334","2011-07-21",4.3825
"335","2011-07-22",4.35
"336","2011-07-25",4.32
"337","2011-07-26",4.3425
"338","2011-07-27",4.28
"339","2011-07-28",4.33
"340","2011-07-29",4.285
"341","2011-08-01",4.0625
"342","2011-08-02",3.9575
"343","2011-08-03",4.1725
"344","2011-08-04",4.025
"345","2011-08-05",4
"346","2011-08-08",3.875
"347","2011-08-09",4.125
"348","2011-08-10",3.94
"349","2011-08-11",3.9
"350","2011-08-12",3.9025
"351","2011-08-15",3.9775
"352","2011-08-16",3.6975
"353","2011-08-17",3.85
"354","2011-08-18",3.88
"355","2011-08-19",4.1575
"356","2011-08-22",4.02
"357","2011-08-23",4.095
"358","2011-08-24",3.91
"359","2011-08-25",4.0325
"360","2011-08-26",4.0625
"361","2011-08-29",4.4075
"362","2011-08-30",4.22
"363","2011-08-31",4.1525
"364","2011-09-01",4.1625
"365","2011-09-02",4.165
"366","2011-09-06",4.0525
"367","2011-09-07",4.215
"368","2011-09-08",4.23
"369","2011-09-09",4.175
"370","2011-09-12",4.1625
"371","2011-09-13",4.24
"372","2011-09-14",4.3175
"373","2011-09-15",4.4175
"374","2011-09-16",4.49
"375","2011-09-19",4.295
"376","2011-09-20",4.1775
"377","2011-09-21",4.13
"378","2011-09-22",3.855
"379","2011-09-23",3.7625
"380","2011-09-26",3.8175
"381","2011-09-27",3.7725
"382","2011-09-28",3.44
"383","2011-09-29",3.485
"384","2011-09-30",3.4225
"385","2011-10-03",3.2325
"386","2011-10-04",3.14
"387","2011-10-05",3.1375
"388","2011-10-06",3.2475
"389","2011-10-07",3.1825
"390","2011-10-10",3.39
"391","2011-10-11",3.4475
"392","2011-10-12",3.5
"393","2011-10-13",3.47
"394","2011-10-14",3.4875
"395","2011-10-17",3.2475
"396","2011-10-18",3.2325
"397","2011-10-19",3.25
"398","2011-10-20",3.2425
"399","2011-10-21",3.4575
"400","2011-10-24",3.5525
"401","2011-10-25",3.4875
"402","2011-10-26",3.8725
"403","2011-10-27",4.2325
"404","2011-10-28",4.04
"405","2011-10-31",3.8825
"406","2011-11-01",3.7925
"407","2011-11-02",4.0075
"408","2011-11-03",3.94
"409","2011-11-04",3.945
"410","2011-11-07",3.9025
"411","2011-11-08",3.975
"412","2011-11-09",3.885
"413","2011-11-10",3.695
"414","2011-11-11",3.7625
"415","2011-11-14",3.645
"416","2011-11-15",3.6625
"417","2011-11-16",3.675
"418","2011-11-17",3.75
"419","2011-11-18",3.7375
"420","2011-11-21",3.4925
"421","2011-11-22",3.51
"422","2011-11-23",3.455
"423","2011-11-25",3.395
"424","2011-11-28",3.625
"425","2011-11-29",3.5175
"426","2011-11-30",3.5325
"427","2011-12-01",3.53
"428","2011-12-02",3.5025
"429","2011-12-05",3.57
"430","2011-12-06",3.5625
"431","2011-12-07",3.5125
"432","2011-12-08",3.4475
"433","2011-12-09",3.43
"434","2011-12-12",3.3725
"435","2011-12-13",3.4275
"436","2011-12-14",3.225
"437","2011-12-15",3.1325
"438","2011-12-16",3.2925
"439","2011-12-19",3.1675
"440","2011-12-20",3.29
"441","2011-12-21",3.23
"442","2011-12-22",3.3575
"443","2011-12-23",3.4225
"444","2011-12-27",3.4425
"445","2011-12-28",3.4075
"446","2011-12-29",3.45
"447","2011-12-30",3.55
"448","2012-01-03",3.5
"449","2012-01-04",3.45
"450","2012-01-05",3.32
"451","2012-01-06",3.22
"452","2012-01-09",3.3
"453","2012-01-10",3.4025
"454","2012-01-11",3.3775
"455","2012-01-12",3.5
"456","2012-01-13",3.5075
"457","2012-01-17",3.5
"458","2012-01-18",3.52
"459","2012-01-19",3.55
"460","2012-01-20",3.52
"461","2012-01-23",3.51
"462","2012-01-24",3.49
"463","2012-01-25",3.5
"464","2012-01-26",3.725
"465","2012-01-27",3.7625
"466","2012-01-30",3.6625
"467","2012-01-31",3.7625
"468","2012-02-01",3.7525
"469","2012-02-02",3.755
"470","2012-02-03",3.8875
"471","2012-02-06",3.6875
"472","2012-02-07",3.605
"473","2012-02-08",3.5825
"474","2012-02-09",3.5575
"475","2012-02-10",3.5175
"476","2012-02-13",3.4825
"477","2012-02-14",3.59
"478","2012-02-15",3.6275
"479","2012-02-16",3.7125
"480","2012-02-17",3.65
"481","2012-02-21",3.55
"482","2012-02-22",3.6425
"483","2012-02-23",3.655
"484","2012-02-24",3.7625
"485","2012-02-27",3.75
"486","2012-02-28",3.8275
"487","2012-02-29",3.9525
"488","2012-03-01",3.7775
"489","2012-03-02",3.895
"490","2012-03-05",3.825
"491","2012-03-06",3.775
"492","2012-03-07",3.7325
"493","2012-03-08",3.8125
"494","2012-03-09",3.8
"495","2012-03-12",3.6525
"496","2012-03-13",3.625
"497","2012-03-14",3.5625
"498","2012-03-15",3.4825
"499","2012-03-16",3.4675
"500","2012-03-19",3.35
"501","2012-03-20",3.22
"502","2012-03-21",3.165
"503","2012-03-22",3.175
"504","2012-03-23",3.1275
"505","2012-03-26",3.1275
"506","2012-03-27",3.1175
"507","2012-03-28",3.0575
"508","2012-03-29",2.8925
"509","2012-03-30",2.9225
"510","2012-04-02",3.0325
"511","2012-04-03",3.0075
"512","2012-04-04",2.94
"513","2012-04-05",3.045
"514","2012-04-09",3.1225
"515","2012-04-10",3.0575
"516","2012-04-11",3.1875
"517","2012-04-12",3.2475
"518","2012-04-13",3.1575
"519","2012-04-16",3.12
"520","2012-04-17",3.1
"521","2012-04-18",3.1125
"522","2012-04-19",3.28
"523","2012-04-20",3.3075
"524","2012-04-23",3.2125
"525","2012-04-24",3.17
"526","2012-04-25",3.185
"527","2012-04-26",3.1975
"528","2012-04-27",3.215
"529","2012-04-30",3.1825
"530","2012-05-01",3.225
"531","2012-05-02",3.275
"532","2012-05-03",3.2625
"533","2012-05-04",3.1875
"534","2012-05-07",3.175
"535","2012-05-08",3.04
"536","2012-05-09",3.0825
"537","2012-05-10",3.125
"538","2012-05-11",3.105
"539","2012-05-14",3.065
"540","2012-05-15",3.005
"541","2012-05-16",3.0325
"542","2012-05-17",3
"543","2012-05-18",2.9825
"544","2012-05-21",2.9875
"545","2012-05-22",2.935
"546","2012-05-23",2.7525
"547","2012-05-24",2.765
"548","2012-05-25",2.945
"549","2012-05-29",3.015
"550","2012-05-30",2.9525
"551","2012-05-31",2.96
"552","2012-06-01",2.8075
"553","2012-06-04",2.7375
"554","2012-06-05",2.78
"555","2012-06-06",2.7425
"556","2012-06-07",2.8375
"557","2012-06-08",2.8475
"558","2012-06-11",2.87
"559","2012-06-12",2.9225
"560","2012-06-13",2.935
"561","2012-06-14",2.94
"562","2012-06-15",2.88
"563","2012-06-18",2.8875
"564","2012-06-19",2.8925
"565","2012-06-20",2.885
"566","2012-06-21",2.825
"567","2012-06-22",2.825
"568","2012-06-25",2.7525
"569","2012-06-26",2.7925
"570","2012-06-27",2.84
"571","2012-06-28",2.8275
"572","2012-06-29",2.935
"573","2012-07-02",2.9825
"574","2012-07-03",3.1075
"575","2012-07-05",3.0875
"576","2012-07-06",3.0925
"577","2012-07-09",3.0775
"578","2012-07-10",3.06
"579","2012-07-11",3.0975
"580","2012-07-12",2.8575
"581","2012-07-13",2.8675
"582","2012-07-16",2.84
"583","2012-07-17",2.7525
"584","2012-07-18",2.785
"585","2012-07-19",2.875
"586","2012-07-20",2.8675
"587","2012-07-23",2.7975
"588","2012-07-24",2.855
"589","2012-07-25",2.8825
"590","2012-07-26",2.985
"591","2012-07-27",3.01
"592","2012-07-30",2.855
"593","2012-07-31",2.88
"594","2012-08-01",2.8975
"595","2012-08-02",2.86
"596","2012-08-03",2.885
"597","2012-08-06",3.055
"598","2012-08-07",3.21
"599","2012-08-08",3.28
"600","2012-08-09",3.2725
"601","2012-08-10",3.64
"602","2012-08-13",3.3925
"603","2012-08-14",3.3975
"604","2012-08-15",3.445
"605","2012-08-16",3.4
"606","2012-08-17",3.395
"607","2012-08-20",3.395
"608","2012-08-21",3.4325
"609","2012-08-22",3.395
"610","2012-08-23",3.455
"611","2012-08-24",3.5125
"612","2012-08-27",3.5275
"613","2012-08-28",3.57
"614","2012-08-29",3.6575
"615","2012-08-30",3.57
"616","2012-08-31",3.5675
"617","2012-09-04",3.565
"618","2012-09-05",3.595
"619","2012-09-06",3.56
"620","2012-09-07",3.5825
"621","2012-09-10",3.6
"622","2012-09-11",3.59
"623","2012-09-12",3.5975
"624","2012-09-13",3.575
"625","2012-09-14",3.635
"626","2012-09-17",3.65
"627","2012-09-18",3.6875
"628","2012-09-19",3.6575
"629","2012-09-20",3.6825
"630","2012-09-21",3.9725
"631","2012-09-24",3.9375
"632","2012-09-25",3.97
"633","2012-09-26",4.19
"634","2012-09-27",4.13
"635","2012-09-28",4.1725
"636","2012-10-01",4.09
"637","2012-10-02",3.99
"638","2012-10-03",4.0775
"639","2012-10-04",4.14
"640","2012-10-05",4.125
"641","2012-10-08",4.14
"642","2012-10-09",4.0425
"643","2012-10-10",4.06
"644","2012-10-11",4.1875
"645","2012-10-12",4.1975
"646","2012-10-15",4.215
"647","2012-10-16",4.2425
"648","2012-10-17",4.28
"649","2012-10-18",4.3375
"650","2012-10-19",4.31
"651","2012-10-22",4.2875
"652","2012-10-23",4.2425
"653","2012-10-24",4.25
"654","2012-10-25",4.2375
"655","2012-10-26",4.24
"656","2012-10-31",4.255
"657","2012-11-01",4.2275
"658","2012-11-02",4.15
"659","2012-11-05",4.24
"660","2012-11-06",4.2375
"661","2012-11-07",4.295
"662","2012-11-08",4.0825
"663","2012-11-09",4.17
"664","2012-11-12",4.125
"665","2012-11-13",4.065
"666","2012-11-14",4.0925
"667","2012-11-15",4.0975
"668","2012-11-16",4.1075
"669","2012-11-19",4.185
"670","2012-11-20",4.1625
"671","2012-11-21",4.1675
"672","2012-11-23",4.19
"673","2012-11-26",4.1925
"674","2012-11-27",4.2325
"675","2012-11-28",4.245
"676","2012-11-29",4.23
"677","2012-11-30",4.2375
"678","2012-12-03",4.2425
"679","2012-12-04",3.9225
"680","2012-12-05",3.9925
"681","2012-12-06",3.9825
"682","2012-12-07",4.025
"683","2012-12-10",3.88
"684","2012-12-11",3.895
"685","2012-12-12",3.8825
"686","2012-12-13",3.8325
"687","2012-12-14",4.1725
"688","2012-12-17",3.815
"689","2012-12-18",3.9125
"690","2012-12-19",3.8825
"691","2012-12-20",3.8875
"692","2012-12-21",3.965
"693","2012-12-24",3.8625
"694","2012-12-26",3.8775
"695","2012-12-27",3.865
"696","2012-12-28",4.05
"697","2012-12-31",4.2625
"698","2013-01-02",4.22
"699","2013-01-03",4.0125
"700","2013-01-04",4.17
"701","2013-01-07",4.2325
"702","2013-01-08",4.2075
"703","2013-01-09",4.2375
"704","2013-01-10",4.2575
"705","2013-01-11",4.48
"706","2013-01-14",4.7
"707","2013-01-15",4.535
"708","2013-01-16",4.53
"709","2013-01-17",4.5
"710","2013-01-18",4.645
"711","2013-01-22",4.59
"712","2013-01-23",4.475
"713","2013-01-24",4.465
"714","2013-01-25",4.4525
"715","2013-01-28",4.5825
"716","2013-01-29",4.5325
"717","2013-01-30",4.555
"718","2013-01-31",4.54
"719","2013-02-01",4.635
"720","2013-02-04",4.6425
"721","2013-02-05",4.78
"722","2013-02-06",4.8975
"723","2013-02-07",4.875
"724","2013-02-08",4.8525
"725","2013-02-11",4.8025
"726","2013-02-12",4.8
"727","2013-02-13",4.7825
"728","2013-02-14",4.865
"729","2013-02-15",4.8325
"730","2013-02-19",4.815
"731","2013-02-20",4.46
"732","2013-02-21",4.4075
"733","2013-02-22",4.4925
"734","2013-02-25",4.435
"735","2013-02-26",4.5175
"736","2013-02-27",4.63
"737","2013-02-28",4.6025
"738","2013-03-01",4.69
"739","2013-03-04",4.585
"740","2013-03-05",4.6275
"741","2013-03-06",4.8175
"742","2013-03-07",4.1275
"743","2013-03-08",4.31
"744","2013-03-11",4.29
"745","2013-03-12",4.17
"746","2013-03-13",4.1775
"747","2013-03-14",4.0825
"748","2013-03-15",3.9725
"749","2013-03-18",4.0625
"750","2013-03-19",4.005
"751","2013-03-20",3.9225
"752","2013-03-21",4.11
"753","2013-03-22",4.125
"754","2013-03-25",4.07
"755","2013-03-26",4.13
"756","2013-03-27",4.1225
"757","2013-03-28",4.115
"758","2013-04-01",4.0025
"759","2013-04-02",3.9425
"760","2013-04-03",3.8875
"761","2013-04-04",3.89
"762","2013-04-05",3.775
"763","2013-04-08",3.97
"764","2013-04-09",3.88
"765","2013-04-10",3.995
"766","2013-04-11",3.925
"767","2013-04-12",3.88
"768","2013-04-15",3.7725
"769","2013-04-16",3.835
"770","2013-04-17",3.775
"771","2013-04-18",3.78
"772","2013-04-19",3.7925
"773","2013-04-22",3.815
"774","2013-04-23",3.805
"775","2013-04-24",3.83
"776","2013-04-25",3.8825
"777","2013-04-26",3.8475
"778","2013-04-29",3.8425
"779","2013-04-30",3.81
"780","2013-05-01",3.705
"781","2013-05-02",3.77
"782","2013-05-03",3.76
"783","2013-05-06",3.84
"784","2013-05-07",3.9125
"785","2013-05-08",3.88
"786","2013-05-09",3.9575
"787","2013-05-10",3.93
"788","2013-05-13",3.8675
"789","2013-05-14",3.905
"790","2013-05-15",3.84
"791","2013-05-16",3.8775
"792","2013-05-17",3.845
"793","2013-05-20",3.93
"794","2013-05-21",4.0925
"795","2013-05-22",4.15
"796","2013-05-23",4.0175
"797","2013-05-24",3.9525
"798","2013-05-28",3.9275
"799","2013-05-29",3.895
"800","2013-05-30",3.89
"801","2013-05-31",3.9925
"802","2013-06-03",3.93
"803","2013-06-04",3.84
"804","2013-06-05",3.8425
"805","2013-06-06",3.8825
"806","2013-06-07",3.915
"807","2013-06-10",3.885
"808","2013-06-11",3.825
"809","2013-06-12",3.8175
"810","2013-06-13",3.7
"811","2013-06-14",3.7075
"812","2013-06-17",3.885
"813","2013-06-18",3.9775
"814","2013-06-19",3.9825
"815","2013-06-20",3.7675
"816","2013-06-21",3.8425
"817","2013-06-24",3.7275
"818","2013-06-25",3.855
"819","2013-06-26",3.965
"820","2013-06-27",4.02
"821","2013-06-28",4
"822","2013-07-01",4.0125
"823","2013-07-02",3.9525
"824","2013-07-03",3.9225
"825","2013-07-05",4.0175
"826","2013-07-08",4.005
"827","2013-07-09",4.06
"828","2013-07-10",4.0225
"829","2013-07-11",4.065
"830","2013-07-12",4.0475
"831","2013-07-15",4.0275
"832","2013-07-16",4.025
"833","2013-07-17",4.025
"834","2013-07-18",4.1025
"835","2013-07-19",4.0875
"836","2013-07-22",4.1175
"837","2013-07-23",4.0975
"838","2013-07-24",4.265
"839","2013-07-25",4.34
"840","2013-07-26",4.5425
"841","2013-07-29",4.53
"842","2013-07-30",4.5325
"843","2013-07-31",4.5025
"844","2013-08-01",4.57
"845","2013-08-02",4.4975
"846","2013-08-05",4.505
"847","2013-08-06",4.47
"848","2013-08-07",4.405
"849","2013-08-08",4.5175
"850","2013-08-09",4.5
"851","2013-08-12",4.625
"852","2013-08-13",4.79
"853","2013-08-14",4.9975
"854","2013-08-15",4.7925
"855","2013-08-16",4.9525
"856","2013-08-19",4.9825
"857","2013-08-20",4.8425
"858","2013-08-21",4.85
"859","2013-08-22",4.81
"860","2013-08-23",4.895
"861","2013-08-26",4.95
"862","2013-08-27",4.985
"863","2013-08-28",4.795
"864","2013-08-29",4.905
"865","2013-08-30",4.7875
"866","2013-09-03",5.025
"867","2013-09-04",4.975
"868","2013-09-05",4.9575
"869","2013-09-06",4.8725
"870","2013-09-09",5.0075
"871","2013-09-10",4.9725
"872","2013-09-11",4.975
"873","2013-09-12",4.8425
"874","2013-09-13",4.855
"875","2013-09-16",4.795
"876","2013-09-17",4.7625
"877","2013-09-18",4.8325
"878","2013-09-19",4.75
"879","2013-09-20",4.6825
"880","2013-09-23",4.6275
"881","2013-09-24",4.6775
"882","2013-09-25",4.725
"883","2013-09-26",4.75
"884","2013-09-27",4.745
"885","2013-09-30",4.7475
"886","2013-10-01",4.7225
"887","2013-10-02",4.845
"888","2013-10-03",4.91
"889","2013-10-04",4.99
"890","2013-10-07",4.8325
"891","2013-10-08",4.7275
"892","2013-10-09",4.755
"893","2013-10-10",4.875
"894","2013-10-11",5.1075
"895","2013-10-14",5.7325
"896","2013-10-15",5.525
"897","2013-10-16",5.4925
"898","2013-10-17",5.675
"899","2013-10-18",5.705
"900","2013-10-21",5.765
"901","2013-10-22",5.735
"902","2013-10-23",5.315
"903","2013-10-24",5.35
"904","2013-10-25",5.3375
"905","2013-10-28",5.3125
"906","2013-10-29",5.395
"907","2013-10-30",5.435
"908","2013-10-31",5.495
"909","2013-11-01",5.5825
"910","2013-11-04",5.7625
"911","2013-11-05",5.895
"912","2013-11-06",5.9025
"913","2013-11-07",5.6125
"914","2013-11-08",5.675
"915","2013-11-11",5.7925
"916","2013-11-12",5.9325
"917","2013-11-13",6.1725
"918","2013-11-14",6.6025
"919","2013-11-15",6.565
"920","2013-11-18",6.6
"921","2013-11-19",6.5
"922","2013-11-20",6.44
"923","2013-11-21",6.4875
"924","2013-11-22",6.5775
"925","2013-11-25",6.36
"926","2013-11-26",6.3425
"927","2013-11-27",6.4975
"928","2013-11-29",6.5725
"929","2013-12-02",6.4625
"930","2013-12-03",6.5
"931","2013-12-04",6.5025
"932","2013-12-05",6.4175
"933","2013-12-06",6.5025
"934","2013-12-09",6.4475
"935","2013-12-10",6.36
"936","2013-12-11",6.0725
"937","2013-12-12",6.44
"938","2013-12-13",6.555
"939","2013-12-16",6.54
"940","2013-12-17",6.5625
"941","2013-12-18",6.5675
"942","2013-12-19",6.5175
"943","2013-12-20",6.55
"944","2013-12-23",7.215
"945","2013-12-24",7.505
"946","2013-12-26",7.73
"947","2013-12-27",7.645
"948","2013-12-30",7.5925
"949","2013-12-31",7.615
"950","2014-01-02",7.755
"951","2014-01-03",7.6525
"952","2014-01-06",7.3425
"953","2014-01-07",7.3025
"954","2014-01-08",7.52
"955","2014-01-09",7.245
"956","2014-01-10",7.255
"957","2014-01-13",6.995
"958","2014-01-14",7.0925
"959","2014-01-15",7.14
"960","2014-01-16",7.21
"961","2014-01-17",7.5
"962","2014-01-21",6.975
"963","2014-01-22",7.145
"964","2014-01-23",6.8625
"965","2014-01-24",6.665
"966","2014-01-27",6.63
