"","date","MIME"
"79","2016-03-15",9.75
"80","2016-03-16",10.33
"81","2016-03-17",10.45
"82","2016-03-18",10
"83","2016-03-21",10.56
"84","2016-03-22",10.59
"85","2016-03-23",10.07
"86","2016-03-24",10.22
"87","2016-03-28",10.04
"88","2016-03-29",9.93
"89","2016-03-30",10
"90","2016-03-31",9.73
"91","2016-04-01",9.65
"92","2016-04-04",9.64
"93","2016-04-05",9.97
"94","2016-04-06",9.74
"95","2016-04-07",9.72
"96","2016-04-08",8.9
"97","2016-04-11",9.18
"98","2016-04-12",8.59
"99","2016-04-13",8.48
"100","2016-04-14",8.51
"101","2016-04-15",8.23
"102","2016-04-18",8.05
"103","2016-04-19",8.12
"104","2016-04-20",8.45
"105","2016-04-21",8.15
"106","2016-04-22",8.5
"107","2016-04-25",8.6
"108","2016-04-26",8.66
"109","2016-04-27",8.08
"110","2016-04-28",8.13
"111","2016-04-29",7.95
"112","2016-05-02",7.97
"113","2016-05-03",7.51
"114","2016-05-04",7.66
"115","2016-05-05",7.64
"116","2016-05-06",7.65
"117","2016-05-09",7.67
"118","2016-05-10",7.65
"119","2016-05-11",7.16
"120","2016-05-12",7.46
"121","2016-05-13",7.54
"122","2016-05-16",7.98
"123","2016-05-17",8
"124","2016-05-18",7.77
"125","2016-05-19",7.6
"126","2016-05-20",7.8
"127","2016-05-23",7.88
"128","2016-05-24",8.22
"129","2016-05-25",8.79
"130","2016-05-26",8.88
"131","2016-05-27",8.62
"132","2016-05-31",8.39
"133","2016-06-01",8.35
"134","2016-06-02",8.72
"135","2016-06-03",8.96
"136","2016-06-06",9.14
"137","2016-06-07",9.19
"138","2016-06-08",9.4
"139","2016-06-09",9.52
"140","2016-06-10",10
"141","2016-06-13",10.15
"142","2016-06-14",10.73
"143","2016-06-15",10.98
"144","2016-06-16",11.5
"145","2016-06-17",11.98
"146","2016-06-20",11.13
"147","2016-06-21",10.92
"148","2016-06-22",10.33
"149","2016-06-23",11.06
"150","2016-06-24",10.255
"151","2016-06-27",10.05
"152","2016-06-28",10.05
"153","2016-06-29",9.96
"154","2016-06-30",10.01
"155","2016-07-01",10.01
"156","2016-07-05",9.91
"157","2016-07-06",9.92
"158","2016-07-07",9.98
"159","2016-07-08",10.23
"160","2016-07-11",10.18
"161","2016-07-12",10.05
"162","2016-07-13",10.12
"163","2016-07-14",10.14
"164","2016-07-15",10.04
"165","2016-07-18",10
"166","2016-07-19",9.99
"167","2016-07-20",10.08
"168","2016-07-21",9.99
"169","2016-07-22",10.7
"170","2016-07-25",10.73
"171","2016-07-26",10.45
"172","2016-07-27",10.7
"173","2016-07-28",11.01
"174","2016-07-29",11.03
"175","2016-08-01",11.5
"176","2016-08-02",11.59
"177","2016-08-03",12.29
"178","2016-08-04",12.43
"179","2016-08-05",12.67
"180","2016-08-08",12.64
"181","2016-08-09",13.85
"182","2016-08-10",14.33
"183","2016-08-11",15.17
"184","2016-08-12",14.61
"185","2016-08-15",14.68
"186","2016-08-16",14.84
"187","2016-08-17",14.85
"188","2016-08-18",14.91
"189","2016-08-19",14.97
"190","2016-08-22",14.63
"191","2016-08-23",15.07
"192","2016-08-24",15.83
"193","2016-08-25",16
"194","2016-08-26",16.139999
"195","2016-08-29",16.24
"196","2016-08-30",16.41
"197","2016-08-31",16.440001
"198","2016-09-01",16.639999
"199","2016-09-02",17.219999
"200","2016-09-06",17.41
"201","2016-09-07",17.25
"202","2016-09-08",17.459999
"203","2016-09-09",17.15
"204","2016-09-12",17.08
"205","2016-09-13",15.6
"206","2016-09-14",15.82
"207","2016-09-15",15.71
"208","2016-09-16",15.33
"209","2016-09-19",15.11
"210","2016-09-20",15.73
"211","2016-09-21",16.09
"212","2016-09-22",15.97
"213","2016-09-23",16.24
"214","2016-09-26",15.8
"215","2016-09-27",16.040001
"216","2016-09-28",17.290001
"217","2016-09-29",19.1
"218","2016-09-30",19.129999
"219","2016-10-03",19.280001
"220","2016-10-04",19.58
"221","2016-10-05",19.73
"222","2016-10-06",19.219999
"223","2016-10-07",19.290001
"224","2016-10-10",19.01
"225","2016-10-11",18.190001
"226","2016-10-12",19.23
"227","2016-10-13",18.75
"228","2016-10-14",18.9
"229","2016-10-17",18.82
"230","2016-10-18",19.33
"231","2016-10-19",21.139999
"232","2016-10-20",20.49
"233","2016-10-21",21.219999
"234","2016-10-24",21.57
"235","2016-10-25",21.889999
"236","2016-10-26",21.450001
"237","2016-10-27",20.85
"238","2016-10-28",19.700001
"239","2016-10-31",20.24
"240","2016-11-01",20.16
"241","2016-11-02",19.860001
"242","2016-11-03",19.110001
"243","2016-11-04",18.9
"244","2016-11-07",20.24
"245","2016-11-08",20.85
"246","2016-11-09",21.370001
"247","2016-11-10",21.950001
"248","2016-11-11",22.370001
"249","2016-11-14",20.959999
"250","2016-11-15",20.309999
"251","2016-11-16",22.700001
"252","2016-11-17",22.790001
"253","2016-11-18",22.959999
"254","2016-11-21",23.030001
"255","2016-11-22",22.309999
"256","2016-11-23",21.530001
"257","2016-11-25",21.34
"258","2016-11-28",21.459999
"259","2016-11-29",21.49
"260","2016-11-30",20.459999
"261","2016-12-01",18.49
"262","2016-12-02",18.610001
"263","2016-12-05",18.629999
"264","2016-12-06",18.67
"265","2016-12-07",18.360001
"266","2016-12-08",19.23
"267","2016-12-09",19.74
"268","2016-12-12",18.950001
"269","2016-12-13",18.85
"270","2016-12-14",19.040001
"271","2016-12-15",18.950001
"272","2016-12-16",19.030001
"273","2016-12-19",19.950001
"274","2016-12-20",18.790001
"275","2016-12-21",18.98
"276","2016-12-22",18.459999
"277","2016-12-23",18.66
"278","2016-12-27",18.5
"279","2016-12-28",17.629999
"280","2016-12-29",17.49
"281","2016-12-30",17.9
"282","2017-01-03",17.370001
"283","2017-01-04",17.639999
"284","2017-01-05",18.780001
"285","2017-01-06",18.6
"286","2017-01-09",18.6
"287","2017-01-10",20.07
"288","2017-01-11",20.66
"289","2017-01-12",20.309999
"290","2017-01-13",21.17
"291","2017-01-17",20.92
"292","2017-01-18",21.629999
"293","2017-01-19",22.370001
"294","2017-01-20",21.42
"295","2017-01-23",20.93
"296","2017-01-24",21.809999
"297","2017-01-25",21.870001
"298","2017-01-26",22.16
"299","2017-01-27",20.690001
"300","2017-01-30",20.620001
"301","2017-01-31",21.26
"302","2017-02-01",21.83
"303","2017-02-02",21.49
"304","2017-02-03",21.719999
"305","2017-02-06",21.459999
"306","2017-02-07",21.799999
"307","2017-02-08",22.639999
"308","2017-02-09",23.059999
"309","2017-02-10",20.74
"310","2017-02-13",20.190001
"311","2017-02-14",19.860001
"312","2017-02-15",19.83
"313","2017-02-16",19.459999
"314","2017-02-17",19.540001
"315","2017-02-21",19.91
"316","2017-02-22",19.889999
"317","2017-02-23",19.75
"318","2017-02-24",20.379999
"319","2017-02-27",19.940001
"320","2017-02-28",19.68
"321","2017-03-01",20.219999
"322","2017-03-02",20.280001
"323","2017-03-03",20.559999
"324","2017-03-06",20.07
"325","2017-03-07",19.76
"326","2017-03-08",19.709999
"327","2017-03-09",19.48
"328","2017-03-10",19.280001
"329","2017-03-13",19.690001
"330","2017-03-14",19.540001
"331","2017-03-15",19.780001
"332","2017-03-16",19.9
"333","2017-03-17",20.52
"334","2017-03-20",21.629999
"335","2017-03-21",20.5
"336","2017-03-22",19.959999
"337","2017-03-23",20.74
"338","2017-03-24",21.51
"339","2017-03-27",21.58
"340","2017-03-28",21.6
"341","2017-03-29",21.790001
"342","2017-03-30",21.709999
"343","2017-03-31",22.389999
"344","2017-04-03",21.6
"345","2017-04-04",21.709999
"346","2017-04-05",21.639999
"347","2017-04-06",21.629999
"348","2017-04-07",21.67
"349","2017-04-10",22.02
"350","2017-04-11",22.030001
"351","2017-04-12",22.02
"352","2017-04-13",22.969999
"353","2017-04-17",23.4
"354","2017-04-18",23.049999
"355","2017-04-19",22.9
"356","2017-04-20",22.4
"357","2017-04-21",23.17
"358","2017-04-24",23.459999
"359","2017-04-25",23.9
"360","2017-04-26",23.68
"361","2017-04-27",24.540001
"362","2017-04-28",24.17
"363","2017-05-01",24.450001
"364","2017-05-02",24.18
"365","2017-05-03",24.02
"366","2017-05-04",23.959999
"367","2017-05-05",23.889999
"368","2017-05-08",24.26
"369","2017-05-09",24
"370","2017-05-10",25.219999
"371","2017-05-11",24.879999
"372","2017-05-12",24.290001
"373","2017-05-15",26.870001
"374","2017-05-16",26.26
"375","2017-05-17",25.530001
"376","2017-05-18",24.93
"377","2017-05-19",25.9
"378","2017-05-22",27
"379","2017-05-23",26.200001
"380","2017-05-24",26.25
"381","2017-05-25",26.58
"382","2017-05-26",26.950001
"383","2017-05-30",26.719999
"384","2017-05-31",26.82
"385","2017-06-01",27.559999
"386","2017-06-02",28.280001
"387","2017-06-05",28.83
"388","2017-06-06",28.969999
"389","2017-06-07",29.459999
"390","2017-06-08",28.860001
"391","2017-06-09",26.68
"392","2017-06-12",26.049999
"393","2017-06-13",26.98
"394","2017-06-14",25.450001
"395","2017-06-15",25.040001
"396","2017-06-16",25.01
"397","2017-06-19",26.059999
"398","2017-06-20",26.35
"399","2017-06-21",26.68
"400","2017-06-22",26.23
"401","2017-06-23",25.99
"402","2017-06-26",25.559999
"403","2017-06-27",25.59
"404","2017-06-28",27.27
"405","2017-06-29",26.709999
"406","2017-06-30",26.780001
"407","2017-07-03",26.059999
"408","2017-07-05",26.530001
"409","2017-07-06",26.559999
"410","2017-07-07",27.190001
"411","2017-07-10",27.52
"412","2017-07-11",27.51
"413","2017-07-12",27.57
"414","2017-07-13",27.27
"415","2017-07-14",27.219999
"416","2017-07-17",26.950001
"417","2017-07-18",27.360001
"418","2017-07-19",27.51
"419","2017-07-20",27.129999
"420","2017-07-21",27.02
"421","2017-07-24",26.92
"422","2017-07-25",28.5
"423","2017-07-26",28.27
"424","2017-07-27",27.26
"425","2017-07-28",27.719999
"426","2017-07-31",28.059999
"427","2017-08-01",28.01
"428","2017-08-02",27.73
"429","2017-08-03",27.639999
"430","2017-08-04",27.93
"431","2017-08-07",28.190001
"432","2017-08-08",29.799999
"433","2017-08-09",29.110001
"434","2017-08-10",27.67
"435","2017-08-11",27.530001
"436","2017-08-14",28.35
"437","2017-08-15",27.790001
"438","2017-08-16",28.219999
"439","2017-08-17",27.620001
"440","2017-08-18",26.99
"441","2017-08-21",26.690001
"442","2017-08-22",26.969999
"443","2017-08-23",27.870001
"444","2017-08-24",27.35
"445","2017-08-25",26.969999
"446","2017-08-28",27.299999
"447","2017-08-29",26.549999
"448","2017-08-30",26.620001
"449","2017-08-31",27.049999
"450","2017-09-01",26.309999
"451","2017-09-05",25.719999
"452","2017-09-06",25.959999
"453","2017-09-07",25.219999
"454","2017-09-08",25.73
"455","2017-09-11",27.25
"456","2017-09-12",28.139999
"457","2017-09-13",28.209999
"458","2017-09-14",27.83
"459","2017-09-15",27
"460","2017-09-18",27.51
"461","2017-09-19",27.540001
"462","2017-09-20",28.030001
"463","2017-09-21",29.879999
"464","2017-09-22",29.26
"465","2017-09-25",27.940001
"466","2017-09-26",28.25
"467","2017-09-27",28.610001
"468","2017-09-28",28.34
"469","2017-09-29",28.42
"470","2017-10-02",28.290001
"471","2017-10-03",29.02
"472","2017-10-04",29.75
"473","2017-10-05",29.85
"474","2017-10-06",29.82
"475","2017-10-09",29.950001
"476","2017-10-10",29.35
"477","2017-10-11",29.969999
"478","2017-10-12",29.959999
"479","2017-10-13",30.34
"480","2017-10-16",31.120001
"481","2017-10-17",30.76
"482","2017-10-18",31.01
"483","2017-10-19",31.440001
"484","2017-10-20",31.65
"485","2017-10-23",30.74
"486","2017-10-24",30.870001
"487","2017-10-25",30.620001
"488","2017-10-26",30.42
"489","2017-10-27",31.219999
"490","2017-10-30",31
"491","2017-10-31",31.790001
"492","2017-11-01",31.02
"493","2017-11-02",30.77
"494","2017-11-03",31.059999
"495","2017-11-06",31.77
"496","2017-11-07",31.469999
"497","2017-11-08",31.65
"498","2017-11-09",30.75
"499","2017-11-10",30.959999
"500","2017-11-13",29.98
"501","2017-11-14",29.879999
"502","2017-11-15",29.74
"503","2017-11-16",30.4
"504","2017-11-17",30.26
"505","2017-11-20",30.110001
"506","2017-11-21",30.690001
"507","2017-11-22",30.700001
"508","2017-11-24",30.530001
"509","2017-11-27",30.139999
"510","2017-11-28",30.030001
"511","2017-11-29",29.709999
"512","2017-11-30",30.4
"513","2017-12-01",30.129999
"514","2017-12-04",27.809999
"515","2017-12-05",28.040001
"516","2017-12-06",27.309999
"517","2017-12-07",28.51
"518","2017-12-08",28.74
"519","2017-12-11",28.02
"520","2017-12-12",27.59
"521","2017-12-13",27.209999
"522","2017-12-14",27.360001
"523","2017-12-15",28.09
"524","2017-12-18",29.15
"525","2017-12-19",29.280001
"526","2017-12-20",28.440001
"527","2017-12-21",28.059999
"528","2017-12-22",28.4
"529","2017-12-26",28.73
"530","2017-12-27",29.200001
"531","2017-12-28",29.25
"532","2017-12-29",28.67
"533","2018-01-02",28.23
"534","2018-01-03",29.030001
"535","2018-01-04",29.280001
"536","2018-01-05",31.559999
"537","2018-01-08",31.870001
"538","2018-01-09",32.77
"539","2018-01-10",32.169998
"540","2018-01-11",32.75
"541","2018-01-12",32.290001
"542","2018-01-16",32.029999
"543","2018-01-17",32.099998
"544","2018-01-18",32.34
"545","2018-01-19",32.740002
"546","2018-01-22",32.509998
"547","2018-01-23",32.549999
"548","2018-01-24",32.459999
"549","2018-01-25",32.080002
"550","2018-01-26",32.220001
"551","2018-01-29",31.370001
"552","2018-01-30",30.85
"553","2018-01-31",30.75
"554","2018-02-01",30.940001
"555","2018-02-02",31.02
"556","2018-02-05",31.190001
"557","2018-02-06",31.66
"558","2018-02-07",32.439999
"559","2018-02-08",32.07
"560","2018-02-09",31.870001
"561","2018-02-12",33.220001
"562","2018-02-13",34.240002
"563","2018-02-14",34.34
"564","2018-02-15",33.419998
"565","2018-02-16",33.23
"566","2018-02-20",34.32
"567","2018-02-21",34.119999
"568","2018-02-22",34.009998
"569","2018-02-23",34.950001
"570","2018-02-26",34.84
"571","2018-02-27",35.119999
"572","2018-02-28",34.740002
"573","2018-03-01",34.939999
"574","2018-03-02",35.75
"575","2018-03-05",36.110001
"576","2018-03-06",37.32
"577","2018-03-07",37.450001
"578","2018-03-08",37.830002
"579","2018-03-09",38.669998
"580","2018-03-12",38.619999
"581","2018-03-13",38.560001
"582","2018-03-14",38.700001
"583","2018-03-15",38.23
"584","2018-03-16",37.099998
"585","2018-03-19",37.490002
"586","2018-03-20",38.130001
"587","2018-03-21",37.77
"588","2018-03-22",36.630001
"589","2018-03-23",35.990002
"590","2018-03-26",36.919998
"591","2018-03-27",35.389999
"592","2018-03-28",34.66
"593","2018-03-29",35.43
"594","2018-04-02",34.82
"595","2018-04-03",34.990002
"596","2018-04-04",35.59
"597","2018-04-05",35.459999
"598","2018-04-06",35.009998
"599","2018-04-09",35.389999
"600","2018-04-10",36.700001
"601","2018-04-11",37.549999
"602","2018-04-12",38.049999
"603","2018-04-13",37.349998
"604","2018-04-16",37.41
"605","2018-04-17",38.080002
"606","2018-04-18",38.84
"607","2018-04-19",39.080002
"608","2018-04-20",38.619999
"609","2018-04-23",38
"610","2018-04-24",37.68
"611","2018-04-25",37.580002
"612","2018-04-26",38.380001
"613","2018-04-27",37.84
"614","2018-04-30",38.049999
"615","2018-05-01",38.049999
"616","2018-05-02",38.09
"617","2018-05-03",38.27
"618","2018-05-04",39.330002
"619","2018-05-07",40.57
"620","2018-05-08",41.369999
"621","2018-05-09",41.939999
"622","2018-05-10",42.43
"623","2018-05-11",41.709999
"624","2018-05-14",40.849998
"625","2018-05-15",41.040001
"626","2018-05-16",42.02
"627","2018-05-17",43.950001
"628","2018-05-18",43.599998
"629","2018-05-21",43.650002
"630","2018-05-22",41.310001
"631","2018-05-23",41.860001
"632","2018-05-24",42.150002
"633","2018-05-25",44.080002
"634","2018-05-29",43.990002
"635","2018-05-30",44.540001
"636","2018-05-31",44.57
"637","2018-06-01",44.189999
"638","2018-06-04",44.610001
"639","2018-06-05",44.639999
"640","2018-06-06",44.549999
"641","2018-06-07",42.950001
"642","2018-06-08",42.849998
"643","2018-06-11",43.16
"644","2018-06-12",44.02
"645","2018-06-13",43.130001
"646","2018-06-14",44.110001
"647","2018-06-15",42.970001
"648","2018-06-18",43.41
"649","2018-06-19",43.049999
"650","2018-06-20",45.939999
"651","2018-06-21",44.799999
"652","2018-06-22",42.060001
"653","2018-06-25",40.91
"654","2018-06-26",41.02
"655","2018-06-27",39.470001
"656","2018-06-28",41.07
"657","2018-06-29",41.209999
"658","2018-07-02",41.299999
"659","2018-07-03",41
"660","2018-07-05",41.959999
"661","2018-07-06",42.25
"662","2018-07-09",42.720001
"663","2018-07-10",42.380001
"664","2018-07-11",41.799999
"665","2018-07-12",42.889999
"666","2018-07-13",42.509998
"667","2018-07-16",41.799999
"668","2018-07-17",42.080002
"669","2018-07-18",42.09
"670","2018-07-19",41.790001
"671","2018-07-20",42.43
"672","2018-07-23",41.91
"673","2018-07-24",40.23
"674","2018-07-25",41.099998
"675","2018-07-26",40.720001
"676","2018-07-27",37.740002
"677","2018-07-30",36.369999
"678","2018-07-31",35.91
"679","2018-08-01",35.849998
"680","2018-08-02",38.240002
"681","2018-08-03",38.549999
"682","2018-08-06",39.830002
"683","2018-08-07",38.52
"684","2018-08-08",38.360001
"685","2018-08-09",40.189999
"686","2018-08-10",38.98
"687","2018-08-13",38.669998
"688","2018-08-14",38.830002
"689","2018-08-15",37.889999
"690","2018-08-16",38.16
"691","2018-08-17",38.220001
"692","2018-08-20",38.57
"693","2018-08-21",38.860001
"694","2018-08-22",39.080002
"695","2018-08-23",40.43
"696","2018-08-24",41.389999
"697","2018-08-27",41.34
"698","2018-08-28",41.540001
"699","2018-08-29",42.009998
"700","2018-08-30",41.310001
"701","2018-08-31",41.59
"702","2018-09-04",42.009998
"703","2018-09-05",40.5
"704","2018-09-06",40.880001
"705","2018-09-07",42.009998
"706","2018-09-10",42.41
"707","2018-09-11",42.43
"708","2018-09-12",40.66
"709","2018-09-13",40.689999
"710","2018-09-14",42.380001
"711","2018-09-17",40.130001
"712","2018-09-18",41.689999
"713","2018-09-19",41.25
"714","2018-09-20",41.060001
"715","2018-09-21",42.099998
"716","2018-09-24",42.150002
"717","2018-09-25",42.880001
"718","2018-09-26",41.880001
"719","2018-09-27",41.790001
"720","2018-09-28",41.880001
"721","2018-10-01",40.580002
"722","2018-10-02",37.130001
"723","2018-10-03",37.099998
"724","2018-10-04",35.529999
"725","2018-10-05",35.59
"726","2018-10-08",34.5
"727","2018-10-09",32.959999
"728","2018-10-10",32.119999
"729","2018-10-11",32
"730","2018-10-12",35.150002
"731","2018-10-15",35.59
"732","2018-10-16",36.779999
"733","2018-10-17",36.939999
"734","2018-10-18",37
"735","2018-10-19",34.619999
"736","2018-10-22",36.110001
"737","2018-10-23",35.57
"738","2018-10-24",33.23
"739","2018-10-25",34.619999
"740","2018-10-26",32.509998
"741","2018-10-29",31.860001
"742","2018-10-30",32.990002
"743","2018-10-31",34.860001
"744","2018-11-01",35.66
"745","2018-11-02",35.610001
"746","2018-11-05",35.360001
"747","2018-11-06",34.450001
"748","2018-11-07",35.48
"749","2018-11-08",35.439999
"750","2018-11-09",35.77
"751","2018-11-12",34.099998
"752","2018-11-13",34.439999
"753","2018-11-14",35.619999
"754","2018-11-15",37.299999
"755","2018-11-16",36.330002
"756","2018-11-19",34.599998
"757","2018-11-20",34.75
"758","2018-11-21",35.669998
"759","2018-11-23",35.5
"760","2018-11-26",36.360001
"761","2018-11-27",35.490002
"762","2018-11-28",37.099998
"763","2018-11-29",37.610001
"764","2018-11-30",37.23
"765","2018-12-03",37.630001
"766","2018-12-04",35.939999
"767","2018-12-06",36.68
"768","2018-12-07",33.990002
"769","2018-12-10",35.060001
"770","2018-12-11",35.630001
"771","2018-12-12",36.560001
"772","2018-12-13",35.32
"773","2018-12-14",33.419998
"774","2018-12-17",31.9
"775","2018-12-18",32.91
"776","2018-12-19",32.84
"777","2018-12-20",32.82
"778","2018-12-21",30.18
"779","2018-12-24",30.870001
"780","2018-12-26",32.509998
"781","2018-12-27",32.700001
"782","2018-12-28",33.32
"783","2018-12-31",33.630001
"784","2019-01-02",32.98
"785","2019-01-03",31.889999
"786","2019-01-04",32.75
"787","2019-01-07",33.470001
"788","2019-01-08",34.869999
"789","2019-01-09",34.73
"790","2019-01-10",34.279999
"791","2019-01-11",33.470001
"792","2019-01-14",32.18
"793","2019-01-15",32.490002
"794","2019-01-16",33.259998
"795","2019-01-17",34.240002
"796","2019-01-18",34.549999
"797","2019-01-22",33.66
"798","2019-01-23",33.630001
"799","2019-01-24",33.490002
"800","2019-01-25",34.639999
"801","2019-01-28",34.66
"802","2019-01-29",34.73
"803","2019-01-30",36.110001
"804","2019-01-31",37.57
"805","2019-02-01",40
"806","2019-02-04",41.02
"807","2019-02-05",42.07
"808","2019-02-06",42.23
"809","2019-02-07",40.849998
"810","2019-02-08",42.41
"811","2019-02-11",42.82
"812","2019-02-12",48.689999
"813","2019-02-13",49.830002
"814","2019-02-14",48.939999
"815","2019-02-15",47.639999
"816","2019-02-19",47.799999
"817","2019-02-20",48.380001
"818","2019-02-21",48.279999
"819","2019-02-22",48.689999
"820","2019-02-25",49.740002
"821","2019-02-26",47.790001
"822","2019-02-27",48.59
"823","2019-02-28",48.279999
"824","2019-03-01",48.68
"825","2019-03-04",47.82
"826","2019-03-05",46.220001
"827","2019-03-06",45.849998
"828","2019-03-07",46.130001
"829","2019-03-08",45.599998
"830","2019-03-11",46.209999
"831","2019-03-12",45.689999
"832","2019-03-13",45.939999
"833","2019-03-14",46.380001
"834","2019-03-15",46.049999
"835","2019-03-18",46.369999
"836","2019-03-19",46.299999
"837","2019-03-20",46.139999
"838","2019-03-21",47.810001
"839","2019-03-22",45.259998
"840","2019-03-25",46.02
"841","2019-03-26",47.150002
"842","2019-03-27",46.34
"843","2019-03-28",47.290001
"844","2019-03-29",47.349998
"845","2019-04-01",47.23
"846","2019-04-02",49.619999
"847","2019-04-03",49.650002
"848","2019-04-04",46.630001
"849","2019-04-05",45.139999
"850","2019-04-08",45.610001
"851","2019-04-09",46.02
"852","2019-04-10",48
"853","2019-04-11",48.110001
"854","2019-04-12",49.700001
"855","2019-04-15",50.07
"856","2019-04-16",49.139999
"857","2019-04-17",49.130001
"858","2019-04-18",47.529999
"859","2019-04-22",48.720001
"860","2019-04-23",49.5
"861","2019-04-24",49.439999
"862","2019-04-25",51.189999
"863","2019-04-26",50.93
"864","2019-04-29",52.740002
"865","2019-04-30",51.509998
"866","2019-05-01",51.82
"867","2019-05-02",52.310001
"868","2019-05-03",53.93
"869","2019-05-06",53.220001
"870","2019-05-07",51.900002
"871","2019-05-08",51.529999
"872","2019-05-09",51.599998
"873","2019-05-10",51.169998
"874","2019-05-13",47.450001
"875","2019-05-14",46.049999
"876","2019-05-15",46.880001
"877","2019-05-16",46.93
"878","2019-05-17",45.790001
"879","2019-05-20",45.580002
"880","2019-05-21",47.150002
"881","2019-05-22",46.330002
"882","2019-05-23",45.560001
"883","2019-05-24",46.040001
"884","2019-05-28",45.700001
"885","2019-05-29",45.32
"886","2019-05-30",46.639999
"887","2019-05-31",45.400002
"888","2019-06-03",43.509998
"889","2019-06-04",44.75
"890","2019-06-05",45.5
"891","2019-06-06",45.470001
"892","2019-06-07",45.639999
"893","2019-06-10",44.68
"894","2019-06-11",44.18
"895","2019-06-12",44.68
"896","2019-06-13",43.919998
"897","2019-06-14",43.889999
"898","2019-06-17",46.080002
"899","2019-06-18",46.849998
"900","2019-06-19",46.52
"901","2019-06-20",47.290001
"902","2019-06-21",46.630001
"903","2019-06-24",45.130001
"904","2019-06-25",45.009998
"905","2019-06-26",45.09
"906","2019-06-27",46.130001
"907","2019-06-28",46.709999
"908","2019-07-01",46.73
"909","2019-07-02",46.869999
"910","2019-07-03",47.060001
"911","2019-07-05",46.880001
"912","2019-07-08",46.66
"913","2019-07-09",48.470001
"914","2019-07-10",50.169998
"915","2019-07-11",48.220001
"916","2019-07-12",48.310001
"917","2019-07-15",48.720001
"918","2019-07-16",48.919998
"919","2019-07-17",49.220001
"920","2019-07-18",49.119999
"921","2019-07-19",48.23
"922","2019-07-22",48.299999
"923","2019-07-23",47.880001
"924","2019-07-24",48.330002
"925","2019-07-25",48.869999
"926","2019-07-26",50.880001
"927","2019-07-29",48.630001
"928","2019-07-30",48.540001
"929","2019-07-31",47.599998
"930","2019-08-01",47.310001
"931","2019-08-02",46.669998
"932","2019-08-05",43.470001
"933","2019-08-06",45.18
"934","2019-08-07",42.889999
"935","2019-08-08",45.209999
"936","2019-08-09",43.77
"937","2019-08-12",42.810001
"938","2019-08-13",43.43
"939","2019-08-14",42.200001
"940","2019-08-15",41.619999
"941","2019-08-16",42.07
"942","2019-08-19",41.939999
"943","2019-08-20",42.880001
"944","2019-08-21",43.580002
"945","2019-08-22",43.73
"946","2019-08-23",42.529999
"947","2019-08-26",43.02
"948","2019-08-27",43.330002
"949","2019-08-28",40.150002
"950","2019-08-29",40.639999
"951","2019-08-30",40.93
"952","2019-09-03",40.889999
"953","2019-09-04",41.27
"954","2019-09-05",42.240002
"955","2019-09-06",41.57
"956","2019-09-09",40.040001
"957","2019-09-10",39.049999
"958","2019-09-11",39.599998
"959","2019-09-12",38.619999
"960","2019-09-13",38.77
"961","2019-09-16",38.919998
"962","2019-09-17",39.279999
"963","2019-09-18",38.389999
"964","2019-09-19",38.110001
"965","2019-09-20",37.759998
"966","2019-09-23",37.509998
"967","2019-09-24",36.349998
