"","date","BAX"
"1","2007-01-03",25.258013
"2","2007-01-04",25.51874
"3","2007-01-05",25.415535
"4","2007-01-08",25.475285
"5","2007-01-09",25.16567
"6","2007-01-10",25.410103
"7","2007-01-11",25.583921
"8","2007-01-12",25.828354
"9","2007-01-16",25.964149
"10","2007-01-17",26.279196
"11","2007-01-18",26.626833
"12","2007-01-19",26.545355
"13","2007-01-22",26.061922
"14","2007-01-23",26.105377
"15","2007-01-24",26.154264
"16","2007-01-25",26.947311
"17","2007-01-26",26.480173
"18","2007-01-29",26.311787
"19","2007-01-30",26.865833
"20","2007-01-31",26.97447
"21","2007-02-01",27.327539
"22","2007-02-02",27.023357
"23","2007-02-05",27.153721
"24","2007-02-06",26.865833
"25","2007-02-07",26.969038
"26","2007-02-08",27.039652
"27","2007-02-09",27.023357
"28","2007-02-12",27.104834
"29","2007-02-13",27.126562
"30","2007-02-14",27.305813
"31","2007-02-15",27.376427
"32","2007-02-16",27.409018
"33","2007-02-20",27.50679
"34","2007-02-21",27.485062
"35","2007-02-22",27.327539
"36","2007-02-23",27.055948
"37","2007-02-26",27.240629
"38","2007-02-27",26.670288
"39","2007-02-28",27.164585
"40","2007-03-01",26.936447
"41","2007-03-02",26.518196
"42","2007-03-05",26.344378
"43","2007-03-06",26.355242
"44","2007-03-07",26.534492
"45","2007-03-08",26.985334
"46","2007-03-09",27.148289
"47","2007-03-12",27.387289
"48","2007-03-13",27.131994
"49","2007-03-14",27.561108
"50","2007-03-15",27.816404
"51","2007-03-16",27.897882
"52","2007-03-19",28.278111
"53","2007-03-20",28.283541
"54","2007-03-21",28.413906
"55","2007-03-22",28.587725
"56","2007-03-23",28.54427
"57","2007-03-26",28.815861
"58","2007-03-27",28.826725
"59","2007-03-28",28.658339
"60","2007-03-29",28.908201
"61","2007-03-30",28.609451
"62","2007-04-02",28.680065
"63","2007-04-03",29.299294
"64","2007-04-04",29.212385
"65","2007-04-05",29.353613
"66","2007-04-09",29.532862
"67","2007-04-10",29.625204
"68","2007-04-11",29.321022
"69","2007-04-12",29.391636
"70","2007-04-13",29.326452
"71","2007-04-16",29.397066
"72","2007-04-17",29.885931
"73","2007-04-18",29.799023
"74","2007-04-19",30.244432
"75","2007-04-20",30.369364
"76","2007-04-23",30.619228
"77","2007-04-24",30.738729
"78","2007-04-25",31.178707
"79","2007-04-26",31.428572
"80","2007-04-27",31.064638
"81","2007-04-30",30.760456
"82","2007-05-01",30.994024
"83","2007-05-02",31.146116
"84","2007-05-03",31.233025
"85","2007-05-04",31.195004
"86","2007-05-07",31.260185
"87","2007-05-08",31.330799
"88","2007-05-09",31.374252
"89","2007-05-10",31.184139
"90","2007-05-11",30.825638
"91","2007-05-14",31.292776
"92","2007-05-15",31.151548
"93","2007-05-16",31.379684
"94","2007-05-17",30.961433
"95","2007-05-18",31.108093
"96","2007-05-21",31.189571
"97","2007-05-22",31.021185
"98","2007-05-23",31.042912
"99","2007-05-24",30.939707
"100","2007-05-25",30.945139
"101","2007-05-29",30.581205
"102","2007-05-30",30.429115
"103","2007-05-31",30.874525
"104","2007-06-01",31.042912
"105","2007-06-04",31.319935
"106","2007-06-05",31.189571
"107","2007-06-06",30.961433
"108","2007-06-07",30.282455
"109","2007-06-08",30.689842
"110","2007-06-11",30.320478
"111","2007-06-12",30.543182
"112","2007-06-13",30.689842
"113","2007-06-14",31.010321
"114","2007-06-15",31.439436
"115","2007-06-18",31.395981
"116","2007-06-19",31.482889
"117","2007-06-20",30.983162
"118","2007-06-21",30.847366
"119","2007-06-22",30.244432
"120","2007-06-25",29.90766
"121","2007-06-26",29.587181
"122","2007-06-27",30.516024
"123","2007-06-28",30.564911
"124","2007-06-29",30.602934
"125","2007-07-02",31.395981
"126","2007-07-03",31.341661
"127","2007-07-05",31.45573
"128","2007-07-06",31.526344
"129","2007-07-09",31.439436
"130","2007-07-10",30.907116
"131","2007-07-11",31.553503
"132","2007-07-12",31.759912
"133","2007-07-13",31.803368
"134","2007-07-16",31.928299
"135","2007-07-17",31.922869
"136","2007-07-18",31.830526
"137","2007-07-19",30.179251
"138","2007-07-20",30.124931
"139","2007-07-23",30.733297
"140","2007-07-24",29.923954
"141","2007-07-25",29.027702
"142","2007-07-26",28.565996
"143","2007-07-27",28.261814
"144","2007-07-30",28.940794
"145","2007-07-31",28.571428
"146","2007-08-01",28.517111
"147","2007-08-02",29.386204
"148","2007-08-03",29.060293
"149","2007-08-06",29.31559
"150","2007-08-07",29.027702
"151","2007-08-08",29.603476
"152","2007-08-09",28.326996
"153","2007-08-10",28.240088
"154","2007-08-13",28.696362
"155","2007-08-14",28.48995
"156","2007-08-15",28.055405
"157","2007-08-16",27.669744
"158","2007-08-17",27.642586
"159","2007-08-20",27.246061
"160","2007-08-21",27.463335
"161","2007-08-22",28.153177
"162","2007-08-23",28.511679
"163","2007-08-24",28.598587
"164","2007-08-27",28.598587
"165","2007-08-28",28.066269
"166","2007-08-29",28.658339
"167","2007-08-30",29.223248
"168","2007-08-31",29.744703
"169","2007-09-04",29.462248
"170","2007-09-05",29.223248
"171","2007-09-06",29.255838
"172","2007-09-07",28.620316
"173","2007-09-10",28.837587
"174","2007-09-11",29.397066
"175","2007-09-12",29.630636
"176","2007-09-13",29.842478
"177","2007-09-14",29.695818
"178","2007-09-17",29.521999
"179","2007-09-18",30.065182
"180","2007-09-19",30.630093
"181","2007-09-20",30.429115
"182","2007-09-21",30.836502
"183","2007-09-24",30.564911
"184","2007-09-25",30.814775
"185","2007-09-26",30.266159
"186","2007-09-27",30.505159
"187","2007-09-28",30.570343
"188","2007-10-01",30.760456
"189","2007-10-02",30.68441
"190","2007-10-03",30.391092
"191","2007-10-04",30.602934
"192","2007-10-05",30.581205
"193","2007-10-08",30.287888
"194","2007-10-09",30.179251
"195","2007-10-10",30.222706
"196","2007-10-11",30.548615
"197","2007-10-12",31.173275
"198","2007-10-15",30.526888
"199","2007-10-16",30.391092
"200","2007-10-17",30.038023
"201","2007-10-18",32.362846
"202","2007-10-19",31.504618
"203","2007-10-22",31.60239
"204","2007-10-23",32.058662
"205","2007-10-24",32.091255
"206","2007-10-25",32.498642
"207","2007-10-26",32.563824
"208","2007-10-29",32.514938
"209","2007-10-30",32.846279
"210","2007-10-31",32.596416
"211","2007-11-01",32.189026
"212","2007-11-02",32.178165
"213","2007-11-05",32.064095
"214","2007-11-06",32.134708
"215","2007-11-07",31.830526
"216","2007-11-08",31.640413
"217","2007-11-09",31.42314
"218","2007-11-12",31.010321
"219","2007-11-13",31.618685
"220","2007-11-14",31.727322
"221","2007-11-15",31.401413
"222","2007-11-16",31.645845
"223","2007-11-19",31.472027
"224","2007-11-20",31.36339
"225","2007-11-21",30.695274
"226","2007-11-23",31.444866
"227","2007-11-26",30.68441
"228","2007-11-27",31.711027
"229","2007-11-28",32.026073
"230","2007-11-29",31.825094
"231","2007-11-30",32.52037
"232","2007-12-03",32.05323
"233","2007-12-04",32.118412
"234","2007-12-05",32.428028
"235","2007-12-06",32.330254
"236","2007-12-07",32.72678
"237","2007-12-10",33.183052
"238","2007-12-11",32.085823
"239","2007-12-12",32.085823
"240","2007-12-13",32.357414
"241","2007-12-14",31.553503
"242","2007-12-17",31.260185
"243","2007-12-18",31.526344
"244","2007-12-19",31.846823
"245","2007-12-20",32.026073
"246","2007-12-21",32.324825
"247","2007-12-24",32.2868
"248","2007-12-26",32.134708
"249","2007-12-27",31.651276
"250","2007-12-28",31.868549
"251","2007-12-31",31.531776
"252","2008-01-02",31.390549
"253","2008-01-03",31.835958
"254","2008-01-04",31.336231
"255","2008-01-07",32.373711
"256","2008-01-08",33.09071
"257","2008-01-09",34.856056
"258","2008-01-10",34.247692
"259","2008-01-11",34.606194
"260","2008-01-14",34.579033
"261","2008-01-15",34.443237
"262","2008-01-16",35.258011
"263","2008-01-17",34.106464
"264","2008-01-18",34.307442
"265","2008-01-22",32.97121
"266","2008-01-23",33.318848
