"","date","XBIO"
"1","2016-06-30",61.200001
"2","2016-07-01",60.599998
"3","2016-07-05",60.599998
"4","2016-07-06",60.599998
"5","2016-07-07",60.84
"6","2016-07-08",60.959999
"7","2016-07-11",57.720001
"8","2016-07-12",58.560001
"9","2016-07-13",60
"10","2016-07-14",49.080002
"11","2016-07-15",53.880001
"12","2016-07-18",49.200001
"13","2016-07-19",53.880001
"14","2016-07-20",53.759998
"15","2016-07-21",53.279999
"16","2016-07-22",53.279999
"17","2016-07-25",51
"18","2016-07-26",53.639999
"19","2016-07-27",53.880001
"20","2016-07-28",53.880001
"21","2016-07-29",53.400002
"22","2016-08-01",53.400002
"23","2016-08-02",55.080002
"24","2016-08-03",57.48
"25","2016-08-04",60.119999
"26","2016-08-05",51.720001
"27","2016-08-08",51.84
"28","2016-08-09",56.639999
"29","2016-08-10",56.639999
"30","2016-08-11",56.639999
"31","2016-08-12",54
"32","2016-08-15",54
"33","2016-08-16",54
"34","2016-08-17",54
"35","2016-08-18",56.400002
"36","2016-08-19",55.799999
"37","2016-08-22",56.400002
"38","2016-08-23",56.400002
"39","2016-08-24",58.200001
"40","2016-08-25",58.200001
"41","2016-08-26",58.200001
"42","2016-08-29",58.439999
"43","2016-08-30",58.439999
"44","2016-08-31",60.599998
"45","2016-09-01",60.599998
"46","2016-09-02",60.599998
"47","2016-09-06",54
"48","2016-09-07",54
"49","2016-09-08",54
"50","2016-09-09",54
"51","2016-09-12",51.599998
"52","2016-09-13",51.599998
"53","2016-09-14",46.200001
"54","2016-09-15",44.759998
"55","2016-09-16",41.400002
"56","2016-09-19",41.400002
"57","2016-09-20",40.799999
"58","2016-09-21",39.599998
"59","2016-09-22",39.599998
"60","2016-09-23",40.799999
"61","2016-09-26",50.400002
"62","2016-09-27",53.400002
"63","2016-09-28",60
"64","2016-09-29",60
"65","2016-09-30",54
"66","2016-10-03",54
"67","2016-10-04",54
"68","2016-10-05",48
"69","2016-10-06",48
"70","2016-10-07",54.599998
"71","2016-10-10",54.599998
"72","2016-10-11",54.599998
"73","2016-10-12",54.599998
"74","2016-10-13",54.599998
"75","2016-10-14",54.599998
"76","2016-10-17",54
"77","2016-10-18",52.799999
"78","2016-10-19",52.799999
"79","2016-10-20",52.799999
"80","2016-10-21",52.799999
"81","2016-10-24",57
"82","2016-10-25",54
"83","2016-10-26",54
"84","2016-10-27",54
"85","2016-10-28",57
"86","2016-10-31",55.200001
"87","2016-11-01",57
"88","2016-11-02",51
"89","2016-11-03",48
"90","2016-11-04",48
"91","2016-11-07",49.799999
"92","2016-11-08",49.799999
"93","2016-11-09",48
"94","2016-11-10",41.916
"95","2016-11-11",41.664001
"96","2016-11-14",41.664001
"97","2016-11-15",40.799999
"98","2016-11-16",40.799999
"99","2016-11-17",40.98
"100","2016-11-18",42
"101","2016-11-21",41.832001
"102","2016-11-22",40.967999
"103","2016-11-23",45
"104","2016-11-25",42
"105","2016-11-28",42
"106","2016-11-29",40.799999
"107","2016-11-30",44.639999
"108","2016-12-01",40.799999
"109","2016-12-02",40.883999
"110","2016-12-05",41.880001
"111","2016-12-06",40.799999
"112","2016-12-07",40.740002
"113","2016-12-08",42
"114","2016-12-09",40.883999
"115","2016-12-12",44.52
"116","2016-12-13",44.16
"117","2016-12-14",44.16
"118","2016-12-15",44.16
"119","2016-12-16",41.639999
"120","2016-12-19",41.976002
"121","2016-12-20",42.792
"122","2016-12-21",42.672001
"123","2016-12-22",42.720001
"124","2016-12-23",43.799999
"125","2016-12-27",43.799999
"126","2016-12-28",45
"127","2016-12-29",45.599998
"128","2016-12-30",51.599998
"129","2017-01-03",64.788002
"130","2017-01-04",58.391998
"131","2017-01-05",55.32
"132","2017-01-06",57.264
"133","2017-01-09",56.784
"134","2017-01-10",55.200001
"135","2017-01-11",54
"136","2017-01-12",54
"137","2017-01-13",53.916
"138","2017-01-17",53.939999
"139","2017-01-18",57.228001
"140","2017-01-19",58.68
"141","2017-01-20",58.32
"142","2017-01-23",57.012001
"143","2017-01-24",59.112
"144","2017-01-25",56.52
"145","2017-01-26",56.448002
"146","2017-01-27",56.448002
"147","2017-01-30",56.16
"148","2017-01-31",59.16
"149","2017-02-01",59.040001
"150","2017-02-02",57.096001
"151","2017-02-03",55.200001
"152","2017-02-06",54.647999
"153","2017-02-07",55.799999
"154","2017-02-08",55.799999
"155","2017-02-09",57.599998
"156","2017-02-10",58.403999
"157","2017-02-13",55.200001
"158","2017-02-14",54.48
"159","2017-02-15",54.084
