"","date","JBHT"
"1","2007-01-03",22.42
"2","2007-01-04",23.15
"3","2007-01-05",22.67
"4","2007-01-08",22.780001
"5","2007-01-09",23.43
"6","2007-01-10",23.200001
"7","2007-01-11",22.959999
"8","2007-01-12",23.610001
"9","2007-01-16",23.84
"10","2007-01-17",23.879999
"11","2007-01-18",23.879999
"12","2007-01-19",24.01
"13","2007-01-22",24.35
"14","2007-01-23",24.049999
"15","2007-01-24",24.16
"16","2007-01-25",23.57
"17","2007-01-26",23.35
"18","2007-01-29",23.889999
"19","2007-01-30",24.549999
"20","2007-01-31",25.129999
"21","2007-02-01",25.299999
"22","2007-02-02",25.040001
"23","2007-02-05",24.719999
"24","2007-02-06",25.08
"25","2007-02-07",25.389999
"26","2007-02-08",25.530001
"27","2007-02-09",25.370001
"28","2007-02-12",25.799999
"29","2007-02-13",26.65
"30","2007-02-14",26.549999
"31","2007-02-15",26.9
"32","2007-02-16",26.719999
"33","2007-02-20",27.309999
"34","2007-02-21",27.559999
"35","2007-02-22",27.860001
"36","2007-02-23",28.07
"37","2007-02-26",27.120001
"38","2007-02-27",26.25
"39","2007-02-28",26.559999
"40","2007-03-01",26.389999
"41","2007-03-02",25.809999
"42","2007-03-05",25.309999
"43","2007-03-06",25.450001
"44","2007-03-07",26.059999
"45","2007-03-08",25.879999
"46","2007-03-09",26.440001
"47","2007-03-12",26.6
"48","2007-03-13",25.68
"49","2007-03-14",25.280001
"50","2007-03-15",25.73
"51","2007-03-16",25.49
"52","2007-03-19",25.790001
"53","2007-03-20",26.34
"54","2007-03-21",26.49
"55","2007-03-22",27.379999
"56","2007-03-23",27.51
"57","2007-03-26",27.43
"58","2007-03-27",26.709999
"59","2007-03-28",26.43
"60","2007-03-29",26.280001
"61","2007-03-30",26.24
"62","2007-04-02",27.6
"63","2007-04-03",27.65
"64","2007-04-04",27.77
"65","2007-04-05",27.93
"66","2007-04-09",28.26
"67","2007-04-10",28.120001
"68","2007-04-11",27.940001
"69","2007-04-12",28.49
"70","2007-04-13",27.84
"71","2007-04-16",28.790001
"72","2007-04-17",28.68
"73","2007-04-18",28.389999
"74","2007-04-19",27.99
"75","2007-04-20",28.200001
"76","2007-04-23",28.27
"77","2007-04-24",28.030001
"78","2007-04-25",28.450001
"79","2007-04-26",28.09
"80","2007-04-27",27.67
"81","2007-04-30",27.059999
"82","2007-05-01",27.07
"83","2007-05-02",27.23
"84","2007-05-03",28.73
"85","2007-05-04",28.23
"86","2007-05-07",28.35
"87","2007-05-08",28.969999
"88","2007-05-09",29.030001
"89","2007-05-10",28.43
"90","2007-05-11",28.709999
"91","2007-05-14",28.32
"92","2007-05-15",28.5
"93","2007-05-16",29.040001
"94","2007-05-17",28.91
"95","2007-05-18",29.030001
"96","2007-05-21",29.15
"97","2007-05-22",29.209999
"98","2007-05-23",28.969999
"99","2007-05-24",28.370001
"100","2007-05-25",28.690001
"101","2007-05-29",28.84
"102","2007-05-30",29.17
"103","2007-05-31",29.139999
"104","2007-06-01",29.32
"105","2007-06-04",29.129999
"106","2007-06-05",29.48
"107","2007-06-06",29
"108","2007-06-07",28.450001
"109","2007-06-08",28.719999
"110","2007-06-11",28.67
"111","2007-06-12",27.969999
"112","2007-06-13",28.5
"113","2007-06-14",29.379999
"114","2007-06-15",29.540001
"115","2007-06-18",29.17
"116","2007-06-19",28.860001
"117","2007-06-20",28.299999
"118","2007-06-21",28.49
"119","2007-06-22",28.07
"120","2007-06-25",28.41
"121","2007-06-26",28.120001
"122","2007-06-27",29.379999
"123","2007-06-28",29.73
"124","2007-06-29",29.32
"125","2007-07-02",30.360001
"126","2007-07-03",30.76
"127","2007-07-05",30.5
"128","2007-07-06",30.700001
"129","2007-07-09",30.67
"130","2007-07-10",30.120001
"131","2007-07-11",30.870001
"132","2007-07-12",31.549999
"133","2007-07-13",31.65
"134","2007-07-16",30.98
"135","2007-07-17",30.4
"136","2007-07-18",29.74
"137","2007-07-19",29.860001
"138","2007-07-20",29.74
"139","2007-07-23",28.870001
"140","2007-07-24",28.32
"141","2007-07-25",28.26
"142","2007-07-26",27.68
"143","2007-07-27",27.700001
"144","2007-07-30",28.059999
"145","2007-07-31",27.93
"146","2007-08-01",28.049999
"147","2007-08-02",27.9
"148","2007-08-03",26.549999
"149","2007-08-06",26.879999
"150","2007-08-07",27.93
"151","2007-08-08",28.99
"152","2007-08-09",27.75
"153","2007-08-10",27.43
"154","2007-08-13",28.219999
"155","2007-08-14",27.389999
"156","2007-08-15",26.959999
"157","2007-08-16",27.129999
"158","2007-08-17",28.309999
"159","2007-08-20",28.709999
"160","2007-08-21",28.610001
"161","2007-08-22",29.17
"162","2007-08-23",28.860001
"163","2007-08-24",29.030001
"164","2007-08-27",28.940001
"165","2007-08-28",27.99
"166","2007-08-29",28.42
"167","2007-08-30",28.23
"168","2007-08-31",28.77
"169","2007-09-04",28.77
"170","2007-09-05",27.99
"171","2007-09-06",27.92
"172","2007-09-07",26.98
"173","2007-09-10",26.639999
"174","2007-09-11",27.389999
"175","2007-09-12",27.07
"176","2007-09-13",27.110001
"177","2007-09-14",27.68
"178","2007-09-17",27.15
"179","2007-09-18",28.709999
"180","2007-09-19",28.09
"181","2007-09-20",26.85
"182","2007-09-21",26.35
"183","2007-09-24",25.780001
"184","2007-09-25",26.190001
"185","2007-09-26",25.99
"186","2007-09-27",26.1
"187","2007-09-28",26.299999
"188","2007-10-01",26.620001
"189","2007-10-02",26.940001
"190","2007-10-03",26.309999
"191","2007-10-04",25.74
"192","2007-10-05",27.07
"193","2007-10-08",26.27
"194","2007-10-09",26.75
"195","2007-10-10",26.93
"196","2007-10-11",27.09
"197","2007-10-12",27.959999
"198","2007-10-15",27.32
"199","2007-10-16",26.9
"200","2007-10-17",26.99
"201","2007-10-18",26.76
"202","2007-10-19",27.110001
"203","2007-10-22",27.450001
"204","2007-10-23",28.57
"205","2007-10-24",27.93
"206","2007-10-25",27.93
"207","2007-10-26",27.889999
"208","2007-10-29",27.67
"209","2007-10-30",27.110001
"210","2007-10-31",27.719999
"211","2007-11-01",26.959999
"212","2007-11-02",26.98
"213","2007-11-05",26.959999
"214","2007-11-06",27.059999
"215","2007-11-07",26.049999
"216","2007-11-08",26.290001
"217","2007-11-09",26.1
