"","date","VRRM"
"264","2018-04-11",10.05
"265","2018-04-12",10.05
"266","2018-04-13",10.05
"267","2018-04-16",10.05
"268","2018-04-17",10.05
"269","2018-04-18",10.05
"270","2018-04-19",10.02
"271","2018-04-20",10.08
"272","2018-04-23",10.09
"273","2018-04-24",10.1
"274","2018-04-25",10.09
"275","2018-04-26",10.09
"276","2018-04-27",10.09
"277","2018-04-30",10.06
"278","2018-05-01",10.06
"279","2018-05-02",10.06
"280","2018-05-03",10.06
"281","2018-05-04",10.05
"282","2018-05-07",10.05
"283","2018-05-08",10.05
"284","2018-05-09",10.05
"285","2018-05-10",10.04
"286","2018-05-11",10.03
"287","2018-05-14",10.03
"288","2018-05-15",10.005
"289","2018-05-16",10.005
"290","2018-05-17",10.005
"291","2018-05-18",10
"292","2018-05-21",10.02
"293","2018-05-22",10.02
"294","2018-05-23",10.04
"295","2018-05-24",10.12
"296","2018-05-25",10.12
"297","2018-05-29",10.12
"298","2018-05-30",10.12
"299","2018-05-31",10
"300","2018-06-01",10
"301","2018-06-04",10
"302","2018-06-05",10.04
"303","2018-06-06",10.04
"304","2018-06-07",10.07
"305","2018-06-08",10.05
"306","2018-06-11",10.05
"307","2018-06-12",10.077
"308","2018-06-13",10.01
"309","2018-06-14",10.055
"310","2018-06-15",10.055
"311","2018-06-18",10.05
"312","2018-06-19",10.04
"313","2018-06-20",10.08
"314","2018-06-21",10.17
"315","2018-06-22",10.17
"316","2018-06-25",10.15
"317","2018-06-26",10.172
"318","2018-06-27",10.18
"319","2018-06-28",10.17
"320","2018-06-29",10.155
"321","2018-07-02",10.18
"322","2018-07-03",10.16
"323","2018-07-05",10.35
"324","2018-07-06",10.19
"325","2018-07-09",10.15
"326","2018-07-10",10.13
"327","2018-07-11",10.14
"328","2018-07-12",10.15
"329","2018-07-13",10.16
"330","2018-07-16",10.17
"331","2018-07-17",10.14
"332","2018-07-18",10.16
"333","2018-07-19",10.16
"334","2018-07-20",10.15
"335","2018-07-23",10.16
"336","2018-07-24",10.18
"337","2018-07-25",10.17
"338","2018-07-26",10.2
"339","2018-07-27",10.24
"340","2018-07-30",10.25
"341","2018-07-31",10.26
"342","2018-08-01",10.3
"343","2018-08-02",10.26
"344","2018-08-03",10.285
"345","2018-08-06",10.28
"346","2018-08-07",10.27
"347","2018-08-08",10.36
"348","2018-08-09",10.37
"349","2018-08-10",10.45
"350","2018-08-13",10.4
"351","2018-08-14",10.35
"352","2018-08-15",10.33
"353","2018-08-16",10.33
"354","2018-08-17",10.28
"355","2018-08-20",10.27
"356","2018-08-21",10.24
"357","2018-08-22",10.25
"358","2018-08-23",10.25
"359","2018-08-24",10.26
"360","2018-08-27",10.3
"361","2018-08-28",10.3
"362","2018-08-29",10.27
"363","2018-08-30",10.32
"364","2018-08-31",10.33
"365","2018-09-04",10.36
"366","2018-09-05",10.38
"367","2018-09-06",10.35
"368","2018-09-07",10.34
"369","2018-09-10",10.37
"370","2018-09-11",10.37
"371","2018-09-12",10.43
"372","2018-09-13",10.45
"373","2018-09-14",10.45
"374","2018-09-17",10.42
"375","2018-09-18",10.42
"376","2018-09-19",10.55
"377","2018-09-20",10.48
"378","2018-09-21",10.48
"379","2018-09-24",10.46
"380","2018-09-25",10.49
"381","2018-09-26",10.43
"382","2018-09-27",10.52
"383","2018-09-28",10.62
"384","2018-10-01",10.69
"385","2018-10-02",10.84
"386","2018-10-03",10.72
"387","2018-10-04",10.68
"388","2018-10-05",10.595
"389","2018-10-08",10.6
"390","2018-10-09",10.49
"391","2018-10-10",10.28
"392","2018-10-11",10.18
"393","2018-10-12",10.2
"394","2018-10-15",10.31
"395","2018-10-16",10.49
"396","2018-10-17",10.51
"397","2018-10-18",10.73
"398","2018-10-19",10.71
"399","2018-10-22",10.5
"400","2018-10-23",10.13
"401","2018-10-24",10.09
"402","2018-10-25",10.15
"403","2018-10-26",10
"404","2018-10-29",9.68
"405","2018-10-30",9.46
"406","2018-10-31",9.39
"407","2018-11-01",9.68
"408","2018-11-02",9.98
"409","2018-11-05",9.89
"410","2018-11-06",10
"411","2018-11-07",10.02
"412","2018-11-08",10.05
"413","2018-11-09",10.46
"414","2018-11-12",10.49
"415","2018-11-13",10.39
"416","2018-11-14",10.18
"417","2018-11-15",10.14
"418","2018-11-16",10.01
"419","2018-11-19",9.83
"420","2018-11-20",9.57
"421","2018-11-21",9.83
"422","2018-11-23",9.92
"423","2018-11-26",9.88
"424","2018-11-27",9.81
"425","2018-11-28",10.06
"426","2018-11-29",10.08
"427","2018-11-30",10
"428","2018-12-03",10.04
"429","2018-12-04",9.92
"430","2018-12-06",9.92
"431","2018-12-07",9.84
"432","2018-12-10",9.84
"433","2018-12-11",9.83
"434","2018-12-12",9.92
"435","2018-12-13",9.98
"436","2018-12-14",9.75
"437","2018-12-17",9.9
"438","2018-12-18",9.87
"439","2018-12-19",9.93
"440","2018-12-20",10.12
"441","2018-12-21",9.8
"442","2018-12-24",9.4
"443","2018-12-26",9.79
"444","2018-12-27",10.08
"445","2018-12-28",9.91
"446","2018-12-31",9.76
"447","2019-01-02",9.6
"448","2019-01-03",9.13
"449","2019-01-04",9.45
"450","2019-01-07",9.43
"451","2019-01-08",9.53
"452","2019-01-09",9.77
"453","2019-01-10",9.92
"454","2019-01-11",9.62
"455","2019-01-14",9.25
"456","2019-01-15",9.36
"457","2019-01-16",9.44
"458","2019-01-17",9.49
"459","2019-01-18",9.6
"460","2019-01-22",9.71
"461","2019-01-23",10
"462","2019-01-24",10.15
"463","2019-01-25",10.32
"464","2019-01-28",10.4
"465","2019-01-29",10.34
"466","2019-01-30",10.32
"467","2019-01-31",10.46
"468","2019-02-01",10.41
"469","2019-02-04",10.42
"470","2019-02-05",10.34
"471","2019-02-06",10.25
"472","2019-02-07",10.25
"473","2019-02-08",10.2
"474","2019-02-11",10.3
"475","2019-02-12",10.64
"476","2019-02-13",10.82
"477","2019-02-14",10.89
"478","2019-02-15",11.09
"479","2019-02-19",11.07
"480","2019-02-20",10.99
"481","2019-02-21",10.83
"482","2019-02-22",10.91
"483","2019-02-25",10.94
"484","2019-02-26",10.89
"485","2019-02-27",10.65
"486","2019-02-28",10.6
"487","2019-03-01",10.6
"488","2019-03-04",10.7
"489","2019-03-05",10.67
"490","2019-03-06",10.54
"491","2019-03-07",10.33
"492","2019-03-08",10.22
"493","2019-03-11",10.31
"494","2019-03-12",10.42
"495","2019-03-13",10.69
"496","2019-03-14",10.7
"497","2019-03-15",10.75
"498","2019-03-18",10.91
"499","2019-03-19",10.55
"500","2019-03-20",10.43
"501","2019-03-21",10.28
"502","2019-03-22",10.46
"503","2019-03-25",10.44
"504","2019-03-26",10.46
"505","2019-03-27",10.6
"506","2019-03-28",11.45
"507","2019-03-29",11.9
"508","2019-04-01",12.26
"509","2019-04-02",12.26
"510","2019-04-03",12.46
"511","2019-04-04",12.81
"512","2019-04-05",12.46
"513","2019-04-08",12.45
"514","2019-04-09",12.51
"515","2019-04-10",12.85
"516","2019-04-11",12.95
"517","2019-04-12",13.1
"518","2019-04-15",13.4
"519","2019-04-16",13.7
"520","2019-04-17",13.45
"521","2019-04-18",13.19
"522","2019-04-22",13.13
"523","2019-04-23",13.08
"524","2019-04-24",13.26
"525","2019-04-25",13.33
"526","2019-04-26",13.66
"527","2019-04-29",13.5
"528","2019-04-30",13.52
"529","2019-05-01",13.33
"530","2019-05-02",12.94
"531","2019-05-03",13.37
"532","2019-05-06",13.22
"533","2019-05-07",13.89
"534","2019-05-08",14
"535","2019-05-09",14.48
"536","2019-05-10",14.8
"537","2019-05-13",14.86
"538","2019-05-14",14.81
"539","2019-05-15",14.75
"540","2019-05-16",14.94
"541","2019-05-17",14.75
"542","2019-05-20",14.74
"543","2019-05-21",14.63
"544","2019-05-22",14.24
"545","2019-05-23",13.77
"546","2019-05-24",14.1
"547","2019-05-28",14.19
"548","2019-05-29",14.02
"549","2019-05-30",13.91
"550","2019-05-31",13.98
"551","2019-06-03",13.8
"552","2019-06-04",13.28
"553","2019-06-05",12.79
"554","2019-06-06",12.53
"555","2019-06-07",12.51
"556","2019-06-10",12.36
"557","2019-06-11",12.36
"558","2019-06-12",12.36
"559","2019-06-13",12.43
"560","2019-06-14",12.45
"561","2019-06-17",12.69
"562","2019-06-18",12.67
"563","2019-06-19",12.52
"564","2019-06-20",12.86
"565","2019-06-21",13.2
"566","2019-06-24",12.99
"567","2019-06-25",12.59
"568","2019-06-26",12.51
"569","2019-06-27",12.56
"570","2019-06-28",13.09
"571","2019-07-01",13.64
"572","2019-07-02",13.18
"573","2019-07-03",13.33
"574","2019-07-05",13.39
"575","2019-07-08",13.2
"576","2019-07-09",13.46
"577","2019-07-10",13.72
"578","2019-07-11",13.55
"579","2019-07-12",13.67
"580","2019-07-15",13.62
"581","2019-07-16",13.76
"582","2019-07-17",13.72
"583","2019-07-18",13.87
"584","2019-07-19",13.79
"585","2019-07-22",13.79
"586","2019-07-23",13.83
"587","2019-07-24",13.84
"588","2019-07-25",13.85
"589","2019-07-26",13.95
"590","2019-07-29",13.81
"591","2019-07-30",13.86
"592","2019-07-31",13.85
"593","2019-08-01",13.67
"594","2019-08-02",13.39
"595","2019-08-05",12.85
"596","2019-08-06",12.99
"597","2019-08-07",13.69
"598","2019-08-08",13.95
"599","2019-08-09",13.96
"600","2019-08-12",13.99
"601","2019-08-13",13.99
"602","2019-08-14",13.82
"603","2019-08-15",13.78
"604","2019-08-16",13.91
"605","2019-08-19",13.82
"606","2019-08-20",13.92
"607","2019-08-21",13.9
"608","2019-08-22",13.99
"609","2019-08-23",13.69
"610","2019-08-26",13.59
"611","2019-08-27",13.52
"612","2019-08-28",13.69
"613","2019-08-29",13.79
"614","2019-08-30",13.92
"615","2019-09-03",13.96
"616","2019-09-04",14.1
"617","2019-09-05",14.18
"618","2019-09-06",14.43
"619","2019-09-09",14.22
"620","2019-09-10",14.44
"621","2019-09-11",14.92
"622","2019-09-12",14.96
"623","2019-09-13",14.85
"624","2019-09-16",14.9
"625","2019-09-17",14.75
"626","2019-09-18",14.74
"627","2019-09-19",14.54
"628","2019-09-20",14.55
"629","2019-09-23",14.39
"630","2019-09-24",14.2
"631","2019-09-25",14.26
"632","2019-09-26",14.12
"633","2019-09-27",13.805
"634","2019-09-30",14.35
"635","2019-10-01",13.89
"636","2019-10-02",13.84
"637","2019-10-03",13.855
"638","2019-10-04",13.97
"639","2019-10-07",13.98
"640","2019-10-08",14.2
"641","2019-10-09",14.04
"642","2019-10-10",13.99
"643","2019-10-11",14.045
"644","2019-10-14",13.96
"645","2019-10-15",14.02
"646","2019-10-16",14.21
"647","2019-10-17",14.59
"648","2019-10-18",14.3
"649","2019-10-21",14.22
"650","2019-10-22",14.04
"651","2019-10-23",13.87
"652","2019-10-24",13.88
"653","2019-10-25",13.84
"654","2019-10-28",14.28
"655","2019-10-29",14.38
"656","2019-10-30",14.32
"657","2019-10-31",14.35
"658","2019-11-01",15
"659","2019-11-04",14.7
"660","2019-11-05",14.74
"661","2019-11-06",15.1
"662","2019-11-07",14.93
"663","2019-11-08",14.79
"664","2019-11-11",14.86
"665","2019-11-12",14.68
"666","2019-11-13",14.7
"667","2019-11-14",14.33
"668","2019-11-15",14.58
"669","2019-11-18",14.58
"670","2019-11-19",14.77
"671","2019-11-20",14.51
"672","2019-11-21",14.69
"673","2019-11-22",14.53
"674","2019-11-25",14.86
"675","2019-11-26",14.92
"676","2019-11-27",15
"677","2019-11-29",14.97
"678","2019-12-02",14.78
"679","2019-12-03",14.91
"680","2019-12-04",14.21
"681","2019-12-05",14.28
"682","2019-12-06",14.37
"683","2019-12-09",14.255
"684","2019-12-10",14.08
"685","2019-12-11",14.16
"686","2019-12-12",14.1
"687","2019-12-13",14.24
"688","2019-12-16",14.35
"689","2019-12-17",14.37
"690","2019-12-18",14.39
"691","2019-12-19",14.205
"692","2019-12-20",14.24
"693","2019-12-23",14.045
"694","2019-12-24",14.13
"695","2019-12-26",13.95
"696","2019-12-27",14.04
"697","2019-12-30",13.93
"698","2019-12-31",13.99
"699","2020-01-02",14.13
"700","2020-01-03",14.04
"701","2020-01-06",14.15
"702","2020-01-07",13.96
"703","2020-01-08",14.16
"704","2020-01-09",14.49
"705","2020-01-10",14.64
"706","2020-01-13",14.8
"707","2020-01-14",14.91
"708","2020-01-15",14.76
"709","2020-01-16",15.04
"710","2020-01-17",15.25
"711","2020-01-21",15.145
"712","2020-01-22",15.47
"713","2020-01-23",15.97
"714","2020-01-24",16.379999
"715","2020-01-27",16.01
"716","2020-01-28",16.26
"717","2020-01-29",16.030001
"718","2020-01-30",16.225
"719","2020-01-31",15.93
"720","2020-02-03",16.02
"721","2020-02-04",16.395
"722","2020-02-05",16.535
"723","2020-02-06",16.49
"724","2020-02-07",16.16
"725","2020-02-10",16.25
"726","2020-02-11",16.17
"727","2020-02-12",16.43
"728","2020-02-13",16.629999
"729","2020-02-14",16.59
"730","2020-02-18",16.639999
"731","2020-02-19",17
"732","2020-02-20",17.030001
"733","2020-02-21",17
"734","2020-02-24",16.91
"735","2020-02-25",16.49
"736","2020-02-26",15.91
"737","2020-02-27",15.18
"738","2020-02-28",15.145
"739","2020-03-02",14.91
"740","2020-03-03",14.55
"741","2020-03-04",14.61
"742","2020-03-05",12.62
"743","2020-03-06",12.06
"744","2020-03-09",11.14
"745","2020-03-10",10.88
"746","2020-03-11",9.81
"747","2020-03-12",7.96
"748","2020-03-13",8.36
"749","2020-03-16",6.49
"750","2020-03-17",7.06
"751","2020-03-18",5.88
"752","2020-03-19",6.51
"753","2020-03-20",6.35
"754","2020-03-23",5.85
"755","2020-03-24",6.45
"756","2020-03-25",6.87
"757","2020-03-26",7.25
"758","2020-03-27",6.81
"759","2020-03-30",7.14
"760","2020-03-31",7.14
"761","2020-04-01",6.28
"762","2020-04-02",6.75
"763","2020-04-03",6.35
"764","2020-04-06",6.87
"765","2020-04-07",7.07
"766","2020-04-08",7.54
"767","2020-04-09",8.2
"768","2020-04-13",8.02
"769","2020-04-14",8.18
"770","2020-04-15",7.68
"771","2020-04-16",7.14
"772","2020-04-17",7.3
"773","2020-04-20",7.12
"774","2020-04-21",6.83
"775","2020-04-22",6.95
"776","2020-04-23",7.07
"777","2020-04-24",7.34
"778","2020-04-27",8.29
"779","2020-04-28",8.67
"780","2020-04-29",9.38
"781","2020-04-30",8.96
"782","2020-05-01",8.42
"783","2020-05-04",8.79
"784","2020-05-05",8.47
"785","2020-05-06",8.34
"786","2020-05-07",8.85
"787","2020-05-08",9.05
"788","2020-05-11",9.11
"789","2020-05-12",9.5
"790","2020-05-13",8.78
"791","2020-05-14",9.12
"792","2020-05-15",9.59
"793","2020-05-18",10.09
"794","2020-05-19",9.88
"795","2020-05-20",10.22
"796","2020-05-21",10.13
"797","2020-05-22",10.17
"798","2020-05-26",10.35
"799","2020-05-27",10.95
"800","2020-05-28",10.87
"801","2020-05-29",10.91
"802","2020-06-01",11.28
"803","2020-06-02",11.44
"804","2020-06-03",12.63
"805","2020-06-04",11.9
"806","2020-06-05",12.37
"807","2020-06-08",12.55
"808","2020-06-09",12.1
"809","2020-06-10",11.79
"810","2020-06-11",10.645
"811","2020-06-12",11.32
"812","2020-06-15",11.3
"813","2020-06-16",11.38
"814","2020-06-17",11.07
"815","2020-06-18",11.235
"816","2020-06-19",10.91
"817","2020-06-22",10.95
"818","2020-06-23",10.87
"819","2020-06-24",10.34
"820","2020-06-25",10.27
"821","2020-06-26",10.01
"822","2020-06-29",10.36
"823","2020-06-30",10.28
"824","2020-07-01",10.58
"825","2020-07-02",10.69
"826","2020-07-06",10.3
"827","2020-07-07",9.94
"828","2020-07-08",10.05
"829","2020-07-09",9.84
"830","2020-07-10",9.73
"831","2020-07-13",9.93
"832","2020-07-14",9.83
"833","2020-07-15",10.83
"834","2020-07-16",10.83
"835","2020-07-17",10.89
"836","2020-07-20",10.72
"837","2020-07-21",10.82
"838","2020-07-22",10.78
"839","2020-07-23",10.83
"840","2020-07-24",10.63
"841","2020-07-27",10.78
"842","2020-07-28",10.5
"843","2020-07-29",10.59
"844","2020-07-30",10.36
"845","2020-07-31",10.23
"846","2020-08-03",10.37
"847","2020-08-04",10.72
"848","2020-08-05",10.96
"849","2020-08-06",11.14
"850","2020-08-07",11.31
"851","2020-08-10",11.15
"852","2020-08-11",11.24
"853","2020-08-12",11.28
"854","2020-08-13",11.245
"855","2020-08-14",11.16
"856","2020-08-17",11.26
"857","2020-08-18",10.97
"858","2020-08-19",10.64
"859","2020-08-20",10.56
"860","2020-08-21",10.58
"861","2020-08-24",11.21
"862","2020-08-25",11.235
"863","2020-08-26",10.85
"864","2020-08-27",11.02
"865","2020-08-28",10.78
"866","2020-08-31",10.565
"867","2020-09-01",10.85
"868","2020-09-02",10.83
"869","2020-09-03",10.34
"870","2020-09-04",10.23
"871","2020-09-08",10.05
"872","2020-09-09",10.06
"873","2020-09-10",10.39
"874","2020-09-11",10.09
"875","2020-09-14",10.16
"876","2020-09-15",10.12
"877","2020-09-16",9.94
"878","2020-09-17",9.97
"879","2020-09-18",9.69
"880","2020-09-21",9.25
"881","2020-09-22",9.64
"882","2020-09-23",9.41
"883","2020-09-24",9.27
"884","2020-09-25",9.54
"885","2020-09-28",9.76
"886","2020-09-29",9.65
"887","2020-09-30",9.66
"888","2020-10-01",10.07
"889","2020-10-02",10.11
"890","2020-10-05",10.18
"891","2020-10-06",10.31
"892","2020-10-07",10.34
"893","2020-10-08",10.57
"894","2020-10-09",10.74
"895","2020-10-12",10.67
"896","2020-10-13",10.26
"897","2020-10-14",10.28
"898","2020-10-15",10.24
"899","2020-10-16",10.21
"900","2020-10-19",10
"901","2020-10-20",10.15
"902","2020-10-21",10.22
"903","2020-10-22",10.52
"904","2020-10-23",10.8
"905","2020-10-26",10.29
"906","2020-10-27",10.06
"907","2020-10-28",9.56
"908","2020-10-29",9.61
"909","2020-10-30",9.61
"910","2020-11-02",9.6
"911","2020-11-03",10.06
"912","2020-11-04",10.15
"913","2020-11-05",10.495
"914","2020-11-06",10.24
"915","2020-11-09",12
"916","2020-11-10",12.03
"917","2020-11-11",11.93
"918","2020-11-12",11.59
"919","2020-11-13",11.96
"920","2020-11-16",12.35
"921","2020-11-17",12.44
"922","2020-11-18",12.23
"923","2020-11-19",12.12
"924","2020-11-20",12.38
"925","2020-11-23",12.755
"926","2020-11-24",12.94
"927","2020-11-25",13.02
"928","2020-11-27",12.72
