"","date","SIX"
"89","2010-09-15",10.625
"90","2010-09-16",10.6475
"91","2010-09-17",11.125
"92","2010-09-20",11.0625
"93","2010-09-21",10.9975
"94","2010-09-22",11.01
"95","2010-09-23",10.955
"96","2010-09-24",11.01
"97","2010-09-27",11.025
"98","2010-09-28",10.9925
"99","2010-09-29",11.015
"100","2010-09-30",10.99
"101","2010-10-01",11.0025
"102","2010-10-04",10.8775
"103","2010-10-05",11.2275
"104","2010-10-06",11.24
"105","2010-10-07",11.2675
"106","2010-10-08",11.2575
"107","2010-10-11",11.09
"108","2010-10-12",11.61
"109","2010-10-13",12.005
"110","2010-10-14",11.975
"111","2010-10-15",12.0625
"112","2010-10-18",11.725
"113","2010-10-19",11.6825
"114","2010-10-20",11.9275
"115","2010-10-21",12.185
"116","2010-10-22",12.465
"117","2010-10-25",12.875
"118","2010-10-26",12.825
"119","2010-10-27",12.8075
"120","2010-10-28",12.755
"121","2010-10-29",12.82
"122","2010-11-01",12.7675
"123","2010-11-02",13.0575
"124","2010-11-03",12.65
"125","2010-11-04",13.1875
"126","2010-11-05",13.355
"127","2010-11-08",13.0525
"128","2010-11-09",13
"129","2010-11-10",13.0625
"130","2010-11-11",13.15
"131","2010-11-12",13.11
"132","2010-11-15",13.2175
"133","2010-11-16",13.2325
"134","2010-11-17",13.085
"135","2010-11-18",13.1075
"136","2010-11-19",13
"137","2010-11-22",12.9925
"138","2010-11-23",12.755
"139","2010-11-24",12.8125
"140","2010-11-26",12.7775
"141","2010-11-29",13.03
"142","2010-11-30",13.5625
"143","2010-12-01",13.275
"144","2010-12-02",13.33
"145","2010-12-03",13.25
"146","2010-12-06",13.3975
"147","2010-12-07",13.6675
"148","2010-12-08",13.75
"149","2010-12-09",13.875
"150","2010-12-10",13.855
"151","2010-12-13",14.005
"152","2010-12-14",13.995
"153","2010-12-15",14.005
"154","2010-12-16",14.0225
"155","2010-12-17",14.0625
"156","2010-12-20",14.1625
"157","2010-12-21",14.05
"158","2010-12-22",14.075
"159","2010-12-23",13.9725
"160","2010-12-27",13.865
"161","2010-12-28",13.6675
"162","2010-12-29",13.5925
"163","2010-12-30",13.6575
"164","2010-12-31",13.6
"165","2011-01-03",13.705
"166","2011-01-04",13.7125
"167","2011-01-05",14.035
"168","2011-01-06",14
"169","2011-01-07",14.145
"170","2011-01-10",14.35
"171","2011-01-11",14.5825
"172","2011-01-12",14.595
"173","2011-01-13",14.705
"174","2011-01-14",14.445
"175","2011-01-18",14.5
"176","2011-01-19",14.3675
"177","2011-01-20",13.955
"178","2011-01-21",14.115
"179","2011-01-24",14.335
"180","2011-01-25",14.58
"181","2011-01-26",14.625
"182","2011-01-27",14.825
"183","2011-01-28",14.7725
"184","2011-01-31",14.835
"185","2011-02-01",14.9725
"186","2011-02-02",14.9875
"187","2011-02-03",15.2775
"188","2011-02-04",15.2425
"189","2011-02-07",15.2325
"190","2011-02-08",15.25
"191","2011-02-09",15.2175
"192","2011-02-10",15.125
"193","2011-02-11",15.09
"194","2011-02-14",15.125
"195","2011-02-15",15.045
"196","2011-02-16",15.18
"197","2011-02-17",15.23
"198","2011-02-18",15.625
"199","2011-02-22",15.24
"200","2011-02-23",14.995
"201","2011-02-24",14.9025
"202","2011-02-25",15.47
"203","2011-02-28",15.59
"204","2011-03-01",15.51
"205","2011-03-02",15.675
"206","2011-03-03",15.6125
"207","2011-03-04",15.6625
"208","2011-03-07",15.7175
"209","2011-03-08",15.665
"210","2011-03-09",16.422501
"211","2011-03-10",16.3375
"212","2011-03-11",16.82
"213","2011-03-14",16.9
"214","2011-03-15",16.945
"215","2011-03-16",16.945
"216","2011-03-17",16.950001
"217","2011-03-18",17.559999
"218","2011-03-21",17.737499
"219","2011-03-22",17.772499
"220","2011-03-23",17.557501
"221","2011-03-24",17.7425
"222","2011-03-25",17.745001
"223","2011-03-28",17.799999
"224","2011-03-29",17.969999
"225","2011-03-30",18.105
"226","2011-03-31",18
"227","2011-04-01",18.280001
"228","2011-04-04",18.282499
"229","2011-04-05",18.125
"230","2011-04-06",18.075001
"231","2011-04-07",18.205
"232","2011-04-08",17.940001
"233","2011-04-11",17.475
"234","2011-04-12",17.0825
"235","2011-04-13",17.0625
"236","2011-04-14",17.184999
"237","2011-04-15",17.629999
"238","2011-04-18",17.514999
"239","2011-04-19",16.985001
"240","2011-04-20",17.387501
"241","2011-04-21",17.635
"242","2011-04-25",17.594999
"243","2011-04-26",17.575001
"244","2011-04-27",17.545
"245","2011-04-28",17.147499
"246","2011-04-29",17.1325
"247","2011-05-02",17.702499
"248","2011-05-03",17.540001
"249","2011-05-04",18.075001
"250","2011-05-05",18.450001
"251","2011-05-06",18.852501
"252","2011-05-09",19.0425
"253","2011-05-10",19.23
"254","2011-05-11",19.3475
"255","2011-05-12",19.344999
"256","2011-05-13",19.3825
"257","2011-05-16",19.165001
"258","2011-05-17",19.612499
"259","2011-05-18",19.055
"260","2011-05-19",18.997499
"261","2011-05-20",19.07
"262","2011-05-23",18.772499
"263","2011-05-24",18.5175
"264","2011-05-25",18.5
"265","2011-05-26",18.639999
"266","2011-05-27",19.137501
"267","2011-05-31",19.924999
"268","2011-06-01",19.6
"269","2011-06-02",19.67
"270","2011-06-03",19.377501
"271","2011-06-06",18.9175
"272","2011-06-07",18.752501
"273","2011-06-08",18.622499
"274","2011-06-09",18.6525
"275","2011-06-10",18.379999
"276","2011-06-13",17.967501
"277","2011-06-14",18.200001
"278","2011-06-15",17.9575
"279","2011-06-16",18.035
"280","2011-06-17",18.2325
"281","2011-06-20",18.4625
"282","2011-06-21",18.65
"283","2011-06-22",18.6775
"284","2011-06-23",18.5725
"285","2011-06-24",18.387501
"286","2011-06-27",18.205
"287","2011-06-28",18.924999
"288","2011-06-29",18.825001
"289","2011-06-30",18.725
"290","2011-07-01",19.209999
"291","2011-07-05",19.5
"292","2011-07-06",19.5
"293","2011-07-07",19.834999
"294","2011-07-08",19.475
"295","2011-07-11",18.620001
"296","2011-07-12",18.275
"297","2011-07-13",18.264999
"298","2011-07-14",17.715
"299","2011-07-15",17.504999
"300","2011-07-18",17.485001
"301","2011-07-19",17.764999
"302","2011-07-20",17.735001
"303","2011-07-21",17.91
"304","2011-07-22",17.725
"305","2011-07-25",18.219999
"306","2011-07-26",18.440001
"307","2011-07-27",18.004999
"308","2011-07-28",17.565001
"309","2011-07-29",17.605
"310","2011-08-01",17.445
"311","2011-08-02",16.76
"312","2011-08-03",16.790001
"313","2011-08-04",16.025
"314","2011-08-05",15.78
"315","2011-08-08",14.99
"316","2011-08-09",16.165001
"317","2011-08-10",15.63
"318","2011-08-11",16.385
"319","2011-08-12",16.309999
"320","2011-08-15",16.43
"321","2011-08-16",15.99
"322","2011-08-17",15.895
"323","2011-08-18",15.445
"324","2011-08-19",15.49
"325","2011-08-22",15.425
"326","2011-08-23",16.195
"327","2011-08-24",16.809999
"328","2011-08-25",16.84
"329","2011-08-26",16.885
"330","2011-08-29",16.99
"331","2011-08-30",16.98
"332","2011-08-31",16.775
"333","2011-09-01",16.219999
"334","2011-09-02",15.795
"335","2011-09-06",15.055
"336","2011-09-07",16.004999
"337","2011-09-08",15.66
"338","2011-09-09",15.36
"339","2011-09-12",15.255
"340","2011-09-13",15.65
"341","2011-09-14",16.190001
"342","2011-09-15",15.95
"343","2011-09-16",16.01
"344","2011-09-19",15.835
"345","2011-09-20",15.64
"346","2011-09-21",15.135
"347","2011-09-22",14.465
"348","2011-09-23",14.635
"349","2011-09-26",14.935
"350","2011-09-27",15.325
"351","2011-09-28",14.995
"352","2011-09-29",14.78
"353","2011-09-30",13.86
"354","2011-10-03",12.895
"355","2011-10-04",13.21
"356","2011-10-05",13.34
"357","2011-10-06",14.265
"358","2011-10-07",14.065
"359","2011-10-10",14.68
"360","2011-10-11",14.67
"361","2011-10-12",14.805
"362","2011-10-13",14.63
"363","2011-10-14",14.75
"364","2011-10-17",14.44
"365","2011-10-18",14.51
"366","2011-10-19",14.55
"367","2011-10-20",14.7
"368","2011-10-21",15.435
"369","2011-10-24",16.4
"370","2011-10-25",16.370001
"371","2011-10-26",16.584999
"372","2011-10-27",17.945
"373","2011-10-28",18.334999
"374","2011-10-31",17.950001
"375","2011-11-01",17.559999
"376","2011-11-02",18.145
"377","2011-11-03",18.620001
"378","2011-11-04",18.225
"379","2011-11-07",18.299999
"380","2011-11-08",18.594999
"381","2011-11-09",17.9
"382","2011-11-10",18.094999
"383","2011-11-11",18.5
"384","2011-11-14",18.25
"385","2011-11-15",18.290001
"386","2011-11-16",17.855
"387","2011-11-17",17.77
"388","2011-11-18",18.195
"389","2011-11-21",17.825001
"390","2011-11-22",17.955
"391","2011-11-23",17.969999
"392","2011-11-25",17.84
"393","2011-11-28",18.315001
"394","2011-11-29",18.24
"395","2011-11-30",19
"396","2011-12-01",19.620001
"397","2011-12-02",19.135
"398","2011-12-05",19.530001
"399","2011-12-06",19.615
"400","2011-12-07",19.540001
"401","2011-12-08",18.9
"402","2011-12-09",19.174999
"403","2011-12-12",19.055
"404","2011-12-13",18.85
"405","2011-12-14",18.665001
"406","2011-12-15",19.125
"407","2011-12-16",19.09
"408","2011-12-19",18.74
"409","2011-12-20",19.665001
"410","2011-12-21",20.24
"411","2011-12-22",20.365
"412","2011-12-23",20.625
"413","2011-12-27",20.535
"414","2011-12-28",20.5
"415","2011-12-29",20.690001
"416","2011-12-30",20.620001
"417","2012-01-03",20.684999
"418","2012-01-04",20.639999
"419","2012-01-05",20.469999
"420","2012-01-06",20.43
"421","2012-01-09",20.469999
"422","2012-01-10",20.76
"423","2012-01-11",20.799999
"424","2012-01-12",20.934999
"425","2012-01-13",20.889999
"426","2012-01-17",20.879999
"427","2012-01-18",20.950001
"428","2012-01-19",21.25
"429","2012-01-20",21.32
"430","2012-01-23",21.25
"431","2012-01-24",21.450001
"432","2012-01-25",21.790001
"433","2012-01-26",21.93
"434","2012-01-27",21.950001
"435","2012-01-30",21.77
"436","2012-01-31",21.915001
"437","2012-02-01",21.985001
"438","2012-02-02",21.74
"439","2012-02-03",22
"440","2012-02-06",22.055
"441","2012-02-07",21.895
"442","2012-02-08",21.945
"443","2012-02-09",23.620001
"444","2012-02-10",23.540001
"445","2012-02-13",23.715
"446","2012-02-14",23.709999
"447","2012-02-15",23.219999
"448","2012-02-16",23.105
"449","2012-02-17",23.535
"450","2012-02-21",23.360001
"451","2012-02-22",23.139999
"452","2012-02-23",23.120001
"453","2012-02-24",23.129999
"454","2012-02-27",23.065001
"455","2012-02-28",22.91
"456","2012-02-29",22.629999
"457","2012-03-01",22.639999
"458","2012-03-02",22.59
"459","2012-03-05",22.965
"460","2012-03-06",22.4
"461","2012-03-07",22.629999
"462","2012-03-08",22.91
"463","2012-03-09",23.174999
"464","2012-03-12",23.18
"465","2012-03-13",23.43
"466","2012-03-14",23.184999
"467","2012-03-15",23.32
"468","2012-03-16",23.285
"469","2012-03-19",23.389999
"470","2012-03-20",23.08
"471","2012-03-21",23.094999
"472","2012-03-22",23.27
"473","2012-03-23",23.549999
"474","2012-03-26",23.705
"475","2012-03-27",23.575001
"476","2012-03-28",23.495001
"477","2012-03-29",23.465
"478","2012-03-30",23.385
"479","2012-04-02",23.25
"480","2012-04-03",22.975
"481","2012-04-04",22.84
"482","2012-04-05",23.035
"483","2012-04-09",22.825001
"484","2012-04-10",22.549999
"485","2012-04-11",22.514999
"486","2012-04-12",22.52
"487","2012-04-13",22.4
"488","2012-04-16",22.535
"489","2012-04-17",22.77
"490","2012-04-18",22.875
"491","2012-04-19",22.99
"492","2012-04-20",23.004999
"493","2012-04-23",22.75
"494","2012-04-24",22.955
"495","2012-04-25",23.995001
"496","2012-04-26",23.719999
"497","2012-04-27",23.959999
"498","2012-04-30",23.955
"499","2012-05-01",23.709999
"500","2012-05-02",24.200001
"501","2012-05-03",24.065001
"502","2012-05-04",23.700001
"503","2012-05-07",23.825001
"504","2012-05-08",23.584999
"505","2012-05-09",23.434999
"506","2012-05-10",23.514999
"507","2012-05-11",23.555
"508","2012-05-14",23.225
"509","2012-05-15",23.17
"510","2012-05-16",23.105
"511","2012-05-17",22.24
"512","2012-05-18",22.035
"513","2012-05-21",22.030001
"514","2012-05-22",21.844999
"515","2012-05-23",22.24
"516","2012-05-24",22.465
"517","2012-05-25",22.635
"518","2012-05-29",22.915001
"519","2012-05-30",22.65
"520","2012-05-31",22.815001
"521","2012-06-01",22.035
"522","2012-06-04",22.299999
"523","2012-06-05",23.780001
"524","2012-06-06",24.775
"525","2012-06-07",24.66
"526","2012-06-08",24.865
"527","2012-06-11",24.504999
"528","2012-06-12",25.295
"529","2012-06-13",24.975
"530","2012-06-14",25.09
"531","2012-06-15",25.299999
"532","2012-06-18",25.48
"533","2012-06-19",25.615
"534","2012-06-20",25.65
"535","2012-06-21",25.389999
"536","2012-06-22",25.360001
"537","2012-06-25",25.780001
"538","2012-06-26",26.139999
"539","2012-06-27",26.495001
"540","2012-06-28",26.555
"541","2012-06-29",27.09
"542","2012-07-02",27.245001
"543","2012-07-03",27.215
"544","2012-07-05",27.145
"545","2012-07-06",26.959999
"546","2012-07-09",26.924999
"547","2012-07-10",26.57
"548","2012-07-11",26.555
"549","2012-07-12",26.504999
"550","2012-07-13",26.629999
"551","2012-07-16",26.565001
"552","2012-07-17",27.025
"553","2012-07-18",27.285
"554","2012-07-19",26.889999
"555","2012-07-20",26.790001
"556","2012-07-23",26.295
"557","2012-07-24",27.98
"558","2012-07-25",28.08
"559","2012-07-26",28.475
"560","2012-07-27",28.955
"561","2012-07-30",29
"562","2012-07-31",28.805
"563","2012-08-01",29.01
"564","2012-08-02",29.045
"565","2012-08-03",29.375
"566","2012-08-06",28.855
"567","2012-08-07",28.785
"568","2012-08-08",28.684999
"569","2012-08-09",28.77
"570","2012-08-10",28.33
"571","2012-08-13",28.334999
"572","2012-08-14",28.049999
"573","2012-08-15",28.02
"574","2012-08-16",28.219999
"575","2012-08-17",28.66
"576","2012-08-20",28.58
"577","2012-08-21",28.08
"578","2012-08-22",27.76
"579","2012-08-23",27.51
"580","2012-08-24",27.764999
"581","2012-08-27",27.59
"582","2012-08-28",27.535
"583","2012-08-29",27.469999
"584","2012-08-30",27.66
"585","2012-08-31",27.615
"586","2012-09-04",28.77
"587","2012-09-05",28.66
"588","2012-09-06",29.07
"589","2012-09-07",28.764999
"590","2012-09-10",28.35
"591","2012-09-11",28.305
"592","2012-09-12",28.575001
"593","2012-09-13",29.030001
"594","2012-09-14",29.245001
"595","2012-09-17",29.02
"596","2012-09-18",28.889999
"597","2012-09-19",29.165001
"598","2012-09-20",29
"599","2012-09-21",29.504999
"600","2012-09-24",29.65
"601","2012-09-25",29.605
"602","2012-09-26",29.174999
"603","2012-09-27",29.215
"604","2012-09-28",29.4
"605","2012-10-01",29.745001
"606","2012-10-02",29.995001
"607","2012-10-03",30.370001
"608","2012-10-04",30.77
"609","2012-10-05",30.725
"610","2012-10-08",30.74
"611","2012-10-09",30.725
"612","2012-10-10",30.934999
"613","2012-10-11",30.860001
"614","2012-10-12",31.045
"615","2012-10-15",31.120001
"616","2012-10-16",31.995001
"617","2012-10-17",31.745001
"618","2012-10-18",32.105
"619","2012-10-19",32.355
"620","2012-10-22",32.314999
"621","2012-10-23",31.17
"622","2012-10-24",28.08
"623","2012-10-25",27.355
"624","2012-10-26",28.24
"625","2012-10-31",28.555
"626","2012-11-01",28.184999
"627","2012-11-02",27.805
"628","2012-11-05",27.995001
"629","2012-11-06",28.184999
"630","2012-11-07",28.110001
"631","2012-11-08",28.235001
"632","2012-11-09",28.275
"633","2012-11-12",28.365
"634","2012-11-13",28.275
"635","2012-11-14",28.055
"636","2012-11-15",27.975
"637","2012-11-16",28.450001
"638","2012-11-19",28.5
"639","2012-11-20",28.450001
"640","2012-11-21",28.615
"641","2012-11-23",28.434999
"642","2012-11-26",28.6
"643","2012-11-27",29.370001
"644","2012-11-28",30
"645","2012-11-29",30.375
"646","2012-11-30",30.74
"647","2012-12-03",30.9
"648","2012-12-04",31.049999
"649","2012-12-05",31.68
"650","2012-12-06",32
"651","2012-12-07",32.424999
"652","2012-12-10",31.530001
"653","2012-12-11",31.355
"654","2012-12-12",31.215
"655","2012-12-13",30.1
"656","2012-12-14",29.725
"657","2012-12-17",29.995001
"658","2012-12-18",30.105
"659","2012-12-19",30.075001
"660","2012-12-20",30.424999
"661","2012-12-21",30.639999
"662","2012-12-24",30.775
"663","2012-12-26",29.57
"664","2012-12-27",30.125
"665","2012-12-28",30.440001
"666","2012-12-31",30.6
"667","2013-01-02",31.030001
"668","2013-01-03",31
"669","2013-01-04",31.455
"670","2013-01-07",31.415001
"671","2013-01-08",31.395
"672","2013-01-09",31.705
"673","2013-01-10",31.639999
"674","2013-01-11",31.485001
"675","2013-01-14",31.42
"676","2013-01-15",31.389999
"677","2013-01-16",31.145
"678","2013-01-17",31.08
"679","2013-01-18",31.375
"680","2013-01-22",31.41
"681","2013-01-23",31.315001
"682","2013-01-24",31.32
"683","2013-01-25",31.174999
"684","2013-01-28",30.870001
"685","2013-01-29",30.549999
"686","2013-01-30",30.879999
"687","2013-01-31",31.469999
"688","2013-02-01",31.365
"689","2013-02-04",31.459999
"690","2013-02-05",31.945
"691","2013-02-06",31.950001
"692","2013-02-07",31.67
"693","2013-02-08",31.809999
"694","2013-02-11",32.035
"695","2013-02-12",31.940001
"696","2013-02-13",32.575001
"697","2013-02-14",32.5
"698","2013-02-15",32.740002
"699","2013-02-19",31.865
"700","2013-02-20",33.450001
"701","2013-02-21",33.935001
"702","2013-02-22",34.525002
"703","2013-02-25",33.264999
"704","2013-02-26",32.939999
"705","2013-02-27",33.389999
"706","2013-02-28",33.404999
"707","2013-03-01",33.755001
"708","2013-03-04",33.764999
"709","2013-03-05",34.084999
"710","2013-03-06",34.174999
"711","2013-03-07",33.959999
"712","2013-03-08",34.355
"713","2013-03-11",34.509998
"714","2013-03-12",34.5
"715","2013-03-13",34.535
"716","2013-03-14",34.900002
"717","2013-03-15",34.57
"718","2013-03-18",34.5
"719","2013-03-19",34.529999
"720","2013-03-20",35.130001
"721","2013-03-21",35.169998
"722","2013-03-22",35.34
"723","2013-03-25",35.5
"724","2013-03-26",35.59
"725","2013-03-27",35.779999
"726","2013-03-28",36.240002
"727","2013-04-01",36.305
"728","2013-04-02",36.535
"729","2013-04-03",36.860001
"730","2013-04-04",37
"731","2013-04-05",37.055
"732","2013-04-08",36.740002
"733","2013-04-09",36.59
"734","2013-04-10",36.599998
"735","2013-04-11",36.105
"736","2013-04-12",36.02
"737","2013-04-15",34.950001
"738","2013-04-16",35.23
"739","2013-04-17",35.599998
"740","2013-04-18",35.075001
"741","2013-04-19",35.625
"742","2013-04-22",38.555
"743","2013-04-23",37.465
"744","2013-04-24",37.345001
"745","2013-04-25",37.025002
"746","2013-04-26",36.66
"747","2013-04-29",36.43
"748","2013-04-30",36.435001
"749","2013-05-01",36.099998
"750","2013-05-02",37.165001
"751","2013-05-03",37.215
"752","2013-05-06",37.380001
"753","2013-05-07",38.5
"754","2013-05-08",38.259998
"755","2013-05-09",38.68
"756","2013-05-10",38.959999
"757","2013-05-13",38.970001
"758","2013-05-14",39.595001
"759","2013-05-15",39.255001
"760","2013-05-16",39.334999
"761","2013-05-17",39.544998
"762","2013-05-20",39.669998
"763","2013-05-21",39.98
"764","2013-05-22",39.290001
"765","2013-05-23",39.200001
"766","2013-05-24",38.84
"767","2013-05-28",38.740002
"768","2013-05-29",38.029999
"769","2013-05-30",37.974998
"770","2013-05-31",37.285
"771","2013-06-03",37.424999
"772","2013-06-04",37.990002
"773","2013-06-05",37.849998
"774","2013-06-06",37.950001
"775","2013-06-07",38.025002
"776","2013-06-10",37.700001
"777","2013-06-11",37.23
"778","2013-06-12",37.275002
"779","2013-06-13",37.34
"780","2013-06-14",37.465
"781","2013-06-17",37.060001
"782","2013-06-18",37.924999
"783","2013-06-19",36.794998
"784","2013-06-20",36.5
"785","2013-06-21",35.985001
"786","2013-06-24",35.834999
"787","2013-06-25",35.669998
"788","2013-06-26",35.849998
"789","2013-06-27",35.48
"790","2013-06-28",35.16
"791","2013-07-01",36.849998
"792","2013-07-02",36.869999
"793","2013-07-03",37.029999
"794","2013-07-05",37.009998
"795","2013-07-08",37.099998
"796","2013-07-09",36.779999
"797","2013-07-10",36.68
"798","2013-07-11",37.110001
"799","2013-07-12",37.459999
"800","2013-07-15",37.16
"801","2013-07-16",36.349998
"802","2013-07-17",36.759998
"803","2013-07-18",36.040001
"804","2013-07-19",35.849998
"805","2013-07-22",35.240002
"806","2013-07-23",36.18
"807","2013-07-24",36.790001
"808","2013-07-25",36.799999
"809","2013-07-26",37.540001
"810","2013-07-29",37.34
"811","2013-07-30",36.860001
"812","2013-07-31",36.790001
"813","2013-08-01",37.150002
"814","2013-08-02",37.650002
"815","2013-08-05",37.459999
"816","2013-08-06",36.509998
"817","2013-08-07",36.23
"818","2013-08-08",36.200001
"819","2013-08-09",35.939999
"820","2013-08-12",35.73
"821","2013-08-13",35.07
"822","2013-08-14",34.860001
"823","2013-08-15",33.869999
"824","2013-08-16",33.59
"825","2013-08-19",33.740002
"826","2013-08-20",33.990002
"827","2013-08-21",33.470001
"828","2013-08-22",34.610001
"829","2013-08-23",34.490002
"830","2013-08-26",34.220001
"831","2013-08-27",33.73
"832","2013-08-28",33.740002
"833","2013-08-29",33.360001
"834","2013-08-30",33.009998
"835","2013-09-03",33.25
"836","2013-09-04",33.57
"837","2013-09-05",33.700001
"838","2013-09-06",33.700001
"839","2013-09-09",33.52
"840","2013-09-10",33.279999
"841","2013-09-11",33.43
"842","2013-09-12",34.25
"843","2013-09-13",34.990002
"844","2013-09-16",35.400002
"845","2013-09-17",35
"846","2013-09-18",35.619999
"847","2013-09-19",36.09
"848","2013-09-20",35.189999
"849","2013-09-23",35.040001
"850","2013-09-24",34.529999
"851","2013-09-25",34.060001
"852","2013-09-26",34.279999
"853","2013-09-27",34.130001
"854","2013-09-30",33.790001
"855","2013-10-01",33.919998
"856","2013-10-02",33.419998
"857","2013-10-03",32.830002
"858","2013-10-04",33.110001
"859","2013-10-07",32.77
"860","2013-10-08",32.220001
"861","2013-10-09",31.93
"862","2013-10-10",32.639999
"863","2013-10-11",33.240002
"864","2013-10-14",33.450001
"865","2013-10-15",33.16
"866","2013-10-16",33.549999
"867","2013-10-17",34.099998
"868","2013-10-18",34.77
"869","2013-10-21",35.009998
"870","2013-10-22",35.290001
"871","2013-10-23",35.09
"872","2013-10-24",37.400002
"873","2013-10-25",37.139999
"874","2013-10-28",37.77
"875","2013-10-29",37.98
"876","2013-10-30",37.849998
"877","2013-10-31",37.610001
"878","2013-11-01",36.84
"879","2013-11-04",37.09
"880","2013-11-05",37.209999
"881","2013-11-06",36.93
"882","2013-11-07",36.560001
"883","2013-11-08",36.599998
"884","2013-11-11",36.970001
"885","2013-11-12",36.889999
"886","2013-11-13",37.959999
"887","2013-11-14",38.32
"888","2013-11-15",38.25
"889","2013-11-18",38.380001
"890","2013-11-19",38.41
"891","2013-11-20",38.32
"892","2013-11-21",37.110001
"893","2013-11-22",37.369999
"894","2013-11-25",37.290001
"895","2013-11-26",37.330002
"896","2013-11-27",37.220001
"897","2013-11-29",37.209999
"898","2013-12-02",36.779999
"899","2013-12-03",37.029999
"900","2013-12-04",36.75
"901","2013-12-05",36.599998
"902","2013-12-06",37.259998
"903","2013-12-09",37.080002
"904","2013-12-10",36.330002
"905","2013-12-11",35.919998
"906","2013-12-12",35.849998
"907","2013-12-13",35.98
"908","2013-12-16",35.400002
"909","2013-12-17",35.119999
"910","2013-12-18",35.689999
"911","2013-12-19",35.639999
"912","2013-12-20",35.849998
"913","2013-12-23",36.330002
"914","2013-12-24",36.34
"915","2013-12-26",36.650002
"916","2013-12-27",36.389999
"917","2013-12-30",36.57
"918","2013-12-31",36.82
"919","2014-01-02",36.779999
"920","2014-01-03",36.610001
"921","2014-01-06",36.490002
"922","2014-01-07",36.889999
"923","2014-01-08",36.889999
"924","2014-01-09",37.209999
"925","2014-01-10",37.34
"926","2014-01-13",36.93
"927","2014-01-14",36.98
"928","2014-01-15",36.32
"929","2014-01-16",37.639999
"930","2014-01-17",37.220001
"931","2014-01-21",37.299999
"932","2014-01-22",37.369999
"933","2014-01-23",37.130001
"934","2014-01-24",36.490002
"935","2014-01-27",36.470001
"936","2014-01-28",36.18
"937","2014-01-29",35.5
"938","2014-01-30",35.439999
"939","2014-01-31",35.889999
"940","2014-02-03",34.380001
"941","2014-02-04",34.450001
"942","2014-02-05",33.990002
"943","2014-02-06",35.009998
"944","2014-02-07",35.459999
"945","2014-02-10",35.689999
"946","2014-02-11",36.990002
"947","2014-02-12",37
"948","2014-02-13",37.580002
"949","2014-02-14",37.970001
"950","2014-02-18",38.25
"951","2014-02-19",40.02
"952","2014-02-20",39.880001
"953","2014-02-21",39.970001
"954","2014-02-24",39.91
"955","2014-02-25",39.98
"956","2014-02-26",40.330002
"957","2014-02-27",40.529999
"958","2014-02-28",40.799999
"959","2014-03-03",40.599998
"960","2014-03-04",41.150002
"961","2014-03-05",41.700001
"962","2014-03-06",42.02
"963","2014-03-07",42.060001
"964","2014-03-10",42.09
"965","2014-03-11",42.459999
"966","2014-03-12",42.130001
