"","date","CHMG"
"1","2007-01-03",32.599998
"2","2007-01-04",32.349998
"3","2007-01-05",32.349998
"4","2007-01-08",32.549999
"5","2007-01-09",32.549999
"6","2007-01-10",32.099998
"7","2007-01-11",32.099998
"8","2007-01-12",32.099998
"9","2007-01-16",32.5
"10","2007-01-17",32.5
"11","2007-01-18",32.5
"12","2007-01-19",33
"13","2007-01-22",33
"14","2007-01-23",32.5
"15","2007-01-24",32.5
"16","2007-01-25",32.5
"17","2007-01-26",32.5
"18","2007-01-29",32.549999
"19","2007-01-30",32.5
"20","2007-01-31",32.5
"21","2007-02-01",32.5
"22","2007-02-02",32.299999
"23","2007-02-05",32.299999
"24","2007-02-06",32.299999
"25","2007-02-07",32.450001
"26","2007-02-08",32.450001
"27","2007-02-09",32
"28","2007-02-12",32
"29","2007-02-13",32.200001
"30","2007-02-14",32.150002
"31","2007-02-15",32.150002
"32","2007-02-16",32.150002
"33","2007-02-20",32.150002
"34","2007-02-21",32.150002
"35","2007-02-22",32.490002
"36","2007-02-23",32.150002
"37","2007-02-26",32.799999
"38","2007-02-27",31.799999
"39","2007-02-28",31.799999
"40","2007-03-01",32.48
"41","2007-03-02",31.799999
"42","2007-03-05",32.200001
"43","2007-03-06",32.200001
"44","2007-03-07",32.200001
"45","2007-03-08",32.200001
"46","2007-03-09",32.200001
"47","2007-03-12",32
"48","2007-03-13",31.99
"49","2007-03-14",31.99
"50","2007-03-15",31.99
"51","2007-03-16",31.99
"52","2007-03-19",30
"53","2007-03-20",30.5
"54","2007-03-21",30.059999
"55","2007-03-22",30.059999
"56","2007-03-23",30.059999
"57","2007-03-26",30.059999
"58","2007-03-27",30.059999
"59","2007-03-28",30
"60","2007-03-29",30
"61","2007-03-30",30.049999
"62","2007-04-02",30.049999
"63","2007-04-03",30.1
"64","2007-04-04",30.5
"65","2007-04-05",30.5
"66","2007-04-09",30.200001
"67","2007-04-10",30.200001
"68","2007-04-11",30.200001
"69","2007-04-12",30.200001
"70","2007-04-13",30.5
"71","2007-04-16",30.5
"72","2007-04-17",31.25
"73","2007-04-18",31.25
"74","2007-04-19",31.25
"75","2007-04-20",32.099998
"76","2007-04-23",32.099998
"77","2007-04-24",32.099998
"78","2007-04-25",32.099998
"79","2007-04-26",32.099998
"80","2007-04-27",31.5
"81","2007-04-30",31.5
"82","2007-05-01",31.25
"83","2007-05-02",31.25
"84","2007-05-03",31.25
"85","2007-05-04",31.25
"86","2007-05-07",31
"87","2007-05-08",31
"88","2007-05-09",31
"89","2007-05-10",30.5
"90","2007-05-11",30.5
"91","2007-05-14",30.5
"92","2007-05-15",30.5
"93","2007-05-16",30.5
"94","2007-05-17",30.5
"95","2007-05-18",30.75
"96","2007-05-21",30.75
"97","2007-05-22",30.5
"98","2007-05-23",30.35
"99","2007-05-24",30.35
"100","2007-05-25",30.5
"101","2007-05-29",30.5
"102","2007-05-30",30
"103","2007-05-31",30
"104","2007-06-01",30
"105","2007-06-04",30
"106","2007-06-05",30
"107","2007-06-06",29.75
"108","2007-06-07",30
"109","2007-06-08",29.85
"110","2007-06-11",29.85
"111","2007-06-12",30.01
"112","2007-06-13",29.85
"113","2007-06-14",29.85
"114","2007-06-15",29.85
"115","2007-06-18",29.85
"116","2007-06-19",29.85
"117","2007-06-20",29.85
"118","2007-06-21",29.799999
"119","2007-06-22",29.799999
"120","2007-06-25",29.65
"121","2007-06-26",29.6
"122","2007-06-27",29.6
"123","2007-06-28",29.6
"124","2007-06-29",29.6
"125","2007-07-02",29.6
"126","2007-07-03",29.6
"127","2007-07-05",29.65
"128","2007-07-06",29.65
"129","2007-07-09",29.65
"130","2007-07-10",30
"131","2007-07-11",29.75
"132","2007-07-12",29.5
"133","2007-07-13",29.1
"134","2007-07-16",29.4
"135","2007-07-17",29.5
"136","2007-07-18",29.5
"137","2007-07-19",29.450001
"138","2007-07-20",29.35
"139","2007-07-23",29.35
"140","2007-07-24",29.35
"141","2007-07-25",30.75
"142","2007-07-26",29.35
"143","2007-07-27",28.75
"144","2007-07-30",29
"145","2007-07-31",29
"146","2007-08-01",28.1
"147","2007-08-02",28.15
"148","2007-08-03",28.5
"149","2007-08-06",28.25
"150","2007-08-07",28.25
"151","2007-08-08",28.25
"152","2007-08-09",29.5
"153","2007-08-10",29.5
"154","2007-08-13",29.5
"155","2007-08-14",29.5
"156","2007-08-15",29.5
"157","2007-08-16",28.5
"158","2007-08-17",28.5
"159","2007-08-20",28.5
"160","2007-08-21",28.5
"161","2007-08-22",28.5
"162","2007-08-23",28.5
"163","2007-08-24",28.5
"164","2007-08-27",28.5
"165","2007-08-28",28.5
"166","2007-08-29",28.5
"167","2007-08-30",28.5
"168","2007-08-31",28.5
"169","2007-09-04",28.5
"170","2007-09-05",28.5
"171","2007-09-06",29
"172","2007-09-07",28.5
"173","2007-09-10",28.5
"174","2007-09-11",28.5
"175","2007-09-12",28.049999
"176","2007-09-13",28.049999
"177","2007-09-14",28.049999
"178","2007-09-17",27.75
"179","2007-09-18",27.75
"180","2007-09-19",27.75
"181","2007-09-20",27.75
"182","2007-09-21",28.25
"183","2007-09-24",28.25
"184","2007-09-25",28.25
"185","2007-09-26",28.25
"186","2007-09-27",28.25
"187","2007-09-28",28.25
"188","2007-10-01",30
"189","2007-10-02",28.25
"190","2007-10-03",28.25
"191","2007-10-04",28.25
"192","2007-10-05",28
"193","2007-10-08",28
"194","2007-10-09",27.6
"195","2007-10-10",27.6
"196","2007-10-11",27.9
"197","2007-10-12",27.9
"198","2007-10-15",27.9
"199","2007-10-16",27.75
"200","2007-10-17",27.75
"201","2007-10-18",27.75
"202","2007-10-19",27.75
