"","date","REED"
"191","2008-01-31",5.1
"192","2008-02-01",4.8
"193","2008-02-04",4.98
"194","2008-02-05",4.79
"195","2008-02-06",4.97
"196","2008-02-07",4.79
"197","2008-02-08",5.05
"198","2008-02-11",4.78
"199","2008-02-12",4.74
"200","2008-02-13",4.76
"201","2008-02-14",5.02
"202","2008-02-15",4.9
"203","2008-02-19",4.6
"204","2008-02-20",4.36
"205","2008-02-21",4.65
"206","2008-02-22",4.79
"207","2008-02-25",4.21
"208","2008-02-26",4.3
"209","2008-02-27",4.05
"210","2008-02-28",3.99
"211","2008-02-29",3.85
"212","2008-03-03",3.52
"213","2008-03-04",3.55
"214","2008-03-05",3.68
"215","2008-03-06",3.65
"216","2008-03-07",3.55
"217","2008-03-10",3.5
"218","2008-03-11",3.6
"219","2008-03-12",3.6
"220","2008-03-13",3.48
"221","2008-03-14",3.48
"222","2008-03-17",3.04
"223","2008-03-18",2.75
"224","2008-03-19",1.81
"225","2008-03-20",1.88
"226","2008-03-24",1.85
"227","2008-03-25",1.99
"228","2008-03-26",3.33
"229","2008-03-27",4.43
"230","2008-03-28",4.25
"231","2008-03-31",3.47
"232","2008-04-01",3.37
"233","2008-04-02",3.74
"234","2008-04-03",3.63
"235","2008-04-04",3.27
"236","2008-04-07",3.1
"237","2008-04-08",3.15
"238","2008-04-09",3.01
"239","2008-04-10",2.93
"240","2008-04-11",2.94
"241","2008-04-14",2.87
"242","2008-04-15",2.8
"243","2008-04-16",2.55
"244","2008-04-17",2.47
"245","2008-04-18",2.55
"246","2008-04-21",2.7
"247","2008-04-22",3
"248","2008-04-23",2.85
"249","2008-04-24",2.74
"250","2008-04-25",2.69
"251","2008-04-28",2.75
"252","2008-04-29",2.79
"253","2008-04-30",2.65
"254","2008-05-01",2.55
"255","2008-05-02",2.54
"256","2008-05-05",2.36
"257","2008-05-06",2.49
"258","2008-05-07",2.4
"259","2008-05-08",2.26
"260","2008-05-09",2.26
"261","2008-05-12",2.35
"262","2008-05-13",2.35
"263","2008-05-14",2.37
"264","2008-05-15",2.2
"265","2008-05-16",2.51
"266","2008-05-19",2.31
"267","2008-05-20",2.36
"268","2008-05-21",2.4
"269","2008-05-22",2.6
"270","2008-05-23",2.6
"271","2008-05-27",2.5
"272","2008-05-28",2.41
"273","2008-05-29",2.3
"274","2008-05-30",2.25
"275","2008-06-02",2.28
"276","2008-06-03",2.02
"277","2008-06-04",2.25
"278","2008-06-05",2.48
"279","2008-06-06",2.54
"280","2008-06-09",2.67
"281","2008-06-10",2.41
"282","2008-06-11",2.36
"283","2008-06-12",2.4
"284","2008-06-13",2.29
"285","2008-06-16",2.25
"286","2008-06-17",2.16
"287","2008-06-18",2.32
"288","2008-06-19",2.28
"289","2008-06-20",2.12
"290","2008-06-23",2.1
"291","2008-06-24",1.99
"292","2008-06-25",2.01
"293","2008-06-26",2.14
"294","2008-06-27",2.16
"295","2008-06-30",2.28
"296","2008-07-01",2.18
"297","2008-07-02",2.35
"298","2008-07-03",2.2
"299","2008-07-07",2.32
"300","2008-07-08",2.38
"301","2008-07-09",2.28
"302","2008-07-10",2.23
"303","2008-07-11",2.17
"304","2008-07-14",2.21
"305","2008-07-15",2.24
"306","2008-07-16",2.15
"307","2008-07-17",2.24
"308","2008-07-18",2.24
"309","2008-07-21",2.2
"310","2008-07-22",2.2
"311","2008-07-23",2.12
"312","2008-07-24",2.17
"313","2008-07-25",2.6
"314","2008-07-28",2.88
"315","2008-07-29",2.83
"316","2008-07-30",3.06
"317","2008-07-31",3.18
"318","2008-08-01",3.23
"319","2008-08-04",3.15
"320","2008-08-05",3.06
"321","2008-08-06",3.07
"322","2008-08-07",3
"323","2008-08-08",2.82
"324","2008-08-11",2.7
"325","2008-08-12",2.81
"326","2008-08-13",2.9
"327","2008-08-14",2.73
"328","2008-08-15",2.49
"329","2008-08-18",2.49
"330","2008-08-19",2.5
"331","2008-08-20",2.95
"332","2008-08-21",3.11
"333","2008-08-22",3.01
"334","2008-08-25",2.98
"335","2008-08-26",2.68
"336","2008-08-27",2.89
"337","2008-08-28",2.78
"338","2008-08-29",2.9
"339","2008-09-02",2.69
"340","2008-09-03",2.61
"341","2008-09-04",2.56
"342","2008-09-05",2.69
"343","2008-09-08",2.29
"344","2008-09-09",2.68
"345","2008-09-10",2.36
"346","2008-09-11",2.2
"347","2008-09-12",2.13
"348","2008-09-15",2.18
"349","2008-09-16",2.29
"350","2008-09-17",2.23
"351","2008-09-18",2.29
"352","2008-09-19",2.21
"353","2008-09-22",2.2
"354","2008-09-23",2.14
"355","2008-09-24",2.21
"356","2008-09-25",2.19
"357","2008-09-26",2.15
"358","2008-09-29",1.9
"359","2008-09-30",2.2
"360","2008-10-01",2.15
"361","2008-10-02",2.06
"362","2008-10-03",2.04
"363","2008-10-06",1.87
"364","2008-10-07",1.62
"365","2008-10-08",1.83
"366","2008-10-09",1.75
"367","2008-10-10",1.49
"368","2008-10-13",1.8
"369","2008-10-14",1.7
"370","2008-10-15",1.69
"371","2008-10-16",1.74
"372","2008-10-17",1.73
"373","2008-10-20",1.82
"374","2008-10-21",1.81
"375","2008-10-22",1.51
"376","2008-10-23",1.58
"377","2008-10-24",1.65
"378","2008-10-27",1.49
"379","2008-10-28",1.6
"380","2008-10-29",1.5
"381","2008-10-30",1.59
"382","2008-10-31",1.68
"383","2008-11-03",1.57
"384","2008-11-04",1.55
"385","2008-11-05",1.47
"386","2008-11-06",1.49
"387","2008-11-07",1.45
"388","2008-11-10",1.48
"389","2008-11-11",1.68
"390","2008-11-12",1.69
"391","2008-11-13",1.59
"392","2008-11-14",1.58
"393","2008-11-17",1.48
"394","2008-11-18",1.41
"395","2008-11-19",1.32
"396","2008-11-20",1.33
"397","2008-11-21",1.39
"398","2008-11-24",1.38
"399","2008-11-25",1.28
"400","2008-11-26",1.33
"401","2008-11-28",1.13
"402","2008-12-01",1
"403","2008-12-02",1.27
"404","2008-12-03",1.25
"405","2008-12-04",1.13
"406","2008-12-05",1.34
"407","2008-12-08",1.31
"408","2008-12-09",1.3
"409","2008-12-10",1.3
"410","2008-12-11",1.3
"411","2008-12-12",1.25
"412","2008-12-15",1.16
"413","2008-12-16",1.2
"414","2008-12-17",1.15
"415","2008-12-18",1.19
"416","2008-12-19",1.15
"417","2008-12-22",1.11
"418","2008-12-23",1.1
"419","2008-12-24",1.15
"420","2008-12-26",1.15
"421","2008-12-29",1.21
"422","2008-12-30",1.21
"423","2008-12-31",1.1
"424","2009-01-02",1.23
"425","2009-01-05",1.3
"426","2009-01-06",1.4
"427","2009-01-07",1.41
"428","2009-01-08",1.37
"429","2009-01-09",1.26
"430","2009-01-12",1.33
"431","2009-01-13",1.22
"432","2009-01-14",1.22
"433","2009-01-15",1.23
"434","2009-01-16",1.2
"435","2009-01-20",1.15
"436","2009-01-21",1.3
"437","2009-01-22",1.25
"438","2009-01-23",1.28
"439","2009-01-26",1.25
"440","2009-01-27",1.25
"441","2009-01-28",1.21
"442","2009-01-29",1.13
"443","2009-01-30",1.18
"444","2009-02-02",1.1
"445","2009-02-03",1.26
"446","2009-02-04",1.12
"447","2009-02-05",1.13
"448","2009-02-06",1.25
"449","2009-02-09",1.24
"450","2009-02-10",1.13
"451","2009-02-11",1.24
"452","2009-02-12",1.25
"453","2009-02-13",1.15
"454","2009-02-17",1.11
"455","2009-02-18",0.99
"456","2009-02-19",1
"457","2009-02-20",0.95
"458","2009-02-23",1.15
"459","2009-02-24",1
"460","2009-02-25",1
"461","2009-02-26",0.89
"462","2009-02-27",0.95
"463","2009-03-02",1
"464","2009-03-03",0.95
"465","2009-03-04",0.95
"466","2009-03-05",0.96
"467","2009-03-06",0.75
"468","2009-03-09",0.9
"469","2009-03-10",0.9
"470","2009-03-11",0.89
"471","2009-03-12",0.95
"472","2009-03-13",0.95
"473","2009-03-16",1.01
"474","2009-03-17",1.04
"475","2009-03-18",1.04
"476","2009-03-19",1.14
"477","2009-03-20",0.95
"478","2009-03-23",1
"479","2009-03-24",1
"480","2009-03-25",1.01
"481","2009-03-26",1.08
"482","2009-03-27",1.1
"483","2009-03-30",1.09
"484","2009-03-31",0.99
"485","2009-04-01",1.06
"486","2009-04-02",1.18
"487","2009-04-03",1.17
"488","2009-04-06",1.19
"489","2009-04-07",1.08
"490","2009-04-08",1.16
"491","2009-04-09",1.08
"492","2009-04-13",1.14
"493","2009-04-14",1.17
"494","2009-04-15",1.26
"495","2009-04-16",1.25
"496","2009-04-17",1.2
"497","2009-04-20",1.12
"498","2009-04-21",1.15
"499","2009-04-22",1.25
"500","2009-04-23",1.35
"501","2009-04-24",1.75
"502","2009-04-27",1.75
"503","2009-04-28",1.75
"504","2009-04-29",1.44
"505","2009-04-30",2
"506","2009-05-01",2.42
"507","2009-05-04",2.32
"508","2009-05-05",2.15
"509","2009-05-06",2.2
"510","2009-05-07",2.29
"511","2009-05-08",2.2
"512","2009-05-11",2.3
"513","2009-05-12",2.25
"514","2009-05-13",2.12
"515","2009-05-14",2.3
"516","2009-05-15",2.14
"517","2009-05-18",2.19
"518","2009-05-19",2.15
"519","2009-05-20",2.1
"520","2009-05-21",2.03
"521","2009-05-22",2
"522","2009-05-26",1.98
"523","2009-05-27",1.98
"524","2009-05-28",2
"525","2009-05-29",1.9
"526","2009-06-01",1.96
"527","2009-06-02",1.92
"528","2009-06-03",2.1
"529","2009-06-04",1.96
"530","2009-06-05",1.94
"531","2009-06-08",1.9
"532","2009-06-09",1.92
"533","2009-06-10",2
"534","2009-06-11",1.95
"535","2009-06-12",2
"536","2009-06-15",1.95
"537","2009-06-16",1.95
"538","2009-06-17",2
"539","2009-06-18",1.9
"540","2009-06-19",1.85
"541","2009-06-22",1.89
"542","2009-06-23",1.88
"543","2009-06-24",1.75
"544","2009-06-25",1.85
"545","2009-06-26",1.85
"546","2009-06-29",1.8
"547","2009-06-30",1.8
"548","2009-07-01",1.89
"549","2009-07-02",1.86
"550","2009-07-06",1.85
"551","2009-07-07",1.9
"552","2009-07-08",1.85
"553","2009-07-09",1.8
"554","2009-07-10",1.85
"555","2009-07-13",1.8
"556","2009-07-14",1.9
"557","2009-07-15",1.94
"558","2009-07-16",1.9
"559","2009-07-17",1.82
"560","2009-07-20",1.81
"561","2009-07-21",1.98
"562","2009-07-22",2.08
"563","2009-07-23",2.28
"564","2009-07-24",2.16
"565","2009-07-27",2.15
"566","2009-07-28",2.25
"567","2009-07-29",2.37
"568","2009-07-30",2.5
"569","2009-07-31",2.35
"570","2009-08-03",2.33
"571","2009-08-04",2.35
"572","2009-08-05",2.35
"573","2009-08-06",2.21
"574","2009-08-07",2.15
"575","2009-08-10",2.15
"576","2009-08-11",2.13
"577","2009-08-12",2.13
"578","2009-08-13",2.11
"579","2009-08-14",2.07
"580","2009-08-17",2.05
"581","2009-08-18",2.16
"582","2009-08-19",2.15
"583","2009-08-20",2.2
"584","2009-08-21",2.15
"585","2009-08-24",2.05
"586","2009-08-25",1.91
"587","2009-08-26",2.17
"588","2009-08-27",1.96
"589","2009-08-28",2.02
"590","2009-08-31",1.96
"591","2009-09-01",2
"592","2009-09-02",2.05
"593","2009-09-03",2.1
"594","2009-09-04",2.01
"595","2009-09-08",2.1
"596","2009-09-09",2.05
"597","2009-09-10",2.16
"598","2009-09-11",2.08
"599","2009-09-14",2.13
"600","2009-09-15",2.1
"601","2009-09-16",2.05
"602","2009-09-17",2.06
"603","2009-09-18",2.01
"604","2009-09-21",2.01
"605","2009-09-22",1.99
"606","2009-09-23",2.03
"607","2009-09-24",1.97
"608","2009-09-25",2.05
"609","2009-09-28",2.01
"610","2009-09-29",1.99
"611","2009-09-30",2.25
"612","2009-10-01",2.1
"613","2009-10-02",1.98
"614","2009-10-05",1.75
"615","2009-10-06",1.81
"616","2009-10-07",1.8
"617","2009-10-08",1.81
"618","2009-10-09",1.82
"619","2009-10-12",1.82
"620","2009-10-13",1.78
"621","2009-10-14",1.86
"622","2009-10-15",1.76
"623","2009-10-16",1.85
"624","2009-10-19",1.71
"625","2009-10-20",1.71
"626","2009-10-21",1.75
"627","2009-10-22",1.7
"628","2009-10-23",1.69
"629","2009-10-26",1.62
"630","2009-10-27",1.55
"631","2009-10-28",1.45
"632","2009-10-29",1.57
"633","2009-10-30",1.57
"634","2009-11-02",1.85
"635","2009-11-03",1.73
"636","2009-11-04",1.6
"637","2009-11-05",1.6
"638","2009-11-06",1.65
"639","2009-11-09",1.73
"640","2009-11-10",1.55
"641","2009-11-11",1.6
"642","2009-11-12",1.6
"643","2009-11-13",1.65
"644","2009-11-16",1.67
"645","2009-11-17",1.62
"646","2009-11-18",1.5
"647","2009-11-19",1.6
"648","2009-11-20",1.52
"649","2009-11-23",1.54
"650","2009-11-24",1.53
"651","2009-11-25",1.46
"652","2009-11-27",1.46
"653","2009-11-30",1.5
"654","2009-12-01",1.47
"655","2009-12-02",1.45
"656","2009-12-03",1.43
"657","2009-12-04",1.32
"658","2009-12-07",1.39
"659","2009-12-08",1.48
"660","2009-12-09",1.47
"661","2009-12-10",1.5
"662","2009-12-11",1.43
"663","2009-12-14",1.41
"664","2009-12-15",1.3
"665","2009-12-16",1.42
"666","2009-12-17",1.33
"667","2009-12-18",1.23
"668","2009-12-21",1.31
"669","2009-12-22",1.32
"670","2009-12-23",1.41
"671","2009-12-24",1.43
"672","2009-12-28",1.35
"673","2009-12-29",1.37
"674","2009-12-30",1.29
"675","2009-12-31",1.43
"676","2010-01-04",1.42
"677","2010-01-05",1.45
"678","2010-01-06",1.56
"679","2010-01-07",1.55
"680","2010-01-08",1.41
"681","2010-01-11",1.5
"682","2010-01-12",1.45
"683","2010-01-13",1.41
"684","2010-01-14",1.46
"685","2010-01-15",1.41
"686","2010-01-19",1.4
"687","2010-01-20",1.4
"688","2010-01-21",1.45
"689","2010-01-22",1.43
"690","2010-01-25",1.4
"691","2010-01-26",1.4
"692","2010-01-27",1.35
"693","2010-01-28",1.42
"694","2010-01-29",1.41
"695","2010-02-01",1.35
"696","2010-02-02",1.46
"697","2010-02-03",1.49
"698","2010-02-04",1.45
"699","2010-02-05",1.51
"700","2010-02-08",1.48
"701","2010-02-09",1.45
"702","2010-02-10",1.43
"703","2010-02-11",1.4
"704","2010-02-12",1.42
"705","2010-02-16",1.92
"706","2010-02-17",2.1
"707","2010-02-18",1.8
"708","2010-02-19",1.71
"709","2010-02-22",1.65
"710","2010-02-23",1.76
"711","2010-02-24",1.77
"712","2010-02-25",1.72
"713","2010-02-26",1.65
"714","2010-03-01",1.64
"715","2010-03-02",1.61
"716","2010-03-03",1.63
"717","2010-03-04",1.71
"718","2010-03-05",1.67
"719","2010-03-08",1.58
"720","2010-03-09",1.79
"721","2010-03-10",1.74
"722","2010-03-11",1.8
"723","2010-03-12",1.78
"724","2010-03-15",1.69
"725","2010-03-16",1.7
"726","2010-03-17",1.69
"727","2010-03-18",1.65
"728","2010-03-19",1.69
"729","2010-03-22",1.65
"730","2010-03-23",1.72
"731","2010-03-24",1.77
"732","2010-03-25",1.71
"733","2010-03-26",1.73
"734","2010-03-29",1.68
"735","2010-03-30",1.71
"736","2010-03-31",1.66
"737","2010-04-01",1.66
"738","2010-04-05",1.65
"739","2010-04-06",1.65
"740","2010-04-07",1.7
"741","2010-04-08",1.71
"742","2010-04-09",1.7
"743","2010-04-12",1.66
"744","2010-04-13",1.69
"745","2010-04-14",1.7
"746","2010-04-15",1.68
"747","2010-04-16",1.7
"748","2010-04-19",1.69
"749","2010-04-20",2.32
"750","2010-04-21",2.06
"751","2010-04-22",2.42
"752","2010-04-23",2.25
"753","2010-04-26",2.24
"754","2010-04-27",2.22
"755","2010-04-28",2.57
"756","2010-04-29",2.29
"757","2010-04-30",2.22
"758","2010-05-03",2.25
"759","2010-05-04",2.39
"760","2010-05-05",2.39
"761","2010-05-06",2.17
"762","2010-05-07",2.12
"763","2010-05-10",2.18
"764","2010-05-11",2.3
"765","2010-05-12",2.37
"766","2010-05-13",2.38
"767","2010-05-14",2.29
"768","2010-05-17",2.16
"769","2010-05-18",2.24
"770","2010-05-19",2.13
"771","2010-05-20",2.07
"772","2010-05-21",2.12
"773","2010-05-24",2.07
"774","2010-05-25",2.06
"775","2010-05-26",2.11
"776","2010-05-27",2.14
"777","2010-05-28",2.11
"778","2010-06-01",2.06
"779","2010-06-02",2.17
"780","2010-06-03",2.09
"781","2010-06-04",2.06
"782","2010-06-07",1.9
"783","2010-06-08",1.86
"784","2010-06-09",2
"785","2010-06-10",2.03
"786","2010-06-11",1.99
"787","2010-06-14",2.12
"788","2010-06-15",2.17
"789","2010-06-16",2.12
"790","2010-06-17",2.04
"791","2010-06-18",1.95
"792","2010-06-21",2.05
"793","2010-06-22",2.11
"794","2010-06-23",2.05
"795","2010-06-24",1.99
"796","2010-06-25",2.11
"797","2010-06-28",2.03
"798","2010-06-29",2.03
"799","2010-06-30",2.06
"800","2010-07-01",2
"801","2010-07-02",2.02
"802","2010-07-06",1.92
"803","2010-07-07",1.94
"804","2010-07-08",1.95
"805","2010-07-09",1.89
"806","2010-07-12",1.95
"807","2010-07-13",1.99
"808","2010-07-14",1.95
"809","2010-07-15",1.92
"810","2010-07-16",1.94
"811","2010-07-19",1.95
"812","2010-07-20",1.9
"813","2010-07-21",1.86
"814","2010-07-22",1.84
"815","2010-07-23",1.85
"816","2010-07-26",1.9
"817","2010-07-27",1.94
"818","2010-07-28",1.9
"819","2010-07-29",1.9
"820","2010-07-30",1.85
"821","2010-08-02",1.87
"822","2010-08-03",2.13
"823","2010-08-04",2.15
"824","2010-08-05",2.04
"825","2010-08-06",2
"826","2010-08-09",2.06
"827","2010-08-10",2.09
"828","2010-08-11",2.04
"829","2010-08-12",1.9
"830","2010-08-13",1.95
"831","2010-08-16",1.91
"832","2010-08-17",1.86
"833","2010-08-18",1.9
"834","2010-08-19",1.87
"835","2010-08-20",1.9
"836","2010-08-23",1.85
"837","2010-08-24",1.82
"838","2010-08-25",1.82
"839","2010-08-26",1.76
"840","2010-08-27",1.78
"841","2010-08-30",1.73
"842","2010-08-31",1.75
"843","2010-09-01",1.73
"844","2010-09-02",1.67
"845","2010-09-03",1.8
"846","2010-09-07",1.85
"847","2010-09-08",1.9
"848","2010-09-09",1.81
"849","2010-09-10",1.71
"850","2010-09-13",1.76
"851","2010-09-14",1.81
"852","2010-09-15",1.82
"853","2010-09-16",1.85
"854","2010-09-17",1.9
"855","2010-09-20",1.81
"856","2010-09-21",1.79
"857","2010-09-22",1.75
"858","2010-09-23",1.79
"859","2010-09-24",1.92
"860","2010-09-27",1.95
"861","2010-09-28",1.97
"862","2010-09-29",1.97
"863","2010-09-30",1.95
"864","2010-10-01",2
"865","2010-10-04",1.96
"866","2010-10-05",2
"867","2010-10-06",1.91
"868","2010-10-07",1.98
"869","2010-10-08",1.99
"870","2010-10-11",2.02
"871","2010-10-12",1.98
"872","2010-10-13",2.05
"873","2010-10-14",2.1
"874","2010-10-15",2.2
"875","2010-10-18",2.09
"876","2010-10-19",2.03
"877","2010-10-20",2.27
"878","2010-10-21",2.25
"879","2010-10-22",2.25
"880","2010-10-25",2.17
"881","2010-10-26",2.19
"882","2010-10-27",2.15
"883","2010-10-28",2.23
"884","2010-10-29",2.19
"885","2010-11-01",2.19
"886","2010-11-02",2.12
"887","2010-11-03",2.15
"888","2010-11-04",2.19
"889","2010-11-05",2.28
"890","2010-11-08",2.3
"891","2010-11-09",2.15
"892","2010-11-10",2.1
"893","2010-11-11",2.1
"894","2010-11-12",2.11
"895","2010-11-15",2.08
"896","2010-11-16",2.14
"897","2010-11-17",2.16
"898","2010-11-18",2.05
"899","2010-11-19",2.06
"900","2010-11-22",2.09
"901","2010-11-23",2.05
"902","2010-11-24",2.05
"903","2010-11-26",2.05
"904","2010-11-29",2.05
"905","2010-11-30",2.01
"906","2010-12-01",2
"907","2010-12-02",1.98
"908","2010-12-03",1.98
"909","2010-12-06",1.96
"910","2010-12-07",2.03
"911","2010-12-08",2.07
"912","2010-12-09",1.99
"913","2010-12-10",2.08
"914","2010-12-13",2.03
"915","2010-12-14",2.02
"916","2010-12-15",2.01
"917","2010-12-16",2.13
"918","2010-12-17",2.09
"919","2010-12-20",2.02
"920","2010-12-21",2.07
"921","2010-12-22",1.99
"922","2010-12-23",2
"923","2010-12-27",2.01
"924","2010-12-28",2
"925","2010-12-29",2.02
"926","2010-12-30",2.06
"927","2010-12-31",2.01
"928","2011-01-03",2.04
"929","2011-01-04",2.04
"930","2011-01-05",2.06
"931","2011-01-06",2.06
"932","2011-01-07",2.02
"933","2011-01-10",2.02
"934","2011-01-11",2.05
"935","2011-01-12",2.07
"936","2011-01-13",2.11
"937","2011-01-14",2.18
"938","2011-01-18",2.28
"939","2011-01-19",2.3
"940","2011-01-20",2.32
"941","2011-01-21",2.36
"942","2011-01-24",2.54
"943","2011-01-25",2.81
"944","2011-01-26",2.98
"945","2011-01-27",2.77
"946","2011-01-28",2.47
"947","2011-01-31",2.53
"948","2011-02-01",2.62
"949","2011-02-02",2.6
"950","2011-02-03",2.55
"951","2011-02-04",2.62
"952","2011-02-07",2.66
"953","2011-02-08",2.68
"954","2011-02-09",2.59
"955","2011-02-10",2.65
"956","2011-02-11",2.65
"957","2011-02-14",2.68
"958","2011-02-15",2.65
"959","2011-02-16",2.52
"960","2011-02-17",2.45
"961","2011-02-18",2.45
"962","2011-02-22",2.39
"963","2011-02-23",2.44
"964","2011-02-24",2.38
"965","2011-02-25",2.41
"966","2011-02-28",2.44
"967","2011-03-01",2.47
"968","2011-03-02",2.43
"969","2011-03-03",2.5
"970","2011-03-04",2.38
"971","2011-03-07",2.28
"972","2011-03-08",2.27
"973","2011-03-09",2.31
"974","2011-03-10",2.3
"975","2011-03-11",2.33
"976","2011-03-14",2.26
"977","2011-03-15",2.27
"978","2011-03-16",2.25
"979","2011-03-17",2.25
"980","2011-03-18",2.25
"981","2011-03-21",2.25
"982","2011-03-22",2.34
"983","2011-03-23",2.29
"984","2011-03-24",2.27
"985","2011-03-25",2.26
"986","2011-03-28",2.24
"987","2011-03-29",2.17
"988","2011-03-30",2.09
"989","2011-03-31",2.11
"990","2011-04-01",2.11
"991","2011-04-04",2.21
"992","2011-04-05",2.15
"993","2011-04-06",2.13
"994","2011-04-07",2.11
"995","2011-04-08",2.18
"996","2011-04-11",2.2
"997","2011-04-12",2.16
"998","2011-04-13",2.09
"999","2011-04-14",2.01
"1000","2011-04-15",1.96
"1001","2011-04-18",1.89
"1002","2011-04-19",1.8
"1003","2011-04-20",1.9
"1004","2011-04-21",1.92
"1005","2011-04-25",1.9
