"","date","AR"
"1","2013-10-10",52.009998
"2","2013-10-11",53.299999
"3","2013-10-14",55.639999
"4","2013-10-15",57.060001
"5","2013-10-16",57.560001
"6","2013-10-17",54.900002
"7","2013-10-18",55.130001
"8","2013-10-21",55.130001
"9","2013-10-22",54.349998
"10","2013-10-23",54.82
"11","2013-10-24",55.200001
"12","2013-10-25",56.380001
"13","2013-10-28",57
"14","2013-10-29",56.330002
"15","2013-10-30",56.84
"16","2013-10-31",56.490002
"17","2013-11-01",55.150002
"18","2013-11-04",54.98
"19","2013-11-05",55.189999
"20","2013-11-06",55.040001
"21","2013-11-07",54
"22","2013-11-08",55.639999
"23","2013-11-11",54.279999
"24","2013-11-12",54.240002
"25","2013-11-13",54.07
"26","2013-11-14",53.799999
"27","2013-11-15",53.52
"28","2013-11-18",52.060001
"29","2013-11-19",52.700001
"30","2013-11-20",52.669998
"31","2013-11-21",53.490002
"32","2013-11-22",55.400002
"33","2013-11-25",55.18
"34","2013-11-26",55.099998
"35","2013-11-27",54.860001
"36","2013-11-29",54.900002
"37","2013-12-02",54.23
"38","2013-12-03",54.34
"39","2013-12-04",54.400002
"40","2013-12-05",54.689999
"41","2013-12-06",54.18
"42","2013-12-09",54.299999
"43","2013-12-10",56.84
"44","2013-12-11",56.049999
"45","2013-12-12",56.68
"46","2013-12-13",56.41
"47","2013-12-16",56.57
"48","2013-12-17",58.459999
"49","2013-12-18",59.540001
"50","2013-12-19",59
"51","2013-12-20",59.91
"52","2013-12-23",60.330002
"53","2013-12-24",61.080002
"54","2013-12-26",61
"55","2013-12-27",62.380001
"56","2013-12-30",62.25
"57","2013-12-31",63.439999
"58","2014-01-02",60.98
"59","2014-01-03",60.720001
"60","2014-01-06",58.950001
"61","2014-01-07",57.290001
"62","2014-01-08",57.939999
"63","2014-01-09",56.099998
"64","2014-01-10",55.130001
"65","2014-01-13",54.450001
"66","2014-01-14",55.369999
"67","2014-01-15",56.029999
"68","2014-01-16",57.049999
"69","2014-01-17",56.509998
"70","2014-01-21",57.200001
"71","2014-01-22",58.18
"72","2014-01-23",58.52
"73","2014-01-24",57.990002
"74","2014-01-27",57.02
"75","2014-01-28",58.959999
"76","2014-01-29",59.860001
"77","2014-01-30",58.869999
"78","2014-01-31",58.740002
"79","2014-02-03",57.529999
"80","2014-02-04",57.580002
"81","2014-02-05",56.779999
"82","2014-02-06",57.049999
"83","2014-02-07",55.68
"84","2014-02-10",55.419998
"85","2014-02-11",56.73
"86","2014-02-12",56.75
"87","2014-02-13",56.790001
"88","2014-02-14",57.139999
"89","2014-02-18",57.139999
"90","2014-02-19",58.360001
"91","2014-02-20",57.639999
"92","2014-02-21",57.139999
"93","2014-02-24",58.27
"94","2014-02-25",58.610001
"95","2014-02-26",58.580002
"96","2014-02-27",60.669998
"97","2014-02-28",60.34
"98","2014-03-03",59.490002
"99","2014-03-04",59.349998
"100","2014-03-05",59.360001
"101","2014-03-06",61.009998
"102","2014-03-07",61.240002
"103","2014-03-10",60.779999
"104","2014-03-11",60.59
"105","2014-03-12",60.240002
"106","2014-03-13",59.529999
"107","2014-03-14",60.150002
"108","2014-03-17",61.040001
"109","2014-03-18",63.349998
"110","2014-03-19",62.830002
"111","2014-03-20",63.950001
"112","2014-03-21",63.830002
"113","2014-03-24",65.699997
"114","2014-03-25",67.410004
"115","2014-03-26",65.480003
"116","2014-03-27",63.689999
"117","2014-03-28",64.040001
"118","2014-03-31",62.599998
"119","2014-04-01",65.080002
"120","2014-04-02",65.889999
"121","2014-04-03",66.080002
"122","2014-04-04",66.029999
"123","2014-04-07",63.360001
"124","2014-04-08",64.470001
"125","2014-04-09",64.860001
"126","2014-04-10",64.459999
"127","2014-04-11",63.220001
"128","2014-04-14",59.060001
"129","2014-04-15",60.209999
"130","2014-04-16",62.009998
"131","2014-04-17",63.360001
"132","2014-04-21",64.529999
"133","2014-04-22",63.709999
"134","2014-04-23",63.549999
"135","2014-04-24",63.290001
"136","2014-04-25",62.720001
"137","2014-04-28",64.269997
"138","2014-04-29",66.5
"139","2014-04-30",65.669998
"140","2014-05-01",65.860001
"141","2014-05-02",65.650002
"142","2014-05-05",66.959999
"143","2014-05-06",66.43
"144","2014-05-07",66.580002
"145","2014-05-08",62.93
"146","2014-05-09",64.139999
"147","2014-05-12",63.790001
"148","2014-05-13",63.139999
"149","2014-05-14",62.009998
"150","2014-05-15",62.209999
"151","2014-05-16",62.169998
"152","2014-05-19",62.630001
"153","2014-05-20",62.439999
"154","2014-05-21",62.470001
"155","2014-05-22",60.990002
"156","2014-05-23",60.57
"157","2014-05-27",62.029999
"158","2014-05-28",62
