"","date","VEON"
"1","2007-01-03",15.818
"2","2007-01-04",15.71
"3","2007-01-05",15.062
"4","2007-01-08",15.418
"5","2007-01-09",14.786
"6","2007-01-10",15.046
"7","2007-01-11",15.404
"8","2007-01-12",15.382
"9","2007-01-16",15.27
"10","2007-01-17",15.62
"11","2007-01-18",15.386
"12","2007-01-19",15.74
"13","2007-01-22",16.416
"14","2007-01-23",16.972
"15","2007-01-24",17.360001
"16","2007-01-25",16.892
"17","2007-01-26",17.002001
"18","2007-01-29",16.886
"19","2007-01-30",17.252001
"20","2007-01-31",17.086
"21","2007-02-01",17.386
"22","2007-02-02",17.351999
"23","2007-02-05",17.496
"24","2007-02-06",17.596001
"25","2007-02-07",17.559999
"26","2007-02-08",17.25
"27","2007-02-09",17.1
"28","2007-02-12",16.959999
"29","2007-02-13",17.216
"30","2007-02-14",17.549999
"31","2007-02-15",17.212
"32","2007-02-16",17.266001
"33","2007-02-20",18.035999
"34","2007-02-21",17.278
"35","2007-02-22",17.222
"36","2007-02-23",17.302
"37","2007-02-26",17.238001
"38","2007-02-27",15.788
"39","2007-02-28",16.091999
"40","2007-03-01",16.048
"41","2007-03-02",16.282
"42","2007-03-05",15.576
"43","2007-03-06",16.695999
"44","2007-03-07",16.756001
"45","2007-03-08",17.813999
"46","2007-03-09",17.538
"47","2007-03-12",17.568001
"48","2007-03-13",16.788
"49","2007-03-14",17.125999
"50","2007-03-15",17.483999
"51","2007-03-16",17.604
"52","2007-03-19",18.802
"53","2007-03-20",18.709999
"54","2007-03-21",18.993999
"55","2007-03-22",19.086
"56","2007-03-23",19.336
"57","2007-03-26",19.32
"58","2007-03-27",19.176001
"59","2007-03-28",19.52
"60","2007-03-29",19.246
"61","2007-03-30",18.968
"62","2007-04-02",19.524
"63","2007-04-03",19.601999
"64","2007-04-04",19.714001
"65","2007-04-05",19.374001
"66","2007-04-09",19.917999
"67","2007-04-10",19.261999
"68","2007-04-11",18.940001
"69","2007-04-12",19.243999
"70","2007-04-13",19.308001
"71","2007-04-16",19.304001
"72","2007-04-17",19.26
"73","2007-04-18",19.365999
"74","2007-04-19",19.322001
"75","2007-04-20",19.252001
"76","2007-04-23",19.153999
"77","2007-04-24",19.27
"78","2007-04-25",19.27
"79","2007-04-26",19.280001
"80","2007-04-27",19.68
"81","2007-04-30",19.351999
"82","2007-05-01",19.354
"83","2007-05-02",20.370001
"84","2007-05-03",20.445999
"85","2007-05-04",20.528
"86","2007-05-07",21.042
"87","2007-05-08",20.445999
"88","2007-05-09",20.836
"89","2007-05-10",19.43
"90","2007-05-11",20.18
"91","2007-05-14",20.532
"92","2007-05-15",20.26
"93","2007-05-16",20.021999
"94","2007-05-17",19.802
"95","2007-05-18",19.938
"96","2007-05-21",20.422001
"97","2007-05-22",20
"98","2007-05-23",20.118
"99","2007-05-24",19.941999
"100","2007-05-25",20.684
"101","2007-05-29",20.472
"102","2007-05-30",20.586
"103","2007-05-31",20.562
"104","2007-06-01",20.799999
"105","2007-06-04",20.313999
"106","2007-06-05",20.368
"107","2007-06-06",20.191999
"108","2007-06-07",19.483999
"109","2007-06-08",19.436001
"110","2007-06-11",19.940001
"111","2007-06-12",19.624001
"112","2007-06-13",20.33
"113","2007-06-14",20.702
"114","2007-06-15",21.356001
"115","2007-06-18",21.642
"116","2007-06-19",21.677999
"117","2007-06-20",21.048
"118","2007-06-21",21.177999
"119","2007-06-22",20.93
"120","2007-06-25",21.309999
"121","2007-06-26",20.974001
"122","2007-06-27",21.27
"123","2007-06-28",20.878
"124","2007-06-29",21.072001
"125","2007-07-02",21.604
"126","2007-07-03",22.025999
"127","2007-07-05",22.120001
"128","2007-07-06",22.309999
"129","2007-07-09",22.358
"130","2007-07-10",21.642
"131","2007-07-11",22.030001
"132","2007-07-12",22.546
"133","2007-07-13",23.417999
"134","2007-07-16",22.5
"135","2007-07-17",22.6
"136","2007-07-18",22.334
"137","2007-07-19",22.576
"138","2007-07-20",22.486
"139","2007-07-23",22.299999
"140","2007-07-24",21.572001
"141","2007-07-25",21.209999
"142","2007-07-26",20.08
"143","2007-07-27",20.257999
"144","2007-07-30",20.846001
"145","2007-07-31",21.18
"146","2007-08-01",21.218
"147","2007-08-02",21.75
"148","2007-08-03",21.232
"149","2007-08-06",21.09
"150","2007-08-07",21.356001
"151","2007-08-08",22.469999
"152","2007-08-09",21.33
"153","2007-08-10",21.15
"154","2007-08-13",21.26
"155","2007-08-14",20.752001
"156","2007-08-15",19.878
"157","2007-08-16",19.049999
"158","2007-08-17",20.040001
"159","2007-08-20",20.112
"160","2007-08-21",20.493999
"161","2007-08-22",21.190001
"162","2007-08-23",20.969999
"163","2007-08-24",22.280001
"164","2007-08-27",22.58
"165","2007-08-28",21.57
"166","2007-08-29",23.16
"167","2007-08-30",24.73
"168","2007-08-31",24.4
"169","2007-09-04",25.26
"170","2007-09-05",24.549999
"171","2007-09-06",25.48
"172","2007-09-07",24.690001
"173","2007-09-10",25.18
"174","2007-09-11",25.610001
"175","2007-09-12",26.389999
"176","2007-09-13",27.57
"177","2007-09-14",26.98
"178","2007-09-17",26.639999
"179","2007-09-18",27.559999
"180","2007-09-19",27.17
"181","2007-09-20",27.280001
"182","2007-09-21",27.52
"183","2007-09-24",27.639999
"184","2007-09-25",27.1
"185","2007-09-26",27.280001
"186","2007-09-27",27.42
"187","2007-09-28",27.040001
"188","2007-10-01",28.02
"189","2007-10-02",27.57
"190","2007-10-03",26.23
"191","2007-10-04",27.23
"192","2007-10-05",28.809999
"193","2007-10-08",29
"194","2007-10-09",29.450001
"195","2007-10-10",30.110001
"196","2007-10-11",30.139999
"197","2007-10-12",31.290001
"198","2007-10-15",31.129999
"199","2007-10-16",30.25
"200","2007-10-17",30.959999
"201","2007-10-18",31.110001
"202","2007-10-19",29.280001
"203","2007-10-22",29.08
"204","2007-10-23",30.620001
"205","2007-10-24",30.690001
"206","2007-10-25",31.16
"207","2007-10-26",32.990002
"208","2007-10-29",34.93
"209","2007-10-30",33
"210","2007-10-31",33.07
"211","2007-11-01",31.129999
"212","2007-11-02",31.48
"213","2007-11-05",30.450001
"214","2007-11-06",31.870001
"215","2007-11-07",30.43
"216","2007-11-08",32.849998
"217","2007-11-09",31.4
"218","2007-11-12",29.780001
"219","2007-11-13",30.67
"220","2007-11-14",29.9
"221","2007-11-15",29.73
"222","2007-11-16",30.74
"223","2007-11-19",30.110001
"224","2007-11-20",31.5
"225","2007-11-21",31.049999
"226","2007-11-23",32.720001
"227","2007-11-26",34.029999
"228","2007-11-27",34.5
"229","2007-11-28",36
"230","2007-11-29",34.209999
"231","2007-11-30",33.599998
"232","2007-12-03",34.139999
"233","2007-12-04",34.490002
"234","2007-12-05",37.299999
"235","2007-12-06",37.57
"236","2007-12-07",38.91
"237","2007-12-10",40.669998
"238","2007-12-11",37.080002
"239","2007-12-12",38.540001
"240","2007-12-13",37.91
"241","2007-12-14",38.630001
"242","2007-12-17",35.740002
"243","2007-12-18",37.599998
"244","2007-12-19",37.73
"245","2007-12-20",39.380001
"246","2007-12-21",41.98
"247","2007-12-24",44.98
"248","2007-12-26",44.91
"249","2007-12-27",42.68
"250","2007-12-28",42.43
"251","2007-12-31",41.599998
"252","2008-01-02",43.740002
"253","2008-01-03",43.759998
"254","2008-01-04",40.73
"255","2008-01-07",40.709999
"256","2008-01-08",41.259998
"257","2008-01-09",41.25
"258","2008-01-10",42
"259","2008-01-11",40.880001
"260","2008-01-14",41.16
"261","2008-01-15",37.91
"262","2008-01-16",35.040001
"263","2008-01-17",33.259998
"264","2008-01-18",33.959999
"265","2008-01-22",32.259998
"266","2008-01-23",32.330002
"267","2008-01-24",34.209999
"268","2008-01-25",33.18
"269","2008-01-28",33.849998
"270","2008-01-29",34.32
"271","2008-01-30",33.799999
"272","2008-01-31",34.400002
"273","2008-02-01",35.799999
"274","2008-02-04",35.98
"275","2008-02-05",33.130001
"276","2008-02-06",33.18
"277","2008-02-07",33.130001
"278","2008-02-08",33.709999
"279","2008-02-11",34.779999
"280","2008-02-12",36.669998
"281","2008-02-13",36.91
"282","2008-02-14",35.529999
"283","2008-02-15",36.779999
"284","2008-02-19",37.919998
"285","2008-02-20",38.080002
"286","2008-02-21",38.150002
"287","2008-02-22",37.669998
"288","2008-02-25",36.939999
"289","2008-02-26",37.700001
"290","2008-02-27",36.580002
"291","2008-02-28",36.009998
"292","2008-02-29",34.73
"293","2008-03-03",34.68
"294","2008-03-04",34.02
"295","2008-03-05",34.98
"296","2008-03-06",33.889999
"297","2008-03-07",32.830002
"298","2008-03-10",31.24
"299","2008-03-11",34.720001
"300","2008-03-12",32.200001
"301","2008-03-13",32.080002
