"","date","SIEB"
"136","2007-07-18",4.34
"137","2007-07-19",4.37
"138","2007-07-20",4.31
"139","2007-07-23",4.28
"140","2007-07-24",4.24
"141","2007-07-25",4.1
"142","2007-07-26",3.96
"143","2007-07-27",3.9
"144","2007-07-30",3.9
"145","2007-07-31",3.87
"146","2007-08-01",3.7
"147","2007-08-02",3.51
"148","2007-08-03",3.56
"149","2007-08-06",3.31
"150","2007-08-07",3.45
"151","2007-08-08",3.37
"152","2007-08-09",3.35
"153","2007-08-10",3.39
"154","2007-08-13",3.4
"155","2007-08-14",3.46
"156","2007-08-15",3.36
"157","2007-08-16",3.36
"158","2007-08-17",3.28
"159","2007-08-20",3.25
"160","2007-08-21",3.17
"161","2007-08-22",3.6
"162","2007-08-23",3.68
"163","2007-08-24",3.5
"164","2007-08-27",3.47
"165","2007-08-28",3.41
"166","2007-08-29",3.41
"167","2007-08-30",3.44
"168","2007-08-31",3.68
"169","2007-09-04",3.31
"170","2007-09-05",3.53
"171","2007-09-06",3.59
"172","2007-09-07",3.59
"173","2007-09-10",3.59
"174","2007-09-11",3.59
"175","2007-09-12",3.59
"176","2007-09-13",3.59
"177","2007-09-14",3.59
"178","2007-09-17",3.52
"179","2007-09-18",3.52
"180","2007-09-19",3.59
"181","2007-09-20",3.59
"182","2007-09-21",3.62
"183","2007-09-24",3.62
"184","2007-09-25",3.62
"185","2007-09-26",3.53
"186","2007-09-27",3.59
"187","2007-09-28",3.6
"188","2007-10-01",3.54
"189","2007-10-02",3.48
"190","2007-10-03",3.48
"191","2007-10-04",3.59
"192","2007-10-05",3.63
"193","2007-10-08",3.63
"194","2007-10-09",3.63
"195","2007-10-10",3.72
"196","2007-10-11",3.41
"197","2007-10-12",3.45
"198","2007-10-15",3.4
"199","2007-10-16",3.45
"200","2007-10-17",3.56
"201","2007-10-18",3.56
"202","2007-10-19",3.48
"203","2007-10-22",3.56
"204","2007-10-23",3.45
"205","2007-10-24",3.45
"206","2007-10-25",3.7
"207","2007-10-26",3.6
"208","2007-10-29",4
"209","2007-10-30",4.13
"210","2007-10-31",3.9
"211","2007-11-01",3.91
"212","2007-11-02",3.91
"213","2007-11-05",3.56
"214","2007-11-06",3.5
"215","2007-11-07",3.44
"216","2007-11-08",3.43
"217","2007-11-09",3.34
"218","2007-11-12",3.38
"219","2007-11-13",3.6
"220","2007-11-14",3.6
"221","2007-11-15",3.6
"222","2007-11-16",3.62
"223","2007-11-19",3.45
"224","2007-11-20",3.45
"225","2007-11-21",3.54
"226","2007-11-23",3.5
"227","2007-11-26",3.47
"228","2007-11-27",3.41
"229","2007-11-28",3.41
"230","2007-11-29",3.42
"231","2007-11-30",3.42
"232","2007-12-03",3.39
"233","2007-12-04",3.39
"234","2007-12-05",3.33
"235","2007-12-06",3.33
"236","2007-12-07",3.45
"237","2007-12-10",3.34
"238","2007-12-11",3.4
"239","2007-12-12",3.4
"240","2007-12-13",3.4
"241","2007-12-14",3.25
"242","2007-12-17",3.25
"243","2007-12-18",3.31
"244","2007-12-19",3.31
"245","2007-12-20",3.31
"246","2007-12-21",3.25
"247","2007-12-24",3.23
"248","2007-12-26",3.19
"249","2007-12-27",3.24
"250","2007-12-28",3.25
"251","2007-12-31",3.23
"252","2008-01-02",3.23
"253","2008-01-03",3.3
"254","2008-01-04",3.23
"255","2008-01-07",3.27
"256","2008-01-08",3.28
"257","2008-01-09",3.22
"258","2008-01-10",3.22
"259","2008-01-11",3.41
"260","2008-01-14",3.56
"261","2008-01-15",3.57
"262","2008-01-16",3.35
"263","2008-01-17",3.31
"264","2008-01-18",3.38
"265","2008-01-22",3.37
"266","2008-01-23",3.5
"267","2008-01-24",3.76
"268","2008-01-25",3.5
"269","2008-01-28",3.5
"270","2008-01-29",3.42
"271","2008-01-30",3.59
"272","2008-01-31",3.59
"273","2008-02-01",3.6
"274","2008-02-04",3.69
"275","2008-02-05",3.68
"276","2008-02-06",3.56
"277","2008-02-07",3.63
"278","2008-02-08",3.48
"279","2008-02-11",3.7
"280","2008-02-12",3.56
"281","2008-02-13",3.72
"282","2008-02-14",3.72
"283","2008-02-15",3.72
"284","2008-02-19",3.72
"285","2008-02-20",3.54
"286","2008-02-21",3.27
"287","2008-02-22",3.27
"288","2008-02-25",3.45
"289","2008-02-26",3.44
"290","2008-02-27",3.27
"291","2008-02-28",3.38
"292","2008-02-29",3.29
"293","2008-03-03",3.08
"294","2008-03-04",3.1
"295","2008-03-05",3.05
"296","2008-03-06",3.03
"297","2008-03-07",3.03
"298","2008-03-10",3.28
"299","2008-03-11",3.05
"300","2008-03-12",3.05
"301","2008-03-13",3.05
"302","2008-03-14",3.06
"303","2008-03-17",3.04
"304","2008-03-18",3.47
"305","2008-03-19",3.6
"306","2008-03-20",3.16
"307","2008-03-24",3.08
"308","2008-03-25",3.11
"309","2008-03-26",2.97
"310","2008-03-27",3.01
"311","2008-03-28",3.01
"312","2008-03-31",3.01
"313","2008-04-01",3.11
"314","2008-04-02",3.39
"315","2008-04-03",3.39
"316","2008-04-04",3.03
"317","2008-04-07",3.03
"318","2008-04-08",3.02
"319","2008-04-09",3.02
"320","2008-04-10",3.1
"321","2008-04-11",3.09
"322","2008-04-14",3
"323","2008-04-15",3
"324","2008-04-16",3.03
"325","2008-04-17",3.05
"326","2008-04-18",3.1
"327","2008-04-21",3.04
"328","2008-04-22",3.03
"329","2008-04-23",3.03
"330","2008-04-24",3.15
"331","2008-04-25",3.1
"332","2008-04-28",3.04
"333","2008-04-29",3.04
"334","2008-04-30",3.17
"335","2008-05-01",3.03
"336","2008-05-02",3
"337","2008-05-05",2.96
"338","2008-05-06",3.5
"339","2008-05-07",3.4
"340","2008-05-08",3.4
"341","2008-05-09",3.4
"342","2008-05-12",3.4
"343","2008-05-13",3.4
"344","2008-05-14",3.4
"345","2008-05-15",3.25
"346","2008-05-16",3.31
"347","2008-05-19",3.46
"348","2008-05-20",3.46
"349","2008-05-21",3.38
"350","2008-05-22",3.04
"351","2008-05-23",3.04
"352","2008-05-27",3.04
"353","2008-05-28",3.04
"354","2008-05-29",3.04
"355","2008-05-30",3.48
"356","2008-06-02",3.48
"357","2008-06-03",3.25
"358","2008-06-04",3.25
"359","2008-06-05",3.28
"360","2008-06-06",3.25
"361","2008-06-09",3.25
"362","2008-06-10",3.25
"363","2008-06-11",3.25
"364","2008-06-12",3.47
"365","2008-06-13",3.4
"366","2008-06-16",3.35
"367","2008-06-17",3.72
"368","2008-06-18",3.67
"369","2008-06-19",3.25
"370","2008-06-20",3.25
"371","2008-06-23",3.25
"372","2008-06-24",3.07
"373","2008-06-25",3.36
"374","2008-06-26",3.17
"375","2008-06-27",3.12
"376","2008-06-30",3.12
"377","2008-07-01",3.13
"378","2008-07-02",3.18
"379","2008-07-03",3.07
"380","2008-07-07",3.07
"381","2008-07-08",3.1
"382","2008-07-09",3.07
"383","2008-07-10",3.07
"384","2008-07-11",3.07
"385","2008-07-14",3.1
"386","2008-07-15",3.1
"387","2008-07-16",3.1
"388","2008-07-17",3.01
"389","2008-07-18",3.11
"390","2008-07-21",3.11
"391","2008-07-22",3.18
"392","2008-07-23",3.07
"393","2008-07-24",3.19
"394","2008-07-25",3.2
"395","2008-07-28",3.39
"396","2008-07-29",3.4
"397","2008-07-30",3.4
"398","2008-07-31",3.4
"399","2008-08-01",3.1
"400","2008-08-04",3.1
"401","2008-08-05",3.15
"402","2008-08-06",3.11
"403","2008-08-07",3.01
"404","2008-08-08",3.01
"405","2008-08-11",3.01
"406","2008-08-12",3.4
"407","2008-08-13",3.08
"408","2008-08-14",3.07
"409","2008-08-15",3.1
"410","2008-08-18",3.09
"411","2008-08-19",3.09
"412","2008-08-20",3.09
"413","2008-08-21",3.09
"414","2008-08-22",3.09
"415","2008-08-25",3.02
"416","2008-08-26",3.02
"417","2008-08-27",3.02
"418","2008-08-28",3.05
"419","2008-08-29",3.05
"420","2008-09-02",3.05
"421","2008-09-03",3.06
"422","2008-09-04",3.06
"423","2008-09-05",3.06
"424","2008-09-08",3.06
"425","2008-09-09",3.06
"426","2008-09-10",3.08
"427","2008-09-11",3.09
"428","2008-09-12",3.05
"429","2008-09-15",3.05
"430","2008-09-16",3.05
"431","2008-09-17",3.05
"432","2008-09-18",3.06
"433","2008-09-19",3.06
"434","2008-09-22",3.05
"435","2008-09-23",3.08
"436","2008-09-24",3.08
"437","2008-09-25",3.08
"438","2008-09-26",3.05
"439","2008-09-29",3.25
"440","2008-09-30",3.02
"441","2008-10-01",3.3
"442","2008-10-02",2.8
"443","2008-10-03",2.75
"444","2008-10-06",2.5
"445","2008-10-07",2.5
"446","2008-10-08",3.04
"447","2008-10-09",3.18
"448","2008-10-10",2.46
"449","2008-10-13",2.5
"450","2008-10-14",2.9
"451","2008-10-15",2.48
"452","2008-10-16",3.17
"453","2008-10-17",3.14
"454","2008-10-20",3.14
"455","2008-10-21",2.97
"456","2008-10-22",2.75
"457","2008-10-23",2.75
"458","2008-10-24",1.86
"459","2008-10-27",2
"460","2008-10-28",2.08
"461","2008-10-29",2.06
"462","2008-10-30",2
"463","2008-10-31",2.01
"464","2008-11-03",2.45
"465","2008-11-04",2.45
"466","2008-11-05",2.16
"467","2008-11-06",1.99
"468","2008-11-07",2.25
"469","2008-11-10",2.25
"470","2008-11-11",2.25
"471","2008-11-12",2.1
"472","2008-11-13",1.97
"473","2008-11-14",1.95
"474","2008-11-17",1.57
"475","2008-11-18",1.6
"476","2008-11-19",1.88
"477","2008-11-20",1.88
"478","2008-11-21",2
"479","2008-11-24",2.05
"480","2008-11-25",2.01
"481","2008-11-26",1.81
"482","2008-11-28",1.81
"483","2008-12-01",2.01
"484","2008-12-02",2.42
"485","2008-12-03",2.42
"486","2008-12-04",2.42
"487","2008-12-05",2.2
"488","2008-12-08",1.89
"489","2008-12-09",1.83
"490","2008-12-10",1.85
"491","2008-12-11",1.85
"492","2008-12-12",1.85
"493","2008-12-15",1.85
"494","2008-12-16",1.93
"495","2008-12-17",1.8
"496","2008-12-18",1.8
"497","2008-12-19",2
"498","2008-12-22",2
"499","2008-12-23",1.66
"500","2008-12-24",1.65
"501","2008-12-26",1.52
"502","2008-12-29",1.72
"503","2008-12-30",1.6
"504","2008-12-31",1.92
"505","2009-01-02",1.92
"506","2009-01-05",1.92
"507","2009-01-06",1.88
"508","2009-01-07",1.88
"509","2009-01-08",1.8
"510","2009-01-09",1.97
"511","2009-01-12",1.97
"512","2009-01-13",1.88
"513","2009-01-14",1.65
"514","2009-01-15",2
"515","2009-01-16",2
"516","2009-01-20",2
"517","2009-01-21",1.8
"518","2009-01-22",1.8
"519","2009-01-23",1.8
"520","2009-01-26",1.8
"521","2009-01-27",1.67
"522","2009-01-28",1.67
"523","2009-01-29",1.67
"524","2009-01-30",1.53
"525","2009-02-02",1.56
"526","2009-02-03",1.56
"527","2009-02-04",1.56
"528","2009-02-05",1.56
"529","2009-02-06",1.56
"530","2009-02-09",1.56
"531","2009-02-10",1.56
"532","2009-02-11",1.9
"533","2009-02-12",1.9
"534","2009-02-13",1.5
"535","2009-02-17",1.5
"536","2009-02-18",1.5
"537","2009-02-19",1.52
"538","2009-02-20",1.71
"539","2009-02-23",1.71
"540","2009-02-24",1.6
"541","2009-02-25",1.61
"542","2009-02-26",1.61
"543","2009-02-27",1.84
"544","2009-03-02",1.5
"545","2009-03-03",1.5
"546","2009-03-04",1.56
"547","2009-03-05",1.38
"548","2009-03-06",1.27
"549","2009-03-09",1.28
"550","2009-03-10",1.4
"551","2009-03-11",1.7
"552","2009-03-12",1.68
"553","2009-03-13",1.33
"554","2009-03-16",1.54
"555","2009-03-17",1.39
"556","2009-03-18",1.41
"557","2009-03-19",1.38
"558","2009-03-20",1.36
"559","2009-03-23",1.47
"560","2009-03-24",1.47
"561","2009-03-25",1.47
"562","2009-03-26",1.52
"563","2009-03-27",1.52
"564","2009-03-30",1.52
"565","2009-03-31",1.33
"566","2009-04-01",1.33
"567","2009-04-02",1.45
"568","2009-04-03",1.75
"569","2009-04-06",1.75
"570","2009-04-07",1.35
"571","2009-04-08",1.63
"572","2009-04-09",1.63
"573","2009-04-13",1.63
"574","2009-04-14",1.64
"575","2009-04-15",1.62
"576","2009-04-16",1.41
"577","2009-04-17",1.44
"578","2009-04-20",1.44
"579","2009-04-21",1.46
"580","2009-04-22",1.5
"581","2009-04-23",1.5
"582","2009-04-24",1.5
"583","2009-04-27",1.5
"584","2009-04-28",1.5
"585","2009-04-29",1.45
"586","2009-04-30",1.45
"587","2009-05-01",1.47
"588","2009-05-04",1.46
"589","2009-05-05",1.46
"590","2009-05-06",1.58
"591","2009-05-07",1.5
"592","2009-05-08",1.53
"593","2009-05-11",1.51
"594","2009-05-12",1.6
"595","2009-05-13",1.6
"596","2009-05-14",1.61
"597","2009-05-15",1.61
"598","2009-05-18",1.61
"599","2009-05-19",1.61
"600","2009-05-20",1.61
"601","2009-05-21",1.61
"602","2009-05-22",1.55
"603","2009-05-26",1.53
"604","2009-05-27",1.58
"605","2009-05-28",1.58
"606","2009-05-29",1.58
"607","2009-06-01",1.63
"608","2009-06-02",1.63
"609","2009-06-03",1.57
"610","2009-06-04",1.57
"611","2009-06-05",1.61
"612","2009-06-08",1.61
"613","2009-06-09",1.61
"614","2009-06-10",1.61
"615","2009-06-11",1.61
"616","2009-06-12",1.61
"617","2009-06-15",1.8
"618","2009-06-16",1.8
"619","2009-06-17",2
"620","2009-06-18",2
"621","2009-06-19",2
"622","2009-06-22",1.79
"623","2009-06-23",1.79
"624","2009-06-24",1.64
"625","2009-06-25",1.64
"626","2009-06-26",1.63
"627","2009-06-29",1.63
"628","2009-06-30",1.63
"629","2009-07-01",1.63
"630","2009-07-02",1.65
"631","2009-07-06",1.65
"632","2009-07-07",1.65
"633","2009-07-08",1.65
"634","2009-07-09",1.7
"635","2009-07-10",1.7
"636","2009-07-13",2.09
"637","2009-07-14",2.09
"638","2009-07-15",1.79
"639","2009-07-16",1.79
"640","2009-07-17",1.8
"641","2009-07-20",1.79
"642","2009-07-21",1.79
"643","2009-07-22",1.79
"644","2009-07-23",1.76
"645","2009-07-24",1.76
"646","2009-07-27",1.85
"647","2009-07-28",1.85
"648","2009-07-29",1.85
"649","2009-07-30",1.78
"650","2009-07-31",2.05
"651","2009-08-03",1.85
"652","2009-08-04",1.85
"653","2009-08-05",1.85
"654","2009-08-06",1.85
"655","2009-08-07",1.85
"656","2009-08-10",1.85
"657","2009-08-11",1.85
"658","2009-08-12",1.71
"659","2009-08-13",1.71
"660","2009-08-14",1.7
"661","2009-08-17",1.7
"662","2009-08-18",1.73
"663","2009-08-19",2
"664","2009-08-20",1.94
"665","2009-08-21",2
"666","2009-08-24",2
"667","2009-08-25",2.25
"668","2009-08-26",2.24
"669","2009-08-27",2.21
"670","2009-08-28",2.21
"671","2009-08-31",2.21
"672","2009-09-01",2.65
"673","2009-09-02",2.61
"674","2009-09-03",2.61
"675","2009-09-04",2.74
"676","2009-09-08",2.35
"677","2009-09-09",2.35
"678","2009-09-10",2.43
"679","2009-09-11",2.49
"680","2009-09-14",2.59
"681","2009-09-15",2.59
"682","2009-09-16",2.6
"683","2009-09-17",2.6
"684","2009-09-18",2.87
"685","2009-09-21",2.79
"686","2009-09-22",2.52
"687","2009-09-23",2.51
"688","2009-09-24",2.56
"689","2009-09-25",2.56
"690","2009-09-28",2.82
"691","2009-09-29",2.67
"692","2009-09-30",2.35
"693","2009-10-01",2.35
"694","2009-10-02",2.31
"695","2009-10-05",2.31
"696","2009-10-06",2.61
"697","2009-10-07",2.61
"698","2009-10-08",2.37
"699","2009-10-09",2.46
"700","2009-10-12",2.55
"701","2009-10-13",2.55
"702","2009-10-14",2.41
"703","2009-10-15",2.41
"704","2009-10-16",2.4
"705","2009-10-19",2.41
"706","2009-10-20",2.45
"707","2009-10-21",2.5
"708","2009-10-22",2.43
"709","2009-10-23",2.43
"710","2009-10-26",2.38
"711","2009-10-27",2.4
"712","2009-10-28",2.4
"713","2009-10-29",2.38
"714","2009-10-30",2.38
"715","2009-11-02",2.38
"716","2009-11-03",2.35
"717","2009-11-04",2.35
"718","2009-11-05",2.35
"719","2009-11-06",2.45
"720","2009-11-09",2.45
"721","2009-11-10",2.41
"722","2009-11-11",2.41
"723","2009-11-12",2.44
"724","2009-11-13",2.44
"725","2009-11-16",2.26
"726","2009-11-17",2.29
"727","2009-11-18",2.29
"728","2009-11-19",2.28
"729","2009-11-20",2.28
"730","2009-11-23",2.27
"731","2009-11-24",2.31
"732","2009-11-25",2.39
"733","2009-11-27",2.4
"734","2009-11-30",2.41
"735","2009-12-01",2.41
"736","2009-12-02",2.43
"737","2009-12-03",2.38
"738","2009-12-04",2.36
"739","2009-12-07",2.42
"740","2009-12-08",2.31
"741","2009-12-09",2.35
"742","2009-12-10",2.35
"743","2009-12-11",2.38
"744","2009-12-14",2.31
"745","2009-12-15",2.31
"746","2009-12-16",2.3
"747","2009-12-17",2.33
"748","2009-12-18",2.3
"749","2009-12-21",2.31
"750","2009-12-22",2.32
"751","2009-12-23",2.34
"752","2009-12-24",2.3
"753","2009-12-28",2.3
"754","2009-12-29",2.37
"755","2009-12-30",2.38
"756","2009-12-31",2.31
"757","2010-01-04",2.32
"758","2010-01-05",2.31
"759","2010-01-06",2.3
"760","2010-01-07",2.31
"761","2010-01-08",2.31
"762","2010-01-11",2.31
"763","2010-01-12",2.38
"764","2010-01-13",2.28
"765","2010-01-14",2.3
"766","2010-01-15",2.31
"767","2010-01-19",2.31
"768","2010-01-20",2.47
"769","2010-01-21",2.29
"770","2010-01-22",2.31
"771","2010-01-25",2.29
"772","2010-01-26",2.29
"773","2010-01-27",2.26
"774","2010-01-28",2.31
"775","2010-01-29",2.31
"776","2010-02-01",2.31
"777","2010-02-02",2.29
"778","2010-02-03",2.31
"779","2010-02-04",2.31
"780","2010-02-05",2.34
"781","2010-02-08",2.27
"782","2010-02-09",2.27
"783","2010-02-10",2.26
"784","2010-02-11",2.48
"785","2010-02-12",2.48
"786","2010-02-16",2.48
"787","2010-02-17",2.34
"788","2010-02-18",2.28
"789","2010-02-19",2.28
"790","2010-02-22",2.25
"791","2010-02-23",2.29
"792","2010-02-24",2.29
"793","2010-02-25",2.26
"794","2010-02-26",2.25
"795","2010-03-01",2.25
"796","2010-03-02",2.26
"797","2010-03-03",2.26
"798","2010-03-04",2.26
"799","2010-03-05",2.25
"800","2010-03-08",2.45
"801","2010-03-09",2.26
"802","2010-03-10",2.26
"803","2010-03-11",2.42
"804","2010-03-12",2.33
"805","2010-03-15",2.27
"806","2010-03-16",2.4
"807","2010-03-17",2.4
"808","2010-03-18",2.4
"809","2010-03-19",2.3
"810","2010-03-22",2.27
"811","2010-03-23",2.27
"812","2010-03-24",2.27
"813","2010-03-25",2.26
"814","2010-03-26",2.3
"815","2010-03-29",2.3
"816","2010-03-30",2.3
"817","2010-03-31",2.35
"818","2010-04-01",2.35
"819","2010-04-05",2.35
"820","2010-04-06",2.35
"821","2010-04-07",2.35
"822","2010-04-08",2.27
"823","2010-04-09",2.27
"824","2010-04-12",2.25
"825","2010-04-13",2.25
"826","2010-04-14",2.33
"827","2010-04-15",2.25
"828","2010-04-16",2.25
"829","2010-04-19",2.31
"830","2010-04-20",2.27
"831","2010-04-21",2.2
"832","2010-04-22",2.2
"833","2010-04-23",2.16
"834","2010-04-26",2.15
"835","2010-04-27",2.26
"836","2010-04-28",2.35
"837","2010-04-29",2.35
"838","2010-04-30",2.17
"839","2010-05-03",2.37
"840","2010-05-04",2.37
"841","2010-05-05",2.37
"842","2010-05-06",2.37
"843","2010-05-07",2.2
"844","2010-05-10",2.2
"845","2010-05-11",2.2
"846","2010-05-12",2.2
"847","2010-05-13",2.2
"848","2010-05-14",2.21
"849","2010-05-17",2.34
"850","2010-05-18",2.19
"851","2010-05-19",2.2
"852","2010-05-20",2.2
"853","2010-05-21",2.19
"854","2010-05-24",2.15
"855","2010-05-25",2.15
"856","2010-05-26",2.15
"857","2010-05-27",2.15
"858","2010-05-28",2.19
"859","2010-06-01",2.19
"860","2010-06-02",2.19
"861","2010-06-03",2.16
"862","2010-06-04",2.16
"863","2010-06-07",2.14
"864","2010-06-08",2.14
"865","2010-06-09",2.14
"866","2010-06-10",2.14
"867","2010-06-11",2.14
"868","2010-06-14",2.14
"869","2010-06-15",2.14
"870","2010-06-16",2.14
"871","2010-06-17",2.14
"872","2010-06-18",2.14
"873","2010-06-21",2.14
"874","2010-06-22",2.14
"875","2010-06-23",2.14
"876","2010-06-24",2.14
"877","2010-06-25",2.16
"878","2010-06-28",2.16
"879","2010-06-29",2.16
"880","2010-06-30",2.16
"881","2010-07-01",2.1
"882","2010-07-02",2
"883","2010-07-06",2
"884","2010-07-07",2.05
"885","2010-07-08",2.05
"886","2010-07-09",2.05
"887","2010-07-12",2.05
"888","2010-07-13",2.07
"889","2010-07-14",2.03
"890","2010-07-15",2.03
"891","2010-07-16",2
"892","2010-07-19",2
"893","2010-07-20",2.03
"894","2010-07-21",2.02
"895","2010-07-22",2.02
"896","2010-07-23",2.02
"897","2010-07-26",2.03
"898","2010-07-27",2.03
"899","2010-07-28",2
"900","2010-07-29",2
"901","2010-07-30",2
"902","2010-08-02",2
"903","2010-08-03",2
"904","2010-08-04",2
"905","2010-08-05",2.15
"906","2010-08-06",2.15
"907","2010-08-09",2.15
"908","2010-08-10",2
"909","2010-08-11",2
"910","2010-08-12",2
"911","2010-08-13",2
"912","2010-08-16",2.01
"913","2010-08-17",2.01
"914","2010-08-18",2
"915","2010-08-19",2
"916","2010-08-20",2
"917","2010-08-23",1.77
"918","2010-08-24",1.77
"919","2010-08-25",1.77
"920","2010-08-26",1.77
"921","2010-08-27",2
"922","2010-08-30",2
"923","2010-08-31",1.91
"924","2010-09-01",1.97
"925","2010-09-02",1.97
"926","2010-09-03",1.97
"927","2010-09-07",1.97
"928","2010-09-08",1.97
"929","2010-09-09",1.97
"930","2010-09-10",1.97
"931","2010-09-13",1.8
"932","2010-09-14",1.83
"933","2010-09-15",1.81
"934","2010-09-16",1.81
"935","2010-09-17",1.31
"936","2010-09-20",1.42
"937","2010-09-21",1.45
"938","2010-09-22",1.45
"939","2010-09-23",1.51
"940","2010-09-24",1.45
"941","2010-09-27",1.5
"942","2010-09-28",1.6
"943","2010-09-29",1.61
"944","2010-09-30",1.6
"945","2010-10-01",1.59
"946","2010-10-04",1.62
"947","2010-10-05",1.69
"948","2010-10-06",1.9
"949","2010-10-07",1.93
"950","2010-10-08",1.99
"951","2010-10-11",1.91
"952","2010-10-12",2
"953","2010-10-13",2.2
"954","2010-10-14",2.15
"955","2010-10-15",2.2
"956","2010-10-18",2.17
"957","2010-10-19",2.24
"958","2010-10-20",2.13
"959","2010-10-21",2.25
"960","2010-10-22",2.28
"961","2010-10-25",2.12
"962","2010-10-26",2.21
"963","2010-10-27",2.08
"964","2010-10-28",2.28
"965","2010-10-29",2.36
"966","2010-11-01",2.4
"967","2010-11-02",2.37
"968","2010-11-03",2.37
"969","2010-11-04",2.39
"970","2010-11-05",2.4
"971","2010-11-08",2.39
"972","2010-11-09",2.4
"973","2010-11-10",2.41
"974","2010-11-11",2.39
"975","2010-11-12",2.39
"976","2010-11-15",2.38
"977","2010-11-16",2.38
"978","2010-11-17",2.12
"979","2010-11-18",2.12
"980","2010-11-19",2.02
"981","2010-11-22",1.97
"982","2010-11-23",1.97
"983","2010-11-24",2
"984","2010-11-26",2
"985","2010-11-29",1.9
"986","2010-11-30",1.9
"987","2010-12-01",1.9
"988","2010-12-02",1.9
"989","2010-12-03",1.87
"990","2010-12-06",1.87
"991","2010-12-07",1.87
"992","2010-12-08",1.87
"993","2010-12-09",1.87
"994","2010-12-10",1.71
"995","2010-12-13",1.71
"996","2010-12-14",1.71
"997","2010-12-15",1.76
"998","2010-12-16",1.76
"999","2010-12-17",1.77
"1000","2010-12-20",1.77
"1001","2010-12-21",1.75
"1002","2010-12-22",1.71
"1003","2010-12-23",1.79
"1004","2010-12-27",1.75
