"","date","PTE"
"1","2007-01-03",57.959999
"2","2007-01-04",57.119999
"3","2007-01-05",58.380001
"4","2007-01-08",58.380001
"5","2007-01-09",56.700001
"6","2007-01-10",57.959999
"7","2007-01-11",60.060001
"8","2007-01-12",65.519997
"9","2007-01-16",61.740002
"10","2007-01-17",62.580002
"11","2007-01-18",64.68
"12","2007-01-19",70.559998
"13","2007-01-22",67.199997
"14","2007-01-23",71.82
"15","2007-01-24",72.239998
"16","2007-01-25",76.860001
"17","2007-01-26",74.339996
"18","2007-01-29",86.099998
"19","2007-01-30",72.239998
"20","2007-01-31",70.559998
"21","2007-02-01",71.400002
"22","2007-02-02",73.919998
"23","2007-02-05",70.559998
"24","2007-02-06",69.300003
"25","2007-02-07",71.400002
"26","2007-02-08",70.559998
"27","2007-02-09",70.980003
"28","2007-02-12",71.400002
"29","2007-02-13",71.400002
"30","2007-02-14",70.139999
"31","2007-02-15",72.660004
"32","2007-02-16",69.300003
"33","2007-02-20",65.940002
"34","2007-02-21",67.199997
"35","2007-02-22",67.199997
"36","2007-02-23",67.620003
"37","2007-02-26",67.199997
"38","2007-02-27",65.519997
"39","2007-02-28",63.419998
"40","2007-03-01",63.419998
"41","2007-03-02",62.580002
"42","2007-03-05",58.799999
"43","2007-03-06",54.599998
"44","2007-03-07",56.279999
"45","2007-03-08",58.799999
"46","2007-03-09",58.380001
"47","2007-03-12",57.540001
"48","2007-03-13",55.439999
"49","2007-03-14",54.599998
"50","2007-03-15",56.279999
"51","2007-03-16",56.279999
"52","2007-03-19",58.380001
"53","2007-03-20",52.5
"54","2007-03-21",57.959999
"55","2007-03-22",60.900002
"56","2007-03-23",60.060001
"57","2007-03-26",62.16
"58","2007-03-27",61.32
"59","2007-03-28",61.740002
"60","2007-03-29",63.419998
"61","2007-03-30",63
"62","2007-04-02",60.060001
"63","2007-04-03",57.119999
"64","2007-04-04",57.540001
"65","2007-04-05",58.380001
"66","2007-04-09",56.279999
"67","2007-04-10",59.220001
"68","2007-04-11",61.32
"69","2007-04-12",65.519997
"70","2007-04-13",66.360001
"71","2007-04-16",66.360001
"72","2007-04-17",65.940002
"73","2007-04-18",64.68
"74","2007-04-19",66.360001
"75","2007-04-20",67.199997
"76","2007-04-23",63.84
"77","2007-04-24",64.68
"78","2007-04-25",66.360001
"79","2007-04-26",66.360001
"80","2007-04-27",68.040001
"81","2007-04-30",64.68
"82","2007-05-01",65.940002
"83","2007-05-02",67.199997
"84","2007-05-03",71.400002
"85","2007-05-04",70.980003
"86","2007-05-07",70.980003
"87","2007-05-08",67.199997
"88","2007-05-09",67.199997
"89","2007-05-10",66.360001
"90","2007-05-11",67.199997
"91","2007-05-14",65.099998
"92","2007-05-15",64.68
"93","2007-05-16",65.940002
"94","2007-05-17",63.84
"95","2007-05-18",63.84
"96","2007-05-21",65.099998
"97","2007-05-22",64.260002
"98","2007-05-23",64.260002
"99","2007-05-24",65.099998
"100","2007-05-25",63.84
"101","2007-05-29",67.199997
"102","2007-05-30",66.360001
"103","2007-05-31",65.099998
"104","2007-06-01",65.940002
"105","2007-06-04",66.779999
"106","2007-06-05",67.199997
"107","2007-06-06",67.199997
"108","2007-06-07",65.940002
"109","2007-06-08",66.360001
"110","2007-06-11",64.68
"111","2007-06-12",63.84
"112","2007-06-13",65.099998
"113","2007-06-14",65.099998
"114","2007-06-15",73.919998
"115","2007-06-18",72.660004
"116","2007-06-19",73.080002
"117","2007-06-20",68.459999
"118","2007-06-21",66.360001
"119","2007-06-22",64.260002
"120","2007-06-25",65.519997
"121","2007-06-26",64.260002
"122","2007-06-27",62.580002
"123","2007-06-28",64.68
"124","2007-06-29",63
"125","2007-07-02",63
"126","2007-07-03",62.580002
"127","2007-07-05",61.32
"128","2007-07-06",68.879997
"129","2007-07-09",78.540001
"130","2007-07-10",83.160004
"131","2007-07-11",78.959999
"132","2007-07-12",98.699997
"133","2007-07-13",90.720001
"134","2007-07-16",90.300003
"135","2007-07-17",88.199997
"136","2007-07-18",99.120003
"137","2007-07-19",95.760002
"138","2007-07-20",94.5
"139","2007-07-23",89.879997
"140","2007-07-24",90.720001
"141","2007-07-25",94.080002
"142","2007-07-26",92.82
"143","2007-07-27",91.980003
"144","2007-07-30",94.5
"145","2007-07-31",91.559998
"146","2007-08-01",96.599998
"147","2007-08-02",98.699997
"148","2007-08-03",88.199997
"149","2007-08-06",86.519997
"150","2007-08-07",85.68
"151","2007-08-08",89.879997
"152","2007-08-09",85.68
"153","2007-08-10",88.199997
"154","2007-08-13",83.580002
