"","date","OXLCO"
"1","2013-07-01",24.790001
"2","2013-07-02",24.77
"3","2013-07-03",24.780001
"4","2013-07-05",24.75
"5","2013-07-08",24.6
"6","2013-07-09",24.549999
"7","2013-07-10",24.450001
"8","2013-07-11",24.5
"9","2013-07-12",24.75
"10","2013-07-15",24.6
"11","2013-07-16",24.469999
"12","2013-07-17",24.27
"13","2013-07-18",24.15
"14","2013-07-19",24.700001
"15","2013-07-22",24.5
"16","2013-07-23",24.4
"17","2013-07-24",24.25
"18","2013-07-25",24.49
"19","2013-07-26",24.4
"20","2013-07-29",24.4
"21","2013-07-30",24.4
"22","2013-07-31",24.450001
"23","2013-08-01",24.25
"24","2013-08-02",24.35
"25","2013-08-05",24.15
"26","2013-08-06",24.200001
"27","2013-08-07",24.15
"28","2013-08-08",24.110001
"29","2013-08-09",24
"30","2013-08-12",23.780001
"31","2013-08-13",23.780001
"32","2013-08-14",24.43
"33","2013-08-15",24
"34","2013-08-16",23.799999
"35","2013-08-19",23.799999
"36","2013-08-20",23.66
"37","2013-08-21",23.68
"38","2013-08-22",23.370001
"39","2013-08-23",23.950001
"40","2013-08-26",23.5
"41","2013-08-27",23.4
"42","2013-08-28",23.360001
"43","2013-08-29",23.75
"44","2013-08-30",23.74
"45","2013-09-03",23.65
"46","2013-09-04",23.549999
"47","2013-09-05",23.540001
"48","2013-09-06",23.75
"49","2013-09-09",23.700001
"50","2013-09-10",23.75
"51","2013-09-11",23.450001
"52","2013-09-12",23.4
"53","2013-09-13",23.790001
"54","2013-09-16",23.790001
"55","2013-09-17",23.4
"56","2013-09-18",23.74
"57","2013-09-19",23.73
"58","2013-09-20",23.73
"59","2013-09-23",22.75
"60","2013-09-24",23.25
"61","2013-09-25",23.49
"62","2013-09-26",22.75
"63","2013-09-27",23.049999
"64","2013-09-30",23.01
"65","2013-10-01",23
"66","2013-10-02",23
"67","2013-10-03",22.98
"68","2013-10-04",22.879999
"69","2013-10-07",23.559999
"70","2013-10-08",23.559999
"71","2013-10-09",23.559999
"72","2013-10-10",23.1
"73","2013-10-11",23.620001
"74","2013-10-14",23.620001
"75","2013-10-15",23.5
"76","2013-10-16",23.1
"77","2013-10-17",23.139999
"78","2013-10-18",23.389999
"79","2013-10-21",23.389999
"80","2013-10-22",23.290001
"81","2013-10-23",23.290001
"82","2013-10-24",23.5
"83","2013-10-25",23.5
"84","2013-10-28",23.120001
"85","2013-10-29",23.48
"86","2013-10-30",23.23
"87","2013-10-31",23.540001
"88","2013-11-01",23.540001
"89","2013-11-04",23.4
"90","2013-11-05",23.5
"91","2013-11-06",23.5
"92","2013-11-07",23.450001
"93","2013-11-08",23.66
"94","2013-11-11",23.66
"95","2013-11-12",22.51
"96","2013-11-13",22.450001
"97","2013-11-14",22.25
"98","2013-11-15",22.25
"99","2013-11-18",22.110001
"100","2013-11-19",22.1
"101","2013-11-20",22.1
"102","2013-11-21",22.1
"103","2013-11-22",22.16
"104","2013-11-25",22.299999
"105","2013-11-26",22.379999
"106","2013-11-27",22.450001
"107","2013-11-29",22.360001
"108","2013-12-02",22.33
"109","2013-12-03",22.4
"110","2013-12-04",22.26
"111","2013-12-05",22.24
"112","2013-12-06",22.15
"113","2013-12-09",22.15
"114","2013-12-10",22.34
"115","2013-12-11",22.5
"116","2013-12-12",22.51
"117","2013-12-13",22.5
"118","2013-12-16",22.59
"119","2013-12-17",22.5
"120","2013-12-18",22.549999
"121","2013-12-19",22.549999
"122","2013-12-20",22.67
"123","2013-12-23",22.67
"124","2013-12-24",22.690001
"125","2013-12-26",22.700001
"126","2013-12-27",22.84
"127","2013-12-30",22.790001
"128","2013-12-31",22.9
"129","2014-01-02",22.799999
"130","2014-01-03",23.200001
"131","2014-01-06",22.98
"132","2014-01-07",23.07
"133","2014-01-08",23.15
"134","2014-01-09",23.200001
"135","2014-01-10",23.219999
"136","2014-01-13",23.15
"137","2014-01-14",23.23
"138","2014-01-15",23.1
"139","2014-01-16",23.120001
"140","2014-01-17",23.24
"141","2014-01-21",23.08
"142","2014-01-22",23.26
"143","2014-01-23",23.18
"144","2014-01-24",23.23
"145","2014-01-27",23.23
"146","2014-01-28",23.280001
"147","2014-01-29",23.26
"148","2014-01-30",23.33
"149","2014-01-31",23.309999
"150","2014-02-03",23.450001
"151","2014-02-04",23.299999
"152","2014-02-05",23.25
"153","2014-02-06",23.450001
"154","2014-02-07",23.200001
"155","2014-02-10",23.15
"156","2014-02-11",23.299999
"157","2014-02-12",23.66
"158","2014-02-13",23.25
"159","2014-02-14",23.440001
"160","2014-02-18",23.18
"161","2014-02-19",23.58
"162","2014-02-20",23.57
"163","2014-02-21",23.41
"164","2014-02-24",23.440001
"165","2014-02-25",23.35
"166","2014-02-26",23.57
"167","2014-02-27",23.299999
"168","2014-02-28",23.299999
"169","2014-03-03",23.299999
"170","2014-03-04",23.219999
"171","2014-03-05",23.33
"172","2014-03-06",23.389999
"173","2014-03-07",23.32
"174","2014-03-10",23.4
"175","2014-03-11",23.49
"176","2014-03-12",23.530001
"177","2014-03-13",23.76
"178","2014-03-14",24.209999
"179","2014-03-17",24.200001
"180","2014-03-18",24.01
"181","2014-03-19",23.950001
"182","2014-03-20",23.940001
"183","2014-03-21",24.030001
"184","2014-03-24",23.799999
"185","2014-03-25",23.99
"186","2014-03-26",23.99
"187","2014-03-27",23.83
"188","2014-03-28",23.85
"189","2014-03-31",23.969999
"190","2014-04-01",23.83
"191","2014-04-02",23.91
"192","2014-04-03",24
"193","2014-04-04",24
"194","2014-04-07",24.059999
"195","2014-04-08",24.09
"196","2014-04-09",24.07
"197","2014-04-10",24.190001
"198","2014-04-11",24.15
"199","2014-04-14",24.16
"200","2014-04-15",24.09
"201","2014-04-16",24.200001
"202","2014-04-17",24
"203","2014-04-21",24.040001
"204","2014-04-22",24.049999
"205","2014-04-23",24.049999
"206","2014-04-24",24.15
"207","2014-04-25",24.139999
"208","2014-04-28",24.049999
"209","2014-04-29",24.129999
"210","2014-04-30",24.09
"211","2014-05-01",24.110001
"212","2014-05-02",24.16
"213","2014-05-05",24.16
"214","2014-05-06",24.040001
"215","2014-05-07",24.040001
"216","2014-05-08",24.129999
"217","2014-05-09",24.139999
"218","2014-05-12",24.07
"219","2014-05-13",24.059999
"220","2014-05-14",24.16
"221","2014-05-15",24.190001
"222","2014-05-16",24.059999
"223","2014-05-19",23.790001
"224","2014-05-20",23.860001
"225","2014-05-21",23.950001
"226","2014-05-22",23.9
"227","2014-05-23",23.889999
"228","2014-05-27",24.08
"229","2014-05-28",24.049999
"230","2014-05-29",23.9
"231","2014-05-30",24
"232","2014-06-02",24.08
"233","2014-06-03",23.98
"234","2014-06-04",24.129999
"235","2014-06-05",24.200001
"236","2014-06-06",24.299999
"237","2014-06-09",24.5
"238","2014-06-10",24.530001
"239","2014-06-11",24.450001
"240","2014-06-12",24.5
"241","2014-06-13",24.51
"242","2014-06-16",24.360001
"243","2014-06-17",24.5
"244","2014-06-18",24.469999
"245","2014-06-19",24.540001
"246","2014-06-20",24.549999
"247","2014-06-23",24.440001
"248","2014-06-24",24.450001
"249","2014-06-25",24.549999
"250","2014-06-26",24.4
"251","2014-06-27",24.5
"252","2014-06-30",24.549999
"253","2014-07-01",24.6
"254","2014-07-02",24.620001
"255","2014-07-03",24.6
"256","2014-07-07",24.6
"257","2014-07-08",24.57
"258","2014-07-09",24.799999
"259","2014-07-10",24.74
"260","2014-07-11",24.75
"261","2014-07-14",24.75
"262","2014-07-15",24.75
"263","2014-07-16",24.52
"264","2014-07-17",24.459999
"265","2014-07-18",24.48
"266","2014-07-21",24.35
"267","2014-07-22",24.690001
"268","2014-07-23",24.6
"269","2014-07-24",24.700001
"270","2014-07-25",24.59
"271","2014-07-28",24.549999
"272","2014-07-29",24.59
"273","2014-07-30",24.52
"274","2014-07-31",24.48
"275","2014-08-01",24.469999
"276","2014-08-04",24.459999
"277","2014-08-05",24.4
"278","2014-08-06",24.42
"279","2014-08-07",24.459999
"280","2014-08-08",24.469999
"281","2014-08-11",24.5
"282","2014-08-12",24.450001
"283","2014-08-13",24.6
"284","2014-08-14",24.360001
"285","2014-08-15",24.5
"286","2014-08-18",24.450001
"287","2014-08-19",24.43
"288","2014-08-20",24.440001
"289","2014-08-21",24.440001
"290","2014-08-22",24.469999
"291","2014-08-25",24.49
"292","2014-08-26",24.459999
"293","2014-08-27",24.5
"294","2014-08-28",24.5
"295","2014-08-29",24.5
"296","2014-09-02",24.440001
"297","2014-09-03",24.4
"298","2014-09-04",24.49
"299","2014-09-05",24.4
"300","2014-09-08",24.42
"301","2014-09-09",24.43
"302","2014-09-10",24.610001
"303","2014-09-11",24.51
"304","2014-09-12",24.530001
"305","2014-09-15",24.559999
"306","2014-09-16",24.459999
"307","2014-09-17",24.299999
"308","2014-09-18",24.25
"309","2014-09-19",24.299999
"310","2014-09-22",24.25
"311","2014-09-23",24.25
"312","2014-09-24",24.299999
"313","2014-09-25",24.299999
"314","2014-09-26",24.280001
"315","2014-09-29",24.299999
"316","2014-09-30",24.4
"317","2014-10-01",24.370001
"318","2014-10-02",24.309999
"319","2014-10-03",24.280001
"320","2014-10-06",24.200001
"321","2014-10-07",24.26
"322","2014-10-08",24.23
"323","2014-10-09",24.17
"324","2014-10-10",24.120001
"325","2014-10-13",24.200001
"326","2014-10-14",23.860001
"327","2014-10-15",24.09
"328","2014-10-16",24
"329","2014-10-17",23.959999
"330","2014-10-20",23.959999
"331","2014-10-21",24.049999
"332","2014-10-22",24.360001
"333","2014-10-23",24.24
"334","2014-10-24",24.51
"335","2014-10-27",24.35
"336","2014-10-28",24.4
"337","2014-10-29",24.25
"338","2014-10-30",24.33
"339","2014-10-31",24.469999
"340","2014-11-03",24.43
"341","2014-11-04",24.559999
"342","2014-11-05",24.66
"343","2014-11-06",24.51
"344","2014-11-07",24.57
"345","2014-11-10",24.52
"346","2014-11-11",24.43
"347","2014-11-12",24.5
"348","2014-11-13",24.280001
"349","2014-11-14",24.360001
"350","2014-11-17",24.35
"351","2014-11-18",24.450001
"352","2014-11-19",24.4
"353","2014-11-20",24.120001
"354","2014-11-21",24.200001
"355","2014-11-24",24.120001
"356","2014-11-25",24.040001
"357","2014-11-26",24.18
"358","2014-11-28",24.15
"359","2014-12-01",24.219999
"360","2014-12-02",24.15
"361","2014-12-03",24.15
"362","2014-12-04",24.360001
"363","2014-12-05",24.32
"364","2014-12-08",23.959999
"365","2014-12-09",23.9
"366","2014-12-10",23.93
"367","2014-12-11",23.969999
"368","2014-12-12",23.98
"369","2014-12-15",23.4
"370","2014-12-16",23.1
"371","2014-12-17",23.25
"372","2014-12-18",23.639999
"373","2014-12-19",24
"374","2014-12-22",24.040001
"375","2014-12-23",23.98
"376","2014-12-24",23.85
"377","2014-12-26",24.110001
"378","2014-12-29",24.049999
"379","2014-12-30",24.200001
"380","2014-12-31",24.370001
"381","2015-01-02",24.51
"382","2015-01-05",24.43
"383","2015-01-06",24.42
"384","2015-01-07",24.57
"385","2015-01-08",24.5
"386","2015-01-09",24.5
"387","2015-01-12",24.469999
"388","2015-01-13",24.469999
"389","2015-01-14",24.469999
"390","2015-01-15",24.389999
"391","2015-01-16",24.35
"392","2015-01-20",24.58
"393","2015-01-21",24.530001
"394","2015-01-22",24.41
"395","2015-01-23",24.450001
"396","2015-01-26",24.559999
"397","2015-01-27",24.5
"398","2015-01-28",24.6
"399","2015-01-29",24.6
"400","2015-01-30",24.68
"401","2015-02-02",24.700001
"402","2015-02-03",24.959999
"403","2015-02-04",24.85
"404","2015-02-05",24.67
"405","2015-02-06",24.93
"406","2015-02-09",24.6
"407","2015-02-10",24.57
"408","2015-02-11",24.67
"409","2015-02-12",24.6
"410","2015-02-13",24.530001
"411","2015-02-17",24.59
"412","2015-02-18",24.57
"413","2015-02-19",24.58
"414","2015-02-20",24.469999
"415","2015-02-23",24.639999
"416","2015-02-24",24.719999
"417","2015-02-25",24.51
"418","2015-02-26",24.68
"419","2015-02-27",24.76
"420","2015-03-02",24.77
"421","2015-03-03",24.610001
"422","2015-03-04",24.610001
"423","2015-03-05",24.67
"424","2015-03-06",24.620001
"425","2015-03-09",24.639999
"426","2015-03-10",24.639999
"427","2015-03-11",24.84
