"","date","TGTX"
"1","2010-05-03",225
"2","2010-05-04",233.4375
"3","2010-05-05",233.4375
"4","2010-05-06",233.4375
"5","2010-05-07",196.875
"6","2010-05-10",168.75
"7","2010-05-11",210.9375
"8","2010-05-12",210.9375
"9","2010-05-13",196.875
"10","2010-05-14",196.875
"11","2010-05-17",196.875
"12","2010-05-18",196.875
"13","2010-05-19",168.75
"14","2010-05-20",146.25
"15","2010-05-21",177.1875
"16","2010-05-24",177.1875
"17","2010-05-25",177.1875
"18","2010-05-26",177.1875
"19","2010-05-27",168.75
"20","2010-05-28",182.8125
"21","2010-06-01",182.8125
"22","2010-06-02",182.8125
"23","2010-06-03",168.75
"24","2010-06-04",168.75
"25","2010-06-07",168.75
"26","2010-06-08",182.8125
"27","2010-06-09",177.1875
"28","2010-06-10",140.625
"29","2010-06-11",168.75
"30","2010-06-14",140.625
"31","2010-06-15",140.625
"32","2010-06-16",140.625
"33","2010-06-17",154.6875
"34","2010-06-18",154.6875
"35","2010-06-21",154.6875
"36","2010-06-22",154.6875
"37","2010-06-23",154.6875
"38","2010-06-24",157.5
"39","2010-06-25",168.75
"40","2010-06-28",140.625
"41","2010-06-29",140.625
"42","2010-06-30",126.5625
"43","2010-07-01",126.5625
"44","2010-07-02",126.5625
"45","2010-07-06",140.625
"46","2010-07-07",140.625
"47","2010-07-08",140.625
"48","2010-07-09",140.625
"49","2010-07-12",140.625
"50","2010-07-13",140.625
"51","2010-07-14",126.5625
"52","2010-07-15",112.5
"53","2010-07-16",112.5
"54","2010-07-19",126.5625
"55","2010-07-20",126.5625
"56","2010-07-21",126.5625
"57","2010-07-22",126.5625
"58","2010-07-23",126.5625
"59","2010-07-26",126.5625
"60","2010-07-27",126.5625
"61","2010-07-28",126.5625
"62","2010-07-29",126.5625
"63","2010-07-30",126.5625
"64","2010-08-02",112.5
"65","2010-08-03",112.5
"66","2010-08-04",112.5
"67","2010-08-05",126.5625
"68","2010-08-06",126.5625
"69","2010-08-09",112.5
"70","2010-08-10",112.5
"71","2010-08-11",112.5
"72","2010-08-12",112.5
"73","2010-08-13",112.5
"74","2010-08-16",112.5
"75","2010-08-17",112.5
"76","2010-08-18",112.5
"77","2010-08-19",112.5
"78","2010-08-20",112.5
"79","2010-08-23",112.5
"80","2010-08-24",112.5
"81","2010-08-25",112.5
"82","2010-08-26",112.5
"83","2010-08-27",112.5
"84","2010-08-30",112.5
"85","2010-08-31",112.5
"86","2010-09-01",84.375
"87","2010-09-02",112.5
"88","2010-09-03",98.4375
"89","2010-09-07",92.8125
"90","2010-09-08",92.8125
"91","2010-09-09",98.4375
"92","2010-09-10",90
"93","2010-09-13",90
"94","2010-09-14",90
"95","2010-09-15",90
"96","2010-09-16",90
"97","2010-09-17",84.375
"98","2010-09-20",98.4375
"99","2010-09-21",75.9375
"100","2010-09-22",75.9375
"101","2010-09-23",61.875
"102","2010-09-24",84.375
"103","2010-09-27",84.375
"104","2010-09-28",98.4375
"105","2010-09-29",98.4375
"106","2010-09-30",84.375
"107","2010-10-01",84.375
"108","2010-10-04",56.25
"109","2010-10-05",70.3125
"110","2010-10-06",98.4375
"111","2010-10-07",98.4375
"112","2010-10-08",73.125
"113","2010-10-11",112.5
"114","2010-10-12",112.5
"115","2010-10-13",84.375
"116","2010-10-14",98.4375
"117","2010-10-15",112.5
"118","2010-10-18",56.25
"119","2010-10-19",56.25
"120","2010-10-20",56.25
"121","2010-10-21",50.625
"122","2010-10-22",50.625
"123","2010-10-25",50.625
"124","2010-10-26",53.4375
"125","2010-10-27",61.875
"126","2010-10-28",70.3125
"127","2010-10-29",70.3125
"128","2010-11-01",61.875
"129","2010-11-02",61.875
"130","2010-11-03",61.875
"131","2010-11-04",75.9375
"132","2010-11-05",75.9375
"133","2010-11-08",78.75
"134","2010-11-09",84.375
"135","2010-11-10",106.875
"136","2010-11-11",104.0625
"137","2010-11-12",61.875
"138","2010-11-15",61.875
"139","2010-11-16",61.875
"140","2010-11-17",64.6875
"141","2010-11-18",56.25
"142","2010-11-19",56.25
"143","2010-11-22",56.25
"144","2010-11-23",56.25
"145","2010-11-24",84.375
"146","2010-11-26",84.375
"147","2010-11-29",56.25
"148","2010-11-30",56.25
"149","2010-12-01",56.25
"150","2010-12-02",56.25
"151","2010-12-03",59.0625
"152","2010-12-06",59.0625
"153","2010-12-07",64.6875
"154","2010-12-08",64.6875
"155","2010-12-09",47.8125
"156","2010-12-10",47.8125
"157","2010-12-13",56.25
"158","2010-12-14",70.3125
"159","2010-12-15",59.0625
"160","2010-12-16",70.3125
"161","2010-12-17",59.0625
"162","2010-12-20",61.875
"163","2010-12-21",61.875
"164","2010-12-22",61.875
"165","2010-12-23",61.875
"166","2010-12-27",61.875
"167","2010-12-28",45
"168","2010-12-29",53.4375
"169","2010-12-30",53.4375
"170","2010-12-31",50.625
"171","2011-01-03",53.4375
"172","2011-01-04",47.8125
"173","2011-01-05",47.8125
"174","2011-01-06",47.8125
"175","2011-01-07",47.8125
"176","2011-01-10",92.8125
"177","2011-01-11",64.6875
"178","2011-01-12",59.0625
"179","2011-01-13",84.375
"180","2011-01-14",67.5
"181","2011-01-18",64.6875
"182","2011-01-19",64.6875
"183","2011-01-20",56.25
"184","2011-01-21",53.4375
"185","2011-01-24",70.3125
"186","2011-01-25",61.875
"187","2011-01-26",61.875
"188","2011-01-27",56.25
"189","2011-01-28",70.3125
"190","2011-01-31",84.375
"191","2011-02-01",64.6875
"192","2011-02-02",73.125
"193","2011-02-03",78.75
"194","2011-02-04",61.875
"195","2011-02-07",70.3125
"196","2011-02-08",70.3125
"197","2011-02-09",61.875
"198","2011-02-10",84.375
"199","2011-02-11",78.75
"200","2011-02-14",70.3125
"201","2011-02-15",56.25
"202","2011-02-16",56.25
"203","2011-02-17",56.25
"204","2011-02-18",61.875
"205","2011-02-22",56.25
"206","2011-02-23",53.4375
"207","2011-02-24",56.25
"208","2011-02-25",64.6875
"209","2011-02-28",53.4375
"210","2011-03-01",56.25
"211","2011-03-02",53.4375
"212","2011-03-03",50.625
"213","2011-03-04",50.625
"214","2011-03-07",50.625
"215","2011-03-08",50.625
"216","2011-03-09",45
"217","2011-03-10",39.375
"218","2011-03-11",45
"219","2011-03-14",45
"220","2011-03-15",39.375
"221","2011-03-16",47.8125
"222","2011-03-17",45
"223","2011-03-18",45
"224","2011-03-21",45
"225","2011-03-22",42.1875
"226","2011-03-23",36.5625
"227","2011-03-24",39.375
"228","2011-03-25",36.5625
"229","2011-03-28",36.5625
"230","2011-03-29",42.1875
"231","2011-03-30",36.5625
"232","2011-03-31",39.375
"233","2011-04-01",39.375
"234","2011-04-04",39.375
"235","2011-04-05",42.1875
"236","2011-04-06",42.1875
"237","2011-04-07",42.1875
"238","2011-04-08",39.375
"239","2011-04-11",36.5625
"240","2011-04-12",28.125
"241","2011-04-13",42.1875
"242","2011-04-14",33.75
"243","2011-04-15",42.1875
"244","2011-04-18",42.1875
"245","2011-04-19",36.5625
"246","2011-04-20",42.1875
