"","date","ESGRP"
"1","2018-06-20",25.200001
"2","2018-06-21",25.209999
"3","2018-06-22",25.280001
"4","2018-06-25",25.24
"5","2018-06-26",25.32
"6","2018-06-27",25.309
"7","2018-06-28",25.299999
"8","2018-06-29",25.26
"9","2018-07-02",25.309999
"10","2018-07-03",25.450001
"11","2018-07-05",25.790001
"12","2018-07-06",25.700001
"13","2018-07-09",25.65
"14","2018-07-10",25.639999
"15","2018-07-11",25.700001
"16","2018-07-12",25.690001
"17","2018-07-13",25.700001
"18","2018-07-16",25.620001
"19","2018-07-17",25.52
"20","2018-07-18",25.48
"21","2018-07-19",25.459999
"22","2018-07-20",25.440001
"23","2018-07-23",25.42
"24","2018-07-24",25.370001
"25","2018-07-25",25.52
"26","2018-07-26",25.52
"27","2018-07-27",25.51
"28","2018-07-30",25.700001
"29","2018-07-31",25.67
"30","2018-08-01",25.559999
"31","2018-08-02",25.700001
"32","2018-08-03",25.799999
"33","2018-08-06",25.790001
"34","2018-08-07",25.85
"35","2018-08-08",25.879999
"36","2018-08-09",25.950001
"37","2018-08-10",25.93
"38","2018-08-13",26
"39","2018-08-14",25.9
"40","2018-08-15",25.82
"41","2018-08-16",25.889999
"42","2018-08-17",25.9
"43","2018-08-20",25.969999
"44","2018-08-21",25.99
"45","2018-08-22",26.055
"46","2018-08-23",26.09
"47","2018-08-24",26.09
"48","2018-08-27",26.079
"49","2018-08-28",26.190001
"50","2018-08-29",26.110001
"51","2018-08-30",26.15
"52","2018-08-31",26.110001
"53","2018-09-04",26.025
"54","2018-09-05",26.087999
"55","2018-09-06",26.059999
"56","2018-09-07",26
"57","2018-09-10",26.07
"58","2018-09-11",26.1
"59","2018-09-12",26.139999
"60","2018-09-13",26.120001
"61","2018-09-14",26.139999
"62","2018-09-17",26.139999
"63","2018-09-18",26.1
"64","2018-09-19",26.1
"65","2018-09-20",26.200001
"66","2018-09-21",26.16
"67","2018-09-24",26.209999
"68","2018-09-25",26.200001
"69","2018-09-26",26.24
"70","2018-09-27",26.379999
"71","2018-09-28",26.4
"72","2018-10-01",26.290001
"73","2018-10-02",26.34
"74","2018-10-03",26.1
"75","2018-10-04",25.860001
"76","2018-10-05",25.959999
"77","2018-10-08",25.77
"78","2018-10-09",25.82
"79","2018-10-10",25.76
"80","2018-10-11",25.719999
"81","2018-10-12",25.77
"82","2018-10-15",25.700001
"83","2018-10-16",25.73
"84","2018-10-17",25.690001
"85","2018-10-18",25.693001
"86","2018-10-19",25.75
"87","2018-10-22",25.74
"88","2018-10-23",25.719999
"89","2018-10-24",25.73
"90","2018-10-25",25.700001
"91","2018-10-26",25.705999
"92","2018-10-29",25.66
"93","2018-10-30",25.629999
"94","2018-10-31",25.690001
"95","2018-11-01",25.75
"96","2018-11-02",25.52
"97","2018-11-05",25.549999
"98","2018-11-06",25.700001
"99","2018-11-07",25.73
"100","2018-11-08",25.860001
"101","2018-11-09",25.889999
"102","2018-11-12",25.790001
"103","2018-11-13",25.82
"104","2018-11-14",25.26
"105","2018-11-15",25.110001
"106","2018-11-16",25.08
"107","2018-11-19",24.959999
"108","2018-11-20",24.780001
"109","2018-11-21",24.92
"110","2018-11-23",24.93
"111","2018-11-26",24.91
"112","2018-11-27",24.889999
"113","2018-11-28",24.84
"114","2018-11-29",24.85
"115","2018-11-30",24.85
"116","2018-12-03",24.85
"117","2018-12-04",24.690001
"118","2018-12-06",24.75
"119","2018-12-07",24.629999
"120","2018-12-10",24.629999
"121","2018-12-11",24.58
"122","2018-12-12",24.610001
"123","2018-12-13",24.59
"124","2018-12-14",24.73
"125","2018-12-17",24.309999
"126","2018-12-18",23.98
"127","2018-12-19",23.886999
"128","2018-12-20",23.6
"129","2018-12-21",23.709999
"130","2018-12-24",23.34
"131","2018-12-26",23.379999
"132","2018-12-27",22.719999
"133","2018-12-28",23.1
"134","2018-12-31",23.4
"135","2019-01-02",23.68
"136","2019-01-03",23.799999
"137","2019-01-04",24.16
"138","2019-01-07",24.27
"139","2019-01-08",24.290001
"140","2019-01-09",24.209999
"141","2019-01-10",24.030001
"142","2019-01-11",24.16
"143","2019-01-14",24.07
"144","2019-01-15",24.040001
"145","2019-01-16",24.129999
"146","2019-01-17",24.200001
"147","2019-01-18",24.360001
"148","2019-01-22",24.209999
"149","2019-01-23",24.6
"150","2019-01-24",24.75
"151","2019-01-25",25.09
"152","2019-01-28",25.120001
"153","2019-01-29",25.01
"154","2019-01-30",25.07
"155","2019-01-31",25.440001
"156","2019-02-01",25.5
"157","2019-02-04",25.450001
"158","2019-02-05",25.629999
"159","2019-02-06",25.200001
"160","2019-02-07",25.17
"161","2019-02-08",25.51
"162","2019-02-11",25.48
"163","2019-02-12",25.59
"164","2019-02-13",25.700001
"165","2019-02-14",25.360001
"166","2019-02-15",25.610001
"167","2019-02-19",25.719999
"168","2019-02-20",25.75
"169","2019-02-21",25.709999
"170","2019-02-22",25.610001
"171","2019-02-25",25.450001
"172","2019-02-26",25.049999
"173","2019-02-27",24.9
"174","2019-02-28",24.57
"175","2019-03-01",24.9
"176","2019-03-04",24.84
"177","2019-03-05",25
"178","2019-03-06",25.059999
"179","2019-03-07",24.91
"180","2019-03-08",24.83
"181","2019-03-11",24.790001
"182","2019-03-12",24.809999
"183","2019-03-13",25.02
"184","2019-03-14",24.969999
"185","2019-03-15",24.969999
"186","2019-03-18",25.24
"187","2019-03-19",25.07
"188","2019-03-20",25.01
"189","2019-03-21",25.17
"190","2019-03-22",25.16
"191","2019-03-25",25.08
"192","2019-03-26",25.139999
"193","2019-03-27",25.27
"194","2019-03-28",25.174999
"195","2019-03-29",25.469999
"196","2019-04-01",25.870001
"197","2019-04-02",25.780001
"198","2019-04-03",26.16
