"","date","SAFT"
"1","2007-01-03",50.889999
"2","2007-01-04",50.330002
"3","2007-01-05",49.049999
"4","2007-01-08",49.240002
"5","2007-01-09",50.049999
"6","2007-01-10",49.220001
"7","2007-01-11",49.68
"8","2007-01-12",50
"9","2007-01-16",49.139999
"10","2007-01-17",49.259998
"11","2007-01-18",47.779999
"12","2007-01-19",48.959999
"13","2007-01-22",47.810001
"14","2007-01-23",48.529999
"15","2007-01-24",48.490002
"16","2007-01-25",47.119999
"17","2007-01-26",47.380001
"18","2007-01-29",47.419998
"19","2007-01-30",48.389999
"20","2007-01-31",48.84
"21","2007-02-01",49.380001
"22","2007-02-02",48.490002
"23","2007-02-05",48.18
"24","2007-02-06",48.389999
"25","2007-02-07",49.029999
"26","2007-02-08",48.360001
"27","2007-02-09",48.389999
"28","2007-02-12",47.889999
"29","2007-02-13",48.540001
"30","2007-02-14",48.130001
"31","2007-02-15",47.369999
"32","2007-02-16",46.849998
"33","2007-02-20",47.900002
"34","2007-02-21",47.009998
"35","2007-02-22",46.950001
"36","2007-02-23",46.369999
"37","2007-02-26",45.619999
"38","2007-02-27",41.459999
"39","2007-02-28",42.470001
"40","2007-03-01",42.25
"41","2007-03-02",41.630001
"42","2007-03-05",40.209999
"43","2007-03-06",39.970001
"44","2007-03-07",39.630001
"45","2007-03-08",39.529999
"46","2007-03-09",39.07
"47","2007-03-12",39.689999
"48","2007-03-13",38.389999
"49","2007-03-14",38.540001
"50","2007-03-15",38.27
"51","2007-03-16",38.290001
"52","2007-03-19",38
"53","2007-03-20",38.27
"54","2007-03-21",38.25
"55","2007-03-22",38.779999
"56","2007-03-23",39.689999
"57","2007-03-26",39.450001
"58","2007-03-27",39.299999
"59","2007-03-28",38.93
"60","2007-03-29",39.029999
"61","2007-03-30",40.119999
"62","2007-04-02",40.5
"63","2007-04-03",40.73
"64","2007-04-04",40.23
"65","2007-04-05",39.959999
"66","2007-04-09",39.5
"67","2007-04-10",39.75
"68","2007-04-11",39.299999
"69","2007-04-12",39.700001
"70","2007-04-13",40.349998
"71","2007-04-16",39.880001
"72","2007-04-17",40.279999
"73","2007-04-18",39.48
"74","2007-04-19",40.23
"75","2007-04-20",41.16
"76","2007-04-23",41.32
"77","2007-04-24",40.970001
"78","2007-04-25",41.599998
"79","2007-04-26",40.619999
"80","2007-04-27",40.169998
"81","2007-04-30",40.060001
"82","2007-05-01",40.209999
"83","2007-05-02",40.619999
"84","2007-05-03",41
"85","2007-05-04",40.759998
"86","2007-05-07",41.029999
"87","2007-05-08",43.599998
"88","2007-05-09",42.959999
"89","2007-05-10",41.619999
"90","2007-05-11",42.689999
"91","2007-05-14",42.48
"92","2007-05-15",42.34
"93","2007-05-16",42.75
"94","2007-05-17",42.380001
"95","2007-05-18",42.310001
"96","2007-05-21",42.59
"97","2007-05-22",42.740002
"98","2007-05-23",42.59
"99","2007-05-24",42.099998
"100","2007-05-25",41.810001
"101","2007-05-29",42.220001
"102","2007-05-30",41.779999
"103","2007-05-31",41.639999
"104","2007-06-01",42.549999
"105","2007-06-04",41.68
"106","2007-06-05",41.610001
"107","2007-06-06",41.689999
"108","2007-06-07",41.369999
"109","2007-06-08",41.799999
"110","2007-06-11",41.27
"111","2007-06-12",41.009998
"112","2007-06-13",40.790001
"113","2007-06-14",41.049999
"114","2007-06-15",41.68
"115","2007-06-18",41.509998
"116","2007-06-19",41.59
"117","2007-06-20",41.650002
"118","2007-06-21",41.52
"119","2007-06-22",41.119999
"120","2007-06-25",41.110001
"121","2007-06-26",41.07
"122","2007-06-27",41.639999
"123","2007-06-28",41.41
"124","2007-06-29",41.400002
"125","2007-07-02",41.57
"126","2007-07-03",41.5
"127","2007-07-05",41.650002
"128","2007-07-06",41.700001
"129","2007-07-09",41.419998
"130","2007-07-10",40.029999
"131","2007-07-11",39.029999
"132","2007-07-12",39.130001
"133","2007-07-13",38.68
"134","2007-07-16",38.049999
"135","2007-07-17",37.540001
"136","2007-07-18",35.82
"137","2007-07-19",36.09
"138","2007-07-20",35.59
"139","2007-07-23",35.189999
"140","2007-07-24",34.02
"141","2007-07-25",34.360001
"142","2007-07-26",33.630001
"143","2007-07-27",33.540001
"144","2007-07-30",33.75
"145","2007-07-31",33.299999
"146","2007-08-01",33.669998
"147","2007-08-02",33.209999
"148","2007-08-03",31.51
"149","2007-08-06",35.279999
"150","2007-08-07",34.75
"151","2007-08-08",33.549999
"152","2007-08-09",33.110001
"153","2007-08-10",35.389999
"154","2007-08-13",33.970001
"155","2007-08-14",33.169998
"156","2007-08-15",33.060001
"157","2007-08-16",33.720001
"158","2007-08-17",34.09
"159","2007-08-20",33.68
"160","2007-08-21",33.139999
"161","2007-08-22",34.470001
"162","2007-08-23",34.200001
"163","2007-08-24",34.93
"164","2007-08-27",34.110001
"165","2007-08-28",33.900002
"166","2007-08-29",34.189999
"167","2007-08-30",34.290001
"168","2007-08-31",34.139999
"169","2007-09-04",34.709999
"170","2007-09-05",34.919998
"171","2007-09-06",35.290001
"172","2007-09-07",34.639999
"173","2007-09-10",35.18
"174","2007-09-11",35.610001
"175","2007-09-12",35.630001
"176","2007-09-13",35.560001
"177","2007-09-14",35.200001
"178","2007-09-17",35.09
"179","2007-09-18",36.709999
"180","2007-09-19",37.139999
"181","2007-09-20",36.560001
"182","2007-09-21",35.98
"183","2007-09-24",35.580002
"184","2007-09-25",35.139999
"185","2007-09-26",35.84
"186","2007-09-27",36.560001
"187","2007-09-28",35.939999
"188","2007-10-01",37
"189","2007-10-02",36.950001
"190","2007-10-03",36.880001
"191","2007-10-04",36.799999
"192","2007-10-05",37.080002
"193","2007-10-08",37.060001
"194","2007-10-09",37.470001
"195","2007-10-10",37.380001
"196","2007-10-11",37.389999
"197","2007-10-12",37.959999
"198","2007-10-15",36.709999
"199","2007-10-16",36.400002
"200","2007-10-17",36.470001
"201","2007-10-18",36.16
"202","2007-10-19",34.529999
"203","2007-10-22",34.939999
"204","2007-10-23",34.669998
"205","2007-10-24",34.93
"206","2007-10-25",34.470001
"207","2007-10-26",34.869999
"208","2007-10-29",34.880001
"209","2007-10-30",34.580002
"210","2007-10-31",35.959999
"211","2007-11-01",34.549999
"212","2007-11-02",35.119999
"213","2007-11-05",34.900002
"214","2007-11-06",36.040001
"215","2007-11-07",36.380001
"216","2007-11-08",37.040001
"217","2007-11-09",37.450001
"218","2007-11-12",36.810001
"219","2007-11-13",38.099998
"220","2007-11-14",38.509998
"221","2007-11-15",38.080002
"222","2007-11-16",37.830002
"223","2007-11-19",36
"224","2007-11-20",36.220001
"225","2007-11-21",35.52
"226","2007-11-23",36.23
"227","2007-11-26",35.380001
"228","2007-11-27",35.32
"229","2007-11-28",36.799999
"230","2007-11-29",36.43
"231","2007-11-30",36.509998
"232","2007-12-03",36.799999
"233","2007-12-04",36.610001
"234","2007-12-05",36.869999
"235","2007-12-06",36.669998
"236","2007-12-07",36.689999
"237","2007-12-10",36.889999
"238","2007-12-11",36.880001
"239","2007-12-12",36.799999
"240","2007-12-13",36.310001
"241","2007-12-14",35.82
"242","2007-12-17",35.5
"243","2007-12-18",36
"244","2007-12-19",35.860001
"245","2007-12-20",36.509998
"246","2007-12-21",37.759998
"247","2007-12-24",37.75
"248","2007-12-26",37.450001
"249","2007-12-27",37.310001
"250","2007-12-28",37.040001
"251","2007-12-31",36.619999
"252","2008-01-02",36.169998
"253","2008-01-03",35.849998
"254","2008-01-04",35.73
"255","2008-01-07",35.509998
"256","2008-01-08",35.5
"257","2008-01-09",37.099998
"258","2008-01-10",37.869999
"259","2008-01-11",36.619999
"260","2008-01-14",37.029999
"261","2008-01-15",36.380001
"262","2008-01-16",36.830002
"263","2008-01-17",36.73
"264","2008-01-18",36.119999
"265","2008-01-22",36.16
"266","2008-01-23",38.16
"267","2008-01-24",37.349998
"268","2008-01-25",36.59
"269","2008-01-28",37.720001
"270","2008-01-29",37.990002
"271","2008-01-30",37.099998
"272","2008-01-31",39.02
"273","2008-02-01",38.73
"274","2008-02-04",38.939999
"275","2008-02-05",38.82
"276","2008-02-06",39.16
"277","2008-02-07",39.549999
"278","2008-02-08",39.02
"279","2008-02-11",37.560001
"280","2008-02-12",37.650002
"281","2008-02-13",38.459999
"282","2008-02-14",38.290001
"283","2008-02-15",38.380001
"284","2008-02-19",39.360001
"285","2008-02-20",39.529999
"286","2008-02-21",37.650002
