"","date","SHW"
"1","2007-01-03",63.369999
"2","2007-01-04",63.049999
"3","2007-01-05",61.959999
"4","2007-01-08",61.700001
"5","2007-01-09",62.299999
"6","2007-01-10",63.029999
"7","2007-01-11",63.900002
"8","2007-01-12",63.84
"9","2007-01-16",63.349998
"10","2007-01-17",63.91
"11","2007-01-18",63.66
"12","2007-01-19",64.290001
"13","2007-01-22",64.309998
"14","2007-01-23",65.370003
"15","2007-01-24",65.410004
"16","2007-01-25",67.699997
"17","2007-01-26",66.709999
"18","2007-01-29",67.050003
"19","2007-01-30",67.610001
"20","2007-01-31",69.099998
"21","2007-02-01",69.419998
"22","2007-02-02",68.389999
"23","2007-02-05",68.699997
"24","2007-02-06",68.940002
"25","2007-02-07",69.82
"26","2007-02-08",70.290001
"27","2007-02-09",69.769997
"28","2007-02-12",69.199997
"29","2007-02-13",68.949997
"30","2007-02-14",68.900002
"31","2007-02-15",69.230003
"32","2007-02-16",68.669998
"33","2007-02-20",70.949997
"34","2007-02-21",70
"35","2007-02-22",68.980003
"36","2007-02-23",69.989998
"37","2007-02-26",67.769997
"38","2007-02-27",66.150002
"39","2007-02-28",66.550003
"40","2007-03-01",65.489998
"41","2007-03-02",64.870003
"42","2007-03-05",63.740002
"43","2007-03-06",64.75
"44","2007-03-07",64.800003
"45","2007-03-08",65.690002
"46","2007-03-09",66.43
"47","2007-03-12",68.040001
"48","2007-03-13",66.620003
"49","2007-03-14",65.639999
"50","2007-03-15",65.68
"51","2007-03-16",65.709999
"52","2007-03-19",66.650002
"53","2007-03-20",67.199997
"54","2007-03-21",68.010002
"55","2007-03-22",67.919998
"56","2007-03-23",68.209999
"57","2007-03-26",67.809998
"58","2007-03-27",66.339996
"59","2007-03-28",65.559998
"60","2007-03-29",65.660004
"61","2007-03-30",66.040001
"62","2007-04-02",66.18
"63","2007-04-03",66.970001
"64","2007-04-04",65.760002
"65","2007-04-05",65.82
"66","2007-04-09",66.360001
"67","2007-04-10",64.900002
"68","2007-04-11",65.160004
"69","2007-04-12",65.269997
"70","2007-04-13",64.919998
"71","2007-04-16",65.449997
"72","2007-04-17",64.860001
"73","2007-04-18",65.059998
"74","2007-04-19",65.519997
"75","2007-04-20",65.580002
"76","2007-04-23",65.290001
"77","2007-04-24",64.639999
"78","2007-04-25",64.730003
"79","2007-04-26",65.010002
"80","2007-04-27",65.650002
"81","2007-04-30",63.77
"82","2007-05-01",63.43
"83","2007-05-02",64.400002
"84","2007-05-03",64.629997
"85","2007-05-04",64.900002
"86","2007-05-07",65.199997
"87","2007-05-08",64.82
"88","2007-05-09",65.989998
"89","2007-05-10",65.699997
"90","2007-05-11",66.599998
"91","2007-05-14",67.089996
"92","2007-05-15",67.230003
"93","2007-05-16",67.220001
"94","2007-05-17",67.239998
"95","2007-05-18",67.529999
"96","2007-05-21",67.400002
"97","2007-05-22",67.510002
"98","2007-05-23",67.400002
"99","2007-05-24",66.690002
"100","2007-05-25",66.900002
"101","2007-05-29",67.260002
"102","2007-05-30",67.639999
"103","2007-05-31",67.639999
"104","2007-06-01",67.309998
"105","2007-06-04",68.5
"106","2007-06-05",67.510002
"107","2007-06-06",66.190002
"108","2007-06-07",64.739998
"109","2007-06-08",65.949997
"110","2007-06-11",65.839996
"111","2007-06-12",64.82
"112","2007-06-13",65.970001
"113","2007-06-14",66.150002
"114","2007-06-15",67.669998
"115","2007-06-18",67.400002
"116","2007-06-19",67.459999
"117","2007-06-20",67.709999
"118","2007-06-21",67.379997
"119","2007-06-22",66.559998
"120","2007-06-25",66.099998
"121","2007-06-26",66.059998
"122","2007-06-27",66.239998
"123","2007-06-28",66.379997
"124","2007-06-29",66.470001
"125","2007-07-02",67.029999
"126","2007-07-03",67.470001
"127","2007-07-05",67.339996
"128","2007-07-06",68.459999
"129","2007-07-09",67.339996
"130","2007-07-10",65.529999
"131","2007-07-11",66.129997
"132","2007-07-12",67.010002
"133","2007-07-13",67.599998
"134","2007-07-16",66.709999
"135","2007-07-17",67.690002
"136","2007-07-18",67.010002
"137","2007-07-19",72.989998
"138","2007-07-20",71.760002
"139","2007-07-23",71.57
"140","2007-07-24",71.349998
"141","2007-07-25",71.779999
"142","2007-07-26",69.419998
"143","2007-07-27",69.029999
"144","2007-07-30",70.769997
"145","2007-07-31",69.690002
"146","2007-08-01",70.309998
"147","2007-08-02",70.010002
"148","2007-08-03",69.059998
"149","2007-08-06",69.5
"150","2007-08-07",68.57
"151","2007-08-08",69.059998
"152","2007-08-09",66.050003
"153","2007-08-10",69.139999
"154","2007-08-13",69.190002
"155","2007-08-14",65.519997
"156","2007-08-15",65.279999
"157","2007-08-16",64.269997
"158","2007-08-17",66.589996
"159","2007-08-20",67.830002
"160","2007-08-21",68.839996
"161","2007-08-22",69.57
"162","2007-08-23",69.339996
"163","2007-08-24",70.260002
"164","2007-08-27",69.379997
"165","2007-08-28",67.410004
"166","2007-08-29",68.540001
"167","2007-08-30",68.400002
"168","2007-08-31",69.010002
"169","2007-09-04",68.82
"170","2007-09-05",68.959999
"171","2007-09-06",68.739998
"172","2007-09-07",66.529999
"173","2007-09-10",66.139999
"174","2007-09-11",66.839996
"175","2007-09-12",66.349998
"176","2007-09-13",67.559998
"177","2007-09-14",67.019997
"178","2007-09-17",66.209999
"179","2007-09-18",69
"180","2007-09-19",68.709999
"181","2007-09-20",67.239998
"182","2007-09-21",65.870003
"183","2007-09-24",64.660004
"184","2007-09-25",64.720001
"185","2007-09-26",66.910004
"186","2007-09-27",67.379997
"187","2007-09-28",65.709999
"188","2007-10-01",66.209999
"189","2007-10-02",64.440002
"190","2007-10-03",64.470001
"191","2007-10-04",65.669998
"192","2007-10-05",66.129997
"193","2007-10-08",66.400002
"194","2007-10-09",66.150002
"195","2007-10-10",65.919998
"196","2007-10-11",65.010002
"197","2007-10-12",65.07
"198","2007-10-15",63.060001
"199","2007-10-16",63.23
"200","2007-10-17",62.59
"201","2007-10-18",62.66
"202","2007-10-19",63.34
"203","2007-10-22",65.410004
"204","2007-10-23",66.300003
"205","2007-10-24",66.860001
"206","2007-10-25",64.980003
"207","2007-10-26",64.089996
"208","2007-10-29",63.990002
"209","2007-10-30",63.48
"210","2007-10-31",63.919998
"211","2007-11-01",62.68
"212","2007-11-02",61.299999
"213","2007-11-05",60.150002
"214","2007-11-06",60
"215","2007-11-07",59.580002
"216","2007-11-08",62.259998
"217","2007-11-09",61.84
"218","2007-11-12",60.740002
"219","2007-11-13",62.990002
"220","2007-11-14",62.91
"221","2007-11-15",61.970001
"222","2007-11-16",61.610001
"223","2007-11-19",59.790001
"224","2007-11-20",60.139999
"225","2007-11-21",60
"226","2007-11-23",60.619999
"227","2007-11-26",59.299999
"228","2007-11-27",59.389999
"229","2007-11-28",62.169998
"230","2007-11-29",61.650002
"231","2007-11-30",62.830002
"232","2007-12-03",62.060001
"233","2007-12-04",59.77
"234","2007-12-05",60.98
"235","2007-12-06",62.82
"236","2007-12-07",62.23
"237","2007-12-10",63.849998
"238","2007-12-11",60.110001
"239","2007-12-12",60.959999
"240","2007-12-13",60.810001
"241","2007-12-14",59.790001
"242","2007-12-17",59.189999
"243","2007-12-18",59.060001
"244","2007-12-19",58.959999
"245","2007-12-20",58.830002
"246","2007-12-21",58.689999
"247","2007-12-24",59.09
"248","2007-12-26",58.700001
"249","2007-12-27",57.93
"250","2007-12-28",57.650002
"251","2007-12-31",58.040001
"252","2008-01-02",56.549999
"253","2008-01-03",56.52
"254","2008-01-04",54.080002
"255","2008-01-07",55.509998
"256","2008-01-08",53.990002
"257","2008-01-09",56.509998
"258","2008-01-10",56.720001
"259","2008-01-11",55.490002
"260","2008-01-14",55.459999
"261","2008-01-15",53.470001
"262","2008-01-16",53.349998
