"","date","UBA"
"1","2007-01-03",18.780001
"2","2007-01-04",19.02
"3","2007-01-05",18.209999
"4","2007-01-08",18.030001
"5","2007-01-09",18.4
"6","2007-01-10",18.49
"7","2007-01-11",18.299999
"8","2007-01-12",19.25
"9","2007-01-16",18.690001
"10","2007-01-17",18.629999
"11","2007-01-18",18.58
"12","2007-01-19",18.85
"13","2007-01-22",18.66
"14","2007-01-23",18.76
"15","2007-01-24",19.07
"16","2007-01-25",19.049999
"17","2007-01-26",19.030001
"18","2007-01-29",18.84
"19","2007-01-30",19.35
"20","2007-01-31",19.43
"21","2007-02-01",19.379999
"22","2007-02-02",19.02
"23","2007-02-05",19.190001
"24","2007-02-06",19.09
"25","2007-02-07",19.18
"26","2007-02-08",19
"27","2007-02-09",19.200001
"28","2007-02-12",19.15
"29","2007-02-13",19.1
"30","2007-02-14",18.549999
"31","2007-02-15",18.620001
"32","2007-02-16",18.77
"33","2007-02-20",18.9
"34","2007-02-21",18.879999
"35","2007-02-22",18.799999
"36","2007-02-23",18.5
"37","2007-02-26",18.35
"38","2007-02-27",17.9
"39","2007-02-28",18.02
"40","2007-03-01",18.120001
"41","2007-03-02",18
"42","2007-03-05",17.809999
"43","2007-03-06",18.6
"44","2007-03-07",18.530001
"45","2007-03-08",18.33
"46","2007-03-09",18.700001
"47","2007-03-12",18.67
"48","2007-03-13",18.469999
"49","2007-03-14",18.48
"50","2007-03-15",19.07
"51","2007-03-16",18.540001
"52","2007-03-19",19.07
"53","2007-03-20",19.17
"54","2007-03-21",19.620001
"55","2007-03-22",19.43
"56","2007-03-23",19.530001
"57","2007-03-26",19.129999
"58","2007-03-27",18.84
"59","2007-03-28",18.620001
"60","2007-03-29",19
"61","2007-03-30",19.559999
"62","2007-04-02",19.5
"63","2007-04-03",19.219999
"64","2007-04-04",18.530001
"65","2007-04-05",18.84
"66","2007-04-09",18.799999
"67","2007-04-10",18.99
"68","2007-04-11",18.799999
"69","2007-04-12",18.870001
"70","2007-04-13",19.040001
"71","2007-04-16",19.08
"72","2007-04-17",19.280001
"73","2007-04-18",18.860001
"74","2007-04-19",18.559999
"75","2007-04-20",18.870001
"76","2007-04-23",18.950001
"77","2007-04-24",18.93
"78","2007-04-25",18.799999
"79","2007-04-26",18.66
"80","2007-04-27",18.309999
"81","2007-04-30",18.139999
"82","2007-05-01",18.549999
"83","2007-05-02",18.809999
"84","2007-05-03",18.4
"85","2007-05-04",18.34
"86","2007-05-07",18.24
"87","2007-05-08",18.200001
"88","2007-05-09",18.25
"89","2007-05-10",17.85
"90","2007-05-11",18.370001
"91","2007-05-14",18
"92","2007-05-15",17.629999
"93","2007-05-16",17.629999
"94","2007-05-17",17.33
"95","2007-05-18",17.4
"96","2007-05-21",17.549999
"97","2007-05-22",17.93
"98","2007-05-23",17.549999
"99","2007-05-24",16.92
"100","2007-05-25",17.01
"101","2007-05-29",17.4
"102","2007-05-30",17.51
"103","2007-05-31",17.15
"104","2007-06-01",17.93
"105","2007-06-04",17.99
"106","2007-06-05",17.389999
"107","2007-06-06",17.530001
"108","2007-06-07",17.120001
"109","2007-06-08",17.559999
"110","2007-06-11",17.07
"111","2007-06-12",16.76
"112","2007-06-13",17.889999
"113","2007-06-14",17.879999
"114","2007-06-15",18.059999
"115","2007-06-18",17.940001
"116","2007-06-19",18.26
"117","2007-06-20",17.540001
"118","2007-06-21",17.4
"119","2007-06-22",17.129999
"120","2007-06-25",16.57
"121","2007-06-26",17
"122","2007-06-27",17.6
"123","2007-06-28",17.09
"124","2007-06-29",17.01
"125","2007-07-02",17.17
"126","2007-07-03",17.09
"127","2007-07-05",17.23
"128","2007-07-06",17.379999
"129","2007-07-09",17.18
"130","2007-07-10",16.879999
"131","2007-07-11",16.76
"132","2007-07-12",17.07
"133","2007-07-13",17.290001
"134","2007-07-16",17.049999
"135","2007-07-17",17.09
"136","2007-07-18",17.299999
"137","2007-07-19",17.33
"138","2007-07-20",16.51
"139","2007-07-23",16.52
"140","2007-07-24",16.219999
"141","2007-07-25",16.77
"142","2007-07-26",16.360001
"143","2007-07-27",15.31
"144","2007-07-30",15.21
"145","2007-07-31",15.1
"146","2007-08-01",15.6
"147","2007-08-02",16.049999
"148","2007-08-03",15.02
"149","2007-08-06",15.5
"150","2007-08-07",15.13
"151","2007-08-08",15.91
"152","2007-08-09",15.62
"153","2007-08-10",14.97
"154","2007-08-13",15.62
"155","2007-08-14",15.05
"156","2007-08-15",15.26
"157","2007-08-16",16.549999
"158","2007-08-17",17.120001
"159","2007-08-20",17.190001
"160","2007-08-21",16.719999
"161","2007-08-22",16.68
"162","2007-08-23",17.09
"163","2007-08-24",16.870001
"164","2007-08-27",16.469999
"165","2007-08-28",16.719999
"166","2007-08-29",16.91
"167","2007-08-30",16.67
"168","2007-08-31",16.940001
"169","2007-09-04",17.1
"170","2007-09-05",17.15
"171","2007-09-06",17.07
"172","2007-09-07",16.299999
"173","2007-09-10",16.18
"174","2007-09-11",16.780001
"175","2007-09-12",16.26
"176","2007-09-13",16.42
"177","2007-09-14",16.559999
"178","2007-09-17",16.290001
"179","2007-09-18",17.91
"180","2007-09-19",17.07
"181","2007-09-20",16.620001
"182","2007-09-21",16.030001
"183","2007-09-24",16.540001
"184","2007-09-25",16.209999
"185","2007-09-26",16.299999
"186","2007-09-27",16.24
"187","2007-09-28",15.47
"188","2007-10-01",16.139999
"189","2007-10-02",15.97
"190","2007-10-03",15.61
"191","2007-10-04",16.040001
"192","2007-10-05",17.34
"193","2007-10-08",17
"194","2007-10-09",17.01
"195","2007-10-10",17.370001
"196","2007-10-11",17.82
"197","2007-10-12",17.309999
"198","2007-10-15",16.969999
"199","2007-10-16",17.030001
"200","2007-10-17",16.719999
"201","2007-10-18",17.17
"202","2007-10-19",15.76
"203","2007-10-22",16.25
"204","2007-10-23",16.48
"205","2007-10-24",16.139999
"206","2007-10-25",16.219999
"207","2007-10-26",16.17
"208","2007-10-29",16.16
"209","2007-10-30",16.190001
"210","2007-10-31",16.620001
"211","2007-11-01",16.09
"212","2007-11-02",16.15
"213","2007-11-05",15.79
"214","2007-11-06",16.08
"215","2007-11-07",15.49
"216","2007-11-08",16.17
"217","2007-11-09",16.15
"218","2007-11-12",16.6
"219","2007-11-13",17.57
"220","2007-11-14",17.059999
"221","2007-11-15",17.049999
"222","2007-11-16",16.01
"223","2007-11-19",15.86
"224","2007-11-20",16.299999
"225","2007-11-21",16.58
"226","2007-11-23",16.93
"227","2007-11-26",15.95
"228","2007-11-27",16.860001
"229","2007-11-28",18.129999
"230","2007-11-29",17.1
"231","2007-11-30",16.879999
"232","2007-12-03",16.139999
"233","2007-12-04",16.24
"234","2007-12-05",16.440001
"235","2007-12-06",17.040001
"236","2007-12-07",17.57
"237","2007-12-10",17.360001
"238","2007-12-11",17.059999
"239","2007-12-12",16.9
"240","2007-12-13",16.799999
"241","2007-12-14",16.299999
"242","2007-12-17",15.65
"243","2007-12-18",16.33
"244","2007-12-19",16.07
"245","2007-12-20",16.209999
"246","2007-12-21",16.73
"247","2007-12-24",17.01
"248","2007-12-26",16.98
"249","2007-12-27",15.82
"250","2007-12-28",15.48
"251","2007-12-31",15.5
