"","date","ETRN"
"84","2019-03-05",18.66
"85","2019-03-06",18.379999
"86","2019-03-07",18.98
"87","2019-03-08",18.690001
"88","2019-03-11",19
"89","2019-03-12",19.35
"90","2019-03-13",19.68
"91","2019-03-14",19.879999
"92","2019-03-15",20.190001
"93","2019-03-18",20.15
"94","2019-03-19",20.25
"95","2019-03-20",20.370001
"96","2019-03-21",20.530001
"97","2019-03-22",20.280001
"98","2019-03-25",20.309999
"99","2019-03-26",20.299999
"100","2019-03-27",20.35
"101","2019-03-28",20.82
"102","2019-03-29",21.780001
"103","2019-04-01",21.889999
"104","2019-04-02",21.559999
"105","2019-04-03",21.540001
"106","2019-04-04",21.290001
"107","2019-04-05",21.549999
"108","2019-04-08",21.309999
"109","2019-04-09",21.110001
"110","2019-04-10",21.379999
"111","2019-04-11",21.23
"112","2019-04-12",21.299999
"113","2019-04-15",21.209999
"114","2019-04-16",21.49
"115","2019-04-17",21.77
"116","2019-04-18",21.639999
"117","2019-04-22",21.9
"118","2019-04-23",21.58
"119","2019-04-24",21.629999
"120","2019-04-25",21.48
"121","2019-04-26",21.530001
"122","2019-04-29",21.58
"123","2019-04-30",20.83
"124","2019-05-01",21.129999
"125","2019-05-02",20.629999
"126","2019-05-03",21.200001
"127","2019-05-06",20.940001
"128","2019-05-07",20.540001
"129","2019-05-08",20.610001
"130","2019-05-09",20.139999
"131","2019-05-10",21.040001
"132","2019-05-13",20.610001
"133","2019-05-14",21.27
"134","2019-05-15",21.4
"135","2019-05-16",22.040001
"136","2019-05-17",21.67
"137","2019-05-20",21.48
"138","2019-05-21",21.51
"139","2019-05-22",21.27
"140","2019-05-23",20.690001
"141","2019-05-24",20.870001
"142","2019-05-28",20.299999
"143","2019-05-29",20.6
"144","2019-05-30",20.24
"145","2019-05-31",19.860001
"146","2019-06-03",19.790001
"147","2019-06-04",20.280001
"148","2019-06-05",19.360001
"149","2019-06-06",19.41
"150","2019-06-07",19.549999
"151","2019-06-10",19.59
"152","2019-06-11",19.65
"153","2019-06-12",19.77
"154","2019-06-13",19.799999
"155","2019-06-14",19.24
"156","2019-06-17",19.459999
"157","2019-06-18",19.719999
"158","2019-06-19",20.280001
"159","2019-06-20",20.48
"160","2019-06-21",21.040001
"161","2019-06-24",20.83
"162","2019-06-25",20.129999
"163","2019-06-26",19.950001
"164","2019-06-27",19.76
"165","2019-06-28",19.709999
"166","2019-07-01",19.42
"167","2019-07-02",19.02
"168","2019-07-03",19.379999
"169","2019-07-05",19.190001
"170","2019-07-08",19.15
"171","2019-07-09",19
"172","2019-07-10",19.15
"173","2019-07-11",18.969999
"174","2019-07-12",18.969999
"175","2019-07-15",18.559999
"176","2019-07-16",18.309999
"177","2019-07-17",18.09
"178","2019-07-18",17.559999
"179","2019-07-19",17.530001
"180","2019-07-22",17.799999
"181","2019-07-23",17.75
"182","2019-07-24",18.129999
"183","2019-07-25",18.1
"184","2019-07-26",17.68
"185","2019-07-29",17.940001
"186","2019-07-30",17.15
"187","2019-07-31",16.59
"188","2019-08-01",16.15
"189","2019-08-02",16.290001
"190","2019-08-05",15.35
"191","2019-08-06",14.87
"192","2019-08-07",14.59
"193","2019-08-08",15.01
"194","2019-08-09",14.57
"195","2019-08-12",13.45
"196","2019-08-13",13.68
"197","2019-08-14",13.09
"198","2019-08-15",13.53
"199","2019-08-16",13.8
"200","2019-08-19",13.99
"201","2019-08-20",13.96
"202","2019-08-21",14.04
"203","2019-08-22",13.75
"204","2019-08-23",13.33
"205","2019-08-26",13.26
"206","2019-08-27",12.8
"207","2019-08-28",13.28
"208","2019-08-29",13.47
"209","2019-08-30",13.49
"210","2019-09-03",12.7
"211","2019-09-04",13.04
"212","2019-09-05",13.08
"213","2019-09-06",12.42
"214","2019-09-09",12.99
"215","2019-09-10",13.37
"216","2019-09-11",13.43
"217","2019-09-12",13.3
"218","2019-09-13",13.39
"219","2019-09-16",13.67
"220","2019-09-17",13.6
"221","2019-09-18",13.61
"222","2019-09-19",13.52
"223","2019-09-20",13.64
"224","2019-09-23",13.78
"225","2019-09-24",13.88
"226","2019-09-25",14.12
"227","2019-09-26",14.25
"228","2019-09-27",14.37
"229","2019-09-30",14.55
"230","2019-10-01",14.42
"231","2019-10-02",13.97
"232","2019-10-03",14.1
"233","2019-10-04",14.35
"234","2019-10-07",14.21
"235","2019-10-08",13.95
"236","2019-10-09",13.84
"237","2019-10-10",13.91
"238","2019-10-11",14.33
"239","2019-10-14",14.42
"240","2019-10-15",14.51
"241","2019-10-16",14.79
"242","2019-10-17",14.95
"243","2019-10-18",14.99
"244","2019-10-21",15.08
"245","2019-10-22",14.92
"246","2019-10-23",14.79
"247","2019-10-24",14.75
"248","2019-10-25",14.7
"249","2019-10-28",14.41
"250","2019-10-29",14.34
"251","2019-10-30",14.16
"252","2019-10-31",13.92
"253","2019-11-01",14.15
"254","2019-11-04",14.5
"255","2019-11-05",12.92
"256","2019-11-06",12.88
"257","2019-11-07",12.31
"258","2019-11-08",12.3
"259","2019-11-11",11.75
"260","2019-11-12",11.12
"261","2019-11-13",10.92
"262","2019-11-14",10.71
"263","2019-11-15",10.83
"264","2019-11-18",10.16
"265","2019-11-19",9.84
"266","2019-11-20",9.68
"267","2019-11-21",9.82
"268","2019-11-22",9.87
"269","2019-11-25",10.31
"270","2019-11-26",9.87
"271","2019-11-27",10
"272","2019-11-29",9.97
"273","2019-12-02",9.53
"274","2019-12-03",9.5
"275","2019-12-04",9.5
"276","2019-12-05",9.24
"277","2019-12-06",9.49
"278","2019-12-09",9.91
"279","2019-12-10",10.45
"280","2019-12-11",10.81
"281","2019-12-12",10.99
"282","2019-12-13",10.87
"283","2019-12-16",11.35
"284","2019-12-17",11.8
"285","2019-12-18",12.26
"286","2019-12-19",12.1
"287","2019-12-20",12.26
"288","2019-12-23",12.85
"289","2019-12-24",12.9
"290","2019-12-26",13.02
"291","2019-12-27",13.06
"292","2019-12-30",13.03
"293","2019-12-31",13.36
"294","2020-01-02",13.42
"295","2020-01-03",13.41
"296","2020-01-06",13.73
"297","2020-01-07",13.74
"298","2020-01-08",13.04
"299","2020-01-09",12.48
"300","2020-01-10",12.15
"301","2020-01-13",12.68
"302","2020-01-14",12.98
"303","2020-01-15",13.14
"304","2020-01-16",13.38
"305","2020-01-17",13.35
"306","2020-01-21",12.37
"307","2020-01-22",11.84
"308","2020-01-23",11.38
"309","2020-01-24",10.77
"310","2020-01-27",10.28
"311","2020-01-28",10.07
"312","2020-01-29",9.89
"313","2020-01-30",9.82
"314","2020-01-31",9.67
"315","2020-02-03",9.96
"316","2020-02-04",10.09
"317","2020-02-05",10.25
"318","2020-02-06",9.58
"319","2020-02-07",9.53
"320","2020-02-10",9.01
"321","2020-02-11",8.94
"322","2020-02-12",8.93
"323","2020-02-13",8.7
"324","2020-02-14",8.86
"325","2020-02-18",9.07
"326","2020-02-19",9.55
"327","2020-02-20",9.89
"328","2020-02-21",9.65
"329","2020-02-24",9.87
"330","2020-02-25",9
"331","2020-02-26",8.68
"332","2020-02-27",7.41
"333","2020-02-28",7.06
"334","2020-03-02",6.65
"335","2020-03-03",6.36
"336","2020-03-04",6.38
"337","2020-03-05",6.25
"338","2020-03-06",6.11
"339","2020-03-09",5.47
"340","2020-03-10",5.38
"341","2020-03-11",5.45
"342","2020-03-12",4.25
"343","2020-03-13",5.22
"344","2020-03-16",5.1
"345","2020-03-17",4.99
"346","2020-03-18",4.08
"347","2020-03-19",4.71
"348","2020-03-20",5.43
"349","2020-03-23",4.98
"350","2020-03-24",4.93
"351","2020-03-25",4.77
"352","2020-03-26",4.81
"353","2020-03-27",4.2
"354","2020-03-30",4.53
"355","2020-03-31",5.03
"356","2020-04-01",4.93
"357","2020-04-02",5.46
"358","2020-04-03",5.71
"359","2020-04-06",5.78
"360","2020-04-07",5.69
"361","2020-04-08",5.86
"362","2020-04-09",5.57
"363","2020-04-13",5.81
"364","2020-04-14",6.5
"365","2020-04-15",6.78
"366","2020-04-16",6.97
"367","2020-04-17",7.35
"368","2020-04-20",8.15
"369","2020-04-21",8.1
"370","2020-04-22",7.88
"371","2020-04-23",8.01
"372","2020-04-24",8.08
"373","2020-04-27",8.43
"374","2020-04-28",8.64
"375","2020-04-29",8.56
"376","2020-04-30",8.38
"377","2020-05-01",8.25
"378","2020-05-04",8.73
"379","2020-05-05",8.46
"380","2020-05-06",8.06
"381","2020-05-07",7.55
"382","2020-05-08",8
"383","2020-05-11",7.95
"384","2020-05-12",7.37
"385","2020-05-13",6.92
"386","2020-05-14",7.22
"387","2020-05-15",7.72
"388","2020-05-18",7.82
"389","2020-05-19",8.11
"390","2020-05-20",8
"391","2020-05-21",7.87
"392","2020-05-22",7.85
"393","2020-05-26",8.03
"394","2020-05-27",8.06
"395","2020-05-28",8.05
"396","2020-05-29",8.09
"397","2020-06-01",8.04
"398","2020-06-02",8.19
"399","2020-06-03",8.57
"400","2020-06-04",8.86
"401","2020-06-05",9.35
"402","2020-06-08",9.66
"403","2020-06-09",9.03
"404","2020-06-10",8.89
"405","2020-06-11",8.16
"406","2020-06-12",8.06
"407","2020-06-15",8.8
"408","2020-06-16",8.78
"409","2020-06-17",9.05
"410","2020-06-18",9.63
"411","2020-06-19",8.92
"412","2020-06-22",8.69
"413","2020-06-23",8.5
"414","2020-06-24",8.44
"415","2020-06-25",8.49
"416","2020-06-26",8.58
"417","2020-06-29",8.28
"418","2020-06-30",8.31
"419","2020-07-01",8.34
"420","2020-07-02",8.72
"421","2020-07-06",8.91
"422","2020-07-07",9.96
"423","2020-07-08",9.95
"424","2020-07-09",9.51
"425","2020-07-10",9.29
"426","2020-07-13",9.26
"427","2020-07-14",9.15
"428","2020-07-15",9.63
"429","2020-07-16",9.49
"430","2020-07-17",9.64
"431","2020-07-20",9.38
"432","2020-07-21",9.84
"433","2020-07-22",9.36
"434","2020-07-23",9.47
"435","2020-07-24",9.44
"436","2020-07-27",9.29
"437","2020-07-28",9.27
"438","2020-07-29",9.63
"439","2020-07-30",9.59
"440","2020-07-31",9.65
"441","2020-08-03",9.75
"442","2020-08-04",10.38
"443","2020-08-05",10.3
"444","2020-08-06",10.35
"445","2020-08-07",10.5
"446","2020-08-10",10.77
"447","2020-08-11",10.74
"448","2020-08-12",10.92
"449","2020-08-13",10.88
"450","2020-08-14",11.38
"451","2020-08-17",11.64
"452","2020-08-18",11.11
"453","2020-08-19",10.84
"454","2020-08-20",10.78
"455","2020-08-21",10.6
"456","2020-08-24",10.77
"457","2020-08-25",10.66
"458","2020-08-26",10.51
"459","2020-08-27",10.56
"460","2020-08-28",10.42
"461","2020-08-31",10.28
"462","2020-09-01",10.05
"463","2020-09-02",10.08
"464","2020-09-03",9.73
"465","2020-09-04",9.96
"466","2020-09-08",9.78
"467","2020-09-09",9.82
"468","2020-09-10",9.44
"469","2020-09-11",9.63
"470","2020-09-14",9.77
"471","2020-09-15",9.19
"472","2020-09-16",9.49
"473","2020-09-17",9.28
"474","2020-09-18",9.24
"475","2020-09-21",9.17
"476","2020-09-22",8.83
"477","2020-09-23",8.33
"478","2020-09-24",8.37
"479","2020-09-25",8.46
"480","2020-09-28",8.7
"481","2020-09-29",8.74
"482","2020-09-30",8.46
"483","2020-10-01",8.12
"484","2020-10-02",8.29
"485","2020-10-05",8.52
"486","2020-10-06",8.26
"487","2020-10-07",8.3
"488","2020-10-08",8.61
"489","2020-10-09",8.4
"490","2020-10-12",8.55
"491","2020-10-13",8.28
"492","2020-10-14",8.38
"493","2020-10-15",8.38
"494","2020-10-16",8.12
"495","2020-10-19",8.21
"496","2020-10-20",8.27
"497","2020-10-21",8.11
"498","2020-10-22",8.54
"499","2020-10-23",8.35
"500","2020-10-26",7.95
"501","2020-10-27",7.83
"502","2020-10-28",7.39
"503","2020-10-29",7.28
"504","2020-10-30",7.26
"505","2020-11-02",7.17
"506","2020-11-03",7.08
"507","2020-11-04",7.08
"508","2020-11-05",7.06
"509","2020-11-06",6.81
"510","2020-11-09",7.14
"511","2020-11-10",6.89
"512","2020-11-11",6.98
"513","2020-11-12",6.74
"514","2020-11-13",7.04
"515","2020-11-16",7.14
"516","2020-11-17",7.29
"517","2020-11-18",7.46
"518","2020-11-19",7.92
"519","2020-11-20",7.8
"520","2020-11-23",8.22
"521","2020-11-24",8.58
"522","2020-11-25",8.54
"523","2020-11-27",8.43
