"","date","URGN"
"1","2017-05-04",13.98
"2","2017-05-05",14
"3","2017-05-08",15.94
"4","2017-05-09",16.41
"5","2017-05-10",16.860001
"6","2017-05-11",16.940001
"7","2017-05-12",16.4
"8","2017-05-15",16.99
"9","2017-05-16",17.129999
"10","2017-05-17",16.43
"11","2017-05-18",18
"12","2017-05-19",18.85
"13","2017-05-22",18.9
"14","2017-05-23",18.549999
"15","2017-05-24",18.700001
"16","2017-05-25",18.41
"17","2017-05-26",18.48
"18","2017-05-30",18.93
"19","2017-05-31",17.85
"20","2017-06-01",18.6
"21","2017-06-02",18.639999
"22","2017-06-05",18.5
"23","2017-06-06",17.85
"24","2017-06-07",17.889999
"25","2017-06-08",17.51
"26","2017-06-09",16.4
"27","2017-06-12",16.360001
"28","2017-06-13",16.209999
"29","2017-06-14",15.72
"30","2017-06-15",15.13
"31","2017-06-16",15.61
"32","2017-06-19",15.63
"33","2017-06-20",15.89
"34","2017-06-21",17.450001
"35","2017-06-22",17.67
"36","2017-06-23",17.4
"37","2017-06-26",19.43
"38","2017-06-27",19.799999
"39","2017-06-28",19.549999
"40","2017-06-29",18.879999
"41","2017-06-30",18.059999
"42","2017-07-03",18.735001
"43","2017-07-05",18.5
"44","2017-07-06",18.75
"45","2017-07-07",19.34
"46","2017-07-10",18.9
"47","2017-07-11",18.85
"48","2017-07-12",18.35
"49","2017-07-13",18.469999
"50","2017-07-14",17.700001
"51","2017-07-17",18
"52","2017-07-18",17.799999
"53","2017-07-19",18.120001
"54","2017-07-20",18.389999
"55","2017-07-21",18.01
"56","2017-07-24",18.700001
"57","2017-07-25",18.99
"58","2017-07-26",18.799999
"59","2017-07-27",18.4
"60","2017-07-28",18.875
"61","2017-07-31",18.16
"62","2017-08-01",17.75
"63","2017-08-02",17.74
"64","2017-08-03",18.629999
"65","2017-08-04",18.530001
"66","2017-08-07",18.799999
"67","2017-08-08",18.200001
"68","2017-08-09",18.040001
"69","2017-08-10",17.67
"70","2017-08-11",17.885
"71","2017-08-14",18.42
"72","2017-08-15",17.9
"73","2017-08-16",17.620001
"74","2017-08-17",17.58
"75","2017-08-18",17.51
"76","2017-08-21",17.15
"77","2017-08-22",17.719999
"78","2017-08-23",17.950001
"79","2017-08-24",17.370001
"80","2017-08-25",17.469999
"81","2017-08-28",18.040001
"82","2017-08-29",19.35
"83","2017-08-30",21.66
"84","2017-08-31",23.85
"85","2017-09-01",25.290001
"86","2017-09-05",25.68
"87","2017-09-06",27
"88","2017-09-07",28.48
"89","2017-09-08",27.85
"90","2017-09-11",28.24
"91","2017-09-12",28.530001
"92","2017-09-13",30.59
"93","2017-09-14",32.720001
"94","2017-09-15",32.689999
"95","2017-09-18",32.130001
"96","2017-09-19",31.92
"97","2017-09-20",30.059999
"98","2017-09-21",29.51
"99","2017-09-22",30.49
"100","2017-09-25",31.049999
"101","2017-09-26",31.18
"102","2017-09-27",30.700001
"103","2017-09-28",32.43
"104","2017-09-29",31.52
"105","2017-10-02",32.169998
"106","2017-10-03",31.969999
"107","2017-10-04",30.879999
"108","2017-10-05",30.459999
"109","2017-10-06",29.360001
"110","2017-10-09",29.799999
"111","2017-10-10",30.190001
"112","2017-10-11",30.75
"113","2017-10-12",29.870001
"114","2017-10-13",29
"115","2017-10-16",28.940001
"116","2017-10-17",28.860001
"117","2017-10-18",27.93
"118","2017-10-19",27.459999
"119","2017-10-20",27.280001
"120","2017-10-23",27.34
"121","2017-10-24",29.450001
"122","2017-10-25",28.549999
"123","2017-10-26",27.549999
"124","2017-10-27",28.42
"125","2017-10-30",30.66
"126","2017-10-31",31.73
"127","2017-11-01",32.080002
"128","2017-11-02",33.790001
"129","2017-11-03",36.82
"130","2017-11-06",36.82
"131","2017-11-07",37.150002
"132","2017-11-08",38.200001
"133","2017-11-09",38.259998
"134","2017-11-10",41.040001
"135","2017-11-13",43.259998
"136","2017-11-14",42.18
"137","2017-11-15",41.560001
"138","2017-11-16",40.25
"139","2017-11-17",41
"140","2017-11-20",41.799999
"141","2017-11-21",40.91
"142","2017-11-22",40.18
"143","2017-11-24",40.939999
"144","2017-11-27",40.779999
"145","2017-11-28",40.43
"146","2017-11-29",40.110001
"147","2017-11-30",40.369999
"148","2017-12-01",39.650002
"149","2017-12-04",40.43
"150","2017-12-05",38.610001
"151","2017-12-06",37.549999
"152","2017-12-07",39.259998
"153","2017-12-08",38.459999
"154","2017-12-11",37.709999
"155","2017-12-12",38.549999
"156","2017-12-13",36.799999
"157","2017-12-14",37.099998
"158","2017-12-15",37.939999
"159","2017-12-18",39.779999
"160","2017-12-19",38.529999
"161","2017-12-20",37.869999
"162","2017-12-21",38.490002
"163","2017-12-22",38.77
"164","2017-12-26",37.580002
"165","2017-12-27",38.34
"166","2017-12-28",38.25
"167","2017-12-29",37.209999
"168","2018-01-02",38.639999
"169","2018-01-03",44.580002
"170","2018-01-04",42.849998
"171","2018-01-05",43.970001
"172","2018-01-08",43
"173","2018-01-09",43.439999
"174","2018-01-10",43.669998
"175","2018-01-11",44.02
"176","2018-01-12",44.16
"177","2018-01-16",45.049999
"178","2018-01-17",43.259998
"179","2018-01-18",42.459999
"180","2018-01-19",43
"181","2018-01-22",50.02
"182","2018-01-23",49.099998
"183","2018-01-24",50.400002
"184","2018-01-25",55.470001
"185","2018-01-26",53.84
"186","2018-01-29",50.779999
"187","2018-01-30",49.759998
"188","2018-01-31",49.119999
"189","2018-02-01",49.91
"190","2018-02-02",48.18
"191","2018-02-05",45.220001
"192","2018-02-06",51
"193","2018-02-07",50.110001
"194","2018-02-08",48.889999
"195","2018-02-09",47.599998
"196","2018-02-12",50
"197","2018-02-13",49.580002
"198","2018-02-14",50.639999
"199","2018-02-15",50.080002
"200","2018-02-16",47.919998
"201","2018-02-20",50
"202","2018-02-21",50.93
"203","2018-02-22",49.830002
"204","2018-02-23",50.91
"205","2018-02-26",50.32
"206","2018-02-27",49.860001
"207","2018-02-28",52.66
"208","2018-03-01",53.119999
"209","2018-03-02",54.130001
"210","2018-03-05",56.669998
"211","2018-03-06",56.619999
"212","2018-03-07",55.5
"213","2018-03-08",56
"214","2018-03-09",57.07
"215","2018-03-12",56.939999
"216","2018-03-13",55.580002
"217","2018-03-14",57.540001
"218","2018-03-15",56.380001
"219","2018-03-16",54.189999
"220","2018-03-19",53.240002
"221","2018-03-20",53.200001
"222","2018-03-21",53.759998
"223","2018-03-22",54.299999
"224","2018-03-23",50.650002
