"","date","FULT"
"199","2007-10-16",13.45
"200","2007-10-17",12.54
"201","2007-10-18",12.35
"202","2007-10-19",12.41
"203","2007-10-22",12.7
"204","2007-10-23",12.59
"205","2007-10-24",12.38
"206","2007-10-25",12.59
"207","2007-10-26",12.96
"208","2007-10-29",12.94
"209","2007-10-30",13.05
"210","2007-10-31",13.11
"211","2007-11-01",12.42
"212","2007-11-02",12.1
"213","2007-11-05",12.07
"214","2007-11-06",12.15
"215","2007-11-07",11.56
"216","2007-11-08",12.03
"217","2007-11-09",12.32
"218","2007-11-12",12.31
"219","2007-11-13",12.79
"220","2007-11-14",12.42
"221","2007-11-15",12.09
"222","2007-11-16",12.17
"223","2007-11-19",11.7
"224","2007-11-20",11.63
"225","2007-11-21",11.73
"226","2007-11-23",12.05
"227","2007-11-26",11.42
"228","2007-11-27",11.76
"229","2007-11-28",12.34
"230","2007-11-29",12.11
"231","2007-11-30",12.51
"232","2007-12-03",12.24
"233","2007-12-04",12.09
"234","2007-12-05",12.34
"235","2007-12-06",12.68
"236","2007-12-07",12.53
"237","2007-12-10",12.79
"238","2007-12-11",11.78
"239","2007-12-12",11.55
"240","2007-12-13",11.06
"241","2007-12-14",10.88
"242","2007-12-17",10.94
"243","2007-12-18",11.12
"244","2007-12-19",10.96
"245","2007-12-20",11.08
"246","2007-12-21",11.32
"247","2007-12-24",11.33
"248","2007-12-26",11.38
"249","2007-12-27",11.03
"250","2007-12-28",10.95
"251","2007-12-31",11.22
"252","2008-01-02",10.86
"253","2008-01-03",10.38
"254","2008-01-04",10.12
"255","2008-01-07",10.29
"256","2008-01-08",10.03
"257","2008-01-09",10.32
"258","2008-01-10",10.52
"259","2008-01-11",10.45
"260","2008-01-14",10.25
"261","2008-01-15",10.13
"262","2008-01-16",10.27
"263","2008-01-17",10.11
"264","2008-01-18",10.07
"265","2008-01-22",10.51
"266","2008-01-23",11.99
"267","2008-01-24",12.29
"268","2008-01-25",11.74
"269","2008-01-28",12.25
"270","2008-01-29",12.69
"271","2008-01-30",12.49
"272","2008-01-31",12.61
"273","2008-02-01",12.88
"274","2008-02-04",12.7
"275","2008-02-05",12.27
"276","2008-02-06",12.27
"277","2008-02-07",12.7
"278","2008-02-08",12.6
"279","2008-02-11",12.26
"280","2008-02-12",12.25
"281","2008-02-13",12.47
"282","2008-02-14",12.3
"283","2008-02-15",12.26
"284","2008-02-19",12.07
"285","2008-02-20",12.46
"286","2008-02-21",12.09
"287","2008-02-22",12.36
"288","2008-02-25",12.55
"289","2008-02-26",12.75
"290","2008-02-27",12.66
"291","2008-02-28",12.23
"292","2008-02-29",11.63
"293","2008-03-03",11.58
"294","2008-03-04",11.52
"295","2008-03-05",11.34
"296","2008-03-06",11
"297","2008-03-07",11.26
"298","2008-03-10",11.11
"299","2008-03-11",12.37
"300","2008-03-12",11.88
"301","2008-03-13",12.04
"302","2008-03-14",12.21
"303","2008-03-17",12.06
"304","2008-03-18",12.39
"305","2008-03-19",12.24
"306","2008-03-20",13.04
"307","2008-03-24",13.32
"308","2008-03-25",13.1
"309","2008-03-26",12.92
"310","2008-03-27",12.49
"311","2008-03-28",12.08
"312","2008-03-31",12.29
"313","2008-04-01",13.13
"314","2008-04-02",13.46
"315","2008-04-03",13.24
"316","2008-04-04",12.7
"317","2008-04-07",12.59
"318","2008-04-08",12.36
"319","2008-04-09",11.96
"320","2008-04-10",11.93
"321","2008-04-11",11.71
"322","2008-04-14",11.36
"323","2008-04-15",11.6
"324","2008-04-16",12.19
"325","2008-04-17",12.43
"326","2008-04-18",12.55
"327","2008-04-21",11.93
"328","2008-04-22",11.7
"329","2008-04-23",11.96
"330","2008-04-24",12.49
"331","2008-04-25",12.83
"332","2008-04-28",12.88
"333","2008-04-29",12.78
"334","2008-04-30",12.47
"335","2008-05-01",13.14
"336","2008-05-02",12.84
"337","2008-05-05",13.42
"338","2008-05-06",13.34
"339","2008-05-07",13.12
"340","2008-05-08",12.98
"341","2008-05-09",12.69
"342","2008-05-12",13.1
"343","2008-05-13",12.8
"344","2008-05-14",12.88
"345","2008-05-15",13
"346","2008-05-16",12.75
"347","2008-05-19",12.53
"348","2008-05-20",12.48
"349","2008-05-21",12.52
"350","2008-05-22",12.59
"351","2008-05-23",12.37
"352","2008-05-27",12.58
"353","2008-05-28",12.46
"354","2008-05-29",12.7
"355","2008-05-30",12.62
"356","2008-06-02",12.37
"357","2008-06-03",12.3
"358","2008-06-04",12.26
"359","2008-06-05",12.32
"360","2008-06-06",11.72
"361","2008-06-09",11.09
"362","2008-06-10",11.24
"363","2008-06-11",10.89
"364","2008-06-12",10.92
"365","2008-06-13",10.79
"366","2008-06-16",11.09
"367","2008-06-17",10.76
"368","2008-06-18",10.29
"369","2008-06-19",10.46
"370","2008-06-20",10.6
"371","2008-06-23",10.24
"372","2008-06-24",10.68
"373","2008-06-25",10.77
"374","2008-06-26",10.64
"375","2008-06-27",10.38
"376","2008-06-30",10.05
"377","2008-07-01",10.15
"378","2008-07-02",9.85
"379","2008-07-03",9.38
"380","2008-07-07",8.91
"381","2008-07-08",9.55
"382","2008-07-09",9.13
"383","2008-07-10",9.18
"384","2008-07-11",9.15
"385","2008-07-14",8.31
"386","2008-07-15",7.8
"387","2008-07-16",8.91
"388","2008-07-17",9.45
"389","2008-07-18",9.63
"390","2008-07-21",9.39
"391","2008-07-22",10.02
"392","2008-07-23",10.32
"393","2008-07-24",9.45
"394","2008-07-25",9.68
"395","2008-07-28",9.15
"396","2008-07-29",10.17
"397","2008-07-30",10.56
"398","2008-07-31",10.54
"399","2008-08-01",10.77
"400","2008-08-04",10.74
"401","2008-08-05",11.18
"402","2008-08-06",11.28
"403","2008-08-07",10.89
"404","2008-08-08",11.58
"405","2008-08-11",11.96
"406","2008-08-12",11.64
"407","2008-08-13",10.91
"408","2008-08-14",11.19
"409","2008-08-15",11.6
"410","2008-08-18",11.13
"411","2008-08-19",10.59
"412","2008-08-20",10.44
"413","2008-08-21",10.44
"414","2008-08-22",10.7
"415","2008-08-25",10.33
"416","2008-08-26",10.27
"417","2008-08-27",10.33
"418","2008-08-28",10.69
"419","2008-08-29",10.66
"420","2008-09-02",10.85
"421","2008-09-03",11.34
"422","2008-09-04",10.73
"423","2008-09-05",11.27
"424","2008-09-08",11.94
"425","2008-09-09",11.55
"426","2008-09-10",11.5
"427","2008-09-11",11.89
"428","2008-09-12",12.3
"429","2008-09-15",12.16
"430","2008-09-16",13.17
"431","2008-09-17",12.23
"432","2008-09-18",13.88
"433","2008-09-19",14.26
"434","2008-09-22",12.47
"435","2008-09-23",12.33
"436","2008-09-24",12.93
"437","2008-09-25",12.55
"438","2008-09-26",12.15
"439","2008-09-29",10.98
"440","2008-09-30",10.91
"441","2008-10-01",12.27
"442","2008-10-02",12.32
"443","2008-10-03",12.13
"444","2008-10-06",10.97
"445","2008-10-07",10.47
"446","2008-10-08",10.03
"447","2008-10-09",8.42
"448","2008-10-10",10
"449","2008-10-13",10.14
"450","2008-10-14",11.06
"451","2008-10-15",11.26
"452","2008-10-16",11.73
"453","2008-10-17",11.75
"454","2008-10-20",11.98
"455","2008-10-21",11.33
"456","2008-10-22",9.35
"457","2008-10-23",9.02
"458","2008-10-24",8.84
"459","2008-10-27",8.71
"460","2008-10-28",9.8
"461","2008-10-29",9.59
"462","2008-10-30",10.02
"463","2008-10-31",10.5
"464","2008-11-03",10.25
"465","2008-11-04",10.65
"466","2008-11-05",9.51
"467","2008-11-06",9.09
"468","2008-11-07",10.29
"469","2008-11-10",11
"470","2008-11-11",10.57
"471","2008-11-12",9.96
"472","2008-11-13",10.94
"473","2008-11-14",10.39
"474","2008-11-17",10.33
"475","2008-11-18",10.32
"476","2008-11-19",9.42
"477","2008-11-20",8.96
"478","2008-11-21",9.7
"479","2008-11-24",10.38
"480","2008-11-25",10.94
"481","2008-11-26",10.75
"482","2008-11-28",11.12
"483","2008-12-01",9.09
"484","2008-12-02",9.7
"485","2008-12-03",10.11
"486","2008-12-04",9.95
"487","2008-12-05",11.07
"488","2008-12-08",10.97
"489","2008-12-09",10.34
"490","2008-12-10",10.53
"491","2008-12-11",9.86
"492","2008-12-12",10.31
"493","2008-12-15",10.03
"494","2008-12-16",10.83
"495","2008-12-17",9.7
"496","2008-12-18",9.32
"497","2008-12-19",9.07
"498","2008-12-22",8.97
"499","2008-12-23",8.76
"500","2008-12-24",8.95
"501","2008-12-26",8.91
"502","2008-12-29",8.95
"503","2008-12-30",9.26
"504","2008-12-31",9.62
"505","2009-01-02",9.99
"506","2009-01-05",9.81
"507","2009-01-06",10.02
"508","2009-01-07",9.58
"509","2009-01-08",9.48
"510","2009-01-09",8.97
"511","2009-01-12",8.67
"512","2009-01-13",8.68
"513","2009-01-14",8.25
"514","2009-01-15",8.05
"515","2009-01-16",7.9
"516","2009-01-20",7.09
"517","2009-01-21",8.07
"518","2009-01-22",6.65
"519","2009-01-23",7.37
"520","2009-01-26",7.12
"521","2009-01-27",7.37
"522","2009-01-28",7.93
"523","2009-01-29",7.35
"524","2009-01-30",7.02
"525","2009-02-02",7.02
"526","2009-02-03",6.88
"527","2009-02-04",6.89
"528","2009-02-05",7.04
"529","2009-02-06",7.59
"530","2009-02-09",7.63
"531","2009-02-10",6.82
"532","2009-02-11",7.09
"533","2009-02-12",6.97
"534","2009-02-13",6.65
"535","2009-02-17",6.23
"536","2009-02-18",6.1
"537","2009-02-19",5.7
"538","2009-02-20",5.78
"539","2009-02-23",5.54
"540","2009-02-24",5.95
"541","2009-02-25",6.07
"542","2009-02-26",6.28
"543","2009-02-27",6.22
"544","2009-03-02",6.14
"545","2009-03-03",5.76
"546","2009-03-04",5.8
"547","2009-03-05",5.34
"548","2009-03-06",5.51
"549","2009-03-09",5.42
"550","2009-03-10",6.26
"551","2009-03-11",6.34
"552","2009-03-12",6.98
"553","2009-03-13",6.64
"554","2009-03-16",6.44
"555","2009-03-17",6.83
"556","2009-03-18",7.01
"557","2009-03-19",6.58
"558","2009-03-20",6.25
"559","2009-03-23",7.08
"560","2009-03-24",6.62
"561","2009-03-25",6.86
"562","2009-03-26",6.93
"563","2009-03-27",6.69
"564","2009-03-30",6.28
"565","2009-03-31",6.63
"566","2009-04-01",6.79
"567","2009-04-02",6.95
"568","2009-04-03",7.15
"569","2009-04-06",6.85
"570","2009-04-07",6.59
"571","2009-04-08",6.68
"572","2009-04-09",7.48
"573","2009-04-13",7.77
"574","2009-04-14",7.28
"575","2009-04-15",7.34
"576","2009-04-16",7.39
"577","2009-04-17",7.63
"578","2009-04-20",6.63
"579","2009-04-21",7.49
"580","2009-04-22",6.67
"581","2009-04-23",6.67
"582","2009-04-24",7.05
"583","2009-04-27",6.94
"584","2009-04-28",6.83
"585","2009-04-29",7.09
"586","2009-04-30",6.61
"587","2009-05-01",6.37
"588","2009-05-04",6.75
"589","2009-05-05",6.56
"590","2009-05-06",6.82
"591","2009-05-07",6.46
"592","2009-05-08",7.15
"593","2009-05-11",6.62
"594","2009-05-12",6.38
"595","2009-05-13",5.93
"596","2009-05-14",6.01
"597","2009-05-15",5.74
"598","2009-05-18",6.07
"599","2009-05-19",5.74
"600","2009-05-20",5.53
"601","2009-05-21",5.49
"602","2009-05-22",5.61
"603","2009-05-26",5.88
"604","2009-05-27",5.51
"605","2009-05-28",5.68
"606","2009-05-29",5.81
"607","2009-06-01",5.89
"608","2009-06-02",5.8
"609","2009-06-03",5.66
"610","2009-06-04",6.27
"611","2009-06-05",5.56
"612","2009-06-08",5.62
"613","2009-06-09",5.55
"614","2009-06-10",5.47
"615","2009-06-11",5.62
"616","2009-06-12",5.54
"617","2009-06-15",5.26
"618","2009-06-16",5.3
"619","2009-06-17",5.05
"620","2009-06-18",5.06
"621","2009-06-19",5.27
"622","2009-06-22",4.95
"623","2009-06-23",4.81
"624","2009-06-24",4.9
"625","2009-06-25",5.14
"626","2009-06-26",5.27
"627","2009-06-29",5.26
"628","2009-06-30",5.19
"629","2009-07-01",5.28
"630","2009-07-02",5.19
"631","2009-07-06",5.32
"632","2009-07-07",5.25
"633","2009-07-08",5.16
"634","2009-07-09",5.23
"635","2009-07-10",5.11
"636","2009-07-13",5.56
"637","2009-07-14",5.51
"638","2009-07-15",5.6
"639","2009-07-16",5.6
"640","2009-07-17",5.03
"641","2009-07-20",5.07
"642","2009-07-21",4.72
"643","2009-07-22",5.5
"644","2009-07-23",6.04
"645","2009-07-24",6.17
"646","2009-07-27",6.45
"647","2009-07-28",6.52
"648","2009-07-29",6.42
"649","2009-07-30",6.64
"650","2009-07-31",6.76
"651","2009-08-03",6.99
"652","2009-08-04",7.29
"653","2009-08-05",7.47
"654","2009-08-06",7.44
"655","2009-08-07",7.84
"656","2009-08-10",7.91
"657","2009-08-11",7.38
"658","2009-08-12",7.77
"659","2009-08-13",7.69
"660","2009-08-14",7.54
"661","2009-08-17",7.1
"662","2009-08-18",7.12
"663","2009-08-19",7.15
"664","2009-08-20",7.3
"665","2009-08-21",7.64
"666","2009-08-24",7.38
"667","2009-08-25",7.47
"668","2009-08-26",7.54
"669","2009-08-27",7.46
"670","2009-08-28",7.42
"671","2009-08-31",7.34
"672","2009-09-01",7.07
"673","2009-09-02",6.96
"674","2009-09-03",7.01
"675","2009-09-04",7.02
"676","2009-09-08",7.07
"677","2009-09-09",7.16
"678","2009-09-10",6.9
"679","2009-09-11",7.23
"680","2009-09-14",7.35
"681","2009-09-15",7.56
"682","2009-09-16",7.92
"683","2009-09-17",7.71
"684","2009-09-18",7.58
"685","2009-09-21",7.45
"686","2009-09-22",7.47
"687","2009-09-23",7.28
"688","2009-09-24",7.35
"689","2009-09-25",7.24
"690","2009-09-28",7.34
"691","2009-09-29",7.39
"692","2009-09-30",7.4
"693","2009-10-01",7
"694","2009-10-02",7.13
"695","2009-10-05",7.29
"696","2009-10-06",7.29
"697","2009-10-07",7.46
"698","2009-10-08",7.63
"699","2009-10-09",7.61
"700","2009-10-12",7.46
"701","2009-10-13",7.32
"702","2009-10-14",7.5
"703","2009-10-15",7.52
"704","2009-10-16",7.21
"705","2009-10-19",7.24
"706","2009-10-20",7.25
"707","2009-10-21",8.19
"708","2009-10-22",8.53
"709","2009-10-23",8.24
"710","2009-10-26",8.4
"711","2009-10-27",8.52
"712","2009-10-28",8.51
"713","2009-10-29",8.67
"714","2009-10-30",8.26
"715","2009-11-02",8.13
"716","2009-11-03",8.04
"717","2009-11-04",7.87
"718","2009-11-05",7.95
"719","2009-11-06",7.93
"720","2009-11-09",8.32
"721","2009-11-10",8.12
"722","2009-11-11",8.23
"723","2009-11-12",8.06
"724","2009-11-13",8.36
"725","2009-11-16",8.52
"726","2009-11-17",8.72
"727","2009-11-18",8.64
"728","2009-11-19",8.43
"729","2009-11-20",8.47
"730","2009-11-23",8.69
"731","2009-11-24",8.66
"732","2009-11-25",8.64
"733","2009-11-27",8.37
"734","2009-11-30",8.62
"735","2009-12-01",8.61
"736","2009-12-02",8.71
"737","2009-12-03",8.51
"738","2009-12-04",8.66
"739","2009-12-07",8.51
"740","2009-12-08",8.59
"741","2009-12-09",8.4
"742","2009-12-10",8.48
"743","2009-12-11",8.46
"744","2009-12-14",8.63
"745","2009-12-15",8.66
"746","2009-12-16",8.64
"747","2009-12-17",8.58
"748","2009-12-18",8.78
"749","2009-12-21",8.82
"750","2009-12-22",8.94
"751","2009-12-23",8.83
"752","2009-12-24",8.96
"753","2009-12-28",8.95
"754","2009-12-29",8.9
"755","2009-12-30",8.83
"756","2009-12-31",8.72
"757","2010-01-04",8.82
"758","2010-01-05",8.65
"759","2010-01-06",8.53
"760","2010-01-07",8.94
"761","2010-01-08",8.94
"762","2010-01-11",8.85
"763","2010-01-12",8.87
"764","2010-01-13",8.95
"765","2010-01-14",9.37
"766","2010-01-15",9.23
"767","2010-01-19",9.54
"768","2010-01-20",9.85
"769","2010-01-21",9.81
"770","2010-01-22",9.07
"771","2010-01-25",9.19
"772","2010-01-26",9.11
"773","2010-01-27",9.54
"774","2010-01-28",9.29
"775","2010-01-29",9.24
"776","2010-02-01",9.05
"777","2010-02-02",9
"778","2010-02-03",8.83
"779","2010-02-04",8.62
"780","2010-02-05",8.5
"781","2010-02-08",8.43
"782","2010-02-09",8.84
"783","2010-02-10",9.03
"784","2010-02-11",9.06
"785","2010-02-12",9.14
"786","2010-02-16",9.18
"787","2010-02-17",8.95
"788","2010-02-18",9.11
"789","2010-02-19",9.18
"790","2010-02-22",9.49
"791","2010-02-23",9.35
"792","2010-02-24",9.87
"793","2010-02-25",9.58
"794","2010-02-26",9.62
"795","2010-03-01",9.52
"796","2010-03-02",9.56
"797","2010-03-03",9.46
"798","2010-03-04",9.33
"799","2010-03-05",9.6
"800","2010-03-08",9.5
"801","2010-03-09",9.5
"802","2010-03-10",9.73
"803","2010-03-11",9.9
"804","2010-03-12",9.78
"805","2010-03-15",9.91
"806","2010-03-16",10.03
"807","2010-03-17",10.1
"808","2010-03-18",10.42
"809","2010-03-19",10.4
"810","2010-03-22",10.49
"811","2010-03-23",10.4
"812","2010-03-24",10.36
"813","2010-03-25",10.33
"814","2010-03-26",10.25
"815","2010-03-29",10.49
"816","2010-03-30",10.24
"817","2010-03-31",10.2
"818","2010-04-01",10.29
"819","2010-04-05",10.3
"820","2010-04-06",10.68
"821","2010-04-07",10.57
"822","2010-04-08",10.76
"823","2010-04-09",10.89
"824","2010-04-12",10.89
"825","2010-04-13",10.75
"826","2010-04-14",11.3
"827","2010-04-15",11.31
"828","2010-04-16",10.87
"829","2010-04-19",10.81
"830","2010-04-20",10.95
"831","2010-04-21",11.21
"832","2010-04-22",11.4
"833","2010-04-23",11.69
"834","2010-04-26",11.29
"835","2010-04-27",10.91
"836","2010-04-28",10.95
"837","2010-04-29",11.05
"838","2010-04-30",10.5
"839","2010-05-03",10.54
"840","2010-05-04",10.32
"841","2010-05-05",10.42
"842","2010-05-06",9.87
"843","2010-05-07",9.87
"844","2010-05-10",10.28
"845","2010-05-11",10.35
"846","2010-05-12",10.7
"847","2010-05-13",10.59
"848","2010-05-14",10.31
"849","2010-05-17",10.34
"850","2010-05-18",10.16
"851","2010-05-19",10.06
"852","2010-05-20",9.71
"853","2010-05-21",9.88
"854","2010-05-24",9.57
"855","2010-05-25",9.59
"856","2010-05-26",9.62
"857","2010-05-27",10.11
"858","2010-05-28",9.95
"859","2010-06-01",9.84
"860","2010-06-02",10.12
"861","2010-06-03",10.13
"862","2010-06-04",9.57
"863","2010-06-07",9.54
"864","2010-06-08",9.69
"865","2010-06-09",9.59
"866","2010-06-10",9.99
"867","2010-06-11",10
"868","2010-06-14",9.96
"869","2010-06-15",10.18
"870","2010-06-16",10.17
"871","2010-06-17",10.18
"872","2010-06-18",10.24
"873","2010-06-21",10.22
"874","2010-06-22",10.05
"875","2010-06-23",9.97
"876","2010-06-24",9.85
"877","2010-06-25",10.04
"878","2010-06-28",10.06
"879","2010-06-29",9.75
"880","2010-06-30",9.65
"881","2010-07-01",9.43
"882","2010-07-02",9.3
"883","2010-07-06",9.35
"884","2010-07-07",9.92
"885","2010-07-08",10.09
"886","2010-07-09",10.25
"887","2010-07-12",10.12
"888","2010-07-13",10.55
"889","2010-07-14",10.24
"890","2010-07-15",10.15
"891","2010-07-16",9.69
"892","2010-07-19",9.65
"893","2010-07-20",9.84
"894","2010-07-21",8.78
"895","2010-07-22",9.14
"896","2010-07-23",9.17
"897","2010-07-26",9.37
"898","2010-07-27",9.39
"899","2010-07-28",9.3
"900","2010-07-29",9.17
"901","2010-07-30",9.11
"902","2010-08-02",9.32
"903","2010-08-03",9.18
"904","2010-08-04",9.11
"905","2010-08-05",9.05
"906","2010-08-06",8.95
"907","2010-08-09",8.99
"908","2010-08-10",8.83
"909","2010-08-11",8.43
"910","2010-08-12",8.43
"911","2010-08-13",8.4
"912","2010-08-16",8.48
"913","2010-08-17",8.58
"914","2010-08-18",8.59
"915","2010-08-19",8.53
"916","2010-08-20",8.47
"917","2010-08-23",8.52
"918","2010-08-24",8.31
"919","2010-08-25",8.48
"920","2010-08-26",8.38
"921","2010-08-27",8.55
"922","2010-08-30",8.2
"923","2010-08-31",8.29
"924","2010-09-01",8.66
"925","2010-09-02",8.65
"926","2010-09-03",8.72
"927","2010-09-07",8.44
"928","2010-09-08",8.71
"929","2010-09-09",8.72
"930","2010-09-10",8.76
"931","2010-09-13",8.91
"932","2010-09-14",8.77
"933","2010-09-15",8.79
"934","2010-09-16",8.63
"935","2010-09-17",8.62
"936","2010-09-20",8.81
"937","2010-09-21",8.77
"938","2010-09-22",8.44
"939","2010-09-23",8.41
"940","2010-09-24",8.63
"941","2010-09-27",8.66
"942","2010-09-28",8.84
"943","2010-09-29",8.86
"944","2010-09-30",9.06
"945","2010-10-01",9.13
"946","2010-10-04",9.13
"947","2010-10-05",9.29
"948","2010-10-06",9.43
"949","2010-10-07",9.42
"950","2010-10-08",9.44
"951","2010-10-11",9.37
"952","2010-10-12",9.45
"953","2010-10-13",9.62
"954","2010-10-14",9.62
"955","2010-10-15",9.53
"956","2010-10-18",9.65
"957","2010-10-19",9.5
"958","2010-10-20",9.32
"959","2010-10-21",9.25
"960","2010-10-22",9.34
"961","2010-10-25",9.31
"962","2010-10-26",9.3
"963","2010-10-27",9.33
"964","2010-10-28",9.21
"965","2010-10-29",9.34
"966","2010-11-01",8.93
"967","2010-11-02",8.94
"968","2010-11-03",9.02
"969","2010-11-04",9.33
"970","2010-11-05",9.41
"971","2010-11-08",9.22
"972","2010-11-09",9.05
"973","2010-11-10",9.24
"974","2010-11-11",9.11
"975","2010-11-12",9.06
"976","2010-11-15",8.99
"977","2010-11-16",8.94
"978","2010-11-17",8.86
"979","2010-11-18",8.85
"980","2010-11-19",8.87
"981","2010-11-22",8.77
"982","2010-11-23",8.73
"983","2010-11-24",8.77
"984","2010-11-26",8.54
"985","2010-11-29",8.76
"986","2010-11-30",8.65
"987","2010-12-01",8.92
"988","2010-12-02",9.17
"989","2010-12-03",9.08
"990","2010-12-06",9.15
"991","2010-12-07",9.14
"992","2010-12-08",9.44
"993","2010-12-09",9.53
"994","2010-12-10",9.59
"995","2010-12-13",9.46
"996","2010-12-14",9.51
"997","2010-12-15",9.5
"998","2010-12-16",9.8
"999","2010-12-17",9.81
