"","date","VXRT"
"1","2007-01-03",438.23999
"2","2007-01-04",434.279999
"3","2007-01-05",429.660004
"4","2007-01-08",420.420013
"5","2007-01-09",417.779999
"6","2007-01-10",427.679993
"7","2007-01-11",427.679993
"8","2007-01-12",435.600006
"9","2007-01-16",429
"10","2007-01-17",419.76001
"11","2007-01-18",409.200012
"12","2007-01-19",415.799988
"13","2007-01-22",401.279999
"14","2007-01-23",400.619995
"15","2007-01-24",392.040009
"16","2007-01-25",377.519989
"17","2007-01-26",368.940002
"18","2007-01-29",379.5
"19","2007-01-30",387.420013
"20","2007-01-31",382.799988
"21","2007-02-01",384.779999
"22","2007-02-02",385.440002
"23","2007-02-05",376.200012
"24","2007-02-06",378.179993
"25","2007-02-07",377.519989
"26","2007-02-08",376.859985
"27","2007-02-09",378.179993
"28","2007-02-12",374.880005
"29","2007-02-13",374.880005
"30","2007-02-14",378.839996
"31","2007-02-15",378.839996
"32","2007-02-16",382.799988
"33","2007-02-20",380.820007
"34","2007-02-21",380.820007
"35","2007-02-22",376.200012
"36","2007-02-23",364.980011
"37","2007-02-26",370.26001
"38","2007-02-27",350.459991
"39","2007-02-28",349.799988
"40","2007-03-01",335.279999
"41","2007-03-02",327.359985
"42","2007-03-05",314.160004
"43","2007-03-06",312.839996
"44","2007-03-07",310.200012
"45","2007-03-08",313.5
"46","2007-03-09",310.200012
"47","2007-03-12",318.779999
"48","2007-03-13",326.700012
"49","2007-03-14",324.720001
"50","2007-03-15",330.660004
"51","2007-03-16",330.660004
"52","2007-03-19",333.959991
"53","2007-03-20",333.959991
"54","2007-03-21",343.200012
"55","2007-03-22",349.799988
"56","2007-03-23",349.799988
"57","2007-03-26",343.859985
"58","2007-03-27",340.559998
"59","2007-03-28",341.220001
"60","2007-03-29",343.859985
"61","2007-03-30",350.459991
"62","2007-04-02",343.859985
"63","2007-04-03",341.220001
"64","2007-04-04",347.160004
"65","2007-04-05",357.059998
"66","2007-04-09",353.76001
"67","2007-04-10",362.339996
"68","2007-04-11",362.339996
"69","2007-04-12",356.399994
"70","2007-04-13",366.299988
"71","2007-04-16",372.23999
"72","2007-04-17",370.26001
"73","2007-04-18",361.679993
"74","2007-04-19",364.980011
"75","2007-04-20",354.420013
"76","2007-04-23",359.700012
"77","2007-04-24",353.76001
"78","2007-04-25",354.420013
"79","2007-04-26",353.76001
"80","2007-04-27",354.420013
"81","2007-04-30",343.200012
"82","2007-05-01",339.23999
"83","2007-05-02",377.519989
"84","2007-05-03",345.839996
"85","2007-05-04",346.5
"86","2007-05-07",341.220001
"87","2007-05-08",341.880005
"88","2007-05-09",345.839996
"89","2007-05-10",347.160004
"90","2007-05-11",352.440002
"91","2007-05-14",347.820007
"92","2007-05-15",345.179993
"93","2007-05-16",347.820007
"94","2007-05-17",346.5
"95","2007-05-18",343.200012
"96","2007-05-21",345.839996
"97","2007-05-22",351.119995
"98","2007-05-23",351.779999
"99","2007-05-24",339.23999
"100","2007-05-25",346.5
