"","date","CTT"
"163","2014-08-06",11.86
"164","2014-08-07",11.84
"165","2014-08-08",11.98
"166","2014-08-11",11.99
"167","2014-08-12",11.77
"168","2014-08-13",11.74
"169","2014-08-14",11.78
"170","2014-08-15",12.11
"171","2014-08-18",12.21
"172","2014-08-19",12.14
"173","2014-08-20",12.14
"174","2014-08-21",12.16
"175","2014-08-22",12.14
"176","2014-08-25",12.22
"177","2014-08-26",12.23
"178","2014-08-27",12.08
"179","2014-08-28",12
"180","2014-08-29",12.01
"181","2014-09-02",12
"182","2014-09-03",11.97
"183","2014-09-04",11.85
"184","2014-09-05",11.98
"185","2014-09-08",12.27
"186","2014-09-09",12.23
"187","2014-09-10",11.8
"188","2014-09-11",11.59
"189","2014-09-12",11.43
"190","2014-09-15",11.23
"191","2014-09-16",11.19
"192","2014-09-17",11.18
"193","2014-09-18",11.21
"194","2014-09-19",11.11
"195","2014-09-22",10.8
"196","2014-09-23",10.62
"197","2014-09-24",10.84
"198","2014-09-25",10.61
"199","2014-09-26",10.8
"200","2014-09-29",11.12
"201","2014-09-30",10.96
"202","2014-10-01",10.68
"203","2014-10-02",10.58
"204","2014-10-03",10.89
"205","2014-10-06",10.83
"206","2014-10-07",10.67
"207","2014-10-08",10.91
"208","2014-10-09",10.73
"209","2014-10-10",10.66
"210","2014-10-13",10.83
"211","2014-10-14",10.99
"212","2014-10-15",11.12
"213","2014-10-16",11.27
"214","2014-10-17",11.28
"215","2014-10-20",11.17
"216","2014-10-21",11.17
"217","2014-10-22",11.12
"218","2014-10-23",11.2
"219","2014-10-24",11.16
"220","2014-10-27",11.2
"221","2014-10-28",11.5
"222","2014-10-29",11.47
"223","2014-10-30",11.57
"224","2014-10-31",11.7
"225","2014-11-03",11.81
"226","2014-11-04",11.57
"227","2014-11-05",11.59
"228","2014-11-06",11.58
"229","2014-11-07",11.41
"230","2014-11-10",11.44
"231","2014-11-11",11.23
"232","2014-11-12",11.16
"233","2014-11-13",11.15
"234","2014-11-14",11.15
"235","2014-11-17",10.91
"236","2014-11-18",11.05
"237","2014-11-19",10.83
"238","2014-11-20",10.78
"239","2014-11-21",10.77
"240","2014-11-24",10.69
"241","2014-11-25",10.83
"242","2014-11-26",10.93
"243","2014-11-28",11.1
"244","2014-12-01",10.86
"245","2014-12-02",11.01
"246","2014-12-03",11.01
"247","2014-12-04",10.95
"248","2014-12-05",10.93
"249","2014-12-08",10.89
"250","2014-12-09",11.08
"251","2014-12-10",11.1
"252","2014-12-11",11.09
"253","2014-12-12",10.88
"254","2014-12-15",10.8
"255","2014-12-16",10.6
"256","2014-12-17",10.81
"257","2014-12-18",11.18
"258","2014-12-19",11.24
"259","2014-12-22",11.49
"260","2014-12-23",11.69
"261","2014-12-24",11.78
"262","2014-12-26",11.88
"263","2014-12-29",11.71
"264","2014-12-30",11.59
"265","2014-12-31",11.32
"266","2015-01-02",11.6
"267","2015-01-05",11.62
"268","2015-01-06",11.49
"269","2015-01-07",11.54
"270","2015-01-08",11.53
"271","2015-01-09",11.28
"272","2015-01-12",11.36
"273","2015-01-13",11.38
"274","2015-01-14",11.51
"275","2015-01-15",11.55
"276","2015-01-16",11.69
"277","2015-01-20",11.56
"278","2015-01-21",11.52
"279","2015-01-22",11.66
"280","2015-01-23",11.67
"281","2015-01-26",11.63
"282","2015-01-27",11.61
"283","2015-01-28",11.51
"284","2015-01-29",11.54
"285","2015-01-30",11.51
"286","2015-02-02",11.69
"287","2015-02-03",11.7
"288","2015-02-04",11.7
"289","2015-02-05",11.82
"290","2015-02-06",11.63
"291","2015-02-09",11.46
"292","2015-02-10",11.38
"293","2015-02-11",11.35
"294","2015-02-12",11.48
"295","2015-02-13",11.5
"296","2015-02-17",11.39
"297","2015-02-18",11.63
"298","2015-02-19",11.71
"299","2015-02-20",11.8
"300","2015-02-23",11.76
"301","2015-02-24",11.7
"302","2015-02-25",11.79
"303","2015-02-26",11.83
"304","2015-02-27",12.13
"305","2015-03-02",12.18
"306","2015-03-03",12
"307","2015-03-04",11.81
"308","2015-03-05",11.76
"309","2015-03-06",11.85
"310","2015-03-09",11.86
"311","2015-03-10",11.91
"312","2015-03-11",11.92
"313","2015-03-12",12.14
"314","2015-03-13",12
"315","2015-03-16",11.96
"316","2015-03-17",11.86
"317","2015-03-18",11.96
"318","2015-03-19",12.01
"319","2015-03-20",12.05
"320","2015-03-23",12.02
"321","2015-03-24",11.97
"322","2015-03-25",11.61
"323","2015-03-26",11.54
"324","2015-03-27",11.57
"325","2015-03-30",11.72
"326","2015-03-31",11.72
"327","2015-04-01",11.7
"328","2015-04-02",11.67
"329","2015-04-06",11.69
"330","2015-04-07",11.76
"331","2015-04-08",11.83
"332","2015-04-09",11.43
"333","2015-04-10",11.36
"334","2015-04-13",11.33
"335","2015-04-14",11.6
"336","2015-04-15",11.5
"337","2015-04-16",11.44
"338","2015-04-17",11.46
"339","2015-04-20",11.5
"340","2015-04-21",11.48
"341","2015-04-22",11.56
"342","2015-04-23",11.65
"343","2015-04-24",11.63
"344","2015-04-27",11.79
"345","2015-04-28",12.07
"346","2015-04-29",11.82
"347","2015-04-30",11.6
"348","2015-05-01",11.65
"349","2015-05-04",11.64
"350","2015-05-05",11.9
"351","2015-05-06",11.9
"352","2015-05-07",12.02
"353","2015-05-08",12.14
"354","2015-05-11",11.92
"355","2015-05-12",11.94
"356","2015-05-13",11.99
"357","2015-05-14",12.13
"358","2015-05-15",12.13
"359","2015-05-18",12.16
"360","2015-05-19",12.2
"361","2015-05-20",12.19
"362","2015-05-21",12.07
"363","2015-05-22",11.99
"364","2015-05-26",11.98
"365","2015-05-27",11.9
"366","2015-05-28",11.97
"367","2015-05-29",11.9
"368","2015-06-01",11.76
"369","2015-06-02",11.76
"370","2015-06-03",11.8
"371","2015-06-04",11.54
"372","2015-06-05",11.6
"373","2015-06-08",11.51
"374","2015-06-09",11.44
"375","2015-06-10",11.68
"376","2015-06-11",11.62
"377","2015-06-12",11.56
"378","2015-06-15",11.34
"379","2015-06-16",11.43
"380","2015-06-17",11.6
"381","2015-06-18",11.66
"382","2015-06-19",11.9
"383","2015-06-22",11.95
"384","2015-06-23",11.95
"385","2015-06-24",11.96
"386","2015-06-25",11.95
"387","2015-06-26",11.9
"388","2015-06-29",11.7
"389","2015-06-30",11.57
"390","2015-07-01",11.69
"391","2015-07-02",11.58
"392","2015-07-06",11.63
"393","2015-07-07",11.59
"394","2015-07-08",11.49
"395","2015-07-09",11.56
"396","2015-07-10",11.7
"397","2015-07-13",11.76
"398","2015-07-14",11.73
"399","2015-07-15",11.79
"400","2015-07-16",11.78
"401","2015-07-17",11.84
"402","2015-07-20",11.38
"403","2015-07-21",10.97
"404","2015-07-22",10.93
"405","2015-07-23",10.54
"406","2015-07-24",10.14
"407","2015-07-27",10.31
"408","2015-07-28",10.25
"409","2015-07-29",10.53
"410","2015-07-30",10.43
"411","2015-07-31",10.68
"412","2015-08-03",10.62
"413","2015-08-04",11
"414","2015-08-05",10.72
"415","2015-08-06",10.55
"416","2015-08-07",10.82
"417","2015-08-10",10.97
"418","2015-08-11",10.86
"419","2015-08-12",10.86
"420","2015-08-13",10.69
"421","2015-08-14",10.92
"422","2015-08-17",10.75
"423","2015-08-18",10.91
"424","2015-08-19",10.72
"425","2015-08-20",10.43
"426","2015-08-21",10.27
"427","2015-08-24",9.96
"428","2015-08-25",9.86
"429","2015-08-26",10.28
"430","2015-08-27",10.19
"431","2015-08-28",10.09
"432","2015-08-31",10.07
"433","2015-09-01",9.96
"434","2015-09-02",10.09
"435","2015-09-03",9.95
"436","2015-09-04",9.76
"437","2015-09-08",9.88
"438","2015-09-09",9.74
"439","2015-09-10",9.74
"440","2015-09-11",9.88
"441","2015-09-14",9.96
"442","2015-09-15",10.04
"443","2015-09-16",10.28
"444","2015-09-17",10.49
"445","2015-09-18",10.59
"446","2015-09-21",10.74
"447","2015-09-22",10.66
"448","2015-09-23",10.66
"449","2015-09-24",10.58
"450","2015-09-25",10.46
"451","2015-09-28",10.2
"452","2015-09-29",10.2
"453","2015-09-30",10.28
"454","2015-10-01",10.22
"455","2015-10-02",10.2
"456","2015-10-05",10.39
"457","2015-10-06",10.43
"458","2015-10-07",10.81
"459","2015-10-08",10.94
"460","2015-10-09",10.8
"461","2015-10-12",10.9
"462","2015-10-13",10.59
"463","2015-10-14",10.33
"464","2015-10-15",10.72
"465","2015-10-16",10.69
"466","2015-10-19",10.83
"467","2015-10-20",10.84
"468","2015-10-21",10.89
"469","2015-10-22",11.17
"470","2015-10-23",11.1
"471","2015-10-26",11.16
"472","2015-10-27",10.85
"473","2015-10-28",11.16
"474","2015-10-29",11.2
"475","2015-10-30",10.95
"476","2015-11-02",11.39
"477","2015-11-03",11.02
"478","2015-11-04",11.1
"479","2015-11-05",11.21
"480","2015-11-06",11.28
"481","2015-11-09",11.22
"482","2015-11-10",11.34
"483","2015-11-11",11.27
"484","2015-11-12",11.16
"485","2015-11-13",10.99
"486","2015-11-16",10.88
"487","2015-11-17",10.95
"488","2015-11-18",10.91
"489","2015-11-19",10.95
"490","2015-11-20",11.24
"491","2015-11-23",11.46
"492","2015-11-24",11.18
"493","2015-11-25",11.25
"494","2015-11-27",11.42
"495","2015-11-30",11.35
"496","2015-12-01",11.49
"497","2015-12-02",11.26
"498","2015-12-03",11.22
"499","2015-12-04",11.13
"500","2015-12-07",10.98
"501","2015-12-08",10.99
"502","2015-12-09",11.14
"503","2015-12-10",11.05
"504","2015-12-11",11.02
"505","2015-12-14",11.25
"506","2015-12-15",11.22
"507","2015-12-16",11.33
"508","2015-12-17",11.22
"509","2015-12-18",10.96
"510","2015-12-21",11.04
"511","2015-12-22",11.21
"512","2015-12-23",11.27
"513","2015-12-24",11.12
"514","2015-12-28",11.19
"515","2015-12-29",11.42
"516","2015-12-30",11.38
"517","2015-12-31",11.31
"518","2016-01-04",11.12
"519","2016-01-05",11.35
"520","2016-01-06",11.52
"521","2016-01-07",11.01
"522","2016-01-08",10.87
"523","2016-01-11",11.01
"524","2016-01-12",11.08
"525","2016-01-13",11.15
"526","2016-01-14",11.24
"527","2016-01-15",11.14
"528","2016-01-19",11.03
"529","2016-01-20",10.42
"530","2016-01-21",10.25
"531","2016-01-22",10.41
"532","2016-01-25",10.22
"533","2016-01-26",10.21
"534","2016-01-27",10.09
"535","2016-01-28",10.31
"536","2016-01-29",10.89
"537","2016-02-01",10.98
"538","2016-02-02",10.89
"539","2016-02-03",10.77
"540","2016-02-04",10.56
"541","2016-02-05",10.42
"542","2016-02-08",10.43
"543","2016-02-09",10.1
"544","2016-02-10",9.92
"545","2016-02-11",9.98
"546","2016-02-12",10.02
"547","2016-02-16",10.23
"548","2016-02-17",10.46
"549","2016-02-18",10.7
"550","2016-02-19",11.08
"551","2016-02-22",11
"552","2016-02-23",10.88
"553","2016-02-24",10.72
"554","2016-02-25",10.45
"555","2016-02-26",10.51
"556","2016-02-29",10.65
"557","2016-03-01",10.74
"558","2016-03-02",10.67
"559","2016-03-03",10.83
"560","2016-03-04",10.77
"561","2016-03-07",10.74
"562","2016-03-08",10.65
"563","2016-03-09",10.61
"564","2016-03-10",10.73
"565","2016-03-11",11.18
"566","2016-03-14",10.86
"567","2016-03-15",10.81
"568","2016-03-16",10.97
"569","2016-03-17",10.98
"570","2016-03-18",10.92
"571","2016-03-21",10.88
"572","2016-03-22",10.84
"573","2016-03-23",10.69
"574","2016-03-24",10.7
"575","2016-03-28",10.68
"576","2016-03-29",10.91
"577","2016-03-30",10.91
"578","2016-03-31",10.83
"579","2016-04-01",11.07
"580","2016-04-04",11.02
"581","2016-04-05",11.09
"582","2016-04-06",11.01
"583","2016-04-07",10.84
"584","2016-04-08",10.8
"585","2016-04-11",10.83
"586","2016-04-12",10.94
"587","2016-04-13",11.16
"588","2016-04-14",11.02
"589","2016-04-15",11.08
"590","2016-04-18",11.28
"591","2016-04-19",11.16
"592","2016-04-20",10.83
"593","2016-04-21",10.75
"594","2016-04-22",10.75
"595","2016-04-25",10.6
"596","2016-04-26",10.88
"597","2016-04-27",10.88
"598","2016-04-28",10.71
"599","2016-04-29",10.61
"600","2016-05-02",10.76
"601","2016-05-03",10.48
"602","2016-05-04",10.63
"603","2016-05-05",10.57
"604","2016-05-06",10.96
"605","2016-05-09",11.14
"606","2016-05-10",11.09
"607","2016-05-11",10.9
"608","2016-05-12",11.17
"609","2016-05-13",11.03
"610","2016-05-16",11.18
"611","2016-05-17",10.65
"612","2016-05-18",10.81
"613","2016-05-19",10.61
"614","2016-05-20",10.66
"615","2016-05-23",10.64
"616","2016-05-24",10.87
"617","2016-05-25",10.8
"618","2016-05-26",10.86
"619","2016-05-27",10.87
"620","2016-05-31",10.81
"621","2016-06-01",10.76
"622","2016-06-02",10.99
"623","2016-06-03",11.04
"624","2016-06-06",11.13
"625","2016-06-07",11.32
"626","2016-06-08",11.37
"627","2016-06-09",11.29
"628","2016-06-10",11.28
"629","2016-06-13",11.38
"630","2016-06-14",11.38
"631","2016-06-15",11.38
"632","2016-06-16",11.49
"633","2016-06-17",11.91
"634","2016-06-20",11.66
"635","2016-06-21",12.12
"636","2016-06-22",12.11
"637","2016-06-23",12.23
"638","2016-06-24",11.87
"639","2016-06-27",11.5
"640","2016-06-28",11.62
"641","2016-06-29",11.89
"642","2016-06-30",12.22
"643","2016-07-01",12
"644","2016-07-05",11.8
"645","2016-07-06",11.79
"646","2016-07-07",11.68
"647","2016-07-08",11.8
"648","2016-07-11",11.79
"649","2016-07-12",11.91
"650","2016-07-13",11.84
"651","2016-07-14",11.79
"652","2016-07-15",11.9
"653","2016-07-18",11.97
"654","2016-07-19",12.06
"655","2016-07-20",12.16
"656","2016-07-21",12.07
"657","2016-07-22",12.03
"658","2016-07-25",12.04
"659","2016-07-26",12.1
"660","2016-07-27",12.08
"661","2016-07-28",12.16
"662","2016-07-29",12.11
"663","2016-08-01",12.08
"664","2016-08-02",12.03
"665","2016-08-03",12.06
"666","2016-08-04",12.01
"667","2016-08-05",12.25
"668","2016-08-08",12.14
"669","2016-08-09",12.3
"670","2016-08-10",12.23
"671","2016-08-11",12.08
"672","2016-08-12",12.03
"673","2016-08-15",11.96
"674","2016-08-16",11.7
"675","2016-08-17",11.73
"676","2016-08-18",11.84
"677","2016-08-19",11.61
"678","2016-08-22",11.75
"679","2016-08-23",11.75
"680","2016-08-24",11.74
"681","2016-08-25",11.81
"682","2016-08-26",11.48
"683","2016-08-29",11.73
"684","2016-08-30",11.77
"685","2016-08-31",11.7
"686","2016-09-01",11.76
"687","2016-09-02",11.71
"688","2016-09-06",11.79
"689","2016-09-07",11.78
"690","2016-09-08",11.75
"691","2016-09-09",11.57
"692","2016-09-12",11.48
"693","2016-09-13",11.39
"694","2016-09-14",11.4
"695","2016-09-15",11.47
"696","2016-09-16",11.5
"697","2016-09-19",11.5
"698","2016-09-20",11.44
"699","2016-09-21",11.53
"700","2016-09-22",11.7
"701","2016-09-23",11.59
"702","2016-09-26",11.63
"703","2016-09-27",11.59
"704","2016-09-28",11.69
"705","2016-09-29",11.64
"706","2016-09-30",11.69
"707","2016-10-03",11.46
"708","2016-10-04",11.25
"709","2016-10-05",10.94
"710","2016-10-06",10.95
"711","2016-10-07",10.87
"712","2016-10-10",10.97
"713","2016-10-11",10.83
"714","2016-10-12",11.04
"715","2016-10-13",10.96
"716","2016-10-14",10.93
"717","2016-10-17",10.97
"718","2016-10-18",10.94
"719","2016-10-19",11.07
"720","2016-10-20",11.01
"721","2016-10-21",10.94
"722","2016-10-24",10.97
"723","2016-10-25",10.9
"724","2016-10-26",10.78
"725","2016-10-27",10.69
"726","2016-10-28",10.56
"727","2016-10-31",10.54
"728","2016-11-01",10.13
"729","2016-11-02",10.06
"730","2016-11-03",10.27
"731","2016-11-04",10.65
"732","2016-11-07",10.75
"733","2016-11-08",10.95
"734","2016-11-09",11.05
"735","2016-11-10",10.92
"736","2016-11-11",11.12
"737","2016-11-14",11.25
"738","2016-11-15",11.02
"739","2016-11-16",10.84
"740","2016-11-17",10.84
"741","2016-11-18",10.73
"742","2016-11-21",10.89
"743","2016-11-22",11.06
"744","2016-11-23",10.94
"745","2016-11-25",11.19
"746","2016-11-28",10.99
"747","2016-11-29",10.99
"748","2016-11-30",10.94
"749","2016-12-01",10.86
"750","2016-12-02",10.79
"751","2016-12-05",10.88
"752","2016-12-06",10.96
"753","2016-12-07",11.17
"754","2016-12-08",11.3
"755","2016-12-09",11.11
"756","2016-12-12",11.01
"757","2016-12-13",11.06
"758","2016-12-14",10.85
"759","2016-12-15",10.93
"760","2016-12-16",11.1
"761","2016-12-19",11.11
"762","2016-12-20",11.24
"763","2016-12-21",11.02
"764","2016-12-22",10.99
"765","2016-12-23",11.14
"766","2016-12-27",10.98
"767","2016-12-28",11.24
"768","2016-12-29",11.43
"769","2016-12-30",11.26
"770","2017-01-03",11.48
"771","2017-01-04",11.33
"772","2017-01-05",11.14
"773","2017-01-06",11.01
"774","2017-01-09",10.9
"775","2017-01-10",10.94
"776","2017-01-11",10.93
"777","2017-01-12",10.78
"778","2017-01-13",10.74
"779","2017-01-17",10.79
"780","2017-01-18",10.71
"781","2017-01-19",10.39
"782","2017-01-20",10.5
"783","2017-01-23",10.52
"784","2017-01-24",10.68
"785","2017-01-25",10.77
"786","2017-01-26",10.6
"787","2017-01-27",10.49
"788","2017-01-30",10.18
"789","2017-01-31",10.29
"790","2017-02-01",10.29
"791","2017-02-02",10.26
"792","2017-02-03",10.6
"793","2017-02-06",10.61
"794","2017-02-07",10.91
"795","2017-02-08",10.86
"796","2017-02-09",10.91
"797","2017-02-10",11.03
"798","2017-02-13",11.13
"799","2017-02-14",11.05
"800","2017-02-15",11.1
"801","2017-02-16",10.98
"802","2017-02-17",10.84
"803","2017-02-21",10.81
"804","2017-02-22",10.76
"805","2017-02-23",10.77
"806","2017-02-24",10.75
"807","2017-02-27",10.79
"808","2017-02-28",10.8
"809","2017-03-01",10.79
"810","2017-03-02",10.97
"811","2017-03-03",10.96
"812","2017-03-06",10.81
"813","2017-03-07",10.85
"814","2017-03-08",10.76
"815","2017-03-09",10.57
"816","2017-03-10",10.61
"817","2017-03-13",10.63
"818","2017-03-14",10.65
"819","2017-03-15",10.8
"820","2017-03-16",10.85
"821","2017-03-17",10.89
"822","2017-03-20",10.76
"823","2017-03-21",10.75
"824","2017-03-22",10.77
"825","2017-03-23",11.03
"826","2017-03-24",11.19
"827","2017-03-27",11.13
"828","2017-03-28",11.22
"829","2017-03-29",11.26
"830","2017-03-30",11.45
"831","2017-03-31",11.52
"832","2017-04-03",11.24
"833","2017-04-04",11.33
"834","2017-04-05",11.4
"835","2017-04-06",11.54
"836","2017-04-07",11.66
"837","2017-04-10",11.59
"838","2017-04-11",11.67
"839","2017-04-12",11.65
"840","2017-04-13",11.65
"841","2017-04-17",11.84
"842","2017-04-18",11.91
"843","2017-04-19",11.9
"844","2017-04-20",11.94
"845","2017-04-21",11.92
"846","2017-04-24",11.88
"847","2017-04-25",11.78
"848","2017-04-26",11.91
"849","2017-04-27",11.92
"850","2017-04-28",11.71
"851","2017-05-01",11.78
"852","2017-05-02",11.73
"853","2017-05-03",11.66
"854","2017-05-04",11.65
"855","2017-05-05",11.75
"856","2017-05-08",11.76
"857","2017-05-09",11.75
"858","2017-05-10",11.71
"859","2017-05-11",11.6
"860","2017-05-12",11.59
"861","2017-05-15",11.54
"862","2017-05-16",11.48
"863","2017-05-17",11.55
"864","2017-05-18",11.51
"865","2017-05-19",11.48
"866","2017-05-22",11.53
"867","2017-05-23",11.49
"868","2017-05-24",11.54
"869","2017-05-25",11.52
"870","2017-05-26",11.42
"871","2017-05-30",11.27
"872","2017-05-31",11.32
"873","2017-06-01",11.58
"874","2017-06-02",11.63
"875","2017-06-05",11.46
"876","2017-06-06",11.26
"877","2017-06-07",11.26
"878","2017-06-08",11.31
"879","2017-06-09",11.71
"880","2017-06-12",11.69
"881","2017-06-13",11.68
"882","2017-06-14",11.66
"883","2017-06-15",11.64
"884","2017-06-16",11.67
"885","2017-06-19",11.58
"886","2017-06-20",11.43
"887","2017-06-21",11.41
"888","2017-06-22",11.42
"889","2017-06-23",11.62
"890","2017-06-26",11.61
"891","2017-06-27",11.41
"892","2017-06-28",11.35
"893","2017-06-29",11.43
"894","2017-06-30",11.37
"895","2017-07-03",11.54
"896","2017-07-05",11.38
"897","2017-07-06",11.28
"898","2017-07-07",11.39
"899","2017-07-10",11.2
"900","2017-07-11",11.09
"901","2017-07-12",11.34
"902","2017-07-13",11.34
"903","2017-07-14",11.46
"904","2017-07-17",11.48
"905","2017-07-18",11.43
"906","2017-07-19",11.44
"907","2017-07-20",11.55
"908","2017-07-21",11.65
"909","2017-07-24",11.63
"910","2017-07-25",11.52
"911","2017-07-26",11.56
"912","2017-07-27",11.66
"913","2017-07-28",11.46
"914","2017-07-31",11.51
"915","2017-08-01",11.62
"916","2017-08-02",11.56
"917","2017-08-03",11.35
"918","2017-08-04",11.75
"919","2017-08-07",11.68
"920","2017-08-08",11.68
"921","2017-08-09",11.42
"922","2017-08-10",11.29
"923","2017-08-11",11.14
"924","2017-08-14",11.51
"925","2017-08-15",11.29
"926","2017-08-16",11.26
"927","2017-08-17",11.03
"928","2017-08-18",11.12
"929","2017-08-21",11.26
"930","2017-08-22",11.26
"931","2017-08-23",11.47
"932","2017-08-24",11.5
"933","2017-08-25",11.45
"934","2017-08-28",11.3
"935","2017-08-29",11.27
"936","2017-08-30",11.45
"937","2017-08-31",11.53
"938","2017-09-01",11.56
"939","2017-09-05",11.68
"940","2017-09-06",11.82
"941","2017-09-07",12.03
"942","2017-09-08",12.04
"943","2017-09-11",11.82
"944","2017-09-12",12.01
"945","2017-09-13",11.82
"946","2017-09-14",11.89
"947","2017-09-15",12.12
"948","2017-09-18",12.18
"949","2017-09-19",12.32
"950","2017-09-20",12.32
"951","2017-09-21",12.33
"952","2017-09-22",12.42
"953","2017-09-25",12.39
"954","2017-09-26",12.53
"955","2017-09-27",12.7
"956","2017-09-28",12.67
"957","2017-09-29",12.61
"958","2017-10-02",12.83
"959","2017-10-03",12.68
"960","2017-10-04",12.78
"961","2017-10-05",12.79
"962","2017-10-06",12.78
"963","2017-10-09",12.7
"964","2017-10-10",12.81
"965","2017-10-11",12.97
"966","2017-10-12",13.04
"967","2017-10-13",12.36
"968","2017-10-16",12.42
"969","2017-10-17",12.39
"970","2017-10-18",12.54
"971","2017-10-19",12.58
"972","2017-10-20",12.61
"973","2017-10-23",12.63
"974","2017-10-24",12.57
"975","2017-10-25",12.55
"976","2017-10-26",12.47
"977","2017-10-27",12.49
"978","2017-10-30",12.6
"979","2017-10-31",12.8
"980","2017-11-01",12.98
"981","2017-11-02",13.11
"982","2017-11-03",12.8
"983","2017-11-06",12.85
"984","2017-11-07",13.04
"985","2017-11-08",12.88
"986","2017-11-09",12.87
"987","2017-11-10",13
"988","2017-11-13",13.01
"989","2017-11-14",13.17
"990","2017-11-15",13.06
"991","2017-11-16",13.3
"992","2017-11-17",13.21
"993","2017-11-20",13.15
"994","2017-11-21",13.28
"995","2017-11-22",13.3
"996","2017-11-24",13.39
"997","2017-11-27",13.37
"998","2017-11-28",13.37
"999","2017-11-29",13.21
"1000","2017-11-30",13.19
