"","date","ANGI"
"97","2012-04-09",14.95
"98","2012-04-10",14.52
"99","2012-04-11",14.58
"100","2012-04-12",15.12
"101","2012-04-13",14.64
"102","2012-04-16",14.99
"103","2012-04-17",15.42
"104","2012-04-18",15.26
"105","2012-04-19",14.67
"106","2012-04-20",14.61
"107","2012-04-23",14.63
"108","2012-04-24",14.26
"109","2012-04-25",13.96
"110","2012-04-26",13.88
"111","2012-04-27",14.06
"112","2012-04-30",13.95
"113","2012-05-01",13.54
"114","2012-05-02",14.27
"115","2012-05-03",14.11
"116","2012-05-04",14.07
"117","2012-05-07",14
"118","2012-05-08",14.22
"119","2012-05-09",14.56
"120","2012-05-10",14.58
"121","2012-05-11",14.41
"122","2012-05-14",14.01
"123","2012-05-15",13.14
"124","2012-05-16",13.53
"125","2012-05-17",13.35
"126","2012-05-18",13.07
"127","2012-05-21",12.89
"128","2012-05-22",12.7
"129","2012-05-23",12.25
"130","2012-05-24",12.4
"131","2012-05-25",12.4
"132","2012-05-29",12.11
"133","2012-05-30",12.26
"134","2012-05-31",12.77
"135","2012-06-01",12.54
"136","2012-06-04",12.98
"137","2012-06-05",13.43
"138","2012-06-06",14
"139","2012-06-07",13.69
"140","2012-06-08",13.96
"141","2012-06-11",13.92
"142","2012-06-12",14.03
"143","2012-06-13",14.65
"144","2012-06-14",14.53
"145","2012-06-15",14.56
"146","2012-06-18",14.8
"147","2012-06-19",15.01
"148","2012-06-20",14.56
"149","2012-06-21",14.64
"150","2012-06-22",15.06
"151","2012-06-25",15.1
"152","2012-06-26",15.26
"153","2012-06-27",15.43
"154","2012-06-28",15.47
"155","2012-06-29",15.84
"156","2012-07-02",15.82
"157","2012-07-03",15.86
"158","2012-07-05",15.91
"159","2012-07-06",15.9
"160","2012-07-09",15.7
"161","2012-07-10",15.5
"162","2012-07-11",14.71
"163","2012-07-12",14.45
"164","2012-07-13",14.74
"165","2012-07-16",14.62
"166","2012-07-17",14.93
"167","2012-07-18",15.03
"168","2012-07-19",14.98
"169","2012-07-20",14.59
"170","2012-07-23",14.02
"171","2012-07-24",14.04
"172","2012-07-25",14.55
"173","2012-07-26",13.07
"174","2012-07-27",13.04
"175","2012-07-30",13.18
"176","2012-07-31",13
"177","2012-08-01",12.36
"178","2012-08-02",12.19
"179","2012-08-03",13.09
"180","2012-08-06",13.3
"181","2012-08-07",13.23
"182","2012-08-08",13.33
"183","2012-08-09",13.41
"184","2012-08-10",12.88
"185","2012-08-13",13.29
"186","2012-08-14",11.17
"187","2012-08-15",11.2
"188","2012-08-16",11.16
"189","2012-08-17",10.64
"190","2012-08-20",9.85
"191","2012-08-21",9.75
"192","2012-08-22",9.7
"193","2012-08-23",9.56
"194","2012-08-24",9.69
"195","2012-08-27",9.02
"196","2012-08-28",9.03
"197","2012-08-29",10.22
"198","2012-08-30",9.66
"199","2012-08-31",9.56
"200","2012-09-04",9.63
"201","2012-09-05",9.35
"202","2012-09-06",9.5
"203","2012-09-07",9.73
"204","2012-09-10",9.89
"205","2012-09-11",10.93
"206","2012-09-12",10.73
"207","2012-09-13",11.02
"208","2012-09-14",11.45
"209","2012-09-17",11.35
"210","2012-09-18",11.71
"211","2012-09-19",11.88
"212","2012-09-20",12.02
"213","2012-09-21",12.17
"214","2012-09-24",11.72
"215","2012-09-25",11.1
"216","2012-09-26",10.91
"217","2012-09-27",11.17
"218","2012-09-28",10.58
"219","2012-10-01",10.58
"220","2012-10-02",10.52
"221","2012-10-03",10.36
"222","2012-10-04",10.97
"223","2012-10-05",10.8
"224","2012-10-08",10.6
"225","2012-10-09",10.16
"226","2012-10-10",9.97
"227","2012-10-11",10.56
"228","2012-10-12",10.21
"229","2012-10-15",9.99
"230","2012-10-16",9.95
"231","2012-10-17",9.99
"232","2012-10-18",9.76
"233","2012-10-19",9.32
"234","2012-10-22",9.33
"235","2012-10-23",9.18
"236","2012-10-24",9.09
"237","2012-10-25",11.56
"238","2012-10-26",11.66
"239","2012-10-31",11.44
"240","2012-11-01",11
"241","2012-11-02",10.56
"242","2012-11-05",10.73
"243","2012-11-06",10.81
"244","2012-11-07",10.52
"245","2012-11-08",10.1
"246","2012-11-09",9.88
"247","2012-11-12",10.18
"248","2012-11-13",10.13
"249","2012-11-14",10.04
"250","2012-11-15",10.16
"251","2012-11-16",10.42
"252","2012-11-19",10.58
"253","2012-11-20",10.7
"254","2012-11-21",10.7
"255","2012-11-23",10.76
"256","2012-11-26",10.78
"257","2012-11-27",11.01
"258","2012-11-28",11.17
"259","2012-11-29",11.41
"260","2012-11-30",11.11
"261","2012-12-03",11.07
"262","2012-12-04",10.54
"263","2012-12-05",10.5
"264","2012-12-06",10.54
"265","2012-12-07",10.6
"266","2012-12-10",10.53
"267","2012-12-11",10.89
"268","2012-12-12",10.55
"269","2012-12-13",10.74
"270","2012-12-14",10.7
"271","2012-12-17",11.25
"272","2012-12-18",11.59
"273","2012-12-19",11.78
"274","2012-12-20",11.95
"275","2012-12-21",11.97
"276","2012-12-24",11.87
"277","2012-12-26",11.78
"278","2012-12-27",12.02
"279","2012-12-28",11.75
"280","2012-12-31",11.99
"281","2013-01-02",11.99
"282","2013-01-03",11.55
"283","2013-01-04",11.5
"284","2013-01-07",11.45
"285","2013-01-08",11.28
"286","2013-01-09",11.39
"287","2013-01-10",11.79
"288","2013-01-11",11.98
"289","2013-01-14",12.11
"290","2013-01-15",12.49
"291","2013-01-16",12.25
"292","2013-01-17",11.85
"293","2013-01-18",11.62
"294","2013-01-22",11.61
"295","2013-01-23",11.56
"296","2013-01-24",11.63
"297","2013-01-25",11.68
"298","2013-01-28",11.67
"299","2013-01-29",11.93
"300","2013-01-30",12.72
"301","2013-01-31",12.55
"302","2013-02-01",12.76
"303","2013-02-04",12.54
"304","2013-02-05",12.6
"305","2013-02-06",12.84
"306","2013-02-07",12.74
"307","2013-02-08",13.09
"308","2013-02-11",13.93
"309","2013-02-12",14
"310","2013-02-13",13.62
"311","2013-02-14",16.860001
"312","2013-02-15",16.67
"313","2013-02-19",17.209999
"314","2013-02-20",17.09
"315","2013-02-21",16.870001
"316","2013-02-22",16.629999
"317","2013-02-25",16
"318","2013-02-26",16.219999
"319","2013-02-27",17.25
"320","2013-02-28",17.059999
"321","2013-03-01",17.43
"322","2013-03-04",17.99
"323","2013-03-05",17.93
"324","2013-03-06",18.25
"325","2013-03-07",19.129999
"326","2013-03-08",19.450001
"327","2013-03-11",19.299999
"328","2013-03-12",19.15
"329","2013-03-13",19.66
"330","2013-03-14",19.85
"331","2013-03-15",19.780001
"332","2013-03-18",19.549999
"333","2013-03-19",19.1
"334","2013-03-20",18.99
"335","2013-03-21",18.639999
"336","2013-03-22",18.860001
"337","2013-03-25",19.32
"338","2013-03-26",19.99
"339","2013-03-27",19.879999
"340","2013-03-28",19.76
"341","2013-04-01",19.860001
"342","2013-04-02",19.65
"343","2013-04-03",18.620001
"344","2013-04-04",18.83
"345","2013-04-05",18.690001
"346","2013-04-08",19.4
"347","2013-04-09",19.34
"348","2013-04-10",19.549999
"349","2013-04-11",19.780001
"350","2013-04-12",20
"351","2013-04-15",19.76
"352","2013-04-16",20.860001
"353","2013-04-17",20.25
"354","2013-04-18",20.35
"355","2013-04-19",20.74
"356","2013-04-22",20.01
"357","2013-04-23",20.43
"358","2013-04-24",20.110001
"359","2013-04-25",25.92
"360","2013-04-26",25.190001
"361","2013-04-29",23.92
"362","2013-04-30",24.24
"363","2013-05-01",22.77
"364","2013-05-02",23.41
"365","2013-05-03",23.469999
"366","2013-05-06",23.969999
"367","2013-05-07",23.209999
"368","2013-05-08",22.48
"369","2013-05-09",23.24
"370","2013-05-10",23.549999
"371","2013-05-13",24.07
"372","2013-05-14",25.379999
"373","2013-05-15",25
"374","2013-05-16",24.530001
"375","2013-05-17",24.559999
"376","2013-05-20",24.49
"377","2013-05-21",24.030001
"378","2013-05-22",22.99
"379","2013-05-23",23.700001
"380","2013-05-24",23.459999
"381","2013-05-28",23.540001
"382","2013-05-29",23.33
"383","2013-05-30",23.58
"384","2013-05-31",23.459999
"385","2013-06-03",23.27
"386","2013-06-04",23.26
"387","2013-06-05",23.09
"388","2013-06-06",23.370001
"389","2013-06-07",25.120001
"390","2013-06-10",25.82
"391","2013-06-11",25.91
"392","2013-06-12",25.700001
"393","2013-06-13",26.01
"394","2013-06-14",25.85
"395","2013-06-17",26.540001
"396","2013-06-18",26.5
"397","2013-06-19",26.540001
"398","2013-06-20",26.540001
"399","2013-06-21",27.049999
"400","2013-06-24",26.530001
"401","2013-06-25",26.299999
"402","2013-06-26",26.860001
"403","2013-06-27",26.68
"404","2013-06-28",26.559999
"405","2013-07-01",26.360001
"406","2013-07-02",26.66
"407","2013-07-03",26.940001
"408","2013-07-05",28
"409","2013-07-08",27.15
"410","2013-07-09",26.33
"411","2013-07-10",25.049999
"412","2013-07-11",24.17
"413","2013-07-12",24.879999
"414","2013-07-15",25.190001
"415","2013-07-16",25.91
"416","2013-07-17",27.780001
"417","2013-07-18",26.639999
"418","2013-07-19",27.059999
"419","2013-07-22",26.709999
"420","2013-07-23",26.85
"421","2013-07-24",26.5
"422","2013-07-25",23.76
"423","2013-07-26",24.469999
"424","2013-07-29",23.52
"425","2013-07-30",22.620001
"426","2013-07-31",22.02
"427","2013-08-01",22.48
"428","2013-08-02",23.23
"429","2013-08-05",23.5
"430","2013-08-06",23.040001
"431","2013-08-07",22.65
"432","2013-08-08",24.040001
"433","2013-08-09",24.200001
"434","2013-08-12",24.49
"435","2013-08-13",24.889999
"436","2013-08-14",24.639999
"437","2013-08-15",23.01
"438","2013-08-16",22.620001
"439","2013-08-19",21.030001
"440","2013-08-20",21.43
"441","2013-08-21",21.58
"442","2013-08-22",21.01
"443","2013-08-23",21.08
"444","2013-08-26",20.48
"445","2013-08-27",19.950001
"446","2013-08-28",20.01
"447","2013-08-29",20.129999
"448","2013-08-30",20.959999
"449","2013-09-03",20.52
"450","2013-09-04",20.950001
"451","2013-09-05",20.6
"452","2013-09-06",20.93
"453","2013-09-09",20.049999
"454","2013-09-10",20.709999
"455","2013-09-11",20.68
"456","2013-09-12",21.18
"457","2013-09-13",20.940001
"458","2013-09-16",20.24
"459","2013-09-17",21.209999
"460","2013-09-18",21.290001
"461","2013-09-19",21.65
"462","2013-09-20",22.030001
"463","2013-09-23",22.99
"464","2013-09-24",24.16
"465","2013-09-25",23.75
"466","2013-09-26",23.700001
"467","2013-09-27",23.889999
"468","2013-09-30",22.49
"469","2013-10-01",20.299999
"470","2013-10-02",20.99
"471","2013-10-03",17.309999
"472","2013-10-04",16.700001
"473","2013-10-07",16.08
"474","2013-10-08",15.69
"475","2013-10-09",14.58
"476","2013-10-10",15.53
"477","2013-10-11",15.35
"478","2013-10-14",15.46
"479","2013-10-15",15.08
"480","2013-10-16",15.26
"481","2013-10-17",15.37
"482","2013-10-18",15.43
"483","2013-10-21",15.36
"484","2013-10-22",15.49
"485","2013-10-23",15.45
"486","2013-10-24",14.64
"487","2013-10-25",13.41
"488","2013-10-28",14.44
"489","2013-10-29",14.49
"490","2013-10-30",14.86
"491","2013-10-31",14.08
"492","2013-11-01",14.68
"493","2013-11-04",14.76
"494","2013-11-05",14.97
"495","2013-11-06",14.54
"496","2013-11-07",14.15
"497","2013-11-08",14.47
"498","2013-11-11",14.38
"499","2013-11-12",14.36
"500","2013-11-13",14.73
"501","2013-11-14",13.79
"502","2013-11-15",13.32
"503","2013-11-18",13.11
"504","2013-11-19",13.14
"505","2013-11-20",12.49
"506","2013-11-21",12.3
"507","2013-11-22",12.13
"508","2013-11-25",12.2
"509","2013-11-26",12.67
"510","2013-11-27",12.87
"511","2013-11-29",13.02
"512","2013-12-02",12.57
"513","2013-12-03",12.32
"514","2013-12-04",12.26
"515","2013-12-05",12.52
"516","2013-12-06",12.8
"517","2013-12-09",12.8
"518","2013-12-10",12.69
"519","2013-12-11",12.43
"520","2013-12-12",12.21
"521","2013-12-13",12.31
"522","2013-12-16",12.81
"523","2013-12-17",13.63
"524","2013-12-18",13.4
"525","2013-12-19",14.07
"526","2013-12-20",15.03
"527","2013-12-23",14.64
"528","2013-12-24",14.48
"529","2013-12-26",14.02
"530","2013-12-27",14.51
"531","2013-12-30",14.23
"532","2013-12-31",15.15
"533","2014-01-02",13.58
"534","2014-01-03",13.07
"535","2014-01-06",13.32
"536","2014-01-07",13.98
"537","2014-01-08",13.7
"538","2014-01-09",14.85
"539","2014-01-10",14.53
"540","2014-01-13",14.24
"541","2014-01-14",14.43
"542","2014-01-15",14.67
"543","2014-01-16",15.08
"544","2014-01-17",15.18
"545","2014-01-21",15.66
"546","2014-01-22",16.200001
"547","2014-01-23",16.280001
"548","2014-01-24",16.799999
"549","2014-01-27",16.540001
"550","2014-01-28",17.02
"551","2014-01-29",17.059999
"552","2014-01-30",17.6
"553","2014-01-31",17.940001
"554","2014-02-03",18.120001
"555","2014-02-04",18.85
"556","2014-02-05",17.219999
"557","2014-02-06",16.77
"558","2014-02-07",17.469999
"559","2014-02-10",17.26
"560","2014-02-11",16.370001
"561","2014-02-12",17.1
"562","2014-02-13",15.93
"563","2014-02-14",14.9
"564","2014-02-18",14.97
"565","2014-02-19",14.29
"566","2014-02-20",14.38
"567","2014-02-21",14.03
"568","2014-02-24",14.07
"569","2014-02-25",14.71
"570","2014-02-26",14.6
"571","2014-02-27",14.37
"572","2014-02-28",13.91
"573","2014-03-03",13.45
"574","2014-03-04",13.72
"575","2014-03-05",13.84
"576","2014-03-06",13.32
"577","2014-03-07",13.23
"578","2014-03-10",13.29
"579","2014-03-11",13.13
"580","2014-03-12",13.08
"581","2014-03-13",13.09
"582","2014-03-14",13.25
"583","2014-03-17",13.41
"584","2014-03-18",13.18
"585","2014-03-19",13.1
"586","2014-03-20",13.06
"587","2014-03-21",12.93
"588","2014-03-24",12.62
"589","2014-03-25",12.65
"590","2014-03-26",12.3
"591","2014-03-27",12.09
"592","2014-03-28",11.99
"593","2014-03-31",12.18
"594","2014-04-01",12.53
"595","2014-04-02",13.23
"596","2014-04-03",12.39
"597","2014-04-04",12.21
"598","2014-04-07",12.13
"599","2014-04-08",12.3
"600","2014-04-09",12.6
"601","2014-04-10",12.24
"602","2014-04-11",11.78
"603","2014-04-14",12.25
"604","2014-04-15",12.35
"605","2014-04-16",12.35
"606","2014-04-17",12.35
"607","2014-04-21",12.31
"608","2014-04-22",12.9
"609","2014-04-23",12.82
"610","2014-04-24",12.98
"611","2014-04-25",11.76
"612","2014-04-28",10.89
"613","2014-04-29",11.15
"614","2014-04-30",11.31
"615","2014-05-01",11.23
"616","2014-05-02",11.24
"617","2014-05-05",11.19
"618","2014-05-06",10.7
"619","2014-05-07",10.23
"620","2014-05-08",10.1
"621","2014-05-09",10.07
"622","2014-05-12",10.38
"623","2014-05-13",10
"624","2014-05-14",9.9
"625","2014-05-15",10.07
"626","2014-05-16",9.99
"627","2014-05-19",9.9
"628","2014-05-20",9.88
"629","2014-05-21",10.14
"630","2014-05-22",10.29
"631","2014-05-23",10.36
"632","2014-05-27",10.6
"633","2014-05-28",10.7
"634","2014-05-29",10.83
"635","2014-05-30",10.65
"636","2014-06-02",9.91
"637","2014-06-03",10
"638","2014-06-04",10.03
"639","2014-06-05",10.1
"640","2014-06-06",11.21
"641","2014-06-09",11.64
"642","2014-06-10",11.49
"643","2014-06-11",12.39
"644","2014-06-12",12.42
"645","2014-06-13",12.41
"646","2014-06-16",12.09
"647","2014-06-17",12.41
"648","2014-06-18",12.14
"649","2014-06-19",12.02
"650","2014-06-20",11.91
"651","2014-06-23",12.12
"652","2014-06-24",11.72
"653","2014-06-25",11.93
"654","2014-06-26",11.98
"655","2014-06-27",11.95
"656","2014-06-30",11.94
"657","2014-07-01",12.38
"658","2014-07-02",12.62
"659","2014-07-03",12.31
"660","2014-07-07",11.82
"661","2014-07-08",10.94
"662","2014-07-09",10.74
"663","2014-07-10",10.62
"664","2014-07-11",10.5
"665","2014-07-14",10.6
"666","2014-07-15",10.62
"667","2014-07-16",10.5
"668","2014-07-17",10.36
"669","2014-07-18",10.19
"670","2014-07-21",10.11
"671","2014-07-22",10.59
"672","2014-07-23",10.17
"673","2014-07-24",8.21
"674","2014-07-25",8.21
"675","2014-07-28",8.22
"676","2014-07-29",8.38
"677","2014-07-30",8.58
"678","2014-07-31",8.33
"679","2014-08-01",8.03
"680","2014-08-04",8.02
"681","2014-08-05",7.96
"682","2014-08-06",8.01
"683","2014-08-07",7.96
"684","2014-08-08",7.99
"685","2014-08-11",8.25
"686","2014-08-12",8.13
"687","2014-08-13",8.07
"688","2014-08-14",8.04
"689","2014-08-15",7.88
"690","2014-08-18",7.95
"691","2014-08-19",7.91
"692","2014-08-20",7.83
"693","2014-08-21",8.09
"694","2014-08-22",8.12
"695","2014-08-25",7.97
"696","2014-08-26",7.87
"697","2014-08-27",7.77
"698","2014-08-28",7.61
"699","2014-08-29",7.67
"700","2014-09-02",7.8
"701","2014-09-03",7.67
"702","2014-09-04",7.64
"703","2014-09-05",7.59
"704","2014-09-08",7.63
"705","2014-09-09",7.62
"706","2014-09-10",7.66
"707","2014-09-11",7.62
"708","2014-09-12",7.77
"709","2014-09-15",7.49
"710","2014-09-16",7.43
"711","2014-09-17",7.19
"712","2014-09-18",7.15
"713","2014-09-19",7.11
"714","2014-09-22",6.71
"715","2014-09-23",6.63
"716","2014-09-24",6.81
"717","2014-09-25",6.66
"718","2014-09-26",6.58
"719","2014-09-29",6.52
"720","2014-09-30",6.37
"721","2014-10-01",7.59
"722","2014-10-02",7.61
"723","2014-10-03",8.18
"724","2014-10-06",8.1
"725","2014-10-07",7.8
"726","2014-10-08",7.73
"727","2014-10-09",7.76
"728","2014-10-10",7.56
"729","2014-10-13",7.81
"730","2014-10-14",8.24
"731","2014-10-15",8.4
"732","2014-10-16",8.49
"733","2014-10-17",8.36
"734","2014-10-20",8.68
"735","2014-10-21",8.28
"736","2014-10-22",6.67
"737","2014-10-23",6.81
"738","2014-10-24",6.52
"739","2014-10-27",6.65
"740","2014-10-28",6.75
"741","2014-10-29",6.58
"742","2014-10-30",6.64
"743","2014-10-31",6.97
"744","2014-11-03",6.52
"745","2014-11-04",6.56
"746","2014-11-05",6.57
"747","2014-11-06",6.45
"748","2014-11-07",6.61
"749","2014-11-10",6.52
"750","2014-11-11",6.29
"751","2014-11-12",6.29
"752","2014-11-13",5.97
"753","2014-11-14",6.11
"754","2014-11-17",5.96
"755","2014-11-18",5.73
"756","2014-11-19",5.66
"757","2014-11-20",5.78
"758","2014-11-21",5.83
"759","2014-11-24",6.21
"760","2014-11-25",6.01
"761","2014-11-26",5.97
"762","2014-11-28",5.94
"763","2014-12-01",5.82
"764","2014-12-02",5.83
"765","2014-12-03",5.93
"766","2014-12-04",5.81
"767","2014-12-05",5.86
"768","2014-12-08",5.71
"769","2014-12-09",6.13
"770","2014-12-10",5.79
"771","2014-12-11",5.89
"772","2014-12-12",5.95
"773","2014-12-15",6.16
"774","2014-12-16",5.96
"775","2014-12-17",6.7
"776","2014-12-18",6.64
"777","2014-12-19",6.69
"778","2014-12-22",6.86
"779","2014-12-23",6.78
"780","2014-12-24",6.57
"781","2014-12-26",6.61
"782","2014-12-29",6.32
"783","2014-12-30",6.29
"784","2014-12-31",6.23
"785","2015-01-02",6.39
"786","2015-01-05",6.25
"787","2015-01-06",6.06
"788","2015-01-07",5.84
"789","2015-01-08",5.81
"790","2015-01-09",5.63
"791","2015-01-12",5.58
"792","2015-01-13",5.67
"793","2015-01-14",5.58
"794","2015-01-15",5.21
"795","2015-01-16",5.11
"796","2015-01-20",4.99
"797","2015-01-21",5.26
"798","2015-01-22",5.22
"799","2015-01-23",5.33
"800","2015-01-26",5.14
"801","2015-01-27",4.93
"802","2015-01-28",4.84
"803","2015-01-29",4.7
"804","2015-01-30",4.59
"805","2015-02-02",4.7
"806","2015-02-03",4.79
"807","2015-02-04",4.92
"808","2015-02-05",5.05
"809","2015-02-06",4.99
"810","2015-02-09",4.97
"811","2015-02-10",5.09
"812","2015-02-11",5.15
"813","2015-02-12",4.9
"814","2015-02-13",5.02
"815","2015-02-17",4.89
"816","2015-02-18",7.8
"817","2015-02-19",7.06
"818","2015-02-20",6.73
"819","2015-02-23",6.62
"820","2015-02-24",6.58
"821","2015-02-25",6.72
"822","2015-02-26",6.39
"823","2015-02-27",6.74
"824","2015-03-02",6.5
"825","2015-03-03",6.49
"826","2015-03-04",6.69
"827","2015-03-05",6.72
"828","2015-03-06",6.8
"829","2015-03-09",6.55
"830","2015-03-10",6.58
"831","2015-03-11",6.44
"832","2015-03-12",6.56
"833","2015-03-13",6.58
"834","2015-03-16",6.47
"835","2015-03-17",6.43
"836","2015-03-18",6.51
"837","2015-03-19",6.55
"838","2015-03-20",6.54
"839","2015-03-23",6.76
"840","2015-03-24",6.63
"841","2015-03-25",6.49
"842","2015-03-26",6.25
"843","2015-03-27",6.34
"844","2015-03-30",6.2
"845","2015-03-31",5.87
"846","2015-04-01",5.66
"847","2015-04-02",5.95
"848","2015-04-06",5.99
"849","2015-04-07",6.07
"850","2015-04-08",5.65
"851","2015-04-09",5.72
"852","2015-04-10",5.59
"853","2015-04-13",5.71
"854","2015-04-14",5.62
"855","2015-04-15",5.95
"856","2015-04-16",5.45
"857","2015-04-17",5.66
"858","2015-04-20",6.04
"859","2015-04-21",6.15
"860","2015-04-22",6.46
"861","2015-04-23",6.4
"862","2015-04-24",6.16
"863","2015-04-27",6.07
"864","2015-04-28",6.2
"865","2015-04-29",6.16
"866","2015-04-30",5.87
"867","2015-05-01",5.85
"868","2015-05-04",6.06
"869","2015-05-05",5.89
"870","2015-05-06",5.97
"871","2015-05-07",6
"872","2015-05-08",5.98
"873","2015-05-11",6.18
"874","2015-05-12",6.11
"875","2015-05-13",6.16
"876","2015-05-14",6.21
"877","2015-05-15",6.37
"878","2015-05-18",6.26
"879","2015-05-19",6.24
"880","2015-05-20",6.13
"881","2015-05-21",6.31
"882","2015-05-22",6.25
"883","2015-05-26",6.14
"884","2015-05-27",6.38
"885","2015-05-28",6.43
"886","2015-05-29",6.27
"887","2015-06-01",6.24
"888","2015-06-02",6.15
"889","2015-06-03",6.32
"890","2015-06-04",6.45
"891","2015-06-05",6.6
"892","2015-06-08",6.35
"893","2015-06-09",6.24
"894","2015-06-10",6.25
"895","2015-06-11",6.49
"896","2015-06-12",6.47
"897","2015-06-15",6.33
"898","2015-06-16",6.26
"899","2015-06-17",6.34
"900","2015-06-18",6.35
"901","2015-06-19",6.34
"902","2015-06-22",6.23
"903","2015-06-23",6.37
"904","2015-06-24",6.43
"905","2015-06-25",6.59
"906","2015-06-26",6.33
"907","2015-06-29",6.12
"908","2015-06-30",6.16
"909","2015-07-01",5.68
"910","2015-07-02",6.41
"911","2015-07-06",6.26
"912","2015-07-07",6.16
"913","2015-07-08",6.1
"914","2015-07-09",6.13
"915","2015-07-10",6.08
"916","2015-07-13",6.09
"917","2015-07-14",6.1
"918","2015-07-15",5.88
"919","2015-07-16",5.96
"920","2015-07-17",6.07
"921","2015-07-20",6.03
"922","2015-07-21",6.07
"923","2015-07-22",4.58
"924","2015-07-23",4.19
"925","2015-07-24",4.15
"926","2015-07-27",3.76
"927","2015-07-28",4.16
"928","2015-07-29",4.33
"929","2015-07-30",4.8
"930","2015-07-31",5
"931","2015-08-03",4.65
"932","2015-08-04",4.63
"933","2015-08-05",4.65
"934","2015-08-06",4.62
"935","2015-08-07",4.58
"936","2015-08-10",4.89
"937","2015-08-11",4.7
"938","2015-08-12",4.59
"939","2015-08-13",4.44
"940","2015-08-14",4.4
"941","2015-08-17",4.5
"942","2015-08-18",4.45
"943","2015-08-19",4.42
"944","2015-08-20",4.42
"945","2015-08-21",4.64
"946","2015-08-24",4.72
"947","2015-08-25",4.71
"948","2015-08-26",4.82
"949","2015-08-27",5.07
"950","2015-08-28",5.21
"951","2015-08-31",5.29
"952","2015-09-01",5.09
"953","2015-09-02",5.12
"954","2015-09-03",5.02
"955","2015-09-04",5.04
"956","2015-09-08",5.21
"957","2015-09-09",5.19
"958","2015-09-10",5.21
"959","2015-09-11",5.19
"960","2015-09-14",5.24
"961","2015-09-15",5.26
"962","2015-09-16",5.27
"963","2015-09-17",5.18
"964","2015-09-18",5.18
"965","2015-09-21",5.17
"966","2015-09-22",5.15
"967","2015-09-23",5.11
"968","2015-09-24",5.15
"969","2015-09-25",4.99
"970","2015-09-28",5.06
"971","2015-09-29",4.95
"972","2015-09-30",5.04
"973","2015-10-01",4.98
"974","2015-10-02",5.25
"975","2015-10-05",5.56
"976","2015-10-06",5.57
"977","2015-10-07",5.6
"978","2015-10-08",5.93
"979","2015-10-09",6.15
"980","2015-10-12",5.78
"981","2015-10-13",5.71
"982","2015-10-14",5.84
"983","2015-10-15",6.05
"984","2015-10-16",6.04
"985","2015-10-19",6.19
"986","2015-10-20",6.23
"987","2015-10-21",6.94
"988","2015-10-22",6.99
"989","2015-10-23",6.94
"990","2015-10-26",7.41
"991","2015-10-27",7.02
"992","2015-10-28",7.16
"993","2015-10-29",7.3
