"","date","MSTR"
"1","2007-01-03",115.379997
"2","2007-01-04",117.32
"3","2007-01-05",115.559998
"4","2007-01-08",118.239998
"5","2007-01-09",120.150002
"6","2007-01-10",119.769997
"7","2007-01-11",122.099998
"8","2007-01-12",122.160004
"9","2007-01-16",120.550003
"10","2007-01-17",123.970001
"11","2007-01-18",118.389999
"12","2007-01-19",121.860001
"13","2007-01-22",120.279999
"14","2007-01-23",120.269997
"15","2007-01-24",123.699997
"16","2007-01-25",123.889999
"17","2007-01-26",125.940002
"18","2007-01-29",121.260002
"19","2007-01-30",121.75
"20","2007-01-31",121.419998
"21","2007-02-01",122.449997
"22","2007-02-02",123.120003
"23","2007-02-05",121.110001
"24","2007-02-06",125.410004
"25","2007-02-07",125.43
"26","2007-02-08",126.019997
"27","2007-02-09",124.82
"28","2007-02-12",123.230003
"29","2007-02-13",123.860001
"30","2007-02-14",126
"31","2007-02-15",126.400002
"32","2007-02-16",126.400002
"33","2007-02-20",127.559998
"34","2007-02-21",125.839996
"35","2007-02-22",127.360001
"36","2007-02-23",127.949997
"37","2007-02-26",132.399994
"38","2007-02-27",125.099998
"39","2007-02-28",126.07
"40","2007-03-01",125.25
"41","2007-03-02",123.43
"42","2007-03-05",122.300003
"43","2007-03-06",125.209999
"44","2007-03-07",122.75
"45","2007-03-08",124.559998
"46","2007-03-09",123.870003
"47","2007-03-12",126.580002
"48","2007-03-13",123.089996
"49","2007-03-14",124
"50","2007-03-15",124.010002
"51","2007-03-16",122.57
"52","2007-03-19",124
"53","2007-03-20",126.400002
"54","2007-03-21",128.979996
"55","2007-03-22",129
"56","2007-03-23",128.779999
"57","2007-03-26",128.899994
"58","2007-03-27",128.259995
"59","2007-03-28",126.980003
"60","2007-03-29",127.449997
"61","2007-03-30",126.389999
"62","2007-04-02",126.370003
"63","2007-04-03",126.959999
"64","2007-04-04",126.019997
"65","2007-04-05",124.099998
"66","2007-04-09",123.18
"67","2007-04-10",123.849998
"68","2007-04-11",124.279999
"69","2007-04-12",116.050003
"70","2007-04-13",115.660004
"71","2007-04-16",118.889999
"72","2007-04-17",116.529999
"73","2007-04-18",118.099998
"74","2007-04-19",118.209999
"75","2007-04-20",117.110001
"76","2007-04-23",116.160004
"77","2007-04-24",116.529999
"78","2007-04-25",116.080002
"79","2007-04-26",117.5
"80","2007-04-27",115.900002
"81","2007-04-30",113.760002
"82","2007-05-01",115.279999
"83","2007-05-02",115.510002
"84","2007-05-03",116.059998
"85","2007-05-04",116.669998
"86","2007-05-07",115.639999
"87","2007-05-08",102.769997
"88","2007-05-09",105.419998
"89","2007-05-10",103.089996
"90","2007-05-11",103.730003
"91","2007-05-14",102.559998
"92","2007-05-15",103.029999
"93","2007-05-16",100.32
"94","2007-05-17",101.050003
"95","2007-05-18",103.830002
"96","2007-05-21",103.519997
"97","2007-05-22",104.839996
"98","2007-05-23",103.099998
"99","2007-05-24",101.129997
"100","2007-05-25",103
"101","2007-05-29",103.5
"102","2007-05-30",102.68
