"","date","AVAV"
"1","2007-01-23",23.93
"2","2007-01-24",23.9
"3","2007-01-25",23.6
"4","2007-01-26",23.16
"5","2007-01-29",22.879999
"6","2007-01-30",22.950001
"7","2007-01-31",22.870001
"8","2007-02-01",22.139999
"9","2007-02-02",22.07
"10","2007-02-05",21.75
"11","2007-02-06",21.950001
"12","2007-02-07",22.049999
"13","2007-02-08",22.030001
"14","2007-02-09",21.82
"15","2007-02-12",21.25
"16","2007-02-13",21.23
"17","2007-02-14",21.040001
"18","2007-02-15",20.82
"19","2007-02-16",21.07
"20","2007-02-20",21.719999
"21","2007-02-21",22.129999
"22","2007-02-22",22.77
"23","2007-02-23",23.1
"24","2007-02-26",22.75
"25","2007-02-27",21.98
"26","2007-02-28",21.27
"27","2007-03-01",21.75
"28","2007-03-02",22
"29","2007-03-05",21
"30","2007-03-06",21.01
"31","2007-03-07",20.76
"32","2007-03-08",21.43
"33","2007-03-09",23.5
"34","2007-03-12",23.49
"35","2007-03-13",23.290001
"36","2007-03-14",23.469999
"37","2007-03-15",23.5
"38","2007-03-16",23.110001
"39","2007-03-19",23.98
"40","2007-03-20",23.77
"41","2007-03-21",23.58
"42","2007-03-22",23.610001
"43","2007-03-23",23.82
"44","2007-03-26",23.42
"45","2007-03-27",23.4
"46","2007-03-28",23.209999
"47","2007-03-29",23.629999
"48","2007-03-30",22.860001
"49","2007-04-02",22.4
"50","2007-04-03",22.889999
"51","2007-04-04",22.940001
"52","2007-04-05",23
"53","2007-04-09",22.83
"54","2007-04-10",22.83
"55","2007-04-11",22.32
"56","2007-04-12",22.5
"57","2007-04-13",22.5
"58","2007-04-16",22.77
"59","2007-04-17",23.629999
"60","2007-04-18",23.459999
"61","2007-04-19",23.370001
"62","2007-04-20",23.200001
"63","2007-04-23",22.91
"64","2007-04-24",22.879999
"65","2007-04-25",22.93
"66","2007-04-26",22.68
"67","2007-04-27",22.219999
"68","2007-04-30",21.4
"69","2007-05-01",21.52
"70","2007-05-02",21.370001
"71","2007-05-03",21.68
"72","2007-05-04",22.040001
"73","2007-05-07",22.309999
"74","2007-05-08",22.6
"75","2007-05-09",22.26
"76","2007-05-10",21.24
"77","2007-05-11",21.620001
"78","2007-05-14",20.889999
"79","2007-05-15",20.440001
"80","2007-05-16",20.98
"81","2007-05-17",20.860001
"82","2007-05-18",20.889999
"83","2007-05-21",21
"84","2007-05-22",21.34
"85","2007-05-23",20.940001
"86","2007-05-24",20.450001
"87","2007-05-25",20.559999
"88","2007-05-29",21.120001
"89","2007-05-30",21.209999
"90","2007-05-31",20.76
"91","2007-06-01",20.48
"92","2007-06-04",21.32
"93","2007-06-05",21.540001
"94","2007-06-06",21.360001
"95","2007-06-07",20.82
"96","2007-06-08",20.41
"97","2007-06-11",20.48
"98","2007-06-12",20.75
"99","2007-06-13",22.01
"100","2007-06-14",22.52
"101","2007-06-15",23.389999
"102","2007-06-18",23.17
"103","2007-06-19",22.629999
"104","2007-06-20",22.25
"105","2007-06-21",22.379999
"106","2007-06-22",22.18
"107","2007-06-25",21.719999
"108","2007-06-26",22.75
"109","2007-06-27",22.16
"110","2007-06-28",21
"111","2007-06-29",20.610001
"112","2007-07-02",20.92
"113","2007-07-03",20.559999
"114","2007-07-05",20.99
"115","2007-07-06",21.24
"116","2007-07-09",21.73
"117","2007-07-10",21.1
"118","2007-07-11",20.700001
"119","2007-07-12",20.48
"120","2007-07-13",20
"121","2007-07-16",21.1
"122","2007-07-17",21.65
"123","2007-07-18",22.58
"124","2007-07-19",22.32
"125","2007-07-20",21.68
"126","2007-07-23",20.92
"127","2007-07-24",20.65
"128","2007-07-25",20.950001
"129","2007-07-26",20.58
"130","2007-07-27",20.049999
"131","2007-07-30",19.950001
"132","2007-07-31",19.59
"133","2007-08-01",18.43
"134","2007-08-02",18.65
"135","2007-08-03",18.91
"136","2007-08-06",20.280001
"137","2007-08-07",20.26
"138","2007-08-08",20.799999
"139","2007-08-09",20.309999
"140","2007-08-10",19.889999
"141","2007-08-13",19.610001
"142","2007-08-14",19.469999
"143","2007-08-15",19.440001
"144","2007-08-16",19.82
"145","2007-08-17",19.85
"146","2007-08-20",19.07
"147","2007-08-21",18.93
"148","2007-08-22",19.040001
"149","2007-08-23",19.059999
"150","2007-08-24",19.17
"151","2007-08-27",19.780001
"152","2007-08-28",19.559999
"153","2007-08-29",19.9
"154","2007-08-30",19.6
"155","2007-08-31",19.76
"156","2007-09-04",19.91
"157","2007-09-05",19.91
"158","2007-09-06",20.040001
"159","2007-09-07",20.290001
"160","2007-09-10",20.08
"161","2007-09-11",20.209999
"162","2007-09-12",20.4
"163","2007-09-13",20.450001
"164","2007-09-14",20.200001
"165","2007-09-17",20.110001
"166","2007-09-18",20.940001
"167","2007-09-19",21.02
"168","2007-09-20",21.5
"169","2007-09-21",21.969999
"170","2007-09-24",21.620001
"171","2007-09-25",22.43
"172","2007-09-26",24.299999
"173","2007-09-27",23.26
"174","2007-09-28",23.01
"175","2007-10-01",23.620001
"176","2007-10-02",24.49
"177","2007-10-03",24.059999
"178","2007-10-04",24.73
"179","2007-10-05",24.860001
"180","2007-10-08",25.190001
"181","2007-10-09",26.09
"182","2007-10-10",26.24
"183","2007-10-11",25.51
"184","2007-10-12",25.530001
"185","2007-10-15",25.17
"186","2007-10-16",24.75
"187","2007-10-17",24.280001
"188","2007-10-18",23.75
"189","2007-10-19",23.799999
"190","2007-10-22",24.77
"191","2007-10-23",24.99
"192","2007-10-24",25.16
"193","2007-10-25",25.870001
"194","2007-10-26",25.5
"195","2007-10-29",25.950001
"196","2007-10-30",25.690001
"197","2007-10-31",25.73
"198","2007-11-01",24.110001
"199","2007-11-02",24.66
"200","2007-11-05",24.59
"201","2007-11-06",25.17
"202","2007-11-07",25.18
"203","2007-11-08",23.93
"204","2007-11-09",23.040001
"205","2007-11-12",23.42
"206","2007-11-13",23.809999
"207","2007-11-14",24.75
"208","2007-11-15",24.610001
"209","2007-11-16",25.41
"210","2007-11-19",25.35
"211","2007-11-20",24.629999
"212","2007-11-21",24.1
"213","2007-11-23",24.07
"214","2007-11-26",23.32
"215","2007-11-27",23.040001
"216","2007-11-28",24.09
"217","2007-11-29",23.370001
"218","2007-11-30",24.09
"219","2007-12-03",24
"220","2007-12-04",23.709999
"221","2007-12-05",25.299999
"222","2007-12-06",26.139999
"223","2007-12-07",24.969999
"224","2007-12-10",25.719999
"225","2007-12-11",25.450001
"226","2007-12-12",25.1
"227","2007-12-13",25.040001
"228","2007-12-14",25.200001
"229","2007-12-17",24.049999
"230","2007-12-18",24.16
"231","2007-12-19",24.4
"232","2007-12-20",24.549999
"233","2007-12-21",25.040001
"234","2007-12-24",25.469999
"235","2007-12-26",25.030001
"236","2007-12-27",24.200001
"237","2007-12-28",24.52
