"","date","MLCO"
"1","2007-01-03",21.559999
"2","2007-01-04",21.65
"3","2007-01-05",20.780001
"4","2007-01-08",20
"5","2007-01-09",19.870001
"6","2007-01-10",20.959999
"7","2007-01-11",20.610001
"8","2007-01-12",20.629999
"9","2007-01-16",20.74
"10","2007-01-17",21.209999
"11","2007-01-18",22.200001
"12","2007-01-19",21.82
"13","2007-01-22",21.32
"14","2007-01-23",21.040001
"15","2007-01-24",21.139999
"16","2007-01-25",20.65
"17","2007-01-26",20.389999
"18","2007-01-29",20.049999
"19","2007-01-30",19.190001
"20","2007-01-31",19.35
"21","2007-02-01",20.219999
"22","2007-02-02",20.42
"23","2007-02-05",19.950001
"24","2007-02-06",19.6
"25","2007-02-07",19.200001
"26","2007-02-08",18.85
"27","2007-02-09",18.620001
"28","2007-02-12",17.450001
"29","2007-02-13",17.639999
"30","2007-02-14",18.209999
"31","2007-02-15",18.08
"32","2007-02-16",18.35
"33","2007-02-20",18.440001
"34","2007-02-21",18.440001
"35","2007-02-22",18.559999
"36","2007-02-23",18.4
"37","2007-02-26",18.16
"38","2007-02-27",17
"39","2007-02-28",16.6
"40","2007-03-01",16.700001
"41","2007-03-02",16.459999
"42","2007-03-05",15.9
"43","2007-03-06",16.76
"44","2007-03-07",16.309999
"45","2007-03-08",15.93
"46","2007-03-09",15.96
"47","2007-03-12",15.6
"48","2007-03-13",14.57
"49","2007-03-14",15.27
"50","2007-03-15",15.48
"51","2007-03-16",15.51
"52","2007-03-19",15.27
"53","2007-03-20",15.74
"54","2007-03-21",16.58
"55","2007-03-22",16.91
"56","2007-03-23",16.540001
"57","2007-03-26",16.309999
"58","2007-03-27",15.78
"59","2007-03-28",15.81
"60","2007-03-29",15.9
"61","2007-03-30",16.139999
"62","2007-04-02",16
"63","2007-04-03",16.4
"64","2007-04-04",16.09
"65","2007-04-05",16.299999
"66","2007-04-09",16.780001
"67","2007-04-10",17.42
"68","2007-04-11",16.540001
"69","2007-04-12",16.450001
"70","2007-04-13",16.57
"71","2007-04-16",16.620001
"72","2007-04-17",16.690001
"73","2007-04-18",18.309999
"74","2007-04-19",18.559999
"75","2007-04-20",18.91
"76","2007-04-23",19.07
"77","2007-04-24",18.549999
"78","2007-04-25",18.200001
"79","2007-04-26",18.26
"80","2007-04-27",17.93
"81","2007-04-30",17.42
"82","2007-05-01",17.559999
"83","2007-05-02",18.48
"84","2007-05-03",17.860001
"85","2007-05-04",17.84
"86","2007-05-07",17.200001
"87","2007-05-08",16.440001
"88","2007-05-09",16.85
"89","2007-05-10",16.219999
"90","2007-05-11",16.57
"91","2007-05-14",15.08
"92","2007-05-15",14.52
"93","2007-05-16",14.09
"94","2007-05-17",14.02
"95","2007-05-18",14
"96","2007-05-21",13.87
"97","2007-05-22",14.2
"98","2007-05-23",13.95
"99","2007-05-24",13.65
"100","2007-05-25",13.59
"101","2007-05-29",13.61
"102","2007-05-30",13.63
"103","2007-05-31",14.02
"104","2007-06-01",14
"105","2007-06-04",13.67
"106","2007-06-05",13.54
"107","2007-06-06",13.33
"108","2007-06-07",13.35
"109","2007-06-08",13.26
"110","2007-06-11",13.15
"111","2007-06-12",12.35
"112","2007-06-13",12.31
"113","2007-06-14",12.08
"114","2007-06-15",12.62
"115","2007-06-18",12.41
"116","2007-06-19",12.4
"117","2007-06-20",12.17
"118","2007-06-21",11.8
"119","2007-06-22",11.55
"120","2007-06-25",11.67
"121","2007-06-26",11.59
"122","2007-06-27",11.84
"123","2007-06-28",12.3
"124","2007-06-29",12.56
"125","2007-07-02",12.43
"126","2007-07-03",12.22
"127","2007-07-05",13.2
"128","2007-07-06",13.67
"129","2007-07-09",13.5
"130","2007-07-10",13.18
"131","2007-07-11",13.12
"132","2007-07-12",13.24
"133","2007-07-13",13.92
"134","2007-07-16",13.85
"135","2007-07-17",13.71
"136","2007-07-18",13.5
"137","2007-07-19",13.2
"138","2007-07-20",13
"139","2007-07-23",12.93
"140","2007-07-24",12.49
"141","2007-07-25",12.31
"142","2007-07-26",12.14
"143","2007-07-27",12.28
"144","2007-07-30",12.9
"145","2007-07-31",13.26
"146","2007-08-01",12.76
"147","2007-08-02",12.83
"148","2007-08-03",12.79
"149","2007-08-06",12.67
"150","2007-08-07",13.72
"151","2007-08-08",13.75
"152","2007-08-09",13.27
"153","2007-08-10",13.27
"154","2007-08-13",13.08
"155","2007-08-14",12.57
"156","2007-08-15",11.25
"157","2007-08-16",10.1
"158","2007-08-17",11.48
"159","2007-08-20",11.95
"160","2007-08-21",12.21
"161","2007-08-22",13.1
"162","2007-08-23",12.58
"163","2007-08-24",12.97
"164","2007-08-27",13.45
"165","2007-08-28",12.98
"166","2007-08-29",13.34
"167","2007-08-30",13.23
"168","2007-08-31",13.03
"169","2007-09-04",13.61
"170","2007-09-05",13.61
"171","2007-09-06",13.9
"172","2007-09-07",13.67
"173","2007-09-10",13.26
"174","2007-09-11",13.53
"175","2007-09-12",13.83
"176","2007-09-13",14.91
"177","2007-09-14",15.19
"178","2007-09-17",14.7
"179","2007-09-18",14.92
"180","2007-09-19",14.8
"181","2007-09-20",15.21
"182","2007-09-21",15.51
"183","2007-09-24",16.93
"184","2007-09-25",15.95
"185","2007-09-26",15.9
"186","2007-09-27",16.559999
"187","2007-09-28",16.5
"188","2007-10-01",18.5
"189","2007-10-02",18.92
"190","2007-10-03",17.780001
"191","2007-10-04",18.040001
"192","2007-10-05",18.6
"193","2007-10-08",18.59
"194","2007-10-09",18.24
"195","2007-10-10",17.77
"196","2007-10-11",18
"197","2007-10-12",18.450001
"198","2007-10-15",18.200001
"199","2007-10-16",18.07
"200","2007-10-17",18.15
"201","2007-10-18",17.139999
"202","2007-10-19",16.84
"203","2007-10-22",16.790001
"204","2007-10-23",16.75
"205","2007-10-24",16.59
"206","2007-10-25",15.79
"207","2007-10-26",15.27
"208","2007-10-29",16.950001
"209","2007-10-30",16.700001
"210","2007-10-31",15.9
"211","2007-11-01",14.55
"212","2007-11-02",14.51
"213","2007-11-05",13.72
"214","2007-11-06",13.6
"215","2007-11-07",13
"216","2007-11-08",12.8
"217","2007-11-09",13.83
"218","2007-11-12",13.72
"219","2007-11-13",14.61
"220","2007-11-14",14.15
"221","2007-11-15",14.75
"222","2007-11-16",14.99
"223","2007-11-19",14.02
"224","2007-11-20",13.57
"225","2007-11-21",13.06
"226","2007-11-23",12.97
"227","2007-11-26",13.2
"228","2007-11-27",13.88
"229","2007-11-28",14.69
"230","2007-11-29",15
"231","2007-11-30",14.49
"232","2007-12-03",13.06
"233","2007-12-04",13.56
"234","2007-12-05",13.27
"235","2007-12-06",13.17
"236","2007-12-07",12.92
"237","2007-12-10",13.4
"238","2007-12-11",13.01
"239","2007-12-12",13.05
"240","2007-12-13",12.3
"241","2007-12-14",11.73
"242","2007-12-17",12.6
"243","2007-12-18",12.22
"244","2007-12-19",12.3
"245","2007-12-20",12.21
"246","2007-12-21",12.17
"247","2007-12-24",12.1
"248","2007-12-26",11.97
"249","2007-12-27",11.75
"250","2007-12-28",11.78
"251","2007-12-31",11.56
"252","2008-01-02",11.46
"253","2008-01-03",10.71
"254","2008-01-04",10.91
"255","2008-01-07",10.3
"256","2008-01-08",9.49
"257","2008-01-09",10.3
"258","2008-01-10",10.35
"259","2008-01-11",9.95
"260","2008-01-14",9.67
"261","2008-01-15",8.63
"262","2008-01-16",9.71
"263","2008-01-17",9.98
"264","2008-01-18",9.52
"265","2008-01-22",9.42
"266","2008-01-23",9.85
"267","2008-01-24",10.27
"268","2008-01-25",11.59
"269","2008-01-28",11.71
"270","2008-01-29",12.45
"271","2008-01-30",12.07
"272","2008-01-31",12.1
"273","2008-02-01",12.38
"274","2008-02-04",11.92
"275","2008-02-05",11.84
"276","2008-02-06",11.33
"277","2008-02-07",11.41
"278","2008-02-08",10.86
"279","2008-02-11",11.33
"280","2008-02-12",11.79
"281","2008-02-13",11.54
"282","2008-02-14",11.77
"283","2008-02-15",11.94
"284","2008-02-19",12.27
"285","2008-02-20",12.69
"286","2008-02-21",12.83
"287","2008-02-22",12.51
"288","2008-02-25",12.76
"289","2008-02-26",12.83
"290","2008-02-27",13.02
"291","2008-02-28",12.75
"292","2008-02-29",12.1
"293","2008-03-03",11.33
"294","2008-03-04",11.21
"295","2008-03-05",11.6
"296","2008-03-06",11.33
"297","2008-03-07",11.65
"298","2008-03-10",11.93
"299","2008-03-11",12.65
"300","2008-03-12",12.69
"301","2008-03-13",12.45
"302","2008-03-14",11.72
"303","2008-03-17",11.24
"304","2008-03-18",12.04
"305","2008-03-19",11.66
"306","2008-03-20",11.83
"307","2008-03-24",12
"308","2008-03-25",12.3
"309","2008-03-26",12.08
"310","2008-03-27",11.84
"311","2008-03-28",11.85
"312","2008-03-31",11.38
"313","2008-04-01",12.69
"314","2008-04-02",12.76
"315","2008-04-03",12.91
"316","2008-04-04",12.84
"317","2008-04-07",13.04
"318","2008-04-08",13.52
"319","2008-04-09",13.42
"320","2008-04-10",13.42
"321","2008-04-11",12.95
"322","2008-04-14",12.75
"323","2008-04-15",12.18
"324","2008-04-16",12.43
"325","2008-04-17",12.2
"326","2008-04-18",12.84
"327","2008-04-21",12.32
"328","2008-04-22",13.14
"329","2008-04-23",13.85
"330","2008-04-24",14.08
"331","2008-04-25",13.9
"332","2008-04-28",13.71
"333","2008-04-29",13.41
"334","2008-04-30",13.2
"335","2008-05-01",13.26
"336","2008-05-02",13.43
"337","2008-05-05",14.4
"338","2008-05-06",14.47
"339","2008-05-07",14.39
"340","2008-05-08",14.19
"341","2008-05-09",14.42
"342","2008-05-12",14.4
"343","2008-05-13",14.1
"344","2008-05-14",14.26
"345","2008-05-15",13.62
"346","2008-05-16",13.11
"347","2008-05-19",13.17
"348","2008-05-20",12.85
"349","2008-05-21",12.19
"350","2008-05-22",12.42
"351","2008-05-23",12.38
"352","2008-05-27",12.5
"353","2008-05-28",12.25
"354","2008-05-29",12.14
"355","2008-05-30",11.89
"356","2008-06-02",11.23
"357","2008-06-03",10.76
"358","2008-06-04",10.91
"359","2008-06-05",10.99
"360","2008-06-06",10.62
"361","2008-06-09",10.39
"362","2008-06-10",10.38
"363","2008-06-11",9.9
"364","2008-06-12",10.47
"365","2008-06-13",10.44
"366","2008-06-16",10.64
"367","2008-06-17",10.5
"368","2008-06-18",10.1
"369","2008-06-19",9.84
"370","2008-06-20",9.23
"371","2008-06-23",9.2
"372","2008-06-24",9.32
"373","2008-06-25",9.44
"374","2008-06-26",9.41
"375","2008-06-27",9.36
"376","2008-06-30",9.32
"377","2008-07-01",9.32
"378","2008-07-02",8.4
"379","2008-07-03",7.83
"380","2008-07-07",7.57
"381","2008-07-08",8.21
"382","2008-07-09",7.71
"383","2008-07-10",7.52
"384","2008-07-11",7.1
"385","2008-07-14",6.78
"386","2008-07-15",6.15
"387","2008-07-16",6.14
"388","2008-07-17",6.26
"389","2008-07-18",6.65
"390","2008-07-21",7.04
"391","2008-07-22",7.48
"392","2008-07-23",7.98
"393","2008-07-24",7.26
"394","2008-07-25",6.83
"395","2008-07-28",6.51
"396","2008-07-29",6.38
"397","2008-07-30",6.16
"398","2008-07-31",6.18
"399","2008-08-01",5.84
"400","2008-08-04",5.71
"401","2008-08-05",6.17
"402","2008-08-06",6.13
"403","2008-08-07",5.97
"404","2008-08-08",6.24
"405","2008-08-11",6.75
"406","2008-08-12",6.75
"407","2008-08-13",6.67
"408","2008-08-14",7.73
"409","2008-08-15",7.36
"410","2008-08-18",7.3
"411","2008-08-19",6.48
"412","2008-08-20",6.28
"413","2008-08-21",6.07
"414","2008-08-22",6.15
"415","2008-08-25",6.25
"416","2008-08-26",6.17
"417","2008-08-27",6.35
"418","2008-08-28",6.55
"419","2008-08-29",6.6
"420","2008-09-02",6.47
"421","2008-09-03",6.3
"422","2008-09-04",6
"423","2008-09-05",6.15
"424","2008-09-08",6.11
"425","2008-09-09",5.64
"426","2008-09-10",5
"427","2008-09-11",4.96
"428","2008-09-12",5.32
"429","2008-09-15",4.88
"430","2008-09-16",4.48
"431","2008-09-17",4.16
"432","2008-09-18",5.44
"433","2008-09-19",4.83
"434","2008-09-22",4.91
"435","2008-09-23",4.42
"436","2008-09-24",4.29
"437","2008-09-25",4.2
"438","2008-09-26",4.08
"439","2008-09-29",3.79
"440","2008-09-30",3.99
"441","2008-10-01",3.94
"442","2008-10-02",3.5
"443","2008-10-03",3.21
"444","2008-10-06",2.8
"445","2008-10-07",2.95
"446","2008-10-08",3.18
"447","2008-10-09",3
"448","2008-10-10",2.86
"449","2008-10-13",3.08
"450","2008-10-14",3.16
"451","2008-10-15",3.01
"452","2008-10-16",2.8
"453","2008-10-17",3.26
"454","2008-10-20",4.45
"455","2008-10-21",4.41
"456","2008-10-22",4.1
"457","2008-10-23",3.31
"458","2008-10-24",3.18
"459","2008-10-27",3
"460","2008-10-28",2.85
"461","2008-10-29",3.57
"462","2008-10-30",3.44
"463","2008-10-31",4.1
"464","2008-11-03",4.41
"465","2008-11-04",4.48
"466","2008-11-05",3.96
"467","2008-11-06",3.26
"468","2008-11-07",3.83
"469","2008-11-10",4.08
"470","2008-11-11",3.8
"471","2008-11-12",3.94
"472","2008-11-13",3.75
"473","2008-11-14",3.53
"474","2008-11-17",3.33
"475","2008-11-18",3.2
"476","2008-11-19",3.02
"477","2008-11-20",2.82
"478","2008-11-21",2.65
"479","2008-11-24",3.1
"480","2008-11-25",3.04
"481","2008-11-26",3.27
"482","2008-11-28",3.18
"483","2008-12-01",3.05
"484","2008-12-02",3.03
"485","2008-12-03",3.13
"486","2008-12-04",3.35
"487","2008-12-05",3.2
"488","2008-12-08",3.14
"489","2008-12-09",3.21
"490","2008-12-10",3.05
"491","2008-12-11",3.05
"492","2008-12-12",2.77
"493","2008-12-15",2.87
"494","2008-12-16",2.88
"495","2008-12-17",3.03
"496","2008-12-18",3.37
"497","2008-12-19",3.69
"498","2008-12-22",3.5
"499","2008-12-23",3.18
"500","2008-12-24",3.2
"501","2008-12-26",3.07
"502","2008-12-29",3.1
"503","2008-12-30",3.01
"504","2008-12-31",3.17
"505","2009-01-02",3.48
"506","2009-01-05",4
"507","2009-01-06",4.4
"508","2009-01-07",4
"509","2009-01-08",3.87
"510","2009-01-09",3.75
"511","2009-01-12",3.13
"512","2009-01-13",3.4
"513","2009-01-14",3.2
"514","2009-01-15",3.2
"515","2009-01-16",3.45
"516","2009-01-20",3.04
"517","2009-01-21",3.12
"518","2009-01-22",3.01
"519","2009-01-23",3.03
"520","2009-01-26",3.15
"521","2009-01-27",3.03
"522","2009-01-28",3.12
"523","2009-01-29",2.98
"524","2009-01-30",2.79
"525","2009-02-02",2.63
"526","2009-02-03",2.67
"527","2009-02-04",2.73
"528","2009-02-05",2.8
"529","2009-02-06",2.95
"530","2009-02-09",2.98
"531","2009-02-10",2.75
"532","2009-02-11",2.53
"533","2009-02-12",2.33
"534","2009-02-13",2.49
"535","2009-02-17",2.41
"536","2009-02-18",2.38
"537","2009-02-19",2.36
"538","2009-02-20",2.46
"539","2009-02-23",2.44
"540","2009-02-24",3.2
"541","2009-02-25",2.93
"542","2009-02-26",3.14
"543","2009-02-27",2.83
"544","2009-03-02",2.64
"545","2009-03-03",2.75
"546","2009-03-04",3
"547","2009-03-05",2.84
"548","2009-03-06",2.63
"549","2009-03-09",2.66
"550","2009-03-10",2.83
"551","2009-03-11",2.87
"552","2009-03-12",3.15
"553","2009-03-13",3.24
"554","2009-03-16",2.92
"555","2009-03-17",3.26
"556","2009-03-18",3.24
"557","2009-03-19",3.48
"558","2009-03-20",3.15
"559","2009-03-23",3.42
"560","2009-03-24",3.62
"561","2009-03-25",3.62
"562","2009-03-26",3.7
"563","2009-03-27",3.46
"564","2009-03-30",3.29
"565","2009-03-31",3.28
"566","2009-04-01",3.59
"567","2009-04-02",3.98
"568","2009-04-03",4.58
"569","2009-04-06",4.51
"570","2009-04-07",4.05
"571","2009-04-08",4.22
"572","2009-04-09",4.82
"573","2009-04-13",4.78
"574","2009-04-14",4.59
"575","2009-04-15",4.28
"576","2009-04-16",4.19
"577","2009-04-17",4.53
"578","2009-04-20",4.21
"579","2009-04-21",4.18
"580","2009-04-22",4.28
"581","2009-04-23",4.54
"582","2009-04-24",4.88
"583","2009-04-27",4.4
"584","2009-04-28",4.13
"585","2009-04-29",4.4
"586","2009-04-30",4.55
"587","2009-05-01",5
"588","2009-05-04",5.64
"589","2009-05-05",6
"590","2009-05-06",5.8
"591","2009-05-07",5.54
"592","2009-05-08",6
"593","2009-05-11",5.92
"594","2009-05-12",5.7
"595","2009-05-13",5.34
"596","2009-05-14",5.48
"597","2009-05-15",5.46
"598","2009-05-18",5.81
"599","2009-05-19",5.79
"600","2009-05-20",5.85
"601","2009-05-21",5.4
"602","2009-05-22",5.59
"603","2009-05-26",5.84
"604","2009-05-27",6.3
"605","2009-05-28",6.06
"606","2009-05-29",6.02
"607","2009-06-01",5.88
"608","2009-06-02",5.93
"609","2009-06-03",5.55
"610","2009-06-04",5.94
"611","2009-06-05",5.79
"612","2009-06-08",5.94
"613","2009-06-09",5.81
"614","2009-06-10",5.68
"615","2009-06-11",5.43
"616","2009-06-12",4.95
"617","2009-06-15",4.4
"618","2009-06-16",4.45
"619","2009-06-17",4.43
"620","2009-06-18",4.96
"621","2009-06-19",5.32
"622","2009-06-22",4.91
"623","2009-06-23",4.63
"624","2009-06-24",4.6
"625","2009-06-25",4.7
"626","2009-06-26",4.68
"627","2009-06-29",4.46
"628","2009-06-30",4.5
"629","2009-07-01",4.67
"630","2009-07-02",4.55
"631","2009-07-06",4.56
"632","2009-07-07",4.64
"633","2009-07-08",4.26
"634","2009-07-09",4.3
"635","2009-07-10",4.24
"636","2009-07-13",4.19
"637","2009-07-14",4.41
"638","2009-07-15",4.85
"639","2009-07-16",5.09
"640","2009-07-17",4.91
"641","2009-07-20",5.24
"642","2009-07-21",5.23
"643","2009-07-22",5.23
"644","2009-07-23",5.27
"645","2009-07-24",5.31
"646","2009-07-27",5.53
"647","2009-07-28",5.6
"648","2009-07-29",4.99
"649","2009-07-30",5.21
"650","2009-07-31",5.56
"651","2009-08-03",6.03
"652","2009-08-04",5.99
"653","2009-08-05",5.88
"654","2009-08-06",5.52
"655","2009-08-07",5.39
"656","2009-08-10",5.27
"657","2009-08-11",5.15
"658","2009-08-12",5.27
"659","2009-08-13",5.37
"660","2009-08-14",5.42
"661","2009-08-17",4.9
"662","2009-08-18",5.09
"663","2009-08-19",5.06
"664","2009-08-20",5.26
"665","2009-08-21",5.85
"666","2009-08-24",5.96
"667","2009-08-25",6.01
"668","2009-08-26",6.21
"669","2009-08-27",6.3
"670","2009-08-28",6.49
"671","2009-08-31",6.13
"672","2009-09-01",5.81
"673","2009-09-02",5.85
"674","2009-09-03",6.13
"675","2009-09-04",6.42
"676","2009-09-08",6.27
"677","2009-09-09",6.8
"678","2009-09-10",6.95
"679","2009-09-11",6.97
"680","2009-09-14",7.45
"681","2009-09-15",7.4
"682","2009-09-16",7.3
"683","2009-09-17",7.02
"684","2009-09-18",7.01
"685","2009-09-21",7.2
"686","2009-09-22",7.9
"687","2009-09-23",7.92
"688","2009-09-24",7.21
"689","2009-09-25",7.42
"690","2009-09-28",7.11
"691","2009-09-29",6.99
"692","2009-09-30",6.96
"693","2009-10-01",6.45
"694","2009-10-02",6.49
"695","2009-10-05",6.64
"696","2009-10-06",7.03
"697","2009-10-07",6.82
"698","2009-10-08",7.15
"699","2009-10-09",7.18
"700","2009-10-12",6.91
"701","2009-10-13",6.73
"702","2009-10-14",6.51
"703","2009-10-15",6
"704","2009-10-16",6.06
"705","2009-10-19",6
"706","2009-10-20",5.98
"707","2009-10-21",5.84
"708","2009-10-22",5.9
"709","2009-10-23",5.54
"710","2009-10-26",5.49
"711","2009-10-27",5.1
"712","2009-10-28",5.25
"713","2009-10-29",5.4
"714","2009-10-30",4.96
"715","2009-11-02",5.19
"716","2009-11-03",5.15
"717","2009-11-04",5.06
"718","2009-11-05",5.12
"719","2009-11-06",5.05
"720","2009-11-09",4.93
"721","2009-11-10",4.63
"722","2009-11-11",4.67
"723","2009-11-12",4.46
"724","2009-11-13",4.39
"725","2009-11-16",4.83
"726","2009-11-17",4.67
"727","2009-11-18",4.28
"728","2009-11-19",4.29
"729","2009-11-20",4.4
"730","2009-11-23",4.27
"731","2009-11-24",4.19
"732","2009-11-25",4.28
"733","2009-11-27",4.12
"734","2009-11-30",4.23
"735","2009-12-01",4.53
"736","2009-12-02",4.54
"737","2009-12-03",4.41
"738","2009-12-04",4.27
"739","2009-12-07",4.2
"740","2009-12-08",4.08
"741","2009-12-09",4.02
"742","2009-12-10",3.79
"743","2009-12-11",3.75
"744","2009-12-14",3.97
"745","2009-12-15",4.01
"746","2009-12-16",3.85
"747","2009-12-17",3.65
"748","2009-12-18",3.63
"749","2009-12-21",3.35
"750","2009-12-22",3.51
"751","2009-12-23",3.4
"752","2009-12-24",3.43
"753","2009-12-28",3.43
"754","2009-12-29",3.43
"755","2009-12-30",3.35
"756","2009-12-31",3.36
"757","2010-01-04",3.58
"758","2010-01-05",4.13
"759","2010-01-06",4.01
"760","2010-01-07",4.3
"761","2010-01-08",4.12
"762","2010-01-11",4.1
"763","2010-01-12",4.01
"764","2010-01-13",3.68
"765","2010-01-14",3.59
"766","2010-01-15",3.75
"767","2010-01-19",3.73
"768","2010-01-20",3.57
"769","2010-01-21",3.63
"770","2010-01-22",3.52
"771","2010-01-25",3.38
"772","2010-01-26",3.39
"773","2010-01-27",3.39
"774","2010-01-28",3.58
"775","2010-01-29",3.57
"776","2010-02-01",3.76
"777","2010-02-02",4.09
"778","2010-02-03",3.79
"779","2010-02-04",3.42
"780","2010-02-05",3.52
"781","2010-02-08",3.44
"782","2010-02-09",3.52
"783","2010-02-10",3.68
"784","2010-02-11",3.85
"785","2010-02-12",3.74
"786","2010-02-16",3.93
"787","2010-02-17",3.88
"788","2010-02-18",3.73
"789","2010-02-19",3.79
"790","2010-02-22",3.8
"791","2010-02-23",4.03
"792","2010-02-24",3.92
"793","2010-02-25",3.86
"794","2010-02-26",4.04
"795","2010-03-01",4.35
"796","2010-03-02",4.21
"797","2010-03-03",4.26
"798","2010-03-04",4.23
"799","2010-03-05",4.38
"800","2010-03-08",4.77
"801","2010-03-09",4.55
"802","2010-03-10",4.54
"803","2010-03-11",4.46
"804","2010-03-12",4.47
"805","2010-03-15",4.47
"806","2010-03-16",4.85
"807","2010-03-17",4.74
"808","2010-03-18",4.69
"809","2010-03-19",4.55
"810","2010-03-22",4.89
"811","2010-03-23",5.03
"812","2010-03-24",5.16
"813","2010-03-25",4.88
"814","2010-03-26",4.87
"815","2010-03-29",4.81
"816","2010-03-30",4.58
"817","2010-03-31",4.8
"818","2010-04-01",4.66
"819","2010-04-05",5.13
"820","2010-04-06",5.35
"821","2010-04-07",5.32
"822","2010-04-08",5.53
"823","2010-04-09",5.47
"824","2010-04-12",5.36
"825","2010-04-13",5.27
"826","2010-04-14",5.15
"827","2010-04-15",4.87
"828","2010-04-16",4.75
"829","2010-04-19",4.64
"830","2010-04-20",5.05
"831","2010-04-21",4.9
"832","2010-04-22",4.9
"833","2010-04-23",4.85
"834","2010-04-26",4.89
"835","2010-04-27",4.72
"836","2010-04-28",4.65
"837","2010-04-29",4.84
"838","2010-04-30",4.76
"839","2010-05-03",4.96
"840","2010-05-04",4.6
"841","2010-05-05",4.27
"842","2010-05-06",3.94
"843","2010-05-07",3.82
"844","2010-05-10",4.25
"845","2010-05-11",4.2
"846","2010-05-12",4.28
"847","2010-05-13",4.23
"848","2010-05-14",4.04
"849","2010-05-17",3.96
"850","2010-05-18",3.92
"851","2010-05-19",3.9
"852","2010-05-20",3.56
"853","2010-05-21",3.67
"854","2010-05-24",3.72
"855","2010-05-25",3.78
"856","2010-05-26",3.75
"857","2010-05-27",4.01
"858","2010-05-28",4.29
"859","2010-06-01",4.43
"860","2010-06-02",4.38
"861","2010-06-03",4.24
"862","2010-06-04",4.01
"863","2010-06-07",3.76
"864","2010-06-08",3.81
"865","2010-06-09",3.86
"866","2010-06-10",4.01
"867","2010-06-11",4.14
"868","2010-06-14",4.22
"869","2010-06-15",4.29
"870","2010-06-16",4.36
"871","2010-06-17",4.26
"872","2010-06-18",4.39
"873","2010-06-21",4.42
"874","2010-06-22",4.23
"875","2010-06-23",4.33
"876","2010-06-24",4.12
"877","2010-06-25",4.24
"878","2010-06-28",4.05
"879","2010-06-29",3.8
"880","2010-06-30",3.74
