"","date","SAM"
"1","2007-01-03",36.16
"2","2007-01-04",35.939999
"3","2007-01-05",35.509998
"4","2007-01-08",35.450001
"5","2007-01-09",35.290001
"6","2007-01-10",35.32
"7","2007-01-11",35.189999
"8","2007-01-12",34.950001
"9","2007-01-16",34.099998
"10","2007-01-17",34.790001
"11","2007-01-18",34.66
"12","2007-01-19",34.889999
"13","2007-01-22",34.509998
"14","2007-01-23",34.93
"15","2007-01-24",35.200001
"16","2007-01-25",34.59
"17","2007-01-26",34.700001
"18","2007-01-29",34.970001
"19","2007-01-30",34.98
"20","2007-01-31",35.150002
"21","2007-02-01",35.009998
"22","2007-02-02",34.880001
"23","2007-02-05",34.459999
"24","2007-02-06",35.419998
"25","2007-02-07",34.950001
"26","2007-02-08",34.610001
"27","2007-02-09",34.549999
"28","2007-02-12",34.529999
"29","2007-02-13",34.470001
"30","2007-02-14",34.369999
"31","2007-02-15",34.970001
"32","2007-02-16",34.720001
"33","2007-02-20",34.619999
"34","2007-02-21",33.93
"35","2007-02-22",33.75
"36","2007-02-23",32.700001
"37","2007-02-26",33.029999
"38","2007-02-27",32.389999
"39","2007-02-28",32.790001
"40","2007-03-01",32.25
"41","2007-03-02",31.459999
"42","2007-03-05",30.85
"43","2007-03-06",32.93
"44","2007-03-07",32.240002
"45","2007-03-08",32.279999
"46","2007-03-09",33.119999
"47","2007-03-12",33.599998
"48","2007-03-13",33.259998
"49","2007-03-14",33.900002
"50","2007-03-15",34.599998
"51","2007-03-16",33.400002
"52","2007-03-19",34.110001
"53","2007-03-20",34.43
"54","2007-03-21",34.560001
"55","2007-03-22",34.419998
"56","2007-03-23",33.98
"57","2007-03-26",34
"58","2007-03-27",34.099998
"59","2007-03-28",33.290001
"60","2007-03-29",33.540001
"61","2007-03-30",33.349998
"62","2007-04-02",33.080002
"63","2007-04-03",33.599998
"64","2007-04-04",34.439999
"65","2007-04-05",33.950001
"66","2007-04-09",33.200001
"67","2007-04-10",33.860001
"68","2007-04-11",33.599998
"69","2007-04-12",33.27
"70","2007-04-13",34.080002
"71","2007-04-16",34.48
"72","2007-04-17",33.75
"73","2007-04-18",33.880001
"74","2007-04-19",34.049999
"75","2007-04-20",34.049999
"76","2007-04-23",34.240002
"77","2007-04-24",34.470001
"78","2007-04-25",34.259998
"79","2007-04-26",33.34
"80","2007-04-27",33.330002
"81","2007-04-30",32.209999
"82","2007-05-01",33.560001
"83","2007-05-02",33.07
"84","2007-05-03",33.560001
"85","2007-05-04",33.93
"86","2007-05-07",33.59
"87","2007-05-08",34.75
"88","2007-05-09",35.259998
"89","2007-05-10",35.130001
"90","2007-05-11",35.459999
"91","2007-05-14",35.279999
"92","2007-05-15",35.139999
"93","2007-05-16",35.619999
"94","2007-05-17",35.259998
"95","2007-05-18",35.57
"96","2007-05-21",36.709999
"97","2007-05-22",38.02
"98","2007-05-23",38.299999
"99","2007-05-24",38.290001
"100","2007-05-25",38.299999
"101","2007-05-29",39.720001
"102","2007-05-30",38.310001
"103","2007-05-31",38.299999
"104","2007-06-01",38.830002
"105","2007-06-04",38.75
"106","2007-06-05",38.299999
"107","2007-06-06",38.400002
"108","2007-06-07",37.779999
"109","2007-06-08",38.5
"110","2007-06-11",39.09
"111","2007-06-12",38.669998
"112","2007-06-13",39.380001
"113","2007-06-14",39.880001
"114","2007-06-15",40.41
"115","2007-06-18",40.209999
"116","2007-06-19",40.709999
"117","2007-06-20",39.75
"118","2007-06-21",39.84
"119","2007-06-22",39.259998
"120","2007-06-25",38.830002
"121","2007-06-26",38.529999
"122","2007-06-27",38.880001
"123","2007-06-28",39
"124","2007-06-29",39.349998
"125","2007-07-02",40.080002
"126","2007-07-03",40.18
"127","2007-07-05",41.889999
"128","2007-07-06",42.349998
"129","2007-07-09",42.279999
"130","2007-07-10",41.25
"131","2007-07-11",41.560001
"132","2007-07-12",42.040001
"133","2007-07-13",42.639999
"134","2007-07-16",42.630001
"135","2007-07-17",42.43
"136","2007-07-18",39.950001
"137","2007-07-19",39.900002
"138","2007-07-20",40.209999
"139","2007-07-23",40.900002
"140","2007-07-24",40.700001
"141","2007-07-25",40.950001
"142","2007-07-26",40.900002
"143","2007-07-27",40.209999
"144","2007-07-30",40.580002
"145","2007-07-31",40.759998
"146","2007-08-01",41.060001
"147","2007-08-02",43.32
"148","2007-08-03",42.889999
"149","2007-08-06",44.869999
"150","2007-08-07",45.040001
"151","2007-08-08",46.279999
"152","2007-08-09",43.860001
"153","2007-08-10",43.549999
"154","2007-08-13",44.34
"155","2007-08-14",43.380001
"156","2007-08-15",43.240002
"157","2007-08-16",45
"158","2007-08-17",46.900002
"159","2007-08-20",44.200001
"160","2007-08-21",45.369999
"161","2007-08-22",46.349998
"162","2007-08-23",45.880001
"163","2007-08-24",46.23
"164","2007-08-27",47.200001
"165","2007-08-28",46.110001
"166","2007-08-29",49.650002
"167","2007-08-30",48.52
"168","2007-08-31",48.759998
"169","2007-09-04",48.919998
"170","2007-09-05",49.080002
"171","2007-09-06",48.139999
"172","2007-09-07",46.419998
"173","2007-09-10",46.040001
"174","2007-09-11",45.490002
"175","2007-09-12",45.259998
"176","2007-09-13",45.369999
"177","2007-09-14",45.220001
"178","2007-09-17",45.139999
"179","2007-09-18",46.720001
"180","2007-09-19",47.880001
"181","2007-09-20",47.77
"182","2007-09-21",46.509998
"183","2007-09-24",46.529999
"184","2007-09-25",46.330002
"185","2007-09-26",45.450001
"186","2007-09-27",49.169998
"187","2007-09-28",48.66
"188","2007-10-01",49.869999
"189","2007-10-02",51
"190","2007-10-03",50.77
"191","2007-10-04",50.990002
"192","2007-10-05",51.75
"193","2007-10-08",51.049999
"194","2007-10-09",50.779999
"195","2007-10-10",52.139999
"196","2007-10-11",52.060001
"197","2007-10-12",53.150002
"198","2007-10-15",52.990002
"199","2007-10-16",53.5
"200","2007-10-17",54.209999
"201","2007-10-18",54.150002
"202","2007-10-19",51.439999
"203","2007-10-22",53.290001
"204","2007-10-23",52.970001
"205","2007-10-24",52.25
"206","2007-10-25",53.099998
"207","2007-10-26",53.900002
"208","2007-10-29",53.169998
"209","2007-10-30",52.110001
"210","2007-10-31",52.25
"211","2007-11-01",49.48
"212","2007-11-02",52
"213","2007-11-05",51.700001
"214","2007-11-06",38.549999
"215","2007-11-07",36.349998
"216","2007-11-08",38.119999
"217","2007-11-09",35.91
"218","2007-11-12",34.419998
"219","2007-11-13",36.43
"220","2007-11-14",36.669998
"221","2007-11-15",34.360001
"222","2007-11-16",33.490002
"223","2007-11-19",31.84
"224","2007-11-20",32.369999
"225","2007-11-21",31.82
"226","2007-11-23",31.43
"227","2007-11-26",31.620001
"228","2007-11-27",31.809999
"229","2007-11-28",32.189999
"230","2007-11-29",32.66
"231","2007-11-30",33.189999
"232","2007-12-03",33.18
"233","2007-12-04",33.240002
"234","2007-12-05",33.650002
"235","2007-12-06",34
"236","2007-12-07",34.57
"237","2007-12-10",34.790001
"238","2007-12-11",34.139999
"239","2007-12-12",34
"240","2007-12-13",33.830002
"241","2007-12-14",34.07
"242","2007-12-17",33.91
"243","2007-12-18",35.57
"244","2007-12-19",35.07
"245","2007-12-20",37.650002
"246","2007-12-21",38.5
"247","2007-12-24",38.279999
"248","2007-12-26",38.82
"249","2007-12-27",37.919998
"250","2007-12-28",37.700001
"251","2007-12-31",37.650002
"252","2008-01-02",36.040001
"253","2008-01-03",36.93
"254","2008-01-04",35.02
"255","2008-01-07",36.68
"256","2008-01-08",35.150002
"257","2008-01-09",36.049999
"258","2008-01-10",36.740002
"259","2008-01-11",36.029999
"260","2008-01-14",35.549999
"261","2008-01-15",35.650002
"262","2008-01-16",36.900002
"263","2008-01-17",35.029999
"264","2008-01-18",35.119999
"265","2008-01-22",35.049999
"266","2008-01-23",35.970001
"267","2008-01-24",34.91
"268","2008-01-25",34.990002
"269","2008-01-28",36.209999
"270","2008-01-29",36.110001
"271","2008-01-30",35.369999
"272","2008-01-31",35.610001
"273","2008-02-01",38.599998
"274","2008-02-04",36.959999
"275","2008-02-05",37.200001
"276","2008-02-06",36.93
"277","2008-02-07",38.279999
"278","2008-02-08",38.23
"279","2008-02-11",37.52
"280","2008-02-12",37.900002
"281","2008-02-13",39.209999
"282","2008-02-14",37.759998
"283","2008-02-15",36.91
"284","2008-02-19",36.75
"285","2008-02-20",36.720001
"286","2008-02-21",35.59
"287","2008-02-22",36.119999
"288","2008-02-25",35.919998
"289","2008-02-26",36.91
"290","2008-02-27",37.91
"291","2008-02-28",36.549999
"292","2008-02-29",35.66
"293","2008-03-03",36.130001
"294","2008-03-04",35.439999
"295","2008-03-05",35.689999
"296","2008-03-06",34.389999
"297","2008-03-07",34.150002
"298","2008-03-10",33.790001
"299","2008-03-11",35.810001
"300","2008-03-12",45.099998
"301","2008-03-13",47.919998
"302","2008-03-14",46.720001
"303","2008-03-17",45.52
"304","2008-03-18",47.82
"305","2008-03-19",47.66
"306","2008-03-20",47.689999
"307","2008-03-24",49.580002
"308","2008-03-25",49.650002
"309","2008-03-26",48.299999
"310","2008-03-27",48.27
"311","2008-03-28",47.91
"312","2008-03-31",47.540001
"313","2008-04-01",46.959999
"314","2008-04-02",47.610001
"315","2008-04-03",48.220001
"316","2008-04-04",46.5
"317","2008-04-07",45.41
"318","2008-04-08",45.369999
"319","2008-04-09",43.41
"320","2008-04-10",45.25
"321","2008-04-11",43.52
"322","2008-04-14",43.669998
"323","2008-04-15",45.23
"324","2008-04-16",45.02
"325","2008-04-17",45
"326","2008-04-18",45.25
"327","2008-04-21",45.099998
"328","2008-04-22",44.59
"329","2008-04-23",44.830002
"330","2008-04-24",44.27
"331","2008-04-25",44.220001
"332","2008-04-28",44.66
"333","2008-04-29",46.049999
"334","2008-04-30",44.299999
"335","2008-05-01",45.790001
"336","2008-05-02",45.950001
"337","2008-05-05",44.099998
"338","2008-05-06",43.700001
"339","2008-05-07",42.5
"340","2008-05-08",42.34
"341","2008-05-09",41.790001
"342","2008-05-12",41.950001
"343","2008-05-13",41.549999
"344","2008-05-14",41.610001
"345","2008-05-15",41.98
"346","2008-05-16",42.09
"347","2008-05-19",41.389999
"348","2008-05-20",39.950001
"349","2008-05-21",39.529999
"350","2008-05-22",39.529999
"351","2008-05-23",39.419998
"352","2008-05-27",40.299999
"353","2008-05-28",40
"354","2008-05-29",40.049999
"355","2008-05-30",39.779999
"356","2008-06-02",39.450001
"357","2008-06-03",38.400002
"358","2008-06-04",39
"359","2008-06-05",39.25
"360","2008-06-06",38.279999
"361","2008-06-09",39.630001
"362","2008-06-10",39.830002
"363","2008-06-11",39.73
"364","2008-06-12",40.25
"365","2008-06-13",40.34
"366","2008-06-16",40.290001
"367","2008-06-17",39.950001
"368","2008-06-18",39.950001
"369","2008-06-19",40.34
"370","2008-06-20",40.360001
"371","2008-06-23",40.439999
"372","2008-06-24",39.619999
"373","2008-06-25",41.07
"374","2008-06-26",39.650002
"375","2008-06-27",40
"376","2008-06-30",40.68
"377","2008-07-01",40.639999
"378","2008-07-02",40.66
"379","2008-07-03",40.59
"380","2008-07-07",40.279999
"381","2008-07-08",41.619999
"382","2008-07-09",41.25
"383","2008-07-10",42.299999
"384","2008-07-11",42.25
"385","2008-07-14",41.32
"386","2008-07-15",40.990002
"387","2008-07-16",41.77
"388","2008-07-17",42.310001
"389","2008-07-18",41.580002
"390","2008-07-21",41.810001
"391","2008-07-22",42.880001
"392","2008-07-23",46.240002
"393","2008-07-24",45.27
"394","2008-07-25",45.32
"395","2008-07-28",44.209999
"396","2008-07-29",44.650002
"397","2008-07-30",45.439999
"398","2008-07-31",45.290001
"399","2008-08-01",45.82
"400","2008-08-04",43.700001
"401","2008-08-05",43.830002
"402","2008-08-06",41.130001
"403","2008-08-07",41.52
"404","2008-08-08",42.790001
"405","2008-08-11",45.080002
"406","2008-08-12",46.189999
"407","2008-08-13",46.849998
"408","2008-08-14",46.299999
"409","2008-08-15",47.080002
"410","2008-08-18",46.84
"411","2008-08-19",45.91
"412","2008-08-20",44.700001
"413","2008-08-21",44.209999
"414","2008-08-22",43.860001
"415","2008-08-25",43.990002
"416","2008-08-26",43.77
"417","2008-08-27",45.23
"418","2008-08-28",45.16
"419","2008-08-29",44.970001
"420","2008-09-02",44.740002
"421","2008-09-03",43.459999
"422","2008-09-04",42.810001
"423","2008-09-05",43.5
"424","2008-09-08",44.290001
"425","2008-09-09",44.91
"426","2008-09-10",45.110001
"427","2008-09-11",45.700001
"428","2008-09-12",44.869999
"429","2008-09-15",44.650002
"430","2008-09-16",46
"431","2008-09-17",45.84
"432","2008-09-18",49
"433","2008-09-19",48.900002
"434","2008-09-22",48
"435","2008-09-23",46.610001
"436","2008-09-24",46.580002
"437","2008-09-25",47.900002
"438","2008-09-26",48.389999
"439","2008-09-29",47.32
"440","2008-09-30",47.490002
"441","2008-10-01",46.5
"442","2008-10-02",46.080002
"443","2008-10-03",45.650002
"444","2008-10-06",44.540001
"445","2008-10-07",44.5
"446","2008-10-08",44.91
"447","2008-10-09",42.380001
"448","2008-10-10",43.380001
"449","2008-10-13",44.950001
"450","2008-10-14",47.209999
"451","2008-10-15",41.810001
"452","2008-10-16",42.27
"453","2008-10-17",41.02
"454","2008-10-20",41.299999
"455","2008-10-21",41.130001
"456","2008-10-22",38.810001
"457","2008-10-23",38.029999
"458","2008-10-24",36.549999
"459","2008-10-27",34.759998
"460","2008-10-28",36.84
"461","2008-10-29",37.330002
"462","2008-10-30",37.75
"463","2008-10-31",37.790001
"464","2008-11-03",36.98
"465","2008-11-04",36.560001
