"","date","LUB"
"176","2007-09-13",11.05
"177","2007-09-14",11.45
"178","2007-09-17",11.3
"179","2007-09-18",11.8
"180","2007-09-19",11.62
"181","2007-09-20",11.58
"182","2007-09-21",11.55
"183","2007-09-24",11.49
"184","2007-09-25",11.51
"185","2007-09-26",11.43
"186","2007-09-27",11.27
"187","2007-09-28",11.02
"188","2007-10-01",11.25
"189","2007-10-02",11.64
"190","2007-10-03",11.3
"191","2007-10-04",11.27
"192","2007-10-05",11.39
"193","2007-10-08",11.28
"194","2007-10-09",11.23
"195","2007-10-10",11.04
"196","2007-10-11",10.95
"197","2007-10-12",11
"198","2007-10-15",10.7
"199","2007-10-16",10.8
"200","2007-10-17",10.98
"201","2007-10-18",11.1
"202","2007-10-19",10.35
"203","2007-10-22",9.95
"204","2007-10-23",10.01
"205","2007-10-24",10.3
"206","2007-10-25",10.15
"207","2007-10-26",10.13
"208","2007-10-29",9.97
"209","2007-10-30",10
"210","2007-10-31",11.05
"211","2007-11-01",10.85
"212","2007-11-02",10.66
"213","2007-11-05",10.72
"214","2007-11-06",10.8
"215","2007-11-07",10.62
"216","2007-11-08",10.45
"217","2007-11-09",10.7
"218","2007-11-12",10.88
"219","2007-11-13",11.13
"220","2007-11-14",11.1
"221","2007-11-15",11.07
"222","2007-11-16",11.35
"223","2007-11-19",11
"224","2007-11-20",10.48
"225","2007-11-21",10.3
"226","2007-11-23",10.56
"227","2007-11-26",10.62
"228","2007-11-27",10.8
"229","2007-11-28",10.87
"230","2007-11-29",10.65
"231","2007-11-30",10.93
"232","2007-12-03",10.81
"233","2007-12-04",10.69
"234","2007-12-05",10.76
"235","2007-12-06",10.94
"236","2007-12-07",11.02
"237","2007-12-10",11
"238","2007-12-11",10.97
"239","2007-12-12",10.9
"240","2007-12-13",10.7
"241","2007-12-14",10.25
"242","2007-12-17",10.33
"243","2007-12-18",10.19
"244","2007-12-19",9.99
"245","2007-12-20",10.12
"246","2007-12-21",9.93
"247","2007-12-24",10.09
"248","2007-12-26",10
"249","2007-12-27",9.94
"250","2007-12-28",10.4
"251","2007-12-31",10.16
"252","2008-01-02",9.92
"253","2008-01-03",9.4
"254","2008-01-04",9.2
"255","2008-01-07",9.29
"256","2008-01-08",9.29
"257","2008-01-09",9.59
"258","2008-01-10",9.69
"259","2008-01-11",9.76
"260","2008-01-14",10.15
"261","2008-01-15",9.74
"262","2008-01-16",9.56
"263","2008-01-17",9.4
"264","2008-01-18",9.48
"265","2008-01-22",8.96
"266","2008-01-23",9.7
"267","2008-01-24",9.54
"268","2008-01-25",9.34
"269","2008-01-28",9.37
"270","2008-01-29",9.21
"271","2008-01-30",9.32
"272","2008-01-31",9.5
"273","2008-02-01",9.69
"274","2008-02-04",9.9
"275","2008-02-05",10.05
"276","2008-02-06",9.83
"277","2008-02-07",9.85
"278","2008-02-08",9.55
"279","2008-02-11",9.53
"280","2008-02-12",9.57
"281","2008-02-13",9.5
"282","2008-02-14",9.33
"283","2008-02-15",9.33
"284","2008-02-19",9.95
"285","2008-02-20",9.63
"286","2008-02-21",9.69
"287","2008-02-22",9.55
"288","2008-02-25",9.56
"289","2008-02-26",9.76
"290","2008-02-27",9.67
"291","2008-02-28",9.51
"292","2008-02-29",9.15
"293","2008-03-03",9.18
"294","2008-03-04",9.14
"295","2008-03-05",9.22
"296","2008-03-06",8.82
"297","2008-03-07",8.82
"298","2008-03-10",8.52
"299","2008-03-11",8.4
"300","2008-03-12",8.29
"301","2008-03-13",8.12
"302","2008-03-14",7.97
"303","2008-03-17",7.68
"304","2008-03-18",7.65
"305","2008-03-19",7.52
"306","2008-03-20",7.47
"307","2008-03-24",7.37
"308","2008-03-25",7.66
"309","2008-03-26",7.5
"310","2008-03-27",7.31
"311","2008-03-28",7.21
"312","2008-03-31",7.08
"313","2008-04-01",7.28
"314","2008-04-02",7.33
"315","2008-04-03",7.31
"316","2008-04-04",7.25
"317","2008-04-07",7.2
"318","2008-04-08",7.01
"319","2008-04-09",6.97
"320","2008-04-10",7.01
"321","2008-04-11",7
"322","2008-04-14",7.01
"323","2008-04-15",6.96
"324","2008-04-16",6.92
"325","2008-04-17",7.11
"326","2008-04-18",6.99
"327","2008-04-21",7
"328","2008-04-22",6.98
"329","2008-04-23",7.06
"330","2008-04-24",7.03
"331","2008-04-25",7.06
"332","2008-04-28",7.12
"333","2008-04-29",7.3
"334","2008-04-30",7.51
"335","2008-05-01",7.51
"336","2008-05-02",7.47
"337","2008-05-05",7.19
"338","2008-05-06",7.12
"339","2008-05-07",7.01
"340","2008-05-08",7.2
"341","2008-05-09",7.12
"342","2008-05-12",7.24
"343","2008-05-13",7.35
"344","2008-05-14",7.24
"345","2008-05-15",7.24
"346","2008-05-16",7.11
"347","2008-05-19",7.12
"348","2008-05-20",7.25
"349","2008-05-21",7.08
"350","2008-05-22",7.07
"351","2008-05-23",7.03
"352","2008-05-27",7
"353","2008-05-28",7.12
"354","2008-05-29",7.06
"355","2008-05-30",7.07
"356","2008-06-02",7.04
"357","2008-06-03",6.97
"358","2008-06-04",6.93
"359","2008-06-05",7.06
"360","2008-06-06",6.97
"361","2008-06-09",6.87
"362","2008-06-10",7
"363","2008-06-11",6.64
"364","2008-06-12",6.65
"365","2008-06-13",6.66
"366","2008-06-16",6.67
"367","2008-06-17",6.5
"368","2008-06-18",6.47
"369","2008-06-19",6.53
"370","2008-06-20",6.62
"371","2008-06-23",6.47
"372","2008-06-24",6.24
"373","2008-06-25",6.27
"374","2008-06-26",6.3
"375","2008-06-27",6.14
"376","2008-06-30",6.1
"377","2008-07-01",6
"378","2008-07-02",6
"379","2008-07-03",6.18
"380","2008-07-07",6.19
"381","2008-07-08",6.39
"382","2008-07-09",6.26
"383","2008-07-10",6.2
"384","2008-07-11",6.37
"385","2008-07-14",6.13
"386","2008-07-15",6.28
"387","2008-07-16",6.57
"388","2008-07-17",7.01
"389","2008-07-18",7.06
"390","2008-07-21",7.09
"391","2008-07-22",7.75
"392","2008-07-23",7.7
"393","2008-07-24",7.55
"394","2008-07-25",7.39
"395","2008-07-28",7.21
"396","2008-07-29",7.64
"397","2008-07-30",7.38
"398","2008-07-31",6.96
"399","2008-08-01",6.59
"400","2008-08-04",6.05
"401","2008-08-05",6.56
"402","2008-08-06",6.65
"403","2008-08-07",6.39
"404","2008-08-08",6.96
"405","2008-08-11",7.33
"406","2008-08-12",7.01
"407","2008-08-13",7.27
"408","2008-08-14",7.27
"409","2008-08-15",7.16
"410","2008-08-18",7.28
"411","2008-08-19",7.29
"412","2008-08-20",7.35
"413","2008-08-21",7.25
"414","2008-08-22",7.51
"415","2008-08-25",7.31
"416","2008-08-26",7.09
"417","2008-08-27",7.2
"418","2008-08-28",7.57
"419","2008-08-29",7.42
"420","2008-09-02",7.52
"421","2008-09-03",7.52
"422","2008-09-04",7.24
"423","2008-09-05",7.14
"424","2008-09-08",7.51
"425","2008-09-09",7.5
"426","2008-09-10",7.7
"427","2008-09-11",7.75
"428","2008-09-12",7.43
"429","2008-09-15",7.25
"430","2008-09-16",7.85
"431","2008-09-17",7.39
"432","2008-09-18",8.07
"433","2008-09-19",8.49
"434","2008-09-22",8.04
"435","2008-09-23",7.95
"436","2008-09-24",7.52
"437","2008-09-25",7.66
"438","2008-09-26",7.98
"439","2008-09-29",7.59
"440","2008-09-30",8.04
"441","2008-10-01",7.72
"442","2008-10-02",7.31
"443","2008-10-03",6.92
"444","2008-10-06",6.98
"445","2008-10-07",6.56
"446","2008-10-08",6.1
"447","2008-10-09",5.61
"448","2008-10-10",6.06
"449","2008-10-13",6.21
"450","2008-10-14",5.79
"451","2008-10-15",5.37
"452","2008-10-16",6.18
"453","2008-10-17",5.87
"454","2008-10-20",6
"455","2008-10-21",5.41
"456","2008-10-22",4.89
"457","2008-10-23",4.78
"458","2008-10-24",4.6
"459","2008-10-27",4.24
"460","2008-10-28",4.33
"461","2008-10-29",4.49
"462","2008-10-30",4.49
"463","2008-10-31",4.84
"464","2008-11-03",4.76
"465","2008-11-04",4.8
"466","2008-11-05",4.37
"467","2008-11-06",4.49
"468","2008-11-07",4.51
"469","2008-11-10",4.29
"470","2008-11-11",4.22
"471","2008-11-12",4.04
"472","2008-11-13",4.63
"473","2008-11-14",4.04
"474","2008-11-17",3.88
"475","2008-11-18",3.87
"476","2008-11-19",3.74
"477","2008-11-20",3.5
"478","2008-11-21",3.5
"479","2008-11-24",3.72
"480","2008-11-25",3.65
"481","2008-11-26",4.22
"482","2008-11-28",4.38
"483","2008-12-01",3.61
"484","2008-12-02",4.44
"485","2008-12-03",4.72
"486","2008-12-04",4.62
"487","2008-12-05",5.15
"488","2008-12-08",5.68
"489","2008-12-09",5.27
"490","2008-12-10",5.39
"491","2008-12-11",5.01
"492","2008-12-12",5.6
"493","2008-12-15",5.19
"494","2008-12-16",5.74
"495","2008-12-17",5.93
"496","2008-12-18",5.4
"497","2008-12-19",5.22
"498","2008-12-22",4.53
"499","2008-12-23",4.43
"500","2008-12-24",4.38
"501","2008-12-26",4.62
"502","2008-12-29",4.06
"503","2008-12-30",4.12
"504","2008-12-31",4.19
"505","2009-01-02",4.33
"506","2009-01-05",4.92
"507","2009-01-06",4.93
"508","2009-01-07",4.83
"509","2009-01-08",4.9
"510","2009-01-09",4.48
"511","2009-01-12",4.46
"512","2009-01-13",4.3
"513","2009-01-14",4.3
"514","2009-01-15",4.51
"515","2009-01-16",4.47
"516","2009-01-20",4.25
"517","2009-01-21",4.93
"518","2009-01-22",4.88
"519","2009-01-23",4.71
"520","2009-01-26",4.78
"521","2009-01-27",4.88
"522","2009-01-28",5
"523","2009-01-29",4.73
"524","2009-01-30",4.54
"525","2009-02-02",4.94
"526","2009-02-03",4.89
"527","2009-02-04",4.88
"528","2009-02-05",4.88
"529","2009-02-06",5
"530","2009-02-09",4.85
"531","2009-02-10",4.71
"532","2009-02-11",4.76
"533","2009-02-12",4.8
"534","2009-02-13",4.73
"535","2009-02-17",4.53
"536","2009-02-18",4.56
"537","2009-02-19",4.55
"538","2009-02-20",4.7
"539","2009-02-23",4.37
"540","2009-02-24",4.6
"541","2009-02-25",4.48
"542","2009-02-26",4.26
"543","2009-02-27",4.11
"544","2009-03-02",3.9
"545","2009-03-03",3.65
"546","2009-03-04",3.74
"547","2009-03-05",3.5
"548","2009-03-06",3.52
"549","2009-03-09",3.25
"550","2009-03-10",3.45
"551","2009-03-11",3.3
"552","2009-03-12",3.87
"553","2009-03-13",4.17
"554","2009-03-16",3.95
"555","2009-03-17",4.05
"556","2009-03-18",4.62
"557","2009-03-19",4.77
"558","2009-03-20",4.5
"559","2009-03-23",5.09
"560","2009-03-24",4.96
"561","2009-03-25",5.04
"562","2009-03-26",5.3
"563","2009-03-27",5.11
"564","2009-03-30",4.83
"565","2009-03-31",4.91
"566","2009-04-01",5.06
"567","2009-04-02",5.63
"568","2009-04-03",5.69
"569","2009-04-06",5.27
"570","2009-04-07",5
"571","2009-04-08",5.52
"572","2009-04-09",5.7
"573","2009-04-13",5.45
"574","2009-04-14",5.28
"575","2009-04-15",5.28
"576","2009-04-16",5.65
"577","2009-04-17",5.46
"578","2009-04-20",4.85
"579","2009-04-21",5.44
"580","2009-04-22",5.58
"581","2009-04-23",5.14
"582","2009-04-24",5.33
"583","2009-04-27",4.92
"584","2009-04-28",4.97
"585","2009-04-29",5.6
"586","2009-04-30",5.36
"587","2009-05-01",5.26
"588","2009-05-04",5.57
"589","2009-05-05",5.5
"590","2009-05-06",4.9
"591","2009-05-07",4.89
"592","2009-05-08",5.09
"593","2009-05-11",4.9
"594","2009-05-12",4.82
"595","2009-05-13",4.38
"596","2009-05-14",4.52
"597","2009-05-15",4.5
"598","2009-05-18",4.46
"599","2009-05-19",4.21
"600","2009-05-20",4.13
"601","2009-05-21",4.05
"602","2009-05-22",4
"603","2009-05-26",4.29
"604","2009-05-27",4.36
"605","2009-05-28",4.23
"606","2009-05-29",4.32
"607","2009-06-01",4.73
"608","2009-06-02",4.48
"609","2009-06-03",4.44
"610","2009-06-04",4.53
"611","2009-06-05",4.44
"612","2009-06-08",4.26
"613","2009-06-09",4.14
"614","2009-06-10",4.64
"615","2009-06-11",4.19
"616","2009-06-12",4.33
"617","2009-06-15",4.05
"618","2009-06-16",3.99
"619","2009-06-17",4.01
"620","2009-06-18",4.18
"621","2009-06-19",4.1
"622","2009-06-22",4.05
"623","2009-06-23",4.08
"624","2009-06-24",4.07
"625","2009-06-25",4.09
"626","2009-06-26",4.23
"627","2009-06-29",4.11
"628","2009-06-30",4.06
"629","2009-07-01",4.12
"630","2009-07-02",4.14
"631","2009-07-06",4.11
"632","2009-07-07",4.01
"633","2009-07-08",3.98
"634","2009-07-09",4
"635","2009-07-10",4.01
"636","2009-07-13",4.04
"637","2009-07-14",4.07
"638","2009-07-15",4.21
"639","2009-07-16",4.25
"640","2009-07-17",4.21
"641","2009-07-20",4.35
"642","2009-07-21",4.31
"643","2009-07-22",4.39
"644","2009-07-23",4.55
"645","2009-07-24",4.55
"646","2009-07-27",4.51
"647","2009-07-28",4.46
"648","2009-07-29",4.42
"649","2009-07-30",4.6
"650","2009-07-31",4.55
"651","2009-08-03",4.49
"652","2009-08-04",4.5
"653","2009-08-05",4.4
"654","2009-08-06",4.13
"655","2009-08-07",4.36
"656","2009-08-10",4.24
"657","2009-08-11",4.5
"658","2009-08-12",4.87
"659","2009-08-13",4.71
"660","2009-08-14",4.56
"661","2009-08-17",4.5
"662","2009-08-18",4.68
"663","2009-08-19",4.77
"664","2009-08-20",4.63
"665","2009-08-21",4.65
"666","2009-08-24",4.55
"667","2009-08-25",4.56
"668","2009-08-26",4.57
"669","2009-08-27",4.75
"670","2009-08-28",4.58
"671","2009-08-31",4.35
"672","2009-09-01",4.16
"673","2009-09-02",4.18
"674","2009-09-03",4.18
"675","2009-09-04",4.15
"676","2009-09-08",4.41
"677","2009-09-09",4.43
"678","2009-09-10",4.34
"679","2009-09-11",4.39
"680","2009-09-14",4.44
"681","2009-09-15",4.56
"682","2009-09-16",4.55
"683","2009-09-17",4.8
"684","2009-09-18",4.56
"685","2009-09-21",4.47
"686","2009-09-22",4.52
"687","2009-09-23",4.49
"688","2009-09-24",4.38
"689","2009-09-25",4.36
"690","2009-09-28",4.53
"691","2009-09-29",4.57
"692","2009-09-30",4.2
"693","2009-10-01",4.03
"694","2009-10-02",4.02
"695","2009-10-05",4.03
"696","2009-10-06",4.1
"697","2009-10-07",4.07
"698","2009-10-08",4.21
"699","2009-10-09",4.3
"700","2009-10-12",4.37
"701","2009-10-13",4.22
"702","2009-10-14",4.3
"703","2009-10-15",4.12
"704","2009-10-16",3.75
"705","2009-10-19",3.61
"706","2009-10-20",3.67
"707","2009-10-21",3.65
"708","2009-10-22",3.91
"709","2009-10-23",3.62
"710","2009-10-26",3.67
"711","2009-10-27",3.66
"712","2009-10-28",3.7
"713","2009-10-29",3.64
"714","2009-10-30",3.57
"715","2009-11-02",3.58
"716","2009-11-03",3.59
"717","2009-11-04",3.5
"718","2009-11-05",3.56
"719","2009-11-06",3.57
"720","2009-11-09",3.52
"721","2009-11-10",3.48
"722","2009-11-11",3.47
"723","2009-11-12",3.42
"724","2009-11-13",3.45
"725","2009-11-16",3.54
"726","2009-11-17",3.45
"727","2009-11-18",3.46
"728","2009-11-19",3.44
"729","2009-11-20",3.42
"730","2009-11-23",3.47
"731","2009-11-24",3.43
"732","2009-11-25",3.45
"733","2009-11-27",3.33
"734","2009-11-30",3.55
"735","2009-12-01",3.56
"736","2009-12-02",3.79
"737","2009-12-03",3.6
"738","2009-12-04",3.75
"739","2009-12-07",3.78
"740","2009-12-08",3.73
"741","2009-12-09",3.55
"742","2009-12-10",3.43
"743","2009-12-11",3.52
"744","2009-12-14",3.6
"745","2009-12-15",3.6
"746","2009-12-16",3.7
"747","2009-12-17",3.71
"748","2009-12-18",3.72
"749","2009-12-21",3.46
"750","2009-12-22",3.42
"751","2009-12-23",3.45
"752","2009-12-24",3.43
"753","2009-12-28",3.4
"754","2009-12-29",3.53
"755","2009-12-30",3.5
"756","2009-12-31",3.68
"757","2010-01-04",3.74
"758","2010-01-05",3.71
"759","2010-01-06",3.45
"760","2010-01-07",3.49
"761","2010-01-08",3.51
"762","2010-01-11",3.55
"763","2010-01-12",3.5
"764","2010-01-13",3.53
"765","2010-01-14",3.52
"766","2010-01-15",3.46
"767","2010-01-19",3.6
"768","2010-01-20",3.5
"769","2010-01-21",3.38
"770","2010-01-22",3.45
"771","2010-01-25",3.4
"772","2010-01-26",3.43
"773","2010-01-27",3.47
"774","2010-01-28",3.42
"775","2010-01-29",3.43
"776","2010-02-01",3.43
"777","2010-02-02",3.31
"778","2010-02-03",3.32
"779","2010-02-04",3.33
"780","2010-02-05",3.5
"781","2010-02-08",3.32
"782","2010-02-09",3.41
"783","2010-02-10",3.5
"784","2010-02-11",3.65
"785","2010-02-12",3.72
"786","2010-02-16",3.52
"787","2010-02-17",3.54
"788","2010-02-18",3.54
"789","2010-02-19",3.53
"790","2010-02-22",3.59
"791","2010-02-23",3.53
"792","2010-02-24",3.58
"793","2010-02-25",3.53
"794","2010-02-26",3.43
"795","2010-03-01",3.6
"796","2010-03-02",3.53
"797","2010-03-03",3.48
"798","2010-03-04",3.5
"799","2010-03-05",3.5
"800","2010-03-08",3.46
"801","2010-03-09",3.38
"802","2010-03-10",3.38
"803","2010-03-11",3.49
"804","2010-03-12",3.47
"805","2010-03-15",3.57
"806","2010-03-16",3.54
"807","2010-03-17",3.52
"808","2010-03-18",3.42
"809","2010-03-19",3.52
"810","2010-03-22",3.63
"811","2010-03-23",3.69
"812","2010-03-24",3.66
"813","2010-03-25",3.95
"814","2010-03-26",3.92
"815","2010-03-29",3.94
"816","2010-03-30",3.95
"817","2010-03-31",3.94
"818","2010-04-01",3.91
"819","2010-04-05",3.86
"820","2010-04-06",3.85
"821","2010-04-07",3.69
"822","2010-04-08",3.75
"823","2010-04-09",3.69
"824","2010-04-12",3.67
"825","2010-04-13",3.73
"826","2010-04-14",3.82
"827","2010-04-15",3.95
"828","2010-04-16",3.93
"829","2010-04-19",3.88
"830","2010-04-20",3.92
"831","2010-04-21",3.91
"832","2010-04-22",4.05
"833","2010-04-23",4.13
"834","2010-04-26",4.14
"835","2010-04-27",4.09
"836","2010-04-28",4.09
"837","2010-04-29",4.28
"838","2010-04-30",4.08
"839","2010-05-03",4.09
"840","2010-05-04",4.06
"841","2010-05-05",3.97
"842","2010-05-06",3.91
"843","2010-05-07",3.86
"844","2010-05-10",3.94
"845","2010-05-11",4.12
"846","2010-05-12",4.22
"847","2010-05-13",4.14
"848","2010-05-14",4.03
"849","2010-05-17",3.99
"850","2010-05-18",4
"851","2010-05-19",4
"852","2010-05-20",3.81
"853","2010-05-21",3.87
"854","2010-05-24",3.76
"855","2010-05-25",3.84
"856","2010-05-26",3.81
"857","2010-05-27",4.02
"858","2010-05-28",3.92
"859","2010-06-01",3.88
"860","2010-06-02",3.93
"861","2010-06-03",3.93
"862","2010-06-04",3.81
"863","2010-06-07",3.82
"864","2010-06-08",3.81
"865","2010-06-09",3.85
"866","2010-06-10",4
"867","2010-06-11",3.89
"868","2010-06-14",3.89
"869","2010-06-15",3.88
"870","2010-06-16",3.85
"871","2010-06-17",3.83
"872","2010-06-18",4.3
"873","2010-06-21",4.24
"874","2010-06-22",4.03
"875","2010-06-23",4.03
"876","2010-06-24",3.92
"877","2010-06-25",4
"878","2010-06-28",3.85
"879","2010-06-29",3.8
"880","2010-06-30",3.85
"881","2010-07-01",3.94
"882","2010-07-02",4.09
"883","2010-07-06",4.3
"884","2010-07-07",4.1
"885","2010-07-08",4.3
"886","2010-07-09",4.46
"887","2010-07-12",4.45
"888","2010-07-13",4.95
"889","2010-07-14",4.79
"890","2010-07-15",4.75
"891","2010-07-16",4.91
"892","2010-07-19",5.22
"893","2010-07-20",5.14
"894","2010-07-21",5.04
"895","2010-07-22",5.16
"896","2010-07-23",5.13
"897","2010-07-26",5.12
"898","2010-07-27",5.06
"899","2010-07-28",5.12
"900","2010-07-29",5.08
"901","2010-07-30",5.2
"902","2010-08-02",4.96
"903","2010-08-03",4.92
"904","2010-08-04",4.99
"905","2010-08-05",4.95
"906","2010-08-06",4.95
"907","2010-08-09",5
"908","2010-08-10",5.06
"909","2010-08-11",5
"910","2010-08-12",5.1
"911","2010-08-13",5.14
"912","2010-08-16",5.17
"913","2010-08-17",5.17
"914","2010-08-18",5.23
"915","2010-08-19",5.14
"916","2010-08-20",4.98
"917","2010-08-23",5
"918","2010-08-24",4.97
"919","2010-08-25",5.03
"920","2010-08-26",4.99
"921","2010-08-27",4.97
"922","2010-08-30",4.78
"923","2010-08-31",4.9
"924","2010-09-01",4.96
"925","2010-09-02",5.17
"926","2010-09-03",5.15
"927","2010-09-07",5
"928","2010-09-08",4.87
"929","2010-09-09",4.94
"930","2010-09-10",4.95
"931","2010-09-13",5.04
"932","2010-09-14",4.94
"933","2010-09-15",4.86
"934","2010-09-16",4.89
"935","2010-09-17",4.98
"936","2010-09-20",4.99
"937","2010-09-21",4.97
"938","2010-09-22",4.86
"939","2010-09-23",4.92
"940","2010-09-24",4.9
"941","2010-09-27",4.97
"942","2010-09-28",4.91
"943","2010-09-29",4.88
"944","2010-09-30",4.82
"945","2010-10-01",4.87
"946","2010-10-04",5.08
"947","2010-10-05",5.04
"948","2010-10-06",5.18
"949","2010-10-07",5.2
"950","2010-10-08",5.24
"951","2010-10-11",5.07
"952","2010-10-12",5.01
"953","2010-10-13",5.02
"954","2010-10-14",5.05
"955","2010-10-15",5.03
"956","2010-10-18",5.14
"957","2010-10-19",5.1
"958","2010-10-20",5.16
"959","2010-10-21",5.11
"960","2010-10-22",5.07
"961","2010-10-25",5.07
"962","2010-10-26",5.12
"963","2010-10-27",5.24
"964","2010-10-28",5.19
"965","2010-10-29",5.09
"966","2010-11-01",5.05
"967","2010-11-02",5.5
"968","2010-11-03",5.39
"969","2010-11-04",5.45
"970","2010-11-05",5.4
"971","2010-11-08",5.4
"972","2010-11-09",5.36
"973","2010-11-10",5.4
"974","2010-11-11",5.38
"975","2010-11-12",5.35
"976","2010-11-15",5.4
"977","2010-11-16",5.34
"978","2010-11-17",5.4
"979","2010-11-18",5.39
"980","2010-11-19",5.43
"981","2010-11-22",5.65
"982","2010-11-23",5.64
"983","2010-11-24",6.12
"984","2010-11-26",6.15
"985","2010-11-29",6.01
"986","2010-11-30",5.94
"987","2010-12-01",6.27
"988","2010-12-02",6.69
"989","2010-12-03",6.59
"990","2010-12-06",6.56
"991","2010-12-07",6.5
"992","2010-12-08",6.24
"993","2010-12-09",6.1
"994","2010-12-10",6.16
"995","2010-12-13",6.11
"996","2010-12-14",6.11
"997","2010-12-15",6.11
"998","2010-12-16",6.21
"999","2010-12-17",6.15
"1000","2010-12-20",6.1
"1001","2010-12-21",6.21
"1002","2010-12-22",6.21
