"","date","RM"
"152","2012-11-02",17.030001
"153","2012-11-05",17.42
"154","2012-11-06",17.25
"155","2012-11-07",16.98
"156","2012-11-08",17.01
"157","2012-11-09",17.059999
"158","2012-11-12",17.23
"159","2012-11-13",17.139999
"160","2012-11-14",16.610001
"161","2012-11-15",16.92
"162","2012-11-16",16.879999
"163","2012-11-19",17
"164","2012-11-20",16.959999
"165","2012-11-21",17.139999
"166","2012-11-23",17.610001
"167","2012-11-26",17.75
"168","2012-11-27",16.799999
"169","2012-11-28",17.5
"170","2012-11-29",17.549999
"171","2012-11-30",17.5
"172","2012-12-03",17.48
"173","2012-12-04",17.790001
"174","2012-12-05",17.299999
"175","2012-12-06",17.049999
"176","2012-12-07",17.139999
"177","2012-12-10",17
"178","2012-12-11",16.51
"179","2012-12-12",16.780001
"180","2012-12-13",16.74
"181","2012-12-14",16.74
"182","2012-12-17",16.620001
"183","2012-12-18",16.549999
"184","2012-12-19",15.82
"185","2012-12-20",16.25
"186","2012-12-21",16
"187","2012-12-24",16
"188","2012-12-26",16.030001
"189","2012-12-27",16.1
"190","2012-12-28",16.049999
"191","2012-12-31",16.549999
"192","2013-01-02",16.73
"193","2013-01-03",17.049999
"194","2013-01-04",17.41
"195","2013-01-07",17.41
"196","2013-01-08",17.35
"197","2013-01-09",17.059999
"198","2013-01-10",17.02
"199","2013-01-11",16.690001
"200","2013-01-14",16.610001
"201","2013-01-15",16.549999
"202","2013-01-16",15.61
"203","2013-01-17",16.129999
"204","2013-01-18",15.87
"205","2013-01-22",16.129999
"206","2013-01-23",16.43
"207","2013-01-24",16.120001
"208","2013-01-25",16.450001
"209","2013-01-28",16.700001
"210","2013-01-29",16.5
"211","2013-01-30",16.610001
"212","2013-01-31",16.799999
"213","2013-02-01",16.67
"214","2013-02-04",16.5
"215","2013-02-05",16.68
"216","2013-02-06",17.040001
"217","2013-02-07",16.629999
"218","2013-02-08",16.84
"219","2013-02-11",16.389999
"220","2013-02-12",17.299999
"221","2013-02-13",17.190001
"222","2013-02-14",17.129999
"223","2013-02-15",17.629999
"224","2013-02-19",17.549999
"225","2013-02-20",17.450001
"226","2013-02-21",17.469999
"227","2013-02-22",17.48
"228","2013-02-25",17.450001
"229","2013-02-26",17.51
"230","2013-02-27",17.5
"231","2013-02-28",17.959999
"232","2013-03-01",18.120001
"233","2013-03-04",18.959999
"234","2013-03-05",18.969999
"235","2013-03-06",18.92
"236","2013-03-07",18.959999
"237","2013-03-08",18.879999
"238","2013-03-11",18.540001
"239","2013-03-12",18.84
"240","2013-03-13",18.799999
"241","2013-03-14",18.889999
"242","2013-03-15",19.48
"243","2013-03-18",19.42
"244","2013-03-19",19.43
"245","2013-03-20",20.530001
"246","2013-03-21",20.07
"247","2013-03-22",20.049999
"248","2013-03-25",20.07
"249","2013-03-26",20.07
"250","2013-03-27",20.049999
"251","2013-03-28",20.200001
"252","2013-04-01",19.709999
"253","2013-04-02",20.01
"254","2013-04-03",20.030001
"255","2013-04-04",20.059999
"256","2013-04-05",20.040001
"257","2013-04-08",20.129999
"258","2013-04-09",20.049999
"259","2013-04-10",20.27
"260","2013-04-11",20.459999
"261","2013-04-12",20.09
"262","2013-04-15",19.93
"263","2013-04-16",20.110001
"264","2013-04-17",20.049999
"265","2013-04-18",20.27
"266","2013-04-19",20.34
"267","2013-04-22",20.48
"268","2013-04-23",21.059999
"269","2013-04-24",21.35
"270","2013-04-25",21.76
"271","2013-04-26",21.889999
"272","2013-04-29",21.91
"273","2013-04-30",21.68
"274","2013-05-01",21.700001
"275","2013-05-02",21.93
"276","2013-05-03",23.41
"277","2013-05-06",23.469999
"278","2013-05-07",23.57
"279","2013-05-08",23.9
"280","2013-05-09",23.9
"281","2013-05-10",24.129999
"282","2013-05-13",24.049999
"283","2013-05-14",23.98
"284","2013-05-15",23.969999
"285","2013-05-16",23.98
"286","2013-05-17",23.629999
"287","2013-05-20",23.209999
"288","2013-05-21",23.309999
"289","2013-05-22",23.530001
"290","2013-05-23",23.530001
"291","2013-05-24",23.57
"292","2013-05-28",24.209999
"293","2013-05-29",24.120001
"294","2013-05-30",23.950001
"295","2013-05-31",23.6
"296","2013-06-03",23.629999
"297","2013-06-04",23.82
"298","2013-06-05",23.4
"299","2013-06-06",23.809999
"300","2013-06-07",24.25
"301","2013-06-10",24.82
"302","2013-06-11",24.379999
"303","2013-06-12",24.59
"304","2013-06-13",25.66
"305","2013-06-14",25.450001
"306","2013-06-17",25.709999
"307","2013-06-18",25.860001
"308","2013-06-19",25.49
"309","2013-06-20",24.66
"310","2013-06-21",24.790001
"311","2013-06-24",24.98
"312","2013-06-25",25.370001
"313","2013-06-26",24.83
"314","2013-06-27",24.690001
"315","2013-06-28",25
"316","2013-07-01",25.1
"317","2013-07-02",25.16
"318","2013-07-03",25.08
"319","2013-07-05",25.950001
"320","2013-07-08",26.360001
"321","2013-07-09",26.1
"322","2013-07-10",26.15
"323","2013-07-11",26.969999
"324","2013-07-12",26.780001
"325","2013-07-15",26.799999
"326","2013-07-16",26.76
"327","2013-07-17",26.719999
"328","2013-07-18",26.75
"329","2013-07-19",26.5
"330","2013-07-22",26.59
"331","2013-07-23",26.530001
"332","2013-07-24",26.6
"333","2013-07-25",26.99
"334","2013-07-26",27.059999
"335","2013-07-29",27.52
"336","2013-07-30",28.26
"337","2013-07-31",30.91
"338","2013-08-01",31.85
"339","2013-08-02",31.450001
"340","2013-08-05",31.09
"341","2013-08-06",31.200001
"342","2013-08-07",30.799999
"343","2013-08-08",30.98
"344","2013-08-09",30.16
"345","2013-08-12",29.700001
"346","2013-08-13",30.09
"347","2013-08-14",29.280001
"348","2013-08-15",27.879999
"349","2013-08-16",28.4
"350","2013-08-19",27.84
"351","2013-08-20",27.860001
"352","2013-08-21",27.799999
"353","2013-08-22",28.09
"354","2013-08-23",28.139999
"355","2013-08-26",27.83
"356","2013-08-27",27.889999
"357","2013-08-28",27.780001
"358","2013-08-29",27.85
"359","2013-08-30",27.48
"360","2013-09-03",27.35
"361","2013-09-04",27.1
"362","2013-09-05",26.799999
"363","2013-09-06",27.33
"364","2013-09-09",28.389999
"365","2013-09-10",28.98
"366","2013-09-11",30.02
"367","2013-09-12",30.59
"368","2013-09-13",31
"369","2013-09-16",28.9
"370","2013-09-17",28.02
"371","2013-09-18",27.91
"372","2013-09-19",28.57
"373","2013-09-20",28.35
"374","2013-09-23",29.700001
"375","2013-09-24",29.99
"376","2013-09-25",31.02
"377","2013-09-26",31.940001
"378","2013-09-27",31.67
"379","2013-09-30",31.799999
"380","2013-10-01",32.5
"381","2013-10-02",31.77
"382","2013-10-03",31.93
"383","2013-10-04",31.92
"384","2013-10-07",31.75
"385","2013-10-08",31.5
"386","2013-10-09",31.66
"387","2013-10-10",31.950001
"388","2013-10-11",31.84
"389","2013-10-14",32.25
"390","2013-10-15",32.73
"391","2013-10-16",32.91
"392","2013-10-17",33.400002
"393","2013-10-18",33.740002
"394","2013-10-21",33.209999
"395","2013-10-22",33.880001
"396","2013-10-23",33.900002
"397","2013-10-24",33.439999
"398","2013-10-25",33.549999
"399","2013-10-28",33.740002
"400","2013-10-29",33.240002
"401","2013-10-30",32.32
"402","2013-10-31",32.009998
"403","2013-11-01",32.41
"404","2013-11-04",32.41
"405","2013-11-05",32.099998
"406","2013-11-06",32
"407","2013-11-07",31.48
"408","2013-11-08",31.52
"409","2013-11-11",31.33
"410","2013-11-12",30.540001
"411","2013-11-13",31.43
"412","2013-11-14",32
"413","2013-11-15",32.77
"414","2013-11-18",32.540001
"415","2013-11-19",33.009998
"416","2013-11-20",32.41
"417","2013-11-21",32.669998
"418","2013-11-22",32.200001
"419","2013-11-25",32.84
"420","2013-11-26",32.75
"421","2013-11-27",33.639999
"422","2013-11-29",33.630001
"423","2013-12-02",32.599998
"424","2013-12-03",30.450001
"425","2013-12-04",31.52
"426","2013-12-05",32
"427","2013-12-06",32.98
"428","2013-12-09",32.720001
"429","2013-12-10",33.009998
"430","2013-12-11",32.73
"431","2013-12-12",32.580002
"432","2013-12-13",32.32
"433","2013-12-16",32.080002
"434","2013-12-17",33.07
"435","2013-12-18",33.900002
"436","2013-12-19",33.700001
"437","2013-12-20",34.060001
"438","2013-12-23",34.23
"439","2013-12-24",34
"440","2013-12-26",33.950001
"441","2013-12-27",33.990002
"442","2013-12-30",33.970001
"443","2013-12-31",33.93
"444","2014-01-02",32.939999
"445","2014-01-03",34.299999
"446","2014-01-06",34.080002
"447","2014-01-07",34.950001
"448","2014-01-08",35.48
"449","2014-01-09",35.84
"450","2014-01-10",35.93
"451","2014-01-13",35.259998
"452","2014-01-14",35.060001
"453","2014-01-15",34.91
"454","2014-01-16",34.419998
"455","2014-01-17",34.619999
"456","2014-01-21",34.669998
"457","2014-01-22",35.029999
"458","2014-01-23",34.73
"459","2014-01-24",33.790001
"460","2014-01-27",33.919998
"461","2014-01-28",34
"462","2014-01-29",32.889999
"463","2014-01-30",33.400002
"464","2014-01-31",33.23
"465","2014-02-03",32.220001
"466","2014-02-04",32.16
"467","2014-02-05",31.549999
"468","2014-02-06",32.580002
"469","2014-02-07",33.41
"470","2014-02-10",33.299999
"471","2014-02-11",33.41
"472","2014-02-12",33.32
"473","2014-02-13",33.630001
"474","2014-02-14",33.360001
"475","2014-02-18",33.91
"476","2014-02-19",33.560001
"477","2014-02-20",31.719999
"478","2014-02-21",32.099998
"479","2014-02-24",31.889999
"480","2014-02-25",31.82
"481","2014-02-26",31.200001
"482","2014-02-27",30.23
"483","2014-02-28",30.18
"484","2014-03-03",30.09
"485","2014-03-04",28.799999
"486","2014-03-05",30.27
"487","2014-03-06",30.299999
"488","2014-03-07",30.379999
"489","2014-03-10",30.33
"490","2014-03-11",29.83
"491","2014-03-12",28.09
"492","2014-03-13",25.309999
"493","2014-03-14",24.450001
"494","2014-03-17",25.07
"495","2014-03-18",26.32
"496","2014-03-19",25.9
"497","2014-03-20",26
"498","2014-03-21",26.15
"499","2014-03-24",25.790001
"500","2014-03-25",26.780001
"501","2014-03-26",25.860001
"502","2014-03-27",24.85
"503","2014-03-28",24.559999
"504","2014-03-31",24.66
"505","2014-04-01",24.15
"506","2014-04-02",23.889999
"507","2014-04-03",23.99
"508","2014-04-04",23.450001
"509","2014-04-07",22.74
"510","2014-04-08",22.92
"511","2014-04-09",22.610001
"512","2014-04-10",21.950001
"513","2014-04-11",21.809999
"514","2014-04-14",21.950001
"515","2014-04-15",21.780001
"516","2014-04-16",21.98
"517","2014-04-17",21.950001
"518","2014-04-21",22
"519","2014-04-22",22.379999
"520","2014-04-23",22.459999
"521","2014-04-24",21.93
"522","2014-04-25",22.030001
"523","2014-04-28",22.309999
"524","2014-04-29",22.1
"525","2014-04-30",15.34
"526","2014-05-01",15.3
"527","2014-05-02",15.02
"528","2014-05-05",14.98
"529","2014-05-06",14.67
"530","2014-05-07",14.47
"531","2014-05-08",14.26
"532","2014-05-09",14.6
"533","2014-05-12",14.82
"534","2014-05-13",14.95
"535","2014-05-14",14.71
"536","2014-05-15",14.47
"537","2014-05-16",14.07
"538","2014-05-19",14.45
"539","2014-05-20",14.1
"540","2014-05-21",14.1
"541","2014-05-22",14.13
"542","2014-05-23",14.12
"543","2014-05-27",14.2
"544","2014-05-28",14.37
"545","2014-05-29",14.29
"546","2014-05-30",14.39
"547","2014-06-02",14.5
"548","2014-06-03",14.41
"549","2014-06-04",14.12
"550","2014-06-05",14.4
"551","2014-06-06",14.36
"552","2014-06-09",14.42
"553","2014-06-10",14.3
"554","2014-06-11",14.35
"555","2014-06-12",14.41
"556","2014-06-13",14.49
"557","2014-06-16",15.12
"558","2014-06-17",15.29
"559","2014-06-18",15.27
"560","2014-06-19",15.06
"561","2014-06-20",15.11
"562","2014-06-23",15.02
"563","2014-06-24",15.36
"564","2014-06-25",15.2
"565","2014-06-26",15.19
"566","2014-06-27",15.07
"567","2014-06-30",15.47
"568","2014-07-01",16.08
"569","2014-07-02",17.030001
"570","2014-07-03",17.01
"571","2014-07-07",16.32
"572","2014-07-08",15.53
"573","2014-07-09",15.39
"574","2014-07-10",15.13
"575","2014-07-11",15.09
"576","2014-07-14",15.09
"577","2014-07-15",14.91
"578","2014-07-16",15.33
"579","2014-07-17",14.96
"580","2014-07-18",15.14
"581","2014-07-21",15.42
"582","2014-07-22",15.68
"583","2014-07-23",15.93
"584","2014-07-24",15.77
"585","2014-07-25",15.51
"586","2014-07-28",15.34
"587","2014-07-29",15.4
"588","2014-07-30",16.01
"589","2014-07-31",16.26
"590","2014-08-01",15.76
"591","2014-08-04",15.8
"592","2014-08-05",15.86
"593","2014-08-06",16.41
"594","2014-08-07",16.190001
"595","2014-08-08",16.15
"596","2014-08-11",16.51
"597","2014-08-12",16.129999
"598","2014-08-13",16.48
"599","2014-08-14",16.98
"600","2014-08-15",16.889999
"601","2014-08-18",17.25
"602","2014-08-19",16.959999
"603","2014-08-20",16.84
"604","2014-08-21",17
"605","2014-08-22",16.700001
"606","2014-08-25",16.74
"607","2014-08-26",16.799999
"608","2014-08-27",16.549999
"609","2014-08-28",16.65
"610","2014-08-29",17
"611","2014-09-02",17.33
"612","2014-09-03",17.200001
"613","2014-09-04",17.379999
"614","2014-09-05",17.74
"615","2014-09-08",17.469999
"616","2014-09-09",17.299999
"617","2014-09-10",17.84
"618","2014-09-11",18.280001
"619","2014-09-12",18.9
"620","2014-09-15",19.17
"621","2014-09-16",18.860001
"622","2014-09-17",18.92
"623","2014-09-18",18.950001
"624","2014-09-19",18.6
"625","2014-09-22",18.26
"626","2014-09-23",17.790001
"627","2014-09-24",18.129999
"628","2014-09-25",17.91
"629","2014-09-26",17.92
"630","2014-09-29",17.85
"631","2014-09-30",17.950001
"632","2014-10-01",17.76
"633","2014-10-02",18.040001
"634","2014-10-03",17.780001
"635","2014-10-06",17.93
"636","2014-10-07",17.719999
"637","2014-10-08",18.16
"638","2014-10-09",17.030001
"639","2014-10-10",16.93
"640","2014-10-13",17.209999
"641","2014-10-14",17.610001
"642","2014-10-15",17.969999
"643","2014-10-16",17.639999
"644","2014-10-17",17.450001
"645","2014-10-20",17.27
"646","2014-10-21",17.16
"647","2014-10-22",17.290001
"648","2014-10-23",17.709999
"649","2014-10-24",17.290001
"650","2014-10-27",16.99
"651","2014-10-28",17.73
"652","2014-10-29",17.91
"653","2014-10-30",17.99
"654","2014-10-31",11.66
"655","2014-11-03",11.73
"656","2014-11-04",11.28
"657","2014-11-05",12.32
"658","2014-11-06",12.49
"659","2014-11-07",12.32
"660","2014-11-10",12.31
"661","2014-11-11",12.24
"662","2014-11-12",12.33
"663","2014-11-13",12.36
"664","2014-11-14",12.6
"665","2014-11-17",12.6
"666","2014-11-18",12.69
"667","2014-11-19",12.42
"668","2014-11-20",12.58
"669","2014-11-21",13.21
"670","2014-11-24",13.45
"671","2014-11-25",13.46
"672","2014-11-26",14.01
"673","2014-11-28",13.56
"674","2014-12-01",13.97
"675","2014-12-02",13.9
"676","2014-12-03",13.54
"677","2014-12-04",13.35
"678","2014-12-05",13.59
"679","2014-12-08",13.3
"680","2014-12-09",13.38
"681","2014-12-10",13.5
"682","2014-12-11",13.16
"683","2014-12-12",13.01
"684","2014-12-15",13.26
"685","2014-12-16",13.56
"686","2014-12-17",14.69
"687","2014-12-18",15.87
"688","2014-12-19",15.61
"689","2014-12-22",15.67
"690","2014-12-23",15.65
"691","2014-12-24",16.02
"692","2014-12-26",15.75
"693","2014-12-29",15.63
"694","2014-12-30",15.49
"695","2014-12-31",15.81
"696","2015-01-02",15.38
"697","2015-01-05",15.24
"698","2015-01-06",14.79
"699","2015-01-07",14.88
"700","2015-01-08",15.69
"701","2015-01-09",15.57
"702","2015-01-12",15.1
"703","2015-01-13",15.34
"704","2015-01-14",15.8
"705","2015-01-15",15.49
"706","2015-01-16",15.63
"707","2015-01-20",15.34
"708","2015-01-21",15.56
"709","2015-01-22",15.58
"710","2015-01-23",15.37
"711","2015-01-26",14.99
"712","2015-01-27",15.13
"713","2015-01-28",14.68
"714","2015-01-29",14.88
"715","2015-01-30",14.53
"716","2015-02-02",14.64
"717","2015-02-03",15.48
"718","2015-02-04",15.21
"719","2015-02-05",15.56
"720","2015-02-06",15.5
"721","2015-02-09",15.13
"722","2015-02-10",15.22
"723","2015-02-11",14.97
"724","2015-02-12",14.92
"725","2015-02-13",15.88
"726","2015-02-17",16
"727","2015-02-18",16.16
"728","2015-02-19",16.360001
"729","2015-02-20",16.139999
"730","2015-02-23",16.32
"731","2015-02-24",16.18
"732","2015-02-25",16
"733","2015-02-26",15.87
"734","2015-02-27",15.6
"735","2015-03-02",15.58
"736","2015-03-03",15.84
"737","2015-03-04",15.76
"738","2015-03-05",15.68
"739","2015-03-06",15.64
"740","2015-03-09",16.16
"741","2015-03-10",14.85
"742","2015-03-11",15.06
"743","2015-03-12",15.49
"744","2015-03-13",15.55
"745","2015-03-16",15.25
"746","2015-03-17",15.17
"747","2015-03-18",15.04
"748","2015-03-19",15.08
"749","2015-03-20",15.43
"750","2015-03-23",15.74
"751","2015-03-24",15.8
"752","2015-03-25",14.96
"753","2015-03-26",14.23
"754","2015-03-27",14.68
"755","2015-03-30",14.65
"756","2015-03-31",14.76
"757","2015-04-01",14.58
"758","2015-04-02",14.69
"759","2015-04-06",14.46
"760","2015-04-07",14.36
"761","2015-04-08",13.86
"762","2015-04-09",14.08
"763","2015-04-10",14.25
"764","2015-04-13",14.35
"765","2015-04-14",14.34
"766","2015-04-15",14.66
"767","2015-04-16",14.45
"768","2015-04-17",14.35
"769","2015-04-20",14.65
"770","2015-04-21",14.51
"771","2015-04-22",14.75
"772","2015-04-23",14.76
"773","2015-04-24",14.66
"774","2015-04-27",14.4
"775","2015-04-28",14.55
"776","2015-04-29",16.299999
"777","2015-04-30",16.15
"778","2015-05-01",16.93
"779","2015-05-04",16.370001
"780","2015-05-05",16.299999
"781","2015-05-06",16.6
"782","2015-05-07",16.75
"783","2015-05-08",16.690001
"784","2015-05-11",16.780001
"785","2015-05-12",17.02
"786","2015-05-13",17.120001
"787","2015-05-14",17.549999
"788","2015-05-15",17.52
"789","2015-05-18",17.82
"790","2015-05-19",17.709999
"791","2015-05-20",17.809999
"792","2015-05-21",18.09
"793","2015-05-22",18.02
"794","2015-05-26",17.860001
"795","2015-05-27",17.799999
"796","2015-05-28",17.540001
"797","2015-05-29",17.42
"798","2015-06-01",17.42
"799","2015-06-02",17.530001
"800","2015-06-03",18
"801","2015-06-04",17.780001
"802","2015-06-05",17.85
"803","2015-06-08",18
"804","2015-06-09",18.030001
"805","2015-06-10",18
"806","2015-06-11",18.02
"807","2015-06-12",18.02
"808","2015-06-15",18.34
"809","2015-06-16",18.389999
"810","2015-06-17",18.139999
"811","2015-06-18",18.1
"812","2015-06-19",18.709999
"813","2015-06-22",19.040001
"814","2015-06-23",19.120001
"815","2015-06-24",19.139999
"816","2015-06-25",18.68
"817","2015-06-26",18.110001
"818","2015-06-29",17.780001
"819","2015-06-30",17.860001
"820","2015-07-01",18.040001
"821","2015-07-02",17.549999
"822","2015-07-06",17.559999
"823","2015-07-07",17.549999
"824","2015-07-08",17.629999
"825","2015-07-09",17.23
"826","2015-07-10",17.200001
"827","2015-07-13",17.73
"828","2015-07-14",17.379999
"829","2015-07-15",17.15
"830","2015-07-16",17.280001
"831","2015-07-17",16.91
"832","2015-07-20",17.1
"833","2015-07-21",17.4
"834","2015-07-22",17.68
"835","2015-07-23",17.34
"836","2015-07-24",19.110001
"837","2015-07-27",19.860001
"838","2015-07-28",19.42
"839","2015-07-29",19.209999
"840","2015-07-30",19.17
"841","2015-07-31",19.32
"842","2015-08-03",19.540001
"843","2015-08-04",19.58
"844","2015-08-05",19.389999
"845","2015-08-06",19.35
"846","2015-08-07",19.200001
"847","2015-08-10",19.799999
"848","2015-08-11",17.57
"849","2015-08-12",17.629999
"850","2015-08-13",17.65
"851","2015-08-14",17.610001
"852","2015-08-17",16.969999
"853","2015-08-18",16.66
"854","2015-08-19",15.87
"855","2015-08-20",15.92
"856","2015-08-21",15.79
"857","2015-08-24",14.96
"858","2015-08-25",14.63
"859","2015-08-26",15.18
"860","2015-08-27",16.030001
"861","2015-08-28",16.77
"862","2015-08-31",16.5
"863","2015-09-01",16.07
"864","2015-09-02",16.17
"865","2015-09-03",15.76
"866","2015-09-04",15.42
"867","2015-09-08",15.3
"868","2015-09-09",15.56
"869","2015-09-10",15.59
"870","2015-09-11",15.53
"871","2015-09-14",15.69
"872","2015-09-15",15.56
"873","2015-09-16",15.55
"874","2015-09-17",15.64
"875","2015-09-18",15.9
"876","2015-09-21",16.25
"877","2015-09-22",16.16
"878","2015-09-23",15.99
"879","2015-09-24",15.97
"880","2015-09-25",15.38
"881","2015-09-28",14.68
"882","2015-09-29",15.14
"883","2015-09-30",15.5
"884","2015-10-01",15.57
"885","2015-10-02",15.43
"886","2015-10-05",15.81
"887","2015-10-06",15.57
"888","2015-10-07",16.09
"889","2015-10-08",16.059999
"890","2015-10-09",16.280001
"891","2015-10-12",16.17
"892","2015-10-13",15.92
"893","2015-10-14",15.99
"894","2015-10-15",16.48
"895","2015-10-16",16.27
"896","2015-10-19",16.35
"897","2015-10-20",16.440001
"898","2015-10-21",16.280001
"899","2015-10-22",16.34
"900","2015-10-23",16.290001
"901","2015-10-26",16.440001
"902","2015-10-27",16.33
"903","2015-10-28",16.950001
"904","2015-10-29",16.940001
"905","2015-10-30",16.309999
"906","2015-11-02",16.610001
"907","2015-11-03",16.629999
"908","2015-11-04",16.84
"909","2015-11-05",17.059999
"910","2015-11-06",17.549999
"911","2015-11-09",17.15
"912","2015-11-10",17.059999
"913","2015-11-11",16.719999
"914","2015-11-12",16.26
"915","2015-11-13",15.47
"916","2015-11-16",15.3
"917","2015-11-17",15.51
"918","2015-11-18",15.47
"919","2015-11-19",15.2
"920","2015-11-20",15.27
"921","2015-11-23",15.02
"922","2015-11-24",15.13
"923","2015-11-25",15.63
"924","2015-11-27",15.75
"925","2015-11-30",15.7
"926","2015-12-01",15.76
"927","2015-12-02",15.71
"928","2015-12-03",15.25
"929","2015-12-04",15.53
"930","2015-12-07",15.19
"931","2015-12-08",14.99
"932","2015-12-09",14.97
"933","2015-12-10",14.94
"934","2015-12-11",14.44
"935","2015-12-14",14.23
"936","2015-12-15",14.56
"937","2015-12-16",14.48
"938","2015-12-17",14.13
"939","2015-12-18",13.9
"940","2015-12-21",14.12
"941","2015-12-22",14.28
"942","2015-12-23",14.69
"943","2015-12-24",15.51
"944","2015-12-28",15.22
"945","2015-12-29",15.56
"946","2015-12-30",15.22
"947","2015-12-31",15.47
"948","2016-01-04",14.75
"949","2016-01-05",14.66
"950","2016-01-06",14.59
"951","2016-01-07",14.2
"952","2016-01-08",13.97
"953","2016-01-11",14.01
"954","2016-01-12",14.21
"955","2016-01-13",13.73
"956","2016-01-14",13.6
"957","2016-01-15",13.14
"958","2016-01-19",12.97
"959","2016-01-20",13.22
"960","2016-01-21",13.51
"961","2016-01-22",13.75
"962","2016-01-25",13.61
"963","2016-01-26",13.82
"964","2016-01-27",13.78
"965","2016-01-28",13.08
"966","2016-01-29",13.26
"967","2016-02-01",13.02
"968","2016-02-02",12.44
"969","2016-02-03",11.94
"970","2016-02-04",12.07
"971","2016-02-05",12.02
"972","2016-02-08",12.07
"973","2016-02-09",12.59
"974","2016-02-10",12.55
"975","2016-02-11",12.65
"976","2016-02-12",12.92
"977","2016-02-16",13.47
"978","2016-02-17",13.68
"979","2016-02-18",13.76
