"","date","GTY"
"1","2007-01-03",30.68
"2","2007-01-04",31.24
"3","2007-01-05",30.440001
"4","2007-01-08",30.370001
"5","2007-01-09",30.610001
"6","2007-01-10",31.24
"7","2007-01-11",30.84
"8","2007-01-12",31.389999
"9","2007-01-16",30.9
"10","2007-01-17",31.34
"11","2007-01-18",31.030001
"12","2007-01-19",31.24
"13","2007-01-22",30.48
"14","2007-01-23",30.98
"15","2007-01-24",31.43
"16","2007-01-25",30.74
"17","2007-01-26",31.200001
"18","2007-01-29",31.280001
"19","2007-01-30",31.280001
"20","2007-01-31",31.15
"21","2007-02-01",31.59
"22","2007-02-02",31.799999
"23","2007-02-05",31.85
"24","2007-02-06",31.799999
"25","2007-02-07",31.129999
"26","2007-02-08",31.4
"27","2007-02-09",31.4
"28","2007-02-12",31.15
"29","2007-02-13",31.530001
"30","2007-02-14",31.35
"31","2007-02-15",31.67
"32","2007-02-16",31.389999
"33","2007-02-20",31.959999
"34","2007-02-21",31.700001
"35","2007-02-22",31.469999
"36","2007-02-23",31.18
"37","2007-02-26",31.139999
"38","2007-02-27",29.65
"39","2007-02-28",29.67
"40","2007-03-01",29.6
"41","2007-03-02",28.75
"42","2007-03-05",27.92
"43","2007-03-06",29.52
"44","2007-03-07",28.889999
"45","2007-03-08",29.219999
"46","2007-03-09",29.459999
"47","2007-03-12",29.459999
"48","2007-03-13",28.16
"49","2007-03-14",28.75
"50","2007-03-15",29.219999
"51","2007-03-16",28.799999
"52","2007-03-19",28.6
"53","2007-03-20",29.27
"54","2007-03-21",29.879999
"55","2007-03-22",29.879999
"56","2007-03-23",29.860001
"57","2007-03-26",29.33
"58","2007-03-27",28.52
"59","2007-03-28",28.25
"60","2007-03-29",28.809999
"61","2007-03-30",28.74
"62","2007-04-02",28.77
"63","2007-04-03",28.879999
"64","2007-04-04",28.969999
"65","2007-04-05",29.549999
"66","2007-04-09",29.540001
"67","2007-04-10",29.76
"68","2007-04-11",29.1
"69","2007-04-12",29.450001
"70","2007-04-13",29.6
"71","2007-04-16",30.110001
"72","2007-04-17",29.98
"73","2007-04-18",30.08
"74","2007-04-19",29.469999
"75","2007-04-20",29.969999
"76","2007-04-23",29.969999
"77","2007-04-24",29.73
"78","2007-04-25",30.030001
"79","2007-04-26",30.030001
"80","2007-04-27",29.68
"81","2007-04-30",28.66
"82","2007-05-01",29.1
"83","2007-05-02",29.209999
"84","2007-05-03",29.18
"85","2007-05-04",29.08
"86","2007-05-07",28.6
"87","2007-05-08",28.889999
"88","2007-05-09",28.67
"89","2007-05-10",28.040001
"90","2007-05-11",28.799999
"91","2007-05-14",27.93
"92","2007-05-15",27.68
"93","2007-05-16",27.950001
"94","2007-05-17",27.65
"95","2007-05-18",27.51
"96","2007-05-21",27.620001
"97","2007-05-22",27.809999
"98","2007-05-23",27.66
"99","2007-05-24",27.42
"100","2007-05-25",27.620001
"101","2007-05-29",28.23
"102","2007-05-30",28.42
"103","2007-05-31",28.48
"104","2007-06-01",28.450001
"105","2007-06-04",28.57
"106","2007-06-05",28.09
"107","2007-06-06",28
"108","2007-06-07",27.209999
"109","2007-06-08",27.870001
"110","2007-06-11",27.540001
"111","2007-06-12",27.049999
"112","2007-06-13",28.049999
"113","2007-06-14",28.030001
"114","2007-06-15",28.34
"115","2007-06-18",27.940001
"116","2007-06-19",28.030001
"117","2007-06-20",27.25
"118","2007-06-21",27.200001
"119","2007-06-22",27.24
"120","2007-06-25",26.959999
"121","2007-06-26",26.75
"122","2007-06-27",26.93
"123","2007-06-28",26.6
"124","2007-06-29",26.280001
"125","2007-07-02",26.85
"126","2007-07-03",26.75
"127","2007-07-05",26.91
"128","2007-07-06",26.85
"129","2007-07-09",26.969999
"130","2007-07-10",26.9
"131","2007-07-11",26.860001
"132","2007-07-12",27.379999
"133","2007-07-13",27.26
"134","2007-07-16",26.950001
"135","2007-07-17",27.1
"136","2007-07-18",26.809999
"137","2007-07-19",26.950001
"138","2007-07-20",26.719999
"139","2007-07-23",26.559999
"140","2007-07-24",25.85
"141","2007-07-25",26.379999
"142","2007-07-26",25.950001
"143","2007-07-27",25.139999
"144","2007-07-30",25.219999
"145","2007-07-31",25.200001
"146","2007-08-01",25.549999
"147","2007-08-02",25.440001
"148","2007-08-03",24.690001
"149","2007-08-06",25.469999
"150","2007-08-07",26.15
"151","2007-08-08",27.709999
"152","2007-08-09",26.5
"153","2007-08-10",26.67
"154","2007-08-13",26.26
"155","2007-08-14",25.299999
"156","2007-08-15",24.790001
"157","2007-08-16",26.139999
"158","2007-08-17",26.83
"159","2007-08-20",26.82
"160","2007-08-21",26.85
"161","2007-08-22",26.860001
"162","2007-08-23",26.139999
"163","2007-08-24",26.370001
"164","2007-08-27",26.35
"165","2007-08-28",25.73
"166","2007-08-29",26.73
"167","2007-08-30",27.129999
"168","2007-08-31",27.27
"169","2007-09-04",27.5
"170","2007-09-05",27.379999
"171","2007-09-06",27.5
"172","2007-09-07",26.370001
"173","2007-09-10",26.219999
"174","2007-09-11",26.780001
"175","2007-09-12",26.629999
"176","2007-09-13",26.950001
"177","2007-09-14",27.360001
"178","2007-09-17",26.790001
"179","2007-09-18",27.780001
"180","2007-09-19",28.4
"181","2007-09-20",28.09
"182","2007-09-21",28.18
"183","2007-09-24",28.389999
"184","2007-09-25",27.51
"185","2007-09-26",27.700001
"186","2007-09-27",27.98
"187","2007-09-28",27.200001
"188","2007-10-01",27.719999
"189","2007-10-02",27.719999
"190","2007-10-03",27.73
"191","2007-10-04",28.030001
"192","2007-10-05",28.889999
"193","2007-10-08",28.65
"194","2007-10-09",28.9
"195","2007-10-10",28.969999
"196","2007-10-11",28.65
"197","2007-10-12",28.700001
"198","2007-10-15",28.200001
"199","2007-10-16",27.93
"200","2007-10-17",27.84
"201","2007-10-18",27.75
"202","2007-10-19",26.639999
"203","2007-10-22",27.200001
"204","2007-10-23",27.26
"205","2007-10-24",27.4
"206","2007-10-25",27.459999
"207","2007-10-26",27.75
"208","2007-10-29",27.75
"209","2007-10-30",28.35
"210","2007-10-31",28.43
"211","2007-11-01",26.85
"212","2007-11-02",26.84
"213","2007-11-05",26.41
"214","2007-11-06",26.73
"215","2007-11-07",25.98
"216","2007-11-08",26.190001
"217","2007-11-09",26.83
"218","2007-11-12",26.809999
"219","2007-11-13",27.450001
"220","2007-11-14",27.1
"221","2007-11-15",27.290001
"222","2007-11-16",26.73
"223","2007-11-19",26.17
"224","2007-11-20",26.309999
"225","2007-11-21",26.690001
"226","2007-11-23",26.85
"227","2007-11-26",25.66
"228","2007-11-27",26.35
"229","2007-11-28",27.139999
"230","2007-11-29",26.84
"231","2007-11-30",27.120001
"232","2007-12-03",26.639999
"233","2007-12-04",26.01
"234","2007-12-05",26.67
"235","2007-12-06",27.6
"236","2007-12-07",27.540001
"237","2007-12-10",27.9
"238","2007-12-11",26.370001
"239","2007-12-12",26.76
"240","2007-12-13",26.870001
"241","2007-12-14",25.950001
"242","2007-12-17",25.42
"243","2007-12-18",26.379999
"244","2007-12-19",26.530001
"245","2007-12-20",26.93
"246","2007-12-21",27.82
"247","2007-12-24",28.23
"248","2007-12-26",27.99
"249","2007-12-27",27.309999
"250","2007-12-28",26.5
"251","2007-12-31",26.68
"252","2008-01-02",26.530001
"253","2008-01-03",26.74
"254","2008-01-04",25.780001
"255","2008-01-07",26.93
"256","2008-01-08",26.52
"257","2008-01-09",26.969999
"258","2008-01-10",27.16
"259","2008-01-11",26.299999
"260","2008-01-14",26.67
"261","2008-01-15",26.6
"262","2008-01-16",27.41
"263","2008-01-17",26.84
"264","2008-01-18",26.9
"265","2008-01-22",26.629999
"266","2008-01-23",27.32
"267","2008-01-24",27.17
"268","2008-01-25",26.889999
"269","2008-01-28",27.459999
"270","2008-01-29",27.18
"271","2008-01-30",26.950001
"272","2008-01-31",26.299999
"273","2008-02-01",27.440001
"274","2008-02-04",27.08
"275","2008-02-05",26.66
"276","2008-02-06",26.5
"277","2008-02-07",27.559999
"278","2008-02-08",27.1
"279","2008-02-11",26.85
"280","2008-02-12",27.290001
"281","2008-02-13",27.57
"282","2008-02-14",26.98
"283","2008-02-15",27.57
"284","2008-02-19",27.08
"285","2008-02-20",27.34
"286","2008-02-21",26.84
"287","2008-02-22",27.129999
"288","2008-02-25",27.780001
"289","2008-02-26",27.889999
"290","2008-02-27",28.549999
"291","2008-02-28",27.16
"292","2008-02-29",26.860001
"293","2008-03-03",26.889999
"294","2008-03-04",27.18
"295","2008-03-05",26.790001
"296","2008-03-06",26.049999
"297","2008-03-07",26.110001
"298","2008-03-10",25.83
"299","2008-03-11",27.5
"300","2008-03-12",26.99
"301","2008-03-13",27.59
"302","2008-03-14",27.23
"303","2008-03-17",26.959999
"304","2008-03-18",15.41
"305","2008-03-19",16.25
"306","2008-03-20",16.16
"307","2008-03-24",15.72
"308","2008-03-25",14.61
"309","2008-03-26",15.23
"310","2008-03-27",15.75
"311","2008-03-28",15.05
"312","2008-03-31",15.93
"313","2008-04-01",16
"314","2008-04-02",16.190001
"315","2008-04-03",16.969999
"316","2008-04-04",17.75
"317","2008-04-07",18.030001
"318","2008-04-08",17.75
"319","2008-04-09",17.74
"320","2008-04-10",17.559999
"321","2008-04-11",17.58
"322","2008-04-14",17.68
"323","2008-04-15",18.120001
"324","2008-04-16",18.27
"325","2008-04-17",17.83
"326","2008-04-18",18.1
"327","2008-04-21",17.92
"328","2008-04-22",17.52
"329","2008-04-23",18.110001
"330","2008-04-24",18.620001
"331","2008-04-25",18.32
"332","2008-04-28",18.690001
"333","2008-04-29",18.360001
"334","2008-04-30",18.110001
"335","2008-05-01",18.629999
"336","2008-05-02",18.139999
"337","2008-05-05",18.209999
"338","2008-05-06",18.360001
"339","2008-05-07",17.450001
"340","2008-05-08",17.5
"341","2008-05-09",17.440001
"342","2008-05-12",17.860001
"343","2008-05-13",17.4
"344","2008-05-14",17.49
"345","2008-05-15",17.540001
"346","2008-05-16",17.639999
"347","2008-05-19",17.639999
"348","2008-05-20",17.49
"349","2008-05-21",17.43
"350","2008-05-22",17.25
"351","2008-05-23",17.5
"352","2008-05-27",17.48
"353","2008-05-28",17.110001
"354","2008-05-29",17.35
"355","2008-05-30",17.41
"356","2008-06-02",17.26
"357","2008-06-03",17.07
"358","2008-06-04",17.23
"359","2008-06-05",17.870001
"360","2008-06-06",17.24
"361","2008-06-09",16.91
"362","2008-06-10",16.860001
"363","2008-06-11",16.719999
"364","2008-06-12",16.41
"365","2008-06-13",16.870001
"366","2008-06-16",17.620001
"367","2008-06-17",17.639999
"368","2008-06-18",17.35
"369","2008-06-19",17.5
"370","2008-06-20",17.52
"371","2008-06-23",17.190001
"372","2008-06-24",16.57
"373","2008-06-25",16.4
"374","2008-06-26",15.36
"375","2008-06-27",14.99
"376","2008-06-30",14.41
"377","2008-07-01",14.46
"378","2008-07-02",13.94
"379","2008-07-03",13.67
"380","2008-07-07",13.88
"381","2008-07-08",14.57
"382","2008-07-09",14.05
"383","2008-07-10",14.56
"384","2008-07-11",14.63
"385","2008-07-14",15.08
"386","2008-07-15",14.67
"387","2008-07-16",15.87
"388","2008-07-17",16.17
"389","2008-07-18",16.209999
"390","2008-07-21",16.52
"391","2008-07-22",17.530001
"392","2008-07-23",18.02
"393","2008-07-24",17.67
"394","2008-07-25",18.07
"395","2008-07-28",17.290001
"396","2008-07-29",18.5
"397","2008-07-30",18.52
"398","2008-07-31",18.709999
"399","2008-08-01",19.110001
"400","2008-08-04",19.09
"401","2008-08-05",20
"402","2008-08-06",19.940001
"403","2008-08-07",19.030001
"404","2008-08-08",19.639999
"405","2008-08-11",20.1
"406","2008-08-12",20.25
"407","2008-08-13",20.709999
"408","2008-08-14",20.9
"409","2008-08-15",20.940001
"410","2008-08-18",20.85
"411","2008-08-19",20.76
"412","2008-08-20",21.01
"413","2008-08-21",20.73
"414","2008-08-22",21
"415","2008-08-25",20.379999
"416","2008-08-26",20.540001
"417","2008-08-27",20.969999
"418","2008-08-28",21.299999
"419","2008-08-29",20.93
"420","2008-09-02",21.209999
"421","2008-09-03",21.4
"422","2008-09-04",20.52
"423","2008-09-05",20.42
"424","2008-09-08",21.120001
"425","2008-09-09",20.540001
"426","2008-09-10",21
"427","2008-09-11",20.9
"428","2008-09-12",20.870001
"429","2008-09-15",19.93
"430","2008-09-16",21.540001
"431","2008-09-17",20.25
"432","2008-09-18",21.389999
"433","2008-09-19",22.049999
"434","2008-09-22",21.76
"435","2008-09-23",20.879999
"436","2008-09-24",20.77
"437","2008-09-25",20.49
"438","2008-09-26",20.99
"439","2008-09-29",20.52
"440","2008-09-30",22.17
"441","2008-10-01",21.91
"442","2008-10-02",20.25
"443","2008-10-03",18.93
"444","2008-10-06",18.98
"445","2008-10-07",17.370001
"446","2008-10-08",17.16
"447","2008-10-09",15
