"","date","KEX"
"1","2007-01-03",34.43
"2","2007-01-04",34.389999
"3","2007-01-05",34.009998
"4","2007-01-08",33.720001
"5","2007-01-09",33.75
"6","2007-01-10",33.650002
"7","2007-01-11",34.009998
"8","2007-01-12",35.25
"9","2007-01-16",35.98
"10","2007-01-17",36
"11","2007-01-18",35.59
"12","2007-01-19",36.169998
"13","2007-01-22",36.080002
"14","2007-01-23",36.790001
"15","2007-01-24",36.860001
"16","2007-01-25",36.560001
"17","2007-01-26",35.66
"18","2007-01-29",36.299999
"19","2007-01-30",36.139999
"20","2007-01-31",35.509998
"21","2007-02-01",36.07
"22","2007-02-02",35.73
"23","2007-02-05",35.900002
"24","2007-02-06",35.98
"25","2007-02-07",35.59
"26","2007-02-08",35.369999
"27","2007-02-09",35.759998
"28","2007-02-12",35.849998
"29","2007-02-13",36.709999
"30","2007-02-14",37.16
"31","2007-02-15",36.939999
"32","2007-02-16",36.939999
"33","2007-02-20",37.330002
"34","2007-02-21",38.119999
"35","2007-02-22",37.950001
"36","2007-02-23",37.91
"37","2007-02-26",36.98
"38","2007-02-27",35.619999
"39","2007-02-28",36.529999
"40","2007-03-01",36.27
"41","2007-03-02",35.849998
"42","2007-03-05",35.700001
"43","2007-03-06",36.049999
"44","2007-03-07",36.049999
"45","2007-03-08",36.130001
"46","2007-03-09",36
"47","2007-03-12",35.75
"48","2007-03-13",34.950001
"49","2007-03-14",35.130001
"50","2007-03-15",34.880001
"51","2007-03-16",34.91
"52","2007-03-19",34.900002
"53","2007-03-20",35.09
"54","2007-03-21",35.860001
"55","2007-03-22",35.549999
"56","2007-03-23",35.990002
"57","2007-03-26",35.52
"58","2007-03-27",35.080002
"59","2007-03-28",34.580002
"60","2007-03-29",34.939999
"61","2007-03-30",34.98
"62","2007-04-02",35
"63","2007-04-03",35.259998
"64","2007-04-04",35.169998
"65","2007-04-05",35.369999
"66","2007-04-09",35.75
"67","2007-04-10",35.880001
"68","2007-04-11",35.599998
"69","2007-04-12",35.650002
"70","2007-04-13",36.259998
"71","2007-04-16",36.599998
"72","2007-04-17",36.900002
"73","2007-04-18",37.330002
"74","2007-04-19",36.98
"75","2007-04-20",37.490002
"76","2007-04-23",37.259998
"77","2007-04-24",36.82
"78","2007-04-25",37.84
"79","2007-04-26",39.040001
"80","2007-04-27",38.619999
"81","2007-04-30",37.799999
"82","2007-05-01",37.549999
"83","2007-05-02",37.939999
"84","2007-05-03",37.98
"85","2007-05-04",37.919998
"86","2007-05-07",38.200001
"87","2007-05-08",37.93
"88","2007-05-09",38.400002
"89","2007-05-10",38.150002
"90","2007-05-11",37.950001
"91","2007-05-14",37.709999
"92","2007-05-15",37.490002
"93","2007-05-16",37.860001
"94","2007-05-17",38.040001
"95","2007-05-18",37.950001
"96","2007-05-21",37.950001
"97","2007-05-22",38.389999
"98","2007-05-23",38.59
"99","2007-05-24",37.810001
"100","2007-05-25",38
"101","2007-05-29",38.630001
"102","2007-05-30",39.310001
"103","2007-05-31",40.02
"104","2007-06-01",39.709999
"105","2007-06-04",39.349998
"106","2007-06-05",39.459999
"107","2007-06-06",38.970001
"108","2007-06-07",38.110001
"109","2007-06-08",38.669998
"110","2007-06-11",38.799999
"111","2007-06-12",38.259998
"112","2007-06-13",38.48
"113","2007-06-14",38.599998
"114","2007-06-15",38.77
"115","2007-06-18",38.380001
"116","2007-06-19",38.650002
"117","2007-06-20",38.650002
"118","2007-06-21",38.459999
"119","2007-06-22",38.470001
"120","2007-06-25",38.189999
"121","2007-06-26",37.740002
"122","2007-06-27",38.189999
"123","2007-06-28",38.709999
"124","2007-06-29",38.389999
"125","2007-07-02",38.709999
"126","2007-07-03",39.07
"127","2007-07-05",39.009998
"128","2007-07-06",38.959999
"129","2007-07-09",39.139999
"130","2007-07-10",38.880001
"131","2007-07-11",39.849998
"132","2007-07-12",40
"133","2007-07-13",40
"134","2007-07-16",39.549999
"135","2007-07-17",40.389999
"136","2007-07-18",40.759998
"137","2007-07-19",41.009998
"138","2007-07-20",40.400002
"139","2007-07-23",39.919998
"140","2007-07-24",39.23
"141","2007-07-25",39.400002
"142","2007-07-26",41.34
"143","2007-07-27",41.18
"144","2007-07-30",40.790001
"145","2007-07-31",40.509998
"146","2007-08-01",41.130001
"147","2007-08-02",41.52
"148","2007-08-03",41.02
"149","2007-08-06",39.849998
"150","2007-08-07",40.5
"151","2007-08-08",41.75
"152","2007-08-09",40.34
"153","2007-08-10",38.200001
"154","2007-08-13",39.669998
"155","2007-08-14",37.759998
"156","2007-08-15",38.029999
"157","2007-08-16",37.099998
"158","2007-08-17",36.380001
"159","2007-08-20",37.419998
"160","2007-08-21",37.369999
"161","2007-08-22",37.970001
"162","2007-08-23",37.84
"163","2007-08-24",37.959999
"164","2007-08-27",37.919998
"165","2007-08-28",37.419998
"166","2007-08-29",38.41
"167","2007-08-30",38.25
"168","2007-08-31",38.279999
"169","2007-09-04",38.599998
"170","2007-09-05",38.700001
"171","2007-09-06",39.419998
"172","2007-09-07",39.77
"173","2007-09-10",38.799999
"174","2007-09-11",39.189999
"175","2007-09-12",39.139999
"176","2007-09-13",39.43
"177","2007-09-14",39.900002
"178","2007-09-17",39.599998
"179","2007-09-18",40.68
"180","2007-09-19",41.16
"181","2007-09-20",40.639999
"182","2007-09-21",40.709999
"183","2007-09-24",40.16
"184","2007-09-25",43.509998
"185","2007-09-26",44.119999
"186","2007-09-27",44.09
"187","2007-09-28",44.139999
"188","2007-10-01",45.060001
"189","2007-10-02",45.470001
"190","2007-10-03",45.139999
"191","2007-10-04",44.700001
"192","2007-10-05",45.450001
"193","2007-10-08",46.080002
"194","2007-10-09",46.419998
"195","2007-10-10",46.25
"196","2007-10-11",45.299999
"197","2007-10-12",45.599998
"198","2007-10-15",46.619999
"199","2007-10-16",45.130001
"200","2007-10-17",45.490002
"201","2007-10-18",45.459999
"202","2007-10-19",44.84
"203","2007-10-22",44.709999
"204","2007-10-23",44.700001
"205","2007-10-24",44.75
"206","2007-10-25",45.790001
"207","2007-10-26",46.09
"208","2007-10-29",45.900002
"209","2007-10-30",45.369999
"210","2007-10-31",45.68
"211","2007-11-01",45.709999
"212","2007-11-02",45.439999
"213","2007-11-05",45.610001
"214","2007-11-06",45.200001
"215","2007-11-07",45.009998
"216","2007-11-08",45.5
"217","2007-11-09",44
"218","2007-11-12",42.189999
"219","2007-11-13",42.689999
"220","2007-11-14",42.549999
"221","2007-11-15",43.18
"222","2007-11-16",43.650002
"223","2007-11-19",43.119999
"224","2007-11-20",43.27
"225","2007-11-21",42.419998
"226","2007-11-23",43.27
"227","2007-11-26",44.240002
"228","2007-11-27",44.82
"229","2007-11-28",46
"230","2007-11-29",46.900002
"231","2007-11-30",48.07
"232","2007-12-03",47
"233","2007-12-04",48.619999
"234","2007-12-05",48.98
"235","2007-12-06",49.509998
"236","2007-12-07",49.849998
"237","2007-12-10",49.689999
"238","2007-12-11",49.209999
"239","2007-12-12",49.93
"240","2007-12-13",49.59
"241","2007-12-14",48.959999
"242","2007-12-17",47.77
"243","2007-12-18",47.799999
"244","2007-12-19",48
"245","2007-12-20",46.52
"246","2007-12-21",46.98
"247","2007-12-24",47.25
"248","2007-12-26",47.220001
"249","2007-12-27",46.880001
"250","2007-12-28",47.310001
"251","2007-12-31",46.48
"252","2008-01-02",46.48
"253","2008-01-03",45.040001
"254","2008-01-04",43.23
"255","2008-01-07",41.91
"256","2008-01-08",38.889999
"257","2008-01-09",38.41
"258","2008-01-10",38.16
"259","2008-01-11",38.599998
"260","2008-01-14",41.299999
"261","2008-01-15",40.200001
"262","2008-01-16",39.560001
"263","2008-01-17",40.689999
"264","2008-01-18",40.939999
"265","2008-01-22",39.849998
"266","2008-01-23",41.810001
"267","2008-01-24",42.009998
"268","2008-01-25",42.32
"269","2008-01-28",42.98
"270","2008-01-29",43.84
"271","2008-01-30",43.740002
"272","2008-01-31",45.869999
"273","2008-02-01",48.650002
"274","2008-02-04",47.939999
"275","2008-02-05",46.330002
"276","2008-02-06",47.27
"277","2008-02-07",48.759998
"278","2008-02-08",48
"279","2008-02-11",49.5
"280","2008-02-12",48.450001
"281","2008-02-13",49.32
"282","2008-02-14",48.139999
"283","2008-02-15",49.189999
"284","2008-02-19",48.639999
"285","2008-02-20",49.380001
"286","2008-02-21",48.610001
"287","2008-02-22",48.150002
"288","2008-02-25",48.66
"289","2008-02-26",49.139999
"290","2008-02-27",48.41
"291","2008-02-28",47.330002
"292","2008-02-29",45.080002
"293","2008-03-03",46.5
"294","2008-03-04",47.150002
"295","2008-03-05",47.279999
"296","2008-03-06",45.68
"297","2008-03-07",45.919998
"298","2008-03-10",45.959999
"299","2008-03-11",47.209999
"300","2008-03-12",46.360001
"301","2008-03-13",46.150002
"302","2008-03-14",45.290001
"303","2008-03-17",44.5
"304","2008-03-18",52.259998
"305","2008-03-19",51.290001
"306","2008-03-20",54.029999
"307","2008-03-24",56.759998
"308","2008-03-25",56.709999
"309","2008-03-26",56.970001
"310","2008-03-27",55.369999
"311","2008-03-28",56.389999
"312","2008-03-31",57
"313","2008-04-01",58.419998
"314","2008-04-02",58.400002
"315","2008-04-03",56.900002
"316","2008-04-04",55.57
"317","2008-04-07",55.779999
"318","2008-04-08",54.73
"319","2008-04-09",53.669998
"320","2008-04-10",55
"321","2008-04-11",53.880001
"322","2008-04-14",55.009998
"323","2008-04-15",55.540001
"324","2008-04-16",57.310001
"325","2008-04-17",56.450001
"326","2008-04-18",56.630001
"327","2008-04-21",56.889999
"328","2008-04-22",55.490002
"329","2008-04-23",56
"330","2008-04-24",57.610001
"331","2008-04-25",55.540001
"332","2008-04-28",56.59
"333","2008-04-29",56.130001
"334","2008-04-30",54.84
"335","2008-05-01",56.16
"336","2008-05-02",55.939999
"337","2008-05-05",56.560001
"338","2008-05-06",57.860001
"339","2008-05-07",56.25
"340","2008-05-08",56.439999
"341","2008-05-09",56.68
"342","2008-05-12",57.470001
"343","2008-05-13",58.470001
"344","2008-05-14",58.200001
"345","2008-05-15",60
"346","2008-05-16",59.560001
"347","2008-05-19",59.52
"348","2008-05-20",59.540001
"349","2008-05-21",58.200001
"350","2008-05-22",57.860001
"351","2008-05-23",56.349998
"352","2008-05-27",54.119999
"353","2008-05-28",55.080002
"354","2008-05-29",55.09
"355","2008-05-30",55.66
"356","2008-06-02",55.25
"357","2008-06-03",54.599998
"358","2008-06-04",54.950001
"359","2008-06-05",55.700001
"360","2008-06-06",53.639999
"361","2008-06-09",53.419998
"362","2008-06-10",52.900002
"363","2008-06-11",51.310001
"364","2008-06-12",49.950001
"365","2008-06-13",50.110001
"366","2008-06-16",50.560001
"367","2008-06-17",51.119999
"368","2008-06-18",52.48
"369","2008-06-19",53.68
"370","2008-06-20",52.740002
"371","2008-06-23",51.419998
"372","2008-06-24",49.169998
"373","2008-06-25",49.189999
"374","2008-06-26",48.18
"375","2008-06-27",48.630001
"376","2008-06-30",48
"377","2008-07-01",47.02
"378","2008-07-02",44.759998
"379","2008-07-03",45.939999
"380","2008-07-07",45.060001
"381","2008-07-08",46.52
"382","2008-07-09",45.119999
"383","2008-07-10",45.419998
"384","2008-07-11",43.830002
"385","2008-07-14",43.400002
"386","2008-07-15",43.700001
"387","2008-07-16",46.09
"388","2008-07-17",44.84
"389","2008-07-18",44.93
"390","2008-07-21",44.279999
"391","2008-07-22",45.02
"392","2008-07-23",46.009998
"393","2008-07-24",47.34
"394","2008-07-25",47.02
"395","2008-07-28",47.700001
"396","2008-07-29",48.860001
"397","2008-07-30",48.57
"398","2008-07-31",47.720001
"399","2008-08-01",46.290001
"400","2008-08-04",44.169998
"401","2008-08-05",46.110001
"402","2008-08-06",46.18
"403","2008-08-07",44.419998
"404","2008-08-08",45.939999
"405","2008-08-11",45.66
"406","2008-08-12",45.380001
"407","2008-08-13",45.540001
"408","2008-08-14",46.509998
"409","2008-08-15",47.470001
"410","2008-08-18",46.959999
"411","2008-08-19",46.240002
"412","2008-08-20",45.619999
"413","2008-08-21",45.25
"414","2008-08-22",46.27
"415","2008-08-25",45.610001
"416","2008-08-26",45.369999
"417","2008-08-27",44.599998
"418","2008-08-28",44.990002
"419","2008-08-29",45.790001
"420","2008-09-02",44.200001
"421","2008-09-03",44.060001
"422","2008-09-04",43.049999
"423","2008-09-05",42.93
"424","2008-09-08",42.740002
"425","2008-09-09",41.439999
"426","2008-09-10",42.52
"427","2008-09-11",43.439999
"428","2008-09-12",43.299999
"429","2008-09-15",41.009998
"430","2008-09-16",41.77
"431","2008-09-17",39
"432","2008-09-18",39.82
"433","2008-09-19",42.400002
"434","2008-09-22",41.200001
"435","2008-09-23",40.23
"436","2008-09-24",40.650002
"437","2008-09-25",39.310001
"438","2008-09-26",38.98
"439","2008-09-29",36.130001
"440","2008-09-30",37.939999
"441","2008-10-01",38.459999
"442","2008-10-02",35.549999
"443","2008-10-03",36.5
"444","2008-10-06",36.490002
"445","2008-10-07",34.5
"446","2008-10-08",34.080002
"447","2008-10-09",31.950001
"448","2008-10-10",33.639999
"449","2008-10-13",36.880001
"450","2008-10-14",37.009998
"451","2008-10-15",33.529999
"452","2008-10-16",34.380001
"453","2008-10-17",33.349998
"454","2008-10-20",35.68
"455","2008-10-21",34.459999
"456","2008-10-22",31.67
"457","2008-10-23",30.9
"458","2008-10-24",29.18
"459","2008-10-27",28.379999
"460","2008-10-28",29.49
"461","2008-10-29",30.440001
"462","2008-10-30",34.5
"463","2008-10-31",34.32
"464","2008-11-03",34.400002
"465","2008-11-04",36.73
"466","2008-11-05",33.16
"467","2008-11-06",31.23
"468","2008-11-07",31.5
"469","2008-11-10",31.049999
"470","2008-11-11",29.43
"471","2008-11-12",26.15
"472","2008-11-13",29.309999
"473","2008-11-14",25.92
"474","2008-11-17",25.25
"475","2008-11-18",25.41
"476","2008-11-19",22.639999
"477","2008-11-20",20.98
"478","2008-11-21",21.41
"479","2008-11-24",23.370001
"480","2008-11-25",23.85
"481","2008-11-26",25.6
"482","2008-11-28",25.43
"483","2008-12-01",22.190001
"484","2008-12-02",23.83
"485","2008-12-03",24.299999
"486","2008-12-04",23.809999
"487","2008-12-05",24.280001
"488","2008-12-08",25.24
"489","2008-12-09",25.18
"490","2008-12-10",25.780001
"491","2008-12-11",24.370001
"492","2008-12-12",25.209999
"493","2008-12-15",25.799999
"494","2008-12-16",26.16
"495","2008-12-17",27.219999
"496","2008-12-18",25.15
"497","2008-12-19",25.09
"498","2008-12-22",26.309999
"499","2008-12-23",25.33
"500","2008-12-24",26.08
"501","2008-12-26",26.52
"502","2008-12-29",26.35
"503","2008-12-30",26.26
"504","2008-12-31",27.360001
"505","2009-01-02",28.389999
"506","2009-01-05",29.75
"507","2009-01-06",31.049999
"508","2009-01-07",29.200001
"509","2009-01-08",28.58
"510","2009-01-09",28.1
"511","2009-01-12",27.08
"512","2009-01-13",26.370001
"513","2009-01-14",25.950001
"514","2009-01-15",27.049999
"515","2009-01-16",27.17
"516","2009-01-20",25.299999
"517","2009-01-21",25.540001
"518","2009-01-22",24.84
"519","2009-01-23",24.049999
"520","2009-01-26",24.940001
"521","2009-01-27",25.280001
