"","date","MTSI"
"378","2013-09-16",16.08
"379","2013-09-17",16.41
"380","2013-09-18",16.5
"381","2013-09-19",16.700001
"382","2013-09-20",16.34
"383","2013-09-23",16.6
"384","2013-09-24",16.85
"385","2013-09-25",16.530001
"386","2013-09-26",16.75
"387","2013-09-27",17.209999
"388","2013-09-30",17.02
"389","2013-10-01",17.48
"390","2013-10-02",17.799999
"391","2013-10-03",17.860001
"392","2013-10-04",17.780001
"393","2013-10-07",17.75
"394","2013-10-08",16.309999
"395","2013-10-09",16.309999
"396","2013-10-10",16.719999
"397","2013-10-11",16.85
"398","2013-10-14",16.85
"399","2013-10-15",16.48
"400","2013-10-16",16.9
"401","2013-10-17",17.059999
"402","2013-10-18",17.34
"403","2013-10-21",17.959999
"404","2013-10-22",18
"405","2013-10-23",18.040001
"406","2013-10-24",18.120001
"407","2013-10-25",18.049999
"408","2013-10-28",18.059999
"409","2013-10-29",18.16
"410","2013-10-30",17.65
"411","2013-10-31",17.27
"412","2013-11-01",17.059999
"413","2013-11-04",17.42
"414","2013-11-05",16.73
"415","2013-11-06",16.1
"416","2013-11-07",15.54
"417","2013-11-08",15.72
"418","2013-11-11",15.73
"419","2013-11-12",15.67
"420","2013-11-13",15.65
"421","2013-11-14",15.08
"422","2013-11-15",15.11
"423","2013-11-18",14.52
"424","2013-11-19",13.59
"425","2013-11-20",13.99
"426","2013-11-21",15
"427","2013-11-22",15.15
"428","2013-11-25",15.18
"429","2013-11-26",15.89
"430","2013-11-27",15.98
"431","2013-11-29",16
"432","2013-12-02",15.55
"433","2013-12-03",15.44
"434","2013-12-04",15.32
"435","2013-12-05",15.23
"436","2013-12-06",15.71
"437","2013-12-09",15.98
"438","2013-12-10",15.26
"439","2013-12-11",14.87
"440","2013-12-12",14.38
"441","2013-12-13",14.41
"442","2013-12-16",14.9
"443","2013-12-17",14.74
"444","2013-12-18",15.14
"445","2013-12-19",15.19
"446","2013-12-20",15.57
"447","2013-12-23",16.08
"448","2013-12-24",16.290001
"449","2013-12-26",16.48
"450","2013-12-27",16.530001
"451","2013-12-30",17
"452","2013-12-31",16.99
"453","2014-01-02",15.86
"454","2014-01-03",16.07
"455","2014-01-06",16.07
"456","2014-01-07",16.379999
"457","2014-01-08",16
"458","2014-01-09",16
"459","2014-01-10",16.16
"460","2014-01-13",16.57
"461","2014-01-14",17.1
"462","2014-01-15",16.540001
"463","2014-01-16",16.190001
"464","2014-01-17",16.25
"465","2014-01-21",17.200001
"466","2014-01-22",17.120001
"467","2014-01-23",17.040001
"468","2014-01-24",16.92
"469","2014-01-27",16.639999
"470","2014-01-28",16.280001
"471","2014-01-29",16.08
"472","2014-01-30",17.4
"473","2014-01-31",17
"474","2014-02-03",16.469999
"475","2014-02-04",15.98
"476","2014-02-05",15.6
"477","2014-02-06",15.75
"478","2014-02-07",16.469999
"479","2014-02-10",17.440001
"480","2014-02-11",16.700001
"481","2014-02-12",16.360001
"482","2014-02-13",16.6
"483","2014-02-14",16.49
"484","2014-02-18",16.040001
"485","2014-02-19",16.049999
"486","2014-02-20",16.110001
"487","2014-02-21",16.110001
"488","2014-02-24",16.959999
"489","2014-02-25",17.02
"490","2014-02-26",16.83
"491","2014-02-27",17.049999
"492","2014-02-28",16.959999
"493","2014-03-03",17.129999
"494","2014-03-04",17.370001
"495","2014-03-05",18.1
"496","2014-03-06",19.48
"497","2014-03-07",19.389999
"498","2014-03-10",19.52
"499","2014-03-11",19.02
"500","2014-03-12",19.24
"501","2014-03-13",19.9
"502","2014-03-14",19.84
"503","2014-03-17",20.82
"504","2014-03-18",20.48
"505","2014-03-19",20.709999
"506","2014-03-20",20.76
"507","2014-03-21",20.940001
"508","2014-03-24",20.57
"509","2014-03-25",20.76
"510","2014-03-26",20.6
"511","2014-03-27",20.73
"512","2014-03-28",20.530001
"513","2014-03-31",20.549999
"514","2014-04-01",21.459999
"515","2014-04-02",21.57
"516","2014-04-03",21.139999
"517","2014-04-04",20.15
"518","2014-04-07",20.01
"519","2014-04-08",20.1
"520","2014-04-09",20.370001
"521","2014-04-10",19.41
"522","2014-04-11",18.870001
"523","2014-04-14",19.049999
"524","2014-04-15",18.82
"525","2014-04-16",18.629999
"526","2014-04-17",18.75
"527","2014-04-21",18.57
"528","2014-04-22",18.870001
"529","2014-04-23",18.23
"530","2014-04-24",18.23
"531","2014-04-25",17.6
"532","2014-04-28",17.209999
"533","2014-04-29",17.5
"534","2014-04-30",17.51
"535","2014-05-01",17.77
"536","2014-05-02",17.559999
"537","2014-05-05",17.389999
"538","2014-05-06",16.73
"539","2014-05-07",16.690001
"540","2014-05-08",16.43
"541","2014-05-09",16.549999
"542","2014-05-12",16.870001
"543","2014-05-13",16.469999
"544","2014-05-14",15.88
"545","2014-05-15",16.190001
"546","2014-05-16",16.040001
"547","2014-05-19",16.51
"548","2014-05-20",16.469999
"549","2014-05-21",16.67
"550","2014-05-22",16.9
"551","2014-05-23",17.450001
"552","2014-05-27",18.07
"553","2014-05-28",17.91
"554","2014-05-29",17.85
"555","2014-05-30",18.290001
"556","2014-06-02",18.629999
"557","2014-06-03",18.99
"558","2014-06-04",18.93
"559","2014-06-05",19.98
"560","2014-06-06",20
"561","2014-06-09",21.99
"562","2014-06-10",22.299999
"563","2014-06-11",22.139999
"564","2014-06-12",21.85
"565","2014-06-13",21.959999
"566","2014-06-16",22.040001
"567","2014-06-17",23.02
"568","2014-06-18",22.780001
"569","2014-06-19",22.790001
"570","2014-06-20",22.68
"571","2014-06-23",23.030001
"572","2014-06-24",22.35
"573","2014-06-25",22.35
"574","2014-06-26",22.620001
"575","2014-06-27",22.389999
"576","2014-06-30",22.48
"577","2014-07-01",22.43
"578","2014-07-02",22.809999
"579","2014-07-03",22.91
"580","2014-07-07",22.620001
"581","2014-07-08",21.030001
"582","2014-07-09",20.709999
"583","2014-07-10",20.290001
"584","2014-07-11",20.530001
"585","2014-07-14",20.5
"586","2014-07-15",20.389999
"587","2014-07-16",20.639999
"588","2014-07-17",20.34
"589","2014-07-18",20.790001
"590","2014-07-21",21.139999
"591","2014-07-22",21.32
"592","2014-07-23",20.99
"593","2014-07-24",20.66
"594","2014-07-25",19.690001
"595","2014-07-28",20.290001
"596","2014-07-29",19.959999
"597","2014-07-30",19.68
"598","2014-07-31",19.9
"599","2014-08-01",19.83
"600","2014-08-04",20.620001
"601","2014-08-05",20.85
"602","2014-08-06",21.129999
"603","2014-08-07",21.040001
"604","2014-08-08",21.16
"605","2014-08-11",21.370001
"606","2014-08-12",20.879999
"607","2014-08-13",21.16
"608","2014-08-14",21.450001
"609","2014-08-15",21.299999
"610","2014-08-18",21.469999
"611","2014-08-19",21.709999
"612","2014-08-20",22.01
"613","2014-08-21",22.440001
"614","2014-08-22",22.6
"615","2014-08-25",22.790001
"616","2014-08-26",22.76
"617","2014-08-27",22.75
"618","2014-08-28",22.85
"619","2014-08-29",23.68
"620","2014-09-02",24.35
"621","2014-09-03",24
"622","2014-09-04",24.34
"623","2014-09-05",24.889999
"624","2014-09-08",25.01
"625","2014-09-09",24.91
"626","2014-09-10",24.75
"627","2014-09-11",24.85
"628","2014-09-12",24.98
"629","2014-09-15",25
"630","2014-09-16",25.190001
"631","2014-09-17",25.200001
"632","2014-09-18",25.34
"633","2014-09-19",24.49
"634","2014-09-22",23.450001
"635","2014-09-23",22.969999
"636","2014-09-24",23.309999
"637","2014-09-25",22.84
"638","2014-09-26",23.290001
"639","2014-09-29",22.860001
"640","2014-09-30",21.84
"641","2014-10-01",21.690001
"642","2014-10-02",21.99
"643","2014-10-03",21.629999
"644","2014-10-06",21.25
"645","2014-10-07",20.459999
"646","2014-10-08",21.059999
"647","2014-10-09",19.950001
"648","2014-10-10",18.76
"649","2014-10-13",19.1
"650","2014-10-14",19.290001
"651","2014-10-15",20.1
"652","2014-10-16",21.76
"653","2014-10-17",21.639999
"654","2014-10-20",21.5
"655","2014-10-21",21.83
"656","2014-10-22",21.209999
"657","2014-10-23",21.48
"658","2014-10-24",21.120001
"659","2014-10-27",20.950001
"660","2014-10-28",21.76
"661","2014-10-29",21.92
"662","2014-10-30",21.65
"663","2014-10-31",21.99
"664","2014-11-03",21.75
"665","2014-11-04",21.790001
"666","2014-11-05",22.25
"667","2014-11-06",22.58
"668","2014-11-07",22.25
"669","2014-11-10",22.76
"670","2014-11-11",23.139999
"671","2014-11-12",23.09
"672","2014-11-13",22.42
"673","2014-11-14",22.57
"674","2014-11-17",22.09
"675","2014-11-18",22.98
"676","2014-11-19",23.99
"677","2014-11-20",23.969999
"678","2014-11-21",24.719999
"679","2014-11-24",25
"680","2014-11-25",25.24
"681","2014-11-26",25.469999
"682","2014-11-28",24.83
"683","2014-12-01",25.299999
"684","2014-12-02",25.879999
"685","2014-12-03",26.860001
"686","2014-12-04",27.139999
"687","2014-12-05",28.66
"688","2014-12-08",28.889999
"689","2014-12-09",29.639999
"690","2014-12-10",28.91
"691","2014-12-11",29.34
"692","2014-12-12",29.290001
"693","2014-12-15",30.459999
"694","2014-12-16",30.09
"695","2014-12-17",30.83
"696","2014-12-18",31.83
"697","2014-12-19",31.48
"698","2014-12-22",32
"699","2014-12-23",31.82
"700","2014-12-24",32.389999
"701","2014-12-26",32.169998
"702","2014-12-29",31.959999
"703","2014-12-30",31.25
"704","2014-12-31",31.280001
"705","2015-01-02",31.530001
"706","2015-01-05",29.68
"707","2015-01-06",28.6
"708","2015-01-07",28.9
"709","2015-01-08",30.49
"710","2015-01-09",30.49
"711","2015-01-12",30.469999
"712","2015-01-13",30.469999
"713","2015-01-14",29.49
"714","2015-01-15",28.41
"715","2015-01-16",28.98
"716","2015-01-20",31.34
"717","2015-01-21",31.190001
"718","2015-01-22",31.879999
"719","2015-01-23",34.790001
"720","2015-01-26",34.099998
"721","2015-01-27",33.990002
"722","2015-01-28",33.43
"723","2015-01-29",33.790001
"724","2015-01-30",32.509998
"725","2015-02-02",32.299999
"726","2015-02-03",29.9
"727","2015-02-04",30.76
"728","2015-02-05",30.6
"729","2015-02-06",32.439999
"730","2015-02-09",32.560001
"731","2015-02-10",33.049999
"732","2015-02-11",35.16
"733","2015-02-12",34.580002
"734","2015-02-13",33.060001
"735","2015-02-17",33.709999
"736","2015-02-18",34.09
"737","2015-02-19",34.27
"738","2015-02-20",34.25
"739","2015-02-23",33.43
"740","2015-02-24",34.790001
"741","2015-02-25",33.529999
"742","2015-02-26",33.990002
"743","2015-02-27",33.720001
"744","2015-03-02",35.130001
"745","2015-03-03",33.939999
"746","2015-03-04",34.310001
"747","2015-03-05",33.82
"748","2015-03-06",33.209999
"749","2015-03-09",34.360001
"750","2015-03-10",34.150002
"751","2015-03-11",33.799999
"752","2015-03-12",33.599998
"753","2015-03-13",33.52
"754","2015-03-16",35.16
"755","2015-03-17",36.650002
"756","2015-03-18",37.009998
"757","2015-03-19",37.91
"758","2015-03-20",38.59
"759","2015-03-23",38.860001
"760","2015-03-24",39.07
"761","2015-03-25",37.529999
"762","2015-03-26",34.900002
"763","2015-03-27",35.810001
"764","2015-03-30",37
"765","2015-03-31",37.259998
"766","2015-04-01",37.380001
"767","2015-04-02",36.700001
"768","2015-04-06",35.59
"769","2015-04-07",34.41
"770","2015-04-08",35.169998
"771","2015-04-09",35.220001
"772","2015-04-10",36.200001
"773","2015-04-13",36.16
"774","2015-04-14",35.970001
"775","2015-04-15",36.900002
"776","2015-04-16",36.900002
"777","2015-04-17",34.720001
"778","2015-04-20",34.25
"779","2015-04-21",34.73
"780","2015-04-22",34.459999
"781","2015-04-23",33.330002
"782","2015-04-24",31.41
"783","2015-04-27",31.65
"784","2015-04-28",32.189999
"785","2015-04-29",33.009998
"786","2015-04-30",30.469999
"787","2015-05-01",32
"788","2015-05-04",33.59
"789","2015-05-05",33.66
"790","2015-05-06",34.029999
"791","2015-05-07",34.869999
"792","2015-05-08",34.970001
"793","2015-05-11",35.279999
"794","2015-05-12",35.220001
"795","2015-05-13",35.049999
"796","2015-05-14",35.68
"797","2015-05-15",35.139999
"798","2015-05-18",36.139999
"799","2015-05-19",36
"800","2015-05-20",35.59
"801","2015-05-21",36.310001
"802","2015-05-22",37.380001
"803","2015-05-26",36.860001
"804","2015-05-27",38.759998
"805","2015-05-28",38.790001
"806","2015-05-29",38.16
"807","2015-06-01",39.330002
"808","2015-06-02",39.57
"809","2015-06-03",40.25
"810","2015-06-04",40.470001
"811","2015-06-05",40.459999
"812","2015-06-08",39.169998
"813","2015-06-09",39.889999
"814","2015-06-10",41.389999
"815","2015-06-11",41.939999
"816","2015-06-12",40.509998
"817","2015-06-15",39.299999
"818","2015-06-16",39.599998
"819","2015-06-17",39.779999
"820","2015-06-18",39.869999
"821","2015-06-19",41.279999
"822","2015-06-22",41.950001
"823","2015-06-23",42.400002
"824","2015-06-24",40.77
"825","2015-06-25",41.650002
"826","2015-06-26",39.93
"827","2015-06-29",37.98
"828","2015-06-30",38.25
"829","2015-07-01",36.939999
"830","2015-07-02",36.68
"831","2015-07-06",35.77
"832","2015-07-07",34.529999
"833","2015-07-08",32.950001
"834","2015-07-09",32.369999
"835","2015-07-10",32.759998
"836","2015-07-13",33.310001
"837","2015-07-14",34.099998
"838","2015-07-15",34
"839","2015-07-16",33.990002
"840","2015-07-17",34.220001
"841","2015-07-20",33.959999
"842","2015-07-21",33.490002
"843","2015-07-22",31.4
"844","2015-07-23",31.709999
"845","2015-07-24",30.870001
"846","2015-07-27",29.690001
"847","2015-07-28",30.49
"848","2015-07-29",33.040001
"849","2015-07-30",33.459999
"850","2015-07-31",33.709999
"851","2015-08-03",33.25
"852","2015-08-04",32.66
"853","2015-08-05",33.889999
"854","2015-08-06",33.310001
"855","2015-08-07",33.349998
"856","2015-08-10",34.459999
"857","2015-08-11",33.209999
"858","2015-08-12",33.220001
"859","2015-08-13",32.990002
"860","2015-08-14",32.84
"861","2015-08-17",33.630001
"862","2015-08-18",32.080002
"863","2015-08-19",31.030001
"864","2015-08-20",30.4
"865","2015-08-21",28.58
"866","2015-08-24",26.75
"867","2015-08-25",27.43
"868","2015-08-26",27.75
"869","2015-08-27",29.41
"870","2015-08-28",29.85
"871","2015-08-31",29.51
"872","2015-09-01",27.940001
"873","2015-09-02",29.049999
"874","2015-09-03",29.799999
"875","2015-09-04",29.24
"876","2015-09-08",31.27
"877","2015-09-09",29.76
"878","2015-09-10",29.790001
"879","2015-09-11",30.68
"880","2015-09-14",29.969999
"881","2015-09-15",31.139999
"882","2015-09-16",31.33
"883","2015-09-17",31.15
"884","2015-09-18",30.059999
"885","2015-09-21",29.940001
"886","2015-09-22",29.959999
"887","2015-09-23",29.809999
"888","2015-09-24",29.91
"889","2015-09-25",29.09
"890","2015-09-28",28.57
"891","2015-09-29",28.42
"892","2015-09-30",28.99
"893","2015-10-01",28.16
"894","2015-10-02",28.77
"895","2015-10-05",29.4
"896","2015-10-06",30.07
"897","2015-10-07",31.040001
"898","2015-10-08",30.24
"899","2015-10-09",30.190001
"900","2015-10-12",30.559999
"901","2015-10-13",30.35
"902","2015-10-14",31.190001
"903","2015-10-15",32.459999
"904","2015-10-16",32.869999
"905","2015-10-19",33.119999
"906","2015-10-20",33.41
"907","2015-10-21",32.849998
"908","2015-10-22",33.860001
"909","2015-10-23",35.599998
"910","2015-10-26",34.490002
"911","2015-10-27",34.779999
"912","2015-10-28",35.790001
"913","2015-10-29",33.080002
"914","2015-10-30",33.740002
"915","2015-11-02",33.18
"916","2015-11-03",32.759998
"917","2015-11-04",32.610001
"918","2015-11-05",32.419998
"919","2015-11-06",34.009998
"920","2015-11-09",34.509998
"921","2015-11-10",33.490002
"922","2015-11-11",33.09
"923","2015-11-12",32.209999
"924","2015-11-13",32.099998
"925","2015-11-16",31.540001
"926","2015-11-17",31.540001
"927","2015-11-18",32.799999
"928","2015-11-19",35.75
"929","2015-11-20",37.169998
"930","2015-11-23",35.849998
"931","2015-11-24",35.360001
"932","2015-11-25",36.580002
"933","2015-11-27",36.32
"934","2015-11-30",36.950001
"935","2015-12-01",36.73
"936","2015-12-02",36.66
"937","2015-12-03",36.700001
"938","2015-12-04",36.509998
"939","2015-12-07",35.139999
"940","2015-12-08",35.43
"941","2015-12-09",35.889999
"942","2015-12-10",37.34
"943","2015-12-11",36.82
"944","2015-12-14",37.139999
"945","2015-12-15",37.470001
"946","2015-12-16",36.970001
"947","2015-12-17",38.040001
"948","2015-12-18",38.740002
"949","2015-12-21",38.970001
"950","2015-12-22",39.77
"951","2015-12-23",39.950001
"952","2015-12-24",41.099998
"953","2015-12-28",41.25
"954","2015-12-29",42.169998
"955","2015-12-30",41.759998
"956","2015-12-31",40.889999
"957","2016-01-04",39.5
"958","2016-01-05",38.200001
"959","2016-01-06",37.650002
"960","2016-01-07",36.130001
"961","2016-01-08",34.77
"962","2016-01-11",35.389999
"963","2016-01-12",37.98
"964","2016-01-13",36.110001
"965","2016-01-14",36.68
"966","2016-01-15",35.549999
"967","2016-01-19",36.18
"968","2016-01-20",37.630001
"969","2016-01-21",39.279999
"970","2016-01-22",40.900002
"971","2016-01-25",39.110001
"972","2016-01-26",40.07
"973","2016-01-27",38.349998
"974","2016-01-28",39.689999
"975","2016-01-29",38.5
