"","date","LUNA"
"195","2007-10-10",4.87
"196","2007-10-11",4.4
"197","2007-10-12",4.55
"198","2007-10-15",4.46
"199","2007-10-16",4.46
"200","2007-10-17",4.74
"201","2007-10-18",4.79
"202","2007-10-19",4.75
"203","2007-10-22",4.53
"204","2007-10-23",4.93
"205","2007-10-24",5.64
"206","2007-10-25",5.48
"207","2007-10-26",5.53
"208","2007-10-29",6.36
"209","2007-10-30",7.09
"210","2007-10-31",7.09
"211","2007-11-01",6.82
"212","2007-11-02",6.45
"213","2007-11-05",6.05
"214","2007-11-06",6.6
"215","2007-11-07",6.62
"216","2007-11-08",6.94
"217","2007-11-09",5.91
"218","2007-11-12",6.02
"219","2007-11-13",5.73
"220","2007-11-14",6.48
"221","2007-11-15",6.52
"222","2007-11-16",6.88
"223","2007-11-19",7.51
"224","2007-11-20",7.82
"225","2007-11-21",8.09
"226","2007-11-23",8.25
"227","2007-11-26",8.54
"228","2007-11-27",8.38
"229","2007-11-28",7.96
"230","2007-11-29",8.28
"231","2007-11-30",9.13
"232","2007-12-03",8.2
"233","2007-12-04",8.35
"234","2007-12-05",8.16
"235","2007-12-06",7.79
"236","2007-12-07",7.63
"237","2007-12-10",8.08
"238","2007-12-11",7.51
"239","2007-12-12",8
"240","2007-12-13",8.35
"241","2007-12-14",8.81
"242","2007-12-17",8.69
"243","2007-12-18",8.43
"244","2007-12-19",8.64
"245","2007-12-20",8.96
"246","2007-12-21",9.13
"247","2007-12-24",9.25
"248","2007-12-26",9.44
"249","2007-12-27",9.53
"250","2007-12-28",8.62
"251","2007-12-31",8.58
"252","2008-01-02",8.32
"253","2008-01-03",8.33
"254","2008-01-04",8.25
"255","2008-01-07",7.8
"256","2008-01-08",7.65
"257","2008-01-09",6.59
"258","2008-01-10",6.75
"259","2008-01-11",6.64
"260","2008-01-14",6.95
"261","2008-01-15",7.08
"262","2008-01-16",6.86
"263","2008-01-17",6.65
"264","2008-01-18",6.47
"265","2008-01-22",6.02
"266","2008-01-23",5.76
"267","2008-01-24",5.8
"268","2008-01-25",5.87
"269","2008-01-28",6.02
"270","2008-01-29",6.12
"271","2008-01-30",6.2
"272","2008-01-31",5.88
"273","2008-02-01",6.11
"274","2008-02-04",6.5
"275","2008-02-05",6.4
"276","2008-02-06",6.58
"277","2008-02-07",6.47
"278","2008-02-08",6.55
"279","2008-02-11",6.43
"280","2008-02-12",6.56
"281","2008-02-13",7.28
"282","2008-02-14",7.02
"283","2008-02-15",7.13
"284","2008-02-19",6.85
"285","2008-02-20",6.75
"286","2008-02-21",6.7
"287","2008-02-22",6.8
"288","2008-02-25",6.82
"289","2008-02-26",6.71
"290","2008-02-27",6.67
"291","2008-02-28",6.55
"292","2008-02-29",6.73
"293","2008-03-03",6.74
"294","2008-03-04",6.67
"295","2008-03-05",6.16
"296","2008-03-06",5.14
"297","2008-03-07",5.16
"298","2008-03-10",5.05
"299","2008-03-11",5.15
"300","2008-03-12",5.4
"301","2008-03-13",5.05
"302","2008-03-14",5.05
"303","2008-03-17",4.95
"304","2008-03-18",4.9
"305","2008-03-19",4.78
"306","2008-03-20",4.93
"307","2008-03-24",4.96
"308","2008-03-25",5.74
"309","2008-03-26",6.14
"310","2008-03-27",7.1
"311","2008-03-28",7.55
"312","2008-03-31",7.99
"313","2008-04-01",7.81
"314","2008-04-02",7.79
"315","2008-04-03",7.95
"316","2008-04-04",8.04
"317","2008-04-07",8.1
"318","2008-04-08",8.49
"319","2008-04-09",8.22
"320","2008-04-10",7.86
"321","2008-04-11",7.26
"322","2008-04-14",7.12
"323","2008-04-15",6.96
"324","2008-04-16",7.19
"325","2008-04-17",7.15
"326","2008-04-18",7.17
"327","2008-04-21",7.17
"328","2008-04-22",7.27
"329","2008-04-23",7.14
"330","2008-04-24",7.09
"331","2008-04-25",7.35
"332","2008-04-28",6.85
"333","2008-04-29",7.22
"334","2008-04-30",6.91
"335","2008-05-01",7.05
"336","2008-05-02",6.99
"337","2008-05-05",7.01
"338","2008-05-06",7.13
"339","2008-05-07",7.15
"340","2008-05-08",7
"341","2008-05-09",7.57
"342","2008-05-12",7.37
"343","2008-05-13",7.95
"344","2008-05-14",8.26
"345","2008-05-15",8.04
"346","2008-05-16",7.98
"347","2008-05-19",7.96
"348","2008-05-20",7.72
"349","2008-05-21",7.98
"350","2008-05-22",8
"351","2008-05-23",7.79
"352","2008-05-27",7.94
"353","2008-05-28",7.97
"354","2008-05-29",7.93
"355","2008-05-30",7.83
"356","2008-06-02",7.55
"357","2008-06-03",7.52
"358","2008-06-04",7.76
"359","2008-06-05",7.82
"360","2008-06-06",7.68
"361","2008-06-09",7.67
"362","2008-06-10",7.4
"363","2008-06-11",6.73
"364","2008-06-12",6.78
"365","2008-06-13",6.49
"366","2008-06-16",6.5
"367","2008-06-17",6.19
"368","2008-06-18",6.09
"369","2008-06-19",6.17
"370","2008-06-20",6.23
"371","2008-06-23",5.82
"372","2008-06-24",5.8
"373","2008-06-25",5.93
"374","2008-06-26",4.88
"375","2008-06-27",3.86
"376","2008-06-30",4.62
"377","2008-07-01",4.65
"378","2008-07-02",4.69
"379","2008-07-03",4.65
"380","2008-07-07",4.68
"381","2008-07-08",4.63
"382","2008-07-09",4.58
"383","2008-07-10",4.89
"384","2008-07-11",4.87
"385","2008-07-14",4.87
"386","2008-07-15",4.7
"387","2008-07-16",5.02
"388","2008-07-17",5.09
"389","2008-07-18",5.6
"390","2008-07-21",5.75
"391","2008-07-22",5.63
"392","2008-07-23",5.26
"393","2008-07-24",5.01
"394","2008-07-25",5.25
"395","2008-07-28",5.22
"396","2008-07-29",5.52
"397","2008-07-30",5.51
"398","2008-07-31",5.38
"399","2008-08-01",5.44
"400","2008-08-04",5.11
"401","2008-08-05",5.5
"402","2008-08-06",5.18
"403","2008-08-07",4.93
"404","2008-08-08",4.92
"405","2008-08-11",4.89
"406","2008-08-12",5.15
"407","2008-08-13",5.06
"408","2008-08-14",5.16
"409","2008-08-15",5.31
"410","2008-08-18",5.55
"411","2008-08-19",5.8
"412","2008-08-20",5.79
"413","2008-08-21",5.7
"414","2008-08-22",5.79
"415","2008-08-25",5.68
"416","2008-08-26",5.69
"417","2008-08-27",5.86
"418","2008-08-28",6.19
"419","2008-08-29",6.18
"420","2008-09-02",6.28
"421","2008-09-03",6.25
"422","2008-09-04",6
"423","2008-09-05",5.99
"424","2008-09-08",5.35
"425","2008-09-09",5.03
"426","2008-09-10",5.11
"427","2008-09-11",4.81
"428","2008-09-12",4.85
"429","2008-09-15",4.65
"430","2008-09-16",4.25
"431","2008-09-17",4.3
"432","2008-09-18",4.05
"433","2008-09-19",4.15
"434","2008-09-22",4.36
"435","2008-09-23",4.25
"436","2008-09-24",4.21
"437","2008-09-25",4.33
"438","2008-09-26",4.22
"439","2008-09-29",3.47
"440","2008-09-30",3.92
"441","2008-10-01",4.04
"442","2008-10-02",4.04
"443","2008-10-03",3.34
"444","2008-10-06",2.97
"445","2008-10-07",2.71
"446","2008-10-08",2.58
"447","2008-10-09",2.79
"448","2008-10-10",3.04
"449","2008-10-13",3.23
"450","2008-10-14",3.29
"451","2008-10-15",3.28
"452","2008-10-16",3.27
"453","2008-10-17",3.39
"454","2008-10-20",3.35
"455","2008-10-21",3.35
"456","2008-10-22",3.29
"457","2008-10-23",3.29
"458","2008-10-24",3.16
"459","2008-10-27",2.73
"460","2008-10-28",2.51
"461","2008-10-29",2.52
"462","2008-10-30",2.7
"463","2008-10-31",2.63
"464","2008-11-03",2.54
"465","2008-11-04",2.87
"466","2008-11-05",2.6
"467","2008-11-06",2.59
"468","2008-11-07",2.57
"469","2008-11-10",2.67
"470","2008-11-11",2.72
"471","2008-11-12",2.67
"472","2008-11-13",2.6
"473","2008-11-14",2.45
"474","2008-11-17",2.41
"475","2008-11-18",2.48
"476","2008-11-19",2.41
"477","2008-11-20",2.38
"478","2008-11-21",2.28
"479","2008-11-24",2.25
"480","2008-11-25",2.25
"481","2008-11-26",2.23
"482","2008-11-28",2.21
"483","2008-12-01",2.23
"484","2008-12-02",2.22
"485","2008-12-03",2.24
"486","2008-12-04",2.26
"487","2008-12-05",2.23
"488","2008-12-08",2.38
"489","2008-12-09",2.14
"490","2008-12-10",2.11
"491","2008-12-11",2.09
"492","2008-12-12",2.13
"493","2008-12-15",2.09
"494","2008-12-16",2.21
"495","2008-12-17",2.13
"496","2008-12-18",2.1
"497","2008-12-19",2
"498","2008-12-22",2
"499","2008-12-23",2.11
"500","2008-12-24",2
"501","2008-12-26",2.01
"502","2008-12-29",1.93
"503","2008-12-30",1.91
"504","2008-12-31",1.92
"505","2009-01-02",2.08
"506","2009-01-05",2.36
"507","2009-01-06",2.28
"508","2009-01-07",2.3
"509","2009-01-08",2.04
"510","2009-01-09",2.2
"511","2009-01-12",2.06
"512","2009-01-13",2.01
"513","2009-01-14",1.98
"514","2009-01-15",1.92
"515","2009-01-16",1.91
"516","2009-01-20",1.82
"517","2009-01-21",1.84
"518","2009-01-22",1.85
"519","2009-01-23",1.8
"520","2009-01-26",1.73
"521","2009-01-27",1.58
"522","2009-01-28",1.58
"523","2009-01-29",1.4
"524","2009-01-30",1.33
"525","2009-02-02",1.25
"526","2009-02-03",1.37
"527","2009-02-04",1.27
"528","2009-02-05",1.25
"529","2009-02-06",1.36
"530","2009-02-09",1.45
"531","2009-02-10",1.54
"532","2009-02-11",1.75
"533","2009-02-12",1.76
"534","2009-02-13",1.8
"535","2009-02-17",1.75
"536","2009-02-18",1.82
"537","2009-02-19",1.84
"538","2009-02-20",1.79
"539","2009-02-23",1.88
"540","2009-02-24",1.7
"541","2009-02-25",1.67
"542","2009-02-26",1.48
"543","2009-02-27",1.67
"544","2009-03-02",1.32
"545","2009-03-03",1.19
"546","2009-03-04",1.33
"547","2009-03-05",1.17
"548","2009-03-06",1.07
"549","2009-03-09",1.13
"550","2009-03-10",1.09
"551","2009-03-11",1.12
"552","2009-03-12",1.2
"553","2009-03-13",1.2
"554","2009-03-16",1.2
"555","2009-03-17",1.19
"556","2009-03-18",1.16
"557","2009-03-19",1.15
"558","2009-03-20",1.09
"559","2009-03-23",1.18
"560","2009-03-24",1.09
"561","2009-03-25",1.15
"562","2009-03-26",1.15
"563","2009-03-27",1.04
"564","2009-03-30",1.01
"565","2009-03-31",1.09
"566","2009-04-01",1.07
"567","2009-04-02",1.03
"568","2009-04-03",1.13
"569","2009-04-06",1.2
"570","2009-04-07",1.3
"571","2009-04-08",1.4
"572","2009-04-09",1.68
"573","2009-04-13",1.73
"574","2009-04-14",1.56
"575","2009-04-15",1.76
"576","2009-04-16",1.74
"577","2009-04-17",1.8
"578","2009-04-20",1.85
"579","2009-04-21",1.83
"580","2009-04-22",1.1
"581","2009-04-23",1.01
"582","2009-04-24",0.92
"583","2009-04-27",0.82
"584","2009-04-28",0.78
"585","2009-04-29",0.73
"586","2009-04-30",0.74
"587","2009-05-01",0.78
"588","2009-05-04",0.75
"589","2009-05-05",0.74
"590","2009-05-06",0.78
"591","2009-05-07",0.84
"592","2009-05-08",0.78
"593","2009-05-11",0.78
"594","2009-05-12",0.82
"595","2009-05-13",0.78
"596","2009-05-14",0.72
"597","2009-05-15",0.71
"598","2009-05-18",0.67
"599","2009-05-19",0.69
"600","2009-05-20",0.69
"601","2009-05-21",0.67
"602","2009-05-22",0.62
"603","2009-05-26",0.59
"604","2009-05-27",0.58
"605","2009-05-28",0.6
"606","2009-05-29",0.54
"607","2009-06-01",0.55
"608","2009-06-02",0.48
"609","2009-06-03",0.49
"610","2009-06-04",0.46
"611","2009-06-05",0.45
"612","2009-06-08",0.45
"613","2009-06-09",0.46
"614","2009-06-10",0.59
"615","2009-06-11",0.65
"616","2009-06-12",0.63
"617","2009-06-15",0.6
"618","2009-06-16",0.6
"619","2009-06-17",0.58
"620","2009-06-18",0.59
"621","2009-06-19",0.55
"622","2009-06-22",0.51
"623","2009-06-23",0.47
"624","2009-06-24",0.43
"625","2009-06-25",0.46
"626","2009-06-26",0.49
"627","2009-06-29",0.49
"628","2009-06-30",0.5
"629","2009-07-01",0.53
"630","2009-07-02",0.5
"631","2009-07-06",0.47
"632","2009-07-07",0.5
"633","2009-07-08",0.59
"634","2009-07-09",0.55
"635","2009-07-10",0.56
"636","2009-07-13",0.53
"637","2009-07-14",0.5
"638","2009-07-15",0.55
"639","2009-07-16",0.53
"640","2009-07-17",0.33
"641","2009-07-20",0.31
"642","2009-07-21",0.3
"643","2009-07-22",0.35
"644","2009-07-23",0.35
"645","2009-07-24",0.4
"646","2009-07-27",0.43
"647","2009-07-28",0.41
"648","2009-07-29",0.42
"649","2009-07-30",0.37
"650","2009-07-31",0.39
"651","2009-08-03",0.39
"652","2009-08-04",0.39
"653","2009-08-05",0.35
"654","2009-08-06",0.4
"655","2009-08-07",0.4
"656","2009-08-10",0.38
"657","2009-08-11",0.36
"658","2009-08-12",0.38
"659","2009-08-13",0.38
"660","2009-08-14",0.37
"661","2009-08-17",0.37
"662","2009-08-18",0.34
"663","2009-08-19",0.35
"664","2009-08-20",0.38
"665","2009-08-21",0.56
"666","2009-08-24",0.79
"667","2009-08-25",0.71
"668","2009-08-26",0.75
"669","2009-08-27",0.71
"670","2009-08-28",0.62
"671","2009-08-31",0.57
"672","2009-09-01",0.51
"673","2009-09-02",0.5
"674","2009-09-03",0.7
"675","2009-09-04",0.7
"676","2009-09-08",0.7
"677","2009-09-09",0.65
"678","2009-09-10",0.59
"679","2009-09-11",0.68
"680","2009-09-14",0.61
"681","2009-09-15",0.64
"682","2009-09-16",0.6
"683","2009-09-17",0.6
"684","2009-09-18",0.6
"685","2009-09-21",0.79
"686","2009-09-22",1.17
"687","2009-09-23",1.11
"688","2009-09-24",1.12
"689","2009-09-25",2.18
"690","2009-09-28",2.59
"691","2009-09-29",2.53
"692","2009-09-30",2.15
"693","2009-10-01",1.8
"694","2009-10-02",2.15
"695","2009-10-05",2.1
"696","2009-10-06",1.97
"697","2009-10-07",1.91
"698","2009-10-08",2.13
"699","2009-10-09",1.99
"700","2009-10-12",2.05
"701","2009-10-13",2
"702","2009-10-14",1.98
"703","2009-10-15",1.92
"704","2009-10-16",1.94
"705","2009-10-19",1.88
"706","2009-10-20",1.8
"707","2009-10-21",1.72
"708","2009-10-22",1.58
"709","2009-10-23",1.64
"710","2009-10-26",1.62
"711","2009-10-27",1.55
"712","2009-10-28",1.32
"713","2009-10-29",1.27
"714","2009-10-30",1.15
"715","2009-11-02",1.32
"716","2009-11-03",1.3
"717","2009-11-04",1.4
"718","2009-11-05",1.53
"719","2009-11-06",1.53
"720","2009-11-09",1.43
"721","2009-11-10",1.35
"722","2009-11-11",1.39
"723","2009-11-12",1.52
"724","2009-11-13",1.59
"725","2009-11-16",1.47
"726","2009-11-17",1.42
"727","2009-11-18",1.54
"728","2009-11-19",1.5
"729","2009-11-20",1.38
"730","2009-11-23",1.4
"731","2009-11-24",1.39
"732","2009-11-25",1.34
"733","2009-11-27",1.34
"734","2009-11-30",1.2
"735","2009-12-01",1.28
"736","2009-12-02",1.31
"737","2009-12-03",1.38
"738","2009-12-04",1.35
"739","2009-12-07",1.34
"740","2009-12-08",1.33
"741","2009-12-09",1.34
"742","2009-12-10",1.49
"743","2009-12-11",1.47
"744","2009-12-14",2.38
"745","2009-12-15",2.25
"746","2009-12-16",1.92
"747","2009-12-17",1.81
"748","2009-12-18",1.74
"749","2009-12-21",1.9
"750","2009-12-22",1.84
"751","2009-12-23",2.06
"752","2009-12-24",2.22
"753","2009-12-28",1.97
"754","2009-12-29",1.78
"755","2009-12-30",2.16
"756","2009-12-31",2.14
"757","2010-01-04",2.2
"758","2010-01-05",2.36
"759","2010-01-06",2.65
"760","2010-01-07",2.62
"761","2010-01-08",4.5
"762","2010-01-11",3.66
"763","2010-01-12",4.43
"764","2010-01-13",3.95
"765","2010-01-14",3.84
"766","2010-01-15",3.7
"767","2010-01-19",3.52
"768","2010-01-20",3.45
"769","2010-01-21",3.28
"770","2010-01-22",3.37
"771","2010-01-25",3.22
"772","2010-01-26",3.11
"773","2010-01-27",2.91
"774","2010-01-28",2.77
"775","2010-01-29",2.83
"776","2010-02-01",3.1
"777","2010-02-02",2.95
"778","2010-02-03",3.09
"779","2010-02-04",3.07
"780","2010-02-05",2.98
"781","2010-02-08",2.99
"782","2010-02-09",2.87
"783","2010-02-10",2.86
"784","2010-02-11",2.93
"785","2010-02-12",2.8
"786","2010-02-16",2.76
"787","2010-02-17",3.3
"788","2010-02-18",2.95
"789","2010-02-19",3.29
"790","2010-02-22",3.39
"791","2010-02-23",3.14
"792","2010-02-24",3.1
"793","2010-02-25",3.1
"794","2010-02-26",3.22
"795","2010-03-01",3.11
"796","2010-03-02",3.19
"797","2010-03-03",3.28
"798","2010-03-04",3.31
"799","2010-03-05",3.15
"800","2010-03-08",3.06
"801","2010-03-09",2.96
"802","2010-03-10",2.98
"803","2010-03-11",3
"804","2010-03-12",3.03
"805","2010-03-15",3
"806","2010-03-16",2.95
"807","2010-03-17",2.72
"808","2010-03-18",2.59
"809","2010-03-19",2.6
"810","2010-03-22",2.59
"811","2010-03-23",2.51
"812","2010-03-24",2.42
"813","2010-03-25",2.6
"814","2010-03-26",2.52
"815","2010-03-29",2.5
"816","2010-03-30",2.44
"817","2010-03-31",2.29
"818","2010-04-01",2.18
"819","2010-04-05",2.22
"820","2010-04-06",2.23
"821","2010-04-07",2.26
"822","2010-04-08",2.28
"823","2010-04-09",2.32
"824","2010-04-12",2.37
"825","2010-04-13",2.36
"826","2010-04-14",2.41
"827","2010-04-15",2.36
"828","2010-04-16",2.31
"829","2010-04-19",2.27
"830","2010-04-20",2.24
"831","2010-04-21",2.2
"832","2010-04-22",2.18
"833","2010-04-23",2.1
"834","2010-04-26",2.3
"835","2010-04-27",2.51
"836","2010-04-28",2.46
"837","2010-04-29",2.3
"838","2010-04-30",2.2
"839","2010-05-03",2.39
"840","2010-05-04",2.38
"841","2010-05-05",2.26
"842","2010-05-06",2.2
"843","2010-05-07",2.19
"844","2010-05-10",2.35
"845","2010-05-11",2.3
"846","2010-05-12",2.25
"847","2010-05-13",2.19
"848","2010-05-14",2.32
"849","2010-05-17",2.29
"850","2010-05-18",2.21
"851","2010-05-19",2.19
"852","2010-05-20",2.01
"853","2010-05-21",2.07
"854","2010-05-24",2.05
"855","2010-05-25",2.05
"856","2010-05-26",2.09
"857","2010-05-27",2.23
"858","2010-05-28",2.33
"859","2010-06-01",2.38
"860","2010-06-02",2.35
"861","2010-06-03",2.32
"862","2010-06-04",2.31
"863","2010-06-07",2.24
"864","2010-06-08",2.16
"865","2010-06-09",2.05
"866","2010-06-10",2.1
"867","2010-06-11",2.06
"868","2010-06-14",2.15
"869","2010-06-15",2.14
"870","2010-06-16",2.14
"871","2010-06-17",2.11
"872","2010-06-18",2.15
"873","2010-06-21",2.42
"874","2010-06-22",2.44
"875","2010-06-23",2.2
"876","2010-06-24",2.35
"877","2010-06-25",2.39
"878","2010-06-28",2.34
"879","2010-06-29",2.25
"880","2010-06-30",2.2
"881","2010-07-01",2.16
"882","2010-07-02",2.17
"883","2010-07-06",2.2
"884","2010-07-07",2.14
"885","2010-07-08",2.16
"886","2010-07-09",2.2
"887","2010-07-12",2.14
"888","2010-07-13",2.13
"889","2010-07-14",2.09
"890","2010-07-15",2.05
"891","2010-07-16",2.07
"892","2010-07-19",1.99
"893","2010-07-20",1.87
"894","2010-07-21",1.93
"895","2010-07-22",2.03
"896","2010-07-23",2.12
"897","2010-07-26",2.04
"898","2010-07-27",2.07
"899","2010-07-28",2.1
"900","2010-07-29",2.07
"901","2010-07-30",2.05
"902","2010-08-02",2.14
"903","2010-08-03",2.08
"904","2010-08-04",2.13
"905","2010-08-05",2.05
"906","2010-08-06",2.18
"907","2010-08-09",2.25
"908","2010-08-10",2.15
"909","2010-08-11",2.05
"910","2010-08-12",1.84
"911","2010-08-13",1.85
"912","2010-08-16",1.9
"913","2010-08-17",1.88
"914","2010-08-18",1.87
"915","2010-08-19",1.86
"916","2010-08-20",1.81
"917","2010-08-23",1.78
"918","2010-08-24",1.78
"919","2010-08-25",1.86
"920","2010-08-26",1.86
"921","2010-08-27",1.85
"922","2010-08-30",1.77
"923","2010-08-31",1.8
"924","2010-09-01",1.84
"925","2010-09-02",1.91
"926","2010-09-03",1.9
"927","2010-09-07",2
"928","2010-09-08",2.11
"929","2010-09-09",2.03
"930","2010-09-10",2.04
"931","2010-09-13",2.14
"932","2010-09-14",2.15
"933","2010-09-15",2.15
"934","2010-09-16",2.12
"935","2010-09-17",2
"936","2010-09-20",2.13
"937","2010-09-21",2.1
"938","2010-09-22",2.1
"939","2010-09-23",2.02
"940","2010-09-24",2.1
"941","2010-09-27",2
"942","2010-09-28",2.03
"943","2010-09-29",2.06
"944","2010-09-30",2
"945","2010-10-01",1.91
"946","2010-10-04",1.95
"947","2010-10-05",1.9
"948","2010-10-06",1.87
"949","2010-10-07",1.96
"950","2010-10-08",1.99
"951","2010-10-11",2
"952","2010-10-12",1.95
"953","2010-10-13",1.96
"954","2010-10-14",2
"955","2010-10-15",1.89
"956","2010-10-18",1.9
"957","2010-10-19",1.94
"958","2010-10-20",1.83
"959","2010-10-21",2
"960","2010-10-22",1.85
"961","2010-10-25",1.85
"962","2010-10-26",1.82
"963","2010-10-27",1.8
"964","2010-10-28",1.85
"965","2010-10-29",1.75
"966","2010-11-01",1.82
"967","2010-11-02",2.04
"968","2010-11-03",2.05
"969","2010-11-04",2.07
"970","2010-11-05",2.04
"971","2010-11-08",2.1
"972","2010-11-09",2.1
"973","2010-11-10",1.95
"974","2010-11-11",1.92
"975","2010-11-12",1.79
"976","2010-11-15",1.84
"977","2010-11-16",1.89
"978","2010-11-17",1.91
"979","2010-11-18",1.94
"980","2010-11-19",1.89
"981","2010-11-22",1.9
"982","2010-11-23",1.89
"983","2010-11-24",1.8
"984","2010-11-26",1.84
"985","2010-11-29",1.95
"986","2010-11-30",1.89
"987","2010-12-01",1.83
"988","2010-12-02",1.8
"989","2010-12-03",1.82
"990","2010-12-06",1.83
"991","2010-12-07",1.82
"992","2010-12-08",1.84
"993","2010-12-09",1.81
"994","2010-12-10",1.79
"995","2010-12-13",1.76
"996","2010-12-14",1.72
"997","2010-12-15",1.72
"998","2010-12-16",1.75
"999","2010-12-17",1.75
"1000","2010-12-20",1.85
"1001","2010-12-21",1.79
