"","date","CCNE"
"75","2007-04-20",13.85
"76","2007-04-23",13.85
"77","2007-04-24",14
"78","2007-04-25",13.85
"79","2007-04-26",13.85
"80","2007-04-27",13.95
"81","2007-04-30",14
"82","2007-05-01",14.01
"83","2007-05-02",13.92
"84","2007-05-03",13.9
"85","2007-05-04",13.95
"86","2007-05-07",14.02
"87","2007-05-08",13.95
"88","2007-05-09",13.88
"89","2007-05-10",13.85
"90","2007-05-11",13.92
"91","2007-05-14",14
"92","2007-05-15",13.85
"93","2007-05-16",14
"94","2007-05-17",14.01
"95","2007-05-18",13.97
"96","2007-05-21",14.12
"97","2007-05-22",14.01
"98","2007-05-23",14.01
"99","2007-05-24",13.94
"100","2007-05-25",13.94
"101","2007-05-29",14.13
"102","2007-05-30",14
"103","2007-05-31",14.25
"104","2007-06-01",14.25
"105","2007-06-04",14.06
"106","2007-06-05",14.06
"107","2007-06-06",13.9
"108","2007-06-07",13.88
"109","2007-06-08",14.19
"110","2007-06-11",14.19
"111","2007-06-12",13.9
"112","2007-06-13",14.2
"113","2007-06-14",14.19
"114","2007-06-15",13.9
"115","2007-06-18",14.18
"116","2007-06-19",14.08
"117","2007-06-20",14.1
"118","2007-06-21",14.18
"119","2007-06-22",14.19
"120","2007-06-25",13.9
"121","2007-06-26",13.9
"122","2007-06-27",13.9
"123","2007-06-28",14.14
"124","2007-06-29",14.13
"125","2007-07-02",14.13
"126","2007-07-03",13.86
"127","2007-07-05",13.85
"128","2007-07-06",13.85
"129","2007-07-09",13.9
"130","2007-07-10",13.82
"131","2007-07-11",14
"132","2007-07-12",14
"133","2007-07-13",14
"134","2007-07-16",13.84
"135","2007-07-17",13.84
"136","2007-07-18",14.1
"137","2007-07-19",14.09
"138","2007-07-20",13.85
"139","2007-07-23",13.8
"140","2007-07-24",13.46
"141","2007-07-25",13.48
"142","2007-07-26",13.72
"143","2007-07-27",13.48
"144","2007-07-30",13.3
"145","2007-07-31",13.26
"146","2007-08-01",13.4
"147","2007-08-02",13.4
"148","2007-08-03",13.26
"149","2007-08-06",12.9
"150","2007-08-07",12.9
"151","2007-08-08",12.75
"152","2007-08-09",12.5
"153","2007-08-10",12.5
"154","2007-08-13",12.5
"155","2007-08-14",12.6
"156","2007-08-15",12.6
"157","2007-08-16",12.82
"158","2007-08-17",12.69
"159","2007-08-20",13.69
"160","2007-08-21",14.13
"161","2007-08-22",14
"162","2007-08-23",13.75
"163","2007-08-24",14.05
"164","2007-08-27",13.85
"165","2007-08-28",13.8
"166","2007-08-29",13.8
"167","2007-08-30",13.85
"168","2007-08-31",13.7
"169","2007-09-04",14.08
"170","2007-09-05",14.08
"171","2007-09-06",13.99
"172","2007-09-07",13.42
"173","2007-09-10",13.42
"174","2007-09-11",14
"175","2007-09-12",13.5
"176","2007-09-13",14
"177","2007-09-14",14.15
"178","2007-09-17",14.15
"179","2007-09-18",14.15
"180","2007-09-19",14.15
"181","2007-09-20",14.15
"182","2007-09-21",14
"183","2007-09-24",13.9
"184","2007-09-25",13.98
"185","2007-09-26",13.9
"186","2007-09-27",13.9
"187","2007-09-28",14.2
"188","2007-10-01",13.95
"189","2007-10-02",13.6
"190","2007-10-03",13.53
"191","2007-10-04",13.81
"192","2007-10-05",13.65
"193","2007-10-08",13.65
"194","2007-10-09",13.65
"195","2007-10-10",13.78
"196","2007-10-11",13.83
"197","2007-10-12",13.95
"198","2007-10-15",13.38
"199","2007-10-16",13.38
"200","2007-10-17",13.41
"201","2007-10-18",13.44
"202","2007-10-19",13.63
"203","2007-10-22",13.4
"204","2007-10-23",13.24
"205","2007-10-24",13.24
"206","2007-10-25",13.59
"207","2007-10-26",13.59
"208","2007-10-29",13.24
"209","2007-10-30",13.24
"210","2007-10-31",13.22
"211","2007-11-01",13
"212","2007-11-02",13.05
"213","2007-11-05",13.2
"214","2007-11-06",13.15
"215","2007-11-07",13.28
"216","2007-11-08",13.34
"217","2007-11-09",13.34
"218","2007-11-12",13.25
"219","2007-11-13",13.42
"220","2007-11-14",13.42
"221","2007-11-15",13.4
"222","2007-11-16",13.15
"223","2007-11-19",13.5
"224","2007-11-20",13.5
"225","2007-11-21",13.5
"226","2007-11-23",13.4
"227","2007-11-26",13.45
"228","2007-11-27",13.11
"229","2007-11-28",13.01
"230","2007-11-29",13.18
"231","2007-11-30",13.5
"232","2007-12-03",13.18
"233","2007-12-04",13.19
"234","2007-12-05",13.85
"235","2007-12-06",13.85
"236","2007-12-07",13.85
"237","2007-12-10",13.85
"238","2007-12-11",13.47
"239","2007-12-12",13.57
"240","2007-12-13",13.9
"241","2007-12-14",13.89
"242","2007-12-17",13.72
"243","2007-12-18",13.9
"244","2007-12-19",13.88
"245","2007-12-20",13.78
"246","2007-12-21",13.78
"247","2007-12-24",13.73
"248","2007-12-26",13.88
"249","2007-12-27",13.22
"250","2007-12-28",13.53
"251","2007-12-31",13.55
"252","2008-01-02",13.37
"253","2008-01-03",13.38
"254","2008-01-04",13.45
"255","2008-01-07",13.1
"256","2008-01-08",13.1
"257","2008-01-09",13.37
"258","2008-01-10",13.15
"259","2008-01-11",13.38
"260","2008-01-14",13.55
"261","2008-01-15",13.5
"262","2008-01-16",13.38
"263","2008-01-17",13.54
"264","2008-01-18",13.35
"265","2008-01-22",13.35
"266","2008-01-23",13.38
"267","2008-01-24",13.25
"268","2008-01-25",13.25
"269","2008-01-28",13.25
"270","2008-01-29",13.25
"271","2008-01-30",13.59
"272","2008-01-31",13.6
"273","2008-02-01",13.57
"274","2008-02-04",13.57
"275","2008-02-05",13.57
"276","2008-02-06",13.6
"277","2008-02-07",13.75
"278","2008-02-08",13.75
"279","2008-02-11",13.75
"280","2008-02-12",13.91
"281","2008-02-13",14.05
"282","2008-02-14",14.05
"283","2008-02-15",13.94
"284","2008-02-19",13.94
"285","2008-02-20",13.95
"286","2008-02-21",14.15
"287","2008-02-22",14.15
"288","2008-02-25",14
"289","2008-02-26",13.99
"290","2008-02-27",13.95
"291","2008-02-28",13.95
"292","2008-02-29",13.98
"293","2008-03-03",13.98
"294","2008-03-04",13.95
"295","2008-03-05",13.91
"296","2008-03-06",13.91
"297","2008-03-07",13.94
"298","2008-03-10",13.95
"299","2008-03-11",13.95
"300","2008-03-12",13.95
"301","2008-03-13",13.94
"302","2008-03-14",13.93
"303","2008-03-17",14
"304","2008-03-18",13.75
"305","2008-03-19",13.75
"306","2008-03-20",13.71
"307","2008-03-24",14.05
"308","2008-03-25",14.05
"309","2008-03-26",14.04
"310","2008-03-27",14.05
"311","2008-03-28",14.2
"312","2008-03-31",14.2
"313","2008-04-01",14.1
"314","2008-04-02",14.16
"315","2008-04-03",14.2
"316","2008-04-04",13.62
"317","2008-04-07",14.16
"318","2008-04-08",14.16
"319","2008-04-09",13.51
"320","2008-04-10",14.25
"321","2008-04-11",14.25
"322","2008-04-14",14.25
"323","2008-04-15",14.24
"324","2008-04-16",14.24
"325","2008-04-17",14.24
"326","2008-04-18",14.19
"327","2008-04-21",14.04
"328","2008-04-22",14.19
"329","2008-04-23",14.13
"330","2008-04-24",14.16
"331","2008-04-25",14.1
"332","2008-04-28",14.05
"333","2008-04-29",14.1
"334","2008-04-30",13.99
"335","2008-05-01",13.85
"336","2008-05-02",14.13
"337","2008-05-05",14.05
"338","2008-05-06",14.19
"339","2008-05-07",14.24
"340","2008-05-08",14.15
"341","2008-05-09",14.18
"342","2008-05-12",14.18
"343","2008-05-13",14.15
"344","2008-05-14",14.15
"345","2008-05-15",14.15
"346","2008-05-16",14
"347","2008-05-19",13.95
"348","2008-05-20",14
"349","2008-05-21",14
"350","2008-05-22",13.99
"351","2008-05-23",14.02
"352","2008-05-27",14.25
"353","2008-05-28",14.25
"354","2008-05-29",14.24
"355","2008-05-30",14.24
"356","2008-06-02",14.15
"357","2008-06-03",14.14
"358","2008-06-04",14.14
"359","2008-06-05",14.15
"360","2008-06-06",14.15
"361","2008-06-09",14.14
"362","2008-06-10",13.99
"363","2008-06-11",14.05
"364","2008-06-12",14.03
"365","2008-06-13",14.18
"366","2008-06-16",14.2
"367","2008-06-17",14.2
"368","2008-06-18",14
"369","2008-06-19",13.88
"370","2008-06-20",13.9
"371","2008-06-23",14.2
"372","2008-06-24",14.18
"373","2008-06-25",14.2
"374","2008-06-26",14.15
"375","2008-06-27",14
"376","2008-06-30",14.14
"377","2008-07-01",14.15
"378","2008-07-02",14.15
"379","2008-07-03",13.97
"380","2008-07-07",13.93
"381","2008-07-08",13.88
"382","2008-07-09",13.91
"383","2008-07-10",14.04
"384","2008-07-11",13.99
"385","2008-07-14",13.51
"386","2008-07-15",13.77
"387","2008-07-16",13.7
"388","2008-07-17",13.51
"389","2008-07-18",13.52
"390","2008-07-21",13.52
"391","2008-07-22",13.56
"392","2008-07-23",13.33
"393","2008-07-24",13.9
"394","2008-07-25",14.09
"395","2008-07-28",13.94
"396","2008-07-29",14.12
"397","2008-07-30",13.87
"398","2008-07-31",13.89
"399","2008-08-01",13.89
"400","2008-08-04",13.99
"401","2008-08-05",14
"402","2008-08-06",14.12
"403","2008-08-07",13.97
"404","2008-08-08",13.97
"405","2008-08-11",14
"406","2008-08-12",14
"407","2008-08-13",14.18
"408","2008-08-14",14.02
"409","2008-08-15",14
"410","2008-08-18",14.18
"411","2008-08-19",14
"412","2008-08-20",14
"413","2008-08-21",14
"414","2008-08-22",14
"415","2008-08-25",14.1
"416","2008-08-26",13.99
"417","2008-08-27",13.62
"418","2008-08-28",13.46
"419","2008-08-29",13.38
"420","2008-09-02",13.38
"421","2008-09-03",13.38
"422","2008-09-04",13.5
"423","2008-09-05",13.64
"424","2008-09-08",13.25
"425","2008-09-09",13.21
"426","2008-09-10",13.11
"427","2008-09-11",13.12
"428","2008-09-12",13.18
"429","2008-09-15",13.2
"430","2008-09-16",13.01
"431","2008-09-17",13
"432","2008-09-18",12.87
"433","2008-09-19",13.05
"434","2008-09-22",12.75
"435","2008-09-23",12.73
"436","2008-09-24",12.25
"437","2008-09-25",12.6
"438","2008-09-26",12.49
"439","2008-09-29",12.04
"440","2008-09-30",10.96
"441","2008-10-01",10.92
"442","2008-10-02",11.79
"443","2008-10-03",11.88
"444","2008-10-06",9.7
"445","2008-10-07",9.04
"446","2008-10-08",9.5
"447","2008-10-09",9.8
"448","2008-10-10",11
"449","2008-10-13",11.49
"450","2008-10-14",10.62
"451","2008-10-15",10.62
"452","2008-10-16",10.55
"453","2008-10-17",11.51
"454","2008-10-20",11.85
"455","2008-10-21",11.79
"456","2008-10-22",11.79
"457","2008-10-23",12.8
"458","2008-10-24",12.5
"459","2008-10-27",12.44
"460","2008-10-28",12.39
"461","2008-10-29",12.3
"462","2008-10-30",11.66
"463","2008-10-31",12.8
"464","2008-11-03",12.5
"465","2008-11-04",12.5
"466","2008-11-05",12
"467","2008-11-06",11.12
"468","2008-11-07",12.49
"469","2008-11-10",12.49
"470","2008-11-11",12.49
"471","2008-11-12",12.4
"472","2008-11-13",12.49
"473","2008-11-14",12.68
"474","2008-11-17",12.39
"475","2008-11-18",12.27
"476","2008-11-19",12.17
"477","2008-11-20",10.79
"478","2008-11-21",11.56
"479","2008-11-24",11.05
"480","2008-11-25",12.29
"481","2008-11-26",11.5
"482","2008-11-28",11.89
"483","2008-12-01",11.6
"484","2008-12-02",12.07
"485","2008-12-03",11.5
"486","2008-12-04",11.94
"487","2008-12-05",11.94
"488","2008-12-08",11.94
"489","2008-12-09",11.89
"490","2008-12-10",11.45
"491","2008-12-11",10.75
"492","2008-12-12",10.9
"493","2008-12-15",10.72
"494","2008-12-16",10.75
"495","2008-12-17",10.75
"496","2008-12-18",11.16
"497","2008-12-19",10.28
"498","2008-12-22",10.3
"499","2008-12-23",10.43
"500","2008-12-24",10.43
"501","2008-12-26",10.43
"502","2008-12-29",10.15
"503","2008-12-30",10.25
"504","2008-12-31",11.19
"505","2009-01-02",11.26
"506","2009-01-05",11.26
"507","2009-01-06",10.3
"508","2009-01-07",9.97
"509","2009-01-08",10.57
"510","2009-01-09",9.97
"511","2009-01-12",9.97
"512","2009-01-13",10.66
"513","2009-01-14",11.35
"514","2009-01-15",11.4
"515","2009-01-16",10.5
"516","2009-01-20",9.8
"517","2009-01-21",9.95
"518","2009-01-22",10.1
"519","2009-01-23",9.96
"520","2009-01-26",10.74
"521","2009-01-27",10.82
"522","2009-01-28",10.82
"523","2009-01-29",11.46
"524","2009-01-30",11.19
"525","2009-02-02",10.42
"526","2009-02-03",10.06
"527","2009-02-04",10.1
"528","2009-02-05",10.1
"529","2009-02-06",10
"530","2009-02-09",10.12
"531","2009-02-10",9.96
"532","2009-02-11",10.05
"533","2009-02-12",10
"534","2009-02-13",10
"535","2009-02-17",9.31
"536","2009-02-18",9.59
"537","2009-02-19",10.42
"538","2009-02-20",9.95
"539","2009-02-23",9.02
"540","2009-02-24",8.87
"541","2009-02-25",8.69
"542","2009-02-26",8.69
"543","2009-02-27",9
"544","2009-03-02",9
"545","2009-03-03",8.65
"546","2009-03-04",8.8
"547","2009-03-05",8.75
"548","2009-03-06",9.44
"549","2009-03-09",9.44
"550","2009-03-10",9.3
"551","2009-03-11",9.7
"552","2009-03-12",9.35
"553","2009-03-13",9.95
"554","2009-03-16",9.64
"555","2009-03-17",10.05
"556","2009-03-18",10.05
"557","2009-03-19",9.85
"558","2009-03-20",10.5
"559","2009-03-23",10.5
"560","2009-03-24",10.6
"561","2009-03-25",10.55
"562","2009-03-26",10.55
"563","2009-03-27",10.55
"564","2009-03-30",10.49
"565","2009-03-31",9.62
"566","2009-04-01",9.85
"567","2009-04-02",10.2
"568","2009-04-03",10.47
"569","2009-04-06",10.47
"570","2009-04-07",10.47
"571","2009-04-08",10.57
"572","2009-04-09",10.69
"573","2009-04-13",10.48
"574","2009-04-14",10.25
"575","2009-04-15",10.25
"576","2009-04-16",10.05
"577","2009-04-17",10.6
"578","2009-04-20",10.1
"579","2009-04-21",10.62
"580","2009-04-22",10.79
"581","2009-04-23",11.43
"582","2009-04-24",11.14
"583","2009-04-27",11.09
"584","2009-04-28",11
"585","2009-04-29",11.01
"586","2009-04-30",10.7
"587","2009-05-01",11.3
"588","2009-05-04",11.01
"589","2009-05-05",11.1
"590","2009-05-06",11.15
"591","2009-05-07",11.07
"592","2009-05-08",10.92
"593","2009-05-11",11.18
"594","2009-05-12",11.41
"595","2009-05-13",11.62
"596","2009-05-14",11.9
"597","2009-05-15",12.01
"598","2009-05-18",12.07
"599","2009-05-19",11.94
"600","2009-05-20",13.08
"601","2009-05-21",13.18
"602","2009-05-22",13.26
"603","2009-05-26",13.05
"604","2009-05-27",12.88
"605","2009-05-28",13.3
"606","2009-05-29",13.6
"607","2009-06-01",13.3
"608","2009-06-02",13.26
"609","2009-06-03",13.29
"610","2009-06-04",13.47
"611","2009-06-05",13.46
"612","2009-06-08",13.5
"613","2009-06-09",13.59
"614","2009-06-10",13.75
"615","2009-06-11",13.8
"616","2009-06-12",13.85
"617","2009-06-15",14.09
"618","2009-06-16",13.9
"619","2009-06-17",13.98
"620","2009-06-18",13.55
"621","2009-06-19",14.05
"622","2009-06-22",13.56
"623","2009-06-23",13.11
"624","2009-06-24",13.23
"625","2009-06-25",13.45
"626","2009-06-26",15.81
"627","2009-06-29",14.35
"628","2009-06-30",14.17
"629","2009-07-01",15.16
"630","2009-07-02",14.96
"631","2009-07-06",15.95
"632","2009-07-07",15.04
"633","2009-07-08",15.12
"634","2009-07-09",14.64
"635","2009-07-10",14.93
"636","2009-07-13",15.51
"637","2009-07-14",15.56
"638","2009-07-15",15.72
"639","2009-07-16",15.57
"640","2009-07-17",15.07
"641","2009-07-20",15.22
"642","2009-07-21",15.4
"643","2009-07-22",16
"644","2009-07-23",16.889999
"645","2009-07-24",16.969999
"646","2009-07-27",17.25
"647","2009-07-28",17.75
"648","2009-07-29",17.629999
"649","2009-07-30",18
"650","2009-07-31",17.700001
"651","2009-08-03",17.700001
"652","2009-08-04",17.450001
"653","2009-08-05",16.809999
"654","2009-08-06",16.110001
"655","2009-08-07",16.889999
"656","2009-08-10",16.709999
"657","2009-08-11",16.049999
"658","2009-08-12",16.9
"659","2009-08-13",16.82
"660","2009-08-14",16.68
"661","2009-08-17",16.129999
"662","2009-08-18",16.18
"663","2009-08-19",16.629999
"664","2009-08-20",16.65
"665","2009-08-21",16.799999
"666","2009-08-24",16.440001
"667","2009-08-25",16.799999
"668","2009-08-26",16.75
"669","2009-08-27",16.799999
"670","2009-08-28",16.059999
"671","2009-08-31",15.77
"672","2009-09-01",15.29
"673","2009-09-02",15.4
"674","2009-09-03",15.39
"675","2009-09-04",15.97
"676","2009-09-08",15.8
"677","2009-09-09",16
"678","2009-09-10",15.95
"679","2009-09-11",15.85
"680","2009-09-14",15.67
"681","2009-09-15",16
"682","2009-09-16",15.97
"683","2009-09-17",16
"684","2009-09-18",16.67
"685","2009-09-21",16.83
"686","2009-09-22",16.690001
"687","2009-09-23",16.67
"688","2009-09-24",16.790001
"689","2009-09-25",18
"690","2009-09-28",17.969999
"691","2009-09-29",17.85
"692","2009-09-30",17.17
"693","2009-10-01",17.17
"694","2009-10-02",17.16
"695","2009-10-05",17.02
"696","2009-10-06",17.6
"697","2009-10-07",17.370001
"698","2009-10-08",17.4
"699","2009-10-09",17.98
"700","2009-10-12",17.219999
"701","2009-10-13",17.42
"702","2009-10-14",17.58
"703","2009-10-15",18
"704","2009-10-16",17.809999
"705","2009-10-19",18.24
"706","2009-10-20",18.02
"707","2009-10-21",18
"708","2009-10-22",17.52
"709","2009-10-23",16.76
"710","2009-10-26",16.549999
"711","2009-10-27",16.23
"712","2009-10-28",16
"713","2009-10-29",17.41
"714","2009-10-30",15.82
"715","2009-11-02",16.27
"716","2009-11-03",15.58
"717","2009-11-04",14.76
"718","2009-11-05",15.04
"719","2009-11-06",15.36
"720","2009-11-09",15.76
"721","2009-11-10",15.2
"722","2009-11-11",15.43
"723","2009-11-12",15.04
"724","2009-11-13",15.46
"725","2009-11-16",15.77
"726","2009-11-17",16.09
"727","2009-11-18",16.65
"728","2009-11-19",16.280001
"729","2009-11-20",16.440001
"730","2009-11-23",17.309999
"731","2009-11-24",17.440001
"732","2009-11-25",17.02
"733","2009-11-27",16.469999
"734","2009-11-30",16.209999
"735","2009-12-01",16.290001
"736","2009-12-02",15.99
"737","2009-12-03",15.36
"738","2009-12-04",15.92
"739","2009-12-07",16.469999
"740","2009-12-08",16.200001
"741","2009-12-09",16.58
"742","2009-12-10",15.4
"743","2009-12-11",15.09
"744","2009-12-14",15.59
"745","2009-12-15",15.23
"746","2009-12-16",15.46
"747","2009-12-17",15.15
"748","2009-12-18",16.139999
"749","2009-12-21",16.4
"750","2009-12-22",15.91
"751","2009-12-23",15.94
"752","2009-12-24",15.99
"753","2009-12-28",16.290001
"754","2009-12-29",16.26
"755","2009-12-30",16.16
"756","2009-12-31",15.99
"757","2010-01-04",16.58
"758","2010-01-05",16.09
"759","2010-01-06",15.31
"760","2010-01-07",15.19
"761","2010-01-08",15.14
"762","2010-01-11",15.09
"763","2010-01-12",14.98
"764","2010-01-13",15.09
"765","2010-01-14",15.13
"766","2010-01-15",15.18
"767","2010-01-19",15.73
"768","2010-01-20",15.56
"769","2010-01-21",15.1
"770","2010-01-22",15.07
"771","2010-01-25",14.82
"772","2010-01-26",14.78
"773","2010-01-27",15.17
"774","2010-01-28",14.87
"775","2010-01-29",14.96
"776","2010-02-01",15.26
"777","2010-02-02",15.25
"778","2010-02-03",15.08
"779","2010-02-04",14.76
"780","2010-02-05",15.16
"781","2010-02-08",14.83
"782","2010-02-09",14.96
"783","2010-02-10",15.19
"784","2010-02-11",15.39
"785","2010-02-12",15.22
"786","2010-02-16",15.42
"787","2010-02-17",15.66
"788","2010-02-18",15.87
"789","2010-02-19",15.74
"790","2010-02-22",15.92
"791","2010-02-23",16.299999
"792","2010-02-24",16.709999
"793","2010-02-25",16.809999
"794","2010-02-26",16.34
"795","2010-03-01",16.549999
"796","2010-03-02",16.93
"797","2010-03-03",17.690001
"798","2010-03-04",17.690001
"799","2010-03-05",18.059999
"800","2010-03-08",18.5
"801","2010-03-09",18.77
"802","2010-03-10",18.49
"803","2010-03-11",17.639999
"804","2010-03-12",17.48
"805","2010-03-15",17.57
"806","2010-03-16",17.17
"807","2010-03-17",17.209999
"808","2010-03-18",16.559999
"809","2010-03-19",16.290001
"810","2010-03-22",15.94
"811","2010-03-23",15.96
"812","2010-03-24",15.49
"813","2010-03-25",15.66
"814","2010-03-26",15.42
"815","2010-03-29",15.63
"816","2010-03-30",15.78
"817","2010-03-31",15.44
"818","2010-04-01",15.14
"819","2010-04-05",15.45
"820","2010-04-06",15.5
"821","2010-04-07",15.35
"822","2010-04-08",15.36
"823","2010-04-09",15.48
"824","2010-04-12",15.52
"825","2010-04-13",15.7
"826","2010-04-14",16.1
"827","2010-04-15",16.07
"828","2010-04-16",15.86
"829","2010-04-19",15.93
"830","2010-04-20",16.18
"831","2010-04-21",16.030001
"832","2010-04-22",15.99
"833","2010-04-23",15.9
"834","2010-04-26",15.94
"835","2010-04-27",15.78
"836","2010-04-28",15.95
"837","2010-04-29",15.99
"838","2010-04-30",15.5
"839","2010-05-03",15.84
"840","2010-05-04",15.12
"841","2010-05-05",14.87
"842","2010-05-06",14.53
"843","2010-05-07",14
"844","2010-05-10",15.04
"845","2010-05-11",15.19
"846","2010-05-12",15.9
"847","2010-05-13",16.200001
"848","2010-05-14",15.86
"849","2010-05-17",16.17
"850","2010-05-18",15.55
"851","2010-05-19",15.24
"852","2010-05-20",14.46
"853","2010-05-21",14.3
"854","2010-05-24",14.26
"855","2010-05-25",13.77
"856","2010-05-26",13.46
"857","2010-05-27",14.65
"858","2010-05-28",14.38
"859","2010-06-01",13.4
"860","2010-06-02",13.51
"861","2010-06-03",13.26
"862","2010-06-04",12.2
"863","2010-06-07",11.77
"864","2010-06-08",11.47
"865","2010-06-09",10.74
"866","2010-06-10",10.97
"867","2010-06-11",11.07
"868","2010-06-14",10.65
"869","2010-06-15",11.03
"870","2010-06-16",10.94
"871","2010-06-17",11.21
"872","2010-06-18",11.75
"873","2010-06-21",11.44
"874","2010-06-22",11.31
"875","2010-06-23",11.7
"876","2010-06-24",11.25
"877","2010-06-25",10.84
"878","2010-06-28",11.03
"879","2010-06-29",10.83
"880","2010-06-30",10.98
"881","2010-07-01",11
"882","2010-07-02",11.02
"883","2010-07-06",10.99
"884","2010-07-07",11.07
"885","2010-07-08",11.1
"886","2010-07-09",11.1
"887","2010-07-12",10.94
"888","2010-07-13",11.1
"889","2010-07-14",10.96
"890","2010-07-15",10.9
"891","2010-07-16",10.8
"892","2010-07-19",10.86
"893","2010-07-20",10.9
"894","2010-07-21",10.75
"895","2010-07-22",11.1
"896","2010-07-23",11.1
"897","2010-07-26",11.88
"898","2010-07-27",11.85
"899","2010-07-28",11.93
"900","2010-07-29",12.94
"901","2010-07-30",12.07
"902","2010-08-02",11.87
"903","2010-08-03",12.39
"904","2010-08-04",12.56
"905","2010-08-05",12.35
"906","2010-08-06",12.02
"907","2010-08-09",12.94
"908","2010-08-10",12.65
"909","2010-08-11",12.43
"910","2010-08-12",12.53
"911","2010-08-13",12.24
"912","2010-08-16",12.59
"913","2010-08-17",12.87
"914","2010-08-18",12.82
"915","2010-08-19",12.45
"916","2010-08-20",12.44
"917","2010-08-23",12.38
"918","2010-08-24",12.47
"919","2010-08-25",12.81
"920","2010-08-26",12.61
"921","2010-08-27",12.91
"922","2010-08-30",12.59
"923","2010-08-31",12.81
"924","2010-09-01",12.98
"925","2010-09-02",12.88
"926","2010-09-03",13.21
"927","2010-09-07",12.95
"928","2010-09-08",13.03
"929","2010-09-09",13.11
"930","2010-09-10",13.31
"931","2010-09-13",13.8
"932","2010-09-14",13.61
"933","2010-09-15",13.53
"934","2010-09-16",13.18
"935","2010-09-17",13.14
"936","2010-09-20",13.8
"937","2010-09-21",13.52
"938","2010-09-22",13.17
"939","2010-09-23",13.01
"940","2010-09-24",13.77
"941","2010-09-27",13.55
"942","2010-09-28",13.5
"943","2010-09-29",13.77
"944","2010-09-30",13.75
"945","2010-10-01",13.78
"946","2010-10-04",13.38
"947","2010-10-05",13.65
"948","2010-10-06",13.51
"949","2010-10-07",13.28
"950","2010-10-08",13.49
"951","2010-10-11",13.53
"952","2010-10-12",13.66
"953","2010-10-13",13.69
"954","2010-10-14",13.71
"955","2010-10-15",13.71
"956","2010-10-18",13.8
"957","2010-10-19",13.64
"958","2010-10-20",13.73
"959","2010-10-21",13.61
"960","2010-10-22",13.77
"961","2010-10-25",13.84
"962","2010-10-26",13.76
"963","2010-10-27",13.73
"964","2010-10-28",13.8
"965","2010-10-29",13.89
"966","2010-11-01",13.56
"967","2010-11-02",13.97
"968","2010-11-03",14.08
"969","2010-11-04",14.65
"970","2010-11-05",14.94
"971","2010-11-08",15.32
"972","2010-11-09",15.17
"973","2010-11-10",15.29
"974","2010-11-11",15.08
"975","2010-11-12",15.01
"976","2010-11-15",14.94
"977","2010-11-16",14.63
"978","2010-11-17",14.37
"979","2010-11-18",14.44
"980","2010-11-19",14.37
"981","2010-11-22",14.23
"982","2010-11-23",13.96
"983","2010-11-24",14.32
"984","2010-11-26",14.35
"985","2010-11-29",14.59
"986","2010-11-30",14.33
"987","2010-12-01",14.7
"988","2010-12-02",14.65
"989","2010-12-03",14.65
"990","2010-12-06",14.89
"991","2010-12-07",15.04
"992","2010-12-08",14.44
"993","2010-12-09",14.76
"994","2010-12-10",14.7
"995","2010-12-13",14.73
"996","2010-12-14",14.97
"997","2010-12-15",15.16
"998","2010-12-16",15.72
"999","2010-12-17",15.66
"1000","2010-12-20",15.59
"1001","2010-12-21",15.59
"1002","2010-12-22",15.49
