"","date","TRMK"
"1","2007-01-03",33.16
"2","2007-01-04",33.32
"3","2007-01-05",31.85
"4","2007-01-08",32.139999
"5","2007-01-09",32.189999
"6","2007-01-10",31.92
"7","2007-01-11",32.23
"8","2007-01-12",32.049999
"9","2007-01-16",31.299999
"10","2007-01-17",30.02
"11","2007-01-18",29.76
"12","2007-01-19",29.780001
"13","2007-01-22",29.530001
"14","2007-01-23",29.52
"15","2007-01-24",29.74
"16","2007-01-25",29.309999
"17","2007-01-26",29.360001
"18","2007-01-29",29.290001
"19","2007-01-30",29.459999
"20","2007-01-31",29.459999
"21","2007-02-01",29.549999
"22","2007-02-02",29.780001
"23","2007-02-05",29.290001
"24","2007-02-06",29.65
"25","2007-02-07",29.93
"26","2007-02-08",29.9
"27","2007-02-09",29.65
"28","2007-02-12",29.690001
"29","2007-02-13",29.92
"30","2007-02-14",29.809999
"31","2007-02-15",29.860001
"32","2007-02-16",29.99
"33","2007-02-20",30.02
"34","2007-02-21",30.059999
"35","2007-02-22",30.059999
"36","2007-02-23",29.68
"37","2007-02-26",29.690001
"38","2007-02-27",28.68
"39","2007-02-28",28.6
"40","2007-03-01",28.879999
"41","2007-03-02",28.290001
"42","2007-03-05",27.530001
"43","2007-03-06",28.5
"44","2007-03-07",28.030001
"45","2007-03-08",28.190001
"46","2007-03-09",28.219999
"47","2007-03-12",28.41
"48","2007-03-13",27.120001
"49","2007-03-14",27.65
"50","2007-03-15",28.08
"51","2007-03-16",27.809999
"52","2007-03-19",28.209999
"53","2007-03-20",28.51
"54","2007-03-21",29.049999
"55","2007-03-22",28.860001
"56","2007-03-23",28.82
"57","2007-03-26",28.82
"58","2007-03-27",28.43
"59","2007-03-28",28.08
"60","2007-03-29",28.209999
"61","2007-03-30",28.040001
"62","2007-04-02",27.780001
"63","2007-04-03",27.99
"64","2007-04-04",27.68
"65","2007-04-05",27.65
"66","2007-04-09",27.629999
"67","2007-04-10",27.799999
"68","2007-04-11",27.370001
"69","2007-04-12",27.620001
"70","2007-04-13",27.889999
"71","2007-04-16",28.67
"72","2007-04-17",28.549999
"73","2007-04-18",27.790001
"74","2007-04-19",27.129999
"75","2007-04-20",27.299999
"76","2007-04-23",26.99
"77","2007-04-24",26.870001
"78","2007-04-25",27.209999
"79","2007-04-26",27.23
"80","2007-04-27",27.18
"81","2007-04-30",26.610001
"82","2007-05-01",26.83
"83","2007-05-02",27.07
"84","2007-05-03",27.200001
"85","2007-05-04",27.389999
"86","2007-05-07",27.379999
"87","2007-05-08",27.24
"88","2007-05-09",27.379999
"89","2007-05-10",26.66
"90","2007-05-11",27.110001
"91","2007-05-14",26.709999
"92","2007-05-15",26.35
"93","2007-05-16",26.799999
"94","2007-05-17",26.49
"95","2007-05-18",26.549999
"96","2007-05-21",26.77
"97","2007-05-22",26.959999
"98","2007-05-23",26.84
"99","2007-05-24",26.6
"100","2007-05-25",26.700001
"101","2007-05-29",27.07
"102","2007-05-30",26.75
"103","2007-05-31",26.92
"104","2007-06-01",27.139999
"105","2007-06-04",27.16
"106","2007-06-05",26.690001
"107","2007-06-06",26.389999
"108","2007-06-07",25.91
"109","2007-06-08",26.440001
"110","2007-06-11",26.32
"111","2007-06-12",25.969999
"112","2007-06-13",26.209999
"113","2007-06-14",26.030001
"114","2007-06-15",26.389999
"115","2007-06-18",26.219999
"116","2007-06-19",26.299999
"117","2007-06-20",25.93
"118","2007-06-21",25.6
"119","2007-06-22",25.360001
"120","2007-06-25",25.27
"121","2007-06-26",25.49
"122","2007-06-27",25.959999
"123","2007-06-28",26.08
"124","2007-06-29",25.860001
"125","2007-07-02",26.15
"126","2007-07-03",26.23
"127","2007-07-05",26.09
"128","2007-07-06",26.139999
"129","2007-07-09",25.940001
"130","2007-07-10",25.280001
"131","2007-07-11",25.25
"132","2007-07-12",25.809999
"133","2007-07-13",25.66
"134","2007-07-16",25.389999
"135","2007-07-17",25.200001
"136","2007-07-18",26.43
"137","2007-07-19",27.77
"138","2007-07-20",26.66
"139","2007-07-23",26.790001
"140","2007-07-24",25.870001
"141","2007-07-25",26.129999
"142","2007-07-26",25.459999
"143","2007-07-27",25.129999
"144","2007-07-30",25.35
"145","2007-07-31",25.030001
"146","2007-08-01",25.25
"147","2007-08-02",25.459999
"148","2007-08-03",24.309999
"149","2007-08-06",25.610001
"150","2007-08-07",25.629999
"151","2007-08-08",25.780001
"152","2007-08-09",24.959999
"153","2007-08-10",26.15
"154","2007-08-13",25.379999
"155","2007-08-14",24.91
"156","2007-08-15",24.809999
"157","2007-08-16",26.92
"158","2007-08-17",28.469999
"159","2007-08-20",28.110001
"160","2007-08-21",28.73
"161","2007-08-22",29.01
"162","2007-08-23",27.559999
"163","2007-08-24",28.6
"164","2007-08-27",28.25
"165","2007-08-28",27.24
"166","2007-08-29",28.389999
"167","2007-08-30",28.07
"168","2007-08-31",28.24
"169","2007-09-04",28.34
"170","2007-09-05",27.940001
"171","2007-09-06",28.610001
"172","2007-09-07",27.83
"173","2007-09-10",27.77
"174","2007-09-11",28.16
"175","2007-09-12",27.870001
"176","2007-09-13",28.59
"177","2007-09-14",28.67
"178","2007-09-17",28.49
"179","2007-09-18",30
"180","2007-09-19",29.610001
"181","2007-09-20",29.370001
"182","2007-09-21",29.190001
"183","2007-09-24",28.709999
"184","2007-09-25",28.450001
"185","2007-09-26",28.74
"186","2007-09-27",29.02
"187","2007-09-28",28.040001
"188","2007-10-01",29
"189","2007-10-02",29.360001
"190","2007-10-03",28.74
