"","date","ODT"
"236","2018-11-13",16.48
"237","2018-11-14",15.95
"238","2018-11-15",16.52
"239","2018-11-16",16.51
"240","2018-11-19",15.69
"241","2018-11-20",14.72
"242","2018-11-21",15.15
"243","2018-11-23",15.64
"244","2018-11-26",15.47
"245","2018-11-27",15.24
"246","2018-11-28",16.299999
"247","2018-11-29",16.51
"248","2018-11-30",15.76
"249","2018-12-03",15.79
"250","2018-12-04",15.31
"251","2018-12-06",14.56
"252","2018-12-07",15
"253","2018-12-10",15.14
"254","2018-12-11",15.23
"255","2018-12-12",15.76
"256","2018-12-13",15.14
"257","2018-12-14",15.12
"258","2018-12-17",14.76
"259","2018-12-18",14.08
"260","2018-12-19",13.04
"261","2018-12-20",13.15
"262","2018-12-21",12.86
"263","2018-12-24",12.97
"264","2018-12-26",12.05
"265","2018-12-27",11.78
"266","2018-12-28",13.19
"267","2018-12-31",14.08
"268","2019-01-02",14.25
"269","2019-01-03",13.32
"270","2019-01-04",13.62
"271","2019-01-07",13.98
"272","2019-01-08",14.21
"273","2019-01-09",14.33
"274","2019-01-10",14.97
"275","2019-01-11",14.92
"276","2019-01-14",15.26
"277","2019-01-15",16.290001
"278","2019-01-16",16.43
"279","2019-01-17",17.5
"280","2019-01-18",17.030001
"281","2019-01-22",16.91
"282","2019-01-23",16.84
"283","2019-01-24",17.09
"284","2019-01-25",17.33
"285","2019-01-28",16.83
"286","2019-01-29",16.59
"287","2019-01-30",16.25
"288","2019-01-31",16.57
"289","2019-02-01",17.200001
"290","2019-02-04",17.17
"291","2019-02-05",17.209999
"292","2019-02-06",17.18
"293","2019-02-07",16.860001
"294","2019-02-08",15.95
"295","2019-02-11",16.1
"296","2019-02-12",16.790001
"297","2019-02-13",16.76
"298","2019-02-14",16.639999
"299","2019-02-15",16.52
"300","2019-02-19",16.66
"301","2019-02-20",16.67
"302","2019-02-21",16.66
"303","2019-02-22",15.43
"304","2019-02-25",15.51
"305","2019-02-26",16.07
"306","2019-02-27",16.290001
"307","2019-02-28",16.48
"308","2019-03-01",16.92
"309","2019-03-04",17
"310","2019-03-05",17.049999
"311","2019-03-06",15.98
"312","2019-03-07",17.360001
"313","2019-03-08",18.459999
"314","2019-03-11",19.34
"315","2019-03-12",19.32
"316","2019-03-13",19.49
"317","2019-03-14",21.719999
"318","2019-03-15",23.75
"319","2019-03-18",22.84
"320","2019-03-19",22
"321","2019-03-20",21.33
"322","2019-03-21",21.129999
"323","2019-03-22",20.940001
"324","2019-03-25",21.27
"325","2019-03-26",21.120001
"326","2019-03-27",21.34
"327","2019-03-28",21.52
"328","2019-03-29",22.110001
"329","2019-04-01",23.43
"330","2019-04-02",24.35
"331","2019-04-03",24.620001
"332","2019-04-04",24.120001
"333","2019-04-05",25.1
"334","2019-04-08",25.34
"335","2019-04-09",24.85
"336","2019-04-10",25.02
"337","2019-04-11",25
"338","2019-04-12",25
"339","2019-04-15",24.99
"340","2019-04-16",23.940001
"341","2019-04-17",22.309999
"342","2019-04-18",21.4
"343","2019-04-22",21.91
"344","2019-04-23",22.559999
"345","2019-04-24",23.110001
"346","2019-04-25",22.33
"347","2019-04-26",21.68
"348","2019-04-29",20.889999
"349","2019-04-30",19.66
"350","2019-05-01",17.27
"351","2019-05-02",18.120001
"352","2019-05-03",19.48
"353","2019-05-06",19.959999
"354","2019-05-07",20.1
"355","2019-05-08",20.58
"356","2019-05-09",20.68
"357","2019-05-10",21.83
"358","2019-05-13",22.18
"359","2019-05-14",22.34
"360","2019-05-15",22.200001
"361","2019-05-16",22.299999
"362","2019-05-17",22.32
"363","2019-05-20",22.370001
"364","2019-05-21",22.9
"365","2019-05-22",22.549999
"366","2019-05-23",22.1
"367","2019-05-24",22.360001
"368","2019-05-28",22.940001
"369","2019-05-29",21.299999
"370","2019-05-30",21.889999
"371","2019-05-31",21.49
"372","2019-06-03",24.030001
"373","2019-06-04",25.08
"374","2019-06-05",26.5
"375","2019-06-06",27.860001
"376","2019-06-07",26.15
"377","2019-06-10",24.879999
"378","2019-06-11",24.52
"379","2019-06-12",24.65
"380","2019-06-13",24.65
"381","2019-06-14",25
"382","2019-06-17",27.040001
"383","2019-06-18",26.879999
"384","2019-06-19",26.450001
"385","2019-06-20",27.08
"386","2019-06-21",28.27
"387","2019-06-24",28.08
"388","2019-06-25",28.120001
"389","2019-06-26",31.76
"390","2019-06-27",35.130001
"391","2019-06-28",36.689999
"392","2019-07-01",37.419998
"393","2019-07-02",37.099998
"394","2019-07-03",37.029999
"395","2019-07-05",37.060001
"396","2019-07-08",37.110001
"397","2019-07-09",37.68
"398","2019-07-10",37.560001
"399","2019-07-11",37.119999
"400","2019-07-12",35.970001
"401","2019-07-15",35.169998
"402","2019-07-16",34.299999
"403","2019-07-17",33.549999
"404","2019-07-18",33.189999
"405","2019-07-19",33.169998
"406","2019-07-22",35.720001
"407","2019-07-23",34.209999
"408","2019-07-24",33.599998
"409","2019-07-25",35.939999
"410","2019-07-26",38.02
"411","2019-07-29",39.349998
"412","2019-07-30",39.439999
"413","2019-07-31",40.75
"414","2019-08-01",42.220001
"415","2019-08-02",42.060001
"416","2019-08-05",40.27
"417","2019-08-06",39.389999
"418","2019-08-07",39.779999
"419","2019-08-08",36.950001
"420","2019-08-09",35.59
"421","2019-08-12",35.5
"422","2019-08-13",34.599998
"423","2019-08-14",33.360001
"424","2019-08-15",33.439999
"425","2019-08-16",32.349998
"426","2019-08-19",33.68
"427","2019-08-20",34.52
"428","2019-08-21",34.759998
"429","2019-08-22",33.23
"430","2019-08-23",33.099998
"431","2019-08-26",33.93
"432","2019-08-27",30.32
"433","2019-08-28",31.379999
"434","2019-08-29",32.07
"435","2019-08-30",30.809999
"436","2019-09-03",28.34
"437","2019-09-04",28.23
"438","2019-09-05",29.65
"439","2019-09-06",30.34
"440","2019-09-09",30.67
"441","2019-09-10",29.129999
"442","2019-09-11",30.41
"443","2019-09-12",29.040001
"444","2019-09-13",28.360001
"445","2019-09-16",28.26
"446","2019-09-17",29.25
"447","2019-09-18",28.16
"448","2019-09-19",27.48
"449","2019-09-20",28.57
"450","2019-09-23",28.209999
"451","2019-09-24",27.969999
"452","2019-09-25",27.719999
"453","2019-09-26",26.26
"454","2019-09-27",25.790001
"455","2019-09-30",26.030001
"456","2019-10-01",24.51
"457","2019-10-02",24.379999
"458","2019-10-03",24.709999
"459","2019-10-04",25.27
"460","2019-10-07",25.99
"461","2019-10-08",26.77
"462","2019-10-09",26.67
"463","2019-10-10",27.440001
"464","2019-10-11",28.1
"465","2019-10-14",28.5
"466","2019-10-15",28.5
"467","2019-10-16",27.969999
"468","2019-10-17",28.049999
"469","2019-10-18",26.950001
"470","2019-10-21",28.950001
"471","2019-10-22",30.530001
"472","2019-10-23",30.5
"473","2019-10-24",30.200001
"474","2019-10-25",31.67
"475","2019-10-28",33.330002
"476","2019-10-29",31.33
"477","2019-10-30",31.610001
"478","2019-10-31",31.76
"479","2019-11-01",32.610001
"480","2019-11-04",32.349998
"481","2019-11-05",33.310001
"482","2019-11-06",30.969999
"483","2019-11-07",30.959999
"484","2019-11-08",31.52
"485","2019-11-11",32.59
"486","2019-11-12",32.220001
"487","2019-11-13",32.040001
"488","2019-11-14",32.130001
"489","2019-11-15",33.099998
"490","2019-11-18",33.259998
"491","2019-11-19",37.330002
"492","2019-11-20",36.990002
"493","2019-11-21",36.09
"494","2019-11-22",35.91
"495","2019-11-25",37.75
"496","2019-11-26",36.470001
"497","2019-11-27",35.880001
"498","2019-11-29",34.380001
"499","2019-12-02",34.419998
"500","2019-12-03",33.279999
"501","2019-12-04",34.98
"502","2019-12-05",33.450001
"503","2019-12-06",31.01
"504","2019-12-09",30.16
"505","2019-12-10",30.51
"506","2019-12-11",29.690001
"507","2019-12-12",31.209999
"508","2019-12-13",28.969999
"509","2019-12-16",30.68
"510","2019-12-17",30.469999
"511","2019-12-18",30.26
"512","2019-12-19",30.719999
"513","2019-12-20",30.059999
"514","2019-12-23",29.73
"515","2019-12-24",30.219999
"516","2019-12-26",29.530001
"517","2019-12-27",29.52
"518","2019-12-30",30.82
"519","2019-12-31",32.450001
"520","2020-01-02",32.18
"521","2020-01-03",31.450001
"522","2020-01-06",29.73
"523","2020-01-07",29.84
"524","2020-01-08",29.49
"525","2020-01-09",28.860001
"526","2020-01-10",28.59
"527","2020-01-13",27.76
"528","2020-01-14",27.139999
"529","2020-01-15",27.23
"530","2020-01-16",28.98
"531","2020-01-17",28.709999
"532","2020-01-21",27.5
"533","2020-01-22",27.76
"534","2020-01-23",29.049999
"535","2020-01-24",28.98
"536","2020-01-27",29.65
"537","2020-01-28",30.15
"538","2020-01-29",30.74
"539","2020-01-30",29.4
"540","2020-01-31",29.200001
"541","2020-02-03",31.780001
"542","2020-02-04",33
"543","2020-02-05",35.25
"544","2020-02-06",34.330002
"545","2020-02-07",34.450001
"546","2020-02-10",33.639999
"547","2020-02-11",33.130001
"548","2020-02-12",32.919998
"549","2020-02-13",31.440001
"550","2020-02-14",31.450001
"551","2020-02-18",31.67
"552","2020-02-19",31.959999
"553","2020-02-20",34.59
"554","2020-02-21",34.150002
"555","2020-02-24",33.07
"556","2020-02-25",31.75
"557","2020-02-26",31.34
"558","2020-02-27",30.950001
"559","2020-02-28",29.59
"560","2020-03-02",31.379999
"561","2020-03-03",32.09
"562","2020-03-04",32.669998
"563","2020-03-05",30.790001
"564","2020-03-06",29.9
"565","2020-03-09",25.1
"566","2020-03-10",26.799999
"567","2020-03-11",25.93
"568","2020-03-12",25.34
"569","2020-03-13",23.049999
"570","2020-03-16",20.219999
"571","2020-03-17",21.450001
"572","2020-03-18",20.450001
"573","2020-03-19",25.950001
"574","2020-03-20",20.860001
"575","2020-03-23",22.67
"576","2020-03-24",24.360001
"577","2020-03-25",26.280001
"578","2020-03-26",27.66
"579","2020-03-27",25.950001
"580","2020-03-30",28.290001
"581","2020-03-31",27.610001
"582","2020-04-01",26.02
"583","2020-04-02",25.26
"584","2020-04-03",24.83
"585","2020-04-06",27.58
"586","2020-04-07",26.540001
"587","2020-04-08",27.67
"588","2020-04-09",27.860001
"589","2020-04-13",26.68
"590","2020-04-14",28.76
"591","2020-04-15",26.85
"592","2020-04-16",26.790001
"593","2020-04-17",27.73
"594","2020-04-20",27.610001
"595","2020-04-21",27.450001
"596","2020-04-22",27.35
"597","2020-04-23",27.65
"598","2020-04-24",28.200001
"599","2020-04-27",28.799999
"600","2020-04-28",27.16
"601","2020-04-29",29.41
"602","2020-04-30",28.15
"603","2020-05-01",25.51
"604","2020-05-04",27.26
"605","2020-05-05",29.219999
"606","2020-05-06",29.4
"607","2020-05-07",27.17
"608","2020-05-08",27.639999
"609","2020-05-11",28.639999
"610","2020-05-12",29.469999
"611","2020-05-13",27.780001
"612","2020-05-14",27.139999
"613","2020-05-15",28.24
"614","2020-05-18",29.459999
"615","2020-05-19",28.9
"616","2020-05-20",31.42
"617","2020-05-21",31.110001
"618","2020-05-22",31.059999
"619","2020-05-26",33.150002
"620","2020-05-27",33.200001
"621","2020-05-28",32.869999
"622","2020-05-29",32.669998
"623","2020-06-01",34
"624","2020-06-02",34.119999
"625","2020-06-03",38.009998
"626","2020-06-04",37.759998
"627","2020-06-05",35.529999
"628","2020-06-08",37.75
"629","2020-06-09",37.900002
"630","2020-06-10",38.720001
"631","2020-06-11",37.07
"632","2020-06-12",37.889999
"633","2020-06-15",40.25
"634","2020-06-16",45.630001
"635","2020-06-17",42.380001
"636","2020-06-18",43.200001
"637","2020-06-19",41.509998
"638","2020-06-22",41.860001
"639","2020-06-23",41.389999
"640","2020-06-24",40.5
"641","2020-06-25",42.689999
"642","2020-06-26",39.98
"643","2020-06-29",42.740002
"644","2020-06-30",42.34
"645","2020-07-01",42.509998
"646","2020-07-02",40.119999
"647","2020-07-06",39.66
"648","2020-07-07",38.66
"649","2020-07-08",38.880001
"650","2020-07-09",38.59
"651","2020-07-10",38.700001
"652","2020-07-13",37.41
"653","2020-07-14",39.560001
"654","2020-07-15",41.169998
"655","2020-07-16",38.619999
"656","2020-07-17",39.240002
"657","2020-07-20",40.610001
"658","2020-07-21",39.84
"659","2020-07-22",38.900002
"660","2020-07-23",37.759998
"661","2020-07-24",36.25
"662","2020-07-27",36.169998
"663","2020-07-28",35.400002
"664","2020-07-29",36.369999
"665","2020-07-30",36.23
"666","2020-07-31",36.369999
"667","2020-08-03",36.91
"668","2020-08-04",36.900002
"669","2020-08-05",38.130001
"670","2020-08-06",37.25
"671","2020-08-07",38
"672","2020-08-10",41.060001
"673","2020-08-11",40.610001
"674","2020-08-12",37.200001
"675","2020-08-13",36.810001
"676","2020-08-14",36.130001
"677","2020-08-17",35.790001
"678","2020-08-18",35.48
"679","2020-08-19",35.32
"680","2020-08-20",34.630001
"681","2020-08-21",33.540001
"682","2020-08-24",18.33
"683","2020-08-25",17.5
"684","2020-08-26",17.440001
"685","2020-08-27",14.835
"686","2020-08-28",17.879999
"687","2020-08-31",16.15
"688","2020-09-01",16.01
"689","2020-09-02",15.88
"690","2020-09-03",15.03
"691","2020-09-04",14.92
"692","2020-09-08",15.19
"693","2020-09-09",15.28
"694","2020-09-10",15.48
"695","2020-09-11",14.92
"696","2020-09-14",15.36
"697","2020-09-15",15.37
"698","2020-09-16",15.38
"699","2020-09-17",14.77
"700","2020-09-18",15.04
"701","2020-09-21",14.87
"702","2020-09-22",14.56
"703","2020-09-23",14.51
"704","2020-09-24",13
"705","2020-09-25",13.36
"706","2020-09-28",13.14
"707","2020-09-29",14.52
"708","2020-09-30",13.43
"709","2020-10-01",14.65
"710","2020-10-02",14.66
"711","2020-10-05",16.110001
"712","2020-10-06",16.17
"713","2020-10-07",16.24
"714","2020-10-08",16.459999
"715","2020-10-09",16.33
"716","2020-10-12",16.450001
"717","2020-10-13",16.23
"718","2020-10-14",16.65
"719","2020-10-15",15.7
"720","2020-10-16",15.96
"721","2020-10-19",16.09
"722","2020-10-20",15.68
"723","2020-10-21",16.389999
"724","2020-10-22",16.41
"725","2020-10-23",16.51
"726","2020-10-26",15.69
"727","2020-10-27",15.52
"728","2020-10-28",14.9
"729","2020-10-29",14.75
"730","2020-10-30",14.41
"731","2020-11-02",14.42
"732","2020-11-03",13.91
"733","2020-11-04",14.5
"734","2020-11-05",14.27
"735","2020-11-06",14.21
"736","2020-11-09",14.71
"737","2020-11-10",13.92
"738","2020-11-11",14.1
"739","2020-11-12",14.09
"740","2020-11-13",14.35
"741","2020-11-16",14.45
"742","2020-11-17",14.28
"743","2020-11-18",14.33
"744","2020-11-19",14.42
"745","2020-11-20",14.23
"746","2020-11-23",13.85
"747","2020-11-24",13.77
"748","2020-11-25",14.21
"749","2020-11-27",14.85
