"","date","PIH"
"307","2015-06-18",8.33
"308","2015-06-19",8.58
"309","2015-06-22",8.32
"310","2015-06-23",8.34
"311","2015-06-24",8.35
"312","2015-06-25",8.29
"313","2015-06-26",8.24
"314","2015-06-29",8.15
"315","2015-06-30",8.15
"316","2015-07-01",8.14
"317","2015-07-02",8.11
"318","2015-07-06",8.02
"319","2015-07-07",7.84
"320","2015-07-08",7.805
"321","2015-07-09",7.79
"322","2015-07-10",7.92
"323","2015-07-13",7.91
"324","2015-07-14",8.05
"325","2015-07-15",8.04
"326","2015-07-16",8.042
"327","2015-07-17",8.05
"328","2015-07-20",8.01
"329","2015-07-21",7.99
"330","2015-07-22",7.94
"331","2015-07-23",7.84
"332","2015-07-24",7.83
"333","2015-07-27",7.83
"334","2015-07-28",7.65
"335","2015-07-29",7.72
"336","2015-07-30",7.88
"337","2015-07-31",7.88
"338","2015-08-03",7.88
"339","2015-08-04",8
"340","2015-08-05",7.91
"341","2015-08-06",7.99
"342","2015-08-07",7.84
"343","2015-08-10",7.69
"344","2015-08-11",7.66
"345","2015-08-12",7.79
"346","2015-08-13",7.79
"347","2015-08-14",7.63
"348","2015-08-17",7.7
"349","2015-08-18",7.4
"350","2015-08-19",7.49
"351","2015-08-20",7.54
"352","2015-08-21",7.2
"353","2015-08-24",6.97
"354","2015-08-25",7.2
"355","2015-08-26",7.24
"356","2015-08-27",7.495
"357","2015-08-28",7.49
"358","2015-08-31",7.64
"359","2015-09-01",7.54
"360","2015-09-02",7.27
"361","2015-09-03",7.66
"362","2015-09-04",7.5
"363","2015-09-08",7.48
"364","2015-09-09",7.46
"365","2015-09-10",7.36
"366","2015-09-11",7.42
"367","2015-09-14",7.475
"368","2015-09-15",7.35
"369","2015-09-16",7.36
"370","2015-09-17",7.16
"371","2015-09-18",7.37
"372","2015-09-21",7.42
"373","2015-09-22",7.31
"374","2015-09-23",7.26
"375","2015-09-24",7.27
"376","2015-09-25",7.291
"377","2015-09-28",7.29
"378","2015-09-29",7.21
"379","2015-09-30",7.3
"380","2015-10-01",7.38
"381","2015-10-02",7.26
"382","2015-10-05",7.22
"383","2015-10-06",7.19
"384","2015-10-07",7.07
"385","2015-10-08",7.23
"386","2015-10-09",7.2
"387","2015-10-12",7.16
"388","2015-10-13",7.21
"389","2015-10-14",7.21
"390","2015-10-15",7.23
"391","2015-10-16",7.24
"392","2015-10-19",7.19
"393","2015-10-20",7.19
"394","2015-10-21",7.19
"395","2015-10-22",7.19
"396","2015-10-23",7.15
"397","2015-10-26",7.1
"398","2015-10-27",7.08
"399","2015-10-28",7.08
"400","2015-10-29",6.9
"401","2015-10-30",6.96
"402","2015-11-02",6.96
"403","2015-11-03",6.96
"404","2015-11-04",6.92
"405","2015-11-05",6.91
"406","2015-11-06",7
"407","2015-11-09",6.85
"408","2015-11-10",7
"409","2015-11-11",7.09
"410","2015-11-12",7.17
"411","2015-11-13",7.46
"412","2015-11-16",7.57
"413","2015-11-17",7.58
"414","2015-11-18",7.61
"415","2015-11-19",7.73
"416","2015-11-20",7.77
"417","2015-11-23",7.84
"418","2015-11-24",7.73
"419","2015-11-25",7.74
"420","2015-11-27",7.85
"421","2015-11-30",7.81
"422","2015-12-01",7.74
"423","2015-12-02",7.8
"424","2015-12-03",7.75
"425","2015-12-04",7.78
"426","2015-12-07",7.78
"427","2015-12-08",7.63
"428","2015-12-09",7.62
"429","2015-12-10",7.73
"430","2015-12-11",7.51
"431","2015-12-14",7.47
"432","2015-12-15",7.41
"433","2015-12-16",7.49
"434","2015-12-17",7.42
"435","2015-12-18",7.85
"436","2015-12-21",7.45
"437","2015-12-22",7.45
"438","2015-12-23",7.46
"439","2015-12-24",7.45
"440","2015-12-28",7.63
"441","2015-12-29",7.41
"442","2015-12-30",7.56
"443","2015-12-31",7.65
"444","2016-01-04",7.5
"445","2016-01-05",7.61
"446","2016-01-06",7.42
"447","2016-01-07",7.1
"448","2016-01-08",6.906
"449","2016-01-11",7
"450","2016-01-12",6.95
"451","2016-01-13",6.96
"452","2016-01-14",6.963
"453","2016-01-15",6.93
"454","2016-01-19",6.94
"455","2016-01-20",6.92
"456","2016-01-21",6.91
"457","2016-01-22",6.99
"458","2016-01-25",6.95
"459","2016-01-26",6.95
"460","2016-01-27",6.963
"461","2016-01-28",6.66
"462","2016-01-29",6.48
"463","2016-02-01",6.64
"464","2016-02-02",6.62
"465","2016-02-03",6.538
"466","2016-02-04",6.69
"467","2016-02-05",6.556
"468","2016-02-08",6.36
"469","2016-02-09",6.43
"470","2016-02-10",6.57
"471","2016-02-11",6.23
"472","2016-02-12",6.08
"473","2016-02-16",6.41
"474","2016-02-17",6.22
"475","2016-02-18",6.22
"476","2016-02-19",6.17
"477","2016-02-22",6.25
"478","2016-02-23",6.32
"479","2016-02-24",6.35
"480","2016-02-25",6.28
"481","2016-02-26",6.27
"482","2016-02-29",5.9
"483","2016-03-01",5.87
"484","2016-03-02",5.67
"485","2016-03-03",5.59
"486","2016-03-04",5.66
"487","2016-03-07",5.74
"488","2016-03-08",5.744
"489","2016-03-09",5.78
"490","2016-03-10",5.6
"491","2016-03-11",5.56
"492","2016-03-14",5.53
"493","2016-03-15",5.547
"494","2016-03-16",5.61
"495","2016-03-17",5.4
"496","2016-03-18",5.56
"497","2016-03-21",5.7
"498","2016-03-22",5.89
"499","2016-03-23",5.95
"500","2016-03-24",6.19
"501","2016-03-28",6.04
"502","2016-03-29",6.15
"503","2016-03-30",6.18
"504","2016-03-31",5.94
"505","2016-04-01",6.01
"506","2016-04-04",5.96
"507","2016-04-05",6.08
"508","2016-04-06",5.98
"509","2016-04-07",5.9
"510","2016-04-08",5.95
"511","2016-04-11",5.73
"512","2016-04-12",5.73
"513","2016-04-13",5.65
"514","2016-04-14",5.64
"515","2016-04-15",5.92
"516","2016-04-18",5.9
"517","2016-04-19",5.78
"518","2016-04-20",5.84
"519","2016-04-21",5.68
"520","2016-04-22",5.61
"521","2016-04-25",5.65
"522","2016-04-26",5.62
"523","2016-04-27",5.61
"524","2016-04-28",5.63
"525","2016-04-29",5.6
"526","2016-05-02",5.9
"527","2016-05-03",5.89
"528","2016-05-04",5.91
"529","2016-05-05",5.88
"530","2016-05-06",5.77
"531","2016-05-09",5.91
"532","2016-05-10",5.94
"533","2016-05-11",5.8
"534","2016-05-12",5.83
"535","2016-05-13",6.24
"536","2016-05-16",6.26
"537","2016-05-17",6.51
"538","2016-05-18",6.35
"539","2016-05-19",6.52
"540","2016-05-20",6.52
"541","2016-05-23",6.57
"542","2016-05-24",6.65
"543","2016-05-25",6.57
"544","2016-05-26",6.87
"545","2016-05-27",6.94
"546","2016-05-31",6.92
"547","2016-06-01",6.97
"548","2016-06-02",6.96
"549","2016-06-03",6.99
"550","2016-06-06",7.18
"551","2016-06-07",7.02
"552","2016-06-08",6.98
"553","2016-06-09",7
"554","2016-06-10",6.98
"555","2016-06-13",6.89
"556","2016-06-14",6.82
"557","2016-06-15",6.76
"558","2016-06-16",6.84
"559","2016-06-17",6.76
"560","2016-06-20",6.755
"561","2016-06-21",6.6
"562","2016-06-22",6.64
"563","2016-06-23",6.66
"564","2016-06-24",6.65
"565","2016-06-27",6.53
"566","2016-06-28",6.463
"567","2016-06-29",6.57
"568","2016-06-30",6.39
"569","2016-07-01",6.41
"570","2016-07-05",6.41
"571","2016-07-06",6.35
"572","2016-07-07",6.34
"573","2016-07-08",6.45
"574","2016-07-11",6.41
"575","2016-07-12",6.65
"576","2016-07-13",6.56
"577","2016-07-14",6.6
"578","2016-07-15",6.5
"579","2016-07-18",6.47
"580","2016-07-19",6.35
"581","2016-07-20",6.352
"582","2016-07-21",6.52
"583","2016-07-22",6.52
"584","2016-07-25",6.35
"585","2016-07-26",6.4
"586","2016-07-27",6.5
"587","2016-07-28",6.55
"588","2016-07-29",6.4
"589","2016-08-01",6.529
"590","2016-08-02",6.409
"591","2016-08-03",6.36
"592","2016-08-04",6.399
"593","2016-08-05",6.383
"594","2016-08-08",6.338
"595","2016-08-09",6.51
"596","2016-08-10",6.51
"597","2016-08-11",6.468
"598","2016-08-12",6.83
"599","2016-08-15",6.88
"600","2016-08-16",6.75
"601","2016-08-17",6.766
"602","2016-08-18",6.65
"603","2016-08-19",6.43
"604","2016-08-22",6.35
"605","2016-08-23",6.32
"606","2016-08-24",6.375
"607","2016-08-25",6.375
"608","2016-08-26",6.35
"609","2016-08-29",6.184
"610","2016-08-30",6.11
"611","2016-08-31",6.1
"612","2016-09-01",6.14
"613","2016-09-02",6.28
"614","2016-09-06",6.26
"615","2016-09-07",6.03
"616","2016-09-08",6
"617","2016-09-09",6
"618","2016-09-12",6
"619","2016-09-13",6.053
"620","2016-09-14",6.05
"621","2016-09-15",5.94
"622","2016-09-16",6.07
"623","2016-09-19",5.99
"624","2016-09-20",5.99
"625","2016-09-21",6.13
"626","2016-09-22",5.93
"627","2016-09-23",6.008
"628","2016-09-26",5.918
"629","2016-09-27",5.98
"630","2016-09-28",6.26
"631","2016-09-29",6.22
"632","2016-09-30",6.244
"633","2016-10-03",6.55
"634","2016-10-04",6.745
"635","2016-10-05",7.22
"636","2016-10-06",7.31
"637","2016-10-07",7.85
"638","2016-10-10",7.75
"639","2016-10-11",7.25
"640","2016-10-12",7.45
"641","2016-10-13",7.45
"642","2016-10-14",7.55
"643","2016-10-17",7.45
"644","2016-10-18",7.6
"645","2016-10-19",7.8
"646","2016-10-20",7.8
"647","2016-10-21",7.35
"648","2016-10-24",7.44
"649","2016-10-25",7.505
"650","2016-10-26",7.764
"651","2016-10-27",7.6
"652","2016-10-28",7.6
"653","2016-10-31",7.45
"654","2016-11-01",7.462
"655","2016-11-02",7.45
"656","2016-11-03",7.45
"657","2016-11-04",7.3
"658","2016-11-07",7.3
"659","2016-11-08",7.201
"660","2016-11-09",7.2
"661","2016-11-10",7.288
"662","2016-11-11",7.288
"663","2016-11-14",7.2
"664","2016-11-15",7
"665","2016-11-16",7.1
"666","2016-11-17",7.45
"667","2016-11-18",7.35
"668","2016-11-21",7.65
"669","2016-11-22",7.65
"670","2016-11-23",7.7
"671","2016-11-25",7.75
"672","2016-11-28",7.75
"673","2016-11-29",7.5
"674","2016-11-30",7.3
"675","2016-12-01",7.375
"676","2016-12-02",7.45
"677","2016-12-05",7.5
"678","2016-12-06",7.25
"679","2016-12-07",7.55
"680","2016-12-08",7.55
"681","2016-12-09",7.65
"682","2016-12-12",7.6
"683","2016-12-13",7.8
"684","2016-12-14",7.5
"685","2016-12-15",7.45
"686","2016-12-16",7.7
"687","2016-12-19",7.7
"688","2016-12-20",7.601
"689","2016-12-21",7.583
"690","2016-12-22",7.4
"691","2016-12-23",7.65
"692","2016-12-27",7.4
"693","2016-12-28",7.4
"694","2016-12-29",7.25
"695","2016-12-30",7.8
"696","2017-01-03",7.35
"697","2017-01-04",7.2
"698","2017-01-05",7.3
"699","2017-01-06",7.288
"700","2017-01-09",7.3
"701","2017-01-10",7.2
"702","2017-01-11",7.25
"703","2017-01-12",7.1
"704","2017-01-13",7.222
"705","2017-01-17",7.3
"706","2017-01-18",7.2
"707","2017-01-19",7.4
"708","2017-01-20",7.05
"709","2017-01-23",7.05
"710","2017-01-24",6.95
"711","2017-01-25",6.912
"712","2017-01-26",7.049
"713","2017-01-27",6.893
"714","2017-01-30",6.85
"715","2017-01-31",6.75
"716","2017-02-01",6.7
"717","2017-02-02",6.55
"718","2017-02-03",6.5
"719","2017-02-06",6.55
"720","2017-02-07",6.69
"721","2017-02-08",6.5
"722","2017-02-09",6.65
"723","2017-02-10",6.65
"724","2017-02-13",6.65
"725","2017-02-14",6.7
"726","2017-02-15",7.15
"727","2017-02-16",7.05
"728","2017-02-17",7.05
"729","2017-02-21",7
"730","2017-02-22",7.2
"731","2017-02-23",7.6
"732","2017-02-24",7.25
"733","2017-02-27",7.4
"734","2017-02-28",7.2
"735","2017-03-01",7.2
"736","2017-03-02",7.05
"737","2017-03-03",7.2
"738","2017-03-06",7.1
"739","2017-03-07",7.1
"740","2017-03-08",7.25
"741","2017-03-09",7.1
"742","2017-03-10",7.1
"743","2017-03-13",7.4
"744","2017-03-14",7.3
"745","2017-03-15",7.2
"746","2017-03-16",7.25
"747","2017-03-17",7.75
"748","2017-03-20",7.6
"749","2017-03-21",7.662
"750","2017-03-22",7.75
"751","2017-03-23",7.65
"752","2017-03-24",7.75
"753","2017-03-27",7.7
"754","2017-03-28",7.7
"755","2017-03-29",7.65
"756","2017-03-30",7.9
"757","2017-03-31",8.1
"758","2017-04-03",7.85
"759","2017-04-04",7.95
"760","2017-04-05",7.8
"761","2017-04-06",7.7
"762","2017-04-07",7.695
"763","2017-04-10",7.75
"764","2017-04-11",7.55
"765","2017-04-12",7.639
"766","2017-04-13",7.55
"767","2017-04-17",7.5
"768","2017-04-18",7.4
"769","2017-04-19",7.5
"770","2017-04-20",7.45
"771","2017-04-21",7.5
"772","2017-04-24",7.5
"773","2017-04-25",7.4
"774","2017-04-26",7.35
"775","2017-04-27",7.3
"776","2017-04-28",7.3
"777","2017-05-01",7.387
"778","2017-05-02",7.25
"779","2017-05-03",7.35
"780","2017-05-04",7.1
"781","2017-05-05",7.1
"782","2017-05-08",7.176
"783","2017-05-09",7.15
"784","2017-05-10",7.15
"785","2017-05-11",7.15
"786","2017-05-12",7.35
"787","2017-05-15",7.6
"788","2017-05-16",7.3
"789","2017-05-17",7.111
"790","2017-05-18",7.35
"791","2017-05-19",7.426
"792","2017-05-22",7.623
"793","2017-05-23",7.5
"794","2017-05-24",7.4
"795","2017-05-25",7.45
"796","2017-05-26",7.46
"797","2017-05-30",7.2
"798","2017-05-31",7.35
"799","2017-06-01",7.4
"800","2017-06-02",7.8
"801","2017-06-05",7.65
"802","2017-06-06",7.8
"803","2017-06-07",7.797
"804","2017-06-08",7.84
"805","2017-06-09",7.85
"806","2017-06-12",8.1
"807","2017-06-13",8.2
"808","2017-06-14",8.4
"809","2017-06-15",8.25
"810","2017-06-16",8.363
"811","2017-06-19",8.375
"812","2017-06-20",8.325
"813","2017-06-21",8.2
"814","2017-06-22",8.3
"815","2017-06-23",8.4
"816","2017-06-26",8
"817","2017-06-27",8.25
"818","2017-06-28",8.1
"819","2017-06-29",8.15
"820","2017-06-30",7.975
"821","2017-07-03",7.95
"822","2017-07-05",8
"823","2017-07-06",7.935
"824","2017-07-07",7.825
"825","2017-07-10",7.7
"826","2017-07-11",7.8
"827","2017-07-12",7.9
"828","2017-07-13",7.8
"829","2017-07-14",7.8
"830","2017-07-17",7.75
"831","2017-07-18",7.8
"832","2017-07-19",7.9
"833","2017-07-20",7.9
"834","2017-07-21",7.85
"835","2017-07-24",7.9
"836","2017-07-25",7.75
"837","2017-07-26",7.55
"838","2017-07-27",7.7
"839","2017-07-28",7.7
"840","2017-07-31",7.65
"841","2017-08-01",7.55
"842","2017-08-02",7.5
"843","2017-08-03",7.4
"844","2017-08-04",7.311
"845","2017-08-07",7.3
"846","2017-08-08",7.15
"847","2017-08-09",7.057
"848","2017-08-10",6.95
"849","2017-08-11",7.1
"850","2017-08-14",7.15
"851","2017-08-15",7.65
"852","2017-08-16",7.9
"853","2017-08-17",8
"854","2017-08-18",8.2
"855","2017-08-21",8.15
"856","2017-08-22",7.9
"857","2017-08-23",7.977
"858","2017-08-24",8.15
"859","2017-08-25",8
"860","2017-08-28",7.7
"861","2017-08-29",7.5
"862","2017-08-30",7.611
"863","2017-08-31",7.5
"864","2017-09-01",7.6
"865","2017-09-05",7.35
"866","2017-09-06",7.25
"867","2017-09-07",7.3
"868","2017-09-08",7.389
"869","2017-09-11",7.65
"870","2017-09-12",7.8
"871","2017-09-13",8
"872","2017-09-14",8.1
"873","2017-09-15",8.05
"874","2017-09-18",7.95
"875","2017-09-19",7.9
"876","2017-09-20",7.85
"877","2017-09-21",7.8
"878","2017-09-22",7.75
"879","2017-09-25",7.55
"880","2017-09-26",7.624
"881","2017-09-27",8
"882","2017-09-28",7.55
"883","2017-09-29",7.698
"884","2017-10-02",7.65
"885","2017-10-03",7.7
"886","2017-10-04",7.7
"887","2017-10-05",7.697
"888","2017-10-06",7.7
"889","2017-10-09",7.6
"890","2017-10-10",7.684
"891","2017-10-11",7.6
"892","2017-10-12",7.35
"893","2017-10-13",7.351
"894","2017-10-16",7.45
"895","2017-10-17",7.45
"896","2017-10-18",7.495
"897","2017-10-19",7.435
"898","2017-10-20",7.465
"899","2017-10-23",7.32
"900","2017-10-24",7.125
"901","2017-10-25",7.2
"902","2017-10-26",7.2
"903","2017-10-27",7.119
"904","2017-10-30",7.09
"905","2017-10-31",7.125
"906","2017-11-01",7.086
"907","2017-11-02",7.1
"908","2017-11-03",7.175
"909","2017-11-06",7.1
"910","2017-11-07",7
"911","2017-11-08",7
"912","2017-11-09",7.086
"913","2017-11-10",7
"914","2017-11-13",7.133
"915","2017-11-14",7.1
"916","2017-11-15",7.1
"917","2017-11-16",7.214
"918","2017-11-17",7.4
"919","2017-11-20",7.565
"920","2017-11-21",7.25
"921","2017-11-22",7.25
"922","2017-11-24",7.25
"923","2017-11-27",7.35
"924","2017-11-28",7.4
"925","2017-11-29",7.35
"926","2017-11-30",7.3
"927","2017-12-01",7.35
"928","2017-12-04",7.2
"929","2017-12-05",7.45
"930","2017-12-06",7.45
"931","2017-12-07",7.4
"932","2017-12-08",7.3
"933","2017-12-11",7.45
"934","2017-12-12",7.325
"935","2017-12-13",7.2
"936","2017-12-14",7.2
"937","2017-12-15",7.2
"938","2017-12-18",7.3
"939","2017-12-19",7.299
"940","2017-12-20",7.3
"941","2017-12-21",7.249
"942","2017-12-22",7.3
"943","2017-12-26",7.3
"944","2017-12-27",7.25
"945","2017-12-28",7.25
"946","2017-12-29",7.25
"947","2018-01-02",7.2
"948","2018-01-03",7.151
"949","2018-01-04",7.2
"950","2018-01-05",7.209
"951","2018-01-08",7.25
"952","2018-01-09",7.1
"953","2018-01-10",7.135
"954","2018-01-11",7.1
"955","2018-01-12",7.05
"956","2018-01-16",7.15
"957","2018-01-17",7.1
"958","2018-01-18",7.05
"959","2018-01-19",6.95
"960","2018-01-22",7
"961","2018-01-23",6.9
"962","2018-01-24",6.9
"963","2018-01-25",7.02
"964","2018-01-26",7.05
"965","2018-01-29",6.9
"966","2018-01-30",6.8
"967","2018-01-31",6.855
"968","2018-02-01",6.8
"969","2018-02-02",6.75
"970","2018-02-05",6.7
"971","2018-02-06",6.85
"972","2018-02-07",6.898
"973","2018-02-08",7.05
"974","2018-02-09",7
"975","2018-02-12",6.9
"976","2018-02-13",7.1
"977","2018-02-14",6.95
"978","2018-02-15",6.98
"979","2018-02-16",7.1
"980","2018-02-20",6.95
"981","2018-02-21",6.9
"982","2018-02-22",6.7
"983","2018-02-23",6.65
"984","2018-02-26",6.7
"985","2018-02-27",6.635
"986","2018-02-28",6.8
"987","2018-03-01",6.8
"988","2018-03-02",6.75
"989","2018-03-05",6.85
"990","2018-03-06",6.85
"991","2018-03-07",6.85
"992","2018-03-08",6.9
"993","2018-03-09",6.85
"994","2018-03-12",7.1
"995","2018-03-13",7.1
"996","2018-03-14",7.25
"997","2018-03-15",7.1
"998","2018-03-16",7.25
"999","2018-03-19",7.3
"1000","2018-03-20",7.25
"1001","2018-03-21",7.113
