"","date","WVE"
"347","2017-03-29",25.65
"348","2017-03-30",28.9
"349","2017-03-31",27.5
"350","2017-04-03",27.1
"351","2017-04-04",27.049999
"352","2017-04-05",26.65
"353","2017-04-06",26.049999
"354","2017-04-07",27
"355","2017-04-10",26.75
"356","2017-04-11",26.549999
"357","2017-04-12",23.15
"358","2017-04-13",23
"359","2017-04-17",22.950001
"360","2017-04-18",21.950001
"361","2017-04-19",21.65
"362","2017-04-20",21.65
"363","2017-04-21",20.75
"364","2017-04-24",20.25
"365","2017-04-25",21.4
"366","2017-04-26",21.299999
"367","2017-04-27",22.15
"368","2017-04-28",21.1
"369","2017-05-01",21.450001
"370","2017-05-02",22.35
"371","2017-05-03",21.5
"372","2017-05-04",21
"373","2017-05-05",21.15
"374","2017-05-08",20.85
"375","2017-05-09",20.85
"376","2017-05-10",20.950001
"377","2017-05-11",21.4
"378","2017-05-12",22.200001
"379","2017-05-15",22.5
"380","2017-05-16",22.4
"381","2017-05-17",21.200001
"382","2017-05-18",21.1
"383","2017-05-19",20.85
"384","2017-05-22",20.9
"385","2017-05-23",21.049999
"386","2017-05-24",20.85
"387","2017-05-25",20.049999
"388","2017-05-26",20.15
"389","2017-05-30",19.799999
"390","2017-05-31",18.9
"391","2017-06-01",19.5
"392","2017-06-02",20.6
"393","2017-06-05",20.15
"394","2017-06-06",20.450001
"395","2017-06-07",20.4
"396","2017-06-08",20.25
"397","2017-06-09",20.4
"398","2017-06-12",20.4
"399","2017-06-13",20.5
"400","2017-06-14",20.25
"401","2017-06-15",19.5
"402","2017-06-16",21
"403","2017-06-19",21.1
"404","2017-06-20",20.6
"405","2017-06-21",21
"406","2017-06-22",20.75
"407","2017-06-23",20.5
"408","2017-06-26",20.6
"409","2017-06-27",20.450001
"410","2017-06-28",19.9
"411","2017-06-29",18.9
"412","2017-06-30",18.6
"413","2017-07-03",18.4
"414","2017-07-05",19.200001
"415","2017-07-06",18.200001
"416","2017-07-07",18.200001
"417","2017-07-10",17.65
"418","2017-07-11",16.700001
"419","2017-07-12",16.700001
"420","2017-07-13",16.75
"421","2017-07-14",16.85
"422","2017-07-17",16.5
"423","2017-07-18",15.25
"424","2017-07-19",16.450001
"425","2017-07-20",18.549999
"426","2017-07-21",18.799999
"427","2017-07-24",20
"428","2017-07-25",20.200001
"429","2017-07-26",21.25
"430","2017-07-27",20.049999
"431","2017-07-28",19.549999
"432","2017-07-31",19.85
"433","2017-08-01",19.950001
"434","2017-08-02",19.4
"435","2017-08-03",19
"436","2017-08-04",20.1
"437","2017-08-07",20.200001
"438","2017-08-08",19.6
"439","2017-08-09",18.1
"440","2017-08-10",18.1
"441","2017-08-11",17.65
"442","2017-08-14",17.1
"443","2017-08-15",17.35
"444","2017-08-16",17.5
"445","2017-08-17",16.700001
"446","2017-08-18",17.15
"447","2017-08-21",16.65
"448","2017-08-22",16.4
"449","2017-08-23",17.25
"450","2017-08-24",17.4
"451","2017-08-25",18.75
"452","2017-08-28",20.549999
"453","2017-08-29",22.85
"454","2017-08-30",23.549999
"455","2017-08-31",23.5
"456","2017-09-01",23.6
"457","2017-09-05",24.200001
"458","2017-09-06",23.549999
"459","2017-09-07",23.4
"460","2017-09-08",23.200001
"461","2017-09-11",22.9
"462","2017-09-12",23.35
"463","2017-09-13",25.049999
"464","2017-09-14",24.35
"465","2017-09-15",24.25
"466","2017-09-18",24.049999
"467","2017-09-19",24.15
"468","2017-09-20",23.950001
"469","2017-09-21",22.9
"470","2017-09-22",22
"471","2017-09-25",22.15
"472","2017-09-26",21.75
"473","2017-09-27",23.25
"474","2017-09-28",22.299999
"475","2017-09-29",21.75
"476","2017-10-02",22
"477","2017-10-03",22.1
"478","2017-10-04",23.25
"479","2017-10-05",24.950001
"480","2017-10-06",25
"481","2017-10-09",23.85
"482","2017-10-10",23.049999
"483","2017-10-11",23.25
"484","2017-10-12",23.15
"485","2017-10-13",23.15
"486","2017-10-16",23.1
"487","2017-10-17",22.700001
"488","2017-10-18",22.35
"489","2017-10-19",22.200001
"490","2017-10-20",22.85
"491","2017-10-23",23.049999
"492","2017-10-24",22.950001
"493","2017-10-25",22.65
"494","2017-10-26",21.799999
"495","2017-10-27",22.450001
"496","2017-10-30",22.950001
"497","2017-10-31",23.049999
"498","2017-11-01",23
"499","2017-11-02",23.1
"500","2017-11-03",22.799999
"501","2017-11-06",22.950001
"502","2017-11-07",22.15
"503","2017-11-08",22.1
"504","2017-11-09",22.35
"505","2017-11-10",22.799999
"506","2017-11-13",24.85
"507","2017-11-14",24.75
"508","2017-11-15",26.700001
"509","2017-11-16",29.700001
"510","2017-11-17",31.75
"511","2017-11-20",32.900002
"512","2017-11-21",33.700001
"513","2017-11-22",35.450001
"514","2017-11-24",36.099998
"515","2017-11-27",34
"516","2017-11-28",33.849998
"517","2017-11-29",34.849998
"518","2017-11-30",37.200001
"519","2017-12-01",39.349998
"520","2017-12-04",39.049999
"521","2017-12-05",38
"522","2017-12-06",36.25
"523","2017-12-07",36.549999
"524","2017-12-08",36.799999
"525","2017-12-11",38.849998
"526","2017-12-12",37.599998
"527","2017-12-13",38
"528","2017-12-14",38.200001
"529","2017-12-15",38.349998
"530","2017-12-18",36.650002
"531","2017-12-19",35.950001
"532","2017-12-20",35.650002
"533","2017-12-21",34.900002
"534","2017-12-22",35.25
"535","2017-12-26",34.650002
"536","2017-12-27",34.200001
"537","2017-12-28",34.450001
"538","2017-12-29",35.099998
"539","2018-01-02",34.799999
"540","2018-01-03",34.799999
"541","2018-01-04",34.799999
"542","2018-01-05",33.549999
"543","2018-01-08",32.549999
"544","2018-01-09",32.450001
"545","2018-01-10",33.900002
"546","2018-01-11",37.349998
"547","2018-01-12",36.549999
"548","2018-01-16",37.099998
"549","2018-01-17",37.549999
"550","2018-01-18",38
"551","2018-01-19",38
"552","2018-01-22",39.400002
"553","2018-01-23",40.049999
"554","2018-01-24",40.75
"555","2018-01-25",40.25
"556","2018-01-26",39.5
"557","2018-01-29",38.400002
"558","2018-01-30",40
"559","2018-01-31",40
"560","2018-02-01",40.200001
"561","2018-02-02",39.200001
"562","2018-02-05",38.549999
"563","2018-02-06",39.5
"564","2018-02-07",39.799999
"565","2018-02-08",39.650002
"566","2018-02-09",41.25
"567","2018-02-12",41.200001
"568","2018-02-13",42.299999
"569","2018-02-14",48.349998
"570","2018-02-15",52.25
"571","2018-02-16",54.700001
"572","2018-02-20",52.099998
"573","2018-02-21",51
"574","2018-02-22",50.599998
"575","2018-02-23",50.75
"576","2018-02-26",52.650002
"577","2018-02-27",53.349998
"578","2018-02-28",50.950001
"579","2018-03-01",49.799999
"580","2018-03-02",47.75
"581","2018-03-05",49
"582","2018-03-06",45.700001
"583","2018-03-07",47.5
"584","2018-03-08",46.200001
"585","2018-03-09",47
"586","2018-03-12",44.900002
"587","2018-03-13",43.299999
"588","2018-03-14",42.299999
"589","2018-03-15",40.349998
"590","2018-03-16",41.5
"591","2018-03-19",40.200001
"592","2018-03-20",40.549999
"593","2018-03-21",41.849998
"594","2018-03-22",40.349998
"595","2018-03-23",39.700001
"596","2018-03-26",39.849998
"597","2018-03-27",39.75
"598","2018-03-28",38.549999
"599","2018-03-29",40.099998
"600","2018-04-02",40
"601","2018-04-03",41.549999
"602","2018-04-04",40.650002
"603","2018-04-05",40.799999
"604","2018-04-06",39.799999
"605","2018-04-09",43.450001
"606","2018-04-10",44.299999
"607","2018-04-11",42.049999
"608","2018-04-12",42.650002
"609","2018-04-13",40.950001
"610","2018-04-16",41.099998
"611","2018-04-17",42.049999
"612","2018-04-18",42.200001
"613","2018-04-19",42
"614","2018-04-20",43.5
"615","2018-04-23",44.599998
"616","2018-04-24",45.549999
"617","2018-04-25",45.049999
"618","2018-04-26",45.150002
"619","2018-04-27",45.099998
"620","2018-04-30",44.450001
"621","2018-05-01",44.099998
"622","2018-05-02",44.700001
"623","2018-05-03",43.700001
"624","2018-05-04",42.950001
"625","2018-05-07",42.650002
"626","2018-05-08",43.599998
"627","2018-05-09",42.650002
"628","2018-05-10",40.599998
"629","2018-05-11",39.200001
"630","2018-05-14",39.349998
"631","2018-05-15",39.599998
"632","2018-05-16",41.599998
"633","2018-05-17",43.049999
"634","2018-05-18",42.75
"635","2018-05-21",42.900002
"636","2018-05-22",42.450001
"637","2018-05-23",42.700001
"638","2018-05-24",43.75
"639","2018-05-25",44.900002
"640","2018-05-29",44.900002
"641","2018-05-30",46.849998
"642","2018-05-31",46.549999
"643","2018-06-01",48.450001
"644","2018-06-04",47.900002
"645","2018-06-05",48
"646","2018-06-06",48.049999
"647","2018-06-07",47.25
"648","2018-06-08",48.599998
"649","2018-06-11",48.450001
"650","2018-06-12",49.049999
"651","2018-06-13",49.150002
"652","2018-06-14",48.950001
"653","2018-06-15",50.650002
"654","2018-06-18",50.450001
"655","2018-06-19",40.48
"656","2018-06-20",38.200001
"657","2018-06-21",35.419998
"658","2018-06-22",33.950001
"659","2018-06-25",33.849998
"660","2018-06-26",34.950001
"661","2018-06-27",35.25
"662","2018-06-28",37.299999
"663","2018-06-29",38.25
"664","2018-07-02",36.349998
"665","2018-07-03",37.049999
"666","2018-07-05",38.049999
"667","2018-07-06",38.25
"668","2018-07-09",37.450001
"669","2018-07-10",38.150002
"670","2018-07-11",38.200001
"671","2018-07-12",37.700001
"672","2018-07-13",36.900002
"673","2018-07-16",37.099998
"674","2018-07-17",37.549999
"675","2018-07-18",38.150002
"676","2018-07-19",37.900002
"677","2018-07-20",39.049999
"678","2018-07-23",38.849998
"679","2018-07-24",38.599998
"680","2018-07-25",39.950001
"681","2018-07-26",39.400002
"682","2018-07-27",38.349998
"683","2018-07-30",38.549999
"684","2018-07-31",40.400002
"685","2018-08-01",40.849998
"686","2018-08-02",41.549999
"687","2018-08-03",41.450001
"688","2018-08-06",40.049999
"689","2018-08-07",40
"690","2018-08-08",39.75
"691","2018-08-09",39
"692","2018-08-10",44
"693","2018-08-13",46.700001
"694","2018-08-14",46.25
"695","2018-08-15",46.099998
"696","2018-08-16",47.25
"697","2018-08-17",46.799999
"698","2018-08-20",47.299999
"699","2018-08-21",48.599998
"700","2018-08-22",48.400002
"701","2018-08-23",48.75
"702","2018-08-24",48.700001
"703","2018-08-27",49
"704","2018-08-28",51
"705","2018-08-29",51
"706","2018-08-30",52.900002
"707","2018-08-31",53.299999
"708","2018-09-04",52.349998
"709","2018-09-05",51.450001
"710","2018-09-06",50.099998
"711","2018-09-07",49.950001
"712","2018-09-10",52.450001
"713","2018-09-11",51.650002
"714","2018-09-12",52.799999
"715","2018-09-13",52.849998
"716","2018-09-14",52.549999
"717","2018-09-17",48.900002
"718","2018-09-18",50.099998
"719","2018-09-19",49.150002
"720","2018-09-20",52.700001
"721","2018-09-21",52.299999
"722","2018-09-24",55.200001
"723","2018-09-25",53.900002
"724","2018-09-26",53.450001
"725","2018-09-27",50.049999
"726","2018-09-28",50
"727","2018-10-01",47.220001
"728","2018-10-02",45.75
"729","2018-10-03",44.93
"730","2018-10-04",43.279999
"731","2018-10-05",44.009998
"732","2018-10-08",42.919998
"733","2018-10-09",43.34
"734","2018-10-10",41.400002
"735","2018-10-11",44.360001
"736","2018-10-12",45.330002
"737","2018-10-15",46.799999
"738","2018-10-16",48.889999
"739","2018-10-17",48.689999
"740","2018-10-18",48.82
"741","2018-10-19",47.580002
"742","2018-10-22",46.759998
"743","2018-10-23",45.98
"744","2018-10-24",42.330002
"745","2018-10-25",44
"746","2018-10-26",44.299999
"747","2018-10-29",43.41
"748","2018-10-30",44.259998
"749","2018-10-31",46.689999
"750","2018-11-01",48.209999
"751","2018-11-02",48.490002
"752","2018-11-05",47.299999
"753","2018-11-06",46
"754","2018-11-07",45.279999
"755","2018-11-08",45.23
"756","2018-11-09",43.16
"757","2018-11-12",39.669998
"758","2018-11-13",39.060001
"759","2018-11-14",38.310001
"760","2018-11-15",38.860001
"761","2018-11-16",40.25
"762","2018-11-19",38.889999
"763","2018-11-20",40.759998
"764","2018-11-21",42.169998
"765","2018-11-23",42.849998
"766","2018-11-26",44.040001
"767","2018-11-27",41.73
"768","2018-11-28",44.139999
"769","2018-11-29",46.200001
"770","2018-11-30",47.849998
"771","2018-12-03",47.919998
"772","2018-12-04",46.830002
"773","2018-12-06",47.490002
"774","2018-12-07",47.209999
"775","2018-12-10",48.360001
"776","2018-12-11",48.369999
"777","2018-12-12",50.110001
"778","2018-12-13",49.869999
"779","2018-12-14",49.43
"780","2018-12-17",46.580002
"781","2018-12-18",46.790001
"782","2018-12-19",44.25
"783","2018-12-20",37.709999
"784","2018-12-21",37.099998
"785","2018-12-24",37.349998
"786","2018-12-26",42.189999
"787","2018-12-27",40.290001
"788","2018-12-28",42.290001
"789","2018-12-31",42.040001
"790","2019-01-02",41.009998
"791","2019-01-03",38.93
"792","2019-01-04",41.169998
"793","2019-01-07",43.369999
"794","2019-01-08",43.779999
"795","2019-01-09",42
"796","2019-01-10",41.970001
"797","2019-01-11",41.540001
"798","2019-01-14",42.220001
"799","2019-01-15",43.259998
"800","2019-01-16",44
"801","2019-01-17",43.57
"802","2019-01-18",42.59
"803","2019-01-22",40.799999
"804","2019-01-23",41.709999
"805","2019-01-24",35.73
"806","2019-01-25",34.259998
"807","2019-01-28",32.689999
"808","2019-01-29",34.419998
"809","2019-01-30",36.09
"810","2019-01-31",37.25
"811","2019-02-01",38.029999
"812","2019-02-04",38.080002
"813","2019-02-05",36.610001
"814","2019-02-06",36.330002
"815","2019-02-07",35.790001
"816","2019-02-08",35.419998
"817","2019-02-11",35.560001
"818","2019-02-12",36.380001
"819","2019-02-13",36.73
"820","2019-02-14",36.529999
"821","2019-02-15",37.599998
"822","2019-02-19",37.779999
"823","2019-02-20",37.080002
"824","2019-02-21",36.98
"825","2019-02-22",37.639999
"826","2019-02-25",38.889999
"827","2019-02-26",39.650002
"828","2019-02-27",39.98
"829","2019-02-28",41.93
"830","2019-03-01",43.709999
"831","2019-03-04",44.5
"832","2019-03-05",45.009998
"833","2019-03-06",45.119999
"834","2019-03-07",45
"835","2019-03-08",45.91
"836","2019-03-11",47.91
"837","2019-03-12",47.52
"838","2019-03-13",46.709999
"839","2019-03-14",45.889999
"840","2019-03-15",45.73
"841","2019-03-18",46.459999
"842","2019-03-19",46.060001
"843","2019-03-20",44.130001
"844","2019-03-21",44
"845","2019-03-22",41.950001
"846","2019-03-25",40.099998
"847","2019-03-26",39.630001
"848","2019-03-27",37.779999
"849","2019-03-28",37.860001
"850","2019-03-29",38.849998
"851","2019-04-01",38.110001
"852","2019-04-02",39.93
"853","2019-04-03",40.82
"854","2019-04-04",40.049999
"855","2019-04-05",42.380001
"856","2019-04-08",42.84
"857","2019-04-09",41.75
"858","2019-04-10",33.91
"859","2019-04-11",34.07
"860","2019-04-12",34.080002
"861","2019-04-15",34.02
"862","2019-04-16",24.469999
"863","2019-04-17",26.01
"864","2019-04-18",25.58
"865","2019-04-22",25.780001
"866","2019-04-23",26.93
"867","2019-04-24",26.700001
"868","2019-04-25",27.719999
"869","2019-04-26",27.290001
"870","2019-04-29",26.65
"871","2019-04-30",26.530001
"872","2019-05-01",26.450001
"873","2019-05-02",27.67
"874","2019-05-03",27.879999
"875","2019-05-06",28.309999
"876","2019-05-07",27.6
"877","2019-05-08",27.950001
"878","2019-05-09",27.309999
"879","2019-05-10",27.700001
"880","2019-05-13",27.08
"881","2019-05-14",27.719999
"882","2019-05-15",27.049999
"883","2019-05-16",26.08
"884","2019-05-17",26.200001
"885","2019-05-20",24.92
"886","2019-05-21",25.049999
"887","2019-05-22",24.93
"888","2019-05-23",24.190001
"889","2019-05-24",25.41
"890","2019-05-28",24.709999
"891","2019-05-29",24.139999
"892","2019-05-30",23.83
"893","2019-05-31",22.93
"894","2019-06-03",23.42
"895","2019-06-04",23.9
"896","2019-06-05",23.73
"897","2019-06-06",24.01
"898","2019-06-07",24.379999
"899","2019-06-10",24.43
"900","2019-06-11",23.719999
"901","2019-06-12",23.01
"902","2019-06-13",24.809999
"903","2019-06-14",25.67
"904","2019-06-17",27.43
"905","2019-06-18",27.92
"906","2019-06-19",26.93
"907","2019-06-20",26.860001
"908","2019-06-21",26.18
"909","2019-06-24",25.469999
"910","2019-06-25",25.879999
"911","2019-06-26",25.860001
"912","2019-06-27",26.25
"913","2019-06-28",26.09
"914","2019-07-01",26.76
"915","2019-07-02",26.35
"916","2019-07-03",26.879999
"917","2019-07-05",26.700001
"918","2019-07-08",26.4
"919","2019-07-09",26.99
"920","2019-07-10",26.26
"921","2019-07-11",26.040001
"922","2019-07-12",26.23
"923","2019-07-15",27
"924","2019-07-16",26.969999
"925","2019-07-17",26.459999
"926","2019-07-18",24.08
"927","2019-07-19",23.16
"928","2019-07-22",22.629999
"929","2019-07-23",21.860001
"930","2019-07-24",21.799999
"931","2019-07-25",20.299999
"932","2019-07-26",21.16
"933","2019-07-29",19.35
"934","2019-07-30",20.450001
"935","2019-07-31",21.41
"936","2019-08-01",20.68
"937","2019-08-02",19.17
"938","2019-08-05",19.48
"939","2019-08-06",20.049999
"940","2019-08-07",20.799999
"941","2019-08-08",21.790001
"942","2019-08-09",21.35
"943","2019-08-12",21
"944","2019-08-13",21.370001
"945","2019-08-14",21
"946","2019-08-15",20.34
"947","2019-08-16",21.35
"948","2019-08-19",21.74
"949","2019-08-20",21.290001
"950","2019-08-21",22.01
"951","2019-08-22",21.77
"952","2019-08-23",21.34
"953","2019-08-26",21.6
"954","2019-08-27",22.02
"955","2019-08-28",21.82
"956","2019-08-29",23.34
"957","2019-08-30",23
"958","2019-09-03",21.450001
"959","2019-09-04",21.030001
"960","2019-09-05",22.049999
"961","2019-09-06",20.83
"962","2019-09-09",20.950001
"963","2019-09-10",23.709999
"964","2019-09-11",25.040001
"965","2019-09-12",24.1
"966","2019-09-13",23.940001
"967","2019-09-16",27.4
"968","2019-09-17",26.379999
"969","2019-09-18",25.65
"970","2019-09-19",24.799999
"971","2019-09-20",24.84
"972","2019-09-23",24.59
"973","2019-09-24",22.629999
