"","date","FBP"
"1","2007-01-03",144.449997
"2","2007-01-04",146.399994
"3","2007-01-05",142.350006
"4","2007-01-08",139.949997
"5","2007-01-09",138
"6","2007-01-10",136.800003
"7","2007-01-11",137.550003
"8","2007-01-12",139.5
"9","2007-01-16",138.75
"10","2007-01-17",137.550003
"11","2007-01-18",136.199997
"12","2007-01-19",138
"13","2007-01-22",138.75
"14","2007-01-23",139.649994
"15","2007-01-24",141.899994
"16","2007-01-25",143.399994
"17","2007-01-26",142.949997
"18","2007-01-29",156.300003
"19","2007-01-30",164.25
"20","2007-01-31",160.199997
"21","2007-02-01",165.75
"22","2007-02-02",176.699997
"23","2007-02-05",167.100006
"24","2007-02-06",165.149994
"25","2007-02-07",164.850006
"26","2007-02-08",163.649994
"27","2007-02-09",162.600006
"28","2007-02-12",160.199997
"29","2007-02-13",160.649994
"30","2007-02-14",159.449997
"31","2007-02-15",159.600006
"32","2007-02-16",169.5
"33","2007-02-20",180
"34","2007-02-21",179.699997
"35","2007-02-22",183.899994
"36","2007-02-23",185.399994
"37","2007-02-26",183.300003
"38","2007-02-27",178.800003
"39","2007-02-28",178.800003
"40","2007-03-01",178.800003
"41","2007-03-02",177.300003
"42","2007-03-05",173.25
"43","2007-03-06",180.449997
"44","2007-03-07",181.050003
"45","2007-03-08",181.050003
"46","2007-03-09",182.399994
"47","2007-03-12",183.600006
"48","2007-03-13",176.850006
"49","2007-03-14",175.350006
"50","2007-03-15",179.850006
"51","2007-03-16",187.5
"52","2007-03-19",189.600006
"53","2007-03-20",195.300003
"54","2007-03-21",199.350006
"55","2007-03-22",202.800003
"56","2007-03-23",199.199997
"57","2007-03-26",197.25
"58","2007-03-27",195.899994
"59","2007-03-28",197.699997
"60","2007-03-29",198
"61","2007-03-30",198.899994
"62","2007-04-02",201.600006
"63","2007-04-03",204.600006
"64","2007-04-04",203.25
"65","2007-04-05",199.949997
"66","2007-04-09",196.050003
"67","2007-04-10",194.699997
"68","2007-04-11",191.850006
"69","2007-04-12",189.75
"70","2007-04-13",190.800003
"71","2007-04-16",198.899994
"72","2007-04-17",196.5
"73","2007-04-18",195.300003
"74","2007-04-19",190.5
"75","2007-04-20",190.949997
"76","2007-04-23",189.899994
"77","2007-04-24",192.600006
"78","2007-04-25",194.100006
"79","2007-04-26",199.050003
"80","2007-04-27",195.75
"81","2007-04-30",188.100006
"82","2007-05-01",186.899994
"83","2007-05-02",190.199997
"84","2007-05-03",192.449997
"85","2007-05-04",196.350006
"86","2007-05-07",195.899994
"87","2007-05-08",193.199997
"88","2007-05-09",191.699997
"89","2007-05-10",188.850006
"90","2007-05-11",191.399994
"91","2007-05-14",190.949997
"92","2007-05-15",188.25
"93","2007-05-16",190.050003
"94","2007-05-17",187.649994
"95","2007-05-18",184.050003
"96","2007-05-21",184.050003
"97","2007-05-22",189.75
"98","2007-05-23",192.449997
"99","2007-05-24",188.850006
"100","2007-05-25",189.300003
"101","2007-05-29",190.050003
"102","2007-05-30",190.649994
"103","2007-05-31",188.399994
"104","2007-06-01",190.350006
"105","2007-06-04",190.050003
"106","2007-06-05",187.050003
"107","2007-06-06",185.699997
"108","2007-06-07",185.25
"109","2007-06-08",186
"110","2007-06-11",184.800003
"111","2007-06-12",182.699997
"112","2007-06-13",185.399994
"113","2007-06-14",184.949997
"114","2007-06-15",183.75
"115","2007-06-18",184.649994
"116","2007-06-19",185.850006
"117","2007-06-20",184.199997
"118","2007-06-21",182.100006
"119","2007-06-22",176.25
"120","2007-06-25",173.399994
"121","2007-06-26",169.199997
"122","2007-06-27",168.899994
"123","2007-06-28",169.649994
"124","2007-06-29",164.850006
"125","2007-07-02",165.449997
"126","2007-07-03",165.300003
"127","2007-07-05",164.399994
"128","2007-07-06",163.350006
"129","2007-07-09",164.25
"130","2007-07-10",157.949997
"131","2007-07-11",158.699997
"132","2007-07-12",159.899994
"133","2007-07-13",158.399994
"134","2007-07-16",158.699997
"135","2007-07-17",159.300003
"136","2007-07-18",158.699997
"137","2007-07-19",157.5
"138","2007-07-20",155.699997
"139","2007-07-23",154.050003
"140","2007-07-24",148.5
"141","2007-07-25",146.550003
"142","2007-07-26",141.449997
"143","2007-07-27",139.050003
"144","2007-07-30",139.350006
"145","2007-07-31",138
"146","2007-08-01",135
"147","2007-08-02",136.800003
"148","2007-08-03",129.300003
"149","2007-08-06",133.949997
"150","2007-08-07",133.5
"151","2007-08-08",134.699997
"152","2007-08-09",133.050003
"153","2007-08-10",140.699997
"154","2007-08-13",140.100006
"155","2007-08-14",137.100006
"156","2007-08-15",137.100006
"157","2007-08-16",147.75
"158","2007-08-17",156.449997
"159","2007-08-20",157.050003
"160","2007-08-21",159.149994
"161","2007-08-22",163.350006
"162","2007-08-23",165.300003
"163","2007-08-24",165.899994
"164","2007-08-27",165
"165","2007-08-28",152.25
"166","2007-08-29",152.550003
"167","2007-08-30",149.699997
"168","2007-08-31",150.75
"169","2007-09-04",151.350006
"170","2007-09-05",150.449997
"171","2007-09-06",149.699997
"172","2007-09-07",147
"173","2007-09-10",144.300003
"174","2007-09-11",151.5
"175","2007-09-12",150.300003
"176","2007-09-13",150.300003
"177","2007-09-14",153.449997
"178","2007-09-17",147.75
"179","2007-09-18",157.050003
"180","2007-09-19",162
"181","2007-09-20",160.649994
"182","2007-09-21",157.199997
"183","2007-09-24",153.300003
"184","2007-09-25",149.399994
"185","2007-09-26",148.5
"186","2007-09-27",148.5
"187","2007-09-28",142.5
"188","2007-10-01",145.800003
"189","2007-10-02",148.199997
"190","2007-10-03",146.25
"191","2007-10-04",148.5
"192","2007-10-05",152.100006
"193","2007-10-08",149.100006
"194","2007-10-09",150
"195","2007-10-10",149.550003
"196","2007-10-11",151.800003
"197","2007-10-12",152.399994
"198","2007-10-15",146.550003
"199","2007-10-16",142.649994
"200","2007-10-17",138
"201","2007-10-18",135.899994
"202","2007-10-19",129.75
"203","2007-10-22",134.699997
"204","2007-10-23",135.899994
"205","2007-10-24",133.350006
"206","2007-10-25",132.300003
"207","2007-10-26",137.850006
"208","2007-10-29",137.850006
"209","2007-10-30",141
"210","2007-10-31",131.850006
"211","2007-11-01",120.75
"212","2007-11-02",115.800003
"213","2007-11-05",117
"214","2007-11-06",112.650002
"215","2007-11-07",102.300003
"216","2007-11-08",101.25
"217","2007-11-09",102.75
"218","2007-11-12",105.900002
"219","2007-11-13",113.400002
"220","2007-11-14",105
"221","2007-11-15",100.349998
"222","2007-11-16",94.349998
"223","2007-11-19",93.75
"224","2007-11-20",97.650002
"225","2007-11-21",99.449997
"226","2007-11-23",102.75
"227","2007-11-26",92.25
"228","2007-11-27",94.349998
"229","2007-11-28",103.199997
"230","2007-11-29",96.599998
"231","2007-11-30",98.099998
"232","2007-12-03",97.5
"233","2007-12-04",96
"234","2007-12-05",100.349998
"235","2007-12-06",108.300003
"236","2007-12-07",109.199997
"237","2007-12-10",118.949997
"238","2007-12-11",109.650002
"239","2007-12-12",107.849998
"240","2007-12-13",105.150002
"241","2007-12-14",101.699997
"242","2007-12-17",102.599998
"243","2007-12-18",107.25
"244","2007-12-19",106.949997
"245","2007-12-20",113.400002
"246","2007-12-21",121.050003
"247","2007-12-24",121.650002
"248","2007-12-26",121.349998
"249","2007-12-27",114.900002
"250","2007-12-28",110.550003
"251","2007-12-31",109.349998
"252","2008-01-02",113.400002
"253","2008-01-03",120.150002
"254","2008-01-04",118.800003
"255","2008-01-07",124.800003
"256","2008-01-08",123.900002
"257","2008-01-09",125.849998
"258","2008-01-10",129.899994
"259","2008-01-11",123.599998
"260","2008-01-14",122.400002
"261","2008-01-15",118.650002
"262","2008-01-16",126.449997
"263","2008-01-17",121.050003
"264","2008-01-18",116.099998
"265","2008-01-22",122.25
"266","2008-01-23",135.300003
"267","2008-01-24",133.800003
"268","2008-01-25",128.850006
"269","2008-01-28",133.350006
"270","2008-01-29",133.050003
"271","2008-01-30",132.300003
"272","2008-01-31",142.5
"273","2008-02-01",148.5
"274","2008-02-04",147
"275","2008-02-05",140.100006
"276","2008-02-06",141.300003
"277","2008-02-07",144.300003
"278","2008-02-08",138.300003
"279","2008-02-11",155.100006
"280","2008-02-12",151.5
"281","2008-02-13",155.850006
"282","2008-02-14",149.850006
"283","2008-02-15",147.449997
"284","2008-02-19",146.550003
"285","2008-02-20",153
"286","2008-02-21",141.449997
"287","2008-02-22",139.949997
"288","2008-02-25",145.5
"289","2008-02-26",141.149994
"290","2008-02-27",148.350006
"291","2008-02-28",141.300003
"292","2008-02-29",135.600006
"293","2008-03-03",137.399994
"294","2008-03-04",136.5
"295","2008-03-05",132.75
"296","2008-03-06",129
"297","2008-03-07",132
"298","2008-03-10",133.5
"299","2008-03-11",151.350006
"300","2008-03-12",150
"301","2008-03-13",152.850006
"302","2008-03-14",144.899994
"303","2008-03-17",143.699997
"304","2008-03-18",153
"305","2008-03-19",148.649994
"306","2008-03-20",157.949997
"307","2008-03-24",164.100006
