"","date","CBMG"
"279","2008-07-10",4
"280","2008-07-11",4
"281","2008-07-14",4
"282","2008-07-15",4
"283","2008-07-16",4
"284","2008-07-17",3
"285","2008-07-18",4
"286","2008-07-21",3
"287","2008-07-22",3
"288","2008-07-23",3
"289","2008-07-24",3
"290","2008-07-25",3
"291","2008-07-28",3
"292","2008-07-29",3
"293","2008-07-30",3
"294","2008-07-31",3
"295","2008-08-01",3
"296","2008-08-04",3
"297","2008-08-05",3
"298","2008-08-06",3
"299","2008-08-07",2
"300","2008-08-08",3
"301","2008-08-11",2
"302","2008-08-12",3
"303","2008-08-13",3
"304","2008-08-14",3
"305","2008-08-15",3
"306","2008-08-18",3
"307","2008-08-19",2
"308","2008-08-20",3
"309","2008-08-21",2
"310","2008-08-22",3
"311","2008-08-25",3
"312","2008-08-26",2
"313","2008-08-27",3
"314","2008-08-28",3
"315","2008-08-29",3
"316","2008-09-02",3
"317","2008-09-03",3
"318","2008-09-04",3
"319","2008-09-05",3
"320","2008-09-08",3
"321","2008-09-09",3
"322","2008-09-10",3
"323","2008-09-11",4
"324","2008-09-12",4
"325","2008-09-15",3
"326","2008-09-16",3
"327","2008-09-17",4
"328","2008-09-18",4
"329","2008-09-19",3
"330","2008-09-22",3
"331","2008-09-23",4
"332","2008-09-24",3
"333","2008-09-25",4
"334","2008-09-26",4
"335","2008-09-29",4
"336","2008-09-30",5
"337","2008-10-01",4
"338","2008-10-02",4
"339","2008-10-03",5
"340","2008-10-06",6
"341","2008-10-07",6
"342","2008-10-08",6
"343","2008-10-09",7
"344","2008-10-10",6
"345","2008-10-13",7
"346","2008-10-14",8
"347","2008-10-15",7
"348","2008-10-16",7
"349","2008-10-17",6
"350","2008-10-20",6
"351","2008-10-21",5
"352","2008-10-22",5
"353","2008-10-23",4
"354","2008-10-24",4
"355","2008-10-27",5
"356","2008-10-28",4
"357","2008-10-29",3
"358","2008-10-30",4
"359","2008-10-31",4
"360","2008-11-03",3
"361","2008-11-04",4
"362","2008-11-05",3
"363","2008-11-06",3
"364","2008-11-07",3
"365","2008-11-10",3
"366","2008-11-11",3
"367","2008-11-12",2
"368","2008-11-13",2
"369","2008-11-14",2
"370","2008-11-17",2
"371","2008-11-18",2
"372","2008-11-19",2
"373","2008-11-20",2
"374","2008-11-21",2
"375","2008-11-24",2
"376","2008-11-25",2
"377","2008-11-26",2
"378","2008-11-28",2
"379","2008-12-01",2
"380","2008-12-02",2
"381","2008-12-03",2
"382","2008-12-04",3
"383","2008-12-05",3
"384","2008-12-08",2
"385","2008-12-09",2
"386","2008-12-10",3
"387","2008-12-11",2
"388","2008-12-12",2
"389","2008-12-15",2
"390","2008-12-16",2
"391","2008-12-17",3
"392","2008-12-18",3
"393","2008-12-19",3
"394","2008-12-22",3
"395","2008-12-23",3
"396","2008-12-24",3
"397","2008-12-26",3
"398","2008-12-29",2
"399","2008-12-30",2
"400","2008-12-31",2
"401","2009-01-02",2
"402","2009-01-05",2
"403","2009-01-06",2
"404","2009-01-07",2
"405","2009-01-08",2
"406","2009-01-09",2
"407","2009-01-12",2
"408","2009-01-13",2
"409","2009-01-14",2
"410","2009-01-15",2
"411","2009-01-16",2
"412","2009-01-20",2
"413","2009-01-21",2
"414","2009-01-22",2
"415","2009-01-23",2
"416","2009-01-26",2
"417","2009-01-27",2
"418","2009-01-28",2
"419","2009-01-29",2
"420","2009-01-30",2
"421","2009-02-02",2
"422","2009-02-03",2
"423","2009-02-04",2
"424","2009-02-05",2
"425","2009-02-06",2
"426","2009-02-09",2
"427","2009-02-10",2
"428","2009-02-11",2
"429","2009-02-12",2
"430","2009-02-13",2
"431","2009-02-17",2
"432","2009-02-18",2
"433","2009-02-19",2
"434","2009-02-20",2
"435","2009-02-23",2
"436","2009-02-24",2
"437","2009-02-25",2
"438","2009-02-26",2
"439","2009-02-27",2
"440","2009-03-02",2
"441","2009-03-03",2
"442","2009-03-04",2
"443","2009-03-05",1
"444","2009-03-06",1
"445","2009-03-09",1
"446","2009-03-10",1
"447","2009-03-11",2
"448","2009-03-12",2
"449","2009-03-13",2
"450","2009-03-16",1
"451","2009-03-17",1
"452","2009-03-18",1
"453","2009-03-19",2
"454","2009-03-20",2
"455","2009-03-23",2
"456","2009-03-24",2
"457","2009-03-25",2
"458","2009-03-26",1
"459","2009-03-27",1
"460","2009-03-30",1
"461","2009-03-31",1
"462","2009-04-01",1
"463","2009-04-02",2
"464","2009-04-03",2
"465","2009-04-06",2
"466","2009-04-07",2
"467","2009-04-08",2
"468","2009-04-09",2
"469","2009-04-13",1
"470","2009-04-14",1
"471","2009-04-15",1
"472","2009-04-16",2
"473","2009-04-17",2
"474","2009-04-20",1
"475","2009-04-21",1
"476","2009-04-22",1
"477","2009-04-23",2
"478","2009-04-24",1
"479","2009-04-27",1
"480","2009-04-28",1
"481","2009-04-29",1
"482","2009-04-30",1
"483","2009-05-01",1
"484","2009-05-04",1
"485","2009-05-05",1
"486","2009-05-06",1
"487","2009-05-07",1
"488","2009-05-08",1
"489","2009-05-11",1
"490","2009-05-12",1
"491","2009-05-13",1
"492","2009-05-14",1
"493","2009-05-15",1
"494","2009-05-18",1
"495","2009-05-19",1
"496","2009-05-20",1
"497","2009-05-21",1
"498","2009-05-22",1
"499","2009-05-26",2
"500","2009-05-27",2
"501","2009-05-28",2
"502","2009-05-29",1
"503","2009-06-01",1
"504","2009-06-02",1
"505","2009-06-03",2
"506","2009-06-04",2
"507","2009-06-05",2
"508","2009-06-08",2
"509","2009-06-09",2
"510","2009-06-10",2
"511","2009-06-11",3
"512","2009-06-12",2
"513","2009-06-15",2
"514","2009-06-16",2
"515","2009-06-17",2
"516","2009-06-18",2
"517","2009-06-19",2
"518","2009-06-22",2
"519","2009-06-23",2
"520","2009-06-24",2
"521","2009-06-25",2
"522","2009-06-26",2
"523","2009-06-29",2
"524","2009-06-30",2
"525","2009-07-01",2
"526","2009-07-02",2
"527","2009-07-06",2
"528","2009-07-07",2
"529","2009-07-08",2
"530","2009-07-09",2
"531","2009-07-10",2
"532","2009-07-13",2
"533","2009-07-14",2
"534","2009-07-15",2
"535","2009-07-16",2
"536","2009-07-17",2
"537","2009-07-20",2
"538","2009-07-21",2
"539","2009-07-22",2
"540","2009-07-23",2
"541","2009-07-24",2
"542","2009-07-27",2
"543","2009-07-28",2
"544","2009-07-29",2
"545","2009-07-30",2
"546","2009-07-31",2
"547","2009-08-03",2
"548","2009-08-04",2
"549","2009-08-05",2
"550","2009-08-06",2
"551","2009-08-07",2
"552","2009-08-10",2
"553","2009-08-11",2
"554","2009-08-12",2
"555","2009-08-13",3
"556","2009-08-14",3
"557","2009-08-17",2
"558","2009-08-18",3
"559","2009-08-19",3
"560","2009-08-20",3
"561","2009-08-21",3
"562","2009-08-24",3
"563","2009-08-25",2
"564","2009-08-26",3
"565","2009-08-27",3
"566","2009-08-28",2
"567","2009-08-31",2
"568","2009-09-01",2
"569","2009-09-02",3
"570","2009-09-03",2
"571","2009-09-04",2
"572","2009-09-08",2
"573","2009-09-09",2
"574","2009-09-10",2
"575","2009-09-11",2
"576","2009-09-14",2
"577","2009-09-15",2
"578","2009-09-16",2
"579","2009-09-17",2
"580","2009-09-18",2
"581","2009-09-21",2
"582","2009-09-22",2
"583","2009-09-23",2
"584","2009-09-24",2
"585","2009-09-25",2
"586","2009-09-28",2
"587","2009-09-29",2
"588","2009-09-30",2
"589","2009-10-01",2
"590","2009-10-02",2
"591","2009-10-05",2
"592","2009-10-06",2
"593","2009-10-07",2
"594","2009-10-08",2
"595","2009-10-09",2
"596","2009-10-12",2
"597","2009-10-13",2
"598","2009-10-14",2
"599","2009-10-15",2
"600","2009-10-16",2
"601","2009-10-19",2
"602","2009-10-20",2
"603","2009-10-21",2
"604","2009-10-22",2
"605","2009-10-23",2
"606","2009-10-26",2
"607","2009-10-27",2
"608","2009-10-28",2
"609","2009-10-29",2
"610","2009-10-30",2
"611","2009-11-02",2
"612","2009-11-03",2
"613","2009-11-04",2
"614","2009-11-05",2
"615","2009-11-06",2
"616","2009-11-09",2
"617","2009-11-10",2
"618","2009-11-11",2
"619","2009-11-12",2
"620","2009-11-13",2
"621","2009-11-16",2
"622","2009-11-17",2
"623","2009-11-18",2
"624","2009-11-19",2
"625","2009-11-20",2
"626","2009-11-23",2
"627","2009-11-24",2
"628","2009-11-25",2
"629","2009-11-27",2
"630","2009-11-30",2
"631","2009-12-01",2
"632","2009-12-02",2
"633","2009-12-03",2
"634","2009-12-04",2
"635","2009-12-07",2
"636","2009-12-08",2
"637","2009-12-09",2
"638","2009-12-10",3
"639","2009-12-11",3
"640","2009-12-14",4
"641","2009-12-15",4
"642","2009-12-16",4
"643","2009-12-17",4
"644","2009-12-18",4
"645","2009-12-21",4
"646","2009-12-22",4
"647","2009-12-23",4
"648","2009-12-24",4
"649","2009-12-28",4
"650","2009-12-29",4
"651","2009-12-30",4
"652","2009-12-31",4
"653","2010-01-04",5
"654","2010-01-05",5
"655","2010-01-06",5
"656","2010-01-07",5
"657","2010-01-08",5
"658","2010-01-11",5
"659","2010-01-12",6
"660","2010-01-13",7
"661","2010-01-14",6
"662","2010-01-15",6
"663","2010-01-19",6
"664","2010-01-20",6
"665","2010-01-21",5
"666","2010-01-22",5
"667","2010-01-25",5
"668","2010-01-26",5
"669","2010-01-27",5
"670","2010-01-28",6
"671","2010-01-29",6
"672","2010-02-01",5
"673","2010-02-02",5
"674","2010-02-03",5
"675","2010-02-04",6
"676","2010-02-05",5
"677","2010-02-08",6
"678","2010-02-09",6
"679","2010-02-10",6
"680","2010-02-11",6
"681","2010-02-12",6
"682","2010-02-16",6
"683","2010-02-17",6
"684","2010-02-18",6
"685","2010-02-19",7
"686","2010-02-22",10
"687","2010-02-23",11
"688","2010-02-24",11
"689","2010-02-25",10
"690","2010-02-26",11
"691","2010-03-01",13
"692","2010-03-02",17
"693","2010-03-03",18
"694","2010-03-04",17
"695","2010-03-05",15
"696","2010-03-08",19
"697","2010-03-09",17
"698","2010-03-10",18
"699","2010-03-11",17
"700","2010-03-12",19
"701","2010-03-15",16
"702","2010-03-16",18
"703","2010-03-17",17
"704","2010-03-18",16
"705","2010-03-19",16
"706","2010-03-22",16
"707","2010-03-23",17
"708","2010-03-24",17
"709","2010-03-25",15
"710","2010-03-26",16
"711","2010-03-29",16
"712","2010-03-30",14
"713","2010-03-31",12
"714","2010-04-01",13
"715","2010-04-05",15
"716","2010-04-06",14
"717","2010-04-07",14
"718","2010-04-08",14
"719","2010-04-09",15
"720","2010-04-12",15
"721","2010-04-13",15
"722","2010-04-14",16
"723","2010-04-15",14
"724","2010-04-16",13
"725","2010-04-19",11
"726","2010-04-20",11
"727","2010-04-21",12
"728","2010-04-22",13
"729","2010-04-23",13
"730","2010-04-26",13
"731","2010-04-27",13
"732","2010-04-28",12
"733","2010-04-29",13
"734","2010-04-30",13
"735","2010-05-03",13
"736","2010-05-04",11
"737","2010-05-05",13
"738","2010-05-06",12
"739","2010-05-07",13
"740","2010-05-10",12
"741","2010-05-11",12
"742","2010-05-12",12
"743","2010-05-13",12
"744","2010-05-14",13
"745","2010-05-17",12
"746","2010-05-18",10
"747","2010-05-19",9
"748","2010-05-20",8
"749","2010-05-21",10
"750","2010-05-24",11
"751","2010-05-25",10
"752","2010-05-26",10
"753","2010-05-27",11
"754","2010-05-28",10
"755","2010-06-01",10
"756","2010-06-02",10
"757","2010-06-03",10
"758","2010-06-04",9
"759","2010-06-07",9
"760","2010-06-08",9
"761","2010-06-09",9
"762","2010-06-10",9
"763","2010-06-11",9
"764","2010-06-14",9
"765","2010-06-15",9
"766","2010-06-16",9
"767","2010-06-17",9
"768","2010-06-18",9
"769","2010-06-21",9
"770","2010-06-22",8
"771","2010-06-23",8
"772","2010-06-24",8
"773","2010-06-25",8
"774","2010-06-28",8
"775","2010-06-29",9
"776","2010-06-30",8
"777","2010-07-01",7
"778","2010-07-02",8
"779","2010-07-06",7
"780","2010-07-07",10
"781","2010-07-08",9
"782","2010-07-09",9
"783","2010-07-12",9
"784","2010-07-13",8
"785","2010-07-14",8
"786","2010-07-15",9
"787","2010-07-16",9
"788","2010-07-19",9
"789","2010-07-20",8
"790","2010-07-21",8
"791","2010-07-22",7
"792","2010-07-23",7
"793","2010-07-26",8
"794","2010-07-27",8
"795","2010-07-28",7
"796","2010-07-29",8
"797","2010-07-30",8
"798","2010-08-02",8
"799","2010-08-03",7
"800","2010-08-04",8
"801","2010-08-05",7
"802","2010-08-06",7
"803","2010-08-09",8
"804","2010-08-10",8
"805","2010-08-11",7
"806","2010-08-12",8
"807","2010-08-13",8
"808","2010-08-16",7
"809","2010-08-17",7
"810","2010-08-18",7
"811","2010-08-19",7
"812","2010-08-20",7
"813","2010-08-23",8
"814","2010-08-24",7
"815","2010-08-25",7
"816","2010-08-26",6
"817","2010-08-27",7
"818","2010-08-30",6
"819","2010-08-31",6
"820","2010-09-01",7
"821","2010-09-02",7
"822","2010-09-03",7
"823","2010-09-07",6
"824","2010-09-08",6
"825","2010-09-09",6
"826","2010-09-10",6
"827","2010-09-13",6
"828","2010-09-14",6
"829","2010-09-15",6
"830","2010-09-16",6
"831","2010-09-17",6
"832","2010-09-20",6
"833","2010-09-21",6
"834","2010-09-22",7
"835","2010-09-23",6
"836","2010-09-24",6
"837","2010-09-27",5
"838","2010-09-28",6
"839","2010-09-29",6
"840","2010-09-30",6
"841","2010-10-01",6
"842","2010-10-04",6
"843","2010-10-05",5
"844","2010-10-06",5
"845","2010-10-07",5
"846","2010-10-08",5
"847","2010-10-11",4
"848","2010-10-12",5
"849","2010-10-13",7
"850","2010-10-14",6
"851","2010-10-15",7
"852","2010-10-18",6
"853","2010-10-19",6
"854","2010-10-20",6
"855","2010-10-21",6
"856","2010-10-22",6
"857","2010-10-25",6
"858","2010-10-26",5
"859","2010-10-27",5
"860","2010-10-28",5
"861","2010-10-29",5
"862","2010-11-01",5
"863","2010-11-02",5
"864","2010-11-03",7
"865","2010-11-04",6
"866","2010-11-05",6
"867","2010-11-08",5
"868","2010-11-09",5
"869","2010-11-10",6
"870","2010-11-11",5
"871","2010-11-12",7
"872","2010-11-15",6
"873","2010-11-16",5
"874","2010-11-17",6
"875","2010-11-18",7
"876","2010-11-19",7
"877","2010-11-22",5
"878","2010-11-23",6
"879","2010-11-24",6
"880","2010-11-26",6
"881","2010-11-29",6
"882","2010-11-30",6
"883","2010-12-01",7
"884","2010-12-02",7
"885","2010-12-03",7
"886","2010-12-06",6
"887","2010-12-07",7
"888","2010-12-08",7
"889","2010-12-09",7
"890","2010-12-10",6
"891","2010-12-13",7
"892","2010-12-14",7
"893","2010-12-15",6
"894","2010-12-16",7
"895","2010-12-17",7
"896","2010-12-20",7
"897","2010-12-21",7
"898","2010-12-22",7
"899","2010-12-23",7
"900","2010-12-27",7
"901","2010-12-28",7
"902","2010-12-29",9
"903","2010-12-30",9
"904","2010-12-31",10
"905","2011-01-03",10
"906","2011-01-04",11
"907","2011-01-05",11
"908","2011-01-06",10
"909","2011-01-07",14
"910","2011-01-10",13
"911","2011-01-11",13
"912","2011-01-12",13
"913","2011-01-13",13
"914","2011-01-14",13
"915","2011-01-18",14
"916","2011-01-19",14
"917","2011-01-20",14
"918","2011-01-21",15
"919","2011-01-24",11
"920","2011-01-25",11
"921","2011-01-26",11
"922","2011-01-27",12
"923","2011-01-28",11
"924","2011-01-31",12
"925","2011-02-01",11
"926","2011-02-02",11
"927","2011-02-03",11
"928","2011-02-04",11
"929","2011-02-07",10
"930","2011-02-08",10
"931","2011-02-09",10
"932","2011-02-10",10
"933","2011-02-11",10
"934","2011-02-14",10
"935","2011-02-15",10
"936","2011-02-16",10
"937","2011-02-17",10
"938","2011-02-18",10
"939","2011-02-22",11
"940","2011-02-23",12
"941","2011-02-24",12
"942","2011-02-25",12
"943","2011-02-28",14
"944","2011-03-01",14
"945","2011-03-02",16
"946","2011-03-03",17
"947","2011-03-04",16
"948","2011-03-07",18
"949","2011-03-08",16
"950","2011-03-09",16
"951","2011-03-10",15
"952","2011-03-11",15
"953","2011-03-14",12
"954","2011-03-15",13
"955","2011-03-16",12
"956","2011-03-17",12
"957","2011-03-18",13
"958","2011-03-21",12
"959","2011-03-22",12
"960","2011-03-23",11
"961","2011-03-24",11
"962","2011-03-25",11
"963","2011-03-28",10
"964","2011-03-29",10
"965","2011-03-30",12
"966","2011-03-31",12
"967","2011-04-01",11
"968","2011-04-04",10
"969","2011-04-05",10
"970","2011-04-06",9
"971","2011-04-07",11
"972","2011-04-08",11
"973","2011-04-11",11
"974","2011-04-12",11
"975","2011-04-13",10
"976","2011-04-14",11
"977","2011-04-15",11
"978","2011-04-18",11
"979","2011-04-19",10
"980","2011-04-20",11
"981","2011-04-21",10
"982","2011-04-25",9
"983","2011-04-26",9
"984","2011-04-27",9
"985","2011-04-28",9
"986","2011-04-29",9
"987","2011-05-02",8
"988","2011-05-03",9
"989","2011-05-04",9
"990","2011-05-05",7
"991","2011-05-06",8
"992","2011-05-09",11
"993","2011-05-10",10
"994","2011-05-11",11
"995","2011-05-12",9
"996","2011-05-13",9
"997","2011-05-16",10
"998","2011-05-17",10
"999","2011-05-18",9
"1000","2011-05-19",10
"1001","2011-05-20",9
"1002","2011-05-23",9
"1003","2011-05-24",10
"1004","2011-05-25",10
"1005","2011-05-26",9
"1006","2011-05-27",8
"1007","2011-05-31",7
"1008","2011-06-01",7
"1009","2011-06-02",6
"1010","2011-06-03",7
"1011","2011-06-06",6
"1012","2011-06-07",7
"1013","2011-06-08",7
"1014","2011-06-09",7
"1015","2011-06-10",6
"1016","2011-06-13",7
"1017","2011-06-14",6
"1018","2011-06-15",6
"1019","2011-06-16",6
"1020","2011-06-17",5
"1021","2011-06-20",5
"1022","2011-06-21",6
"1023","2011-06-22",6
"1024","2011-06-23",6
"1025","2011-06-24",5
"1026","2011-06-27",6
"1027","2011-06-28",6
"1028","2011-06-29",6
"1029","2011-06-30",6
"1030","2011-07-01",6
"1031","2011-07-05",6
"1032","2011-07-06",6
"1033","2011-07-07",6
"1034","2011-07-08",6
"1035","2011-07-11",6
"1036","2011-07-12",6
"1037","2011-07-13",6
"1038","2011-07-14",6
"1039","2011-07-15",7
"1040","2011-07-18",7
"1041","2011-07-19",6
"1042","2011-07-20",6
"1043","2011-07-21",7
"1044","2011-07-22",6
"1045","2011-07-25",7
"1046","2011-07-26",6
"1047","2011-07-27",7
"1048","2011-07-28",8
"1049","2011-07-29",9
"1050","2011-08-01",9
"1051","2011-08-02",9
"1052","2011-08-03",8
"1053","2011-08-04",7
"1054","2011-08-05",7
"1055","2011-08-08",6
"1056","2011-08-09",6
"1057","2011-08-10",6
"1058","2011-08-11",7
"1059","2011-08-12",6
"1060","2011-08-15",7
"1061","2011-08-16",7
"1062","2011-08-17",7
"1063","2011-08-18",7
"1064","2011-08-19",7
"1065","2011-08-22",8
"1066","2011-08-23",8
"1067","2011-08-24",9
"1068","2011-08-25",8
"1069","2011-08-26",8
"1070","2011-08-29",8
"1071","2011-08-30",8
"1072","2011-08-31",8
"1073","2011-09-01",8
"1074","2011-09-02",8
"1075","2011-09-06",8
"1076","2011-09-07",8
"1077","2011-09-08",8
"1078","2011-09-09",8
"1079","2011-09-12",8
"1080","2011-09-13",8
"1081","2011-09-14",8
"1082","2011-09-15",7
"1083","2011-09-16",8
"1084","2011-09-19",7
"1085","2011-09-20",7
"1086","2011-09-21",7
"1087","2011-09-22",7
"1088","2011-09-23",6
"1089","2011-09-26",6
"1090","2011-09-27",6
"1091","2011-09-28",5
"1092","2011-09-29",5
"1093","2011-09-30",6
"1094","2011-10-03",5
"1095","2011-10-04",6
"1096","2011-10-05",8
"1097","2011-10-06",8
"1098","2011-10-07",7
"1099","2011-10-10",9
"1100","2011-10-11",9
"1101","2011-10-12",9
"1102","2011-10-13",9
"1103","2011-10-14",9
"1104","2011-10-17",9
"1105","2011-10-18",8
"1106","2011-10-19",8
"1107","2011-10-20",8
"1108","2011-10-21",8
"1109","2011-10-24",7
"1110","2011-10-25",7
"1111","2011-10-26",7
"1112","2011-10-27",8
"1113","2011-10-28",7
"1114","2011-10-31",8
"1115","2011-11-01",8
"1116","2011-11-02",8
"1117","2011-11-03",8
"1118","2011-11-04",7
"1119","2011-11-07",8
"1120","2011-11-08",7
"1121","2011-11-09",7
"1122","2011-11-10",7
"1123","2011-11-11",7
"1124","2011-11-14",7
"1125","2011-11-15",7
"1126","2011-11-16",7
"1127","2011-11-17",7
"1128","2011-11-18",6
"1129","2011-11-21",6
"1130","2011-11-22",6
"1131","2011-11-23",6
"1132","2011-11-25",6
"1133","2011-11-28",6
"1134","2011-11-29",6
"1135","2011-11-30",6
"1136","2011-12-01",6
"1137","2011-12-02",6
"1138","2011-12-05",6
"1139","2011-12-06",6
"1140","2011-12-07",6
"1141","2011-12-08",6
"1142","2011-12-09",6
"1143","2011-12-12",6
"1144","2011-12-13",6
"1145","2011-12-14",6
"1146","2011-12-15",6
"1147","2011-12-16",6
"1148","2011-12-19",5
"1149","2011-12-20",6
"1150","2011-12-21",5
"1151","2011-12-22",5
"1152","2011-12-23",5
