"","date","MOGU"
"1","2018-12-06",14
"2","2018-12-07",13.48
"3","2018-12-10",12.52
"4","2018-12-11",14.02
"5","2018-12-12",14.5
"6","2018-12-13",16.5
"7","2018-12-14",20.33
"8","2018-12-17",16.870001
"9","2018-12-18",18.09
"10","2018-12-19",18.559999
"11","2018-12-20",18.98
"12","2018-12-21",18.040001
"13","2018-12-24",18.1
"14","2018-12-26",18.59
"15","2018-12-27",24.07
"16","2018-12-28",21.389999
"17","2018-12-31",20.49
"18","2019-01-02",20
"19","2019-01-03",22.700001
"20","2019-01-04",21.18
"21","2019-01-07",18.66
"22","2019-01-08",18.1
"23","2019-01-09",16.200001
"24","2019-01-10",16.950001
"25","2019-01-11",15.95
"26","2019-01-14",15
"27","2019-01-15",15.07
"28","2019-01-16",14.63
"29","2019-01-17",14.51
"30","2019-01-18",15.95
"31","2019-01-22",16.5
"32","2019-01-23",17
"33","2019-01-24",16.809999
"34","2019-01-25",16.190001
"35","2019-01-28",15.55
"36","2019-01-29",15.43
"37","2019-01-30",16.049999
"38","2019-01-31",16.48
"39","2019-02-01",16.200001
"40","2019-02-04",16.5
"41","2019-02-05",19
"42","2019-02-06",17.940001
"43","2019-02-07",17.66
"44","2019-02-08",17.799999
"45","2019-02-11",16.809999
"46","2019-02-12",16.23
"47","2019-02-13",16.200001
"48","2019-02-14",16.799999
"49","2019-02-15",16.27
"50","2019-02-19",16.51
"51","2019-02-20",16.120001
"52","2019-02-21",15.42
"53","2019-02-22",15.8
"54","2019-02-25",15.83
"55","2019-02-26",15.69
"56","2019-02-27",15.45
"57","2019-02-28",15.3
"58","2019-03-01",15.04
"59","2019-03-04",15.3
"60","2019-03-05",15.68
"61","2019-03-06",15.83
"62","2019-03-07",15.59
"63","2019-03-08",15.47
"64","2019-03-11",15.46
"65","2019-03-12",15.54
"66","2019-03-13",15.64
"67","2019-03-14",15.52
"68","2019-03-15",15.56
"69","2019-03-18",15.35
"70","2019-03-19",15.5
"71","2019-03-20",15.26
"72","2019-03-21",15
"73","2019-03-22",14.885
"74","2019-03-25",14.53
"75","2019-03-26",14.38
"76","2019-03-27",13.7
"77","2019-03-28",12.85
"78","2019-03-29",13.41
"79","2019-04-01",13.66
"80","2019-04-02",13.89
"81","2019-04-03",14.08
"82","2019-04-04",13.56
"83","2019-04-05",13.6
"84","2019-04-08",12.99
"85","2019-04-09",12.77
"86","2019-04-10",12.6
"87","2019-04-11",11.73
"88","2019-04-12",10.14
"89","2019-04-15",9.55
"90","2019-04-16",8.7
"91","2019-04-17",8.89
"92","2019-04-18",8.68
"93","2019-04-22",8.43
"94","2019-04-23",8.16
"95","2019-04-24",7.83
"96","2019-04-25",7.95
"97","2019-04-26",8.305
"98","2019-04-29",8.5
"99","2019-04-30",8.3
"100","2019-05-01",8.04
"101","2019-05-02",8.26
"102","2019-05-03",8.18
"103","2019-05-06",7.65
"104","2019-05-07",7.65
"105","2019-05-08",7.06
"106","2019-05-09",6.73
"107","2019-05-10",6.28
"108","2019-05-13",5.6
"109","2019-05-14",5.98
"110","2019-05-15",5.8
"111","2019-05-16",5.52
"112","2019-05-17",5.4
"113","2019-05-20",5.12
"114","2019-05-21",5.29
"115","2019-05-22",5.2
"116","2019-05-23",5.09
"117","2019-05-24",4.9
"118","2019-05-28",5.06
"119","2019-05-29",4.955
"120","2019-05-30",4.7
"121","2019-05-31",4.95
"122","2019-06-03",4.72
"123","2019-06-04",5
"124","2019-06-05",4.68
"125","2019-06-06",3.92
"126","2019-06-07",4.35
"127","2019-06-10",4.4
"128","2019-06-11",4.43
"129","2019-06-12",3.81
"130","2019-06-13",3.8
"131","2019-06-14",3.55
"132","2019-06-17",3.51
"133","2019-06-18",3.34
"134","2019-06-19",3.03
"135","2019-06-20",2.82
"136","2019-06-21",2.51
"137","2019-06-24",2.9
"138","2019-06-25",2.9
"139","2019-06-26",2.9
"140","2019-06-27",2.83
"141","2019-06-28",2.85
"142","2019-07-01",2.89
"143","2019-07-02",2.83
"144","2019-07-03",2.81
"145","2019-07-05",2.85
"146","2019-07-08",3.29
"147","2019-07-09",3.09
"148","2019-07-10",3.12
"149","2019-07-11",2.92
"150","2019-07-12",2.73
"151","2019-07-15",2.78
"152","2019-07-16",2.82
"153","2019-07-17",2.78
"154","2019-07-18",2.6
"155","2019-07-19",2.59
"156","2019-07-22",2.548
"157","2019-07-23",2.53
"158","2019-07-24",2.57
"159","2019-07-25",2.55
"160","2019-07-26",2.62
"161","2019-07-29",2.5
"162","2019-07-30",2.51
"163","2019-07-31",2.44
"164","2019-08-01",2.275
"165","2019-08-02",2.39
"166","2019-08-05",2.28
"167","2019-08-06",2.181
"168","2019-08-07",2.3
"169","2019-08-08",2.44
"170","2019-08-09",2.45
"171","2019-08-12",2.4
"172","2019-08-13",2.415
"173","2019-08-14",2.38
"174","2019-08-15",2.4
"175","2019-08-16",2.4
"176","2019-08-19",2.44
"177","2019-08-20",3.14
"178","2019-08-21",3.06
"179","2019-08-22",2.96
"180","2019-08-23",3.636
"181","2019-08-26",3.01
"182","2019-08-27",2.62
"183","2019-08-28",2.32
"184","2019-08-29",2.55
"185","2019-08-30",2.4
"186","2019-09-03",2.33
"187","2019-09-04",2.342
"188","2019-09-05",2.41
"189","2019-09-06",2.44
"190","2019-09-09",2.47
"191","2019-09-10",2.829
"192","2019-09-11",2.67
"193","2019-09-12",2.89
"194","2019-09-13",2.76
"195","2019-09-16",2.7
"196","2019-09-17",2.8
"197","2019-09-18",2.88
"198","2019-09-19",3.03
"199","2019-09-20",2.947
"200","2019-09-23",2.86
"201","2019-09-24",2.68
"202","2019-09-25",2.69
"203","2019-09-26",2.64
"204","2019-09-27",2.61
"205","2019-09-30",2.515
"206","2019-10-01",2.47
"207","2019-10-02",2.38
"208","2019-10-03",2.35
"209","2019-10-04",2.33
"210","2019-10-07",2.3
"211","2019-10-08",2.174
"212","2019-10-09",2.16
"213","2019-10-10",2.2
"214","2019-10-11",2.67
"215","2019-10-14",2.65
"216","2019-10-15",2.8
"217","2019-10-16",2.771
"218","2019-10-17",2.69
"219","2019-10-18",2.7
"220","2019-10-21",2.65
"221","2019-10-22",2.42
"222","2019-10-23",2.51
"223","2019-10-24",2.459
"224","2019-10-25",2.49
"225","2019-10-28",2.43
"226","2019-10-29",2.425
"227","2019-10-30",2.315
"228","2019-10-31",2.17
"229","2019-11-01",2.18
"230","2019-11-04",2.28
"231","2019-11-05",2.35
"232","2019-11-06",2.2
"233","2019-11-07",2.353
"234","2019-11-08",2.37
"235","2019-11-11",2.26
"236","2019-11-12",2.3
"237","2019-11-13",2.246
"238","2019-11-14",2.126
"239","2019-11-15",2.12
"240","2019-11-18",2.025
"241","2019-11-19",2.08
"242","2019-11-20",2.1
"243","2019-11-21",2.14
"244","2019-11-22",2.04
"245","2019-11-25",2.03
"246","2019-11-26",2.03
"247","2019-11-27",2.03
"248","2019-11-29",2.04
"249","2019-12-02",2.09
"250","2019-12-03",2.04
"251","2019-12-04",2.08
"252","2019-12-05",2
"253","2019-12-06",1.96
"254","2019-12-09",1.97
"255","2019-12-10",1.92
"256","2019-12-11",1.93
"257","2019-12-12",1.94
"258","2019-12-13",2
"259","2019-12-16",2.11
"260","2019-12-17",2.1
"261","2019-12-18",2.12
"262","2019-12-19",2.18
"263","2019-12-20",2.19
"264","2019-12-23",2.07
"265","2019-12-24",2.18
"266","2019-12-26",2.17
"267","2019-12-27",2.16
"268","2019-12-30",2.18
"269","2019-12-31",2.28
"270","2020-01-02",2.35
"271","2020-01-03",2.47
"272","2020-01-06",2.49
"273","2020-01-07",2.38
"274","2020-01-08",2.455
"275","2020-01-09",2.49
"276","2020-01-10",2.49
"277","2020-01-13",2.41
"278","2020-01-14",2.52
"279","2020-01-15",2.47
"280","2020-01-16",2.5
"281","2020-01-17",2.47
"282","2020-01-21",2.405
"283","2020-01-22",2.39
"284","2020-01-23",2.25
"285","2020-01-24",2.21
"286","2020-01-27",2.17
"287","2020-01-28",2.128
"288","2020-01-29",2.1
"289","2020-01-30",2.12
"290","2020-01-31",2.05
"291","2020-02-03",2
"292","2020-02-04",2.08
"293","2020-02-05",2
"294","2020-02-06",1.98
"295","2020-02-07",2
"296","2020-02-10",1.99
"297","2020-02-11",2.05
"298","2020-02-12",2.03
"299","2020-02-13",1.98
"300","2020-02-14",1.92
"301","2020-02-18",1.85
"302","2020-02-19",1.87
"303","2020-02-20",1.86
"304","2020-02-21",1.93
"305","2020-02-24",1.88
"306","2020-02-25",1.85
"307","2020-02-26",1.91
"308","2020-02-27",1.91
"309","2020-02-28",1.818
"310","2020-03-02",1.77
"311","2020-03-03",1.76
"312","2020-03-04",1.837
"313","2020-03-05",1.84
"314","2020-03-06",1.782
"315","2020-03-09",1.72
"316","2020-03-10",1.64
"317","2020-03-11",1.65
"318","2020-03-12",1.16
"319","2020-03-13",1.1
"320","2020-03-16",1
"321","2020-03-17",1.04
"322","2020-03-18",1.03
"323","2020-03-19",1.32
"324","2020-03-20",1.11
"325","2020-03-23",1.13
"326","2020-03-24",1.27
"327","2020-03-25",1.15
"328","2020-03-26",1.1
"329","2020-03-27",1.02
"330","2020-03-30",1.06
"331","2020-03-31",1.145
"332","2020-04-01",1.043
"333","2020-04-02",0.98
"334","2020-04-03",0.96
"335","2020-04-06",0.973
"336","2020-04-07",0.964
"337","2020-04-08",0.97
"338","2020-04-09",0.94
"339","2020-04-13",1.02
"340","2020-04-14",0.991
"341","2020-04-15",1.01
"342","2020-04-16",0.985
"343","2020-04-17",1.04
"344","2020-04-20",1.02
"345","2020-04-21",1.02
"346","2020-04-22",0.99
"347","2020-04-23",1.014
"348","2020-04-24",1.04
"349","2020-04-27",1.13
"350","2020-04-28",1.155
"351","2020-04-29",1.22
"352","2020-04-30",1.19
"353","2020-05-01",1.055
"354","2020-05-04",1.02
"355","2020-05-05",1.02
"356","2020-05-06",1
"357","2020-05-07",1.08
"358","2020-05-08",1.08
"359","2020-05-11",1.1
"360","2020-05-12",1.08
"361","2020-05-13",1.03
"362","2020-05-14",1.05
"363","2020-05-15",1.05
"364","2020-05-18",1.14
"365","2020-05-19",1.14
"366","2020-05-20",1.09
"367","2020-05-21",1.1
"368","2020-05-22",1.1
"369","2020-05-26",1.1
"370","2020-05-27",1.235
"371","2020-05-28",1.5
"372","2020-05-29",1.315
"373","2020-06-01",1.23
"374","2020-06-02",1.62
"375","2020-06-03",1.59
"376","2020-06-04",1.63
"377","2020-06-05",1.51
"378","2020-06-08",1.62
"379","2020-06-09",1.62
"380","2020-06-10",1.56
"381","2020-06-11",1.43
"382","2020-06-12",1.49
"383","2020-06-15",1.63
"384","2020-06-16",1.76
"385","2020-06-17",1.77
"386","2020-06-18",1.722
"387","2020-06-19",1.67
"388","2020-06-22",1.7
"389","2020-06-23",1.755
"390","2020-06-24",1.78
"391","2020-06-25",1.79
"392","2020-06-26",1.745
"393","2020-06-29",1.78
"394","2020-06-30",1.8
"395","2020-07-01",2
"396","2020-07-02",2.105
"397","2020-07-06",2.89
"398","2020-07-07",5.92
"399","2020-07-08",4.95
"400","2020-07-09",4.7
"401","2020-07-10",4.2
"402","2020-07-13",3.72
"403","2020-07-14",3.21
"404","2020-07-15",3.42
"405","2020-07-16",3.11
"406","2020-07-17",3.38
"407","2020-07-20",3.21
"408","2020-07-21",3.24
"409","2020-07-22",2.95
"410","2020-07-23",2.62
"411","2020-07-24",2.29
"412","2020-07-27",2.34
"413","2020-07-28",2.28
"414","2020-07-29",2.2
"415","2020-07-30",3.5
"416","2020-07-31",3.05
"417","2020-08-03",2.59
"418","2020-08-04",2.58
"419","2020-08-05",2.51
"420","2020-08-06",2.42
"421","2020-08-07",2.48
"422","2020-08-10",2.43
"423","2020-08-11",2.24
"424","2020-08-12",2.23
"425","2020-08-13",2.24
"426","2020-08-14",2.17
"427","2020-08-17",2.21
"428","2020-08-18",2.74
"429","2020-08-19",2.78
"430","2020-08-20",2.73
"431","2020-08-21",3.14
"432","2020-08-24",2.5
"433","2020-08-25",2.47
"434","2020-08-26",2.37
"435","2020-08-27",2.54
"436","2020-08-28",2.49
"437","2020-08-31",2.47
"438","2020-09-01",2.43
"439","2020-09-02",2.48
"440","2020-09-03",2.35
"441","2020-09-04",2.27
"442","2020-09-08",2.27
"443","2020-09-09",2.2
"444","2020-09-10",2.23
"445","2020-09-11",2.13
"446","2020-09-14",2.4
"447","2020-09-15",2.32
"448","2020-09-16",2.3
"449","2020-09-17",2.33
"450","2020-09-18",2.34
"451","2020-09-21",2.33
"452","2020-09-22",2.3
"453","2020-09-23",2.325
"454","2020-09-24",2.26
"455","2020-09-25",2.28
"456","2020-09-28",2.37
"457","2020-09-29",2.35
"458","2020-09-30",2.35
"459","2020-10-01",2.45
"460","2020-10-02",2.41
"461","2020-10-05",2.3
"462","2020-10-06",2.29
"463","2020-10-07",2.34
"464","2020-10-08",2.45
"465","2020-10-09",2.56
"466","2020-10-12",2.56
"467","2020-10-13",2.49
"468","2020-10-14",2.46
"469","2020-10-15",2.415
"470","2020-10-16",2.48
"471","2020-10-19",2.78
"472","2020-10-20",2.83
"473","2020-10-21",3.23
"474","2020-10-22",3.17
"475","2020-10-23",2.95
"476","2020-10-26",2.73
"477","2020-10-27",2.63
"478","2020-10-28",2.58
"479","2020-10-29",2.7
"480","2020-10-30",2.55
"481","2020-11-02",2.7
"482","2020-11-03",2.72
"483","2020-11-04",2.7
"484","2020-11-05",2.73
"485","2020-11-06",2.7
"486","2020-11-09",2.68
"487","2020-11-10",2.7
"488","2020-11-11",2.69
"489","2020-11-12",2.77
"490","2020-11-13",2.7
"491","2020-11-16",2.7
"492","2020-11-17",2.74
"493","2020-11-18",2.44
"494","2020-11-19",2.63
"495","2020-11-20",2.58
"496","2020-11-23",2.55
"497","2020-11-24",2.82
"498","2020-11-25",2.85
"499","2020-11-27",2.74
