"","date","FEIM"
"391","2008-07-22",6.39
"392","2008-07-23",6.1
"393","2008-07-24",6.08
"394","2008-07-25",6.01
"395","2008-07-28",5.35
"396","2008-07-29",5.37
"397","2008-07-30",5.51
"398","2008-07-31",5.76
"399","2008-08-01",5.6
"400","2008-08-04",5.45
"401","2008-08-05",5.25
"402","2008-08-06",5.49
"403","2008-08-07",5.33
"404","2008-08-08",5.28
"405","2008-08-11",5.18
"406","2008-08-12",5.15
"407","2008-08-13",5.09
"408","2008-08-14",5.11
"409","2008-08-15",5.12
"410","2008-08-18",5.04
"411","2008-08-19",5.04
"412","2008-08-20",5
"413","2008-08-21",4.96
"414","2008-08-22",4.99
"415","2008-08-25",4.88
"416","2008-08-26",4.52
"417","2008-08-27",4.55
"418","2008-08-28",4.69
"419","2008-08-29",4.58
"420","2008-09-02",4.57
"421","2008-09-03",4.57
"422","2008-09-04",4.49
"423","2008-09-05",4.5
"424","2008-09-08",4.46
"425","2008-09-09",4.6
"426","2008-09-10",4.22
"427","2008-09-11",4.43
"428","2008-09-12",4.35
"429","2008-09-15",4.32
"430","2008-09-16",4.41
"431","2008-09-17",3.9
"432","2008-09-18",4.16
"433","2008-09-19",4.94
"434","2008-09-22",5.05
"435","2008-09-23",5
"436","2008-09-24",5
"437","2008-09-25",5.01
"438","2008-09-26",4.54
"439","2008-09-29",4.24
"440","2008-09-30",4.24
"441","2008-10-01",4.49
"442","2008-10-02",4.36
"443","2008-10-03",4.4
"444","2008-10-06",4.65
"445","2008-10-07",4.67
"446","2008-10-08",4.45
"447","2008-10-09",4.49
"448","2008-10-10",4.23
"449","2008-10-13",4.46
"450","2008-10-14",4.61
"451","2008-10-15",4.27
"452","2008-10-16",4.3
"453","2008-10-17",4.25
"454","2008-10-20",4.52
"455","2008-10-21",4.44
"456","2008-10-22",4.26
"457","2008-10-23",4.23
"458","2008-10-24",4.29
"459","2008-10-27",4.18
"460","2008-10-28",4.18
"461","2008-10-29",4.24
"462","2008-10-30",4.17
"463","2008-10-31",4.31
"464","2008-11-03",4.13
"465","2008-11-04",4.2
"466","2008-11-05",3.89
"467","2008-11-06",3.92
"468","2008-11-07",3.91
"469","2008-11-10",3.55
"470","2008-11-11",3.51
"471","2008-11-12",3.16
"472","2008-11-13",3.09
"473","2008-11-14",3.1
"474","2008-11-17",3.02
"475","2008-11-18",3
"476","2008-11-19",2.79
"477","2008-11-20",2.42
"478","2008-11-21",2.16
"479","2008-11-24",2.27
"480","2008-11-25",3.01
"481","2008-11-26",2.76
"482","2008-11-28",2.55
"483","2008-12-01",2.71
"484","2008-12-02",3
"485","2008-12-03",2.89
"486","2008-12-04",2.73
"487","2008-12-05",2.83
"488","2008-12-08",2.71
"489","2008-12-09",2.53
"490","2008-12-10",2.59
"491","2008-12-11",2.76
"492","2008-12-12",2.9
"493","2008-12-15",3.07
"494","2008-12-16",2.91
"495","2008-12-17",2.9
"496","2008-12-18",3.07
"497","2008-12-19",3.28
"498","2008-12-22",2.74
"499","2008-12-23",2.42
"500","2008-12-24",2.65
"501","2008-12-26",2.74
"502","2008-12-29",2.6
"503","2008-12-30",2.65
"504","2008-12-31",2.89
"505","2009-01-02",3.1
"506","2009-01-05",3.09
"507","2009-01-06",3.28
"508","2009-01-07",3.17
"509","2009-01-08",3.17
"510","2009-01-09",3.29
"511","2009-01-12",3.25
"512","2009-01-13",3.4
"513","2009-01-14",3.28
"514","2009-01-15",3.33
"515","2009-01-16",3.33
"516","2009-01-20",3.33
"517","2009-01-21",3.11
"518","2009-01-22",3.2
"519","2009-01-23",3.17
"520","2009-01-26",3.07
"521","2009-01-27",3.19
"522","2009-01-28",3.2
"523","2009-01-29",3.2
"524","2009-01-30",3.15
"525","2009-02-02",3.2
"526","2009-02-03",3.02
"527","2009-02-04",3.02
"528","2009-02-05",3.11
"529","2009-02-06",3.07
"530","2009-02-09",3.07
"531","2009-02-10",3
"532","2009-02-11",2.95
"533","2009-02-12",2.97
"534","2009-02-13",2.96
"535","2009-02-17",3.07
"536","2009-02-18",3.1
"537","2009-02-19",2.97
"538","2009-02-20",3
"539","2009-02-23",2.75
"540","2009-02-24",2.72
"541","2009-02-25",2.6
"542","2009-02-26",2.46
"543","2009-02-27",2.77
"544","2009-03-02",2.4
"545","2009-03-03",2.4
"546","2009-03-04",2.3
"547","2009-03-05",2.2
"548","2009-03-06",2.18
"549","2009-03-09",2.18
"550","2009-03-10",2.26
"551","2009-03-11",2.3
"552","2009-03-12",2.36
"553","2009-03-13",2.4
"554","2009-03-16",2.71
"555","2009-03-17",3.3
"556","2009-03-18",3.3
"557","2009-03-19",3.31
"558","2009-03-20",3.3
"559","2009-03-23",3.16
"560","2009-03-24",3.11
"561","2009-03-25",3.29
"562","2009-03-26",4.12
"563","2009-03-27",3.7
"564","2009-03-30",3.35
"565","2009-03-31",3.32
"566","2009-04-01",3.38
"567","2009-04-02",3.63
"568","2009-04-03",3.08
"569","2009-04-06",3.09
"570","2009-04-07",2.96
"571","2009-04-08",2.96
"572","2009-04-09",3.11
"573","2009-04-13",3.31
"574","2009-04-14",3.16
"575","2009-04-15",3.18
"576","2009-04-16",3.11
"577","2009-04-17",3.31
"578","2009-04-20",3.29
"579","2009-04-21",3.17
"580","2009-04-22",3.17
"581","2009-04-23",3.22
"582","2009-04-24",3.3
"583","2009-04-27",3.3
"584","2009-04-28",3.29
"585","2009-04-29",3.31
"586","2009-04-30",3.32
"587","2009-05-01",3.32
"588","2009-05-04",3.37
"589","2009-05-05",3.35
"590","2009-05-06",3.27
"591","2009-05-07",3.3
"592","2009-05-08",3.28
"593","2009-05-11",3.35
"594","2009-05-12",3.4
"595","2009-05-13",3.42
"596","2009-05-14",3.43
"597","2009-05-15",3.31
"598","2009-05-18",3.28
"599","2009-05-19",3.29
"600","2009-05-20",3.46
"601","2009-05-21",3.47
"602","2009-05-22",3.39
"603","2009-05-26",3.37
"604","2009-05-27",3.47
"605","2009-05-28",3.83
"606","2009-05-29",4.33
"607","2009-06-01",3.88
"608","2009-06-02",3.88
"609","2009-06-03",4.05
"610","2009-06-04",4
"611","2009-06-05",4
"612","2009-06-08",4.09
"613","2009-06-09",4.16
"614","2009-06-10",3.95
"615","2009-06-11",4.17
"616","2009-06-12",4.16
"617","2009-06-15",4.15
"618","2009-06-16",4
"619","2009-06-17",3.81
"620","2009-06-18",3.66
"621","2009-06-19",3.82
"622","2009-06-22",3.66
"623","2009-06-23",3.65
"624","2009-06-24",3.61
"625","2009-06-25",3.59
"626","2009-06-26",3.8
"627","2009-06-29",3.85
"628","2009-06-30",3.75
"629","2009-07-01",3.84
"630","2009-07-02",3.42
"631","2009-07-06",3.17
"632","2009-07-07",3.05
"633","2009-07-08",3.29
"634","2009-07-09",3.29
"635","2009-07-10",3.36
"636","2009-07-13",3.41
"637","2009-07-14",3.55
"638","2009-07-15",3.61
"639","2009-07-16",3.63
"640","2009-07-17",3.59
"641","2009-07-20",3.5
"642","2009-07-21",3.5
"643","2009-07-22",3.4
"644","2009-07-23",3.55
"645","2009-07-24",3.55
"646","2009-07-27",3.71
"647","2009-07-28",3.75
"648","2009-07-29",3.59
"649","2009-07-30",3.29
"650","2009-07-31",3.49
"651","2009-08-03",3.5
"652","2009-08-04",3.42
"653","2009-08-05",3.6
"654","2009-08-06",3.45
"655","2009-08-07",3.29
"656","2009-08-10",3.19
"657","2009-08-11",3.46
"658","2009-08-12",3.2
"659","2009-08-13",3.2
"660","2009-08-14",3.2
"661","2009-08-17",3.15
"662","2009-08-18",3.14
"663","2009-08-19",3.01
"664","2009-08-20",3
"665","2009-08-21",3
"666","2009-08-24",3.07
"667","2009-08-25",3.1
"668","2009-08-26",3.19
"669","2009-08-27",3.27
"670","2009-08-28",3.71
"671","2009-08-31",3.7
"672","2009-09-01",3.92
"673","2009-09-02",3.51
"674","2009-09-03",3.98
"675","2009-09-04",3.94
"676","2009-09-08",4.29
"677","2009-09-09",4.19
"678","2009-09-10",4.34
"679","2009-09-11",4.87
"680","2009-09-14",5.35
"681","2009-09-15",5.09
"682","2009-09-16",5.64
"683","2009-09-17",5.62
"684","2009-09-18",5.96
"685","2009-09-21",5.66
"686","2009-09-22",5.75
"687","2009-09-23",5.42
"688","2009-09-24",5
"689","2009-09-25",4.69
"690","2009-09-28",4.71
"691","2009-09-29",4.98
"692","2009-09-30",4.63
"693","2009-10-01",4.75
"694","2009-10-02",4.63
"695","2009-10-05",4.75
"696","2009-10-06",4.65
"697","2009-10-07",5.07
"698","2009-10-08",4.7
"699","2009-10-09",4.71
"700","2009-10-12",4.87
"701","2009-10-13",5.07
"702","2009-10-14",4.82
"703","2009-10-15",4.77
"704","2009-10-16",4.72
"705","2009-10-19",4.99
"706","2009-10-20",4.72
"707","2009-10-21",4.75
"708","2009-10-22",4.7
"709","2009-10-23",4.69
"710","2009-10-26",4.65
"711","2009-10-27",4.6
"712","2009-10-28",4.6
"713","2009-10-29",4.38
"714","2009-10-30",4.4
"715","2009-11-02",4.52
"716","2009-11-03",4.55
"717","2009-11-04",4.45
"718","2009-11-05",4.48
"719","2009-11-06",4.59
"720","2009-11-09",4.53
"721","2009-11-10",4.53
"722","2009-11-11",4.5
"723","2009-11-12",4.52
"724","2009-11-13",4.6
"725","2009-11-16",4.68
"726","2009-11-17",4.57
"727","2009-11-18",4.57
"728","2009-11-19",4.73
"729","2009-11-20",4.62
"730","2009-11-23",4.52
"731","2009-11-24",4.77
"732","2009-11-25",4.55
"733","2009-11-27",4.55
"734","2009-11-30",4.56
"735","2009-12-01",4.74
"736","2009-12-02",4.64
"737","2009-12-03",4.59
"738","2009-12-04",4.52
"739","2009-12-07",4.5
"740","2009-12-08",4.6
"741","2009-12-09",4.8
"742","2009-12-10",4.86
"743","2009-12-11",4.86
"744","2009-12-14",4.7
"745","2009-12-15",4.84
"746","2009-12-16",5.05
"747","2009-12-17",4.99
"748","2009-12-18",5.3
"749","2009-12-21",5.48
"750","2009-12-22",5.09
"751","2009-12-23",5.53
"752","2009-12-24",5.28
"753","2009-12-28",5.26
"754","2009-12-29",5.07
"755","2009-12-30",5.1
"756","2009-12-31",5.14
"757","2010-01-04",5.08
"758","2010-01-05",5.51
"759","2010-01-06",5.53
"760","2010-01-07",5.57
"761","2010-01-08",5.56
"762","2010-01-11",5.38
"763","2010-01-12",5.25
"764","2010-01-13",5.2
"765","2010-01-14",5.2
"766","2010-01-15",5.37
"767","2010-01-19",5.1
"768","2010-01-20",5.04
"769","2010-01-21",5.23
"770","2010-01-22",4.97
"771","2010-01-25",4.89
"772","2010-01-26",5.16
"773","2010-01-27",4.84
"774","2010-01-28",5.17
"775","2010-01-29",5.05
"776","2010-02-01",4.99
"777","2010-02-02",4.88
"778","2010-02-03",4.93
"779","2010-02-04",4.92
"780","2010-02-05",4.83
"781","2010-02-08",4.83
"782","2010-02-09",4.81
"783","2010-02-10",5.17
"784","2010-02-11",4.86
"785","2010-02-12",4.93
"786","2010-02-16",4.89
"787","2010-02-17",4.83
"788","2010-02-18",4.89
"789","2010-02-19",5.05
"790","2010-02-22",4.81
"791","2010-02-23",4.91
"792","2010-02-24",4.95
"793","2010-02-25",5.03
"794","2010-02-26",4.88
"795","2010-03-01",4.9
"796","2010-03-02",5.01
"797","2010-03-03",5.04
"798","2010-03-04",5.15
"799","2010-03-05",5.15
"800","2010-03-08",5.05
"801","2010-03-09",5
"802","2010-03-10",4.89
"803","2010-03-11",4.91
"804","2010-03-12",5.2
"805","2010-03-15",5.17
"806","2010-03-16",5.1
"807","2010-03-17",5.2
"808","2010-03-18",5.21
"809","2010-03-19",5.21
"810","2010-03-22",5.31
"811","2010-03-23",5.31
"812","2010-03-24",5.25
"813","2010-03-25",5.2
"814","2010-03-26",5.25
"815","2010-03-29",5.25
"816","2010-03-30",5.27
"817","2010-03-31",5.27
"818","2010-04-01",5.27
"819","2010-04-05",5.48
"820","2010-04-06",5.35
"821","2010-04-07",5.45
"822","2010-04-08",5.41
"823","2010-04-09",5.41
"824","2010-04-12",5.35
"825","2010-04-13",5.43
"826","2010-04-14",5.41
"827","2010-04-15",5.5
"828","2010-04-16",5.42
"829","2010-04-19",5.42
"830","2010-04-20",5.5
"831","2010-04-21",5.5
"832","2010-04-22",5.57
"833","2010-04-23",5.52
"834","2010-04-26",5.51
"835","2010-04-27",5.55
"836","2010-04-28",5.57
"837","2010-04-29",5.58
"838","2010-04-30",5.54
"839","2010-05-03",5.56
"840","2010-05-04",5.6
"841","2010-05-05",5.55
"842","2010-05-06",5.47
"843","2010-05-07",5.4
"844","2010-05-10",5.4
"845","2010-05-11",5.35
"846","2010-05-12",5.35
"847","2010-05-13",5.35
"848","2010-05-14",5.3
"849","2010-05-17",5.3
"850","2010-05-18",5.25
"851","2010-05-19",5.25
"852","2010-05-20",5.19
"853","2010-05-21",5.05
"854","2010-05-24",5.13
"855","2010-05-25",5.12
"856","2010-05-26",5.15
"857","2010-05-27",5.12
"858","2010-05-28",5.28
"859","2010-06-01",5.16
"860","2010-06-02",5.47
"861","2010-06-03",5.39
"862","2010-06-04",5.24
"863","2010-06-07",5.27
"864","2010-06-08",5.33
"865","2010-06-09",5.3
"866","2010-06-10",5.32
"867","2010-06-11",5.29
"868","2010-06-14",5.29
"869","2010-06-15",5.1
"870","2010-06-16",5.05
"871","2010-06-17",5.01
"872","2010-06-18",5.01
"873","2010-06-21",5
"874","2010-06-22",5
"875","2010-06-23",5
"876","2010-06-24",4.96
"877","2010-06-25",4.78
"878","2010-06-28",4.88
"879","2010-06-29",4.7
"880","2010-06-30",4.65
"881","2010-07-01",4.53
"882","2010-07-02",4.5
"883","2010-07-06",4.4
"884","2010-07-07",4.31
"885","2010-07-08",4.48
"886","2010-07-09",4.56
"887","2010-07-12",4.36
"888","2010-07-13",4.54
"889","2010-07-14",4.63
"890","2010-07-15",4.96
"891","2010-07-16",5
"892","2010-07-19",5.1
"893","2010-07-20",4.75
"894","2010-07-21",4.83
"895","2010-07-22",5
"896","2010-07-23",5
"897","2010-07-26",5.18
"898","2010-07-27",5.05
"899","2010-07-28",4.94
"900","2010-07-29",4.96
"901","2010-07-30",5.1
"902","2010-08-02",5.1
"903","2010-08-03",5.05
"904","2010-08-04",4.89
"905","2010-08-05",5.01
"906","2010-08-06",5
"907","2010-08-09",5.11
"908","2010-08-10",5.09
"909","2010-08-11",5.07
"910","2010-08-12",5.02
"911","2010-08-13",4.94
"912","2010-08-16",5.02
"913","2010-08-17",5.1
"914","2010-08-18",4.97
"915","2010-08-19",4.97
"916","2010-08-20",4.99
"917","2010-08-23",5.17
"918","2010-08-24",5.08
"919","2010-08-25",5.05
"920","2010-08-26",5.06
"921","2010-08-27",5.26
"922","2010-08-30",5.17
"923","2010-08-31",5.05
"924","2010-09-01",5.13
"925","2010-09-02",5.16
"926","2010-09-03",5.16
"927","2010-09-07",5.26
"928","2010-09-08",5.31
"929","2010-09-09",5.47
"930","2010-09-10",5.49
"931","2010-09-13",5.68
"932","2010-09-14",5.65
"933","2010-09-15",5.76
"934","2010-09-16",5.89
"935","2010-09-17",5.99
"936","2010-09-20",6.07
"937","2010-09-21",6.4
"938","2010-09-22",6.41
"939","2010-09-23",6.46
"940","2010-09-24",6.32
"941","2010-09-27",6.18
"942","2010-09-28",5.8
"943","2010-09-29",6.01
"944","2010-09-30",6.01
"945","2010-10-01",6.06
"946","2010-10-04",6
"947","2010-10-05",6
"948","2010-10-06",6.1
"949","2010-10-07",6.09
"950","2010-10-08",6.09
"951","2010-10-11",6.08
"952","2010-10-12",6
"953","2010-10-13",6.09
"954","2010-10-14",6.03
"955","2010-10-15",6.1
"956","2010-10-18",6.04
"957","2010-10-19",5.8
"958","2010-10-20",5.84
"959","2010-10-21",5.87
"960","2010-10-22",5.84
"961","2010-10-25",6.09
"962","2010-10-26",6.13
"963","2010-10-27",5.92
"964","2010-10-28",5.88
"965","2010-10-29",6.01
"966","2010-11-01",5.86
"967","2010-11-02",5.96
"968","2010-11-03",5.96
"969","2010-11-04",6.03
"970","2010-11-05",6.3
"971","2010-11-08",5.99
"972","2010-11-09",6.02
"973","2010-11-10",6.07
"974","2010-11-11",5.92
"975","2010-11-12",5.81
"976","2010-11-15",5.88
"977","2010-11-16",5.86
"978","2010-11-17",6.01
"979","2010-11-18",6.05
"980","2010-11-19",6
"981","2010-11-22",6.24
"982","2010-11-23",6
"983","2010-11-24",5.98
"984","2010-11-26",5.98
"985","2010-11-29",6.08
"986","2010-11-30",6.15
"987","2010-12-01",6.16
"988","2010-12-02",6.34
"989","2010-12-03",6.72
"990","2010-12-06",6.9
"991","2010-12-07",6.93
"992","2010-12-08",6.81
"993","2010-12-09",6.44
"994","2010-12-10",6.5
"995","2010-12-13",6.4
"996","2010-12-14",6.61
"997","2010-12-15",6.69
"998","2010-12-16",6.81
"999","2010-12-17",6.76
"1000","2010-12-20",6.9
"1001","2010-12-21",6.89
"1002","2010-12-22",7.01
"1003","2010-12-23",6.92
"1004","2010-12-27",6.91
