"","date","CPA"
"1","2007-01-03",48.080002
"2","2007-01-04",48.360001
"3","2007-01-05",48.240002
"4","2007-01-08",50.950001
"5","2007-01-09",51.75
"6","2007-01-10",53.040001
"7","2007-01-11",53.689999
"8","2007-01-12",53.849998
"9","2007-01-16",55.619999
"10","2007-01-17",54.02
"11","2007-01-18",53.34
"12","2007-01-19",53.950001
"13","2007-01-22",52.619999
"14","2007-01-23",51.52
"15","2007-01-24",51.779999
"16","2007-01-25",51.75
"17","2007-01-26",51.240002
"18","2007-01-29",53.849998
"19","2007-01-30",54.27
"20","2007-01-31",56.049999
"21","2007-02-01",57.77
"22","2007-02-02",58
"23","2007-02-05",57.630001
"24","2007-02-06",57.400002
"25","2007-02-07",58.689999
"26","2007-02-08",58.650002
"27","2007-02-09",58.91
"28","2007-02-12",60.110001
"29","2007-02-13",62.099998
"30","2007-02-14",64.610001
"31","2007-02-15",63.700001
"32","2007-02-16",63.049999
"33","2007-02-20",65.190002
"34","2007-02-21",64.559998
"35","2007-02-22",62.900002
"36","2007-02-23",60.110001
"37","2007-02-26",56.889999
"38","2007-02-27",55.119999
"39","2007-02-28",56.02
"40","2007-03-01",55.779999
"41","2007-03-02",54
"42","2007-03-05",52.439999
"43","2007-03-06",54.130001
"44","2007-03-07",51.82
"45","2007-03-08",53.490002
"46","2007-03-09",53.139999
"47","2007-03-12",57.09
"48","2007-03-13",54.189999
"49","2007-03-14",52.990002
"50","2007-03-15",55.150002
"51","2007-03-16",54.099998
"52","2007-03-19",55.84
"53","2007-03-20",57.59
"54","2007-03-21",58.689999
"55","2007-03-22",56.529999
"56","2007-03-23",55.849998
"57","2007-03-26",53.540001
"58","2007-03-27",51.700001
"59","2007-03-28",50.84
"60","2007-03-29",50.650002
"61","2007-03-30",51.490002
"62","2007-04-02",52.099998
"63","2007-04-03",54.990002
"64","2007-04-04",55.110001
"65","2007-04-05",55.439999
"66","2007-04-09",54.900002
"67","2007-04-10",56.009998
"68","2007-04-11",55.169998
"69","2007-04-12",58.349998
"70","2007-04-13",59.18
"71","2007-04-16",59.66
"72","2007-04-17",60.73
"73","2007-04-18",61.950001
"74","2007-04-19",61.200001
"75","2007-04-20",62.18
"76","2007-04-23",62.509998
"77","2007-04-24",62.509998
"78","2007-04-25",61.970001
"79","2007-04-26",61.849998
"80","2007-04-27",60.360001
"81","2007-04-30",60.880001
"82","2007-05-01",61.57
"83","2007-05-02",61.709999
"84","2007-05-03",63.220001
"85","2007-05-04",63.27
"86","2007-05-07",63.919998
"87","2007-05-08",62.560001
"88","2007-05-09",63.509998
"89","2007-05-10",62.389999
"90","2007-05-11",62.16
"91","2007-05-14",63.040001
"92","2007-05-15",61.59
"93","2007-05-16",67.889999
"94","2007-05-17",66.239998
"95","2007-05-18",65.93
"96","2007-05-21",65.900002
"97","2007-05-22",67.790001
"98","2007-05-23",65.089996
"99","2007-05-24",64
"100","2007-05-25",63.599998
"101","2007-05-29",63.5
"102","2007-05-30",62.990002
"103","2007-05-31",63.290001
"104","2007-06-01",63.150002
"105","2007-06-04",62.119999
"106","2007-06-05",63.209999
"107","2007-06-06",62.049999
"108","2007-06-07",60.34
"109","2007-06-08",61.290001
"110","2007-06-11",62.810001
"111","2007-06-12",59.91
"112","2007-06-13",62.509998
"113","2007-06-14",63.630001
"114","2007-06-15",64.650002
"115","2007-06-18",64.099998
"116","2007-06-19",65.599998
"117","2007-06-20",65.43
"118","2007-06-21",66.400002
"119","2007-06-22",65.379997
"120","2007-06-25",65.949997
"121","2007-06-26",68.199997
"122","2007-06-27",65.849998
"123","2007-06-28",68.599998
"124","2007-06-29",67.239998
"125","2007-07-02",70.43
"126","2007-07-03",70.099998
"127","2007-07-05",72.279999
"128","2007-07-06",72.059998
"129","2007-07-09",72.639999
"130","2007-07-10",70.629997
"131","2007-07-11",70.830002
"132","2007-07-12",69.800003
"133","2007-07-13",63.849998
"134","2007-07-16",62
"135","2007-07-17",63.59
"136","2007-07-18",62.400002
"137","2007-07-19",61.889999
"138","2007-07-20",60.57
"139","2007-07-23",59.900002
"140","2007-07-24",58.52
"141","2007-07-25",56.779999
"142","2007-07-26",54.389999
"143","2007-07-27",55.049999
"144","2007-07-30",54.880001
"145","2007-07-31",54.91
"146","2007-08-01",53.700001
"147","2007-08-02",53.790001
"148","2007-08-03",50.950001
"149","2007-08-06",51.689999
"150","2007-08-07",53.580002
"151","2007-08-08",57.189999
"152","2007-08-09",54
"153","2007-08-10",52.650002
"154","2007-08-13",54.110001
"155","2007-08-14",52.68
"156","2007-08-15",46.950001
"157","2007-08-16",41.049999
"158","2007-08-17",44.34
"159","2007-08-20",43
"160","2007-08-21",45
"161","2007-08-22",45.869999
"162","2007-08-23",44.580002
"163","2007-08-24",45.060001
"164","2007-08-27",44.25
"165","2007-08-28",43.189999
"166","2007-08-29",44.310001
"167","2007-08-30",46.009998
"168","2007-08-31",48.470001
"169","2007-09-04",49.470001
"170","2007-09-05",49.889999
"171","2007-09-06",48.619999
"172","2007-09-07",47.349998
"173","2007-09-10",46.619999
"174","2007-09-11",46.990002
"175","2007-09-12",46.23
"176","2007-09-13",47.459999
"177","2007-09-14",47.360001
"178","2007-09-17",46.080002
"179","2007-09-18",47.200001
"180","2007-09-19",47.380001
"181","2007-09-20",45.869999
"182","2007-09-21",45.689999
"183","2007-09-24",44.450001
"184","2007-09-25",42.099998
"185","2007-09-26",42.389999
"186","2007-09-27",40.43
"187","2007-09-28",40.049999
"188","2007-10-01",39.77
"189","2007-10-02",42.799999
"190","2007-10-03",42.959999
"191","2007-10-04",43.799999
"192","2007-10-05",44.66
"193","2007-10-08",43.869999
"194","2007-10-09",43.650002
"195","2007-10-10",42.869999
"196","2007-10-11",40.369999
"197","2007-10-12",40.540001
"198","2007-10-15",38.98
"199","2007-10-16",39.049999
"200","2007-10-17",38.720001
"201","2007-10-18",37.91
"202","2007-10-19",37.630001
"203","2007-10-22",37.75
"204","2007-10-23",39.59
"205","2007-10-24",39.400002
"206","2007-10-25",38.669998
"207","2007-10-26",38.52
"208","2007-10-29",39.240002
"209","2007-10-30",39.139999
"210","2007-10-31",37.810001
"211","2007-11-01",35.889999
"212","2007-11-02",35.580002
"213","2007-11-05",34.650002
"214","2007-11-06",33.860001
"215","2007-11-07",32.700001
"216","2007-11-08",33.630001
"217","2007-11-09",32.619999
"218","2007-11-12",33
"219","2007-11-13",33.959999
"220","2007-11-14",32.799999
"221","2007-11-15",34.439999
"222","2007-11-16",33.150002
"223","2007-11-19",31.43
"224","2007-11-20",31.139999
"225","2007-11-21",30.870001
"226","2007-11-23",32.060001
"227","2007-11-26",32.400002
"228","2007-11-27",31.67
"229","2007-11-28",33.5
"230","2007-11-29",34.040001
"231","2007-11-30",36.130001
"232","2007-12-03",37.450001
"233","2007-12-04",37.639999
"234","2007-12-05",37.790001
"235","2007-12-06",37.900002
"236","2007-12-07",38.75
"237","2007-12-10",38.700001
"238","2007-12-11",38.150002
"239","2007-12-12",36.369999
"240","2007-12-13",37.68
"241","2007-12-14",38.02
"242","2007-12-17",37.91
"243","2007-12-18",38.509998
"244","2007-12-19",38.18
"245","2007-12-20",38.470001
"246","2007-12-21",38.389999
"247","2007-12-24",38.400002
"248","2007-12-26",38.099998
"249","2007-12-27",37.720001
"250","2007-12-28",36.900002
"251","2007-12-31",37.57
"252","2008-01-02",37.380001
"253","2008-01-03",35.830002
"254","2008-01-04",34.939999
"255","2008-01-07",34.73
"256","2008-01-08",34.529999
"257","2008-01-09",34.220001
"258","2008-01-10",36.080002
"259","2008-01-11",34.299999
"260","2008-01-14",33.75
"261","2008-01-15",35.150002
"262","2008-01-16",35.639999
"263","2008-01-17",35.400002
"264","2008-01-18",35.790001
"265","2008-01-22",37.150002
"266","2008-01-23",38.73
"267","2008-01-24",36.860001
"268","2008-01-25",35.93
"269","2008-01-28",37.16
"270","2008-01-29",37.040001
"271","2008-01-30",37.82
"272","2008-01-31",39.029999
"273","2008-02-01",41.529999
"274","2008-02-04",41
"275","2008-02-05",39.299999
"276","2008-02-06",38.700001
"277","2008-02-07",40.509998
"278","2008-02-08",40.099998
"279","2008-02-11",39.93
"280","2008-02-12",39.400002
"281","2008-02-13",40.439999
"282","2008-02-14",38.98
"283","2008-02-15",38.66
"284","2008-02-19",38.119999
"285","2008-02-20",38.09
"286","2008-02-21",40.400002
"287","2008-02-22",39.330002
"288","2008-02-25",39.57
"289","2008-02-26",39.080002
"290","2008-02-27",38.779999
"291","2008-02-28",37.080002
"292","2008-02-29",36.110001
"293","2008-03-03",35.810001
"294","2008-03-04",35.84
"295","2008-03-05",35.939999
"296","2008-03-06",34.560001
"297","2008-03-07",34.060001
"298","2008-03-10",33.700001
"299","2008-03-11",34.290001
"300","2008-03-12",33.029999
"301","2008-03-13",33.43
"302","2008-03-14",32.16
"303","2008-03-17",31.26
"304","2008-03-18",33.290001
"305","2008-03-19",33.400002
"306","2008-03-20",34.919998
"307","2008-03-24",36.439999
"308","2008-03-25",37.66
"309","2008-03-26",37.389999
"310","2008-03-27",37.049999
"311","2008-03-28",36.759998
"312","2008-03-31",38.110001
"313","2008-04-01",40.060001
"314","2008-04-02",39.959999
"315","2008-04-03",39.66
"316","2008-04-04",39.310001
"317","2008-04-07",39.200001
"318","2008-04-08",39.119999
"319","2008-04-09",37.59
"320","2008-04-10",38.130001
"321","2008-04-11",37.830002
"322","2008-04-14",38.189999
"323","2008-04-15",37.619999
"324","2008-04-16",38.330002
"325","2008-04-17",39.040001
"326","2008-04-18",39.849998
"327","2008-04-21",39.360001
"328","2008-04-22",36.110001
"329","2008-04-23",35.82
"330","2008-04-24",37.52
"331","2008-04-25",37.279999
"332","2008-04-28",38.830002
"333","2008-04-29",38.630001
"334","2008-04-30",39.09
"335","2008-05-01",41.360001
"336","2008-05-02",43.48
"337","2008-05-05",41.880001
"338","2008-05-06",39.59
"339","2008-05-07",38.029999
"340","2008-05-08",36.41
"341","2008-05-09",35.400002
"342","2008-05-12",35.599998
"343","2008-05-13",35.57
"344","2008-05-14",34.790001
"345","2008-05-15",35.830002
"346","2008-05-16",35.799999
"347","2008-05-19",34.400002
"348","2008-05-20",33.939999
"349","2008-05-21",31.65
"350","2008-05-22",31.030001
"351","2008-05-23",30.059999
"352","2008-05-27",31.4
"353","2008-05-28",31.65
"354","2008-05-29",34.029999
"355","2008-05-30",33.470001
"356","2008-06-02",33.029999
"357","2008-06-03",32.93
"358","2008-06-04",33.049999
"359","2008-06-05",34.349998
"360","2008-06-06",32.73
"361","2008-06-09",32.049999
"362","2008-06-10",31.809999
"363","2008-06-11",29.83
"364","2008-06-12",29.51
"365","2008-06-13",29.98
"366","2008-06-16",30.75
"367","2008-06-17",30.879999
"368","2008-06-18",30.469999
"369","2008-06-19",32.169998
"370","2008-06-20",31.440001
"371","2008-06-23",30.969999
"372","2008-06-24",30.76
"373","2008-06-25",31.16
"374","2008-06-26",29.4
"375","2008-06-27",29.32
"376","2008-06-30",28.16
"377","2008-07-01",28.110001
"378","2008-07-02",27.209999
"379","2008-07-03",26.559999
"380","2008-07-07",26.15
"381","2008-07-08",27.049999
"382","2008-07-09",26.26
"383","2008-07-10",26.030001
"384","2008-07-11",25.67
"385","2008-07-14",25.549999
"386","2008-07-15",27.219999
"387","2008-07-16",30.92
"388","2008-07-17",32.209999
"389","2008-07-18",32.580002
"390","2008-07-21",31.6
"391","2008-07-22",34.82
"392","2008-07-23",34.700001
"393","2008-07-24",33.09
"394","2008-07-25",34.959999
"395","2008-07-28",33.450001
"396","2008-07-29",34.93
"397","2008-07-30",35.25
"398","2008-07-31",35.799999
"399","2008-08-01",35.009998
"400","2008-08-04",35.91
"401","2008-08-05",37.959999
"402","2008-08-06",37.959999
"403","2008-08-07",35.790001
"404","2008-08-08",37.349998
"405","2008-08-11",37.459999
"406","2008-08-12",38.25
"407","2008-08-13",36.860001
"408","2008-08-14",38.950001
"409","2008-08-15",40.459999
"410","2008-08-18",39.240002
"411","2008-08-19",36.93
"412","2008-08-20",36.66
"413","2008-08-21",36.59
"414","2008-08-22",37.48
"415","2008-08-25",37.099998
"416","2008-08-26",35.240002
"417","2008-08-27",35.669998
"418","2008-08-28",37.299999
"419","2008-08-29",38.18
"420","2008-09-02",40.720001
"421","2008-09-03",40.549999
"422","2008-09-04",39.669998
"423","2008-09-05",38.57
"424","2008-09-08",38.41
"425","2008-09-09",37.490002
"426","2008-09-10",37.93
"427","2008-09-11",40.029999
"428","2008-09-12",40.380001
"429","2008-09-15",39.860001
"430","2008-09-16",41.529999
"431","2008-09-17",37.150002
"432","2008-09-18",35.029999
"433","2008-09-19",35.939999
"434","2008-09-22",33.82
"435","2008-09-23",32.419998
"436","2008-09-24",33
"437","2008-09-25",34.169998
"438","2008-09-26",32.900002
"439","2008-09-29",30.889999
"440","2008-09-30",32.5
"441","2008-10-01",33.639999
"442","2008-10-02",30.139999
"443","2008-10-03",28.07
"444","2008-10-06",26.74
"445","2008-10-07",23.98
"446","2008-10-08",25
"447","2008-10-09",22.76
"448","2008-10-10",22.940001
"449","2008-10-13",24.790001
"450","2008-10-14",22.540001
"451","2008-10-15",20.809999
"452","2008-10-16",24.5
"453","2008-10-17",25.01
"454","2008-10-20",29.66
"455","2008-10-21",28.33
"456","2008-10-22",26.549999
"457","2008-10-23",23.059999
"458","2008-10-24",21.209999
"459","2008-10-27",20.33
"460","2008-10-28",25.290001
"461","2008-10-29",24.59
"462","2008-10-30",26.23
"463","2008-10-31",25.370001
"464","2008-11-03",26.049999
"465","2008-11-04",25.02
"466","2008-11-05",24.24
"467","2008-11-06",23.530001
"468","2008-11-07",23.75
"469","2008-11-10",23.360001
"470","2008-11-11",23.15
"471","2008-11-12",22.77
"472","2008-11-13",25.469999
"473","2008-11-14",24.040001
"474","2008-11-17",24.120001
"475","2008-11-18",24.540001
"476","2008-11-19",20.879999
"477","2008-11-20",19.139999
"478","2008-11-21",18.57
"479","2008-11-24",20.719999
"480","2008-11-25",21.940001
"481","2008-11-26",21.700001
"482","2008-11-28",22.17
"483","2008-12-01",23.07
"484","2008-12-02",24.200001
"485","2008-12-03",24.120001
"486","2008-12-04",23.139999
"487","2008-12-05",25.709999
"488","2008-12-08",27.440001
"489","2008-12-09",24.389999
"490","2008-12-10",25.959999
"491","2008-12-11",24.83
"492","2008-12-12",25.68
"493","2008-12-15",25.620001
"494","2008-12-16",28.17
"495","2008-12-17",29.18
"496","2008-12-18",29.92
"497","2008-12-19",28.860001
"498","2008-12-22",29.469999
"499","2008-12-23",28.690001
"500","2008-12-24",28.6
"501","2008-12-26",29.98
"502","2008-12-29",29.73
"503","2008-12-30",29.52
"504","2008-12-31",30.32
"505","2009-01-02",29.75
"506","2009-01-05",29.959999
"507","2009-01-06",31.049999
"508","2009-01-07",30.799999
"509","2009-01-08",31.459999
"510","2009-01-09",29.639999
"511","2009-01-12",29.219999
"512","2009-01-13",29.4
"513","2009-01-14",30.559999
"514","2009-01-15",30.780001
"515","2009-01-16",31.59
"516","2009-01-20",28.790001
"517","2009-01-21",28.549999
"518","2009-01-22",28.25
"519","2009-01-23",27.059999
"520","2009-01-26",26.379999
"521","2009-01-27",27.07
"522","2009-01-28",29
"523","2009-01-29",27.049999
"524","2009-01-30",26.24
"525","2009-02-02",26.040001
"526","2009-02-03",27.76
"527","2009-02-04",26.9
"528","2009-02-05",28.76
"529","2009-02-06",31.860001
"530","2009-02-09",31.120001
"531","2009-02-10",31.360001
"532","2009-02-11",32
"533","2009-02-12",32.310001
"534","2009-02-13",31.74
"535","2009-02-17",29.370001
"536","2009-02-18",29.49
"537","2009-02-19",29.91
"538","2009-02-20",28.5
"539","2009-02-23",26.309999
"540","2009-02-24",28.34
"541","2009-02-25",27.15
"542","2009-02-26",26.549999
"543","2009-02-27",26.43
"544","2009-03-02",25.040001
"545","2009-03-03",23.67
"546","2009-03-04",24.5
"547","2009-03-05",22.459999
"548","2009-03-06",21.51
