"","date","YTRA"
"268","2018-01-11",7.26
"269","2018-01-12",7.24
"270","2018-01-16",6.89
"271","2018-01-17",6.82
"272","2018-01-18",6.79
"273","2018-01-19",6.88
"274","2018-01-22",6.77
"275","2018-01-23",6.79
"276","2018-01-24",6.76
"277","2018-01-25",6.79
"278","2018-01-26",7.12
"279","2018-01-29",6.95
"280","2018-01-30",7.03
"281","2018-01-31",6.63
"282","2018-02-01",6.93
"283","2018-02-02",6.67
"284","2018-02-05",7.01
"285","2018-02-06",7.03
"286","2018-02-07",7.86
"287","2018-02-08",7.4
"288","2018-02-09",7.2
"289","2018-02-12",7.29
"290","2018-02-13",7.35
"291","2018-02-14",7.5
"292","2018-02-15",7.72
"293","2018-02-16",7.45
"294","2018-02-20",7.81
"295","2018-02-21",7.56
"296","2018-02-22",7.37
"297","2018-02-23",7.03
"298","2018-02-26",7.04
"299","2018-02-27",6.85
"300","2018-02-28",6.8
"301","2018-03-01",7.05
"302","2018-03-02",7.09
"303","2018-03-05",7.14
"304","2018-03-06",7.19
"305","2018-03-07",7.02
"306","2018-03-08",6.92
"307","2018-03-09",6.98
"308","2018-03-12",7.2
"309","2018-03-13",7.25
"310","2018-03-14",7.23
"311","2018-03-15",7
"312","2018-03-16",7
"313","2018-03-19",6.73
"314","2018-03-20",6.81
"315","2018-03-21",6.71
"316","2018-03-22",6.67
"317","2018-03-23",6.62
"318","2018-03-26",6.46
"319","2018-03-27",6.27
"320","2018-03-28",6.01
"321","2018-03-29",6.61
"322","2018-04-02",6.62
"323","2018-04-03",6.65
"324","2018-04-04",6.83
"325","2018-04-05",7.31
"326","2018-04-06",6.89
"327","2018-04-09",6.79
"328","2018-04-10",7.03
"329","2018-04-11",7.32
"330","2018-04-12",7.25
"331","2018-04-13",7.34
"332","2018-04-16",7.31
"333","2018-04-17",7.27
"334","2018-04-18",7.51
"335","2018-04-19",7.58
"336","2018-04-20",7.62
"337","2018-04-23",7.9
"338","2018-04-24",8.03
"339","2018-04-25",7.88
"340","2018-04-26",7.75
"341","2018-04-27",7.51
"342","2018-04-30",7.7
"343","2018-05-01",7.7
"344","2018-05-02",7.75
"345","2018-05-03",7.63
"346","2018-05-04",7.6
"347","2018-05-07",7.68
"348","2018-05-08",7.74
"349","2018-05-09",7.61
"350","2018-05-10",7.38
"351","2018-05-11",7.39
"352","2018-05-14",7.44
"353","2018-05-15",7.53
"354","2018-05-16",7.26
"355","2018-05-17",7.25
"356","2018-05-18",7.12
"357","2018-05-21",6.99
"358","2018-05-22",7.1
"359","2018-05-23",7.25
"360","2018-05-24",7.34
"361","2018-05-25",7.63
"362","2018-05-29",7.58
"363","2018-05-30",7.3
"364","2018-05-31",7.54
"365","2018-06-01",7.56
"366","2018-06-04",7.3
"367","2018-06-05",7.37
"368","2018-06-06",7.36
"369","2018-06-07",7.35
"370","2018-06-08",7.5
"371","2018-06-11",7.64
"372","2018-06-12",7.5
"373","2018-06-13",7.18
"374","2018-06-14",6.9
"375","2018-06-15",6.68
"376","2018-06-18",6.76
"377","2018-06-19",7.21
"378","2018-06-20",7.17
"379","2018-06-21",6.35
"380","2018-06-22",5.83
"381","2018-06-25",5.825
"382","2018-06-26",5.6
"383","2018-06-27",5.48
"384","2018-06-28",5.14
"385","2018-06-29",5.36
"386","2018-07-02",5.43
"387","2018-07-03",5.46
"388","2018-07-05",5.6
"389","2018-07-06",5.75
"390","2018-07-09",5.96
"391","2018-07-10",5.93
"392","2018-07-11",6.01
"393","2018-07-12",6.06
"394","2018-07-13",6.26
"395","2018-07-16",6.25
"396","2018-07-17",6.14
"397","2018-07-18",6.14
"398","2018-07-19",6.21
"399","2018-07-20",6.45
"400","2018-07-23",6.21
"401","2018-07-24",6
"402","2018-07-25",6.17
"403","2018-07-26",5.89
"404","2018-07-27",5.77
"405","2018-07-30",5.61
"406","2018-07-31",5.68
"407","2018-08-01",6.02
"408","2018-08-02",5.85
"409","2018-08-03",5.89
"410","2018-08-06",5.97
"411","2018-08-07",5.95
"412","2018-08-08",5.83
"413","2018-08-09",5.88
"414","2018-08-10",5.79
"415","2018-08-13",5.69
"416","2018-08-14",5.23
"417","2018-08-15",5.1
"418","2018-08-16",5.1
"419","2018-08-17",5.11
"420","2018-08-20",4.96
"421","2018-08-21",4.84
"422","2018-08-22",4.74
"423","2018-08-23",4.75
"424","2018-08-24",4.74
"425","2018-08-27",4.59
"426","2018-08-28",4.77
"427","2018-08-29",5.2
"428","2018-08-30",5.33
"429","2018-08-31",5.19
"430","2018-09-04",4.89
"431","2018-09-05",5.16
"432","2018-09-06",5.19
"433","2018-09-07",5.44
"434","2018-09-10",5.22
"435","2018-09-11",5.13
"436","2018-09-12",5.07
"437","2018-09-13",5.17
"438","2018-09-14",5.09
"439","2018-09-17",5.03
"440","2018-09-18",5.27
"441","2018-09-19",5.14
"442","2018-09-20",5.35
"443","2018-09-21",5.59
"444","2018-09-24",5.62
"445","2018-09-25",5.62
"446","2018-09-26",5.42
"447","2018-09-27",5.64
"448","2018-09-28",5.58
"449","2018-10-01",5.66
"450","2018-10-02",5.52
"451","2018-10-03",5.51
"452","2018-10-04",5.26
"453","2018-10-05",5.24
"454","2018-10-08",5.49
"455","2018-10-09",5.48
"456","2018-10-10",5.08
"457","2018-10-11",4.95
"458","2018-10-12",5.14
"459","2018-10-15",5.05
"460","2018-10-16",5.17
"461","2018-10-17",4.98
"462","2018-10-18",4.87
"463","2018-10-19",4.76
"464","2018-10-22",4.67
"465","2018-10-23",4.51
"466","2018-10-24",4.24
"467","2018-10-25",4.2
"468","2018-10-26",4.48
"469","2018-10-29",4.33
"470","2018-10-30",4.2
"471","2018-10-31",4.44
"472","2018-11-01",5.04
"473","2018-11-02",5.02
"474","2018-11-05",5.34
"475","2018-11-06",5.18
"476","2018-11-07",5.38
"477","2018-11-08",5.36
"478","2018-11-09",5.33
"479","2018-11-12",5.32
"480","2018-11-13",5.22
"481","2018-11-14",5.23
"482","2018-11-15",5.16
"483","2018-11-16",5.25
"484","2018-11-19",5.07
"485","2018-11-20",4.99
"486","2018-11-21",5.01
"487","2018-11-23",4.9
"488","2018-11-26",5.04
"489","2018-11-27",4.85
"490","2018-11-28",4.99
"491","2018-11-29",5.07
"492","2018-11-30",5.25
"493","2018-12-03",5.29
"494","2018-12-04",5.17
"495","2018-12-06",4.99
"496","2018-12-07",4.72
"497","2018-12-10",4.43
"498","2018-12-11",4.37
"499","2018-12-12",4.28
"500","2018-12-13",4.26
"501","2018-12-14",4.16
"502","2018-12-17",4.08
"503","2018-12-18",4.18
"504","2018-12-19",4.03
"505","2018-12-20",4.02
"506","2018-12-21",3.9
"507","2018-12-24",3.925
"508","2018-12-26",4.04
"509","2018-12-27",4.07
"510","2018-12-28",3.94
"511","2018-12-31",4.02
"512","2019-01-02",4.23
"513","2019-01-03",4.13
"514","2019-01-04",4.33
"515","2019-01-07",4.45
"516","2019-01-08",4.77
"517","2019-01-09",5
"518","2019-01-10",4.96
"519","2019-01-11",5.09
"520","2019-01-14",5.16
"521","2019-01-15",4.98
"522","2019-01-16",4.99
"523","2019-01-17",4.88
"524","2019-01-18",4.83
"525","2019-01-22",4.77
"526","2019-01-23",4.76
"527","2019-01-24",4.99
"528","2019-01-25",5.06
"529","2019-01-28",5.13
"530","2019-01-29",5.1
"531","2019-01-30",5.1
"532","2019-01-31",5.1
"533","2019-02-01",4.92
"534","2019-02-04",4.73
"535","2019-02-05",4.56
"536","2019-02-06",4.51
"537","2019-02-07",4.47
"538","2019-02-08",4.31
"539","2019-02-11",4.28
"540","2019-02-12",4.3
"541","2019-02-13",4.31
"542","2019-02-14",4.25
"543","2019-02-15",4.24
"544","2019-02-19",4.16
"545","2019-02-20",4.2
"546","2019-02-21",4.08
"547","2019-02-22",4.08
"548","2019-02-25",4.09
"549","2019-02-26",4.08
"550","2019-02-27",4
"551","2019-02-28",3.83
"552","2019-03-01",4.02
"553","2019-03-04",4
"554","2019-03-05",4
"555","2019-03-06",3.93
"556","2019-03-07",3.89
"557","2019-03-08",3.8
"558","2019-03-11",4.97
"559","2019-03-12",4.9
"560","2019-03-13",5.09
"561","2019-03-14",5
"562","2019-03-15",5.21
"563","2019-03-18",5.18
"564","2019-03-19",5.09
"565","2019-03-20",5
"566","2019-03-21",5.05
"567","2019-03-22",5.06
"568","2019-03-25",5.01
"569","2019-03-26",5
"570","2019-03-27",5.02
"571","2019-03-28",4.93
"572","2019-03-29",4.91
"573","2019-04-01",4.96
"574","2019-04-02",5
"575","2019-04-03",4.9
"576","2019-04-04",4.97
"577","2019-04-05",4.99
"578","2019-04-08",4.89
"579","2019-04-09",4.88
"580","2019-04-10",4.87
"581","2019-04-11",4.79
"582","2019-04-12",4.79
"583","2019-04-15",4.69
"584","2019-04-16",4.63
"585","2019-04-17",4.46
"586","2019-04-18",4.46
"587","2019-04-22",4.62
"588","2019-04-23",4.72
"589","2019-04-24",4.7
"590","2019-04-25",4.63
"591","2019-04-26",4.7
"592","2019-04-29",4.49
"593","2019-04-30",4.57
"594","2019-05-01",4.56
"595","2019-05-02",4.44
"596","2019-05-03",4.58
"597","2019-05-06",4.58
"598","2019-05-07",4.44
"599","2019-05-08",4.46
"600","2019-05-09",4.55
"601","2019-05-10",4.49
"602","2019-05-13",4.22
"603","2019-05-14",4.44
"604","2019-05-15",4.55
"605","2019-05-16",4.6
"606","2019-05-17",4.47
"607","2019-05-20",4.46
"608","2019-05-21",4.48
"609","2019-05-22",4.45
"610","2019-05-23",4.41
"611","2019-05-24",4.42
"612","2019-05-28",4.35
"613","2019-05-29",4.23
"614","2019-05-30",4.21
"615","2019-05-31",4.28
"616","2019-06-03",4.09
"617","2019-06-04",4.09
"618","2019-06-05",4.12
"619","2019-06-06",3.92
"620","2019-06-07",3.98
"621","2019-06-10",3.94
"622","2019-06-11",3.84
"623","2019-06-12",3.91
"624","2019-06-13",3.94
"625","2019-06-14",3.93
"626","2019-06-17",4.03
"627","2019-06-18",3.97
"628","2019-06-19",3.99
"629","2019-06-20",3.99
"630","2019-06-21",4.19
"631","2019-06-24",4.1
"632","2019-06-25",4.1
"633","2019-06-26",4.01
"634","2019-06-27",3.81
"635","2019-06-28",3.74
"636","2019-07-01",3.67
"637","2019-07-02",3.57
"638","2019-07-03",3.59
"639","2019-07-05",3.56
"640","2019-07-08",3.65
"641","2019-07-09",3.73
"642","2019-07-10",3.79
"643","2019-07-11",3.73
"644","2019-07-12",3.77
"645","2019-07-15",3.72
"646","2019-07-16",3.88
"647","2019-07-17",4.39
"648","2019-07-18",4.3
"649","2019-07-19",4.39
"650","2019-07-22",4.4
"651","2019-07-23",4.4
"652","2019-07-24",4.42
"653","2019-07-25",4.47
"654","2019-07-26",4.49
"655","2019-07-29",4.52
"656","2019-07-30",4.55
"657","2019-07-31",4.59
"658","2019-08-01",4.51
"659","2019-08-02",4.44
"660","2019-08-05",4.26
"661","2019-08-06",4.24
"662","2019-08-07",4.23
"663","2019-08-08",4.11
"664","2019-08-09",4.15
"665","2019-08-12",4.15
"666","2019-08-13",4.18
"667","2019-08-14",4.08
"668","2019-08-15",4.04
"669","2019-08-16",4.09
"670","2019-08-19",4.13
"671","2019-08-20",4.15
"672","2019-08-21",4.22
"673","2019-08-22",4.24
"674","2019-08-23",4.13
"675","2019-08-26",4.12
"676","2019-08-27",4.13
"677","2019-08-28",4.14
"678","2019-08-29",4.12
"679","2019-08-30",4.06
"680","2019-09-03",4.01
"681","2019-09-04",4.03
"682","2019-09-05",4
"683","2019-09-06",4.02
"684","2019-09-09",4.03
"685","2019-09-10",4.12
"686","2019-09-11",4.24
"687","2019-09-12",4.29
"688","2019-09-13",4.28
"689","2019-09-16",4.37
"690","2019-09-17",4.31
"691","2019-09-18",4.16
"692","2019-09-19",4.16
"693","2019-09-20",4.27
"694","2019-09-23",4.21
"695","2019-09-24",4.13
"696","2019-09-25",4.18
"697","2019-09-26",4.19
"698","2019-09-27",4.12
"699","2019-09-30",4.12
"700","2019-10-01",4.12
"701","2019-10-02",4.06
"702","2019-10-03",4.1
"703","2019-10-04",4.1
"704","2019-10-07",4.11
"705","2019-10-08",4.03
"706","2019-10-09",3.96
"707","2019-10-10",3.83
"708","2019-10-11",3.9
"709","2019-10-14",3.72
"710","2019-10-15",3.82
"711","2019-10-16",3.8
"712","2019-10-17",3.84
"713","2019-10-18",3.8
"714","2019-10-21",3.89
"715","2019-10-22",3.86
"716","2019-10-23",3.88
"717","2019-10-24",3.93
"718","2019-10-25",4.02
"719","2019-10-28",4.26
"720","2019-10-29",4.24
"721","2019-10-30",4.25
"722","2019-10-31",4.25
"723","2019-11-01",4.24
"724","2019-11-04",4.23
"725","2019-11-05",4.27
"726","2019-11-06",4.195
"727","2019-11-07",4.2
"728","2019-11-08",4.205
"729","2019-11-11",4.18
"730","2019-11-12",3.83
"731","2019-11-13",3.75
"732","2019-11-14",3.47
"733","2019-11-15",3.62
"734","2019-11-18",3.5
"735","2019-11-19",3.51
"736","2019-11-20",3.45
"737","2019-11-21",3.33
"738","2019-11-22",3.43
"739","2019-11-25",3.49
"740","2019-11-26",3.48
"741","2019-11-27",3.52
"742","2019-11-29",3.59
"743","2019-12-02",3.41
"744","2019-12-03",3.445
"745","2019-12-04",3.415
"746","2019-12-05",3.37
"747","2019-12-06",3.32
"748","2019-12-09",3.3
"749","2019-12-10",3.35
"750","2019-12-11",3.39
"751","2019-12-12",3.4
"752","2019-12-13",3.32
"753","2019-12-16",3.31
"754","2019-12-17",3.33
"755","2019-12-18",3.29
"756","2019-12-19",3.25
"757","2019-12-20",3.29
"758","2019-12-23",3.15
"759","2019-12-24",3.15
"760","2019-12-26",3.18
"761","2019-12-27",3.14
"762","2019-12-30",3.04
"763","2019-12-31",3.15
"764","2020-01-02",3.18
"765","2020-01-03",3.14
"766","2020-01-06",3.11
"767","2020-01-07",3.13
"768","2020-01-08",3.11
"769","2020-01-09",3.11
"770","2020-01-10",3.1
"771","2020-01-13",3.2
"772","2020-01-14",3.25
"773","2020-01-15",3.37
"774","2020-01-16",3.43
"775","2020-01-17",3.45
"776","2020-01-21",3.54
"777","2020-01-22",3.56
"778","2020-01-23",3.54
"779","2020-01-24",3.52
"780","2020-01-27",3.46
"781","2020-01-28",3.58
"782","2020-01-29",3.635
"783","2020-01-30",3.63
"784","2020-01-31",3.59
"785","2020-02-03",3.56
"786","2020-02-04",3.58
"787","2020-02-05",3.695
"788","2020-02-06",3.71
"789","2020-02-07",3.66
"790","2020-02-10",3.63
"791","2020-02-11",3.67
"792","2020-02-12",3.78
"793","2020-02-13",3.77
"794","2020-02-14",3.785
"795","2020-02-18",3.71
"796","2020-02-19",3.67
"797","2020-02-20",3.6
"798","2020-02-21",3.52
"799","2020-02-24",3.41
"800","2020-02-25",3.14
"801","2020-02-26",2.99
"802","2020-02-27",2.54
"803","2020-02-28",2.85
"804","2020-03-02",2.885
"805","2020-03-03",2.84
"806","2020-03-04",2.76
"807","2020-03-05",2.65
"808","2020-03-06",2.7
"809","2020-03-09",2.5
"810","2020-03-10",2.4
"811","2020-03-11",2.15
"812","2020-03-12",1.9
"813","2020-03-13",2
"814","2020-03-16",1.45
"815","2020-03-17",1.4
"816","2020-03-18",0.86
"817","2020-03-19",0.96
"818","2020-03-20",1.05
"819","2020-03-23",0.912
"820","2020-03-24",1
"821","2020-03-25",1.19
"822","2020-03-26",1.06
"823","2020-03-27",1.08
"824","2020-03-30",1.06
"825","2020-03-31",1.03
"826","2020-04-01",1
"827","2020-04-02",0.998
"828","2020-04-03",0.99
"829","2020-04-06",1.08
"830","2020-04-07",1.1
"831","2020-04-08",1.08
"832","2020-04-09",1.06
"833","2020-04-13",1.23
"834","2020-04-14",1.17
"835","2020-04-15",1.19
"836","2020-04-16",1.18
"837","2020-04-17",1.21
"838","2020-04-20",1.23
"839","2020-04-21",1.4
"840","2020-04-22",1.27
"841","2020-04-23",1.2
"842","2020-04-24",1.27
"843","2020-04-27",1.18
"844","2020-04-28",1.18
"845","2020-04-29",1.19
"846","2020-04-30",1.15
"847","2020-05-01",1.31
"848","2020-05-04",1.23
"849","2020-05-05",1.21
"850","2020-05-06",1
"851","2020-05-07",1.04
"852","2020-05-08",0.99
"853","2020-05-11",0.997
"854","2020-05-12",0.97
"855","2020-05-13",0.908
"856","2020-05-14",0.97
"857","2020-05-15",0.97
"858","2020-05-18",0.99
"859","2020-05-19",1
"860","2020-05-20",1.01
"861","2020-05-21",1.04
"862","2020-05-22",1.01
"863","2020-05-26",1.07
"864","2020-05-27",1.1
"865","2020-05-28",1.14
"866","2020-05-29",1.15
"867","2020-06-01",1.28
"868","2020-06-02",1.37
"869","2020-06-03",1.3
"870","2020-06-04",1.25
"871","2020-06-05",1.5
"872","2020-06-08",1.195
"873","2020-06-09",1.21
"874","2020-06-10",1.21
"875","2020-06-11",1.14
"876","2020-06-12",1.08
"877","2020-06-15",1
"878","2020-06-16",1
"879","2020-06-17",0.975
"880","2020-06-18",0.97
"881","2020-06-19",0.774
"882","2020-06-22",0.788
"883","2020-06-23",0.77
"884","2020-06-24",0.733
"885","2020-06-25",0.73
"886","2020-06-26",0.693
"887","2020-06-29",0.669
"888","2020-06-30",0.679
"889","2020-07-01",0.707
"890","2020-07-02",0.765
"891","2020-07-06",0.75
"892","2020-07-07",0.728
"893","2020-07-08",0.729
"894","2020-07-09",0.74
"895","2020-07-10",0.744
"896","2020-07-13",0.741
"897","2020-07-14",0.762
"898","2020-07-15",0.769
"899","2020-07-16",0.755
"900","2020-07-17",0.79
"901","2020-07-20",0.76
"902","2020-07-21",0.773
"903","2020-07-22",0.776
"904","2020-07-23",0.76
"905","2020-07-24",0.76
"906","2020-07-27",0.793
"907","2020-07-28",0.77
"908","2020-07-29",0.777
"909","2020-07-30",0.75
"910","2020-07-31",0.724
"911","2020-08-03",0.698
"912","2020-08-04",0.71
"913","2020-08-05",0.699
"914","2020-08-06",0.71
"915","2020-08-07",0.719
"916","2020-08-10",0.76
"917","2020-08-11",0.749
"918","2020-08-12",0.735
"919","2020-08-13",0.734
"920","2020-08-14",0.74
"921","2020-08-17",0.736
"922","2020-08-18",0.72
"923","2020-08-19",0.72
"924","2020-08-20",0.709
"925","2020-08-21",0.68
"926","2020-08-24",0.68
"927","2020-08-25",0.7
"928","2020-08-26",0.705
"929","2020-08-27",0.7
"930","2020-08-28",0.712
"931","2020-08-31",0.694
"932","2020-09-01",0.688
"933","2020-09-02",0.679
"934","2020-09-03",0.64
"935","2020-09-04",0.62
"936","2020-09-08",0.615
"937","2020-09-09",0.584
"938","2020-09-10",0.552
"939","2020-09-11",0.555
"940","2020-09-14",0.645
"941","2020-09-15",0.65
"942","2020-09-16",0.699
"943","2020-09-17",0.71
"944","2020-09-18",0.712
"945","2020-09-21",0.69
"946","2020-09-22",0.68
"947","2020-09-23",0.69
"948","2020-09-24",0.69
"949","2020-09-25",0.701
"950","2020-09-28",0.724
"951","2020-09-29",0.747
"952","2020-09-30",0.75
"953","2020-10-01",0.744
"954","2020-10-02",0.754
"955","2020-10-05",0.761
"956","2020-10-06",0.763
"957","2020-10-07",0.782
"958","2020-10-08",0.784
"959","2020-10-09",0.795
"960","2020-10-12",0.793
"961","2020-10-13",0.8
"962","2020-10-14",0.805
"963","2020-10-15",0.795
"964","2020-10-16",0.823
"965","2020-10-19",0.81
"966","2020-10-20",0.862
"967","2020-10-21",0.876
"968","2020-10-22",1.06
"969","2020-10-23",1.18
"970","2020-10-26",1.05
"971","2020-10-27",1.06
"972","2020-10-28",1
"973","2020-10-29",1.03
"974","2020-10-30",1
"975","2020-11-02",1.01
"976","2020-11-03",1.03
"977","2020-11-04",1.02
"978","2020-11-05",1.01
"979","2020-11-06",0.97
"980","2020-11-09",1.17
"981","2020-11-10",1.19
"982","2020-11-11",1.27
"983","2020-11-12",1.3
"984","2020-11-13",1.4
"985","2020-11-16",1.52
"986","2020-11-17",1.48
"987","2020-11-18",1.46
"988","2020-11-19",1.46
"989","2020-11-20",1.45
"990","2020-11-23",1.61
"991","2020-11-24",1.59
"992","2020-11-25",1.51
"993","2020-11-27",1.71
