"","date","HVT"
"233","2007-12-04",8.27
"234","2007-12-05",8.38
"235","2007-12-06",8.34
"236","2007-12-07",8.39
"237","2007-12-10",8.73
"238","2007-12-11",8.28
"239","2007-12-12",8.56
"240","2007-12-13",8.37
"241","2007-12-14",8.24
"242","2007-12-17",8.39
"243","2007-12-18",8.91
"244","2007-12-19",9.21
"245","2007-12-20",9.25
"246","2007-12-21",10.33
"247","2007-12-24",10.08
"248","2007-12-26",9.77
"249","2007-12-27",9.18
"250","2007-12-28",9.37
"251","2007-12-31",8.99
"252","2008-01-02",8.33
"253","2008-01-03",8.12
"254","2008-01-04",7.84
"255","2008-01-07",8.24
"256","2008-01-08",8.1
"257","2008-01-09",7.58
"258","2008-01-10",8.45
"259","2008-01-11",8.34
"260","2008-01-14",8.44
"261","2008-01-15",8.11
"262","2008-01-16",8.81
"263","2008-01-17",8.35
"264","2008-01-18",8.5
"265","2008-01-22",9.32
"266","2008-01-23",10.44
"267","2008-01-24",9.73
"268","2008-01-25",9.6
"269","2008-01-28",9.64
"270","2008-01-29",10.31
"271","2008-01-30",9.65
"272","2008-01-31",10.23
"273","2008-02-01",9.97
"274","2008-02-04",9.83
"275","2008-02-05",9.47
"276","2008-02-06",9.13
"277","2008-02-07",9.34
"278","2008-02-08",9.16
"279","2008-02-11",9.71
"280","2008-02-12",9.88
"281","2008-02-13",9.98
"282","2008-02-14",9.39
"283","2008-02-15",9.29
"284","2008-02-19",9.03
"285","2008-02-20",9.88
"286","2008-02-21",9.12
"287","2008-02-22",10
"288","2008-02-25",10.26
"289","2008-02-26",10.14
"290","2008-02-27",10.01
"291","2008-02-28",10.02
"292","2008-02-29",9.82
"293","2008-03-03",9.48
"294","2008-03-04",9.58
"295","2008-03-05",9.66
"296","2008-03-06",9.18
"297","2008-03-07",9.24
"298","2008-03-10",9.48
"299","2008-03-11",9.91
"300","2008-03-12",9.42
"301","2008-03-13",9.62
"302","2008-03-14",9.36
"303","2008-03-17",9.43
"304","2008-03-18",10.04
"305","2008-03-19",9.89
"306","2008-03-20",9.99
"307","2008-03-24",11.16
"308","2008-03-25",11
"309","2008-03-26",11
"310","2008-03-27",10.37
"311","2008-03-28",10.57
"312","2008-03-31",10.64
"313","2008-04-01",11
"314","2008-04-02",11.17
"315","2008-04-03",10.75
"316","2008-04-04",10.23
"317","2008-04-07",9.83
"318","2008-04-08",9.89
"319","2008-04-09",9.48
"320","2008-04-10",9.47
"321","2008-04-11",9.3
"322","2008-04-14",9.31
"323","2008-04-15",9.08
"324","2008-04-16",9.23
"325","2008-04-17",9.15
"326","2008-04-18",9.14
"327","2008-04-21",9.16
"328","2008-04-22",8.98
"329","2008-04-23",9.18
"330","2008-04-24",9.24
"331","2008-04-25",9.28
"332","2008-04-28",9.35
"333","2008-04-29",9.27
"334","2008-04-30",9.13
"335","2008-05-01",9.48
"336","2008-05-02",9.53
"337","2008-05-05",9.58
"338","2008-05-06",9.83
"339","2008-05-07",9.22
"340","2008-05-08",8.89
"341","2008-05-09",8.8
"342","2008-05-12",9.61
"343","2008-05-13",9.7
"344","2008-05-14",9.57
"345","2008-05-15",9.87
"346","2008-05-16",9.82
"347","2008-05-19",9.53
"348","2008-05-20",9.34
"349","2008-05-21",9.83
"350","2008-05-22",9.97
"351","2008-05-23",10.07
"352","2008-05-27",10.26
"353","2008-05-28",10.35
"354","2008-05-29",10.64
"355","2008-05-30",10.52
"356","2008-06-02",9.98
"357","2008-06-03",10.14
"358","2008-06-04",9.9
"359","2008-06-05",9.54
"360","2008-06-06",9.2
"361","2008-06-09",9.18
"362","2008-06-10",9.16
"363","2008-06-11",8.96
"364","2008-06-12",9.1
"365","2008-06-13",9.04
"366","2008-06-16",9.11
"367","2008-06-17",9.48
"368","2008-06-18",9.39
"369","2008-06-19",9.49
"370","2008-06-20",9.77
"371","2008-06-23",9.84
"372","2008-06-24",9.75
"373","2008-06-25",10
"374","2008-06-26",10.03
"375","2008-06-27",10.1
"376","2008-06-30",10.04
"377","2008-07-01",10.3
"378","2008-07-02",10
"379","2008-07-03",10.34
"380","2008-07-07",10.69
"381","2008-07-08",10.35
"382","2008-07-09",10.11
"383","2008-07-10",10.49
"384","2008-07-11",10.51
"385","2008-07-14",10.47
"386","2008-07-15",10.42
"387","2008-07-16",11
"388","2008-07-17",11.02
"389","2008-07-18",12.07
"390","2008-07-21",10.75
"391","2008-07-22",10.8
"392","2008-07-23",11.08
"393","2008-07-24",11.24
"394","2008-07-25",11.73
"395","2008-07-28",11.08
"396","2008-07-29",11.36
"397","2008-07-30",11.44
"398","2008-07-31",11.42
"399","2008-08-01",11.34
"400","2008-08-04",11
"401","2008-08-05",10.76
"402","2008-08-06",10.38
"403","2008-08-07",10.4
"404","2008-08-08",10.6
"405","2008-08-11",11.04
"406","2008-08-12",11.3
"407","2008-08-13",11.25
"408","2008-08-14",10.93
"409","2008-08-15",10.93
"410","2008-08-18",10.98
"411","2008-08-19",10.97
"412","2008-08-20",11.02
"413","2008-08-21",10.78
"414","2008-08-22",11
"415","2008-08-25",10.9
"416","2008-08-26",11.28
"417","2008-08-27",11.35
"418","2008-08-28",11.01
"419","2008-08-29",11.04
"420","2008-09-02",10.99
"421","2008-09-03",11.76
"422","2008-09-04",11.56
"423","2008-09-05",11.27
"424","2008-09-08",12
"425","2008-09-09",11.74
"426","2008-09-10",11.75
"427","2008-09-11",11.68
"428","2008-09-12",11.76
"429","2008-09-15",11.44
"430","2008-09-16",12.14
"431","2008-09-17",11.96
"432","2008-09-18",12.27
"433","2008-09-19",11.76
"434","2008-09-22",11.68
"435","2008-09-23",11.5
"436","2008-09-24",11.53
"437","2008-09-25",11.72
"438","2008-09-26",11.74
"439","2008-09-29",11.39
"440","2008-09-30",11.44
"441","2008-10-01",11.75
"442","2008-10-02",11.64
"443","2008-10-03",11.33
"444","2008-10-06",10.52
"445","2008-10-07",10.29
"446","2008-10-08",10.54
"447","2008-10-09",9.9
"448","2008-10-10",10.75
"449","2008-10-13",10.99
"450","2008-10-14",10.32
"451","2008-10-15",9.35
"452","2008-10-16",10.06
"453","2008-10-17",9.68
"454","2008-10-20",9.71
"455","2008-10-21",9.48
"456","2008-10-22",9.1
"457","2008-10-23",8.78
"458","2008-10-24",8.56
"459","2008-10-27",8.73
"460","2008-10-28",9.58
"461","2008-10-29",9.23
"462","2008-10-30",9.44
"463","2008-10-31",9.84
"464","2008-11-03",9.6
"465","2008-11-04",9.57
"466","2008-11-05",8.95
"467","2008-11-06",8.79
"468","2008-11-07",8.64
"469","2008-11-10",8.76
"470","2008-11-11",9.03
"471","2008-11-12",8.67
"472","2008-11-13",8.81
"473","2008-11-14",8
"474","2008-11-17",8.11
"475","2008-11-18",8.17
"476","2008-11-19",8
"477","2008-11-20",8
"478","2008-11-21",8.41
"479","2008-11-24",8.46
"480","2008-11-25",8.38
"481","2008-11-26",8.71
"482","2008-11-28",8.49
"483","2008-12-01",8
"484","2008-12-02",8.21
"485","2008-12-03",8.74
"486","2008-12-04",8.26
"487","2008-12-05",8.42
"488","2008-12-08",8.74
"489","2008-12-09",8.25
"490","2008-12-10",8.43
"491","2008-12-11",8.2
"492","2008-12-12",8.59
"493","2008-12-15",7.98
"494","2008-12-16",8.58
"495","2008-12-17",8.85
"496","2008-12-18",9.19
"497","2008-12-19",8.4
"498","2008-12-22",9.07
"499","2008-12-23",9.28
"500","2008-12-24",9.44
"501","2008-12-26",9.17
"502","2008-12-29",8.92
"503","2008-12-30",9.51
"504","2008-12-31",9.33
"505","2009-01-02",9.43
"506","2009-01-05",9.19
"507","2009-01-06",9.41
"508","2009-01-07",8.36
"509","2009-01-08",8.53
"510","2009-01-09",8.34
"511","2009-01-12",8.13
"512","2009-01-13",8.27
"513","2009-01-14",7.98
"514","2009-01-15",8.18
"515","2009-01-16",8.11
"516","2009-01-20",8.06
"517","2009-01-21",8.31
"518","2009-01-22",8.31
"519","2009-01-23",8.22
"520","2009-01-26",8.65
"521","2009-01-27",8.74
"522","2009-01-28",8.74
"523","2009-01-29",8.01
"524","2009-01-30",8.02
"525","2009-02-02",8.09
"526","2009-02-03",8.01
"527","2009-02-04",8.02
"528","2009-02-05",8.3
"529","2009-02-06",8.35
"530","2009-02-09",8.15
"531","2009-02-10",8.06
"532","2009-02-11",8.2
"533","2009-02-12",8.34
"534","2009-02-13",8.13
"535","2009-02-17",7.98
"536","2009-02-18",8.07
"537","2009-02-19",8.61
"538","2009-02-20",9.04
"539","2009-02-23",9.06
"540","2009-02-24",9.43
"541","2009-02-25",9.06
"542","2009-02-26",8.68
"543","2009-02-27",8.8
"544","2009-03-02",8.13
"545","2009-03-03",7.85
"546","2009-03-04",7.86
"547","2009-03-05",7.75
"548","2009-03-06",7.75
"549","2009-03-09",7.8
"550","2009-03-10",8.22
"551","2009-03-11",8.1
"552","2009-03-12",8.37
"553","2009-03-13",8.42
"554","2009-03-16",8.22
"555","2009-03-17",8.4
"556","2009-03-18",9.02
"557","2009-03-19",9.03
"558","2009-03-20",8.8
"559","2009-03-23",9.87
"560","2009-03-24",10.82
"561","2009-03-25",10.52
"562","2009-03-26",10.63
"563","2009-03-27",10.44
"564","2009-03-30",10.56
"565","2009-03-31",10.53
"566","2009-04-01",10.59
"567","2009-04-02",10.44
"568","2009-04-03",10.7
"569","2009-04-06",10.54
"570","2009-04-07",10.22
"571","2009-04-08",10.06
"572","2009-04-09",10.56
"573","2009-04-13",10.81
"574","2009-04-14",10.75
"575","2009-04-15",10.4
"576","2009-04-16",10.84
"577","2009-04-17",11
"578","2009-04-20",10.83
"579","2009-04-21",11.27
"580","2009-04-22",10.92
"581","2009-04-23",10.98
"582","2009-04-24",11.09
"583","2009-04-27",10.77
"584","2009-04-28",10.54
"585","2009-04-29",10.82
"586","2009-04-30",10.85
"587","2009-05-01",10.67
"588","2009-05-04",10.92
"589","2009-05-05",11.24
"590","2009-05-06",11.25
"591","2009-05-07",9.94
"592","2009-05-08",10.56
"593","2009-05-11",10.53
"594","2009-05-12",10.35
"595","2009-05-13",9.69
"596","2009-05-14",9.38
"597","2009-05-15",9.63
"598","2009-05-18",9.79
"599","2009-05-19",9.37
"600","2009-05-20",9.37
"601","2009-05-21",9.45
"602","2009-05-22",9.26
"603","2009-05-26",10.43
"604","2009-05-27",10.05
"605","2009-05-28",10.13
"606","2009-05-29",10.52
"607","2009-06-01",10.91
"608","2009-06-02",10.88
"609","2009-06-03",10.98
"610","2009-06-04",10.62
"611","2009-06-05",10.66
"612","2009-06-08",10.6
"613","2009-06-09",10.42
"614","2009-06-10",10.4
"615","2009-06-11",10.17
"616","2009-06-12",9.95
"617","2009-06-15",9.72
"618","2009-06-16",9.18
"619","2009-06-17",9.68
"620","2009-06-18",9.66
"621","2009-06-19",9.48
"622","2009-06-22",8.95
"623","2009-06-23",9.05
"624","2009-06-24",9.1
"625","2009-06-25",9.42
"626","2009-06-26",9.5
"627","2009-06-29",9.38
"628","2009-06-30",9.15
"629","2009-07-01",9.27
"630","2009-07-02",9.3
"631","2009-07-06",9.26
"632","2009-07-07",9.24
"633","2009-07-08",9.25
"634","2009-07-09",9.01
"635","2009-07-10",9.45
"636","2009-07-13",9.76
"637","2009-07-14",9.82
"638","2009-07-15",10.17
"639","2009-07-16",10.01
"640","2009-07-17",9.88
"641","2009-07-20",9.91
"642","2009-07-21",10.1
"643","2009-07-22",10.5
"644","2009-07-23",10.98
"645","2009-07-24",10.98
"646","2009-07-27",10.96
"647","2009-07-28",11
"648","2009-07-29",10.93
"649","2009-07-30",10.95
"650","2009-07-31",10.74
"651","2009-08-03",10.87
"652","2009-08-04",11.14
"653","2009-08-05",10.91
"654","2009-08-06",10.91
"655","2009-08-07",11.03
"656","2009-08-10",12.26
"657","2009-08-11",11.49
"658","2009-08-12",11.78
"659","2009-08-13",11.44
"660","2009-08-14",11.07
"661","2009-08-17",10.73
"662","2009-08-18",11.26
"663","2009-08-19",11
"664","2009-08-20",11.05
"665","2009-08-21",11.95
"666","2009-08-24",12.18
"667","2009-08-25",12.38
"668","2009-08-26",12.38
"669","2009-08-27",12.09
"670","2009-08-28",11.83
"671","2009-08-31",11.67
"672","2009-09-01",11.17
"673","2009-09-02",11.11
"674","2009-09-03",11.33
"675","2009-09-04",11.18
"676","2009-09-08",11.51
"677","2009-09-09",11.52
"678","2009-09-10",11.64
"679","2009-09-11",11.31
"680","2009-09-14",11.17
"681","2009-09-15",11.05
"682","2009-09-16",11.1
"683","2009-09-17",11.05
"684","2009-09-18",11.45
"685","2009-09-21",11.24
"686","2009-09-22",11.4
"687","2009-09-23",11.45
"688","2009-09-24",11.69
"689","2009-09-25",11.71
"690","2009-09-28",12.04
"691","2009-09-29",12.07
"692","2009-09-30",11.81
"693","2009-10-01",11.68
"694","2009-10-02",11.66
"695","2009-10-05",11.74
"696","2009-10-06",12.04
"697","2009-10-07",12.01
"698","2009-10-08",12.01
"699","2009-10-09",12.08
"700","2009-10-12",12.83
"701","2009-10-13",12.7
"702","2009-10-14",12.77
"703","2009-10-15",12.75
"704","2009-10-16",12.83
"705","2009-10-19",13.12
"706","2009-10-20",13.16
"707","2009-10-21",13.09
"708","2009-10-22",13.28
"709","2009-10-23",12.79
"710","2009-10-26",12.58
"711","2009-10-27",12.44
"712","2009-10-28",11.93
"713","2009-10-29",11.91
"714","2009-10-30",12.11
"715","2009-11-02",11.89
"716","2009-11-03",12.02
"717","2009-11-04",11.52
"718","2009-11-05",12.42
"719","2009-11-06",12.38
"720","2009-11-09",12.26
"721","2009-11-10",12.08
"722","2009-11-11",12.09
"723","2009-11-12",11.58
"724","2009-11-13",11.84
"725","2009-11-16",12.05
"726","2009-11-17",12.08
"727","2009-11-18",12.24
"728","2009-11-19",11.72
"729","2009-11-20",12.01
"730","2009-11-23",12.2
"731","2009-11-24",12.06
"732","2009-11-25",12.1
"733","2009-11-27",11.76
"734","2009-11-30",11.95
"735","2009-12-01",12.08
"736","2009-12-02",12.45
"737","2009-12-03",12.41
"738","2009-12-04",12.94
"739","2009-12-07",12.61
"740","2009-12-08",12.86
"741","2009-12-09",12.4
"742","2009-12-10",11.95
"743","2009-12-11",12.5
"744","2009-12-14",12.84
"745","2009-12-15",13.05
"746","2009-12-16",13.27
"747","2009-12-17",13.25
"748","2009-12-18",13.54
"749","2009-12-21",13.72
"750","2009-12-22",13.67
"751","2009-12-23",13.66
"752","2009-12-24",13.7
"753","2009-12-28",13.7
"754","2009-12-29",13.66
"755","2009-12-30",13.77
"756","2009-12-31",13.73
"757","2010-01-04",13.8
"758","2010-01-05",13.58
"759","2010-01-06",13.54
"760","2010-01-07",13.77
"761","2010-01-08",13.62
"762","2010-01-11",13.36
"763","2010-01-12",13.11
"764","2010-01-13",13.41
"765","2010-01-14",13.13
"766","2010-01-15",13.01
"767","2010-01-19",13.1
"768","2010-01-20",12.75
"769","2010-01-21",12.39
"770","2010-01-22",12.26
"771","2010-01-25",12.02
"772","2010-01-26",12.05
"773","2010-01-27",12.26
"774","2010-01-28",12
"775","2010-01-29",12.33
"776","2010-02-01",12.23
"777","2010-02-02",12.51
"778","2010-02-03",12.61
"779","2010-02-04",12.17
"780","2010-02-05",12.45
"781","2010-02-08",12.19
"782","2010-02-09",12.48
"783","2010-02-10",12.3
"784","2010-02-11",12.64
"785","2010-02-12",12.65
"786","2010-02-16",12.75
"787","2010-02-17",13.13
"788","2010-02-18",13.31
"789","2010-02-19",13.53
"790","2010-02-22",13.71
"791","2010-02-23",13.94
"792","2010-02-24",13.88
"793","2010-02-25",13.69
"794","2010-02-26",13.28
"795","2010-03-01",13.49
"796","2010-03-02",16
"797","2010-03-03",15.9
"798","2010-03-04",15.9
"799","2010-03-05",16.200001
"800","2010-03-08",15.79
"801","2010-03-09",15.82
"802","2010-03-10",16.23
"803","2010-03-11",16.25
"804","2010-03-12",16.209999
"805","2010-03-15",16.25
"806","2010-03-16",16.299999
"807","2010-03-17",16.27
"808","2010-03-18",16.200001
"809","2010-03-19",16.25
"810","2010-03-22",16.25
"811","2010-03-23",16.42
"812","2010-03-24",16.530001
"813","2010-03-25",16.58
"814","2010-03-26",16.309999
"815","2010-03-29",16.18
"816","2010-03-30",16.549999
"817","2010-03-31",16.32
"818","2010-04-01",16.65
"819","2010-04-05",16.870001
"820","2010-04-06",16.73
"821","2010-04-07",16.809999
"822","2010-04-08",16.68
"823","2010-04-09",16.84
"824","2010-04-12",17
"825","2010-04-13",16.98
"826","2010-04-14",17.870001
"827","2010-04-15",18.02
"828","2010-04-16",17.25
"829","2010-04-19",18
"830","2010-04-20",17.370001
"831","2010-04-21",17.690001
"832","2010-04-22",17.719999
"833","2010-04-23",17.780001
"834","2010-04-26",17.83
"835","2010-04-27",17.049999
"836","2010-04-28",17.040001
"837","2010-04-29",17.200001
"838","2010-04-30",16.299999
"839","2010-05-03",16.860001
"840","2010-05-04",16.629999
"841","2010-05-05",16.01
"842","2010-05-06",15.72
"843","2010-05-07",15.59
"844","2010-05-10",16.700001
"845","2010-05-11",16.719999
"846","2010-05-12",17.57
"847","2010-05-13",17
"848","2010-05-14",16.629999
"849","2010-05-17",17.18
"850","2010-05-18",16.77
"851","2010-05-19",16.700001
"852","2010-05-20",16.110001
"853","2010-05-21",16.280001
"854","2010-05-24",16.030001
"855","2010-05-25",16.07
"856","2010-05-26",15.98
"857","2010-05-27",16.35
"858","2010-05-28",16.209999
"859","2010-06-01",15.34
"860","2010-06-02",15.53
"861","2010-06-03",15.67
"862","2010-06-04",14.78
"863","2010-06-07",14.38
"864","2010-06-08",13.94
"865","2010-06-09",14.15
"866","2010-06-10",14.58
"867","2010-06-11",14.5
"868","2010-06-14",14.46
"869","2010-06-15",14.45
"870","2010-06-16",14.35
"871","2010-06-17",14.23
"872","2010-06-18",14.14
"873","2010-06-21",13.69
"874","2010-06-22",13.06
"875","2010-06-23",13.25
"876","2010-06-24",12.85
"877","2010-06-25",13.42
"878","2010-06-28",13.26
"879","2010-06-29",12.68
"880","2010-06-30",12.29
"881","2010-07-01",11.96
"882","2010-07-02",11.42
"883","2010-07-06",10.92
"884","2010-07-07",11.38
"885","2010-07-08",11.6
"886","2010-07-09",11.56
"887","2010-07-12",11.6
"888","2010-07-13",12.3
"889","2010-07-14",12.07
"890","2010-07-15",11.95
"891","2010-07-16",11.58
"892","2010-07-19",11.58
"893","2010-07-20",11.73
"894","2010-07-21",11.78
"895","2010-07-22",12.19
"896","2010-07-23",12.46
"897","2010-07-26",12.63
"898","2010-07-27",12.36
"899","2010-07-28",12.23
"900","2010-07-29",12.11
"901","2010-07-30",12.12
"902","2010-08-02",12.2
"903","2010-08-03",12.14
"904","2010-08-04",12.42
"905","2010-08-05",12.3
"906","2010-08-06",12.3
"907","2010-08-09",12.51
"908","2010-08-10",12.12
"909","2010-08-11",11.41
"910","2010-08-12",11.48
"911","2010-08-13",10.95
"912","2010-08-16",10.92
"913","2010-08-17",11.5
"914","2010-08-18",11.1
"915","2010-08-19",10.79
"916","2010-08-20",10.5
"917","2010-08-23",10
"918","2010-08-24",10.11
"919","2010-08-25",10.35
"920","2010-08-26",10.04
"921","2010-08-27",10.59
"922","2010-08-30",9.87
"923","2010-08-31",9.61
"924","2010-09-01",10.12
"925","2010-09-02",10.28
"926","2010-09-03",10.25
"927","2010-09-07",9.92
"928","2010-09-08",10.08
"929","2010-09-09",9.99
"930","2010-09-10",9.76
"931","2010-09-13",10.2
"932","2010-09-14",10.16
"933","2010-09-15",10.64
"934","2010-09-16",10.36
"935","2010-09-17",10.3
"936","2010-09-20",10.61
"937","2010-09-21",10.47
"938","2010-09-22",10.25
"939","2010-09-23",10.11
"940","2010-09-24",11.01
"941","2010-09-27",10.64
"942","2010-09-28",10.92
"943","2010-09-29",11.06
"944","2010-09-30",10.91
"945","2010-10-01",10.99
"946","2010-10-04",10.7
"947","2010-10-05",11.41
"948","2010-10-06",11.43
"949","2010-10-07",11.66
"950","2010-10-08",11.93
"951","2010-10-11",11.59
"952","2010-10-12",11.68
"953","2010-10-13",11.73
"954","2010-10-14",11.79
"955","2010-10-15",11.37
"956","2010-10-18",11.66
"957","2010-10-19",11.11
"958","2010-10-20",10.76
"959","2010-10-21",10.73
"960","2010-10-22",10.88
"961","2010-10-25",11.04
"962","2010-10-26",11.01
"963","2010-10-27",10.81
"964","2010-10-28",10.7
"965","2010-10-29",10.69
"966","2010-11-01",10.71
"967","2010-11-02",10.89
"968","2010-11-03",10.5
"969","2010-11-04",10.9
"970","2010-11-05",10.56
"971","2010-11-08",10.53
"972","2010-11-09",10.56
"973","2010-11-10",10.86
"974","2010-11-11",10.71
"975","2010-11-12",10.64
"976","2010-11-15",10.55
"977","2010-11-16",10.54
"978","2010-11-17",10.83
"979","2010-11-18",11.38
"980","2010-11-19",12.25
"981","2010-11-22",12.04
"982","2010-11-23",11.6
"983","2010-11-24",12.03
"984","2010-11-26",12.02
"985","2010-11-29",12.21
"986","2010-11-30",12.01
"987","2010-12-01",11.96
"988","2010-12-02",12.18
"989","2010-12-03",12.39
"990","2010-12-06",12.48
"991","2010-12-07",12.45
"992","2010-12-08",12.71
"993","2010-12-09",12.95
"994","2010-12-10",13.29
"995","2010-12-13",12.82
"996","2010-12-14",12.89
"997","2010-12-15",13.09
"998","2010-12-16",13.22
"999","2010-12-17",13.64
"1000","2010-12-20",13.62
"1001","2010-12-21",13.47
