"","date","KEN"
"1","2015-01-15",17.299999
"2","2015-01-16",17.16
"3","2015-01-20",16.9
"4","2015-01-21",16.24
"5","2015-01-22",16.99
"6","2015-01-23",16.295
"7","2015-01-26",17.299999
"8","2015-01-27",17.059999
"9","2015-01-28",17.337999
"10","2015-01-29",17.17
"11","2015-01-30",17
"12","2015-02-02",16.59
"13","2015-02-03",16.48
"14","2015-02-04",16.01
"15","2015-02-05",16.49
"16","2015-02-06",16.49
"17","2015-02-09",16.370001
"18","2015-02-10",16.610001
"19","2015-02-11",17.1
"20","2015-02-12",17.450001
"21","2015-02-13",17.450001
"22","2015-02-17",17.92
"23","2015-02-18",18.188
"24","2015-02-19",18.24
"25","2015-02-20",18.24
"26","2015-02-23",18.433001
"27","2015-02-24",18.23
"28","2015-02-25",18.209999
"29","2015-02-26",18.209999
"30","2015-02-27",18.07
"31","2015-03-02",17.719999
"32","2015-03-03",18.639999
"33","2015-03-04",18.882999
"34","2015-03-05",18.882999
"35","2015-03-06",18.540001
"36","2015-03-09",18.743999
"37","2015-03-10",18.27
"38","2015-03-11",18.360001
"39","2015-03-12",18.59
"40","2015-03-13",18.700001
"41","2015-03-16",18.9
"42","2015-03-17",18.9
"43","2015-03-18",18.905001
"44","2015-03-19",18.209999
"45","2015-03-20",18.299999
"46","2015-03-23",19.299999
"47","2015-03-24",19.51
"48","2015-03-25",19.139999
"49","2015-03-26",18.9
"50","2015-03-27",18.9
"51","2015-03-30",19
"52","2015-03-31",19.048
"53","2015-04-01",19.649
"54","2015-04-02",19.879999
"55","2015-04-06",19.910999
"56","2015-04-07",20.07
"57","2015-04-08",20.26
"58","2015-04-09",20.379999
"59","2015-04-10",20.379999
"60","2015-04-13",20.379999
"61","2015-04-14",20.5
"62","2015-04-15",20.176001
"63","2015-04-16",20.309999
"64","2015-04-17",20.346001
"65","2015-04-20",20.360001
"66","2015-04-21",21.42
"67","2015-04-22",21.65
"68","2015-04-23",21.610001
"69","2015-04-24",21.816
"70","2015-04-27",21.5
"71","2015-04-28",21.5
"72","2015-04-29",21.5
"73","2015-04-30",21.629999
"74","2015-05-01",21.799999
"75","2015-05-04",21.540001
"76","2015-05-05",20.73
"77","2015-05-06",20.879999
"78","2015-05-07",20.82
"79","2015-05-08",21.059999
"80","2015-05-11",20.915001
"81","2015-05-12",20.75
"82","2015-05-13",20.73
"83","2015-05-14",20.870001
"84","2015-05-15",20.870001
"85","2015-05-18",20.870001
"86","2015-05-19",22.125
"87","2015-05-20",21.889999
"88","2015-05-21",21.41
"89","2015-05-22",21.41
"90","2015-05-26",20.51
"91","2015-05-27",20.99
"92","2015-05-28",20.834
"93","2015-05-29",20.834
"94","2015-06-01",21.4
"95","2015-06-02",20.440001
"96","2015-06-03",20.49
"97","2015-06-04",20.49
"98","2015-06-05",19.992001
"99","2015-06-08",19.992001
"100","2015-06-09",19.992001
"101","2015-06-10",20.832001
"102","2015-06-11",21.32
"103","2015-06-12",21.610001
"104","2015-06-15",19.864
"105","2015-06-16",20.025
"106","2015-06-17",20.025
"107","2015-06-18",19.790001
"108","2015-06-19",19.809999
"109","2015-06-22",19.950001
"110","2015-06-23",19.26
"111","2015-06-24",20.722
"112","2015-06-25",20.5
"113","2015-06-26",20.309999
"114","2015-06-29",19.896999
"115","2015-06-30",19.9
"116","2015-07-01",20.483
"117","2015-07-02",20.898001
"118","2015-07-06",20.898001
"119","2015-07-07",21.1
"120","2015-07-08",20.389999
"121","2015-07-09",21
"122","2015-07-10",21
"123","2015-07-13",21.01
"124","2015-07-14",21.01
"125","2015-07-15",20.91
"126","2015-07-16",16.4
"127","2015-07-17",16.4
"128","2015-07-20",16.4
"129","2015-07-21",16.83
"130","2015-07-22",16.5
"131","2015-07-23",16.360001
"132","2015-07-24",16.360001
"133","2015-07-27",16.360001
"134","2015-07-28",16.75
"135","2015-07-29",16.09
"136","2015-07-30",15.47
"137","2015-07-31",15.47
"138","2015-08-03",15.47
"139","2015-08-04",15.47
"140","2015-08-05",16.26
"141","2015-08-06",16.26
"142","2015-08-07",16.26
"143","2015-08-10",16.459999
"144","2015-08-11",16.459999
"145","2015-08-12",16.08
"146","2015-08-13",15.97
"147","2015-08-14",15.97
"148","2015-08-17",15.76
"149","2015-08-18",15.76
"150","2015-08-19",15.3
"151","2015-08-20",15.3
"152","2015-08-21",14.85
"153","2015-08-24",13.915
"154","2015-08-25",13.921
"155","2015-08-26",13.921
"156","2015-08-27",13.921
"157","2015-08-28",13.921
"158","2015-08-31",14.15
"159","2015-09-01",14.15
"160","2015-09-02",14.56
"161","2015-09-03",14.56
"162","2015-09-04",14.12
"163","2015-09-08",15.07
"164","2015-09-09",15.35
"165","2015-09-10",15.35
"166","2015-09-11",15.39
"167","2015-09-14",14.14
"168","2015-09-15",15.27
"169","2015-09-16",15.21
"170","2015-09-17",14.57
"171","2015-09-18",14.21
"172","2015-09-21",13.73
"173","2015-09-22",13.38
"174","2015-09-23",13.38
"175","2015-09-24",13.427
"176","2015-09-25",13.19
"177","2015-09-28",13.19
"178","2015-09-29",13.19
"179","2015-09-30",13.19
"180","2015-10-01",12.69
"181","2015-10-02",12.92
"182","2015-10-05",13.27
"183","2015-10-06",13.27
"184","2015-10-07",13.47
"185","2015-10-08",14.24
"186","2015-10-09",14.67
"187","2015-10-12",14.67
"188","2015-10-13",14.67
"189","2015-10-14",14.67
"190","2015-10-15",14.67
"191","2015-10-16",14.67
"192","2015-10-19",13.79
"193","2015-10-20",13.79
"194","2015-10-21",13.79
"195","2015-10-22",13.79
"196","2015-10-23",13.5
"197","2015-10-26",13.09
"198","2015-10-27",13.2
"199","2015-10-28",13.2
"200","2015-10-29",13.2
"201","2015-10-30",13
"202","2015-11-02",13
"203","2015-11-03",13
"204","2015-11-04",13
"205","2015-11-05",12.8
"206","2015-11-06",12.5
"207","2015-11-09",12
"208","2015-11-10",11.51
"209","2015-11-11",11.9
"210","2015-11-12",11.9
"211","2015-11-13",11.9
"212","2015-11-16",11.67
"213","2015-11-17",11.67
"214","2015-11-18",11.67
"215","2015-11-19",11.55
"216","2015-11-20",11.55
"217","2015-11-23",11.36
"218","2015-11-24",11.03
"219","2015-11-25",11.03
"220","2015-11-27",11.03
"221","2015-11-30",11.06
"222","2015-12-01",10.89
"223","2015-12-02",10.89
"224","2015-12-03",10.49
"225","2015-12-04",10.5
"226","2015-12-07",10.38
"227","2015-12-08",10.38
"228","2015-12-09",9.758
"229","2015-12-10",9.66
"230","2015-12-11",10.08
"231","2015-12-14",10.1
"232","2015-12-15",10.16
"233","2015-12-16",10.24
"234","2015-12-17",9.83
"235","2015-12-18",9.67
"236","2015-12-21",9.8
"237","2015-12-22",9.75
"238","2015-12-23",9.72
"239","2015-12-24",9.72
"240","2015-12-28",10.4
"241","2015-12-29",10.22
"242","2015-12-30",10.15
"243","2015-12-31",10.02
"244","2016-01-04",9.77
"245","2016-01-05",9.8
