"","date","MBUU"
"1","2014-01-31",17.75
"2","2014-02-03",18.1
"3","2014-02-04",17.639999
"4","2014-02-05",17.25
"5","2014-02-06",17.15
"6","2014-02-07",17.540001
"7","2014-02-10",17.530001
"8","2014-02-11",17.43
"9","2014-02-12",17.629999
"10","2014-02-13",17.07
"11","2014-02-14",17.889999
"12","2014-02-18",17.75
"13","2014-02-19",17.709999
"14","2014-02-20",18.290001
"15","2014-02-21",18.35
"16","2014-02-24",18.200001
"17","2014-02-25",18.15
"18","2014-02-26",17.98
"19","2014-02-27",18.18
"20","2014-02-28",18.43
"21","2014-03-03",18.65
"22","2014-03-04",19.879999
"23","2014-03-05",20.85
"24","2014-03-06",21.76
"25","2014-03-07",22.99
"26","2014-03-10",23.9
"27","2014-03-11",22.24
"28","2014-03-12",22.42
"29","2014-03-13",23.52
"30","2014-03-14",22.68
"31","2014-03-17",22.01
"32","2014-03-18",23.26
"33","2014-03-19",22.91
"34","2014-03-20",23.02
"35","2014-03-21",22.469999
"36","2014-03-24",22.32
"37","2014-03-25",22.030001
"38","2014-03-26",22.24
"39","2014-03-27",20.040001
"40","2014-03-28",20.709999
"41","2014-03-31",22.219999
"42","2014-04-01",22.07
"43","2014-04-02",22.09
"44","2014-04-03",21.93
"45","2014-04-04",22
"46","2014-04-07",22.049999
"47","2014-04-08",22.139999
"48","2014-04-09",22.17
"49","2014-04-10",21.91
"50","2014-04-11",21.41
"51","2014-04-14",21.219999
"52","2014-04-15",22.77
"53","2014-04-16",22.129999
"54","2014-04-17",22.07
"55","2014-04-21",22.01
"56","2014-04-22",22.559999
"57","2014-04-23",23.02
"58","2014-04-24",22.299999
"59","2014-04-25",21.92
"60","2014-04-28",21.969999
"61","2014-04-29",21.98
"62","2014-04-30",22.26
"63","2014-05-01",21.799999
"64","2014-05-02",21.780001
"65","2014-05-05",21.809999
"66","2014-05-06",21.549999
"67","2014-05-07",19.940001
"68","2014-05-08",19.459999
"69","2014-05-09",19.450001
"70","2014-05-12",21.02
"71","2014-05-13",20.93
"72","2014-05-14",20.559999
"73","2014-05-15",20.059999
"74","2014-05-16",19.73
"75","2014-05-19",19.605
"76","2014-05-20",19.23
"77","2014-05-21",19.66
"78","2014-05-22",19.77
"79","2014-05-23",19.9
"80","2014-05-27",20.41
"81","2014-05-28",19.629999
"82","2014-05-29",20.01
"83","2014-05-30",19.82
"84","2014-06-02",19.360001
"85","2014-06-03",19
"86","2014-06-04",19.09
"87","2014-06-05",19.360001
"88","2014-06-06",20.24
"89","2014-06-09",20.620001
"90","2014-06-10",19.940001
"91","2014-06-11",19.469999
"92","2014-06-12",19.02
"93","2014-06-13",19.540001
"94","2014-06-16",19.030001
"95","2014-06-17",18.889999
"96","2014-06-18",18.73
"97","2014-06-19",19.5
"98","2014-06-20",18.98
"99","2014-06-23",18.9
"100","2014-06-24",19.200001
"101","2014-06-25",19.27
"102","2014-06-26",19.469999
"103","2014-06-27",20.030001
"104","2014-06-30",20.1
"105","2014-07-01",20.110001
"106","2014-07-02",19.700001
"107","2014-07-03",20.01
"108","2014-07-07",18.08
"109","2014-07-08",17.700001
"110","2014-07-09",19.219999
"111","2014-07-10",18.790001
"112","2014-07-11",19.08
"113","2014-07-14",19.5
"114","2014-07-15",19.16
"115","2014-07-16",19.290001
"116","2014-07-17",19.459999
"117","2014-07-18",19.870001
"118","2014-07-21",19.99
"119","2014-07-22",19.889999
"120","2014-07-23",19.809999
"121","2014-07-24",19.5
"122","2014-07-25",19.84
"123","2014-07-28",19.58
"124","2014-07-29",19.75
"125","2014-07-30",20.059999
"126","2014-07-31",19.25
"127","2014-08-01",19.84
"128","2014-08-04",19.26
"129","2014-08-05",19.559999
"130","2014-08-06",19.200001
"131","2014-08-07",19.48
"132","2014-08-08",19.65
"133","2014-08-11",19.950001
"134","2014-08-12",19.610001
"135","2014-08-13",19.530001
"136","2014-08-14",19.559999
"137","2014-08-15",19.690001
"138","2014-08-18",19.91
"139","2014-08-19",19.82
"140","2014-08-20",20.09
"141","2014-08-21",20.25
"142","2014-08-22",20.4
"143","2014-08-25",20.559999
"144","2014-08-26",20.32
"145","2014-08-27",20.76
"146","2014-08-28",20.299999
"147","2014-08-29",20.809999
"148","2014-09-02",21.459999
"149","2014-09-03",20.790001
"150","2014-09-04",21.01
"151","2014-09-05",21.1
"152","2014-09-08",21.15
"153","2014-09-09",20.969999
"154","2014-09-10",20.93
"155","2014-09-11",19.620001
"156","2014-09-12",19.379999
"157","2014-09-15",19.24
"158","2014-09-16",19.68
"159","2014-09-17",19.91
"160","2014-09-18",19.879999
"161","2014-09-19",19.450001
"162","2014-09-22",19.27
"163","2014-09-23",19.389999
"164","2014-09-24",19.02
"165","2014-09-25",18.84
"166","2014-09-26",19.129999
"167","2014-09-29",18.75
"168","2014-09-30",18.52
"169","2014-10-01",18.4
"170","2014-10-02",18.559999
"171","2014-10-03",18.780001
"172","2014-10-06",19.09
"173","2014-10-07",18.059999
"174","2014-10-08",17.51
"175","2014-10-09",17.280001
"176","2014-10-10",17.610001
"177","2014-10-13",17.719999
"178","2014-10-14",17.5
"179","2014-10-15",17.83
"180","2014-10-16",17.6
"181","2014-10-17",17.41
"182","2014-10-20",17.299999
"183","2014-10-21",17.1
"184","2014-10-22",17.110001
"185","2014-10-23",17.09
"186","2014-10-24",16.940001
"187","2014-10-27",16.59
"188","2014-10-28",17.16
"189","2014-10-29",17.790001
"190","2014-10-30",18.110001
"191","2014-10-31",18.66
"192","2014-11-03",17.870001
"193","2014-11-04",17.690001
"194","2014-11-05",18.77
"195","2014-11-06",18.52
"196","2014-11-07",18.450001
"197","2014-11-10",18.280001
"198","2014-11-11",18.17
"199","2014-11-12",18.309999
"200","2014-11-13",18.049999
"201","2014-11-14",18.09
"202","2014-11-17",17.82
"203","2014-11-18",17.59
"204","2014-11-19",17.799999
"205","2014-11-20",18.18
"206","2014-11-21",18.41
"207","2014-11-24",18.51
"208","2014-11-25",18.84
"209","2014-11-26",18.6
"210","2014-11-28",18.719999
"211","2014-12-01",18.370001
"212","2014-12-02",18.25
"213","2014-12-03",18.120001
"214","2014-12-04",18.709999
"215","2014-12-05",18.68
"216","2014-12-08",18.690001
"217","2014-12-09",19.33
"218","2014-12-10",17.879999
"219","2014-12-11",17.26
"220","2014-12-12",17
"221","2014-12-15",16.940001
"222","2014-12-16",16.940001
"223","2014-12-17",17.59
"224","2014-12-18",18.280001
"225","2014-12-19",18.299999
"226","2014-12-22",18.690001
"227","2014-12-23",18.870001
"228","2014-12-24",18.93
"229","2014-12-26",18.83
"230","2014-12-29",19.23
"231","2014-12-30",18.98
"232","2014-12-31",19.27
"233","2015-01-02",18.85
"234","2015-01-05",18.719999
"235","2015-01-06",18.780001
"236","2015-01-07",18.690001
"237","2015-01-08",18.950001
"238","2015-01-09",18.42
"239","2015-01-12",19.4
"240","2015-01-13",19.389999
"241","2015-01-14",19.32
"242","2015-01-15",19.1
"243","2015-01-16",19.450001
"244","2015-01-20",19.58
"245","2015-01-21",19.74
"246","2015-01-22",20.09
"247","2015-01-23",20.299999
"248","2015-01-26",20.27
"249","2015-01-27",20.370001
"250","2015-01-28",20.25
"251","2015-01-29",21.6
"252","2015-01-30",21.82
"253","2015-02-02",22
"254","2015-02-03",22.15
"255","2015-02-04",22
"256","2015-02-05",22.040001
"257","2015-02-06",21.5
"258","2015-02-09",20.98
"259","2015-02-10",21.139999
"260","2015-02-11",20.32
"261","2015-02-12",19.889999
"262","2015-02-13",20.040001
"263","2015-02-17",20.190001
"264","2015-02-18",20.18
"265","2015-02-19",20.530001
"266","2015-02-20",19.700001
"267","2015-02-23",19.66
"268","2015-02-24",20.01
"269","2015-02-25",20.209999
"270","2015-02-26",20.334999
"271","2015-02-27",20.25
"272","2015-03-02",20.450001
"273","2015-03-03",20.370001
"274","2015-03-04",20.389999
"275","2015-03-05",20.33
"276","2015-03-06",20.219999
"277","2015-03-09",20.940001
"278","2015-03-10",20.75
"279","2015-03-11",20.99
"280","2015-03-12",21.690001
"281","2015-03-13",22.799999
