"","date","CHRW"
"1","2007-01-03",43.299999
"2","2007-01-04",43.490002
"3","2007-01-05",43.049999
"4","2007-01-08",43.310001
"5","2007-01-09",43.439999
"6","2007-01-10",43.200001
"7","2007-01-11",44.049999
"8","2007-01-12",44.599998
"9","2007-01-16",44.41
"10","2007-01-17",44.18
"11","2007-01-18",44.07
"12","2007-01-19",44.529999
"13","2007-01-22",43.669998
"14","2007-01-23",43.5
"15","2007-01-24",43.82
"16","2007-01-25",42.889999
"17","2007-01-26",42.939999
"18","2007-01-29",43.07
"19","2007-01-30",43.759998
"20","2007-01-31",53.200001
"21","2007-02-01",52.599998
"22","2007-02-02",52.889999
"23","2007-02-05",52.150002
"24","2007-02-06",51.98
"25","2007-02-07",52.849998
"26","2007-02-08",52.5
"27","2007-02-09",51.790001
"28","2007-02-12",51.419998
"29","2007-02-13",51.669998
"30","2007-02-14",53.119999
"31","2007-02-15",52.529999
"32","2007-02-16",52.709999
"33","2007-02-20",54.029999
"34","2007-02-21",54.380001
"35","2007-02-22",53.990002
"36","2007-02-23",53.91
"37","2007-02-26",52.400002
"38","2007-02-27",51.650002
"39","2007-02-28",50.959999
"40","2007-03-01",50.970001
"41","2007-03-02",49.970001
"42","2007-03-05",49.970001
"43","2007-03-06",50.459999
"44","2007-03-07",50.57
"45","2007-03-08",51.09
"46","2007-03-09",48.619999
"47","2007-03-12",48.439999
"48","2007-03-13",46.740002
"49","2007-03-14",47.110001
"50","2007-03-15",47.540001
"51","2007-03-16",47.48
"52","2007-03-19",47.599998
"53","2007-03-20",47.700001
"54","2007-03-21",49.150002
"55","2007-03-22",48.580002
"56","2007-03-23",49.369999
"57","2007-03-26",48.959999
"58","2007-03-27",48.369999
"59","2007-03-28",47.66
"60","2007-03-29",47.580002
"61","2007-03-30",48.049999
"62","2007-04-02",47.5
"63","2007-04-03",49.119999
"64","2007-04-04",49
"65","2007-04-05",48.84
"66","2007-04-09",48.75
"67","2007-04-10",48.689999
"68","2007-04-11",47.849998
"69","2007-04-12",49.099998
"70","2007-04-13",49.830002
"71","2007-04-16",51.5
"72","2007-04-17",50.82
"73","2007-04-18",51.110001
"74","2007-04-19",51.310001
"75","2007-04-20",51.849998
"76","2007-04-23",51.759998
"77","2007-04-24",51.150002
"78","2007-04-25",56.759998
"79","2007-04-26",55.52
"80","2007-04-27",55.209999
"81","2007-04-30",53.459999
"82","2007-05-01",53.900002
"83","2007-05-02",55.259998
"84","2007-05-03",55.57
"85","2007-05-04",55.310001
"86","2007-05-07",55.75
"87","2007-05-08",56.310001
"88","2007-05-09",55.759998
"89","2007-05-10",53.630001
"90","2007-05-11",53.599998
"91","2007-05-14",53.130001
"92","2007-05-15",52.73
"93","2007-05-16",53.099998
"94","2007-05-17",52.130001
"95","2007-05-18",52.360001
"96","2007-05-21",52.459999
"97","2007-05-22",52.09
"98","2007-05-23",52.150002
"99","2007-05-24",51
"100","2007-05-25",51.09
"101","2007-05-29",51.630001
"102","2007-05-30",52.419998
"103","2007-05-31",54.18
"104","2007-06-01",54.279999
"105","2007-06-04",53.650002
"106","2007-06-05",52.639999
"107","2007-06-06",51.73
"108","2007-06-07",51.299999
"109","2007-06-08",52.400002
"110","2007-06-11",52.669998
"111","2007-06-12",51.5
"112","2007-06-13",53.02
"113","2007-06-14",54.080002
"114","2007-06-15",54.759998
"115","2007-06-18",53.330002
"116","2007-06-19",53.560001
"117","2007-06-20",53.040001
"118","2007-06-21",53.990002
"119","2007-06-22",53.32
"120","2007-06-25",53.09
"121","2007-06-26",53.099998
"122","2007-06-27",53.259998
"123","2007-06-28",53.16
"124","2007-06-29",52.52
"125","2007-07-02",52.630001
"126","2007-07-03",53.25
"127","2007-07-05",52
"128","2007-07-06",52
"129","2007-07-09",51.869999
"130","2007-07-10",51.380001
"131","2007-07-11",52.049999
"132","2007-07-12",52.25
"133","2007-07-13",52.279999
"134","2007-07-16",53.27
"135","2007-07-17",53.549999
"136","2007-07-18",53.720001
"137","2007-07-19",54.529999
"138","2007-07-20",54.02
"139","2007-07-23",53.860001
"140","2007-07-24",52.509998
"141","2007-07-25",50.029999
"142","2007-07-26",49.700001
"143","2007-07-27",49.290001
"144","2007-07-30",50.200001
"145","2007-07-31",48.650002
"146","2007-08-01",49.16
"147","2007-08-02",49.540001
"148","2007-08-03",47.040001
"149","2007-08-06",49.139999
"150","2007-08-07",49.5
"151","2007-08-08",51.419998
"152","2007-08-09",51.599998
"153","2007-08-10",49.720001
"154","2007-08-13",49.130001
"155","2007-08-14",47.369999
"156","2007-08-15",46.650002
"157","2007-08-16",47.09
"158","2007-08-17",48.27
"159","2007-08-20",48.209999
"160","2007-08-21",47.560001
"161","2007-08-22",49.18
"162","2007-08-23",48.799999
"163","2007-08-24",49.59
"164","2007-08-27",48.799999
"165","2007-08-28",47.59
"166","2007-08-29",48.77
"167","2007-08-30",48.360001
"168","2007-08-31",49.040001
"169","2007-09-04",50.099998
"170","2007-09-05",49.349998
"171","2007-09-06",50.130001
"172","2007-09-07",48.150002
"173","2007-09-10",48.700001
"174","2007-09-11",50.529999
"175","2007-09-12",50.200001
"176","2007-09-13",50.610001
"177","2007-09-14",51.75
"178","2007-09-17",50.759998
"179","2007-09-18",53.189999
"180","2007-09-19",54
"181","2007-09-20",53.09
"182","2007-09-21",53.950001
"183","2007-09-24",53.970001
"184","2007-09-25",55.299999
"185","2007-09-26",55.139999
"186","2007-09-27",55.32
"187","2007-09-28",54.290001
"188","2007-10-01",55.029999
"189","2007-10-02",55.330002
"190","2007-10-03",53.66
"191","2007-10-04",53.080002
"192","2007-10-05",54.25
"193","2007-10-08",53.09
"194","2007-10-09",53.509998
"195","2007-10-10",52.130001
"196","2007-10-11",51.959999
"197","2007-10-12",53.720001
"198","2007-10-15",53.439999
"199","2007-10-16",52.900002
"200","2007-10-17",53.240002
"201","2007-10-18",54.09
"202","2007-10-19",51.759998
"203","2007-10-22",53.080002
"204","2007-10-23",51.84
"205","2007-10-24",51.16
"206","2007-10-25",50.990002
"207","2007-10-26",50.540001
"208","2007-10-29",49.400002
"209","2007-10-30",49.080002
"210","2007-10-31",49.919998
"211","2007-11-01",47.48
"212","2007-11-02",47.439999
"213","2007-11-05",47.330002
"214","2007-11-06",47.360001
"215","2007-11-07",46.400002
"216","2007-11-08",47.490002
"217","2007-11-09",46
"218","2007-11-12",45.169998
"219","2007-11-13",46.400002
"220","2007-11-14",46.52
"221","2007-11-15",46.77
"222","2007-11-16",46.619999
"223","2007-11-19",45.849998
"224","2007-11-20",45.91
"225","2007-11-21",46.400002
"226","2007-11-23",46.889999
"227","2007-11-26",46.439999
"228","2007-11-27",48.189999
"229","2007-11-28",50.580002
"230","2007-11-29",50.27
"231","2007-11-30",51.549999
"232","2007-12-03",51.220001
"233","2007-12-04",53.029999
"234","2007-12-05",53.459999
"235","2007-12-06",53.040001
"236","2007-12-07",53.880001
"237","2007-12-10",54.25
"238","2007-12-11",52.279999
"239","2007-12-12",52.689999
"240","2007-12-13",52.5
"241","2007-12-14",51.52
"242","2007-12-17",51.5
"243","2007-12-18",51.939999
"244","2007-12-19",51.68
"245","2007-12-20",52.950001
"246","2007-12-21",54
"247","2007-12-24",54.099998
"248","2007-12-26",54.490002
"249","2007-12-27",53.77
"250","2007-12-28",54.02
"251","2007-12-31",54.119999
"252","2008-01-02",51.880001
"253","2008-01-03",51.950001
"254","2008-01-04",49.970001
"255","2008-01-07",50.619999
"256","2008-01-08",47.360001
"257","2008-01-09",48.09
"258","2008-01-10",48.43
"259","2008-01-11",47.450001
"260","2008-01-14",48.360001
"261","2008-01-15",47.830002
"262","2008-01-16",49
"263","2008-01-17",47.369999
"264","2008-01-18",48.560001
"265","2008-01-22",47.41
"266","2008-01-23",51.009998
"267","2008-01-24",49.740002
"268","2008-01-25",49.619999
"269","2008-01-28",50.299999
"270","2008-01-29",50.810001
"271","2008-01-30",53.950001
"272","2008-01-31",55.540001
"273","2008-02-01",56.27
"274","2008-02-04",54.849998
"275","2008-02-05",54.75
"276","2008-02-06",54.139999
"277","2008-02-07",55.599998
"278","2008-02-08",54.060001
"279","2008-02-11",54.439999
"280","2008-02-12",54.639999
"281","2008-02-13",55
"282","2008-02-14",54.029999
"283","2008-02-15",53.830002
"284","2008-02-19",53.889999
"285","2008-02-20",54.290001
"286","2008-02-21",52.650002
"287","2008-02-22",52.459999
"288","2008-02-25",53.02
"289","2008-02-26",53.509998
"290","2008-02-27",53.849998
"291","2008-02-28",52.950001
"292","2008-02-29",50.77
"293","2008-03-03",51.400002
"294","2008-03-04",51.639999
"295","2008-03-05",52.799999
"296","2008-03-06",52.080002
"297","2008-03-07",51.990002
"298","2008-03-10",49.860001
"299","2008-03-11",52.68
"300","2008-03-12",52.799999
"301","2008-03-13",53.669998
"302","2008-03-14",52.66
"303","2008-03-17",51.529999
"304","2008-03-18",54.5
"305","2008-03-19",53.200001
"306","2008-03-20",55.02
"307","2008-03-24",57.849998
"308","2008-03-25",57.029999
"309","2008-03-26",56.240002
"310","2008-03-27",55.060001
"311","2008-03-28",54.59
"312","2008-03-31",54.400002
"313","2008-04-01",57.240002
"314","2008-04-02",58.619999
"315","2008-04-03",57.439999
"316","2008-04-04",58.950001
"317","2008-04-07",59.830002
"318","2008-04-08",58.669998
"319","2008-04-09",57.959999
"320","2008-04-10",57.75
"321","2008-04-11",57.389999
"322","2008-04-14",57.580002
"323","2008-04-15",58.25
"324","2008-04-16",59.830002
"325","2008-04-17",58.560001
"326","2008-04-18",60.209999
"327","2008-04-21",59.240002
