"","date","CMPR"
"1","2007-01-03",33.040001
"2","2007-01-04",33.91
"3","2007-01-05",33.119999
"4","2007-01-08",34.259998
"5","2007-01-09",35.060001
"6","2007-01-10",36.919998
"7","2007-01-11",37.799999
"8","2007-01-12",37.790001
"9","2007-01-16",37.040001
"10","2007-01-17",36.990002
"11","2007-01-18",36.650002
"12","2007-01-19",36.720001
"13","2007-01-22",36.18
"14","2007-01-23",37.450001
"15","2007-01-24",37.52
"16","2007-01-25",36.310001
"17","2007-01-26",41.450001
"18","2007-01-29",42.59
"19","2007-01-30",42.490002
"20","2007-01-31",43.09
"21","2007-02-01",41.91
"22","2007-02-02",40.880001
"23","2007-02-05",41.16
"24","2007-02-06",42.049999
"25","2007-02-07",42.68
"26","2007-02-08",42.130001
"27","2007-02-09",40.639999
"28","2007-02-12",39.669998
"29","2007-02-13",39.099998
"30","2007-02-14",39.400002
"31","2007-02-15",39.25
"32","2007-02-16",38.540001
"33","2007-02-20",39.259998
"34","2007-02-21",38.470001
"35","2007-02-22",38.73
"36","2007-02-23",39.150002
"37","2007-02-26",39.549999
"38","2007-02-27",37.66
"39","2007-02-28",37.220001
"40","2007-03-01",36.849998
"41","2007-03-02",35.959999
"42","2007-03-05",35.950001
"43","2007-03-06",36.650002
"44","2007-03-07",36.759998
"45","2007-03-08",37.25
"46","2007-03-09",37.509998
"47","2007-03-12",37.580002
"48","2007-03-13",37.459999
"49","2007-03-14",38.060001
"50","2007-03-15",38.049999
"51","2007-03-16",38.57
"52","2007-03-19",40.439999
"53","2007-03-20",39.740002
"54","2007-03-21",40.700001
"55","2007-03-22",39.860001
"56","2007-03-23",40.380001
"57","2007-03-26",39.52
"58","2007-03-27",38.740002
"59","2007-03-28",38.130001
"60","2007-03-29",38.400002
"61","2007-03-30",38.299999
"62","2007-04-02",37.439999
"63","2007-04-03",37.889999
"64","2007-04-04",37.639999
"65","2007-04-05",39.389999
"66","2007-04-09",38.73
"67","2007-04-10",38.200001
"68","2007-04-11",37.349998
"69","2007-04-12",38.32
"70","2007-04-13",38.919998
"71","2007-04-16",39.099998
"72","2007-04-17",38.689999
"73","2007-04-18",38.279999
"74","2007-04-19",38.389999
"75","2007-04-20",39.25
"76","2007-04-23",41.419998
"77","2007-04-24",41.169998
"78","2007-04-25",40.950001
"79","2007-04-26",41.299999
"80","2007-04-27",39.290001
"81","2007-04-30",37.380001
"82","2007-05-01",37.25
"83","2007-05-02",37.48
"84","2007-05-03",38.040001
"85","2007-05-04",37.529999
"86","2007-05-07",36.48
"87","2007-05-08",37.23
"88","2007-05-09",36.93
"89","2007-05-10",37.150002
"90","2007-05-11",37.5
"91","2007-05-14",37.349998
"92","2007-05-15",37.509998
"93","2007-05-16",37.220001
"94","2007-05-17",36.950001
"95","2007-05-18",37.540001
"96","2007-05-21",38.549999
"97","2007-05-22",39.099998
"98","2007-05-23",40.049999
"99","2007-05-24",38.82
"100","2007-05-25",38.27
"101","2007-05-29",38.41
"102","2007-05-30",39.029999
"103","2007-05-31",40.07
"104","2007-06-01",39.98
"105","2007-06-04",40.77
"106","2007-06-05",40.900002
"107","2007-06-06",40
"108","2007-06-07",39.66
"109","2007-06-08",40.5
"110","2007-06-11",39.700001
"111","2007-06-12",37.77
"112","2007-06-13",36.830002
"113","2007-06-14",36.259998
"114","2007-06-15",36.59
"115","2007-06-18",38.849998
"116","2007-06-19",40
"117","2007-06-20",39.650002
"118","2007-06-21",39.27
"119","2007-06-22",38.32
"120","2007-06-25",37.709999
"121","2007-06-26",38.009998
"122","2007-06-27",38.82
"123","2007-06-28",38.459999
"124","2007-06-29",38.25
"125","2007-07-02",38.139999
"126","2007-07-03",39.400002
"127","2007-07-05",39.919998
"128","2007-07-06",41.77
"129","2007-07-09",41.540001
"130","2007-07-10",40.349998
"131","2007-07-11",40
"132","2007-07-12",40.66
"133","2007-07-13",40.48
"134","2007-07-16",39.98
"135","2007-07-17",39.09
"136","2007-07-18",39.130001
"137","2007-07-19",39.880001
"138","2007-07-20",38.209999
"139","2007-07-23",38.25
"140","2007-07-24",37.23
"141","2007-07-25",36.93
"142","2007-07-26",35.630001
"143","2007-07-27",34.400002
"144","2007-07-30",35.41
"145","2007-07-31",34.150002
"146","2007-08-01",35.209999
"147","2007-08-02",35.759998
"148","2007-08-03",34.43
"149","2007-08-06",33.470001
"150","2007-08-07",34.459999
"151","2007-08-08",35.990002
"152","2007-08-09",35.009998
"153","2007-08-10",34.889999
"154","2007-08-13",33.830002
"155","2007-08-14",31.4
"156","2007-08-15",30.030001
"157","2007-08-16",31.209999
"158","2007-08-17",33.299999
"159","2007-08-20",33.509998
"160","2007-08-21",33.220001
"161","2007-08-22",34.509998
"162","2007-08-23",33.470001
"163","2007-08-24",33.759998
"164","2007-08-27",33.869999
"165","2007-08-28",32.93
"166","2007-08-29",33.68
"167","2007-08-30",32.639999
"168","2007-08-31",32.880001
"169","2007-09-04",33.310001
"170","2007-09-05",32.98
"171","2007-09-06",33.209999
"172","2007-09-07",32.66
"173","2007-09-10",33.040001
"174","2007-09-11",34
"175","2007-09-12",35.110001
"176","2007-09-13",35.099998
"177","2007-09-14",34.209999
"178","2007-09-17",33.43
"179","2007-09-18",35.43
"180","2007-09-19",37.27
"181","2007-09-20",37.75
"182","2007-09-21",38.27
"183","2007-09-24",37.080002
"184","2007-09-25",37.139999
"185","2007-09-26",38
"186","2007-09-27",38.110001
"187","2007-09-28",37.369999
"188","2007-10-01",37.889999
"189","2007-10-02",38.290001
"190","2007-10-03",39.490002
"191","2007-10-04",39.48
"192","2007-10-05",40.529999
"193","2007-10-08",41.57
"194","2007-10-09",41.48
"195","2007-10-10",41.880001
"196","2007-10-11",42.080002
"197","2007-10-12",42.799999
"198","2007-10-15",41.060001
"199","2007-10-16",39.799999
"200","2007-10-17",40.02
"201","2007-10-18",39.52
"202","2007-10-19",37.939999
"203","2007-10-22",37.790001
"204","2007-10-23",37.779999
"205","2007-10-24",38.07
"206","2007-10-25",39.27
"207","2007-10-26",46.049999
"208","2007-10-29",47.009998
"209","2007-10-30",46.740002
"210","2007-10-31",47.57
"211","2007-11-01",45.349998
"212","2007-11-02",46.18
"213","2007-11-05",46.009998
"214","2007-11-06",47.98
"215","2007-11-07",46.200001
"216","2007-11-08",45.610001
"217","2007-11-09",45.209999
"218","2007-11-12",42.540001
