"","date","ACIA"
"1","2016-05-13",30.950001
"2","2016-05-16",28.120001
"3","2016-05-17",28.450001
"4","2016-05-18",28
"5","2016-05-19",28.379999
"6","2016-05-20",29.379999
"7","2016-05-23",32.700001
"8","2016-05-24",35.349998
"9","2016-05-25",37.34
"10","2016-05-26",36.959999
"11","2016-05-27",38
"12","2016-05-31",39.279999
"13","2016-06-01",39.57
"14","2016-06-02",37.540001
"15","2016-06-03",35.240002
"16","2016-06-06",35.900002
"17","2016-06-07",38.52
"18","2016-06-08",37.599998
"19","2016-06-09",37.75
"20","2016-06-10",38.259998
"21","2016-06-13",36.259998
"22","2016-06-14",38.549999
"23","2016-06-15",41.849998
"24","2016-06-16",44.32
"25","2016-06-17",43.889999
"26","2016-06-20",41.189999
"27","2016-06-21",38.900002
"28","2016-06-22",39.68
"29","2016-06-23",39.049999
"30","2016-06-24",37.259998
"31","2016-06-27",34.450001
"32","2016-06-28",38.189999
"33","2016-06-29",37.860001
"34","2016-06-30",39.939999
"35","2016-07-01",41.080002
"36","2016-07-05",41.360001
"37","2016-07-06",42.889999
"38","2016-07-07",44.189999
"39","2016-07-08",43.950001
"40","2016-07-11",48.869999
"41","2016-07-12",51.360001
"42","2016-07-13",49.619999
"43","2016-07-14",52.43
"44","2016-07-15",54.779999
"45","2016-07-18",57.09
"46","2016-07-19",58.73
"47","2016-07-20",62.400002
"48","2016-07-21",57.849998
"49","2016-07-22",59.16
"50","2016-07-25",63.380001
"51","2016-07-26",59.650002
"52","2016-07-27",64.900002
"53","2016-07-28",63.459999
"54","2016-07-29",65.029999
"55","2016-08-01",63.970001
"56","2016-08-02",60.790001
"57","2016-08-03",61
"58","2016-08-04",64.489998
"59","2016-08-05",64
"60","2016-08-08",64.410004
"61","2016-08-09",67.029999
"62","2016-08-10",69.199997
"63","2016-08-11",67.699997
"64","2016-08-12",95.669998
"65","2016-08-15",102.330002
"66","2016-08-16",102.169998
"67","2016-08-17",115.290001
"68","2016-08-18",117.860001
"69","2016-08-19",114.779999
"70","2016-08-22",117.589996
"71","2016-08-23",110.889999
"72","2016-08-24",101.949997
"73","2016-08-25",101.150002
"74","2016-08-26",107.860001
"75","2016-08-29",113.5
"76","2016-08-30",114.57
"77","2016-08-31",111.650002
"78","2016-09-01",112.099998
"79","2016-09-02",113.139999
"80","2016-09-06",123.440002
"81","2016-09-07",120.199997
"82","2016-09-08",117.889999
"83","2016-09-09",106.410004
"84","2016-09-12",112.489998
"85","2016-09-13",106.300003
"86","2016-09-14",105.059998
"87","2016-09-15",105.959999
"88","2016-09-16",112.82
"89","2016-09-19",114.260002
"90","2016-09-20",109.279999
"91","2016-09-21",118.489998
"92","2016-09-22",116.690002
"93","2016-09-23",119.339996
"94","2016-09-26",107.120003
"95","2016-09-27",104.900002
"96","2016-09-28",103.470001
"97","2016-09-29",102.980003
"98","2016-09-30",103.279999
"99","2016-10-03",99.5
"100","2016-10-04",102
"101","2016-10-05",113.540001
"102","2016-10-06",109.419998
"103","2016-10-07",100
"104","2016-10-10",92.5
"105","2016-10-11",90.190002
"106","2016-10-12",88.459999
"107","2016-10-13",93.919998
"108","2016-10-14",92.010002
"109","2016-10-17",91.839996
"110","2016-10-18",90.839996
"111","2016-10-19",88.370003
"112","2016-10-20",85.440002
"113","2016-10-21",84.790001
"114","2016-10-24",91.269997
"115","2016-10-25",86.5
"116","2016-10-26",87.529999
"117","2016-10-27",73.660004
"118","2016-10-28",71.239998
"119","2016-10-31",69.690002
"120","2016-11-01",68.419998
"121","2016-11-02",68.349998
"122","2016-11-03",63.259998
"123","2016-11-04",62.889999
"124","2016-11-07",65.669998
"125","2016-11-08",71.330002
"126","2016-11-09",73.019997
"127","2016-11-10",71.68
"128","2016-11-11",70.93
"129","2016-11-14",67.410004
"130","2016-11-15",74.860001
"131","2016-11-16",76.410004
"132","2016-11-17",74.129997
"133","2016-11-18",74.889999
"134","2016-11-21",73.239998
"135","2016-11-22",77.419998
"136","2016-11-23",74.910004
"137","2016-11-25",78.019997
"138","2016-11-28",72.93
"139","2016-11-29",70.669998
"140","2016-11-30",69.260002
"141","2016-12-01",65.370003
"142","2016-12-02",66.410004
"143","2016-12-05",69.059998
"144","2016-12-06",70.139999
"145","2016-12-07",72.580002
"146","2016-12-08",69.879997
"147","2016-12-09",66.889999
"148","2016-12-12",67.440002
"149","2016-12-13",65.589996
"150","2016-12-14",65.43
"151","2016-12-15",67.120003
"152","2016-12-16",66.379997
"153","2016-12-19",66.639999
"154","2016-12-20",66.949997
"155","2016-12-21",65.949997
"156","2016-12-22",65.620003
"157","2016-12-23",65.690002
"158","2016-12-27",67.190002
"159","2016-12-28",65.900002
"160","2016-12-29",63.16
"161","2016-12-30",61.75
"162","2017-01-03",61.709999
"163","2017-01-04",62.91
"164","2017-01-05",60.689999
"165","2017-01-06",60.959999
"166","2017-01-09",63.619999
"167","2017-01-10",57.540001
"168","2017-01-11",59.5
"169","2017-01-12",61.509998
"170","2017-01-13",61.150002
"171","2017-01-17",59.450001
"172","2017-01-18",60.009998
"173","2017-01-19",63.290001
"174","2017-01-20",62.459999
"175","2017-01-23",62.880001
"176","2017-01-24",67.599998
"177","2017-01-25",63.91
"178","2017-01-26",62.299999
"179","2017-01-27",60.98
"180","2017-01-30",58.27
"181","2017-01-31",58.169998
"182","2017-02-01",54.98
"183","2017-02-02",57.34
"184","2017-02-03",57.25
"185","2017-02-06",55.540001
"186","2017-02-07",54.810001
"187","2017-02-08",56.25
"188","2017-02-09",56.68
"189","2017-02-10",56.02
"190","2017-02-13",61.610001
"191","2017-02-14",65.709999
"192","2017-02-15",64.919998
"193","2017-02-16",64.190002
"194","2017-02-17",66.580002
"195","2017-02-21",66.540001
"196","2017-02-22",62.220001
"197","2017-02-23",63.43
"198","2017-02-24",54.040001
"199","2017-02-27",53
"200","2017-02-28",51.950001
"201","2017-03-01",52.150002
"202","2017-03-02",51.299999
"203","2017-03-03",53.200001
"204","2017-03-06",52.779999
"205","2017-03-07",51.82
