"","date","CVE"
"1","2009-11-17",25
"2","2009-11-18",25
"3","2009-11-19",25.200001
"4","2009-11-20",25.440001
"5","2009-11-23",25.440001
"6","2009-11-24",25.440001
"7","2009-11-25",25.440001
"8","2009-11-27",26
"9","2009-11-30",26
"10","2009-12-01",26
"11","2009-12-02",25.02
"12","2009-12-03",24.66
"13","2009-12-04",24.75
"14","2009-12-07",24.620001
"15","2009-12-08",23.75
"16","2009-12-09",23.5
"17","2009-12-10",24
"18","2009-12-11",24.52
"19","2009-12-14",24.950001
"20","2009-12-15",25.440001
"21","2009-12-16",25.52
"22","2009-12-17",24.440001
"23","2009-12-18",23.969999
"24","2009-12-21",24.030001
"25","2009-12-22",24.309999
"26","2009-12-23",24.4
"27","2009-12-24",24.379999
"28","2009-12-28",24.27
"29","2009-12-29",24.52
"30","2009-12-30",24.639999
"31","2009-12-31",25.200001
"32","2010-01-04",26.6
"33","2010-01-05",26.370001
"34","2010-01-06",26.139999
"35","2010-01-07",25.99
"36","2010-01-08",26.23
"37","2010-01-11",26.15
"38","2010-01-12",25.75
"39","2010-01-13",25.809999
"40","2010-01-14",25.73
"41","2010-01-15",25.25
"42","2010-01-19",25.200001
"43","2010-01-20",24.280001
"44","2010-01-21",24.24
"45","2010-01-22",23.719999
"46","2010-01-25",23.76
"47","2010-01-26",23.209999
"48","2010-01-27",23.190001
"49","2010-01-28",23.5
"50","2010-01-29",23.15
"51","2010-02-01",24.360001
"52","2010-02-02",24.799999
"53","2010-02-03",24.959999
"54","2010-02-04",24.26
"55","2010-02-05",23.74
"56","2010-02-08",23.27
"57","2010-02-09",23.74
"58","2010-02-10",23.299999
"59","2010-02-11",24.08
"60","2010-02-12",23.940001
"61","2010-02-16",25.190001
"62","2010-02-17",25.73
"63","2010-02-18",25.540001
"64","2010-02-19",26.450001
"65","2010-02-22",25.610001
"66","2010-02-23",24.48
"67","2010-02-24",24.290001
"68","2010-02-25",24.059999
"69","2010-02-26",24.5
"70","2010-03-01",24.6
"71","2010-03-02",25.07
"72","2010-03-03",25.4
"73","2010-03-04",25.17
"74","2010-03-05",25.780001
"75","2010-03-08",25.790001
"76","2010-03-09",25.57
"77","2010-03-10",25.92
"78","2010-03-11",26.209999
"79","2010-03-12",25.870001
"80","2010-03-15",25.43
"81","2010-03-16",25.83
"82","2010-03-17",25.99
"83","2010-03-18",25.51
"84","2010-03-19",24.860001
"85","2010-03-22",24.719999
"86","2010-03-23",25.17
"87","2010-03-24",24.77
"88","2010-03-25",24.5
"89","2010-03-26",24.43
"90","2010-03-29",25.120001
"91","2010-03-30",25.77
"92","2010-03-31",26.209999
"93","2010-04-01",27.85
"94","2010-04-05",28.58
"95","2010-04-06",28.48
"96","2010-04-07",27.57
"97","2010-04-08",28.43
"98","2010-04-09",28.889999
"99","2010-04-12",29.16
"100","2010-04-13",29.9
"101","2010-04-14",30.16
"102","2010-04-15",30
"103","2010-04-16",28.809999
"104","2010-04-19",28.24
"105","2010-04-20",29.049999
"106","2010-04-21",29
"107","2010-04-22",28.35
"108","2010-04-23",29.35
"109","2010-04-26",29.48
"110","2010-04-27",28.540001
"111","2010-04-28",28.41
"112","2010-04-29",29.83
"113","2010-04-30",29.299999
"114","2010-05-03",29.23
"115","2010-05-04",28.030001
"116","2010-05-05",27.01
"117","2010-05-06",26.49
"118","2010-05-07",26.25
"119","2010-05-10",27.940001
"120","2010-05-11",28.02
"121","2010-05-12",28.360001
"122","2010-05-13",27.74
"123","2010-05-14",26.190001
"124","2010-05-17",25.91
"125","2010-05-18",25.92
"126","2010-05-19",26.15
"127","2010-05-20",24.92
"128","2010-05-21",25.49
"129","2010-05-24",25
"130","2010-05-25",24.450001
"131","2010-05-26",24.48
"132","2010-05-27",26.5
"133","2010-05-28",26.940001
"134","2010-06-01",26.790001
"135","2010-06-02",28
"136","2010-06-03",28.35
"137","2010-06-04",26.969999
"138","2010-06-07",26.26
"139","2010-06-08",26.77
"140","2010-06-09",27.4
"141","2010-06-10",28.799999
"142","2010-06-11",28.790001
"143","2010-06-14",28.74
"144","2010-06-15",29.200001
"145","2010-06-16",29.24
"146","2010-06-17",29.23
"147","2010-06-18",29.42
"148","2010-06-21",29.16
"149","2010-06-22",28.389999
"150","2010-06-23",28.040001
"151","2010-06-24",27.190001
"152","2010-06-25",28.040001
"153","2010-06-28",27.1
"154","2010-06-29",25.559999
"155","2010-06-30",25.790001
"156","2010-07-01",25.610001
"157","2010-07-02",25.799999
"158","2010-07-06",26.15
"159","2010-07-07",27.219999
"160","2010-07-08",27.76
"161","2010-07-09",28.360001
"162","2010-07-12",28.440001
"163","2010-07-13",29.4
"164","2010-07-14",29.15
"165","2010-07-15",28.77
"166","2010-07-16",27.700001
"167","2010-07-19",28.07
"168","2010-07-20",28.389999
"169","2010-07-21",28.25
"170","2010-07-22",28.6
"171","2010-07-23",29.139999
"172","2010-07-26",29.83
"173","2010-07-27",29.370001
"174","2010-07-28",28.860001
"175","2010-07-29",27.59
"176","2010-07-30",28.200001
"177","2010-08-02",28.92
"178","2010-08-03",28.360001
"179","2010-08-04",28.09
"180","2010-08-05",28.559999
"181","2010-08-06",27.74
"182","2010-08-09",27.93
"183","2010-08-10",27.780001
"184","2010-08-11",26.950001
"185","2010-08-12",26.299999
"186","2010-08-13",26.09
"187","2010-08-16",25.9
"188","2010-08-17",26.209999
"189","2010-08-18",26.15
"190","2010-08-19",25.639999
"191","2010-08-20",25.309999
"192","2010-08-23",25.35
"193","2010-08-24",25
"194","2010-08-25",25.389999
"195","2010-08-26",25.309999
"196","2010-08-27",26.42
"197","2010-08-30",26.68
"198","2010-08-31",26.91
"199","2010-09-01",28.1
"200","2010-09-02",28.209999
"201","2010-09-03",28.200001
"202","2010-09-07",27.67
"203","2010-09-08",28.049999
"204","2010-09-09",28.07
"205","2010-09-10",27.76
"206","2010-09-13",27.639999
"207","2010-09-14",27.68
"208","2010-09-15",27.450001
"209","2010-09-16",27.23
"210","2010-09-17",27.01
"211","2010-09-20",27.629999
"212","2010-09-21",27.200001
"213","2010-09-22",27.139999
"214","2010-09-23",27.280001
"215","2010-09-24",27.969999
"216","2010-09-27",28.24
"217","2010-09-28",28
"218","2010-09-29",28.6
"219","2010-09-30",28.77
"220","2010-10-01",29.68
"221","2010-10-04",29.4
"222","2010-10-05",29.49
"223","2010-10-06",29.43
"224","2010-10-07",28.879999
"225","2010-10-08",29.41
"226","2010-10-11",29.379999
"227","2010-10-12",29.48
"228","2010-10-13",30.049999
"229","2010-10-14",29.969999
"230","2010-10-15",29.74
"231","2010-10-18",29.67
"232","2010-10-19",28.52
"233","2010-10-20",28.48
"234","2010-10-21",28.25
"235","2010-10-22",28.219999
"236","2010-10-25",28.58
"237","2010-10-26",28.74
"238","2010-10-27",28.33
"239","2010-10-28",28.07
"240","2010-10-29",27.82
"241","2010-11-01",28.43
"242","2010-11-02",29.1
"243","2010-11-03",29.25
"244","2010-11-04",29.76
"245","2010-11-05",29.4
"246","2010-11-08",29.440001
"247","2010-11-09",29.709999
"248","2010-11-10",29.93
"249","2010-11-11",30.15
"250","2010-11-12",29.4
"251","2010-11-15",29.18
"252","2010-11-16",28.41
"253","2010-11-17",28.219999
"254","2010-11-18",28.98
"255","2010-11-19",29.32
"256","2010-11-22",29.030001
"257","2010-11-23",28.65
"258","2010-11-24",29.57
"259","2010-11-26",28.860001
"260","2010-11-29",29.200001
"261","2010-11-30",28.77
"262","2010-12-01",29.690001
"263","2010-12-02",30.83
"264","2010-12-03",31.6
"265","2010-12-06",32.209999
"266","2010-12-07",31.719999
"267","2010-12-08",31.24
"268","2010-12-09",31.049999
"269","2010-12-10",31.01
"270","2010-12-13",30.93
"271","2010-12-14",31.23
"272","2010-12-15",31.27
"273","2010-12-16",31.17
"274","2010-12-17",31.01
"275","2010-12-20",31.4
"276","2010-12-21",32.240002
"277","2010-12-22",32.419998
"278","2010-12-23",32.459999
"279","2010-12-27",32.619999
"280","2010-12-28",33.02
"281","2010-12-29",33.209999
"282","2010-12-30",32.900002
"283","2010-12-31",33.240002
"284","2011-01-03",33.419998
"285","2011-01-04",33.540001
"286","2011-01-05",32.959999
"287","2011-01-06",32.119999
"288","2011-01-07",32.57
"289","2011-01-10",32.09
"290","2011-01-11",32.75
"291","2011-01-12",32.869999
"292","2011-01-13",32.689999
"293","2011-01-14",32.560001
"294","2011-01-18",32.200001
"295","2011-01-19",31.940001
"296","2011-01-20",31.74
"297","2011-01-21",32.400002
"298","2011-01-24",32.43
"299","2011-01-25",31.59
"300","2011-01-26",32.82
"301","2011-01-27",32.919998
"302","2011-01-28",33.349998
"303","2011-01-31",34.610001
"304","2011-02-01",34.299999
"305","2011-02-02",34.450001
"306","2011-02-03",34.5
"307","2011-02-04",34.27
"308","2011-02-07",34.290001
"309","2011-02-08",34.150002
"310","2011-02-09",34.09
"311","2011-02-10",34.900002
"312","2011-02-11",35.240002
"313","2011-02-14",35.91
"314","2011-02-15",35.619999
"315","2011-02-16",36.360001
"316","2011-02-17",36.990002
"317","2011-02-18",36.990002
"318","2011-02-22",37.599998
"319","2011-02-23",37.98
"320","2011-02-24",37.439999
"321","2011-02-25",38.349998
"322","2011-02-28",38.91
"323","2011-03-01",38.689999
"324","2011-03-02",39.700001
"325","2011-03-03",39.32
"326","2011-03-04",39.580002
"327","2011-03-07",39.369999
"328","2011-03-08",37.82
"329","2011-03-09",37.740002
"330","2011-03-10",36.119999
"331","2011-03-11",35.93
"332","2011-03-14",35.790001
"333","2011-03-15",35.5
"334","2011-03-16",35.139999
"335","2011-03-17",36.880001
"336","2011-03-18",36.82
"337","2011-03-21",38.310001
"338","2011-03-22",38.23
"339","2011-03-23",37.98
"340","2011-03-24",37.889999
"341","2011-03-25",38.419998
"342","2011-03-28",38.330002
"343","2011-03-29",38.490002
"344","2011-03-30",39.32
"345","2011-03-31",39.380001
"346","2011-04-01",40.209999
"347","2011-04-04",40.080002
"348","2011-04-05",39.880001
"349","2011-04-06",39.209999
"350","2011-04-07",39.139999
"351","2011-04-08",40.240002
"352","2011-04-11",39.099998
"353","2011-04-12",37.57
"354","2011-04-13",37.77
"355","2011-04-14",37.57
"356","2011-04-15",37.470001
"357","2011-04-18",36.560001
"358","2011-04-19",36.68
"359","2011-04-20",37.560001
"360","2011-04-21",37.66
"361","2011-04-25",37.389999
"362","2011-04-26",38
"363","2011-04-27",38.099998
"364","2011-04-28",37.880001
"365","2011-04-29",38.400002
"366","2011-05-02",38.040001
"367","2011-05-03",37.040001
"368","2011-05-04",36.209999
"369","2011-05-05",34.860001
"370","2011-05-06",35.34
"371","2011-05-09",35.68
"372","2011-05-10",35.77
"373","2011-05-11",34.68
"374","2011-05-12",34.360001
"375","2011-05-13",33.98
"376","2011-05-16",33.57
"377","2011-05-17",33.669998
"378","2011-05-18",34.84
"379","2011-05-19",34.900002
"380","2011-05-20",34.880001
"381","2011-05-23",33.75
"382","2011-05-24",34.970001
"383","2011-05-25",35.740002
"384","2011-05-26",36.259998
"385","2011-05-27",36.400002
"386","2011-05-31",37.09
"387","2011-06-01",35.16
"388","2011-06-02",35.060001
"389","2011-06-03",35.720001
"390","2011-06-06",34.66
"391","2011-06-07",35.279999
"392","2011-06-08",35.16
"393","2011-06-09",35.439999
"394","2011-06-10",34.240002
"395","2011-06-13",34.02
"396","2011-06-14",35.009998
"397","2011-06-15",34.09
"398","2011-06-16",33.75
"399","2011-06-17",33.400002
"400","2011-06-20",33.52
"401","2011-06-21",34.07
"402","2011-06-22",34.009998
"403","2011-06-23",33.93
"404","2011-06-24",33.830002
"405","2011-06-27",33.82
"406","2011-06-28",35.200001
"407","2011-06-29",36.529999
"408","2011-06-30",37.66
"409","2011-07-01",37.709999
"410","2011-07-05",37.939999
"411","2011-07-06",36.869999
"412","2011-07-07",38.119999
"413","2011-07-08",38.07
"414","2011-07-11",36.810001
"415","2011-07-12",36.700001
"416","2011-07-13",37.77
"417","2011-07-14",37.869999
"418","2011-07-15",38.869999
"419","2011-07-18",38.5
"420","2011-07-19",39.299999
"421","2011-07-20",39.150002
"422","2011-07-21",39.860001
"423","2011-07-22",40.209999
"424","2011-07-25",40.209999
"425","2011-07-26",39.380001
"426","2011-07-27",38.580002
"427","2011-07-28",38.830002
"428","2011-07-29",38.349998
"429","2011-08-01",38.68
"430","2011-08-02",37.630001
"431","2011-08-03",37.549999
"432","2011-08-04",35.450001
"433","2011-08-05",34.650002
"434","2011-08-08",32.16
"435","2011-08-09",34.18
"436","2011-08-10",33.599998
"437","2011-08-11",35.669998
"438","2011-08-12",35.470001
"439","2011-08-15",36.689999
"440","2011-08-16",36.130001
"441","2011-08-17",36.139999
"442","2011-08-18",33.27
"443","2011-08-19",32.509998
"444","2011-08-22",33.049999
"445","2011-08-23",34.91
"446","2011-08-24",34.459999
"447","2011-08-25",33.599998
"448","2011-08-26",33.560001
"449","2011-08-29",34.610001
"450","2011-08-30",35.380001
"451","2011-08-31",36.080002
"452","2011-09-01",35.84
"453","2011-09-02",34.810001
"454","2011-09-06",34.369999
"455","2011-09-07",34.77
"456","2011-09-08",34.299999
"457","2011-09-09",31.959999
"458","2011-09-12",31.83
"459","2011-09-13",32.290001
"460","2011-09-14",33.259998
"461","2011-09-15",34.599998
"462","2011-09-16",33.66
"463","2011-09-19",33.169998
"464","2011-09-20",32.849998
"465","2011-09-21",31.309999
"466","2011-09-22",29.76
"467","2011-09-23",30.33
"468","2011-09-26",31.139999
"469","2011-09-27",31.950001
"470","2011-09-28",31.07
"471","2011-09-29",31.969999
"472","2011-09-30",30.709999
"473","2011-10-03",29.440001
"474","2011-10-04",28.870001
"475","2011-10-05",30.9
"476","2011-10-06",32.380001
"477","2011-10-07",33.099998
"478","2011-10-10",34.310001
"479","2011-10-11",33.450001
"480","2011-10-12",34.23
"481","2011-10-13",33.540001
"482","2011-10-14",35
"483","2011-10-17",34.709999
"484","2011-10-18",35.470001
"485","2011-10-19",34.5
"486","2011-10-20",34.529999
"487","2011-10-21",35.099998
"488","2011-10-24",36.259998
"489","2011-10-25",34.869999
"490","2011-10-26",35.919998
"491","2011-10-27",36.59
"492","2011-10-28",36.259998
"493","2011-10-31",34.200001
"494","2011-11-01",32.900002
"495","2011-11-02",33.68
"496","2011-11-03",34.740002
"497","2011-11-04",34.59
"498","2011-11-07",34.34
"499","2011-11-08",34.389999
"500","2011-11-09",32.509998
"501","2011-11-10",32.560001
"502","2011-11-11",33.200001
"503","2011-11-14",32.959999
"504","2011-11-15",32.869999
"505","2011-11-16",33.169998
"506","2011-11-17",31.93
"507","2011-11-18",31.469999
"508","2011-11-21",31.209999
"509","2011-11-22",30.450001
"510","2011-11-23",28.99
"511","2011-11-25",28.780001
"512","2011-11-28",30.08
"513","2011-11-29",30.549999
"514","2011-11-30",33.389999
"515","2011-12-01",32.869999
"516","2011-12-02",32.509998
"517","2011-12-05",32.919998
"518","2011-12-06",32.799999
"519","2011-12-07",33.549999
"520","2011-12-08",32.799999
"521","2011-12-09",33.740002
"522","2011-12-12",33.200001
"523","2011-12-13",31.91
"524","2011-12-14",30.25
"525","2011-12-15",29.879999
"526","2011-12-16",30.77
"527","2011-12-19",30.24
"528","2011-12-20",31.200001
"529","2011-12-21",31.059999
"530","2011-12-22",32.380001
"531","2011-12-23",32.950001
"532","2011-12-27",32.919998
"533","2011-12-28",32.110001
"534","2011-12-29",32.52
"535","2011-12-30",33.200001
"536","2012-01-03",34.450001
"537","2012-01-04",33.91
"538","2012-01-05",33.84
"539","2012-01-06",33.650002
"540","2012-01-09",33.900002
"541","2012-01-10",34.360001
"542","2012-01-11",33.75
"543","2012-01-12",33.43
"544","2012-01-13",33.150002
"545","2012-01-17",34.470001
"546","2012-01-18",35.18
"547","2012-01-19",35.66
"548","2012-01-20",35.57
"549","2012-01-23",36.34
"550","2012-01-24",36.099998
"551","2012-01-25",36.310001
"552","2012-01-26",36.310001
"553","2012-01-27",36.330002
"554","2012-01-30",36.5
"555","2012-01-31",36.439999
"556","2012-02-01",37.279999
"557","2012-02-02",37.66
"558","2012-02-03",39.080002
"559","2012-02-06",38.299999
"560","2012-02-07",37.84
"561","2012-02-08",37.720001
"562","2012-02-09",37.380001
"563","2012-02-10",37.360001
"564","2012-02-13",37.77
"565","2012-02-14",38.52
"566","2012-02-15",38.169998
"567","2012-02-16",38.75
"568","2012-02-17",38.889999
"569","2012-02-21",39.439999
"570","2012-02-22",38.889999
"571","2012-02-23",39.139999
"572","2012-02-24",39.09
"573","2012-02-27",38.689999
"574","2012-02-28",38.740002
"575","2012-02-29",38.799999
"576","2012-03-01",39.549999
"577","2012-03-02",38.790001
"578","2012-03-05",37.75
"579","2012-03-06",35.779999
"580","2012-03-07",36.709999
"581","2012-03-08",38.169998
"582","2012-03-09",37.720001
"583","2012-03-12",36.990002
"584","2012-03-13",37.48
"585","2012-03-14",36.98
"586","2012-03-15",37.060001
"587","2012-03-16",37.310001
"588","2012-03-19",37.32
"589","2012-03-20",36.669998
"590","2012-03-21",36.32
"591","2012-03-22",35.560001
"592","2012-03-23",35.849998
"593","2012-03-26",36.869999
"594","2012-03-27",36.380001
