"","date","STMP"
"87","2007-05-08",14.05
"88","2007-05-09",14.08
"89","2007-05-10",13.79
"90","2007-05-11",13.75
"91","2007-05-14",13.68
"92","2007-05-15",13.72
"93","2007-05-16",13.6
"94","2007-05-17",13.59
"95","2007-05-18",13.57
"96","2007-05-21",13.76
"97","2007-05-22",13.75
"98","2007-05-23",13.7
"99","2007-05-24",13.65
"100","2007-05-25",13.53
"101","2007-05-29",13.67
"102","2007-05-30",13.67
"103","2007-05-31",13.65
"104","2007-06-01",13.68
"105","2007-06-04",13.69
"106","2007-06-05",13.75
"107","2007-06-06",13.81
"108","2007-06-07",13.61
"109","2007-06-08",13.73
"110","2007-06-11",13.7
"111","2007-06-12",13.71
"112","2007-06-13",13.77
"113","2007-06-14",13.8
"114","2007-06-15",14.36
"115","2007-06-18",14.1
"116","2007-06-19",14.14
"117","2007-06-20",13.91
"118","2007-06-21",14.03
"119","2007-06-22",14.03
"120","2007-06-25",14
"121","2007-06-26",13.87
"122","2007-06-27",14.04
"123","2007-06-28",14.02
"124","2007-06-29",13.78
"125","2007-07-02",14
"126","2007-07-03",13.87
"127","2007-07-05",13.97
"128","2007-07-06",13.96
"129","2007-07-09",14.27
"130","2007-07-10",13.81
"131","2007-07-11",13.87
"132","2007-07-12",13.82
"133","2007-07-13",13.76
"134","2007-07-16",13.74
"135","2007-07-17",13.72
"136","2007-07-18",13.75
"137","2007-07-19",13.76
"138","2007-07-20",13.7
"139","2007-07-23",13.7
"140","2007-07-24",13.22
"141","2007-07-25",13.15
"142","2007-07-26",13.13
"143","2007-07-27",11.7
"144","2007-07-30",11.43
"145","2007-07-31",11.45
"146","2007-08-01",11.41
"147","2007-08-02",11.7
"148","2007-08-03",11.52
"149","2007-08-06",11.74
"150","2007-08-07",12.12
"151","2007-08-08",12.76
"152","2007-08-09",12.51
"153","2007-08-10",12.61
"154","2007-08-13",12.17
"155","2007-08-14",11.97
"156","2007-08-15",11.92
"157","2007-08-16",12.01
"158","2007-08-17",12.27
"159","2007-08-20",12.1
"160","2007-08-21",11.96
"161","2007-08-22",11.97
"162","2007-08-23",11.95
"163","2007-08-24",12
"164","2007-08-27",11.93
"165","2007-08-28",11.73
"166","2007-08-29",11.99
"167","2007-08-30",12
"168","2007-08-31",12.14
"169","2007-09-04",12
"170","2007-09-05",11.98
"171","2007-09-06",11.78
"172","2007-09-07",11.86
"173","2007-09-10",11.74
"174","2007-09-11",11.9
"175","2007-09-12",11.78
"176","2007-09-13",11.88
"177","2007-09-14",11.96
"178","2007-09-17",11.82
"179","2007-09-18",11.93
"180","2007-09-19",11.88
"181","2007-09-20",11.89
"182","2007-09-21",11.91
"183","2007-09-24",11.87
"184","2007-09-25",11.84
"185","2007-09-26",11.97
"186","2007-09-27",11.94
"187","2007-09-28",11.97
"188","2007-10-01",12.32
"189","2007-10-02",12.36
"190","2007-10-03",12.46
"191","2007-10-04",12.5
"192","2007-10-05",12.5
"193","2007-10-08",12.41
"194","2007-10-09",12.3
"195","2007-10-10",12.25
"196","2007-10-11",12.11
"197","2007-10-12",12.26
"198","2007-10-15",12
"199","2007-10-16",12.23
"200","2007-10-17",12.37
"201","2007-10-18",12.35
"202","2007-10-19",11.95
"203","2007-10-22",12.38
"204","2007-10-23",12.74
"205","2007-10-24",13
"206","2007-10-25",12.86
"207","2007-10-26",13.24
"208","2007-10-29",13.48
"209","2007-10-30",13.6
"210","2007-10-31",13.88
"211","2007-11-01",13.27
"212","2007-11-02",13.8
"213","2007-11-05",13.35
"214","2007-11-06",13.33
"215","2007-11-07",12.66
"216","2007-11-08",12.53
"217","2007-11-09",12.07
"218","2007-11-12",12.23
"219","2007-11-13",12.75
"220","2007-11-14",12.5
"221","2007-11-15",12.54
"222","2007-11-16",12.5
"223","2007-11-19",12.3
"224","2007-11-20",12.26
"225","2007-11-21",12.5
"226","2007-11-23",12.45
"227","2007-11-26",12.01
"228","2007-11-27",12.23
"229","2007-11-28",12.59
"230","2007-11-29",12.62
"231","2007-11-30",12.7
"232","2007-12-03",12.52
"233","2007-12-04",12.44
"234","2007-12-05",12.62
"235","2007-12-06",13.13
"236","2007-12-07",12.88
"237","2007-12-10",12.89
"238","2007-12-11",12.47
"239","2007-12-12",12.55
"240","2007-12-13",12.34
"241","2007-12-14",11.8
"242","2007-12-17",11.56
"243","2007-12-18",12.02
"244","2007-12-19",12.06
"245","2007-12-20",12.56
"246","2007-12-21",12.91
"247","2007-12-24",12.81
"248","2007-12-26",12.78
"249","2007-12-27",12.38
"250","2007-12-28",12.28
"251","2007-12-31",12.18
"252","2008-01-02",11.92
"253","2008-01-03",12.06
"254","2008-01-04",11.96
"255","2008-01-07",11.87
"256","2008-01-08",11.42
"257","2008-01-09",11.33
"258","2008-01-10",11.25
"259","2008-01-11",10.77
"260","2008-01-14",10.94
"261","2008-01-15",10.6
"262","2008-01-16",10.85
"263","2008-01-17",10.27
"264","2008-01-18",10.07
"265","2008-01-22",10.4
"266","2008-01-23",10.56
"267","2008-01-24",10.13
"268","2008-01-25",10.06
"269","2008-01-28",10.35
"270","2008-01-29",10.56
"271","2008-01-30",10.42
"272","2008-01-31",10.56
"273","2008-02-01",10.83
"274","2008-02-04",10.9
"275","2008-02-05",10.75
"276","2008-02-06",10.35
"277","2008-02-07",10.75
"278","2008-02-08",10.21
"279","2008-02-11",10.08
"280","2008-02-12",10
"281","2008-02-13",11.02
"282","2008-02-14",9.78
"283","2008-02-15",9.27
"284","2008-02-19",9.44
"285","2008-02-20",9.29
"286","2008-02-21",9.03
"287","2008-02-22",8.64
"288","2008-02-25",8.82
"289","2008-02-26",8.61
"290","2008-02-27",8.61
"291","2008-02-28",9.04
"292","2008-02-29",8.85
"293","2008-03-03",8.77
"294","2008-03-04",9.29
"295","2008-03-05",9.48
"296","2008-03-06",9.21
"297","2008-03-07",8.96
"298","2008-03-10",9.06
"299","2008-03-11",9.49
"300","2008-03-12",9.53
"301","2008-03-13",9.78
"302","2008-03-14",9.69
"303","2008-03-17",9.34
"304","2008-03-18",9.94
"305","2008-03-19",9.77
"306","2008-03-20",9.88
"307","2008-03-24",10.43
"308","2008-03-25",10.51
"309","2008-03-26",10.42
"310","2008-03-27",10
"311","2008-03-28",10.09
"312","2008-03-31",10.26
"313","2008-04-01",10.84
"314","2008-04-02",10.89
"315","2008-04-03",10.87
"316","2008-04-04",10.96
"317","2008-04-07",10.78
"318","2008-04-08",11.02
"319","2008-04-09",10.85
"320","2008-04-10",10.94
"321","2008-04-11",10.52
"322","2008-04-14",10.37
"323","2008-04-15",10.48
"324","2008-04-16",10.62
"325","2008-04-17",10.84
"326","2008-04-18",10.8
"327","2008-04-21",10.8
"328","2008-04-22",10.62
"329","2008-04-23",10.88
"330","2008-04-24",12.76
"331","2008-04-25",13.22
"332","2008-04-28",13.5
"333","2008-04-29",13.65
"334","2008-04-30",13.71
"335","2008-05-01",13.95
"336","2008-05-02",13.94
"337","2008-05-05",13.8
"338","2008-05-06",13.6
"339","2008-05-07",13.35
"340","2008-05-08",13.33
"341","2008-05-09",13.46
"342","2008-05-12",13.7
"343","2008-05-13",13.81
"344","2008-05-14",13.6
"345","2008-05-15",13.91
"346","2008-05-16",13.91
"347","2008-05-19",13.82
"348","2008-05-20",13.85
"349","2008-05-21",13.38
"350","2008-05-22",13.48
"351","2008-05-23",13.49
"352","2008-05-27",14.64
"353","2008-05-28",14.37
"354","2008-05-29",14.37
"355","2008-05-30",14.6
"356","2008-06-02",14.3
"357","2008-06-03",14.34
"358","2008-06-04",15.22
"359","2008-06-05",15.72
"360","2008-06-06",14.79
"361","2008-06-09",14.7
"362","2008-06-10",14.32
"363","2008-06-11",13.99
"364","2008-06-12",13.73
"365","2008-06-13",13.77
"366","2008-06-16",14.13
"367","2008-06-17",13.95
"368","2008-06-18",13.8
"369","2008-06-19",13.61
"370","2008-06-20",13.84
"371","2008-06-23",13.39
"372","2008-06-24",12.84
"373","2008-06-25",13.09
"374","2008-06-26",12.67
"375","2008-06-27",12.86
"376","2008-06-30",12.48
"377","2008-07-01",12.39
"378","2008-07-02",12.05
"379","2008-07-03",12.32
"380","2008-07-07",11.95
"381","2008-07-08",12.63
"382","2008-07-09",12.96
"383","2008-07-10",13.08
"384","2008-07-11",12.7
"385","2008-07-14",12.48
"386","2008-07-15",11.99
"387","2008-07-16",13.14
"388","2008-07-17",13.02
"389","2008-07-18",12.9
"390","2008-07-21",13.31
"391","2008-07-22",13.43
"392","2008-07-23",13.86
"393","2008-07-24",13.71
"394","2008-07-25",13.42
"395","2008-07-28",13.49
"396","2008-07-29",13.43
"397","2008-07-30",13.47
"398","2008-07-31",13.61
"399","2008-08-01",13.51
"400","2008-08-04",13.47
"401","2008-08-05",13.84
"402","2008-08-06",13.89
"403","2008-08-07",13.72
"404","2008-08-08",13.79
"405","2008-08-11",14.06
"406","2008-08-12",13.86
"407","2008-08-13",14.04
"408","2008-08-14",13.8
"409","2008-08-15",13.71
"410","2008-08-18",13.64
"411","2008-08-19",13.73
"412","2008-08-20",13.75
"413","2008-08-21",13.51
"414","2008-08-22",13.75
"415","2008-08-25",13.48
"416","2008-08-26",13.24
"417","2008-08-27",13.18
"418","2008-08-28",13.63
"419","2008-08-29",13.73
"420","2008-09-02",13.7
"421","2008-09-03",13.99
"422","2008-09-04",13.72
"423","2008-09-05",13.97
"424","2008-09-08",14.3
"425","2008-09-09",13.65
"426","2008-09-10",13.78
"427","2008-09-11",13.97
"428","2008-09-12",13.74
"429","2008-09-15",13.52
"430","2008-09-16",14.22
"431","2008-09-17",12.77
"432","2008-09-18",13.81
"433","2008-09-19",14.29
"434","2008-09-22",12.95
"435","2008-09-23",12.18
"436","2008-09-24",11.79
"437","2008-09-25",11.85
"438","2008-09-26",11.71
"439","2008-09-29",11.72
"440","2008-09-30",11.67
"441","2008-10-01",11.26
"442","2008-10-02",11.24
"443","2008-10-03",11.13
"444","2008-10-06",11.16
"445","2008-10-07",11.24
"446","2008-10-08",10.98
"447","2008-10-09",10.55
"448","2008-10-10",11.2
"449","2008-10-13",12.18
"450","2008-10-14",11.64
"451","2008-10-15",10.65
"452","2008-10-16",11.02
"453","2008-10-17",10.67
"454","2008-10-20",10.75
"455","2008-10-21",10.75
"456","2008-10-22",10.56
"457","2008-10-23",9.68
"458","2008-10-24",10.32
"459","2008-10-27",10.23
"460","2008-10-28",10.43
"461","2008-10-29",9.65
"462","2008-10-30",9.43
"463","2008-10-31",9.76
"464","2008-11-03",9.71
"465","2008-11-04",9.83
"466","2008-11-05",9.46
"467","2008-11-06",9.55
"468","2008-11-07",9.82
"469","2008-11-10",9.64
"470","2008-11-11",9.35
"471","2008-11-12",8.97
"472","2008-11-13",9.14
"473","2008-11-14",8.54
"474","2008-11-17",8.2
"475","2008-11-18",8.3
"476","2008-11-19",8.03
"477","2008-11-20",7.62
"478","2008-11-21",7.83
"479","2008-11-24",8.77
"480","2008-11-25",8.58
"481","2008-11-26",9.48
"482","2008-11-28",8.86
"483","2008-12-01",8.24
"484","2008-12-02",8.62
"485","2008-12-03",8.94
"486","2008-12-04",8.95
"487","2008-12-05",8.73
"488","2008-12-08",9.67
"489","2008-12-09",9.07
"490","2008-12-10",9.24
"491","2008-12-11",9.11
"492","2008-12-12",9.46
"493","2008-12-15",9.05
"494","2008-12-16",9.48
"495","2008-12-17",8.69
"496","2008-12-18",9.01
"497","2008-12-19",8.95
"498","2008-12-22",8.91
"499","2008-12-23",9.03
"500","2008-12-24",8.67
"501","2008-12-26",8.93
"502","2008-12-29",8.71
"503","2008-12-30",9.23
"504","2008-12-31",9.83
"505","2009-01-02",9.91
"506","2009-01-05",9.42
"507","2009-01-06",9.76
"508","2009-01-07",9.09
"509","2009-01-08",9.22
"510","2009-01-09",9
"511","2009-01-12",8.97
"512","2009-01-13",8.8
"513","2009-01-14",8.55
"514","2009-01-15",8.51
"515","2009-01-16",8.72
"516","2009-01-20",7.83
"517","2009-01-21",7.83
"518","2009-01-22",8.12
"519","2009-01-23",7.9
"520","2009-01-26",8.31
"521","2009-01-27",8.3
"522","2009-01-28",8.39
"523","2009-01-29",8.08
"524","2009-01-30",8.18
"525","2009-02-02",8.45
"526","2009-02-03",8.58
"527","2009-02-04",8.47
"528","2009-02-05",8.73
"529","2009-02-06",9.34
"530","2009-02-09",9.73
"531","2009-02-10",9.32
"532","2009-02-11",9.36
"533","2009-02-12",9.32
"534","2009-02-13",9.37
"535","2009-02-17",8.84
"536","2009-02-18",8.26
"537","2009-02-19",8
"538","2009-02-20",8.52
"539","2009-02-23",8.16
"540","2009-02-24",8.39
"541","2009-02-25",8.17
"542","2009-02-26",8.07
"543","2009-02-27",8.32
"544","2009-03-02",8.2
"545","2009-03-03",7.95
"546","2009-03-04",8.44
"547","2009-03-05",7.98
"548","2009-03-06",8.15
"549","2009-03-09",7.92
"550","2009-03-10",8.13
"551","2009-03-11",8.22
"552","2009-03-12",9.04
"553","2009-03-13",9.15
"554","2009-03-16",8.61
"555","2009-03-17",9.1
"556","2009-03-18",9.03
"557","2009-03-19",8.97
"558","2009-03-20",8.63
"559","2009-03-23",9.93
"560","2009-03-24",9.07
"561","2009-03-25",9.71
"562","2009-03-26",10.13
"563","2009-03-27",9.17
"564","2009-03-30",8.9
"565","2009-03-31",9.7
"566","2009-04-01",8.83
"567","2009-04-02",8.83
"568","2009-04-03",8.72
"569","2009-04-06",8.73
"570","2009-04-07",8.41
"571","2009-04-08",8.22
"572","2009-04-09",8.58
"573","2009-04-13",8.44
"574","2009-04-14",8.47
"575","2009-04-15",8.78
"576","2009-04-16",8.74
"577","2009-04-17",8.75
"578","2009-04-20",8.6
"579","2009-04-21",8.82
"580","2009-04-22",8.71
"581","2009-04-23",8.59
"582","2009-04-24",9.88
"583","2009-04-27",9.82
"584","2009-04-28",9.34
"585","2009-04-29",9.76
"586","2009-04-30",9.36
"587","2009-05-01",9.36
"588","2009-05-04",9.55
"589","2009-05-05",9.17
"590","2009-05-06",8.96
"591","2009-05-07",8.75
"592","2009-05-08",9.29
"593","2009-05-11",9.23
"594","2009-05-12",8.99
"595","2009-05-13",8.42
"596","2009-05-14",8.38
"597","2009-05-15",8.52
"598","2009-05-18",8.9
"599","2009-05-19",8.59
"600","2009-05-20",8.52
"601","2009-05-21",8.68
"602","2009-05-22",8.9
"603","2009-05-26",9.13
"604","2009-05-27",8.8
"605","2009-05-28",8.76
"606","2009-05-29",8.88
"607","2009-06-01",9.19
"608","2009-06-02",9.06
"609","2009-06-03",9.14
"610","2009-06-04",9.24
"611","2009-06-05",9.13
"612","2009-06-08",9.11
"613","2009-06-09",9.11
"614","2009-06-10",9.35
"615","2009-06-11",9.02
"616","2009-06-12",9.06
"617","2009-06-15",8.83
"618","2009-06-16",8.56
"619","2009-06-17",8.55
"620","2009-06-18",8.52
"621","2009-06-19",8.84
"622","2009-06-22",8.27
"623","2009-06-23",8.26
"624","2009-06-24",8.6
"625","2009-06-25",8.86
"626","2009-06-26",8.58
"627","2009-06-29",8.45
"628","2009-06-30",8.48
"629","2009-07-01",8.54
"630","2009-07-02",8.21
"631","2009-07-06",8.42
"632","2009-07-07",8.4
"633","2009-07-08",8.38
"634","2009-07-09",8.49
"635","2009-07-10",8.48
"636","2009-07-13",8.66
"637","2009-07-14",8.47
"638","2009-07-15",9.39
"639","2009-07-16",9.53
"640","2009-07-17",9.18
"641","2009-07-20",9.48
"642","2009-07-21",9.47
"643","2009-07-22",9.71
"644","2009-07-23",9.44
"645","2009-07-24",9.54
"646","2009-07-27",9.3
"647","2009-07-28",9.28
"648","2009-07-29",9.3
"649","2009-07-30",9.28
"650","2009-07-31",8.63
"651","2009-08-03",8.68
"652","2009-08-04",8.69
"653","2009-08-05",8.45
"654","2009-08-06",8.37
"655","2009-08-07",8.61
"656","2009-08-10",8.58
"657","2009-08-11",8.31
"658","2009-08-12",8.31
"659","2009-08-13",8.3
"660","2009-08-14",8.25
"661","2009-08-17",8.48
"662","2009-08-18",8.68
"663","2009-08-19",8.79
"664","2009-08-20",9.06
"665","2009-08-21",8.99
"666","2009-08-24",9.02
"667","2009-08-25",8.76
"668","2009-08-26",8.81
"669","2009-08-27",8.75
"670","2009-08-28",8.7
"671","2009-08-31",8.62
"672","2009-09-01",8.66
"673","2009-09-02",8.58
"674","2009-09-03",8.6
"675","2009-09-04",8.97
"676","2009-09-08",9.02
"677","2009-09-09",9.12
"678","2009-09-10",9.13
"679","2009-09-11",8.94
"680","2009-09-14",8.88
"681","2009-09-15",8.89
"682","2009-09-16",9.01
"683","2009-09-17",9.25
"684","2009-09-18",9.49
"685","2009-09-21",9.69
"686","2009-09-22",9.28
"687","2009-09-23",9.18
"688","2009-09-24",9
"689","2009-09-25",9.11
"690","2009-09-28",9.38
"691","2009-09-29",9.42
"692","2009-09-30",9.25
"693","2009-10-01",9.06
"694","2009-10-02",8.98
"695","2009-10-05",9.24
"696","2009-10-06",9.11
"697","2009-10-07",9.01
"698","2009-10-08",9.06
"699","2009-10-09",9.25
"700","2009-10-12",9.3
"701","2009-10-13",9.4
"702","2009-10-14",9.69
"703","2009-10-15",9.26
"704","2009-10-16",9.3
"705","2009-10-19",9.12
"706","2009-10-20",9
"707","2009-10-21",8.96
"708","2009-10-22",9.27
"709","2009-10-23",9.81
"710","2009-10-26",9.79
"711","2009-10-27",9.86
"712","2009-10-28",10.14
"713","2009-10-29",10.34
"714","2009-10-30",10.04
"715","2009-11-02",10.14
"716","2009-11-03",10.21
"717","2009-11-04",9.95
"718","2009-11-05",10.14
"719","2009-11-06",9.86
"720","2009-11-09",10.14
"721","2009-11-10",10.29
"722","2009-11-11",10.36
"723","2009-11-12",10.03
"724","2009-11-13",9.93
"725","2009-11-16",10.17
"726","2009-11-17",10.24
"727","2009-11-18",9.98
"728","2009-11-19",9.49
"729","2009-11-20",9.4
"730","2009-11-23",9.55
"731","2009-11-24",9.25
"732","2009-11-25",9.19
"733","2009-11-27",8.96
"734","2009-11-30",8.91
"735","2009-12-01",9.06
"736","2009-12-02",9.25
"737","2009-12-03",9.04
"738","2009-12-04",9.19
"739","2009-12-07",9.23
"740","2009-12-08",9.02
"741","2009-12-09",9
"742","2009-12-10",8.7
"743","2009-12-11",8.94
"744","2009-12-14",8.98
"745","2009-12-15",8.78
"746","2009-12-16",8.91
"747","2009-12-17",9.01
"748","2009-12-18",8.71
"749","2009-12-21",8.85
"750","2009-12-22",9.03
"751","2009-12-23",9.11
"752","2009-12-24",9.1
"753","2009-12-28",9.12
"754","2009-12-29",9.12
"755","2009-12-30",9.09
"756","2009-12-31",9
"757","2010-01-04",9.2
"758","2010-01-05",9.06
"759","2010-01-06",9.08
"760","2010-01-07",9
"761","2010-01-08",9.1
"762","2010-01-11",9.03
"763","2010-01-12",9
"764","2010-01-13",9.09
"765","2010-01-14",9.05
"766","2010-01-15",9.15
"767","2010-01-19",9.05
"768","2010-01-20",9
"769","2010-01-21",9.03
"770","2010-01-22",9.01
"771","2010-01-25",8.95
"772","2010-01-26",8.92
"773","2010-01-27",9.17
"774","2010-01-28",8.9
"775","2010-01-29",8.84
"776","2010-02-01",8.98
"777","2010-02-02",9.01
"778","2010-02-03",8.9
"779","2010-02-04",8.91
"780","2010-02-05",9.04
"781","2010-02-08",9.02
"782","2010-02-09",9.08
"783","2010-02-10",8.91
"784","2010-02-11",9.08
"785","2010-02-12",9.19
"786","2010-02-16",9.23
"787","2010-02-17",9.3
"788","2010-02-18",9.29
"789","2010-02-19",9.26
"790","2010-02-22",9.29
"791","2010-02-23",9.2
"792","2010-02-24",9.18
"793","2010-02-25",9.06
"794","2010-02-26",9.06
"795","2010-03-01",9.42
"796","2010-03-02",9.49
"797","2010-03-03",9.55
"798","2010-03-04",9.83
"799","2010-03-05",10
"800","2010-03-08",9.99
"801","2010-03-09",10.11
"802","2010-03-10",10.11
"803","2010-03-11",10.48
"804","2010-03-12",10.41
"805","2010-03-15",10.29
"806","2010-03-16",10.27
"807","2010-03-17",10.24
"808","2010-03-18",10.21
"809","2010-03-19",10.08
"810","2010-03-22",10.48
"811","2010-03-23",10.27
"812","2010-03-24",10.12
"813","2010-03-25",10.02
"814","2010-03-26",10.1
"815","2010-03-29",10.08
"816","2010-03-30",10.02
"817","2010-03-31",10.1
"818","2010-04-01",10.15
"819","2010-04-05",10.37
"820","2010-04-06",10.05
"821","2010-04-07",10.06
"822","2010-04-08",10.06
"823","2010-04-09",10.12
"824","2010-04-12",10.05
"825","2010-04-13",10.05
"826","2010-04-14",10.65
"827","2010-04-15",10.19
"828","2010-04-16",10.1
"829","2010-04-19",10.34
"830","2010-04-20",10.26
"831","2010-04-21",10.29
"832","2010-04-22",10.44
"833","2010-04-23",10.34
"834","2010-04-26",10.39
"835","2010-04-27",10.34
"836","2010-04-28",10.09
"837","2010-04-29",10.12
"838","2010-04-30",10.6
"839","2010-05-03",10.89
"840","2010-05-04",10.76
"841","2010-05-05",10.4
"842","2010-05-06",10.08
"843","2010-05-07",10
"844","2010-05-10",10.47
"845","2010-05-11",10.37
"846","2010-05-12",10.6
"847","2010-05-13",10.78
"848","2010-05-14",10.8
"849","2010-05-17",10.66
"850","2010-05-18",10.57
"851","2010-05-19",10.55
"852","2010-05-20",10.46
"853","2010-05-21",10.57
"854","2010-05-24",10.45
"855","2010-05-25",10.14
"856","2010-05-26",10.35
"857","2010-05-27",10.59
"858","2010-05-28",10.48
"859","2010-06-01",10.25
"860","2010-06-02",10.55
"861","2010-06-03",10.53
"862","2010-06-04",10.27
"863","2010-06-07",10.15
"864","2010-06-08",10.1
"865","2010-06-09",10.03
"866","2010-06-10",10.2
"867","2010-06-11",10.36
"868","2010-06-14",10.64
"869","2010-06-15",10.77
"870","2010-06-16",10.55
"871","2010-06-17",10.36
"872","2010-06-18",10.11
"873","2010-06-21",10.1
"874","2010-06-22",10.02
"875","2010-06-23",10.2
"876","2010-06-24",10.17
"877","2010-06-25",10.27
"878","2010-06-28",10.27
"879","2010-06-29",10.2
"880","2010-06-30",10.25
"881","2010-07-01",10.12
"882","2010-07-02",10.02
"883","2010-07-06",9.56
"884","2010-07-07",9.67
"885","2010-07-08",9.81
"886","2010-07-09",10.03
"887","2010-07-12",9.94
"888","2010-07-13",10.25
"889","2010-07-14",10.32
"890","2010-07-15",10.31
"891","2010-07-16",9.96
"892","2010-07-19",10.02
"893","2010-07-20",10.2
"894","2010-07-21",10.06
"895","2010-07-22",10.34
"896","2010-07-23",10.69
"897","2010-07-26",10.73
"898","2010-07-27",10.74
"899","2010-07-28",10.52
"900","2010-07-29",10.49
"901","2010-07-30",10.94
"902","2010-08-02",10.92
"903","2010-08-03",10.84
"904","2010-08-04",10.97
"905","2010-08-05",10.75
"906","2010-08-06",10.88
"907","2010-08-09",10.98
"908","2010-08-10",11
"909","2010-08-11",10.5
"910","2010-08-12",10.77
"911","2010-08-13",10.7
"912","2010-08-16",10.72
"913","2010-08-17",11.01
"914","2010-08-18",11.28
"915","2010-08-19",11.01
"916","2010-08-20",11.09
"917","2010-08-23",11.03
"918","2010-08-24",11.05
"919","2010-08-25",11.12
"920","2010-08-26",11
"921","2010-08-27",11.36
"922","2010-08-30",11.03
"923","2010-08-31",11.44
"924","2010-09-01",12.26
"925","2010-09-02",12.22
"926","2010-09-03",12.41
"927","2010-09-07",12.23
"928","2010-09-08",12.22
"929","2010-09-09",12.32
"930","2010-09-10",12.15
"931","2010-09-13",12.02
"932","2010-09-14",12.33
"933","2010-09-15",12.24
"934","2010-09-16",12.11
"935","2010-09-17",12.11
"936","2010-09-20",12.34
"937","2010-09-21",12.08
"938","2010-09-22",12.04
"939","2010-09-23",12.07
"940","2010-09-24",12.46
"941","2010-09-27",12.79
"942","2010-09-28",12.87
"943","2010-09-29",13.17
"944","2010-09-30",13
"945","2010-10-01",13
"946","2010-10-04",12.91
"947","2010-10-05",13.35
"948","2010-10-06",13.21
"949","2010-10-07",13.26
"950","2010-10-08",13.36
"951","2010-10-11",13.33
"952","2010-10-12",13.99
"953","2010-10-13",13.9
"954","2010-10-14",13.59
"955","2010-10-15",13.92
"956","2010-10-18",14.06
"957","2010-10-19",13.46
"958","2010-10-20",13.68
"959","2010-10-21",13.85
"960","2010-10-22",14.4
"961","2010-10-25",14.88
"962","2010-10-26",14.57
"963","2010-10-27",14.38
"964","2010-10-28",14.43
"965","2010-10-29",15.94
"966","2010-11-01",15.64
"967","2010-11-02",14.8
"968","2010-11-03",15
"969","2010-11-04",15.12
"970","2010-11-05",15.1
"971","2010-11-08",13.47
"972","2010-11-09",13.13
"973","2010-11-10",13.99
"974","2010-11-11",13.79
"975","2010-11-12",13.29
"976","2010-11-15",13.27
"977","2010-11-16",12.83
"978","2010-11-17",12.69
"979","2010-11-18",12.76
"980","2010-11-19",12.82
"981","2010-11-22",12.69
"982","2010-11-23",12.45
"983","2010-11-24",12.95
"984","2010-11-26",13.06
"985","2010-11-29",13.31
"986","2010-11-30",13.16
"987","2010-12-01",13.16
"988","2010-12-02",13.11
"989","2010-12-03",13.16
"990","2010-12-06",13.21
"991","2010-12-07",13.49
"992","2010-12-08",13.5
"993","2010-12-09",13.51
"994","2010-12-10",13.68
"995","2010-12-13",13.67
"996","2010-12-14",13.91
"997","2010-12-15",13.92
"998","2010-12-16",14.19
"999","2010-12-17",14.25
"1000","2010-12-20",14.37
"1001","2010-12-21",14.26
