"","date","SINT"
"73","2014-05-29",2695.5
"74","2014-05-30",2695.5
"75","2014-06-02",2583
"76","2014-06-03",2430
"77","2014-06-04",2187
"78","2014-06-05",2286
"79","2014-06-06",2245.5
"80","2014-06-09",2146.5
"81","2014-06-10",2056.5
"82","2014-06-11",2025
"83","2014-06-12",2227.5
"84","2014-06-13",2200.5
"85","2014-06-16",2133
"86","2014-06-17",2178
"87","2014-06-18",2209.5
"88","2014-06-19",2146.5
"89","2014-06-20",2101.5
"90","2014-06-23",2110.5
"91","2014-06-24",2191.5
"92","2014-06-25",2115
"93","2014-06-26",2110.5
"94","2014-06-27",2092.5
"95","2014-06-30",2029.5
"96","2014-07-01",2034
"97","2014-07-02",2034
"98","2014-07-03",2002.5
"99","2014-07-07",2079
"100","2014-07-08",2002.5
"101","2014-07-09",2002.5
"102","2014-07-10",1966.5
"103","2014-07-11",1993.5
"104","2014-07-14",1993.5
"105","2014-07-15",1912.5
"106","2014-07-16",1809
"107","2014-07-17",1867.5
"108","2014-07-18",1890
"109","2014-07-21",1894.5
"110","2014-07-22",1971
"111","2014-07-23",1894.5
"112","2014-07-24",1917
"113","2014-07-25",1908
"114","2014-07-28",2007
"115","2014-07-29",1953
"116","2014-07-30",1894.5
"117","2014-07-31",1804.5
"118","2014-08-01",1728
"119","2014-08-04",1692
"120","2014-08-05",1692
"121","2014-08-06",1728
"122","2014-08-07",1615.5
"123","2014-08-08",1615.5
"124","2014-08-11",1530
"125","2014-08-12",1066.5
"126","2014-08-13",1327.5
"127","2014-08-14",1296
"128","2014-08-15",1273.5
"129","2014-08-18",1246.5
"130","2014-08-19",1264.5
"131","2014-08-20",1255.5
"132","2014-08-21",1260
"133","2014-08-22",1248.75
"134","2014-08-25",1219.5
"135","2014-08-26",1237.5
"136","2014-08-27",1228.5
"137","2014-08-28",1206
"138","2014-08-29",1152
"139","2014-09-02",1227.599976
"140","2014-09-03",1151.099976
"141","2014-09-04",1129.5
"142","2014-09-05",1080
"143","2014-09-08",1152
"144","2014-09-09",1147.5
"145","2014-09-10",1201.5
"146","2014-09-11",1102.5
"147","2014-09-12",1161
"148","2014-09-15",1066.5
"149","2014-09-16",1102.5
"150","2014-09-17",1120.5
"151","2014-09-18",1111.5
"152","2014-09-19",1026
"153","2014-09-22",963
"154","2014-09-23",850.5
"155","2014-09-24",850.5
"156","2014-09-25",814.5
"157","2014-09-26",774
"158","2014-09-29",778.5
"159","2014-09-30",724.5
"160","2014-10-01",652.5
"161","2014-10-02",585
"162","2014-10-03",540
"163","2014-10-06",576
"164","2014-10-07",522.900024
"165","2014-10-08",580.5
"166","2014-10-09",585
"167","2014-10-10",499.5
"168","2014-10-13",477
"169","2014-10-14",558
"170","2014-10-15",549
"171","2014-10-16",517.5
"172","2014-10-17",558
"173","2014-10-20",616.5
"174","2014-10-21",639
"175","2014-10-22",765
"176","2014-10-23",841.5
"177","2014-10-24",1170
"178","2014-10-27",1044
"179","2014-10-28",1062
"180","2014-10-29",1030.5
"181","2014-10-30",949.5
"182","2014-10-31",1003.5
"183","2014-11-03",877.5
"184","2014-11-04",841.5
"185","2014-11-05",711
"186","2014-11-06",643.5
"187","2014-11-07",607.5
"188","2014-11-10",612
"189","2014-11-11",612
"190","2014-11-12",562.5
"191","2014-11-13",544.5
"192","2014-11-14",549
"193","2014-11-17",607.5
"194","2014-11-18",567
"195","2014-11-19",553.5
"196","2014-11-20",526.5
"197","2014-11-21",454.5
"198","2014-11-24",445.5
"199","2014-11-25",427.5
"200","2014-11-26",423
"201","2014-11-28",382.5
"202","2014-12-01",373.5
"203","2014-12-02",328.5
"204","2014-12-03",319.5
"205","2014-12-04",266.399994
"206","2014-12-05",261
"207","2014-12-08",279
"208","2014-12-09",309.600006
"209","2014-12-10",324
"210","2014-12-11",315
"211","2014-12-12",310.5
"212","2014-12-15",297
"213","2014-12-16",285.75
"214","2014-12-17",297.450012
"215","2014-12-18",327.149994
"216","2014-12-19",310.5
"217","2014-12-22",300.600006
"218","2014-12-23",294.75
"219","2014-12-24",288
"220","2014-12-26",310.5
"221","2014-12-29",306
"222","2014-12-30",312.75
"223","2014-12-31",360
"224","2015-01-02",391.5
"225","2015-01-05",454.5
"226","2015-01-06",400.5
"227","2015-01-07",435.149994
"228","2015-01-08",427.5
"229","2015-01-09",425.25
"230","2015-01-12",422.100006
"231","2015-01-13",387
"232","2015-01-14",355.049988
"233","2015-01-15",342
"234","2015-01-16",338.399994
"235","2015-01-20",333
"236","2015-01-21",324.899994
"237","2015-01-22",337.5
"238","2015-01-23",315
"239","2015-01-26",308.25
"240","2015-01-27",333
"241","2015-01-28",319.5
"242","2015-01-29",319.5
"243","2015-01-30",302.399994
"244","2015-02-02",315
"245","2015-02-03",317.25
"246","2015-02-04",311.850006
"247","2015-02-05",292.5
"248","2015-02-06",297
"249","2015-02-09",297
"250","2015-02-10",291.600006
"251","2015-02-11",288
"252","2015-02-12",288
"253","2015-02-13",292.5
"254","2015-02-17",333
"255","2015-02-18",351
"256","2015-02-19",360
"257","2015-02-20",360
"258","2015-02-23",324.450012
"259","2015-02-24",301.5
"260","2015-02-25",346.5
"261","2015-02-26",333.450012
"262","2015-02-27",342
"263","2015-03-02",373.5
"264","2015-03-03",364.5
"265","2015-03-04",333
"266","2015-03-05",310.5
"267","2015-03-06",288
"268","2015-03-09",261
"269","2015-03-10",225
"270","2015-03-11",238.5
"271","2015-03-12",270.899994
"272","2015-03-13",261
"273","2015-03-16",297
"274","2015-03-17",270.899994
"275","2015-03-18",256.5
"276","2015-03-19",247.949997
"277","2015-03-20",256.5
"278","2015-03-23",261
"279","2015-03-24",254.25
"280","2015-03-25",201.149994
"281","2015-03-26",207
"282","2015-03-27",193.5
"283","2015-03-30",180
"284","2015-03-31",157.949997
"285","2015-04-01",157.5
"286","2015-04-02",139.5
"287","2015-04-06",135
"288","2015-04-07",150.75
"289","2015-04-08",135.449997
"290","2015-04-09",135
"291","2015-04-10",121.5
"292","2015-04-13",139.5
"293","2015-04-14",135
"294","2015-04-15",121.5
"295","2015-04-16",125.099998
"296","2015-04-17",119.25
"297","2015-04-20",121.949997
"298","2015-04-21",128.699997
"299","2015-04-22",130.5
"300","2015-04-23",126
"301","2015-04-24",121.5
"302","2015-04-27",103.949997
"303","2015-04-28",99
"304","2015-04-29",121.5
"305","2015-04-30",113.849998
"306","2015-05-01",105.75
"307","2015-05-04",117
"308","2015-05-05",117
"309","2015-05-06",113.400002
"310","2015-05-07",143.550003
"311","2015-05-08",109.800003
"312","2015-05-11",105.300003
"313","2015-05-12",107.550003
"314","2015-05-13",103.5
"315","2015-05-14",100.349998
"316","2015-05-15",99.449997
"317","2015-05-18",105.75
"318","2015-05-19",101.699997
"319","2015-05-20",108
"320","2015-05-21",113.400002
"321","2015-05-22",126.449997
"322","2015-05-26",131.399994
"323","2015-05-27",129.600006
"324","2015-05-28",128.25
"325","2015-05-29",126
"326","2015-06-01",138.600006
"327","2015-06-02",146.25
"328","2015-06-03",149.850006
"329","2015-06-04",151.649994
"330","2015-06-05",144.899994
"331","2015-06-08",146.25
"332","2015-06-09",146.25
"333","2015-06-10",155.25
"334","2015-06-11",155.25
"335","2015-06-12",175.5
"336","2015-06-15",213.75
"337","2015-06-16",189.449997
"338","2015-06-17",192.600006
"339","2015-06-18",207
"340","2015-06-19",243
"341","2015-06-22",315
"342","2015-06-23",256.5
"343","2015-06-24",287.549988
"344","2015-06-25",288
"345","2015-06-26",267.299988
"346","2015-06-29",243
"347","2015-06-30",257.399994
"348","2015-07-01",270
"349","2015-07-02",267.75
"350","2015-07-06",265.5
"351","2015-07-07",249.75
"352","2015-07-08",212.850006
"353","2015-07-09",239.399994
"354","2015-07-10",276.75
"355","2015-07-13",271.350006
"356","2015-07-14",265.049988
"357","2015-07-15",261
"358","2015-07-16",254.25
"359","2015-07-17",252
"360","2015-07-20",245.25
"361","2015-07-21",252
"362","2015-07-22",243
"363","2015-07-23",243
"364","2015-07-24",333
"365","2015-07-27",348.299988
"366","2015-07-28",245.25
"367","2015-07-29",252
"368","2015-07-30",240.75
"369","2015-07-31",240.300003
"370","2015-08-03",237.600006
"371","2015-08-04",225.899994
"372","2015-08-05",225
"373","2015-08-06",224.550003
"374","2015-08-07",222.75
"375","2015-08-10",211.949997
"376","2015-08-11",203.399994
"377","2015-08-12",252
"378","2015-08-13",239.399994
"379","2015-08-14",229.5
"380","2015-08-17",225
"381","2015-08-18",222.75
"382","2015-08-19",217.350006
"383","2015-08-20",220.5
"384","2015-08-21",208.350006
"385","2015-08-24",186.300003
"386","2015-08-25",195.75
"387","2015-08-26",211.050003
"388","2015-08-27",217.800003
"389","2015-08-28",216
"390","2015-08-31",214.199997
"391","2015-09-01",211.5
"392","2015-09-02",216
"393","2015-09-03",212.399994
"394","2015-09-04",211.5
"395","2015-09-08",186.75
"396","2015-09-09",189
"397","2015-09-10",177.75
"398","2015-09-11",177.75
"399","2015-09-14",180
"400","2015-09-15",184.050003
"401","2015-09-16",193.5
"402","2015-09-17",189
"403","2015-09-18",196.649994
"404","2015-09-21",185.399994
"405","2015-09-22",180
"406","2015-09-23",174.600006
"407","2015-09-24",164.699997
"408","2015-09-25",158.850006
"409","2015-09-28",144
"410","2015-09-29",146.25
"411","2015-09-30",140.399994
"412","2015-10-01",141.300003
"413","2015-10-02",142.649994
"414","2015-10-05",164.699997
"415","2015-10-06",159.300003
"416","2015-10-07",151.199997
"417","2015-10-08",144
"418","2015-10-09",135
"419","2015-10-12",137.699997
"420","2015-10-13",132.75
"421","2015-10-14",126.449997
"422","2015-10-15",126
"423","2015-10-16",126
"424","2015-10-19",121.5
"425","2015-10-20",115.199997
"426","2015-10-21",107.099998
"427","2015-10-22",111.599998
"428","2015-10-23",113.849998
"429","2015-10-26",126.449997
"430","2015-10-27",119.25
"431","2015-10-28",119.699997
"432","2015-10-29",121.5
"433","2015-10-30",119.699997
"434","2015-11-02",117.900002
"435","2015-11-03",124.199997
"436","2015-11-04",121.5
"437","2015-11-05",117
"438","2015-11-06",113.849998
"439","2015-11-09",108.449997
"440","2015-11-10",101.25
"441","2015-11-11",81.900002
"442","2015-11-12",54.900002
"443","2015-11-13",43.200001
"444","2015-11-16",48.150002
"445","2015-11-17",45
"446","2015-11-18",45.900002
"447","2015-11-19",46.799999
"448","2015-11-20",51.299999
"449","2015-11-23",56.700001
"450","2015-11-24",67.949997
"451","2015-11-25",61.650002
"452","2015-11-27",63
"453","2015-11-30",61.200001
"454","2015-12-01",61.200001
"455","2015-12-02",59.400002
"456","2015-12-03",58.950001
"457","2015-12-04",52.200001
"458","2015-12-07",48.599998
"459","2015-12-08",62.099998
"460","2015-12-09",58.049999
"461","2015-12-10",61.650002
"462","2015-12-11",67.5
"463","2015-12-14",55.799999
"464","2015-12-15",58.5
"465","2015-12-16",51.75
"466","2015-12-17",47.700001
"467","2015-12-18",49.049999
"468","2015-12-21",45.900002
"469","2015-12-22",49.5
"470","2015-12-23",46.799999
"471","2015-12-24",45.900002
"472","2015-12-28",45.900002
"473","2015-12-29",45.450001
"474","2015-12-30",49.5
"475","2015-12-31",53.549999
"476","2016-01-04",50.849998
"477","2016-01-05",59.400002
"478","2016-01-06",58.049999
"479","2016-01-07",50.849998
"480","2016-01-08",53.549999
"481","2016-01-11",50.849998
"482","2016-01-12",49.5
"483","2016-01-13",49.049999
"484","2016-01-14",47.700001
"485","2016-01-15",48.599998
"486","2016-01-19",52.200001
"487","2016-01-20",52.650002
"488","2016-01-21",54
"489","2016-01-22",47.700001
"490","2016-01-25",36.299999
"491","2016-01-26",41.07
"492","2016-01-27",58.5
"493","2016-01-28",92.699997
"494","2016-01-29",83.699997
"495","2016-02-01",88.800003
"496","2016-02-02",92.099998
"497","2016-02-03",84.599998
"498","2016-02-04",88.199997
"499","2016-02-05",89.400002
"500","2016-02-08",87.300003
"501","2016-02-09",78
"502","2016-02-10",64.5
"503","2016-02-11",62.700001
"504","2016-02-12",63.599998
"505","2016-02-16",53.700001
"506","2016-02-17",54.599998
"507","2016-02-18",62.099998
"508","2016-02-19",61.799999
"509","2016-02-22",68.400002
"510","2016-02-23",75.300003
"511","2016-02-24",74.699997
"512","2016-02-25",71.699997
"513","2016-02-26",74.400002
"514","2016-02-29",75
"515","2016-03-01",79.199997
"516","2016-03-02",84.300003
"517","2016-03-03",81.900002
"518","2016-03-04",87.300003
"519","2016-03-07",74.400002
"520","2016-03-08",70.5
"521","2016-03-09",67.5
"522","2016-03-10",62.400002
"523","2016-03-11",63.299999
"524","2016-03-14",62.700001
"525","2016-03-15",57.299999
"526","2016-03-16",54.900002
"527","2016-03-17",61.5
"528","2016-03-18",58.799999
"529","2016-03-21",55.5
"530","2016-03-22",49.5
"531","2016-03-23",48.900002
"532","2016-03-24",43.799999
"533","2016-03-28",46.799999
"534","2016-03-29",48.299999
"535","2016-03-30",47.099998
"536","2016-03-31",46.5
"537","2016-04-01",48.299999
"538","2016-04-04",48.900002
"539","2016-04-05",44.099998
"540","2016-04-06",45
"541","2016-04-07",44.400002
"542","2016-04-08",43.5
"543","2016-04-11",46.200001
"544","2016-04-12",47.099998
"545","2016-04-13",50.099998
"546","2016-04-14",51.900002
"547","2016-04-15",48.900002
"548","2016-04-18",60.599998
"549","2016-04-19",54.599998
"550","2016-04-20",53.400002
"551","2016-04-21",52.799999
"552","2016-04-22",51.599998
"553","2016-04-25",49.799999
"554","2016-04-26",51
"555","2016-04-27",49.799999
"556","2016-04-28",47.700001
"557","2016-04-29",46.799999
"558","2016-05-02",45
"559","2016-05-03",47.099998
"560","2016-05-04",45
"561","2016-05-05",42.900002
"562","2016-05-06",42.599998
"563","2016-05-09",40.200001
"564","2016-05-10",40.5
"565","2016-05-11",47.400002
"566","2016-05-12",45
"567","2016-05-13",42
"568","2016-05-16",39
"569","2016-05-17",39
"570","2016-05-18",39
"571","2016-05-19",42.299999
"572","2016-05-20",43.799999
"573","2016-05-23",41.099998
"574","2016-05-24",40.799999
"575","2016-05-25",40.5
"576","2016-05-26",41.099998
"577","2016-05-27",40.5
"578","2016-05-31",40.5
"579","2016-06-01",43.799999
"580","2016-06-02",42.450001
"581","2016-06-03",41.400002
"582","2016-06-06",42
"583","2016-06-07",42.900002
"584","2016-06-08",41.700001
"585","2016-06-09",42
"586","2016-06-10",39.900002
"587","2016-06-13",38.400002
"588","2016-06-14",38.400002
"589","2016-06-15",38.099998
"590","2016-06-16",38.700001
"591","2016-06-17",37.799999
"592","2016-06-20",37.799999
"593","2016-06-21",37.799999
"594","2016-06-22",40.799999
"595","2016-06-23",41.700001
"596","2016-06-24",42.599998
"597","2016-06-27",47.400002
"598","2016-06-28",44.099998
"599","2016-06-29",43.5
"600","2016-06-30",39.599998
"601","2016-07-01",39.900002
"602","2016-07-05",27.57
"603","2016-07-06",26.700001
"604","2016-07-07",26.4
"605","2016-07-08",26.549999
"606","2016-07-11",26.34
"607","2016-07-12",26.940001
"608","2016-07-13",26.549999
"609","2016-07-14",26.25
"610","2016-07-15",25.5
"611","2016-07-18",24.18
"612","2016-07-19",23.549999
"613","2016-07-20",22.889999
"614","2016-07-21",23.309999
"615","2016-07-22",23.1
"616","2016-07-25",22.799999
"617","2016-07-26",22.65
"618","2016-07-27",23.1
"619","2016-07-28",26.07
"620","2016-07-29",25.049999
"621","2016-08-01",25.200001
"622","2016-08-02",23.549999
"623","2016-08-03",24.030001
"624","2016-08-04",23.940001
"625","2016-08-05",23.940001
"626","2016-08-08",24.9
"627","2016-08-09",24.299999
"628","2016-08-10",23.129999
"629","2016-08-11",22.5
"630","2016-08-12",20.129999
"631","2016-08-15",19.440001
"632","2016-08-16",20.639999
"633","2016-08-17",20.25
"634","2016-08-18",19.02
"635","2016-08-19",19.200001
"636","2016-08-22",32.400002
"637","2016-08-23",34.799999
"638","2016-08-24",33.599998
"639","2016-08-25",30.299999
"640","2016-08-26",30.299999
"641","2016-08-29",30
"642","2016-08-30",28.799999
"643","2016-08-31",26.639999
"644","2016-09-01",26.1
"645","2016-09-02",25.799999
"646","2016-09-06",29.4
"647","2016-09-07",27
"648","2016-09-08",27
"649","2016-09-09",27.33
"650","2016-09-12",27.9
"651","2016-09-13",30.9
"652","2016-09-14",30.6
"653","2016-09-15",29.040001
"654","2016-09-16",28.049999
"655","2016-09-19",28.23
"656","2016-09-20",28.799999
"657","2016-09-21",27.9
"658","2016-09-22",28.92
"659","2016-09-23",28.799999
"660","2016-09-26",28.200001
"661","2016-09-27",27.299999
"662","2016-09-28",27.450001
"663","2016-09-29",28.02
"664","2016-09-30",27.870001
"665","2016-10-03",27.450001
"666","2016-10-04",27.450001
"667","2016-10-05",24.6
"668","2016-10-06",25.5
"669","2016-10-07",24.6
"670","2016-10-10",24.6
"671","2016-10-11",23.700001
"672","2016-10-12",24.299999
"673","2016-10-13",23.309999
"674","2016-10-14",24
"675","2016-10-17",24.959999
"676","2016-10-18",24.09
"677","2016-10-19",24.24
"678","2016-10-20",23.549999
"679","2016-10-21",23.4
"680","2016-10-24",23.549999
"681","2016-10-25",22.950001
"682","2016-10-26",21.6
"683","2016-10-27",21.959999
"684","2016-10-28",22.65
"685","2016-10-31",21.75
"686","2016-11-01",21
"687","2016-11-02",20.43
"688","2016-11-03",18.93
"689","2016-11-04",20.4
"690","2016-11-07",20.73
"691","2016-11-08",21
"692","2016-11-09",20.549999
"693","2016-11-10",21.9
"694","2016-11-11",22.530001
"695","2016-11-14",23.940001
"696","2016-11-15",26.4
"697","2016-11-16",27.09
"698","2016-11-17",25.200001
"699","2016-11-18",25.5
"700","2016-11-21",31.5
"701","2016-11-22",22.049999
"702","2016-11-23",21.299999
"703","2016-11-25",21.360001
"704","2016-11-28",20.25
"705","2016-11-29",20.309999
"706","2016-11-30",20.040001
"707","2016-12-01",19.26
"708","2016-12-02",19.200001
"709","2016-12-05",18.959999
"710","2016-12-06",20.85
"711","2016-12-07",20.4
"712","2016-12-08",19.799999
"713","2016-12-09",19.950001
"714","2016-12-12",19.200001
"715","2016-12-13",19.32
"716","2016-12-14",18.99
"717","2016-12-15",19.200001
"718","2016-12-16",19.049999
"719","2016-12-19",20.219999
"720","2016-12-20",19.65
"721","2016-12-21",19.200001
"722","2016-12-22",19.799999
"723","2016-12-23",19.5
"724","2016-12-27",19.950001
"725","2016-12-28",19.5
"726","2016-12-29",19.02
"727","2016-12-30",18.9
"728","2017-01-03",19.41
"729","2017-01-04",19.440001
"730","2017-01-05",19.440001
"731","2017-01-06",20.700001
"732","2017-01-09",20.129999
"733","2017-01-10",19.889999
"734","2017-01-11",20.25
"735","2017-01-12",19.98
"736","2017-01-13",20.25
"737","2017-01-17",19.83
"738","2017-01-18",18.99
"739","2017-01-19",13.14
"740","2017-01-20",13.14
"741","2017-01-23",12.72
"742","2017-01-24",12.63
"743","2017-01-25",12.57
"744","2017-01-26",12.39
"745","2017-01-27",12.3
"746","2017-01-30",11.4
"747","2017-01-31",11.19
"748","2017-02-01",11.88
"749","2017-02-02",12
"750","2017-02-03",11.4
"751","2017-02-06",12
"752","2017-02-07",11.1
"753","2017-02-08",11.43
"754","2017-02-09",11.85
"755","2017-02-10",12.27
"756","2017-02-13",11.52
"757","2017-02-14",11.73
"758","2017-02-15",12.27
"759","2017-02-16",13.41
"760","2017-02-17",12.6
"761","2017-02-21",11.55
"762","2017-02-22",11.64
"763","2017-02-23",11.55
"764","2017-02-24",11.55
"765","2017-02-27",12.3
"766","2017-02-28",11.64
"767","2017-03-01",11.55
"768","2017-03-02",11.7
"769","2017-03-03",11.7
"770","2017-03-06",11.7
"771","2017-03-07",11.7
"772","2017-03-08",11.55
"773","2017-03-09",11.88
"774","2017-03-10",12.15
"775","2017-03-13",13.5
"776","2017-03-14",12.63
"777","2017-03-15",11.97
"778","2017-03-16",12.75
"779","2017-03-17",13.23
"780","2017-03-20",13.47
"781","2017-03-21",12.15
"782","2017-03-22",12.09
"783","2017-03-23",11.64
"784","2017-03-24",12
"785","2017-03-27",11.61
"786","2017-03-28",11.64
"787","2017-03-29",12
"788","2017-03-30",12.3
"789","2017-03-31",12.3
"790","2017-04-03",11.64
"791","2017-04-04",11.1
"792","2017-04-05",11.67
"793","2017-04-06",11.52
"794","2017-04-07",12.12
"795","2017-04-10",11.67
"796","2017-04-11",11.55
"797","2017-04-12",11.52
"798","2017-04-13",11.7
"799","2017-04-17",12
"800","2017-04-18",12.9
"801","2017-04-19",11.37
"802","2017-04-20",11.1
"803","2017-04-21",11.4
"804","2017-04-24",12
"805","2017-04-25",11.7
"806","2017-04-26",11.7
"807","2017-04-27",11.55
"808","2017-04-28",11.22
"809","2017-05-01",11.25
"810","2017-05-02",11.25
"811","2017-05-03",11.1
"812","2017-05-04",11.1
"813","2017-05-05",11.1
"814","2017-05-08",10.98
"815","2017-05-09",11.4
"816","2017-05-10",11.22
"817","2017-05-11",11.16
"818","2017-05-12",11.1
"819","2017-05-15",11.1
"820","2017-05-16",10.86
"821","2017-05-17",10.83
"822","2017-05-18",10.95
"823","2017-05-19",11.31
"824","2017-05-22",11.31
"825","2017-05-23",10.95
"826","2017-05-24",11.04
"827","2017-05-25",10.95
"828","2017-05-26",9.6
"829","2017-05-30",8.4
"830","2017-05-31",8.04
"831","2017-06-01",8.46
"832","2017-06-02",8.55
"833","2017-06-05",8.64
"834","2017-06-06",8.4
"835","2017-06-07",7.89
"836","2017-06-08",8.28
"837","2017-06-09",10.2
"838","2017-06-12",10.05
"839","2017-06-13",9.45
"840","2017-06-14",9.45
"841","2017-06-15",9.6
"842","2017-06-16",9.3
"843","2017-06-19",9.48
"844","2017-06-20",9.03
"845","2017-06-21",10.8
"846","2017-06-22",10.5
"847","2017-06-23",9.99
"848","2017-06-26",11.4
"849","2017-06-27",12.09
"850","2017-06-28",11.4
"851","2017-06-29",11.67
"852","2017-06-30",11.37
"853","2017-07-03",11.28
"854","2017-07-05",11.1
"855","2017-07-06",11.79
"856","2017-07-07",11.7
"857","2017-07-10",11.4
"858","2017-07-11",11.04
"859","2017-07-12",11.4
"860","2017-07-13",11.1
"861","2017-07-14",11.16
"862","2017-07-17",11.49
"863","2017-07-18",11.25
"864","2017-07-19",11.25
"865","2017-07-20",11.88
"866","2017-07-21",12.54
"867","2017-07-24",11.4
"868","2017-07-25",11.1
"869","2017-07-26",11.25
"870","2017-07-27",10.98
"871","2017-07-28",11.25
"872","2017-07-31",10.8
"873","2017-08-01",10.53
"874","2017-08-02",10.86
"875","2017-08-03",10.74
"876","2017-08-04",10.8
"877","2017-08-07",11.04
"878","2017-08-08",10.5
"879","2017-08-09",10.5
"880","2017-08-10",10.41
"881","2017-08-11",10.5
"882","2017-08-14",10.8
"883","2017-08-15",10.35
"884","2017-08-16",10.35
"885","2017-08-17",10.35
"886","2017-08-18",10.35
"887","2017-08-21",10.35
"888","2017-08-22",10.38
"889","2017-08-23",10.05
"890","2017-08-24",9.45
"891","2017-08-25",9.9
"892","2017-08-28",9.45
"893","2017-08-29",9.42
"894","2017-08-30",9.57
"895","2017-08-31",9.87
"896","2017-09-01",9.78
"897","2017-09-05",9
"898","2017-09-06",9.6
"899","2017-09-07",9.69
"900","2017-09-08",9.54
"901","2017-09-11",9.42
"902","2017-09-12",9.45
"903","2017-09-13",9.66
"904","2017-09-14",9.48
"905","2017-09-15",10.11
"906","2017-09-18",9.69
"907","2017-09-19",9.3
"908","2017-09-20",9.72
"909","2017-09-21",9.6
"910","2017-09-22",9.75
"911","2017-09-25",9.39
"912","2017-09-26",9
"913","2017-09-27",8.58
"914","2017-09-28",8.79
"915","2017-09-29",9
"916","2017-10-02",9
"917","2017-10-03",8.94
"918","2017-10-04",8.85
"919","2017-10-05",8.85
"920","2017-10-06",8.76
"921","2017-10-09",8.67
"922","2017-10-10",8.79
"923","2017-10-11",9.6
"924","2017-10-12",8.85
"925","2017-10-13",9.09
"926","2017-10-16",8.79
"927","2017-10-17",9.15
"928","2017-10-18",11.01
"929","2017-10-19",11.4
"930","2017-10-20",10.8
"931","2017-10-23",11.28
"932","2017-10-24",11.4
"933","2017-10-25",14.4
"934","2017-10-26",13.44
"935","2017-10-27",11.7
"936","2017-10-30",10.71
"937","2017-10-31",11.25
"938","2017-11-01",10.65
"939","2017-11-02",10.02
"940","2017-11-03",9.87
"941","2017-11-06",9.84
"942","2017-11-07",9.33
"943","2017-11-08",8.97
"944","2017-11-09",9.3
"945","2017-11-10",109.800003
"946","2017-11-13",101.099998
"947","2017-11-14",101.099998
"948","2017-11-15",112.5
"949","2017-11-16",103.800003
"950","2017-11-17",112.199997
"951","2017-11-20",113.699997
"952","2017-11-21",117.300003
"953","2017-11-22",111.779999
"954","2017-11-24",111.599998
"955","2017-11-27",101.699997
"956","2017-11-28",99
"957","2017-11-29",99.300003
"958","2017-11-30",100.5
"959","2017-12-01",99.839996
"960","2017-12-04",97.5
"961","2017-12-05",95.550003
"962","2017-12-06",97.199997
"963","2017-12-07",93
"964","2017-12-08",87
"965","2017-12-11",87.599998
"966","2017-12-12",97.650002
"967","2017-12-13",90.300003
"968","2017-12-14",87.599998
"969","2017-12-15",88.5
"970","2017-12-18",90
"971","2017-12-19",91.5
"972","2017-12-20",92.099998
"973","2017-12-21",93.599998
"974","2017-12-22",93.300003
"975","2017-12-26",93.300003
"976","2017-12-27",96
"977","2017-12-28",99
"978","2017-12-29",98.099998
"979","2018-01-02",116.099998
"980","2018-01-03",114.900002
"981","2018-01-04",106.5
"982","2018-01-05",107.07
"983","2018-01-08",108.300003
"984","2018-01-09",106.800003
"985","2018-01-10",106.800003
"986","2018-01-11",107.699997
"987","2018-01-12",106.5
"988","2018-01-16",108
"989","2018-01-17",103.5
"990","2018-01-18",104.400002
"991","2018-01-19",103.800003
"992","2018-01-22",101.400002
"993","2018-01-23",102.599998
