"","date","NAV"
"84","2007-05-03",57.25
"85","2007-05-04",57.950001
"86","2007-05-07",60.599998
"87","2007-05-08",60.5
"88","2007-05-09",61
"89","2007-05-10",60.5
"90","2007-05-11",61.400002
"91","2007-05-14",61.849998
"92","2007-05-15",64.400002
"93","2007-05-16",64.849998
"94","2007-05-17",64.400002
"95","2007-05-18",64.800003
"96","2007-05-21",64.75
"97","2007-05-22",64.650002
"98","2007-05-23",64.779999
"99","2007-05-24",63.950001
"100","2007-05-25",61.75
"101","2007-05-29",62.349998
"102","2007-05-30",62.389999
"103","2007-05-31",64.889999
"104","2007-06-01",65.849998
"105","2007-06-04",65.849998
"106","2007-06-05",66
"107","2007-06-06",65.120003
"108","2007-06-07",62.450001
"109","2007-06-08",61.740002
"110","2007-06-11",62.889999
"111","2007-06-12",59.650002
"112","2007-06-13",59.599998
"113","2007-06-14",60.68
"114","2007-06-15",62
"115","2007-06-18",61.650002
"116","2007-06-19",60.849998
"117","2007-06-20",60.5
"118","2007-06-21",59.299999
"119","2007-06-22",60.599998
"120","2007-06-25",60.189999
"121","2007-06-26",59.900002
"122","2007-06-27",60.849998
"123","2007-06-28",63.139999
"124","2007-06-29",66
"125","2007-07-02",69.129997
"126","2007-07-03",71.25
"127","2007-07-05",73.349998
"128","2007-07-06",73.050003
"129","2007-07-09",73.650002
"130","2007-07-10",73.400002
"131","2007-07-11",72.370003
"132","2007-07-12",73.300003
"133","2007-07-13",73.650002
"134","2007-07-16",73
"135","2007-07-17",72.349998
"136","2007-07-18",70
"137","2007-07-19",70.650002
"138","2007-07-20",70
"139","2007-07-23",72.150002
"140","2007-07-24",71.099998
"141","2007-07-25",68.639999
"142","2007-07-26",66
"143","2007-07-27",62
"144","2007-07-30",63.5
"145","2007-07-31",63
"146","2007-08-01",62.200001
"147","2007-08-02",62.650002
"148","2007-08-03",59.900002
"149","2007-08-06",59.200001
"150","2007-08-07",59.990002
"151","2007-08-08",60.200001
"152","2007-08-09",57.950001
"153","2007-08-10",55.459999
"154","2007-08-13",56.919998
"155","2007-08-14",53.349998
"156","2007-08-15",51.990002
"157","2007-08-16",48.450001
"158","2007-08-17",48
"159","2007-08-20",48.299999
"160","2007-08-21",50.799999
"161","2007-08-22",54.849998
"162","2007-08-23",53.5
"163","2007-08-24",54.200001
"164","2007-08-27",55.349998
"165","2007-08-28",54
"166","2007-08-29",54.349998
"167","2007-08-30",54.34
"168","2007-08-31",55.98
"169","2007-09-04",58
"170","2007-09-05",59.259998
"171","2007-09-06",59.349998
"172","2007-09-07",56.400002
"173","2007-09-10",54.439999
"174","2007-09-11",55.5
"175","2007-09-12",54.919998
"176","2007-09-13",55.200001
"177","2007-09-14",55
"178","2007-09-17",57
"179","2007-09-18",58.900002
"180","2007-09-19",59.77
"181","2007-09-20",59
"182","2007-09-21",61
"183","2007-09-24",60.950001
"184","2007-09-25",60.099998
"185","2007-09-26",62
"186","2007-09-27",61.950001
"187","2007-09-28",61.700001
"188","2007-10-01",62.5
"189","2007-10-02",63.75
"190","2007-10-03",64.260002
"191","2007-10-04",62.5
"192","2007-10-05",64.550003
"193","2007-10-08",64.150002
"194","2007-10-09",67.900002
"195","2007-10-10",69.949997
"196","2007-10-11",69.099998
"197","2007-10-12",70
"198","2007-10-15",70.139999
"199","2007-10-16",70.949997
"200","2007-10-17",71.5
"201","2007-10-18",71.25
"202","2007-10-19",68.199997
"203","2007-10-22",68
"204","2007-10-23",69.25
"205","2007-10-24",68.849998
"206","2007-10-25",66.099998
"207","2007-10-26",62.990002
"208","2007-10-29",61.400002
"209","2007-10-30",61.299999
"210","2007-10-31",63
"211","2007-11-01",62.75
"212","2007-11-02",63.900002
"213","2007-11-05",62.599998
"214","2007-11-06",62
"215","2007-11-07",58.5
"216","2007-11-08",56.799999
"217","2007-11-09",53.400002
"218","2007-11-12",51.509998
"219","2007-11-13",51.5
"220","2007-11-14",51.650002
"221","2007-11-15",50
"222","2007-11-16",49.599998
"223","2007-11-19",45.5
"224","2007-11-20",45
"225","2007-11-21",45.650002
"226","2007-11-23",47
"227","2007-11-26",46.700001
"228","2007-11-27",46.25
"229","2007-11-28",49.349998
"230","2007-11-29",51.099998
"231","2007-11-30",51.950001
"232","2007-12-03",52.049999
"233","2007-12-04",50
"234","2007-12-05",52.200001
"235","2007-12-06",52.5
"236","2007-12-07",54.5
"237","2007-12-10",55.700001
"238","2007-12-11",54.650002
"239","2007-12-12",54.389999
"240","2007-12-13",54
"241","2007-12-14",53
"242","2007-12-17",51.700001
"243","2007-12-18",50.049999
"244","2007-12-19",53.799999
"245","2007-12-20",53.849998
"246","2007-12-21",54.5
"247","2007-12-24",55.900002
"248","2007-12-26",55.849998
"249","2007-12-27",54.799999
"250","2007-12-28",54.700001
"251","2007-12-31",54.200001
"252","2008-01-02",54.700001
"253","2008-01-03",59
"254","2008-01-04",53.5
"255","2008-01-07",53.5
"256","2008-01-08",53.700001
"257","2008-01-09",50.099998
"258","2008-01-10",50.459999
"259","2008-01-11",50.25
"260","2008-01-14",52.700001
"261","2008-01-15",51
"262","2008-01-16",51.900002
"263","2008-01-17",50
"264","2008-01-18",49.700001
"265","2008-01-22",49.25
"266","2008-01-23",47.75
"267","2008-01-24",49
"268","2008-01-25",49.049999
"269","2008-01-28",47.75
"270","2008-01-29",48
"271","2008-01-30",48.049999
"272","2008-01-31",49.419998
"273","2008-02-01",49.599998
"274","2008-02-04",49.900002
"275","2008-02-05",49.459999
"276","2008-02-06",49.549999
"277","2008-02-07",49.549999
"278","2008-02-08",49.299999
"279","2008-02-11",49.650002
"280","2008-02-12",50.700001
"281","2008-02-13",51.150002
"282","2008-02-14",52
"283","2008-02-15",52
"284","2008-02-19",51.900002
"285","2008-02-20",51.700001
"286","2008-02-21",51.619999
"287","2008-02-22",50.02
"288","2008-02-25",51.299999
"289","2008-02-26",52.150002
"290","2008-02-27",55.950001
"291","2008-02-28",56.400002
"292","2008-02-29",56.450001
"293","2008-03-03",56.650002
"294","2008-03-04",58.299999
"295","2008-03-05",58.25
"296","2008-03-06",57.700001
"297","2008-03-07",55.400002
"298","2008-03-10",54.099998
"299","2008-03-11",54.75
"300","2008-03-12",56.130001
"301","2008-03-13",56.75
"302","2008-03-14",56.75
"303","2008-03-17",54.860001
"304","2008-03-18",55.25
"305","2008-03-19",56.349998
"306","2008-03-20",58
"307","2008-03-24",59.049999
"308","2008-03-25",60.299999
"309","2008-03-26",60.75
"310","2008-03-27",60.849998
"311","2008-03-28",59.529999
"312","2008-03-31",60.150002
"313","2008-04-01",62.5
"314","2008-04-02",63.849998
"315","2008-04-03",64.5
"316","2008-04-04",64.25
"317","2008-04-07",65.400002
"318","2008-04-08",64.449997
"319","2008-04-09",65.150002
"320","2008-04-10",64.449997
"321","2008-04-11",64.5
"322","2008-04-14",63.5
"323","2008-04-15",63.41
"324","2008-04-16",65.050003
"325","2008-04-17",64.900002
"326","2008-04-18",65.629997
"327","2008-04-21",65.550003
"328","2008-04-22",65
"329","2008-04-23",65
"330","2008-04-24",64.849998
"331","2008-04-25",65.349998
"332","2008-04-28",65.650002
"333","2008-04-29",65.800003
"334","2008-04-30",65.75
"335","2008-05-01",65.580002
"336","2008-05-02",65.5
"337","2008-05-05",66.75
"338","2008-05-06",68
"339","2008-05-07",68
"340","2008-05-08",67.800003
"341","2008-05-09",67.849998
"342","2008-05-12",67.900002
"343","2008-05-13",68.800003
"344","2008-05-14",69.099998
"345","2008-05-15",69.900002
"346","2008-05-16",70
"347","2008-05-19",69.800003
"348","2008-05-20",68.699997
"349","2008-05-21",70.400002
"350","2008-05-22",71.550003
"351","2008-05-23",71.25
"352","2008-05-27",72.239998
"353","2008-05-28",76.849998
"354","2008-05-29",75.900002
"355","2008-05-30",75.949997
"356","2008-06-02",77.040001
"357","2008-06-03",77.82
"358","2008-06-04",77.599998
"359","2008-06-05",78.989998
"360","2008-06-06",76.300003
"361","2008-06-09",74.400002
"362","2008-06-10",73.099998
"363","2008-06-11",71.900002
"364","2008-06-12",74.400002
"365","2008-06-13",75.900002
"366","2008-06-16",75.209999
"367","2008-06-17",75.25
"368","2008-06-18",75.199997
"369","2008-06-19",75.199997
"370","2008-06-20",72.75
"371","2008-06-23",71
"372","2008-06-24",67.709999
"373","2008-06-25",67.5
"374","2008-06-26",64
"375","2008-06-27",69.25
"376","2008-06-30",69.25
"377","2008-07-01",66.5
"378","2008-07-02",66.75
"379","2008-07-03",66.5
"380","2008-07-07",65.75
"381","2008-07-08",64.599998
"382","2008-07-09",65.5
"383","2008-07-10",62
"384","2008-07-11",61.82
"385","2008-07-14",60.169998
"386","2008-07-15",58.990002
"387","2008-07-16",61.700001
"388","2008-07-17",63.560001
"389","2008-07-18",65.269997
"390","2008-07-21",65.150002
"391","2008-07-22",66.150002
"392","2008-07-23",63.900002
"393","2008-07-24",60.599998
"394","2008-07-25",60.599998
"395","2008-07-28",57.450001
"396","2008-07-29",54.799999
"397","2008-07-30",55.07
"398","2008-07-31",56
"399","2008-08-01",56.599998
"400","2008-08-04",57.060001
"401","2008-08-05",56.02
"402","2008-08-06",56.200001
"403","2008-08-07",54.150002
"404","2008-08-08",56.529999
"405","2008-08-11",57.450001
"406","2008-08-12",57.790001
"407","2008-08-13",57.240002
"408","2008-08-14",57.630001
"409","2008-08-15",58
"410","2008-08-18",57.48
"411","2008-08-19",56.25
"412","2008-08-20",56.139999
"413","2008-08-21",55.279999
"414","2008-08-22",55.25
"415","2008-08-25",54.290001
"416","2008-08-26",53.959999
"417","2008-08-27",54.32
"418","2008-08-28",55.900002
"419","2008-08-29",55.5
"420","2008-09-02",54.529999
"421","2008-09-03",54.049999
"422","2008-09-04",59.009998
"423","2008-09-05",60.220001
"424","2008-09-08",62.25
"425","2008-09-09",57.130001
"426","2008-09-10",58.990002
"427","2008-09-11",60.860001
"428","2008-09-12",62.549999
"429","2008-09-15",59
"430","2008-09-16",58.689999
"431","2008-09-17",56.5
"432","2008-09-18",56.709999
"433","2008-09-19",60.93
"434","2008-09-22",58.779999
"435","2008-09-23",58.110001
"436","2008-09-24",58.200001
"437","2008-09-25",56.48
"438","2008-09-26",54.98
"439","2008-09-29",51.259998
"440","2008-09-30",54.18
"441","2008-10-01",51.220001
"442","2008-10-02",39.82
"443","2008-10-03",41.43
"444","2008-10-06",35
"445","2008-10-07",32.650002
"446","2008-10-08",32.84
"447","2008-10-09",30.379999
"448","2008-10-10",27.5
"449","2008-10-13",32.02
"450","2008-10-14",32.200001
"451","2008-10-15",28.02
"452","2008-10-16",29.08
"453","2008-10-17",29.469999
"454","2008-10-20",31.73
"455","2008-10-21",32.009998
"456","2008-10-22",30.01
"457","2008-10-23",28.59
"458","2008-10-24",26.49
"459","2008-10-27",21.99
"460","2008-10-28",24.9
"461","2008-10-29",26.26
"462","2008-10-30",29.24
"463","2008-10-31",30.120001
"464","2008-11-03",30.790001
"465","2008-11-04",30.83
"466","2008-11-05",28.42
"467","2008-11-06",25.799999
"468","2008-11-07",26.120001
"469","2008-11-10",23.07
"470","2008-11-11",20.5
"471","2008-11-12",15.87
"472","2008-11-13",20.370001
"473","2008-11-14",21.01
"474","2008-11-17",20.25
"475","2008-11-18",19.4
"476","2008-11-19",16.690001
"477","2008-11-20",16.02
"478","2008-11-21",17.41
"479","2008-11-24",18.92
"480","2008-11-25",19.98
"481","2008-11-26",21.629999
"482","2008-11-28",21.85
"483","2008-12-01",20.059999
"484","2008-12-02",20.4
"485","2008-12-03",21.950001
"486","2008-12-04",19.5
"487","2008-12-05",19.5
"488","2008-12-08",21.450001
"489","2008-12-09",23.290001
"490","2008-12-10",24.040001
"491","2008-12-11",23.700001
"492","2008-12-12",22.110001
"493","2008-12-15",22.35
"494","2008-12-16",23.040001
"495","2008-12-17",23.370001
"496","2008-12-18",22.1
"497","2008-12-19",22.48
"498","2008-12-22",21.27
"499","2008-12-23",20.02
"500","2008-12-24",18.969999
"501","2008-12-26",19.629999
"502","2008-12-29",18.92
"503","2008-12-30",19.84
"504","2008-12-31",21.379999
"505","2009-01-02",24.43
"506","2009-01-05",30.1
"507","2009-01-06",30.74
"508","2009-01-07",30.709999
"509","2009-01-08",31.879999
"510","2009-01-09",30.790001
"511","2009-01-12",28.799999
"512","2009-01-13",28.200001
"513","2009-01-14",26.440001
"514","2009-01-15",26.6
"515","2009-01-16",28.469999
"516","2009-01-20",26.73
"517","2009-01-21",28
"518","2009-01-22",28.09
"519","2009-01-23",28.549999
"520","2009-01-26",27.41
"521","2009-01-27",28.66
"522","2009-01-28",31.059999
"523","2009-01-29",30.360001
"524","2009-01-30",30.370001
"525","2009-02-02",30.01
"526","2009-02-03",30.059999
"527","2009-02-04",31.129999
"528","2009-02-05",31.459999
"529","2009-02-06",32.400002
"530","2009-02-09",32.380001
"531","2009-02-10",30.84
"532","2009-02-11",31.190001
"533","2009-02-12",30.4
"534","2009-02-13",30.1
"535","2009-02-17",27.889999
"536","2009-02-18",27.49
"537","2009-02-19",28.280001
"538","2009-02-20",28.129999
"539","2009-02-23",26.610001
"540","2009-02-24",29.059999
"541","2009-02-25",28.360001
"542","2009-02-26",28.530001
"543","2009-02-27",28.200001
"544","2009-03-02",27.07
"545","2009-03-03",26.389999
"546","2009-03-04",26.559999
"547","2009-03-05",24.049999
"548","2009-03-06",22.92
"549","2009-03-09",23.5
"550","2009-03-10",23.950001
"551","2009-03-11",26.42
"552","2009-03-12",29.33
"553","2009-03-13",30.01
"554","2009-03-16",29.360001
"555","2009-03-17",29.860001
"556","2009-03-18",31.68
"557","2009-03-19",31.24
"558","2009-03-20",31.01
"559","2009-03-23",34.389999
"560","2009-03-24",32.98
"561","2009-03-25",32.360001
"562","2009-03-26",34.560001
"563","2009-03-27",34.09
"564","2009-03-30",32.950001
"565","2009-03-31",33.459999
"566","2009-04-01",33.830002
"567","2009-04-02",29.209999
"568","2009-04-03",30.75
"569","2009-04-06",31.93
"570","2009-04-07",30.809999
"571","2009-04-08",31.73
"572","2009-04-09",36.73
"573","2009-04-13",35.91
"574","2009-04-14",35.310001
"575","2009-04-15",35.279999
"576","2009-04-16",36.209999
"577","2009-04-17",37.490002
"578","2009-04-20",34.700001
"579","2009-04-21",34.709999
"580","2009-04-22",34.669998
"581","2009-04-23",34.529999
"582","2009-04-24",34.139999
"583","2009-04-27",36.16
"584","2009-04-28",35.07
"585","2009-04-29",36.959999
"586","2009-04-30",37.799999
"587","2009-05-01",40.189999
"588","2009-05-04",42.650002
"589","2009-05-05",42
"590","2009-05-06",43.419998
"591","2009-05-07",40.91
"592","2009-05-08",41.25
"593","2009-05-11",40.290001
"594","2009-05-12",40.349998
"595","2009-05-13",36.5
"596","2009-05-14",37.439999
"597","2009-05-15",36.580002
"598","2009-05-18",40.419998
"599","2009-05-19",40.759998
"600","2009-05-20",40.439999
"601","2009-05-21",38.5
"602","2009-05-22",37.650002
"603","2009-05-26",38.73
"604","2009-05-27",38.880001
"605","2009-05-28",40.040001
"606","2009-05-29",39.810001
"607","2009-06-01",39.93
"608","2009-06-02",39.720001
"609","2009-06-03",37.950001
"610","2009-06-04",40.27
"611","2009-06-05",42.299999
"612","2009-06-08",43.040001
"613","2009-06-09",45.459999
"614","2009-06-10",46.369999
"615","2009-06-11",45.799999
"616","2009-06-12",45.889999
"617","2009-06-15",44.220001
"618","2009-06-16",44.43
"619","2009-06-17",43.189999
"620","2009-06-18",44.720001
"621","2009-06-19",45.16
"622","2009-06-22",43.5
"623","2009-06-23",44.23
"624","2009-06-24",45.93
"625","2009-06-25",47.029999
"626","2009-06-26",45.200001
"627","2009-06-29",46.259998
"628","2009-06-30",43.599998
"629","2009-07-01",42.52
"630","2009-07-02",39.689999
"631","2009-07-06",37.299999
"632","2009-07-07",38.299999
"633","2009-07-08",38.209999
"634","2009-07-09",39.439999
"635","2009-07-10",39.369999
"636","2009-07-13",40
"637","2009-07-14",39.75
"638","2009-07-15",40.830002
"639","2009-07-16",40.990002
"640","2009-07-17",40.209999
"641","2009-07-20",41.130001
"642","2009-07-21",41.970001
"643","2009-07-22",40.650002
"644","2009-07-23",40.990002
"645","2009-07-24",41.110001
"646","2009-07-27",41.099998
"647","2009-07-28",39.549999
"648","2009-07-29",39.259998
"649","2009-07-30",39.27
"650","2009-07-31",39.540001
"651","2009-08-03",40.790001
"652","2009-08-04",41.630001
"653","2009-08-05",42.709999
"654","2009-08-06",43.59
"655","2009-08-07",44.959999
"656","2009-08-10",44.75
"657","2009-08-11",44.689999
"658","2009-08-12",45.209999
"659","2009-08-13",45.630001
"660","2009-08-14",44.200001
"661","2009-08-17",42.509998
"662","2009-08-18",44.220001
"663","2009-08-19",44.279999
"664","2009-08-20",44.459999
"665","2009-08-21",45.25
"666","2009-08-24",46.849998
"667","2009-08-25",47.09
"668","2009-08-26",47.27
"669","2009-08-27",44.799999
"670","2009-08-28",44.599998
"671","2009-08-31",43.240002
"672","2009-09-01",42.099998
"673","2009-09-02",43.720001
"674","2009-09-03",44.849998
"675","2009-09-04",46.349998
"676","2009-09-08",45.549999
"677","2009-09-09",45.68
"678","2009-09-10",42.169998
"679","2009-09-11",41.779999
"680","2009-09-14",43.52
"681","2009-09-15",43.73
"682","2009-09-16",41.630001
"683","2009-09-17",41.759998
"684","2009-09-18",40.419998
"685","2009-09-21",39.91
"686","2009-09-22",40.57
"687","2009-09-23",40.580002
"688","2009-09-24",39.939999
"689","2009-09-25",38.830002
"690","2009-09-28",38.27
"691","2009-09-29",37.630001
"692","2009-09-30",37.419998
"693","2009-10-01",36.59
"694","2009-10-02",35.75
"695","2009-10-05",36.73
"696","2009-10-06",37.959999
"697","2009-10-07",37.150002
"698","2009-10-08",37.490002
"699","2009-10-09",37.52
"700","2009-10-12",37.889999
"701","2009-10-13",37.599998
"702","2009-10-14",38.299999
"703","2009-10-15",38.240002
"704","2009-10-16",37.189999
"705","2009-10-19",39.09
"706","2009-10-20",39.689999
"707","2009-10-21",37.639999
"708","2009-10-22",37.240002
"709","2009-10-23",35.41
"710","2009-10-26",35.32
"711","2009-10-27",34.779999
"712","2009-10-28",32.959999
"713","2009-10-29",33.950001
"714","2009-10-30",33.139999
"715","2009-11-02",33.490002
"716","2009-11-03",34.919998
"717","2009-11-04",34.189999
"718","2009-11-05",34.84
"719","2009-11-06",34.549999
"720","2009-11-09",35.66
"721","2009-11-10",35.650002
"722","2009-11-11",35.400002
"723","2009-11-12",35.41
"724","2009-11-13",35.639999
"725","2009-11-16",36
"726","2009-11-17",35.580002
"727","2009-11-18",36.029999
"728","2009-11-19",34.540001
"729","2009-11-20",33.419998
"730","2009-11-23",33.330002
"731","2009-11-24",32.759998
"732","2009-11-25",32.66
"733","2009-11-27",32.18
"734","2009-11-30",33.009998
"735","2009-12-01",34.66
"736","2009-12-02",32.419998
"737","2009-12-03",32.880001
"738","2009-12-04",32.759998
"739","2009-12-07",33.150002
"740","2009-12-08",34.32
"741","2009-12-09",34.23
"742","2009-12-10",34.560001
"743","2009-12-11",34.279999
"744","2009-12-14",36.029999
"745","2009-12-15",35.580002
"746","2009-12-16",35.400002
"747","2009-12-17",34.75
"748","2009-12-18",35.18
"749","2009-12-21",35.509998
"750","2009-12-22",38.560001
"751","2009-12-23",40.09
"752","2009-12-24",40.619999
"753","2009-12-28",39.700001
"754","2009-12-29",39.700001
"755","2009-12-30",39.48
"756","2009-12-31",38.650002
"757","2010-01-04",40.150002
"758","2010-01-05",39.720001
"759","2010-01-06",40.950001
"760","2010-01-07",41
"761","2010-01-08",40.549999
"762","2010-01-11",40.849998
"763","2010-01-12",40.169998
"764","2010-01-13",40.759998
"765","2010-01-14",41.34
"766","2010-01-15",40.369999
"767","2010-01-19",39.369999
"768","2010-01-20",39.630001
"769","2010-01-21",37.950001
"770","2010-01-22",36.75
"771","2010-01-25",37.630001
"772","2010-01-26",37.700001
"773","2010-01-27",37.41
"774","2010-01-28",37.349998
"775","2010-01-29",36.990002
"776","2010-02-01",38.43
"777","2010-02-02",40.549999
"778","2010-02-03",40.93
"779","2010-02-04",38.41
"780","2010-02-05",38.240002
"781","2010-02-08",38.139999
"782","2010-02-09",38.959999
"783","2010-02-10",38.5
"784","2010-02-11",39.200001
"785","2010-02-12",39.110001
"786","2010-02-16",39.720001
"787","2010-02-17",40.5
"788","2010-02-18",40
"789","2010-02-19",39.599998
"790","2010-02-22",39.25
"791","2010-02-23",39.049999
"792","2010-02-24",39.130001
"793","2010-02-25",38.900002
"794","2010-02-26",39.16
"795","2010-03-01",40.23
"796","2010-03-02",41.470001
"797","2010-03-03",41.380001
"798","2010-03-04",41.830002
"799","2010-03-05",42.34
"800","2010-03-08",43.419998
"801","2010-03-09",44.25
"802","2010-03-10",41.91
"803","2010-03-11",40.16
"804","2010-03-12",40.529999
"805","2010-03-15",40.040001
"806","2010-03-16",40.66
"807","2010-03-17",41.259998
"808","2010-03-18",42.290001
"809","2010-03-19",41.919998
"810","2010-03-22",42.650002
"811","2010-03-23",42.959999
"812","2010-03-24",43.279999
"813","2010-03-25",43.799999
"814","2010-03-26",43.720001
"815","2010-03-29",44.369999
"816","2010-03-30",44.240002
"817","2010-03-31",44.73
"818","2010-04-01",44.990002
"819","2010-04-05",47.91
"820","2010-04-06",47.75
"821","2010-04-07",47.060001
"822","2010-04-08",48
"823","2010-04-09",49.200001
"824","2010-04-12",49.900002
"825","2010-04-13",49.98
"826","2010-04-14",50.009998
"827","2010-04-15",50.849998
"828","2010-04-16",50.139999
"829","2010-04-19",49.990002
"830","2010-04-20",50.299999
"831","2010-04-21",49.34
"832","2010-04-22",49.220001
"833","2010-04-23",50.18
"834","2010-04-26",49.790001
"835","2010-04-27",48.669998
"836","2010-04-28",48.959999
"837","2010-04-29",49.5
"838","2010-04-30",48.34
"839","2010-05-03",49.709999
"840","2010-05-04",49.959999
"841","2010-05-05",48.790001
"842","2010-05-06",47.889999
"843","2010-05-07",46.669998
"844","2010-05-10",50.5
"845","2010-05-11",53.860001
"846","2010-05-12",55.990002
"847","2010-05-13",55.18
"848","2010-05-14",54.43
"849","2010-05-17",53.279999
"850","2010-05-18",52.84
"851","2010-05-19",53.619999
"852","2010-05-20",51.900002
"853","2010-05-21",53.25
"854","2010-05-24",52.25
"855","2010-05-25",51.759998
"856","2010-05-26",53.110001
"857","2010-05-27",55.790001
"858","2010-05-28",54.18
"859","2010-06-01",52.560001
"860","2010-06-02",53.790001
"861","2010-06-03",54.490002
"862","2010-06-04",52.240002
"863","2010-06-07",50.970001
"864","2010-06-08",51.349998
"865","2010-06-09",50.27
"866","2010-06-10",53.360001
"867","2010-06-11",53.610001
"868","2010-06-14",53.5
"869","2010-06-15",54.330002
"870","2010-06-16",55.5
"871","2010-06-17",56.43
"872","2010-06-18",56.889999
"873","2010-06-21",55.57
"874","2010-06-22",53.52
"875","2010-06-23",53.560001
"876","2010-06-24",52.700001
"877","2010-06-25",53.040001
"878","2010-06-28",52.790001
"879","2010-06-29",49.610001
"880","2010-06-30",49.200001
"881","2010-07-01",48.189999
"882","2010-07-02",48.130001
"883","2010-07-06",47.360001
"884","2010-07-07",50.09
"885","2010-07-08",50.169998
"886","2010-07-09",49.57
"887","2010-07-12",48.860001
"888","2010-07-13",51.110001
"889","2010-07-14",51.470001
"890","2010-07-15",51.009998
"891","2010-07-16",49.869999
"892","2010-07-19",50.619999
"893","2010-07-20",50.560001
"894","2010-07-21",51.43
"895","2010-07-22",53.02
"896","2010-07-23",53.52
"897","2010-07-26",54.700001
"898","2010-07-27",53.700001
"899","2010-07-28",52.470001
"900","2010-07-29",52.09
"901","2010-07-30",51.709999
"902","2010-08-02",53.240002
"903","2010-08-03",50.98
"904","2010-08-04",51.200001
"905","2010-08-05",50.860001
"906","2010-08-06",49.959999
"907","2010-08-09",50.25
"908","2010-08-10",48.490002
"909","2010-08-11",45.549999
"910","2010-08-12",45.810001
"911","2010-08-13",45.16
"912","2010-08-16",45.349998
"913","2010-08-17",46.459999
"914","2010-08-18",46.970001
"915","2010-08-19",45.369999
"916","2010-08-20",45.650002
"917","2010-08-23",45.16
"918","2010-08-24",43.720001
"919","2010-08-25",44.299999
"920","2010-08-26",42.66
"921","2010-08-27",44.360001
"922","2010-08-30",43.02
"923","2010-08-31",41.880001
"924","2010-09-01",43.540001
"925","2010-09-02",45.009998
"926","2010-09-03",46.049999
"927","2010-09-07",44.360001
"928","2010-09-08",41.27
"929","2010-09-09",41.400002
"930","2010-09-10",42.650002
"931","2010-09-13",42.040001
"932","2010-09-14",41.98
"933","2010-09-15",41.889999
"934","2010-09-16",42.560001
"935","2010-09-17",41.790001
"936","2010-09-20",42.970001
"937","2010-09-21",42.82
"938","2010-09-22",43.23
"939","2010-09-23",42.209999
"940","2010-09-24",43.93
"941","2010-09-27",44.73
"942","2010-09-28",46.049999
"943","2010-09-29",44.68
"944","2010-09-30",43.639999
"945","2010-10-01",43.41
"946","2010-10-04",42.799999
"947","2010-10-05",45.91
"948","2010-10-06",47.540001
"949","2010-10-07",47.290001
"950","2010-10-08",49.529999
"951","2010-10-11",49.740002
"952","2010-10-12",49.799999
"953","2010-10-13",49.529999
"954","2010-10-14",48.860001
"955","2010-10-15",48.75
"956","2010-10-18",49.299999
"957","2010-10-19",47.57
"958","2010-10-20",47.799999
"959","2010-10-21",48.82
"960","2010-10-22",48.720001
"961","2010-10-25",48.75
"962","2010-10-26",48.759998
