"","date","CHEK"
"1","2015-03-04",72.959999
"2","2015-03-05",73.800003
"3","2015-03-06",72.959999
"4","2015-03-09",73.440002
"5","2015-03-10",72.239998
"6","2015-03-11",72.720001
"7","2015-03-12",73.559998
"8","2015-03-13",72.599998
"9","2015-03-16",72.120003
"10","2015-03-17",72.120003
"11","2015-03-18",69.120003
"12","2015-03-19",69.599998
"13","2015-03-20",70.559998
"14","2015-03-23",68.400002
"15","2015-03-24",69.120003
"16","2015-03-25",68.400002
"17","2015-03-26",66.480003
"18","2015-03-27",66.480003
"19","2015-03-30",64.800003
"20","2015-03-31",66
"21","2015-04-01",64.199997
"22","2015-04-02",67.440002
"23","2015-04-06",67.68
"24","2015-04-07",66.912003
"25","2015-04-08",65.400002
"26","2015-04-09",62.880001
"27","2015-04-10",65.760002
"28","2015-04-13",62.400002
"29","2015-04-14",64.080002
"30","2015-04-15",63.48
"31","2015-04-16",61.967999
"32","2015-04-17",60
"33","2015-04-20",57.959999
"34","2015-04-21",54.84
"35","2015-04-22",52.799999
"36","2015-04-23",50.52
"37","2015-04-24",50.880001
"38","2015-04-27",54.984001
"39","2015-04-28",57.84
"40","2015-04-29",57.48
"41","2015-04-30",62.279999
"42","2015-05-01",55.68
"43","2015-05-04",59.279999
"44","2015-05-05",55.439999
"45","2015-05-06",55.439999
"46","2015-05-07",55.200001
"47","2015-05-08",55.200001
"48","2015-05-11",56.639999
"49","2015-05-12",52.799999
"50","2015-05-13",52.799999
"51","2015-05-14",55.799999
"52","2015-05-15",54.240002
"53","2015-05-18",54.84
"54","2015-05-19",50.639999
"55","2015-05-20",52.799999
"56","2015-05-21",53.759998
"57","2015-05-22",51.84
"58","2015-05-26",53.759998
"59","2015-05-27",52.32
"60","2015-05-28",51.599998
"61","2015-05-29",51.599998
"62","2015-06-01",50.16
"63","2015-06-02",50.52
"64","2015-06-03",52.200001
"65","2015-06-04",53.279999
"66","2015-06-05",51
"67","2015-06-08",50.759998
"68","2015-06-09",51.599998
"69","2015-06-10",49.32
"70","2015-06-11",45.720001
"71","2015-06-12",44.040001
"72","2015-06-15",41.400002
"73","2015-06-16",39
"74","2015-06-17",36.012001
"75","2015-06-18",39.108002
"76","2015-06-19",37.032001
"77","2015-06-22",37.439999
"78","2015-06-23",36.599998
"79","2015-06-24",36.360001
"80","2015-06-25",33.599998
"81","2015-06-26",32.639999
"82","2015-06-29",32.639999
"83","2015-06-30",42
"84","2015-07-01",45.84
"85","2015-07-02",45.720001
"86","2015-07-06",44.400002
"87","2015-07-07",42.599998
"88","2015-07-08",43.68
"89","2015-07-09",43.68
"90","2015-07-10",46.32
"91","2015-07-13",44.52
"92","2015-07-14",44.639999
"93","2015-07-15",44.040001
"94","2015-07-16",45.984001
"95","2015-07-17",46.200001
"96","2015-07-20",45.720001
"97","2015-07-21",46.596001
"98","2015-07-22",48.959999
"99","2015-07-23",47.52
"100","2015-07-24",47.52
"101","2015-07-27",42.599998
"102","2015-07-28",43.200001
"103","2015-07-29",46.560001
"104","2015-07-30",39
"105","2015-07-31",42.720001
"106","2015-08-03",44.400002
"107","2015-08-04",42.720001
"108","2015-08-05",42
"109","2015-08-06",42
"110","2015-08-07",42
"111","2015-08-10",40.560001
"112","2015-08-11",40.560001
"113","2015-08-12",41.400002
"114","2015-08-13",41.256001
"115","2015-08-14",40.799999
"116","2015-08-17",39.599998
"117","2015-08-18",37.919998
"118","2015-08-19",35.880001
"119","2015-08-20",35.880001
"120","2015-08-21",37.919998
"121","2015-08-24",36.119999
"122","2015-08-25",31.559999
"123","2015-08-26",24.360001
"124","2015-08-27",25.200001
"125","2015-08-28",25.200001
"126","2015-08-31",26.16
"127","2015-09-01",25.92
"128","2015-09-02",29.16
"129","2015-09-03",30
"130","2015-09-04",30.48
"131","2015-09-08",31.32
"132","2015-09-09",33.324001
"133","2015-09-10",32.040001
"134","2015-09-11",32.400002
"135","2015-09-14",31.200001
"136","2015-09-15",30.6
"137","2015-09-16",30.719999
"138","2015-09-17",31.08
"139","2015-09-18",31.200001
"140","2015-09-21",31.799999
"141","2015-09-22",33.599998
"142","2015-09-23",35.279999
"143","2015-09-24",35.279999
"144","2015-09-25",34.560001
"145","2015-09-28",36.360001
"146","2015-09-29",29.040001
"147","2015-09-30",33.48
"148","2015-10-01",33
"149","2015-10-02",30.24
"150","2015-10-05",30.24
"151","2015-10-06",29.040001
"152","2015-10-07",31.908001
"153","2015-10-08",29.4
"154","2015-10-09",38.16
"155","2015-10-12",40.152
"156","2015-10-13",37.799999
"157","2015-10-14",38.268002
"158","2015-10-15",37.259998
"159","2015-10-16",37.200001
"160","2015-10-19",36.959999
"161","2015-10-20",36
